energy_ev,total_up,As_p_up,As_d_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-6.00000000,0.41216266,0.05678825,0.00000000,0.23182962,0.00000000,0.06803323,0.06549809
-5.99399700,0.46313513,0.06385758,0.00000000,0.26036928,0.00000000,0.07712115,0.07348604
-5.98799400,0.51703903,0.07134962,0.00000000,0.29050986,0.00000000,0.08691855,0.08190347
-5.98199100,0.57351424,0.07921921,0.00000000,0.32203897,0.00000000,0.09740521,0.09068728
-5.97598799,0.63212250,0.08741102,0.00000000,0.35469940,0.00000000,0.10854954,0.09976185
-5.96998499,0.69235294,0.09586021,0.00000000,0.38819242,0.00000000,0.12030835,0.10904015
-5.96398199,0.75363037,0.10449352,0.00000000,0.42218266,0.00000000,0.13262697,0.11842525
-5.95797899,0.81532605,0.11323067,0.00000000,0.45630449,0.00000000,0.14543946,0.12781230
-5.95197599,0.87677066,0.12198595,0.00000000,0.49016966,0.00000000,0.15866906,0.13709086
-5.94597299,0.93726893,0.13067005,0.00000000,0.52337602,0.00000000,0.17222883,0.14614749
-5.93996998,0.99611544,0.13919205,0.00000000,0.55551684,0.00000000,0.18602233,0.15486857
-5.93396698,1.05261085,0.14746130,0.00000000,0.58619054,0.00000000,0.19994447,0.16314308
-5.92796398,1.10607794,0.15538940,0.00000000,0.61501027,0.00000000,0.21388241,0.17086544
-5.92196098,1.15587687,0.16289194,0.00000000,0.64161302,0.00000000,0.22771653,0.17793810
-5.91595798,1.20141894,0.16989008,0.00000000,0.66566801,0.00000000,0.24132145,0.18427379
-5.90995498,1.24217851,0.17631182,0.00000000,0.68688382,0.00000000,0.25456715,0.18979756
-5.90395198,1.27770261,0.18209306,0.00000000,0.70501431,0.00000000,0.26732020,0.19444820
-5.89794897,1.30761814,0.18717828,0.00000000,0.71986292,0.00000000,0.27944511,0.19817928
-5.89194597,1.33163645,0.19152097,0.00000000,0.73128557,0.00000000,0.29080586,0.20095971
-5.88594297,1.34955562,0.19508377,0.00000000,0.73919186,0.00000000,0.30126768,0.20277370
-5.87993997,1.36126045,0.19783842,0.00000000,0.74354506,0.00000000,0.31069905,0.20362049
-5.87393697,1.36672069,0.19976553,0.00000000,0.74436076,0.00000000,0.31897394,0.20351352
-5.86793397,1.36598777,0.20085427,0.00000000,0.74170461,0.00000000,0.32597440,0.20247946
-5.86193097,1.35919064,0.20110202,0.00000000,0.73568929,0.00000000,0.33159323,0.20055698
-5.85592796,1.34653095,0.20051405,0.00000000,0.72647107,0.00000000,0.33573699,0.19779547
-5.84992496,1.32827816,0.19910325,0.00000000,0.71424612,0.00000000,0.33832896,0.19425368
-5.84392196,1.30476470,0.19689000,0.00000000,0.69924683,0.00000000,0.33931215,0.18999850
-5.83791896,1.27638152,0.19390202,0.00000000,0.68173825,0.00000000,0.33865207,0.18510381
-5.83191596,1.24357395,0.19017449,0.00000000,0.66201478,0.00000000,0.33633930,0.17964947
-5.82591296,1.20683801,0.18575002,0.00000000,0.64039708,0.00000000,0.33239144,0.17372052
-5.81990995,1.16671689,0.18067879,0.00000000,0.61722922,0.00000000,0.32685463,0.16740645
-5.81390695,1.12379737,0.17501858,0.00000000,0.59287598,0.00000000,0.31980414,0.16080066
-5.80790395,1.07870601,0.16883466,0.00000000,0.56771999,0.00000000,0.31134429,0.15399993
-5.80190095,1.03210469,0.16219959,0.00000000,0.54215890,0.00000000,0.30160734,0.14710396
-5.79589795,0.98468521,0.15519272,0.00000000,0.51660205,0.00000000,0.29075156,0.14021476
-5.78989495,0.93716275,0.14789954,0.00000000,0.49146667,0.00000000,0.27895830,0.13343608
-5.78389195,0.89026793,0.14041072,0.00000000,0.46717355,0.00000000,0.26642830,0.12687253
