energy_ev,total_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up,Si_p_up,Si_d_up
-5.39369685,4.13481641,2.16600204,2.69744761,0.03335022,0.85015999,0.67527567,0.00000000
-5.38769385,4.17989657,2.17960760,2.71712650,0.03415914,0.87633813,0.65607723,0.00000000
-5.38169085,4.24158479,2.19779757,2.74730569,0.03522168,0.90679912,0.63812772,0.00000000
-5.37568784,4.31812867,2.21981503,2.78655694,0.03653059,0.94137976,0.62125133,0.00000000
-5.36968484,4.40768054,2.24488132,2.83343666,0.03807463,0.97984657,0.60530080,0.00000000
-5.36368184,4.50830840,2.27220326,2.88649652,0.03983835,1.02189596,0.59015541,0.00000000
-5.35767884,4.61801320,2.30098308,2.94429713,0.04180193,1.06715687,0.57571924,0.00000000
-5.35167584,4.73475291,2.33043128,3.00542501,0.04394124,1.11519605,0.56191980,0.00000000
-5.34567284,4.85647330,2.35978185,3.06851284,0.04622802,1.16552574,0.54870723,0.00000000
-5.33966983,4.98114485,2.38830946,3.13226270,0.04863021,1.21761380,0.53605410,0.00000000
-5.33366683,5.10680475,2.41534784,3.19547170,0.05111257,1.27089580,0.52395557,0.00000000
-5.32766383,5.23160247,2.44030825,3.25705896,0.05363729,1.32478876,0.51242989,0.00000000
-5.32166083,5.35384674,2.46269705,3.31609287,0.05616487,1.37870597,0.50151902,0.00000000
-5.31565783,5.47205196,2.48213121,3.37181718,0.05865506,1.43207230,0.49128894,0.00000000
-5.30965483,5.58498130,2.49835076,3.42367446,0.06106790,1.48433938,0.48182962,0.00000000
-5.30365183,5.69168419,2.51122697,3.47132538,0.06336476,1.53499985,0.47325415,0.00000000
-5.29764882,5.79152561,2.52076577,3.51466241,0.06550942,1.58360014,0.46569699,0.00000000
-5.29164582,5.88420514,2.52710560,3.55381655,0.06746908,1.62975097,0.45931093,0.00000000
-5.28564282,5.96976369,2.53050952,3.58915611,0.06921526,1.67313516,0.45426289,0.00000000
-5.27963982,6.04857680,2.53135152,3.62127664,0.07072461,1.71351209,0.45072829,0.00000000
-5.27363682,6.12133359,2.53009742,3.65098174,0.07197946,1.75071863,0.44888423,0.00000000
-5.26763382,6.18900143,2.52728087,3.67925482,0.07296822,1.78466634,0.44890155,0.00000000
-5.26163082,6.25277684,2.52347545,3.70722215,0.07368559,1.81533492,0.45093596,0.00000000
-5.25562781,6.31402428,2.51926393,3.73610840,0.07413240,1.84276228,0.45511871,0.00000000
-5.24962481,6.37420480,2.51520608,3.76718585,0.07431539,1.86703157,0.46154703,0.00000000
-5.24362181,6.43479750,2.51180644,3.80171935,0.07424658,1.88825590,0.47027495,0.00000000
-5.23761881,6.49721713,2.50948359,3.84090890,0.07394265,1.90656160,0.48130486,0.00000000
-5.23161581,6.56273161,2.50854258,3.88583238,0.07342395,1.92207088,0.49458030,0.00000000
-5.22561281,6.63238341,2.50915173,3.93739090,0.07271359,1.93488505,0.50998056,0.00000000
-5.21960980,6.70691878,2.51132527,3.99625916,0.07183633,1.94506934,0.52731734,0.00000000
-5.21360680,6.78672847,2.51491284,4.06284325,0.07081755,1.95264027,0.54633389,0.00000000
-5.20760380,6.87180330,2.51959660,4.13724777,0.06968219,1.95755657,0.56670694,0.00000000
-5.20160080,6.96170708,2.52489632,4.21925419,0.06845387,1.95971433,0.58805136,0.00000000
-5.19559780,7.05556880,2.53018256,4.30831137,0.06715407,1.95894689,0.60992771,0.00000000
-5.18959480,7.15209476,2.53469763,4.40353903,0.06580157,1.95502966,0.63185238,0.00000000
-5.18359180,7.24960066,2.53758340,4.50374427,0.06441197,1.94768981,0.65331015,0.00000000
-5.17758879,7.34606233,2.53791504,4.60745035,0.06299754,1.93662042,0.67376866,0.00000000
-5.17158579,7.43918318,2.53473914,4.71293700,0.06156722,1.92149848,0.69269426,0.00000000
-5.16558279,7.52647518,2.52711455,4.81829038,0.06012680,1.90200567,0.70956863,0.00000000
-5.15957979,7.60535004,2.51415409,4.92146091,0.05867935,1.87785084,0.72390546,0.00000000
-5.15357679,7.67321637,2.49506523,5.02032660,0.05722568,1.84879306,0.73526650,0.00000000
-5.14757379,7.72757861,2.46918787,5.11275951,0.05576504,1.81466366,0.74327622,0.00000000
-5.14157079,7.76613350,2.43602733,5.19669284,0.05429576,1.77538623,0.74763454,0.00000000
-5.13556778,7.78686006,2.39528130,5.27018623,0.05281601,1.73099323,0.74812696,0.00000000
-5.12956478,7.78809942,2.34685925,5.33148709,0.05132447,1.68163833,0.74463177,0.00000000
-5.12356178,7.76862161,2.29089372,5.37908576,0.04982102,1.62760371,0.73712389,0.00000000
-5.11755878,7.72767687,2.22774280,5.41176315,0.04830725,1.56930181,0.72567542,0.00000000
-5.11155578,7.66503008,2.15798410,5.42862912,0.04678698,1.50727145,0.71045268,0.00000000
-5.10555278,7.58097737,2.08240029,5.42915093,0.04526651,1.44216839,0.69171018,0.00000000
-5.09954977,7.47634496,2.00195723,5.41317089,0.04375488,1.37475094,0.66978161,0.00000000
-5.09354677,7.35247082,1.91777557,5.38091309,0.04226387,1.30586096,0.64506844,0.00000000
-5.08754377,7.21117041,1.83109729,5.33297909,0.04080794,1.23640157,0.61802665,0.00000000
-5.08154077,7.05468799,1.74324852,5.27033288,0.03940404,1.16731221,0.58915214,0.00000000
-5.07553777,6.88563576,1.65560027,5.19427577,0.03807126,1.09954239,0.55896546,0.00000000
-5.06953477,6.70692281,1.56952849,5.10641183,0.03683046,1.03402510,0.52799649,0.00000000
-5.06353177,6.52167652,1.48637505,5.00860497,0.03570379,0.97165099,0.49676961,0.00000000
-5.05752876,6.33315864,1.40741079,4.90292882,0.03471416,0.91324430,0.46578989,0.00000000
-5.05152576,6.14467878,1.33380187,4.79161071,0.03388467,0.85954131,0.43553068,0.00000000
-5.04552276,5.95950741,1.26658035,4.67697134,0.03323808,0.81117208,0.40642297,0.00000000
-5.03951976,5.78079108,1.20661954,4.56136173,0.03279620,0.76864580,0.37884668,0.00000000
-5.03351676,5.61147179,1.15461487,4.44709926,0.03257942,0.73234033,0.35312412,0.00000000
-5.02751376,5.45421285,1.11107027,4.33640475,0.03260613,0.70249586,0.32951545,0.00000000
-5.02151076,5.31133321,1.07629048,4.23134236,0.03289233,0.67921276,0.30821626,0.00000000
-5.01550775,5.18475203,1.05037897,4.13376442,0.03345122,0.66245360,0.28935712,0.00000000
-5.00950475,5.07594518,1.03324154,4.04526286,0.03429284,0.65204897,0.27300483,0.00000000
-5.00350175,4.98591512,1.02459528,3.96712922,0.03542388,0.64770682,0.25916526,0.00000000
-4.99749875,4.91517518,1.02398239,3.90032460,0.03684746,0.64902490,0.24778755,0.00000000
-4.99149575,4.86374904,1.03078883,3.84546089,0.03856306,0.65550593,0.23876939,0.00000000
-4.98549275,4.83118586,1.04426681,3.80279428,0.04056648,0.66657486,0.23196319,0.00000000
-4.97948974,4.81659074,1.06356112,3.77223143,0.04284998,0.68159776,0.22718288,0.00000000
-4.97348674,4.81867017,1.08773817,3.75334860,0.04540233,0.69990184,0.22421123,0.00000000
-4.96748374,4.83579109,1.11581741,3.74542306,0.04820910,0.72079585,0.22280729,0.00000000
-4.96148074,4.86605202,1.14680416,3.74747613,0.05125285,0.74359052,0.22271407,0.00000000
-4.95547774,4.90736404,1.17972293,3.75832624,0.05451352,0.76761816,0.22366599,0.00000000
-4.94947474,4.95753881,1.21365043,3.77665026,0.05796872,0.79225116,0.22539616,0.00000000
-4.94347174,5.01438062,1.24774707,3.80105072,0.06159409,0.81691852,0.22764322,0.00000000
-4.93746873,5.07577898,1.28128601,3.83012626,0.06536373,0.84112021,0.23015773,0.00000000
-4.93146573,5.13979808,1.31367852,3.86254246,0.06925048,0.86443865,0.23270778,0.00000000
-4.92546273,5.20475937,1.34449483,3.89709988,0.07322632,0.88654714,0.23508395,0.00000000
-4.91945973,5.26931369,1.37347923,3.93279628,0.07726267,0.90721478,0.23710337,0.00000000
-4.91345673,5.33249945,1.40055880,3.96888001,0.08133064,0.92630792,0.23861277,0.00000000
-4.90745373,5.39378397,1.42584497,4.00489184,0.08540131,0.94378795,0.23949064,0.00000000
-4.90145073,5.45308567,1.44962762,4.04069292,0.08944590,0.95970555,0.23964823,0.00000000
-4.89544772,5.51077530,1.47236140,4.07647702,0.09343598,0.97419174,0.23902967,0.00000000
-4.88944472,5.56765559,1.49464463,4.11276593,0.09734355,0.98744597,0.23761092,0.00000000
-4.88344172,5.62491947,1.51719127,4.15038760,0.10114121,0.99972179,0.23539793,0.00000000
-4.87743872,5.68408805,1.54079662,4.19043753,0.10480230,1.01131076,0.23242386,0.00000000
-4.87143572,5.74693056,1.56629831,4.23422449,0.10830098,1.02252515,0.22874568,0.00000000
-4.86543272,5.81536962,1.59453373,4.28320296,0.11161240,1.03368028,0.22444014,0.00000000
-4.85942971,5.89137575,1.62629588,4.33889489,0.11471290,1.04507727,0.21959941,0.00000000
-4.85342671,5.97685603,1.66228956,4.40280469,0.11758021,1.05698695,0.21432651,0.00000000
-4.84742371,6.07354243,1.70308993,4.47633134,0.12019373,1.06963557,0.20873073,0.00000000
-4.84142071,6.18288522,1.74910555,4.56068221,0.12253485,1.08319321,0.20292323,0.00000000
-4.83541771,6.30595744,1.80054787,4.65679329,0.12458733,1.09776529,0.19701301,0.00000000
-4.82941471,6.44337566,1.85740903,4.76526023,0.12633772,1.11338762,0.19110332,0.00000000
-4.82341171,6.59524195,1.91944937,4.88628446,0.12777581,1.13002544,0.18528881,0.00000000
-4.81740870,6.76111100,1.98619575,5.01963786,0.12889515,1.14757644,0.17965326,0.00000000
-4.81140570,6.93998530,2.05695135,5.16464882,0.12969355,1.16587784,0.17426817,0.00000000
-4.80540270,7.13033973,2.13081693,5.32021121,0.13017358,1.18471715,0.16919211,0.00000000
-4.79939970,7.33017555,2.20672295,5.48481688,0.13034310,1.20384631,0.16447079,0.00000000
-4.79339670,7.53710223,2.28347156,5.65661090,0.13021569,1.22299863,0.16013793,0.00000000
-4.78739370,7.74844381,2.35978667,5.83346737,0.12981106,1.24190758,0.15621659,0.00000000
-4.78139070,7.96136510,2.43436987,6.01308261,0.12915541,1.26032688,0.15272116,0.00000000
-4.77538769,8.17301169,2.50595982,6.19308126,0.12828161,1.27805050,0.14965955,0.00000000
-4.76938469,8.38065688,2.57339192,6.37112998,0.12722935,1.29493190,0.14703563,0.00000000
-4.76338169,8.58184765,2.63565563,6.54505290,0.12604511,1.31090124,0.14485172,0.00000000
-4.75737869,8.77454193,2.69194624,6.71294246,0.12478196,1.32597971,0.14311091,0.00000000
-4.75137569,8.95722931,2.74170851,6.87325949,0.12349924,1.34028993,0.14181908,0.00000000
-4.74537269,9.12902812,2.78466965,7.02491680,0.12226201,1.35406192,0.14098658,0.00000000
-4.73936968,9.28975291,2.82086000,7.16734103,0.12114038,1.36763392,0.14062927,0.00000000
-4.73336668,9.43994764,2.85061998,7.30050891,0.12020855,1.38144786,0.14076911,0.00000000
-4.72736368,9.58088174,2.87459282,7.42495507,0.11954382,1.39603950,0.14143392,0.00000000
-4.72136068,9.71450815,2.89370344,7.54175035,0.11922526,1.41202336,0.14265669,0.00000000
-4.71535768,9.84338448,2.90912411,7.65245073,0.11933237,1.43007316,0.14447410,0.00000000
-4.70935468,9.97056027,2.92222884,7.75901910,0.11994350,1.45089833,0.14692461,0.00000000
-4.70335168,10.09943550,2.93453846,7.86372315,0.12113425,1.47521780,0.15004602,0.00000000
-4.69734867,10.23359677,2.94765913,7.96901429,0.12297573,1.50373199,0.15387276,0.00000000
-4.69134567,10.37663892,2.96321726,8.07739343,0.12553283,1.53709435,0.15843296,0.00000000
-4.68534267,10.53198079,2.98279373,8.19127022,0.12886247,1.57588374,0.16374551,0.00000000
-4.67933967,10.70268396,3.00786066,8.31282292,0.13301187,1.62057871,0.16981729,0.00000000
-4.67333667,10.89128314,3.03972325,8.44386571,0.13801696,1.67153491,0.17664067,0.00000000
-4.66733367,11.09963655,3.07946918,8.58573045,0.14390089,1.72896639,0.18419146,0.00000000
-4.66133067,11.32880316,3.12792763,8.73916851,0.15067263,1.79293169,0.19242741,0.00000000
-4.65532766,11.57895260,3.18563898,8.90427792,0.15832588,1.86332483,0.20128741,0.00000000
-4.64932466,11.84931175,3.25283622,9.08045940,0.16683815,1.93987179,0.21069137,0.00000000
-4.64332166,12.13815020,3.32943813,9.26640359,0.17617008,2.02213192,0.22054087,0.00000000
-4.63731866,12.44280508,3.41505384,9.46011022,0.18626509,2.10950445,0.23072054,0.00000000
-4.63131566,12.75974363,3.50899790,9.65893855,0.19704937,2.20123916,0.24110014,0.00000000
-4.62531266,13.08466073,3.61031482,9.85968679,0.20843212,2.29645098,0.25153725,0.00000000
-4.61930965,13.41260673,3.71781130,10.05869712,0.22030626,2.39413746,0.26188046,0.00000000
-4.61330665,13.73814006,3.83009485,10.25198163,0.23254946,2.49319869,0.27197305,0.00000000
-4.60730365,14.05549824,3.94561688,10.43536388,0.24502555,2.59245876,0.28165681,0.00000000
-4.60130065,14.35878043,4.06271876,10.60462990,0.25758642,2.69068833,0.29077609,0.00000000
-4.59529765,14.64213443,4.17967935,10.75568250,0.27007419,2.78662761,0.29918175,0.00000000
-4.58929465,14.89994134,4.29476254,10.88469240,0.28232388,2.87900956,0.30673507,0.00000000
-4.58329165,15.12699120,4.40626375,10.98824022,0.29416633,2.96658294,0.31331124,0.00000000
-4.57728864,15.31864394,4.51255422,11.06344362,0.30543154,3.04813491,0.31880264,0.00000000
-4.57128564,15.47097024,4.61212227,11.10806479,0.31595218,3.12251324,0.32312152,0.00000000
-4.56528264,15.58086813,4.70361067,11.12059418,0.32556727,3.18864787,0.32620219,0.00000000
-4.55927964,15.64615188,4.78584938,11.10030739,0.33412598,3.24557167,0.32800263,0.00000000
-4.55327664,15.66561083,4.85788289,11.04729339,0.34149135,3.29244018,0.32850542,0.00000000
-4.54727364,15.63903676,4.91899154,10.96245303,0.34754386,3.32855003,0.32771806,0.00000000
-4.54127064,15.56721933,4.96870592,10.84746835,0.35218465,3.35335564,0.32567266,0.00000000
-4.53526763,15.45191015,5.00681391,10.70474404,0.35533841,3.36648352,0.32242494,0.00000000
-4.52926463,15.29575713,5.03335962,10.53732354,0.35695556,3.36774382,0.31805264,0.00000000
-4.52326163,15.10221149,5.04863389,10.34878337,0.35701391,3.35713819,0.31265346,0.00000000
-4.51725863,14.87541083,5.05315624,10.14310992,0.35551939,3.33486366,0.30634237,0.00000000
-4.51125563,14.62004262,5.04764828,9.92456381,0.35250611,3.30131162,0.29924860,0.00000000
-4.50525263,14.34119290,5.03299936,9.69753731,0.34803543,3.25706191,0.29151227,0.00000000
-4.49924962,14.04418589,5.01022517,9.46641063,0.34219428,3.20287149,0.28328076,0.00000000
-4.49324662,13.73442061,4.98042102,9.23541295,0.33509261,3.13965796,0.27470498,0.00000000
-4.48724362,13.41721052,4.94471149,9.00849376,0.32686025,3.06847817,0.26593565,0.00000000
-4.48124062,13.09763268,4.90419872,8.78920978,0.31764308,2.99050260,0.25711969,0.00000000
-4.47523762,12.78039206,4.85991203,8.58063177,0.30759887,2.90698633,0.24839678,0.00000000
-4.46923462,12.46970632,4.81276123,8.38527476,0.29689287,2.81923778,0.23989640,0.00000000
-4.46323162,12.16921546,4.76349656,8.20505400,0.28569333,2.72858644,0.23173519,0.00000000
-4.45722861,11.88191923,4.71267733,8.04126775,0.27416718,2.63635087,0.22401490,0.00000000
-4.45122561,11.61014423,4.66065149,7.89460645,0.26247600,2.54380836,0.21682092,0.00000000
-4.44522261,11.35554074,4.60754734,7.76518685,0.25077248,2.45216747,0.21022144,0.00000000
-4.43921961,11.11910783,4.55327823,7.65260789,0.23919744,2.36254434,0.20426718,0.00000000
-4.43321661,10.90124395,4.49756010,7.55602465,0.22787751,2.27594366,0.19899176,0.00000000
-4.42721361,10.70181850,4.43994096,7.47423524,0.21692353,2.19324473,0.19441250,0.00000000
-4.42121061,10.52025917,4.37984066,7.40577528,0.20642959,2.11519261,0.19053176,0.00000000
-4.41520760,10.35564885,4.31659862,7.34901446,0.19647282,2.04239436,0.18733855,0.00000000
-4.40920460,10.20682574,4.24952657,7.30224945,0.18711369,1.97531977,0.18481027,0.00000000
-4.40320160,10.07248029,4.17796303,7.26378829,0.17839686,1.91430591,0.18291469,0.00000000
-4.39719860,9.95124333,4.10132627,7.23202205,0.17035232,1.85956466,0.18161175,0.00000000
-4.39119560,9.84176058,4.01916248,7.20548054,0.16299687,1.81119224,0.18085527,0.00000000
-4.38519260,9.74275002,3.93118614,7.18287019,0.15633574,1.76917994,0.18059449,0.00000000
-4.37918959,9.65304024,3.83731039,7.16309368,0.15036414,1.73342505,0.18077521,0.00000000
-4.37318659,9.57158935,3.73766560,7.14525190,0.14506890,1.70374156,0.18134080,0.00000000
-4.36718359,9.49748559,3.63260538,7.12863052,0.14042989,1.67986989,0.18223278,0.00000000
-4.36118059,9.42993238,3.52269997,7.11267396,0.13642136,1.66148571,0.18339122,0.00000000
-4.35517759,9.36822152,3.40871782,7.09695076,0.13301305,1.64820764,0.18475497,0.00000000
-4.34917459,9.31169909,3.29159688,7.08111451,0.13017122,1.63960403,0.18626180,0.00000000
-4.34317159,9.25972908,3.17240779,7.06486469,0.12785951,1.63519931,0.18784847,0.00000000
-4.33716858,9.21165949,3.05231146,7.04791150,0.12603967,1.63448022,0.18945100,0.00000000
-4.33116558,9.16679552,2.93251384,7.02994812,0.12467232,1.63690244,0.19100501,0.00000000
-4.32516258,9.12438320,2.81422075,7.01063308,0.12371763,1.64189802,0.19244634,0.00000000
-4.31915958,9.08360599,2.69859518,6.98958434,0.12313598,1.64888405,0.19371197,0.00000000
-4.31315658,9.04359550,2.58671953,6.96638561,0.12288871,1.65727262,0.19474120,0.00000000
-4.30715358,9.00345598,2.47956445,6.94060425,0.12293880,1.66648216,0.19547702,0.00000000
