energy_ev,total_up,Au_p_up,Au_d_up,P_s_up,P_p_up,S_s_up,S_p_up
-5.56178089,3.26270880,0.22020232,3.08630754,0.00811571,0.05572090,0.01415253,0.08502632
-5.55577789,3.22010129,0.21816910,3.04743522,0.00787122,0.05355995,0.01375858,0.08205293
-5.54977489,3.17043450,0.21588870,3.00176407,0.00761314,0.05131933,0.01333823,0.07892839
-5.54377189,3.11479829,0.21343690,2.95028628,0.00734651,0.04905036,0.01290496,0.07571447
-5.53776888,3.05435234,0.21088829,2.89406479,0.00707659,0.04680360,0.01247282,0.07247251
-5.53176588,2.99030256,0.20831476,2.83421185,0.00680877,0.04462764,0.01205611,0.06926224
-5.52576288,2.92387997,0.20578426,2.77186966,0.00654850,0.04256804,0.01166905,0.06614053
-5.51975988,2.85632242,0.20335992,2.70819376,0.00630119,0.04066639,0.01132540,0.06316048
-5.51375688,2.78885930,0.20109947,2.64433890,0.00607215,0.03895958,0.01103816,0.06037048
-5.50775388,2.72269893,0.19905482,2.58144762,0.00586647,0.03747917,0.01081922,0.05781354
-5.50175088,2.65901838,0.19727193,2.52064076,0.00568890,0.03625096,0.01067904,0.05552670
-5.49574787,2.59895500,0.19579058,2.46300967,0.00554376,0.03529476,0.01062639,0.05354055
-5.48974487,2.54359913,0.19464441,2.40960936,0.00543481,0.03462420,0.01066806,0.05187896
-5.48374187,2.49398726,0.19386071,2.36145189,0.00536518,0.03424681,0.01080871,0.05055880
-5.47773887,2.45109510,0.19346031,2.31949961,0.00533723,0.03416415,0.01105071,0.04958988
-5.47173587,2.41583013,0.19345733,2.28465766,0.00535252,0.03437207,0.01139403,0.04897499
-5.46573287,2.38902332,0.19385897,2.25776548,0.00541168,0.03486115,0.01183628,0.04870998
-5.45972986,2.37142007,0.19466516,2.23958741,0.00551447,0.03561717,0.01237272,0.04878406
-5.45372686,2.36367064,0.19586844,2.23080239,0.00565968,0.03662178,0.01299647,0.04918020
-5.44772386,2.36632038,0.19745380,2.23199340,0.00584521,0.03785320,0.01369870,0.04987566
-5.44172086,2.37980057,0.19939890,2.24363701,0.00606808,0.03928711,0.01446897,0.05084272
-5.43571786,2.40442046,0.20167446,2.26609392,0.00632456,0.04089754,0.01529563,0.05204955
-5.42971486,2.44036156,0.20424515,2.29960131,0.00661026,0.04265798,0.01616628,0.05346122
-5.42371186,2.48767468,0.20707084,2.34426764,0.00692028,0.04454243,0.01706832,0.05504096
-5.41770885,2.54628062,0.21010835,2.40007071,0.00724939,0.04652661,0.01798952,0.05675142
-5.41170585,2.61597489,0.21331371,2.46685947,0.00759224,0.04858914,0.01891862,0.05855623
-5.40570285,2.69643659,0.21664480,2.54435985,0.00794355,0.05071271,0.01984598,0.06042148
-5.39969985,2.78724157,0.22006438,2.63218453,0.00829836,0.05288521,0.02076413,0.06231737
-5.39369685,2.88787915,0.22354341,2.72984652,0.00865224,0.05510076,0.02166835,0.06421977
-5.38769385,2.99777190,0.22706441,2.83677580,0.00900152,0.05736058,0.02255716,0.06611177
-5.38169085,3.11629737,0.23062478,2.95233819,0.00934353,0.05967366,0.02343268,0.06798507
-5.37568784,3.24281048,0.23423986,3.07585543,0.00967676,0.06205722,0.02430091,0.06984119
-5.36968484,3.37666534,0.23794552,3.20662515,0.01000103,0.06453679,0.02517188,0.07169237
-5.36368184,3.51723490,0.24180011,3.34393962,0.01031764,0.06714610,0.02605957,0.07356226
-5.35767884,3.66392733,0.24588552,3.48710189,0.01062947,0.06992648,0.02698175,0.07548610
-5.35167584,3.81619770,0.25030730,3.63543843,0.01094097,0.07292601,0.02795960,0.07751059
-5.34567284,3.97355436,0.25519363,3.78830737,0.01125823,0.07619824,0.02901715,0.07969324
-5.33966983,4.13555920,0.26069311,3.94510182,0.01158885,0.07980056,0.03018061,0.08210130
-5.33366683,4.30182189,0.26697130,4.10524814,0.01194185,0.08379236,0.03147745,0.08481021
-5.32766383,4.47198822,0.27420614,4.26819941,0.01232748,0.08823277,0.03293550,0.08790155
-5.32166083,4.64572332,0.28258221,4.43342465,0.01275697,0.09317828,0.03458183,0.09146069
-5.31565783,4.82269085,0.29228410,4.60039477,0.01324225,0.09868025,0.03644163,0.09557394
-5.30965483,5.00252957,0.30348900,4.76856652,0.01379555,0.10478231,0.03853706,0.10032549
-5.30365183,5.18482893,0.31635881,4.93736571,0.01442905,0.11151783,0.04088613,0.10579413
-5.29764882,5.36910546,0.33103201,5.10617142,0.01515441,0.11890754,0.04350161,0.11204985
-5.29164582,5.55478171,0.34761563,5.27430251,0.01598231,0.12695739,0.04639013,0.11915043
-5.28564282,5.74116947,0.36617774,5.44100791,0.01692197,0.13565674,0.04955134,0.12713814
-5.27963982,5.92745863,0.38674056,5.60546180,0.01798068,0.14497695,0.05297735,0.13603673
-5.27363682,6.11271285,0.40927475,5.76676453,0.01916330,0.15487057,0.05665231,0.14584874
-5.26763382,6.29587270,0.43369512,5.92394964,0.02047189,0.16527098,0.06055234,0.15655334
-5.26163082,6.47576659,0.45985787,6.07599715,0.02190532,0.17609276,0.06464562,0.16810468
-5.25562781,6.65112915,0.48755982,6.22185254,0.02345897,0.18723259,0.06889281,0.18043106
-5.24962481,6.82062644,0.51653953,6.36045068,0.02512455,0.19857089,0.07324779,0.19343480
-5.24362181,6.98288684,0.54648056,6.49074350,0.02689001,0.20997401,0.07765850,0.20699291
-5.23761881,7.13653607,0.57701673,6.61172992,0.02873953,0.22129699,0.08206818,0.22095871
-5.23161581,7.28023460,0.60773932,6.72248627,0.03065377,0.23238688,0.08641668,0.23516416
-5.22561281,7.41271560,0.63820613,6.82219557,0.03261006,0.24308629,0.09064193,0.24942315
-5.21960980,7.53282133,0.66795191,6.91017387,0.03458287,0.25323740,0.09468154,0.26353541
-5.21360680,7.63953616,0.69650004,6.98589204,0.03654434,0.26268596,0.09847440,0.27729107
-5.20760380,7.73201457,0.72337497,7.04899175,0.03846492,0.27128537,0.10196229,0.29047575
-5.20160080,7.80960279,0.74811495,7.09929466,0.04031409,0.27890060,0.10509131,0.30287595
-5.19559780,7.87185296,0.77028467,7.13680424,0.04206115,0.28541183,0.10781336,0.31428457
-5.18959480,7.91852952,0.78948731,7.16170017,0.04367603,0.29071767,0.11008722,0.32450647
-5.18359180,7.94960759,0.80537555,7.17432561,0.04513011,0.29473790,0.11187963,0.33336369
-5.17758879,7.96526388,0.81766112,7.17516828,0.04639704,0.29741559,0.11316593,0.34070034
-5.17158579,7.96586091,0.82612266,7.16483635,0.04745342,0.29871855,0.11393061,0.34638683
-5.16558279,7.95192581,0.83061142,7.14403079,0.04827950,0.29864008,0.11416747,0.35032339
-5.15957979,7.92412516,0.83105490,7.11351582,0.04885967,0.29719899,0.11387962,0.35244272
-5.15357679,7.88323750,0.82745803,7.07408911,0.04918288,0.29443898,0.11307914,0.35271163
-5.14757379,7.83012525,0.81990218,7.02655373,0.04924291,0.29042731,0.11178661,0.35113179
-5.14157079,7.76570761,0.80854193,6.97169311,0.04903847,0.28525289,0.11003044,0.34773933
-5.13556778,7.69093590,0.79359983,6.91025057,0.04857317,0.27902388,0.10784596,0.34260354
-5.12956478,7.60677248,0.77535945,6.84291434,0.04785532,0.27186487,0.10527451,0.33582467
-5.12356178,7.51417409,0.75415692,6.77030846,0.04689763,0.26391372,0.10236240,0.32753081
-5.11755878,7.41407995,0.73037144,6.69299002,0.04571678,0.25531824,0.09915977,0.31787423
-5.11155578,7.30740470,0.70441496,6.61145205,0.04433285,0.24623267,0.09571954,0.30702702
-5.10555278,7.19503578,0.67672154,6.52613169,0.04276878,0.23681420,0.09209626,0.29517650
-5.09954977,7.07783444,0.64773661,6.43742230,0.04104966,0.22721954,0.08834510,0.28252031
-5.09354677,6.95663962,0.61790658,6.34568845,0.03920207,0.21760167,0.08452078,0.26926147
-5.08754377,6.83227325,0.58766888,6.25128214,0.03725343,0.20810671,0.08067663,0.25560359
-5.08154077,6.70554605,0.55744284,6.15455881,0.03523128,0.19887111,0.07686372,0.24174626
-5.07553777,6.57726249,0.52762158,6.05589184,0.03316272,0.19001920,0.07313006,0.22788088
-5.06953477,6.44822386,0.49856488,5.95568402,0.03107380,0.18166095,0.06951986,0.21418689
-5.06353177,6.31922884,0.47059330,5.85437541,0.02898903,0.17389025,0.06607292,0.20082861
-5.05752876,6.19107079,0.44398363,5.75244654,0.02693100,0.16678349,0.06282413,0.18795265
-5.05152576,6.06453194,0.41896543,5.65041706,0.02491997,0.16039855,0.05980296,0.17568594
-5.04552276,5.94037429,0.39571901,5.54883975,0.02297370,0.15477426,0.05703325,0.16413444
-5.03951976,5.81932807,0.37437455,5.44829052,0.02110724,0.14993023,0.05453290,0.15338247
-5.03351676,5.70207831,0.35501246,5.34935514,0.01933283,0.14586715,0.05231382,0.14349259
-5.02751376,5.58925065,0.33766486,5.25261382,0.01765999,0.14256743,0.05038196,0.13450607
-5.02151076,5.48139753,0.32231817,5.15862495,0.01609547,0.13999632,0.04873745,0.12644387
-5.01550775,5.37898586,0.30891661,5.06790910,0.01464350,0.13810335,0.04737486,0.11930797
-5.00950475,5.28238731,0.29736667,4.98093472,0.01330591,0.13682414,0.04628360,0.11308312
-5.00350175,5.19187213,0.28754230,4.89810652,0.01208239,0.13608253,0.04544845,0.10773886
-4.99749875,5.10760731,0.27929076,4.81975749,0.01097076,0.13579293,0.04485016,0.10323168
-4.99149575,5.02965925,0.27243896,4.74614504,0.00996728,0.13586292,0.04446615,0.09950743
-4.98549275,4.95800130,0.26680015,4.67745173,0.00906694,0.13619596,0.04427134,0.09650362
-4.97948974,4.89252567,0.26218070,4.61379020,0.00826376,0.13669415,0.04423893,0.09415190
-4.97348674,4.83305919,0.25838686,4.55521215,0.00755112,0.13726101,0.04434133,0.09238034
-4.96748374,4.77938207,0.25523127,4.50172057,0.00692204,0.13780412,0.04455102,0.09111567
-4.96148074,4.73124844,0.25253902,4.45328414,0.00636944,0.13823761,0.04484139,0.09028534
-4.95547774,4.68840749,0.25015301,4.40985283,0.00588636,0.13848442,0.04518756,0.08981938
-4.94947474,4.65062375,0.24793854,4.37137343,0.00546616,0.13847814,0.04556708,0.08965208
-4.94347174,4.61769540,0.24578690,4.33780370,0.00510270,0.13816460,0.04596058,0.08972340
-4.93746873,4.58946908,0.24361780,4.30912412,0.00479040,0.13750289,0.04635221,0.08998009
-4.93146573,4.56585049,0.24138078,4.28534618,0.00452437,0.13646605,0.04673001,0.09037659
-4.92546273,4.54680977,0.23905526,4.26651648,0.00430040,0.13504117,0.04708605,0.09087569
-4.91945973,4.53238130,0.23664947,4.25271617,0.00411497,0.13322911,0.04741649,0.09144879
-4.91345673,4.52265771,0.23419836,4.24405551,0.00396519,0.13104370,0.04772136,0.09207606
-4.90745373,4.51777841,0.23176038,4.24066375,0.00384875,0.12851061,0.04800429,0.09274624
-4.90145073,4.51791296,0.22941353,4.24267471,0.00376381,0.12566579,0.04827203,0.09345624
-4.89544772,4.52324040,0.22725075,4.25020891,0.00370890,0.12255368,0.04853387,0.09421055
-4.88944472,4.53392537,0.22537488,4.26335309,0.00368281,0.11922523,0.04880097,0.09502040
-4.88344172,4.55009248,0.22389350,4.28213848,0.00368446,0.11573574,0.04908557,0.09590282
-4.87743872,4.57180044,0.22291367,4.30651892,0.00371280,0.11214274,0.04940028,0.09687956
-4.87143572,4.59901714,0.22253712,4.33635036,0.00376671,0.10850392,0.04975727,0.09797583
-4.86543272,4.63159750,0.22285569,4.37137293,0.00384493,0.10487513,0.05016751,0.09921909
-4.85942971,4.66926519,0.22394754,4.41119691,0.00394596,0.10130868,0.05064018,0.10063766
-4.85342671,4.71159949,0.22587402,4.45529353,0.00406808,0.09785184,0.05118202,0.10225947
-4.84742371,4.75802812,0.22867734,4.50299148,0.00420931,0.09454571,0.05179690,0.10411069
-4.84142071,4.80782675,0.23237913,4.55347960,0.00436741,0.09142434,0.05248555,0.10621447
-4.83541771,4.86012536,0.23697983,4.60581603,0.00453996,0.08851429,0.05324530,0.10858978
-4.82941471,4.91392132,0.24245885,4.65894352,0.00472438,0.08583442,0.05407009,0.11125027
-4.82341171,4.96809889,0.24877543,4.71171054,0.00491805,0.08339615,0.05495054,0.11420330
-4.81740870,5.02145423,0.25587019,4.76289740,0.00511837,0.08120380,0.05587418,0.11744912
-4.81140570,5.07272493,0.26366712,4.81124636,0.00532292,0.07925537,0.05682576,0.12098015
-4.80540270,5.12062284,0.27207591,4.85549438,0.00552950,0.07754332,0.05778764,0.12478052
-4.79939970,5.16386881,0.28099461,4.89440734,0.00573632,0.07605562,0.05874025,0.12882575
-4.79339670,5.20122792,0.29031239,4.92681421,0.00594205,0.07477677,0.05966261,0.13308273
-4.78739370,5.23154377,0.29991234,4.95163989,0.00614599,0.07368888,0.06053287,0.13750985
-4.78139070,5.25377073,0.30967430,4.96793540,0.00634810,0.07277268,0.06132880,0.14205747
-4.77538769,5.26700275,0.31947752,4.97490451,0.00654915,0.07200849,0.06202831,0.14666865
-4.76938469,5.27049822,0.32920329,4.97192577,0.00675075,0.07137703,0.06260999,0.15128018
-4.76338169,5.26369999,0.33873737,4.95856958,0.00695538,0.07086009,0.06305354,0.15582380
-4.75737869,5.24625027,0.34797228,4.93460981,0.00716647,0.07044110,0.06334023,0.16022782
-4.75137569,5.21800034,0.35680942,4.90003000,0.00738838,0.07010546,0.06345326,0.16441890
-4.74537269,5.17901503,0.36516100,4.85502427,0.00762639,0.06984076,0.06337822,0.16832404
-4.73936968,5.12957235,0.37295186,4.79999328,0.00788668,0.06963685,0.06310332,0.17187273
-4.73336668,5.07015853,0.38012094,4.73553561,0.00817622,0.06948576,0.06261975,0.17499918
-4.72736368,5.00145891,0.38662268,4.66243531,0.00850277,0.06938153,0.06192193,0.17764452
-4.72136068,4.92434524,0.39242796,4.58164594,0.00887467,0.06931993,0.06100767,0.17975896
-4.71535768,4.83985953,0.39752486,4.49427177,0.00930080,0.06929814,0.05987842,0.18130365
-4.70935468,4.74919517,0.40191896,4.40154667,0.00979034,0.06931437,0.05853925,0.18225242
-4.70335168,4.65367539,0.40563318,4.30481096,0.01035264,0.06936751,0.05699898,0.18259299
-4.69734867,4.55472933,0.40870718,4.20548677,0.01099696,0.06945669,0.05527007,0.18232783
-4.69134567,4.45386611,0.41119624,4.10505205,0.01173227,0.06958100,0.05336846,0.18147450
-4.68534267,4.35264688,0.41316959,4.00501352,0.01256698,0.06973910,0.05131339,0.18006536
-4.67933967,4.25265524,0.41470821,3.90687886,0.01350867,0.06992902,0.04912701,0.17814686
-4.67333667,4.15546621,0.41590217,3.81212823,0.01456378,0.07014791,0.04683399,0.17577814
-4.66733367,4.06261404,0.41684747,3.72218541,0.01573739,0.07039191,0.04446099,0.17302921
-4.66133067,3.97555939,0.41764266,3.63838903,0.01703284,0.07065607,0.04203607,0.16997866
-4.65532766,3.89565628,0.41838505,3.56196402,0.01845154,0.07093432,0.03958804,0.16671097
-4.64932466,3.82411956,0.41916691,3.49399392,0.01999263,0.07121947,0.03714574,0.16331365
-4.64332166,3.76199348,0.42007164,3.43539450,0.02165280,0.07150337,0.03473740,0.15987413
-4.63731866,3.71012233,0.42117012,3.38688936,0.02342609,0.07177695,0.03238988,0.15647677
-4.63131566,3.66912381,0.42251729,3.34898809,0.02530369,0.07203038,0.03012801,0.15319983
-4.62531266,3.63936629,0.42414922,3.32196779,0.02727392,0.07225329,0.02797402,0.15011282
-4.61930965,3.62095052,0.42608066,3.30585856,0.02932213,0.07243486,0.02594698,0.14727410
-4.61330665,3.61369697,0.42830333,3.30043375,0.03143078,0.07256406,0.02406242,0.14472893
-4.60730365,3.61713932,0.43078482,3.30520555,0.03357957,0.07262978,0.02233197,0.14250806
-4.60130065,3.63052488,0.43346845,3.31942649,0.03574561,0.07262102,0.02076323,0.14062686
-4.59529765,3.65282249,0.43627382,3.34209744,0.03790370,0.07252701,0.01935971,0.13908504
-4.58929465,3.68273811,0.43909835,3.37198219,0.04002676,0.07233735,0.01812091,0.13786703
-4.58329165,3.71873837,0.44181960,3.40762902,0.04208623,0.07204217,0.01704255,0.13694282
-4.57728864,3.75908185,0.44429841,3.44739896,0.04405261,0.07163227,0.01611686,0.13626951
-4.57128564,3.80185773,0.44638278,3.48950064,0.04589609,0.07109924,0.01533304,0.13579325
-4.56528264,3.84503123,0.44791245,3.53203102,0.04758717,0.07043565,0.01467777,0.13545158
-4.55927964,3.88649463,0.44872392,3.57302132,0.04909734,0.06963526,0.01413574,0.13517617
-4.55327664,3.92412294,0.44865586,3.61048689,0.05039986,0.06869316,0.01369029,0.13489575
-4.54727364,3.95583231,0.44755479,3.64247991,0.05147036,0.06760610,0.01332399,0.13453912
-4.54127064,3.97963972,0.44528065,3.66714311,0.05228763,0.06637269,0.01301931,0.13403823
-4.53526763,3.99372176,0.44171223,3.68276294,0.05283417,0.06499368,0.01275915,0.13333108
-4.52926463,3.99647054,0.43675216,3.68782028,0.05309676,0.06347226,0.01252736,0.13236446
-4.52326163,3.98654462,0.43033129,3.68103677,0.05306694,0.06181428,0.01230927,0.13109630
-4.51725863,3.96291285,0.42241225,3.66141491,0.05274130,0.06002851,0.01209203,0.12949766
-4.51125563,3.92488936,0.41299196,3.62827041,0.05212167,0.05812673,0.01186488,0.12755420
-4.50525263,3.87215814,0.40210316,3.58125503,0.05121521,0.05612390,0.01161944,0.12526709
-4.49924962,3.80478588,0.38981458,3.52036923,0.05003420,0.05403811,0.01134973,0.12265333
-4.49324662,3.72322253,0.37622994,3.44596352,0.04859583,0.05189044,0.01105224,0.11974550
-4.48724362,3.62828924,0.36148576,3.35872855,0.04692176,0.04970476,0.01072580,0.11659089
-4.48124062,3.52115397,0.34574791,3.25967422,0.04503752,0.04750738,0.01037150,0.11325006
-4.47523762,3.40329583,0.32920725,3.15009828,0.04297188,0.04532652,0.00999239,0.10979488
-4.46923462,3.27645931,0.31207438,3.03154607,0.04075603,0.04319178,0.00959324,0.10630623
-4.46323162,3.14260033,0.29457370,2.90576260,0.03842280,0.04113343,0.00918024,0.10287124
-4.45722861,3.00382636,0.27693724,2.77463924,0.03600576,0.03918169,0.00876064,0.09958036
-4.45122561,2.86233289,0.25939823,2.64015706,0.03353842,0.03736598,0.00834239,0.09652438
-4.44522261,2.72033901,0.24218488,2.50432907,0.03105336,0.03571409,0.00793385,0.09379133
-4.43921961,2.58002446,0.22551461,2.36914377,0.02858153,0.03425148,0.00754345,0.09146364
-4.43321661,2.44347072,0.20958882,2.23651206,0.02615158,0.03300062,0.00717944,0.08961547
-4.42721361,2.31260831,0.19458858,2.10821949,0.02378933,0.03198042,0.00684963,0.08831043
-4.42121061,2.18917196,0.18067123,1.98588546,0.02151735,0.03120580,0.00656124,0.08759976
-4.41520760,2.07466539,0.16796806,1.87093063,0.01935465,0.03068744,0.00632077,0.08752100
-4.40920460,1.97033622,0.15658313,1.76455329,0.01731660,0.03043169,0.00613395,0.08809725
-4.40320160,1.87716178,0.14659317,1.66771514,0.01541482,0.03044068,0.00600573,0.08933703
-4.39719860,1.79584543,0.13804850,1.58113622,0.01365736,0.03071262,0.00594030,0.09123470
-4.39119560,1.72682306,0.13097485,1.50529870,0.01204883,0.03124226,0.00594122,0.09377150
-4.38519260,1.67027844,0.12537598,1.44045841,0.01059072,0.03202150,0.00601151,0.09691702
-4.37918959,1.62616634,0.12123684,1.38666303,0.00928173,0.03304018,0.00615382,0.10063118
-4.37318659,1.59424134,0.11852706,1.34377547,0.00811817,0.03428683,0.00637052,0.10486642
-4.36718359,1.57409076,0.11720464,1.31150081,0.00709435,0.03574959,0.00666392,0.10957019
-4.36118059,1.56516944,0.11721948,1.28941511,0.00620300,0.03741700,0.00703633,0.11468740
-4.35517759,1.56683445,0.11851670,1.27699444,0.00543569,0.03927877,0.00749018,0.12016284
-4.34917459,1.57837781,0.12103939,1.27364258,0.00478318,0.04132639,0.00802804,0.12594339
-4.34317159,1.59905545,0.12473080,1.27871596,0.00423577,0.04355358,0.00865262,0.13197975
-4.33716858,1.62811105,0.12953566,1.29154473,0.00378358,0.04595645,0.00936667,0.13822786
-4.33116558,1.66479371,0.13540082,1.31144911,0.00341682,0.04853349,0.01017287,0.14464960
-4.32516258,1.70836870,0.14227489,1.33775058,0.00312596,0.05128518,0.01107356,0.15121300
-4.31915958,1.75812128,0.15010712,1.36977765,0.00290187,0.05421340,0.01207053,0.15789172
-4.31315658,1.81335374,0.15884556,1.40686654,0.00273597,0.05732050,0.01316465,0.16466392
-4.30715358,1.87337662,0.16843460,1.44835737,0.00262023,0.06060822,0.01435552,0.17151068
