energy_ev,total_up,N_s_up,N_p_up,Na_s_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-5.76588294,0.92660339,0.00074710,0.32025197,0.16439242,0.27784938,0.00000000,0.37393889,0.25300731
-5.75987994,1.01795443,0.00080893,0.35456333,0.17789329,0.30222241,0.00000000,0.41421120,0.27893698
-5.75387694,1.11112774,0.00086973,0.39003841,0.19114406,0.32655789,0.00000000,0.45602541,0.30553996
-5.74787394,1.20501638,0.00092858,0.42632718,0.20392503,0.35048779,0.00000000,0.49896387,0.33252751
-5.74187094,1.29843187,0.00098456,0.46304094,0.21601246,0.37363131,0.00000000,0.54256437,0.35958477
-5.73586793,1.39013267,0.00103679,0.49976121,0.22718470,0.39560455,0.00000000,0.58632987,0.38637815
-5.72986493,1.47885737,0.00108446,0.53605057,0.23722878,0.41603118,0.00000000,0.62974067,0.41256424
-5.72386193,1.56336148,0.00112689,0.57146513,0.24594695,0.43455378,0.00000000,0.67226871,0.43779968
-5.71785893,1.64245637,0.00116353,0.60556821,0.25316313,0.45084539,0.00000000,0.71339348,0.46175180
-5.71185593,1.71504878,0.00119403,0.63794456,0.25872880,0.46462081,0.00000000,0.75261877,0.48410950
-5.70585293,1.78017911,0.00121826,0.66821461,0.26252809,0.47564716,0.00000000,0.78948966,0.50459386
-5.69984992,1.83705686,0.00123637,0.69604796,0.26448192,0.48375323,0.00000000,0.82360887,0.52296808
-5.69384692,1.88509130,0.00124877,0.72117545,0.26455085,0.48883720,0.00000000,0.85465155,0.53904612
-5.68784392,1.92391585,0.00125621,0.74339921,0.26273656,0.49087250,0.00000000,0.88237780,0.55269964
-5.68184092,1.95340498,0.00125975,0.76259996,0.25908196,0.48991129,0.00000000,0.90664215,0.56386283
-5.67583792,1.97368242,0.00126079,0.77874127,0.25366977,0.48608574,0.00000000,0.92739935,0.57253489
-5.66983492,1.98512034,0.00126107,0.79187028,0.24661976,0.47960671,0.00000000,0.94470615,0.57877978
-5.66383192,1.98832909,0.00126269,0.80211494,0.23808476,0.47076014,0.00000000,0.95871862,0.58272348
-5.65782891,1.98413808,0.00126803,0.80967761,0.22824559,0.45990115,0.00000000,0.96968536,0.58454859
-5.65182591,1.97356837,0.00127979,0.81482548,0.21730524,0.44744609,0.00000000,0.97793645,0.58448668
-5.64582291,1.95779822,0.00130093,0.81787807,0.20548241,0.43386286,0.00000000,0.98386890,0.58280857
-5.63981991,1.93812320,0.00133463,0.81919263,0.19300494,0.41965981,0.00000000,0.98792920,0.57981325
-5.63381691,1.91591240,0.00138422,0.81914795,0.18010318,0.40537361,0.00000000,0.99059366,0.57581574
-5.62781391,1.89256293,0.00145317,0.81812767,0.16700366,0.39155645,0.00000000,0.99234785,0.57113471
-5.62181091,1.86945447,0.00154494,0.81650371,0.15392337,0.37876285,0.00000000,0.99366576,0.56608032
-5.61580790,1.84790585,0.00166294,0.81462090,0.14106467,0.36753654,0.00000000,0.99499009,0.56094297
-5.60980490,1.82913533,0.00181044,0.81278347,0.12861118,0.35839763,0.00000000,0.99671438,0.55598343
-5.60380190,1.81422604,0.00199044,0.81124408,0.11672454,0.35183027,0.00000000,0.99916796,0.55142492
-5.59779890,1.80409770,0.00220558,0.81019590,0.10554225,0.34827116,0.00000000,1.00260435,0.54744721
-5.59179590,1.79948531,0.00245801,0.80976809,0.09517640,0.34809893,0.00000000,1.00719358,0.54418322
-5.58579290,1.80092511,0.00274925,0.81002465,0.08571346,0.35162467,0.00000000,1.01301864,0.54171791
-5.57978989,1.80874785,0.00308011,0.81096664,0.07721475,0.35908363,0.00000000,1.02007609,0.54008944
-5.57378689,1.82307890,0.00345059,0.81253742,0.06971777,0.37062837,0.00000000,1.02828056,0.53929246
-5.56778389,1.84384453,0.00385969,0.81463032,0.06323802,0.38632337,0.00000000,1.03747261,0.53928294
-5.56178089,1.87078334,0.00430546,0.81709823,0.05777123,0.40614120,0.00000000,1.04742949,0.53998432
-5.55577789,1.90346209,0.00478481,0.81976441,0.05329598,0.42996056,0.00000000,1.05787793,0.54129443
-5.54977489,1.94129445,0.00529358,0.82243364,0.04977635,0.45756619,0.00000000,1.06850818,0.54309258
-5.54377189,1.98356199,0.00582649,0.82490311,0.04716466,0.48865077,0.00000000,1.07898853,0.54524653
-5.53776888,2.02943619,0.00637719,0.82697243,0.04540413,0.52281906,0.00000000,1.08897954,0.54761883
-5.53176588,2.07800085,0.00693837,0.82845219,0.04443135,0.55959413,0.00000000,1.09814723,0.55007219
-5.52576288,2.12827417,0.00750184,0.82917059,0.04417852,0.59842596,0.00000000,1.10617483,0.55247373
-5.51975988,2.17923020,0.00805873,0.82897823,0.04457546,0.63870214,0.00000000,1.11277256,0.55469799
-5.51375688,2.22981929,0.00859970,0.82775072,0.04555125,0.67976056,0.00000000,1.11768532,0.55662864
-5.50775388,2.27898764,0.00911514,0.82538937,0.04703563,0.72090401,0.00000000,1.12069818,0.55815915
-5.50175088,2.32569580,0.00959547,0.82182037,0.04896003,0.76141614,0.00000000,1.12163973,0.55919249
-5.49574787,2.36893650,0.01003139,0.81699255,0.05125834,0.80057851,0.00000000,1.12038366,0.55964024
-5.48974487,2.40775159,0.01041416,0.81087446,0.05386743,0.83768814,0.00000000,1.11684868,0.55942137
-5.48374187,2.44124860,0.01073591,0.80345110,0.05672738,0.87207505,0.00000000,1.11099725,0.55846099
-5.47773887,2.46861658,0.01098985,0.79472075,0.05978154,0.90311912,0.00000000,1.10283360,0.55668940
-5.47173587,2.48914149,0.01117052,0.78469247,0.06297648,0.93026575,0.00000000,1.09240133,0.55404170
-5.46573287,2.50222072,0.01127398,0.77338435,0.06626174,0.95303971,0.00000000,1.07978089,0.55045806
-5.45972986,2.50737665,0.01129791,0.76082295,0.06958960,0.97105662,0.00000000,1.06508754,0.54588480
-5.45372686,2.50426885,0.01124173,0.74704383,0.07291480,0.98403182,0.00000000,1.04846959,0.54027627
-5.44772386,2.49270443,0.01110658,0.73209333,0.07619431,0.99178617,0.00000000,1.03010753,0.53359744
-5.44172086,2.47264627,0.01089531,0.71603118,0.07938719,0.99424868,0.00000000,1.01021375,0.52582700
-5.43571786,2.44421863,0.01061236,0.69893400,0.08245455,0.99145604,0.00000000,0.98903311,0.51696081
-5.42971486,2.40770974,0.01026360,0.68089907,0.08535974,0.98354914,0.00000000,0.96684408,0.50701536
-5.42371186,2.36357118,0.00985614,0.66204822,0.08806861,0.97076687,0.00000000,0.94396054,0.49603108
-5.41770885,2.31241393,0.00939810,0.64253138,0.09055009,0.95343750,0.00000000,0.92073379,0.48407495
-5.41170585,2.25500088,0.00889834,0.62252935,0.09277688,0.93196832,0.00000000,0.89755485,0.47124257
-5.40570285,2.19223614,0.00836618,0.60225567,0.09472638,0.90683383,0.00000000,0.87485646,0.45765899
-5.39969985,2.12515117,0.00781114,0.58195707,0.09638171,0.87856318,0.00000000,0.85311487,0.44347856
-5.39369685,2.05488807,0.00724268,0.56191256,0.09773292,0.84772731,0.00000000,0.83285081,0.42888349
-5.38769385,1.98268061,0.00666992,0.54243093,0.09877822,0.81492623,0.00000000,0.81462955,0.41408111
-5.38169085,1.90983313,0.00610150,0.52384665,0.09952513,0.78077695,0.00000000,0.79905976,0.39929999
-5.37568784,1.83769803,0.00554534,0.50651436,0.09999169,0.74590226,0.00000000,0.78679080,0.38478492
-5.36968484,1.76765217,0.00500854,0.49080192,0.10020740,0.71092054,0.00000000,0.77850824,0.37079103
-5.36368184,1.70107267,0.00449730,0.47708244,0.10021400,0.67643682,0.00000000,0.77492745,0.35757712
-5.35767884,1.63931248,0.00401686,0.46572527,0.10006592,0.64303497,0.00000000,0.77678498,0.34539865
-5.35167584,1.58367609,0.00357151,0.45708661,0.09983045,0.61127105,0.00000000,0.78482772,0.33450039
-5.34567284,1.53539576,0.00316463,0.45149962,0.09958746,0.58166749,0.00000000,0.79979974,0.32510931
-5.33966983,1.49560845,0.00279873,0.44926471,0.09942877,0.55470825,0.00000000,0.82242684,0.31742761
-5.33366683,1.46533390,0.00247560,0.45064005,0.09945711,0.53083437,0.00000000,0.85339903,0.31162648
-5.32766383,1.44545400,0.00219640,0.45583278,0.09978470,0.51044010,0.00000000,0.89335118,0.30784057
-5.32166083,1.43669387,0.00196177,0.46499102,0.10053141,0.49386916,0.00000000,0.94284212,0.30616342
-5.31565783,1.43960485,0.00177202,0.47819707,0.10182268,0.48141127,0.00000000,1.00233284,0.30664403
-5.30965483,1.45454990,0.00162720,0.49546191,0.10378713,0.47329873,0.00000000,1.07216428,0.30928468
-5.30365183,1.48169161,0.00152730,0.51672124,0.10655398,0.46970313,0.00000000,1.15253539,0.31404002
-5.29764882,1.52098333,0.00147233,0.54183311,0.11025035,0.47073231,0.00000000,1.24348241,0.32081748
-5.29164582,1.57216371,0.00146241,0.57057744,0.11499845,0.47642754,0.00000000,1.34485998,0.32947900
-5.28564282,1.63475507,0.00149788,0.60265719,0.12091280,0.48676131,0.00000000,1.45632507,0.33984405
-5.27963982,1.70806579,0.00157935,0.63770153,0.12809741,0.50163569,0.00000000,1.57732463,0.35169379
-5.27363682,1.79119704,0.00170775,0.67527074,0.13664316,0.52088162,0.00000000,1.70708754,0.36477618
-5.26763382,1.88305391,0.00188432,0.71486285,0.14662512,0.54425924,0.00000000,1.84462188,0.37881216
-5.26163082,1.98236093,0.00211056,0.75592199,0.15810019,0.57145942,0.00000000,1.98871777,0.39350226
-5.25562781,2.08768190,0.00238827,0.79784811,0.17110475,0.60210667,0.00000000,2.13795648,0.40853389
-5.24962481,2.19744360,0.00271939,0.84000803,0.18565253,0.63576346,0.00000000,2.29072586,0.42358873
-5.24362181,2.30996318,0.00310594,0.88174743,0.20173269,0.67193598,0.00000000,2.44524220,0.43835018
-5.23761881,2.42347844,0.00354988,0.92240365,0.21930808,0.71008127,0.00000000,2.59957826,0.45251056
-5.23161581,2.53618042,0.00405299,0.96131885,0.23831378,0.74961576,0.00000000,2.75169695,0.46577790
-5.22561281,2.64624761,0.00461667,0.99785326,0.25865585,0.78992482,0.00000000,2.89949016,0.47788206
-5.21960980,2.75188081,0.00524181,1.03139820,0.28021055,0.83037338,0.00000000,3.04082159,0.48858004
-5.21360680,2.85133777,0.00592856,1.06138855,0.30282388,0.87031723,0.00000000,3.17357258,0.49766038
-5.20760380,2.94296696,0.00667619,1.08731425,0.32631169,0.90911476,0.00000000,3.29568976,0.50494649
-5.20160080,3.02523929,0.00748292,1.10873065,0.35046034,0.94613888,0.00000000,3.40523291,0.51029897
-5.19559780,3.09677736,0.00834574,1.12526739,0.37502817,0.98078886,0.00000000,3.50042173,0.51361680
-5.18959480,3.15638124,0.00926030,1.13663555,0.39974763,1.01250174,0.00000000,3.57967999,0.51483754
-5.18359180,3.20305048,0.01022082,1.14263300,0.42432840,1.04076302,0.00000000,3.64167556,0.51393657
-5.17758879,3.23600160,0.01122005,1.14314770,0.44846136,1.06511657,0.00000000,3.68535511,0.51092547
-5.17158579,3.25468098,0.01224924,1.13815899,0.47182351,1.08517318,0.00000000,3.70997210,0.50584975
-5.16558279,3.25877276,0.01329820,1.12773678,0.49408387,1.10061799,0.00000000,3.71510716,0.49878594
-5.15957979,3.24820168,0.01435545,1.11203877,0.51491010,1.11121619,0.00000000,3.70068022,0.48983837
-5.15357679,3.22313104,0.01540832,1.09130572,0.53397592,1.11681719,0.00000000,3.66695364,0.47913558
-5.14757379,3.18395570,0.01644325,1.06585498,0.55096896,1.11735700,0.00000000,3.61452643,0.46682670
-5.14157079,3.13129046,0.01744597,1.03607242,0.56559891,1.11285878,0.00000000,3.54431959,0.45307773
-5.13556778,3.06595425,0.01840192,1.00240313,0.57760564,1.10343155,0.00000000,3.45755288,0.43806797
-5.12956478,2.98895028,0.01929652,0.96534085,0.58676695,1.08926705,0.00000000,3.35571401,0.42198649
-5.12356178,2.90144286,0.02011559,0.92541683,0.59290569,1.07063487,0.00000000,3.24052096,0.40502891
-5.11755878,2.80473130,0.02084573,0.88318800,0.59589578,1.04787579,0.00000000,3.11387880,0.38739423
-5.11155578,2.70022144,0.02147465,0.83922503,0.59566700,1.02139363,0.00000000,2.97783227,0.36928196
-5.10555278,2.58939549,0.02199159,0.79410045,0.59220815,0.99164565,0.00000000,2.83451572,0.35088941
-5.09954977,2.47378083,0.02238758,0.74837712,0.58556836,0.95913185,0.00000000,2.68610184,0.33240908
-5.09354677,2.35491836,0.02265572,0.70259738,0.57585654,0.92438317,0.00000000,2.53475081,0.31402622
-5.08754377,2.23433122,0.02279142,0.65727298,0.56323888,0.88794921,0.00000000,2.38256137,0.29591655
-5.08154077,2.11349447,0.02279249,0.61287618,0.54793429,0.85038545,0.00000000,2.23152512,0.27824401
-5.07553777,1.99380642,0.02265922,0.56983212,0.53020829,0.81224052,0.00000000,2.08348542,0.26115867
-5.06953477,1.87656243,0.02239438,0.52851250,0.51036514,0.77404373,0.00000000,1.94010184,0.24479475
-5.06353177,1.76293157,0.02200311,0.48923091,0.48873899,0.73629329,0.00000000,1.80282113,0.22926883
-5.05752876,1.65393695,0.02149273,0.45223972,0.46568394,0.69944554,0.00000000,1.67285512,0.21467824
-5.05152576,1.55044001,0.02087258,0.41772853,0.44156393,0.66390539,0.00000000,1.55116619,0.20109976
-5.04552276,1.45312929,0.02015366,0.38582433,0.41674244,0.63001844,0.00000000,1.43846015,0.18858865
-5.03951976,1.36251403,0.01934836,0.35659314,0.39157277,0.59806486,0.00000000,1.33518661,0.17717810
-5.03351676,1.27892251,0.01847006,0.33004322,0.36638901,0.56825534,0.00000000,1.24154644,0.16687904
-5.02751376,1.20250539,0.01753281,0.30612949,0.34149834,0.54072912,0.00000000,1.15750572,0.15768065
-5.02151076,1.13324381,0.01655092,0.28475922,0.31717462,0.51555420,0.00000000,1.08281555,0.14955122
-5.01550775,1.07096190,0.01553859,0.26579865,0.29365372,0.49272975,0.00000000,1.01703670,0.14243964
-5.00950475,1.01534336,0.01450963,0.24908038,0.27113048,0.47219057,0.00000000,0.95956831,0.13627745
-5.00350175,0.96595140,0.01347711,0.23441119,0.24975750,0.45381339,0.00000000,0.90967929,0.13098128
-4.99749875,0.92225141,0.01245312,0.22158021,0.22964550,0.43742487,0.00000000,0.86654159,0.12645582
-4.99149575,0.88363553,0.01144858,0.21036695,0.21086523,0.42281090,0.00000000,0.82926390,0.12259701
-4.98549275,0.84944816,0.01047305,0.20054910,0.19345067,0.40972682,0.00000000,0.79692490,0.11929554
-4.97948974,0.81901158,0.00953466,0.19190976,0.17740316,0.39790832,0.00000000,0.76860486,0.11644035
-4.97348674,0.79165065,0.00864005,0.18424393,0.16269640,0.38708236,0.00000000,0.74341471,0.11392217
-4.96748374,0.76671585,0.00779439,0.17736401,0.14928168,0.37697792,0.00000000,0.72052168,0.11163683
-4.96148074,0.74360367,0.00700137,0.17110420,0.13709341,0.36733599,0.00000000,0.69917086,0.10948825
-4.95547774,0.72177382,0.00626336,0.16532366,0.12605437,0.35791860,0.00000000,0.67870224,0.10739106
-4.94947474,0.70076270,0.00558145,0.15990841,0.11608067,0.34851639,0.00000000,0.65856275,0.10527265
-4.94347174,0.68019264,0.00495565,0.15477190,0.10708603,0.33895461,0.00000000,0.63831340,0.10307464
-4.93746873,0.65977696,0.00438500,0.14985439,0.09898545,0.32909733,0.00000000,0.61763143,0.10075377
-4.93146573,0.63932064,0.00386774,0.14512118,0.09169804,0.31884976,0.00000000,0.59630779,0.09828200
-4.92546273,0.61871703,0.00340149,0.14055983,0.08514904,0.30815872,0.00000000,0.57424051,0.09564619
-4.91945973,0.59794087,0.00298337,0.13617656,0.07927103,0.29701128,0.00000000,0.55142429,0.09284698
-4.91345673,0.57703819,0.00261020,0.13199215,0.07400449,0.28543184,0.00000000,0.52793739,0.08989735
-4.90745373,0.55611391,0.00227859,0.12803735,0.06929758,0.27347788,0.00000000,0.50392623,0.08682070
-4.90145073,0.53531771,0.00198506,0.12434828,0.06510562,0.26123458,0.00000000,0.47958884,0.08364861
-4.89544772,0.51482923,0.00172618,0.12096188,0.06139002,0.24880883,0.00000000,0.45515778,0.08041850
-4.88944472,0.49484318,0.00149861,0.11791177,0.05811709,0.23632277,0.00000000,0.43088349,0.07717127
-4.88344172,0.47555545,0.00129919,0.11522457,0.05525679,0.22390752,0.00000000,0.40701863,0.07394895
-4.87743872,0.45715063,0.00112496,0.11291700,0.05278144,0.21169709,0.00000000,0.38380421,0.07079266
-4.87143572,0.43979173,0.00097323,0.11099369,0.05066467,0.19982310,0.00000000,0.36145787,0.06774080
-4.86543272,0.42361260,0.00084158,0.10944604,0.04888058,0.18841034,0.00000000,0.34016469,0.06482771
-4.85942971,0.40871309,0.00072787,0.10825181,0.04740316,0.17757350,0.00000000,0.32007080,0.06208263
-4.85342671,0.39515737,0.00063024,0.10737578,0.04620612,0.16741507,0.00000000,0.30127975,0.05952931
-4.84742371,0.38297522,0.00054712,0.10677111,0.04526298,0.15802455,0.00000000,0.28385158,0.05718591
-4.84142071,0.37216601,0.00047719,0.10638152,0.04454749,0.14947891,0.00000000,0.26780445,0.05506549
-4.83541771,0.36270517,0.00041942,0.10614396,0.04403434,0.14184415,0.00000000,0.25311838,0.05317672
-4.82941471,0.35455260,0.00037300,0.10599179,0.04370007,0.13517782,0.00000000,0.23974075,0.05152510
-4.82341171,0.34766229,0.00033737,0.10585811,0.04352404,0.12953237,0.00000000,0.22759318,0.05011426
-4.81740870,0.34199286,0.00031218,0.10567922,0.04348959,0.12495890,0.00000000,0.21657922,0.04894749
-4.81140570,0.33751793,0.00029731,0.10539787,0.04358500,0.12151116,0.00000000,0.20659234,0.04802927
-4.80540270,0.33423606,0.00029282,0.10496624,0.04380444,0.11924957,0.00000000,0.19752387,0.04736672
-4.79939970,0.33217935,0.00029896,0.10434853,0.04414870,0.11824472,0.00000000,0.18927045,0.04697099
-4.79339670,0.33142033,0.00031614,0.10352282,0.04462563,0.11858039,0.00000000,0.18174057,0.04685826
-4.78739370,0.33207659,0.00034495,0.10248248,0.04525028,0.12035568,0.00000000,0.17486004,0.04705058
-4.78139070,0.33431296,0.00038608,0.10123670,0.04604468,0.12368607,0.00000000,0.16857609,0.04757627
-4.77538769,0.33834090,0.00044036,0.09981039,0.04703732,0.12870331,0.00000000,0.16286016,0.04846989
-4.76938469,0.34441507,0.00050867,0.09824340,0.04826217,0.13555411,0.00000000,0.15770912,0.04977188
-4.76338169,0.35282730,0.00059194,0.09658906,0.04975750,0.14439740,0.00000000,0.15314525,0.05152777
-4.75737869,0.36389797,0.00069112,0.09491220,0.05156428,0.15540049,0.00000000,0.14921488,0.05378697
-4.75137569,0.37796524,0.00080710,0.09328678,0.05372450,0.16873400,0.00000000,0.14598591,0.05660129
-4.74537269,0.39537266,0.00094068,0.09179318,0.05627924,0.18456585,0.00000000,0.14354451,0.06002316
-4.73936968,0.41645544,0.00109248,0.09051532,0.05926676,0.20305444,0.00000000,0.14199111,0.06410367
-4.73336668,0.44152628,0.00126294,0.08953774,0.06272061,0.22434142,0.00000000,0.14143601,0.06889055
-4.72736368,0.47086109,0.00145220,0.08894286,0.06666789,0.24854421,0.00000000,0.14199470,0.07442604
-4.72136068,0.50468545,0.00166007,0.08880838,0.07112773,0.27574869,0.00000000,0.14378335,0.08074496
-4.71535768,0.54316233,0.00188598,0.08920497,0.07611017,0.30600239,0.00000000,0.14691436,0.08787289
-4.70935468,0.58638161,0.00212893,0.09019441,0.08161531,0.33930848,0.00000000,0.15149245,0.09582461
-4.70335168,0.63435190,0.00238741,0.09182811,0.08763309,0.37562094,0.00000000,0.15761113,0.10460286
-4.69734867,0.68699513,0.00265944,0.09414611,0.09414340,0.41484114,0.00000000,0.16534980,0.11419757
-4.69134567,0.74414400,0.00294255,0.09717642,0.10111674,0.45681606,0.00000000,0.17477148,0.12458539
-4.68534267,0.80554258,0.00323374,0.10093492,0.10851543,0.50133834,0.00000000,0.18592121,0.13572974
-4.67933967,0.87085000,0.00352958,0.10542547,0.11629507,0.54814822,0.00000000,0.19882502,0.14758127
-4.67333667,0.93964694,0.00382620,0.11064038,0.12440653,0.59693731,0.00000000,0.21348948,0.16007872
-4.66733367,1.01144487,0.00411942,0.11656112,0.13279799,0.64735419,0.00000000,0.22990172,0.17315014
-4.66133067,1.08569741,0.00440479,0.12315907,0.14141726,0.69901149,0.00000000,0.24802990,0.18671440
-4.65532766,1.16181333,0.00467773,0.13039649,0.15021396,0.75149434,0.00000000,0.26782393,0.20068292
-4.64932466,1.23917063,0.00493365,0.13822732,0.15914156,0.80436966,0.00000000,0.28921641,0.21496147
-4.64332166,1.31713107,0.00516804,0.14659812,0.16815917,0.85719606,0.00000000,0.31212366,0.22945208
-4.63731866,1.39505443,0.00537666,0.15544876,0.17723279,0.90953376,0.00000000,0.33644685,0.24405483
-4.63131566,1.47231189,0.00555563,0.16471314,0.18633619,0.96095418,0.00000000,0.36207308,0.25866948
-4.62531266,1.54829813,0.00570156,0.17431977,0.19545098,1.01104878,0.00000000,0.38887634,0.27319690
-4.61930965,1.62244151,0.00581170,0.18419226,0.20456625,1.05943673,0.00000000,0.41671854,0.28754032
-4.61330665,1.69421213,0.00588395,0.19424984,0.21367742,1.10577121,0.00000000,0.44545033,0.30160615
-4.60730365,1.76312770,0.00591703,0.20440784,0.22278462,1.14974404,0.00000000,0.47491204,0.31530465
-4.60130065,1.82875697,0.00591043,0.21457824,0.23189048,1.19108860,0.00000000,0.50493452,0.32855026
-4.59529765,1.89072110,0.00586449,0.22467037,0.24099771,1.22958110,0.00000000,0.53534018,0.34126174
-4.58929465,1.94869310,0.00578035,0.23459170,0.25010633,1.26504014,0.00000000,0.56594407,0.35336218
-4.58329165,2.00239575,0.00565994,0.24424892,0.25921102,1.29732503,0.00000000,0.59655526,0.36477891
-4.57728864,2.05159839,0.00550585,0.25354909,0.26829861,1.32633283,0.00000000,0.62697841,0.37544339
-4.57128564,2.09611314,0.00532133,0.26240112,0.27734586,1.35199477,0.00000000,0.65701566,0.38529119
-4.56528264,2.13579089,0.00511010,0.27071729,0.28631793,1.37427209,0.00000000,0.68646872,0.39426212
-4.55927964,2.17051744,0.00487626,0.27841501,0.29516737,1.39315182,0.00000000,0.71514129,0.40230047
-4.55327664,2.20021024,0.00462418,0.28541851,0.30383394,1.40864273,0.00000000,0.74284157,0.40935549
-4.54727364,2.22481568,0.00435831,0.29166057,0.31224518,1.42077164,0.00000000,0.76938482,0.41538207
-4.54127064,2.24430725,0.00408311,0.29708408,0.32031783,1.42958036,0.00000000,0.79459591,0.42034150
-4.53526763,2.25868427,0.00380291,0.30164335,0.32795991,1.43512314,0.00000000,0.81831159,0.42420237
-4.52926463,2.26797121,0.00352178,0.30530516,0.33507343,1.43746488,0.00000000,0.84038247,0.42694150
-4.52326163,2.27221731,0.00324347,0.30804935,0.34155754,1.43667976,0.00000000,0.86067444,0.42854476
-4.51725863,2.27149611,0.00297136,0.30986896,0.34731199,1.43285030,0.00000000,0.87906954,0.42900775
-4.51125563,2.26590477,0.00270833,0.31076991,0.35224062,1.42606668,0.00000000,0.89546614,0.42833626
-4.50525263,2.25556279,0.00245683,0.31077015,0.35625477,1.41642609,0.00000000,0.90977842,0.42654636
-4.49924962,2.24061005,0.00221879,0.30989844,0.35927635,1.40403197,0.00000000,0.92193528,0.42366417
-4.49324662,2.22120402,0.00199570,0.30819262,0.36124055,1.38899312,0.00000000,0.93187863,0.41972526
