energy_ev,total_up,C_s_up,C_p_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-5.81390695,6.20107070,0.00433171,1.46752057,2.83163842,3.70320121,0.03153446,0.62193163
-5.80790395,6.06332541,0.00414893,1.44425395,2.73957537,3.64572520,0.03017351,0.59339357
-5.80190095,5.91134696,0.00395228,1.41744696,2.64044679,3.57954214,0.02877340,0.56378867
-5.79589795,5.74870543,0.00374515,1.38789337,2.53615651,3.50666253,0.02735033,0.53357006
-5.78989495,5.57914195,0.00353107,1.35643617,2.42869782,3.42921298,0.02592124,0.50319227
-5.78389195,5.40647521,0.00331366,1.32394519,2.32010846,3.34937903,0.02450358,0.47310191
-5.77788894,5.23450630,0.00309653,1.29129402,2.21242506,3.26934672,0.02311510,0.44372881
-5.77188594,5.06692553,0.00288321,1.25933715,2.10763873,3.19124492,0.02177351,0.41547776
-5.76588294,4.90722423,0.00267706,1.22888809,2.00765305,3.11709063,0.02049618,0.38872128
-5.75987994,4.75861467,0.00248125,1.20069929,1.91424604,3.04873905,0.01929971,0.36379349
-5.75387694,4.62396026,0.00229865,1.17544441,1.82903681,2.98783999,0.01819961,0.34098527
-5.74787394,4.50571813,0.00213185,1.15370350,1.75345801,2.93580174,0.01720988,0.32054073
-5.74187094,4.40589515,0.00198309,1.13595142,1.68873423,2.89376343,0.01634264,0.30265507
-5.73586793,4.32601797,0.00185427,1.12254964,1.63586673,2.86257599,0.01560782,0.28747368
-5.72986493,4.26711729,0.00174693,1.11374154,1.59562432,2.84279203,0.01501288,0.27509257
-5.72386193,4.22972556,0.00166226,1.10965109,1.56854018,2.83466417,0.01456251,0.26555969
-5.71785893,4.21388740,0.00160116,1.11028472,1.55491397,2.83815130,0.01425855,0.25887736
-5.71185593,4.21918143,0.00156418,1.11553608,1.55481887,2.85293205,0.01409983,0.25500533
-5.70585293,4.24475200,0.00155162,1.12519337,1.56811271,2.87842439,0.01408225,0.25386451
-5.69984992,4.28934939,0.00156357,1.13894889,1.59445267,2.91381060,0.01419882,0.25534109
-5.69384692,4.35137685,0.00159989,1.15641038,1.63331288,2.95806648,0.01443984,0.25929104
-5.68784392,4.42894306,0.00166029,1.17711384,1.68400433,3.00999382,0.01479323,0.26554481
-5.68184092,4.51991862,0.00174436,1.20053736,1.74569671,3.06825542,0.01524488,0.27391215
-5.67583792,4.62199535,0.00185160,1.22611588,1.81744169,3.13141166,0.01577909,0.28418701
-5.66983492,4.73274728,0.00198147,1.25325618,1.89819735,3.19795805,0.01637907,0.29615260
-5.66383192,4.84969216,0.00213338,1.28135228,1.98685345,3.26636300,0.01702755,0.30958628
-5.65782891,4.97035277,0.00230676,1.30980053,2.08225720,3.33510530,0.01770735,0.32426463
-5.65182591,5.09231666,0.00250106,1.33801446,2.18323939,3.40271055,0.01840200,0.33996839
-5.64582291,5.21329355,0.00271573,1.36543889,2.28864029,3.46778607,0.01909634,0.35648737
-5.63981991,5.33116914,0.00295031,1.39156304,2.39733512,3.52905349,0.01977710,0.37362520
-5.63381691,5.44405409,0.00320436,1.41593247,2.50825844,3.58537841,0.02043335,0.39120387
-5.62781391,5.55032695,0.00347752,1.43815928,2.62042698,3.63579624,0.02105696,0.40906794
-5.62181091,5.64866955,0.00376946,1.45793042,2.73296007,3.67953365,0.02164286,0.42708827
-5.61580790,5.73809369,0.00407991,1.47501377,2.84509728,3.71602457,0.02218926,0.44516515
-5.60980490,5.81795782,0.00440863,1.48926166,2.95621215,3.74492025,0.02269759,0.46323057
-5.60380190,5.88797258,0.00475542,1.50061164,3.06582171,3.76609272,0.02317248,0.48124960
-5.59779890,5.94819466,0.00512006,1.50908441,3.17359086,3.77963110,0.02362137,0.49922061
-5.59179590,5.99900840,0.00550231,1.51477877,3.27933147,3.78583077,0.02405420,0.51717423
-5.58579290,6.04109542,0.00590189,1.51786382,3.38299563,3.78517528,0.02448277,0.53517099
-5.57978989,6.07539284,0.00631840,1.51856852,3.48466326,3.77831155,0.02492010,0.55329755
-5.57378689,6.10304136,0.00675132,1.51716908,3.58452413,3.76601902,0.02537971,0.57166153
-5.56778389,6.12532490,0.00719993,1.51397447,3.68285495,3.74917389,0.02587478,0.59038506
-5.56178089,6.14360425,0.00766327,1.50931100,3.77999219,3.72870977,0.02641737,0.60959730
-5.55577789,6.15924727,0.00814005,1.50350624,3.87630177,3.70557634,0.02701763,0.62942592
-5.54977489,6.17355881,0.00862865,1.49687334,3.97214685,3.68069791,0.02768308,0.64998813
-5.54377189,6.18771354,0.00912697,1.48969635,4.06785526,3.65493366,0.02841797,0.67138154
-5.53776888,6.20269478,0.00963245,1.48221727,4.16368795,3.62904144,0.02922285,0.69367518
-5.53176588,6.21924244,0.01014197,1.47462546,4.25981026,3.60364687,0.03009422,0.71690127
-5.52576288,6.23781263,0.01065187,1.46704998,4.35626735,3.57921908,0.03102438,0.74104816
-5.51975988,6.25855107,0.01115786,1.45955516,4.45296524,3.55605448,0.03200151,0.76605483
-5.51375688,6.28128173,0.01165509,1.45213964,4.54965864,3.53426905,0.03300992,0.79180738
-5.50775388,6.30551135,0.01213816,1.44473881,4.64594626,3.51379961,0.03403046,0.81813783
-5.50175088,6.33044977,0.01260115,1.43723064,4.74127423,3.49441383,0.03504117,0.84482540
-5.49574787,6.35504499,0.01303777,1.42944431,4.83494757,3.47572836,0.03601800,0.87160036
-5.48974487,6.37803132,0.01344145,1.42117132,4.92614937,3.45723401,0.03693566,0.89815048
-5.48374187,6.39798811,0.01380550,1.41217831,5.01396688,3.43832658,0.03776856,0.92412974
-5.47773887,6.41340613,0.01412330,1.40222094,5.09742334,3.41834158,0.03849179,0.94916914
-5.47173587,6.42275815,0.01438846,1.39105805,5.17551396,3.39659111,0.03908203,0.97288900
-5.46573287,6.42457020,0.01459510,1.37846534,5.24724428,3.37240081,0.03951843,0.99491231
-5.45972986,6.41748995,0.01473803,1.36424788,5.31166899,3.34514508,0.03978345,1.01487845
-5.45372686,6.40034874,0.01481294,1.34825076,5.36792915,3.31427894,0.03986343,1.03245655
-5.44772386,6.37221442,0.01481666,1.33036749,5.41528588,3.27936479,0.03974914,1.04735798
-5.44172086,6.33243248,0.01474727,1.31054570,5.45314881,3.24009325,0.03943609,1.05934711
-5.43571786,6.28065383,0.01460427,1.28879005,5.48109779,3.19629711,0.03892463,1.06825007
-5.42971486,6.21684821,0.01438865,1.26516217,5.49889682,3.14795798,0.03821989,1.07396088
-5.42371186,6.14130309,0.01410298,1.23977791,5.50649969,3.09520597,0.03733154,1.07644473
-5.41770885,6.05460885,0.01375134,1.21280209,5.50404724,3.03831251,0.03627337,1.07573838
-5.41170585,5.95763144,0.01333931,1.18444119,5.49185659,2.97767736,0.03506275,1.07194769
-5.40570285,5.85147480,0.01287387,1.15493440,5.47040359,2.91381076,0.03371994,1.06524248
-5.39969985,5.73743542,0.01236318,1.12454373,5.44029962,2.84731209,0.03226739,1.05584913
-5.39369685,5.61695205,0.01181646,1.09354361,5.40226468,2.77884637,0.03072893,1.04404152
-5.38769385,5.49155348,0.01124371,1.06221064,5.35709866,2.70912015,0.02912901,1.03013071
-5.38169085,5.36280744,0.01065548,1.03081414,5.30565282,2.63885812,0.02749192,1.01445412
-5.37568784,5.23227341,0.01006261,0.99960773,5.24880358,2.56878164,0.02584114,0.99736482
-5.36968484,5.10146148,0.00947595,0.96882254,5.18743014,2.49959030,0.02419871,0.97922143
-5.36368184,4.97179931,0.00890615,0.93866234,5.12239749,2.43194727,0.02258474,0.96037923
-5.35767884,4.84460807,0.00836335,0.90930049,5.05454572,2.36646883,0.02101699,0.94118274
-5.35167584,4.72108813,0.00785704,0.88087907,4.98468584,2.30371825,0.01951068,0.92196007
-5.34567284,4.60231394,0.00739583,0.85350979,4.91360211,2.24420384,0.01807827,0.90301911
-5.33966983,4.48923758,0.00698731,0.82727673,4.84206003,2.18838078,0.01672950,0.88464544
-5.33366683,4.38269923,0.00663797,0.80224029,4.77081874,2.13665588,0.01547144,0.86710191
-5.32766383,4.28344296,0.00635309,0.77844231,4.70064636,2.08939450,0.01430863,0.85062941
-5.32166083,4.19213559,0.00613674,0.75591158,4.63233608,2.04692872,0.01324337,0.83544855
-5.31565783,4.10938650,0.00599174,0.73466959,4.56672144,2.00956552,0.01227595,0.82176191
-5.30965483,4.03576609,0.00591976,0.71473583,4.50468845,1.97759427,0.01140501,0.80975622
-5.30365183,3.97182122,0.00592132,0.69613239,4.44718315,1.95129254,0.01062782,0.79960435
-5.29764882,3.91808581,0.00599592,0.67888758,4.39521312,1.93092961,0.00994063,0.79146663
-5.29164582,3.87508572,0.00614210,0.66303807,4.34984199,1.91676724,0.00933895,0.78549127
-5.28564282,3.84333727,0.00635765,0.64862978,4.31217667,1.90905750,0.00881787,0.78181384
-5.27963982,3.82333934,0.00663965,0.63571713,4.28334737,1.90803773,0.00837222,0.78055569
-5.27363682,3.81555969,0.00698466,0.62436101,4.26448112,1.91392291,0.00799683,0.78182152
-5.26763382,3.82041631,0.00738885,0.61462544,4.25666984,1.92689590,0.00768663,0.78569606
-5.26163082,3.83825522,0.00784811,0.60657329,4.26093458,1.94709625,0.00743683,0.79224034
-5.25562781,3.86932617,0.00835821,0.60026131,4.27818759,1.97460832,0.00724292,0.80148765
-5.24962481,3.91375807,0.00891486,0.59573484,4.30919402,2.00944944,0.00710076,0.81343961
-5.24362181,3.97153556,0.00951382,0.59302252,4.35453527,2.05155894,0.00700659,0.82806252
-5.23761881,4.04247849,0.01015097,0.59213149,4.41457544,2.10078880,0.00695701,0.84528449
-5.23161581,4.12622536,0.01082231,0.59304308,4.48943269,2.15689632,0.00694899,0.86499326
-5.22561281,4.22222189,0.01152400,0.59570966,4.57895647,2.21953952,0.00697980,0.88703518
-5.21960980,4.32971522,0.01225232,0.60005240,4.68271157,2.28827522,0.00704703,0.91121525
-5.21360680,4.44775413,0.01300363,0.60596046,4.79996957,2.36256024,0.00714850,0.93729833
-5.20760380,4.57519524,0.01377430,0.61329133,4.92970787,2.44175537,0.00728226,0.96501149
-5.20160080,4.71071480,0.01456061,0.62187250,5.07061619,2.52513211,0.00744657,0.99404743
-5.19559780,4.85282556,0.01535868,0.63150418,5.22111035,2.61188179,0.00763980,1.02406882
-5.18959480,4.99989798,0.01616430,0.64196314,5.37935274,2.70112670,0.00786050,1.05471342
-5.18359180,5.15018502,0.01697291,0.65300730,5.54327896,2.79193284,0.00810727,1.08559986
-5.17758879,5.30184948,0.01777942,0.66438089,5.71062987,2.88332376,0.00837881,1.11633380
-5.17158579,5.45299325,0.01857823,0.67582003,5.87898853,2.97429515,0.00867386,1.14651449
-5.16558279,5.60168742,0.01936314,0.68705852,6.04582100,3.06382977,0.00899117,1.17574132
-5.15957979,5.74600280,0.02012733,0.69783343,6.20852049,3.15091229,0.00932946,1.20362041
-5.15357679,5.88403995,0.02086347,0.70789064,6.36445393,3.23454382,0.00968741,1.22977107
-5.14757379,6.01395836,0.02156372,0.71698987,6.51101022,3.31375584,0.01006362,1.25383191
-5.14157079,6.13400415,0.02221991,0.72490923,6.64564916,3.38762338,0.01045653,1.27546657
-5.13556778,6.24253607,0.02282367,0.73144922,6.76595035,3.45527719,0.01086446,1.29436896
-5.12956478,6.33804928,0.02336663,0.73643596,6.86966072,3.51591489,0.01128550,1.31026791
-5.12356178,6.41919677,0.02384068,0.73972386,6.95473998,3.56881097,0.01171749,1.32293112
-5.11755878,6.48480805,0.02423814,0.74119750,7.01940262,3.61332558,0.01215802,1.33216837
-5.11155578,6.53390503,0.02455204,0.74077285,7.06215556,3.64891210,0.01260437,1.33783395
-5.10555278,6.56571489,0.02477636,0.73839787,7.08183031,3.67512348,0.01305349,1.33982822
-5.09954977,6.57967978,0.02490622,0.73405251,7.07760865,3.69161728,0.01350201,1.33809834
-5.09354677,6.57546354,0.02493808,0.72774821,7.04904116,3.69815965,0.01394624,1.33263815
-5.08754377,6.55295514,0.02486987,0.71952689,6.99605789,3.69462807,0.01438214,1.32348724
-5.08154077,6.51226935,0.02470113,0.70945965,6.91897077,3.68101307,0.01480544,1.31072931
-5.07553777,6.45374436,0.02443298,0.69764505,6.81846775,3.65741893,0.01521159,1.29448982
-5.06953477,6.37793696,0.02406821,0.68420723,6.69559877,3.62406352,0.01559591,1.27493317
-5.06353177,6.28561522,0.02361113,0.66929386,6.55175397,3.58127722,0.01595364,1.25225937
-5.05752876,6.17774899,0.02306757,0.65307384,6.38863485,3.52950104,0.01628002,1.22670044
-5.05152576,6.05549850,0.02244463,0.63573503,6.20821928,3.46928391,0.01657044,1.19851657
-5.04552276,5.92020111,0.02175057,0.61748189,6.01272137,3.40127908,0.01682057,1.16799218
-5.03951976,5.77335648,0.02099455,0.59853297,5.80454750,3.32623965,0.01702644,1.13543197
-5.03351676,5.61661000,0.02018645,0.57911849,5.58624961,3.24501290,0.01718465,1.10115695
-5.02751376,5.45173480,0.01933657,0.55947776,5.36047716,3.15853351,0.01729242,1.06550055
-5.02151076,5.28061197,0.01845543,0.53985660,5.12992895,3.06781533,0.01734774,1.02880476
-5.01550775,5.10520927,0.01755354,0.52050470,4.89730594,2.97394164,0.01734948,0.99141634
-5.00950475,4.92755802,0.01664114,0.50167289,4.66526620,2.87805368,0.01729743,0.95368303
-5.00350175,4.74972849,0.01572804,0.48361038,4.43638294,2.78133756,0.01719236,0.91594974
-4.99749875,4.57380361,0.01482343,0.46656194,4.21310635,2.68500930,0.01703602,0.87855474
-4.99149575,4.40185145,0.01393570,0.45076509,3.99773006,2.59029840,0.01683112,0.84182586
-4.98549275,4.23589679,0.01307238,0.43644735,3.79236254,2.49842997,0.01658125,0.80607660
-4.97948974,4.07789219,0.01224002,0.42382347,3.59890395,2.41060582,0.01629080,0.77160238
-4.97348674,3.92968927,0.01144412,0.41309297,3.41902855,2.32798495,0.01596484,0.73867686
-4.96748374,3.79301088,0.01068913,0.40443772,3.25417271,2.25166401,0.01560893,0.70754852
-4.96148074,3.66942492,0.00997842,0.39801984,3.10552830,2.18265822,0.01522899,0.67843758
-4.95547774,3.56032063,0.00931432,0.39397995,2.97404136,2.12188339,0.01483111,0.65153334
-4.94947474,3.46688798,0.00869816,0.39243558,2.86041536,2.07013970,0.01442137,0.62699218
-4.94347174,3.39010083,0.00813036,0.39348011,2.76511850,2.02809762,0.01400566,0.60493621
-4.93746873,3.33070422,0.00761047,0.39718181,2.68839449,1.99628641,0.01358956,0.58545269
-4.93146573,3.28920614,0.00713729,0.40358326,2.63027562,1.97508569,0.01317817,0.56859423
-4.92546273,3.26587361,0.00670899,0.41270092,2.59059754,1.96471991,0.01277602,0.55437985
-4.91945973,3.26073306,0.00632321,0.42452476,2.56901461,1.96525601,0.01238704,0.54279670
-4.91345673,3.27357445,0.00597717,0.43901802,2.56501500,1.97660403,0.01201444,0.53380245
-4.90745373,3.30395874,0.00566782,0.45611679,2.57793470,1.99852034,0.01166079,0.52732823
-4.90145073,3.35122789,0.00539191,0.47572953,2.60696983,2.03061334,0.01132796,0.52328185
-4.89544772,3.41451694,0.00514612,0.49773643,2.65118683,2.07235109,0.01101725,0.52155123
-4.88944472,3.49276744,0.00492720,0.52198856,2.70953025,2.12307059,0.01072939,0.52200783
-4.88344172,3.58474181,0.00473197,0.54830702,2.78082837,2.18198829,0.01046465,0.52450995
-4.87743872,3.68903832,0.00455749,0.57648190,2.86379704,2.24821167,0.01022291,0.52890571
-4.87143572,3.80410660,0.00440107,0.60627155,2.95704231,2.32075155,0.01000378,0.53503571
-4.86543272,3.92826385,0.00426030,0.63740205,3.05906293,2.39853520,0.00980665,0.54273533
-4.85942971,4.05971197,0.00413316,0.66956728,3.16825379,2.48042018,0.00963075,0.55183656
-4.85342671,4.19655621,0.00401795,0.70242968,3.28291135,2.56520899,0.00947528,0.56216964
-4.84742371,4.33682571,0.00391337,0.73562208,3.40124245,2.65166486,0.00933938,0.57356432
-4.84142071,4.47849672,0.00381847,0.76875071,3.52137745,2.73852850,0.00922221,0.58585115
-4.83541771,4.61951867,0.00373264,0.80139947,3.64138842,2.82453624,0.00912293,0.59886261
-4.82941471,4.75784358,0.00365563,0.83313573,3.75931317,2.90843944,0.00904074,0.61243455
-4.82341171,4.89145868,0.00358747,0.86351749,3.87318485,2.98902511,0.00897485,0.62640767
-4.81740870,5.01842196,0.00352849,0.89210190,3.98106704,3.06513743,0.00892447,0.64062934
-4.81140570,5.13690006,0.00347926,0.91845492,4.08109335,3.13569995,0.00888878,0.65495572
-4.80540270,5.24520735,0.00344057,0.94216180,4.17151035,3.19973775,0.00886690,0.66925415
-4.79939970,5.34184510,0.00341338,0.96283805,4.25072196,3.25639896,0.00885788,0.68340561
-4.79339670,5.42553898,0.00339884,0.98014039,4.31733368,3.30497482,0.00886064,0.69730743
-4.78739370,5.49527348,0.00339821,0.99377734,4.37019412,3.34491745,0.00887397,0.71087570
-4.78139070,5.55032136,0.00341287,1.00351873,4.40843200,3.37585455,0.00889652,0.72404765
-4.77538769,5.59026653,0.00344427,1.00920379,4.43148628,3.39760015,0.00892676,0.73678343
-4.76938469,5.61501921,0.00349394,1.01074741,4.43912785,3.41016091,0.00896298,0.74906741
-4.76338169,5.62482190,0.00356341,1.00814408,4.43147109,3.41373736,0.00900335,0.76090877
-4.75737869,5.62024586,0.00365424,1.00146934,4.40897459,3.40871991,0.00904583,0.77234124
-4.75137569,5.60217755,0.00376796,0.99087859,4.37243041,3.39567954,0.00908831,0.78342196
-4.74537269,5.57179546,0.00390605,0.97660320,4.32294221,3.37535335,0.00912855,0.79422959
-4.73936968,5.53053785,0.00406992,0.95894407,4.26189295,3.34862539,0.00916425,0.80486138
-4.73336668,5.48006255,0.00426084,0.93826290,4.19090331,3.31650334,0.00919311,0.81542970
-4.72736368,5.42220013,0.00447998,0.91497147,4.11178269,3.28009181,0.00921285,0.82605778
-4.72136068,5.35890220,0.00472829,0.88951935,4.02647471,3.24056304,0.00922132,0.83687498
-4.71535768,5.29218646,0.00500654,0.86238070,3.93699939,3.19912604,0.00921648,0.84801180
-4.70935468,5.22408057,0.00531524,0.83404040,3.84539445,3.15699491,0.00919651,0.85959460
-4.70335168,5.15656629,0.00565462,0.80498038,3.75365767,3.11535733,0.00915987,0.87174038
-4.69734867,5.09152598,0.00602460,0.77566645,3.66369258,3.07534411,0.00910532,0.88455163
-4.69134567,5.03069254,0.00642477,0.74653613,3.57725906,3.03800046,0.00903200,0.89811147
-4.68534267,4.97560442,0.00685436,0.71798800,3.49593037,3.00425966,0.00893942,0.91247919
-4.67933967,4.92756650,0.00731220,0.69037272,3.42105744,2.97491980,0.00882755,0.92768621
-4.67333667,4.88761792,0.00779670,0.66398614,3.35374119,2.95062401,0.00869682,0.94373272
-4.66733367,4.85650720,0.00830585,0.63906447,3.29481317,2.93184467,0.00854810,0.96058484
-4.66133067,4.83467540,0.00883722,0.61578163,3.24482423,2.91887195,0.00838273,0.97817269
-4.65532766,4.82224741,0.00938791,0.59424874,3.20404111,2.91180696,0.00820250,0.99638915
-4.64932466,4.81903153,0.00995461,0.57451565,3.17245041,2.91055990,0.00800963,1.01508964
-4.64332166,4.82452756,0.01053358,0.55657425,3.14976918,2.91485317,0.00780673,1.03409280
-4.63731866,4.83794311,0.01112070,0.54036341,3.13546157,2.92422988,0.00759675,1.05318238
-4.63131566,4.85821805,0.01171151,0.52577529,3.12876083,2.93806751,0.00738297,1.07211015
-4.62531266,4.88405674,0.01230130,0.51266265,3.12869598,2.95559675,0.00716890,1.09060016
-4.61930965,4.91396752,0.01288516,0.50084697,3.13412251,2.97592527,0.00695826,1.10835417
-4.61330665,4.94630868,0.01345815,0.49012699,3.14375664,2.99806602,0.00675488,1.12505829
-4.60730365,4.97934011,0.01401535,0.48028750,3.15621242,3.02096930,0.00656265,1.14039080
-4.60130065,5.01127911,0.01455211,0.47110796,3.17004123,3.04355795,0.00638543,1.15403101
-4.59529765,5.04035927,0.01506415,0.46237086,3.18377301,3.06476450,0.00622700,1.16566884
-4.58929465,5.06489022,0.01554776,0.45386942,3.19595838,3.08356910,0.00609096,1.17501499
-4.58329165,5.08331675,0.01600000,0.44541463,3.20521100,3.09903687,0.00598066,1.18181127
-4.57728864,5.09427478,0.01641888,0.43684128,3.21024894,3.11035321,0.00589911,1.18584067
-4.57128564,5.09664219,0.01680351,0.42801290,3.20993415,3.11685554,0.00584891,1.18693676
-4.56528264,5.08958239,0.01715428,0.41882556,3.20330867,3.11806005,0.00583216,1.18499194
-4.55927964,5.07257837,0.01747293,0.40921035,3.18962620,3.11368221,0.00585040,1.17996406
-4.55327664,5.04545574,0.01776264,0.39913463,3.16837798,3.10364976,0.00590453,1.17188104
-4.54727364,5.00839320,0.01802801,0.38860185,3.13931142,3.08810767,0.00599474,1.16084309
-4.54127064,4.96191965,0.01827504,0.37765025,3.10244071,3.06741423,0.00612050,1.14702224
-4.53526763,4.90689762,0.01851097,0.36635023,3.05804834,3.04212854,0.00628048,1.13065913
-4.52926463,4.84449334,0.01874409,0.35480075,3.00667722,3.01298963,0.00647259,1.11205697
-4.52326163,4.77613443,0.01898350,0.34312469,2.94911324,2.98088786,0.00669391,1.09157289
-4.51725863,4.70345674,0.01923878,0.33146356,2.88635857,2.94682999,0.00694080,1.06960685
-4.51125563,4.62824256,0.01951961,0.31997159,2.81959655,2.91189924,0.00720888,1.04658866
-4.50525263,4.55235279,0.01983536,0.30880948,2.75014933,2.87721210,0.00749314,1.02296355
-4.49924962,4.47765587,0.02019471,0.29813807,2.67942990,2.84387387,0.00778799,0.99917702
-4.49324662,4.40595673,0.02060514,0.28811217,2.60889043,2.81293490,0.00808744,0.97565954
-4.48724362,4.33892882,0.02107260,0.27887462,2.53996898,2.78534932,0.00838516,0.95281187
-4.48124062,4.27805199,0.02160111,0.27055104,2.47403700,2.76193828,0.00867468,0.93099172
-4.47523762,4.22455919,0.02219248,0.26324521,2.41234962,2.74335902,0.00894950,0.91050227
-4.46923462,4.17939382,0.02284603,0.25703535,2.35600100,2.73008115,0.00920329,0.89158313
-4.46323162,4.14317962,0.02355852,0.25197139,2.30588652,2.72237103,0.00943005,0.87440417
-4.45722861,4.11620406,0.02432407,0.24807328,2.26267342,2.72028452,0.00962423,0.85906237
-4.45122561,4.09841553,0.02513424,0.24533037,2.22678077,2.72366849,0.00978093,0.84558194
-4.44522261,4.08943425,0.02597824,0.24370183,2.19836977,2.73217054,0.00989600,0.83391743
-4.43921961,4.08857589,0.02684317,0.24311809,2.17734425,2.74525636,0.00996616,0.82395989
-4.43321661,4.09488664,0.02771443,0.24348319,2.16336128,2.76223383,0.00998911,0.81554547
-4.42721361,4.10718805,0.02857618,0.24467790,2.15585109,2.78228266,0.00996356,0.80846619
-4.42121061,4.12412935,0.02941183,0.24656352,2.15404529,2.80448833,0.00988932,0.80248229
-4.41520760,4.14424531,0.03020463,0.24898618,2.15701187,2.82787883,0.00976726,0.79733551
-4.40920460,4.16601700,0.03093825,0.25178147,2.16369558,2.85146297,0.00959929,0.79276284
-4.40320160,4.18793349,0.03159734,0.25477928,2.17296175,2.87426880,0.00938837,0.78851003
-4.39719860,4.20855202,0.03216806,0.25780865,2.18364186,2.89538095,0.00913837,0.78434437
-4.39119560,4.22655491,0.03263863,0.26070256,2.19457906,2.91397572,0.00885401,0.78006628
-4.38519260,4.24080125,0.03299968,0.26330239,2.20467195,2.92935291,0.00854071,0.77551917
-4.37918959,4.25037193,0.03324462,0.26546213,2.21291507,2.94096362,0.00820450,0.77059742
-4.37318659,4.25460676,0.03336988,0.26705201,2.21843484,2.94843313,0.00785186,0.76525211
-4.36718359,4.25313261,0.03337500,0.26796174,2.22051958,2.95157841,0.00748953,0.75949439
-4.36118059,4.24588185,0.03326264,0.26810295,2.21864306,2.95041964,0.00712443,0.75339638
-4.35517759,4.23310049,0.03303849,0.26741120,2.21248051,2.94518549,0.00676342,0.74708972
-4.34917459,4.21534572,0.03271104,0.26584707,2.20191703,2.93631180,0.00641323,0.74076162
-4.34317159,4.19347279,0.03229123,0.26339666,2.18704806,2.92443349,0.00608026,0.73464885
-4.33716858,4.16861134,0.03179210,0.26007137,2.16817192,2.91036981,0.00577046,0.72902950
-4.33116558,4.14213162,0.03122829,0.25590692,2.14577489,2.89510289,0.00548924,0.72421307
-4.32516258,4.11560119,0.03061551,0.25096168,2.12050926,2.87975000,0.00524132,0.72052897
-4.31915958,4.09073325,0.02996999,0.24531440,2.09316507,2.86553010,0.00503066,0.71831379
-4.31315658,4.06932773,0.02930795,0.23906134,2.06463662,2.85372527,0.00486039,0.71789781
-4.30715358,4.05320692,0.02864501,0.23231291,2.03588479,2.84563814,0.00473272,0.71959098
