energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Ca_p_up,Ca_p_down,Ca_d_up,Ca_d_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,1.32479459,-1.32479458,0.00213930,-0.00213930,0.38849956,-0.38849956,0.00283890,-0.00283890,0.00000000,-0.00000000,0.59753195,-0.59753194,0.66109196,-0.66109196,0.31692418,-0.31692418,0.00000000,-0.00000000
-5.99399700,1.34966370,-1.34966370,0.00248231,-0.00248231,0.39917262,-0.39917262,0.00294457,-0.00294457,0.00000000,-0.00000000,0.62430606,-0.62430606,0.66818377,-0.66818377,0.32137956,-0.32137957,0.00000000,-0.00000000
-5.98799400,1.37609052,-1.37609052,0.00290395,-0.00290395,0.40897961,-0.40897961,0.00307508,-0.00307508,0.00000000,-0.00000000,0.65053266,-0.65053266,0.67503740,-0.67503740,0.32802811,-0.32802811,0.00000000,-0.00000000
-5.98199100,1.40334517,-1.40334517,0.00340930,-0.00340930,0.41759117,-0.41759117,0.00323071,-0.00323071,0.00000000,-0.00000000,0.67572439,-0.67572438,0.68122903,-0.68122903,0.33684554,-0.33684554,0.00000000,-0.00000000
-5.97598799,1.43077323,-1.43077323,0.00400355,-0.00400355,0.42470451,-0.42470451,0.00341210,-0.00341210,0.00000000,-0.00000000,0.69946696,-0.69946695,0.68635868,-0.68635868,0.34782570,-0.34782570,0.00000000,-0.00000000
-5.96998499,1.45782033,-1.45782033,0.00469179,-0.00469179,0.43005452,-0.43005452,0.00362017,-0.00362017,0.00000000,-0.00000000,0.72142761,-0.72142761,0.69006824,-0.69006824,0.36098017,-0.36098017,0.00000000,-0.00000000
-5.96398199,1.48405187,-1.48405187,0.00547871,-0.00547871,0.43342372,-0.43342372,0.00385607,-0.00385607,0.00000000,-0.00000000,0.74136076,-0.74136075,0.69205752,-0.69205752,0.37633616,-0.37633616,0.00000000,-0.00000000
-5.95797899,1.50916665,-1.50916665,0.00636825,-0.00636825,0.43465057,-0.43465057,0.00412110,-0.00412110,0.00000000,-0.00000000,0.75911050,-0.75911050,0.69209778,-0.69209778,0.39393265,-0.39393265,0.00000000,-0.00000000
-5.95197599,1.53300389,-1.53300389,0.00736335,-0.00736335,0.43363571,-0.43363571,0.00441661,-0.00441661,0.00000000,-0.00000000,0.77460977,-0.77460977,0.69004193,-0.69004193,0.41381504,-0.41381504,0.00000000,-0.00000000
-5.94597299,1.55554314,-1.55554314,0.00846557,-0.00846557,0.43034597,-0.43034597,0.00474387,-0.00474387,0.00000000,-0.00000000,0.78787593,-0.78787593,0.68583128,-0.68583129,0.43602824,-0.43602824,0.00000000,-0.00000000
-5.93996998,1.57689736,-1.57689736,0.00967478,-0.00967478,0.42481590,-0.42481591,0.00510396,-0.00510396,0.00000000,-0.00000000,0.79900311,-0.79900311,0.67949847,-0.67949847,0.46060871,-0.46060871,0.00000000,-0.00000000
-5.93396698,1.59729950,-1.59729950,0.01098889,-0.01098889,0.41714683,-0.41714684,0.00549769,-0.00549769,0.00000000,-0.00000000,0.80815146,-0.80815146,0.67116660,-0.67116660,0.48757583,-0.48757582,0.00000000,-0.00000000
-5.92796398,1.61708360,-1.61708360,0.01240355,-0.01240355,0.40750350,-0.40750351,0.00592540,-0.00592540,0.00000000,-0.00000000,0.81553378,-0.81553378,0.66104492,-0.66104492,0.51692297,-0.51692297,0.00000000,-0.00000000
-5.92196098,1.63666145,-1.63666145,0.01391198,-0.01391197,0.39610850,-0.39610851,0.00638692,-0.00638692,0.00000000,-0.00000000,0.82140027,-0.82140027,0.64942119,-0.64942120,0.54860896,-0.54860896,0.00000000,-0.00000000
-5.91595798,1.65649629,-1.65649629,0.01550477,-0.01550477,0.38323481,-0.38323482,0.00688147,-0.00688147,0.00000000,-0.00000000,0.82602211,-0.82602211,0.63665148,-0.63665148,0.58255034,-0.58255034,0.00000000,-0.00000000
-5.90995498,1.67707505,-1.67707505,0.01716986,-0.01716986,0.36919672,-0.36919672,0.00740753,-0.00740753,0.00000000,-0.00000000,0.82967465,-0.82967466,0.62314764,-0.62314764,0.61861506,-0.61861505,0.00000000,-0.00000000
-5.90395198,1.69888065,-1.69888065,0.01889251,-0.01889251,0.35433968,-0.35433968,0.00796289,-0.00796289,0.00000000,-0.00000000,0.83262121,-0.83262121,0.60936348,-0.60936348,0.65661796,-0.65661795,0.00000000,-0.00000000
-5.89794897,1.72236584,-1.72236584,0.02065543,-0.02065543,0.33902942,-0.33902943,0.00854454,-0.00854454,0.00000000,-0.00000000,0.83509817,-0.83509817,0.59577991,-0.59577991,0.69631856,-0.69631856,0.00000000,-0.00000000
-5.89194597,1.74792983,-1.74792984,0.02243895,-0.02243895,0.32364082,-0.32364082,0.00914873,-0.00914873,0.00000000,-0.00000000,0.83730225,-0.83730226,0.58288991,-0.58288991,0.73742132,-0.73742131,0.00000000,-0.00000000
-5.88594297,1.77589881,-1.77589881,0.02422135,-0.02422135,0.30854691,-0.30854692,0.00977105,-0.00977105,0.00000000,-0.00000000,0.83938052,-0.83938052,0.57118372,-0.57118373,0.77957840,-0.77957840,0.00000000,-0.00000000
-5.87993997,1.80651088,-1.80651088,0.02597924,-0.02597924,0.29410846,-0.29410847,0.01040644,-0.01040644,0.00000000,-0.00000000,0.84142357,-0.84142357,0.56113477,-0.56113477,0.82239518,-0.82239517,0.00000000,-0.00000000
-5.87393697,1.83990597,-1.83990597,0.02768802,-0.02768802,0.28066433,-0.28066434,0.01104932,-0.01104932,0.00000000,-0.00000000,0.84346223,-0.84346223,0.55318661,-0.55318661,0.86543794,-0.86543793,0.00000000,-0.00000000
-5.86793397,1.87612060,-1.87612059,0.02932244,-0.02932244,0.26852296,-0.26852297,0.01169376,-0.01169376,0.00000000,-0.00000000,0.84546773,-0.84546773,0.54774122,-0.54774122,0.90824371,-0.90824370,0.00000000,-0.00000000
-5.86193097,1.91508714,-1.91508713,0.03085723,-0.03085723,0.25795506,-0.25795507,0.01233356,-0.01233356,0.00000000,-0.00000000,0.84735524,-0.84735524,0.54514864,-0.54514864,0.95033164,-0.95033163,0.00000000,-0.00000000
-5.85592796,1.95663712,-1.95663711,0.03226766,-0.03226766,0.24918767,-0.24918767,0.01296243,-0.01296243,0.00000000,-0.00000000,0.84899043,-0.84899043,0.54569815,-0.54569815,0.99121529,-0.99121528,0.00000000,-0.00000000
-5.84992496,2.00050768,-2.00050767,0.03353028,-0.03353028,0.24239959,-0.24239959,0.01357413,-0.01357413,0.00000000,-0.00000000,0.85019849,-0.85019850,0.54961087,-0.54961086,1.03041535,-1.03041534,0.00000000,-0.00000000
-5.84392196,2.04635022,-2.04635020,0.03462351,-0.03462351,0.23771816,-0.23771817,0.01416266,-0.01416266,0.00000000,-0.00000000,0.85077506,-0.85077506,0.55703373,-0.55703373,1.06747200,-1.06747199,0.00000000,-0.00000000
-5.83791896,2.09374041,-2.09374039,0.03552825,-0.03552825,0.23521742,-0.23521742,0.01472231,-0.01472231,0.00000000,-0.00000000,0.85049820,-0.85049820,0.56803490,-0.56803489,1.10195639,-1.10195638,0.00000000,-0.00000000
-5.83191596,2.14218866,-2.14218864,0.03622844,-0.03622844,0.23491740,-0.23491740,0.01524784,-0.01524784,0.00000000,-0.00000000,0.84914088,-0.84914088,0.58260035,-0.58260035,1.13348055,-1.13348054,0.00000000,-0.00000000
-5.82591296,2.19115026,-2.19115024,0.03671154,-0.03671154,0.23678464,-0.23678464,0.01573454,-0.01573454,0.00000000,-0.00000000,0.84648304,-0.84648304,0.60063190,-0.60063189,1.16170542,-1.16170541,0.00000000,-0.00000000
