energy_ev,total_up,total_down,Li_s_up,Li_s_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.84992496,0.35942978,-0.35942978,0.05339598,-0.05339598,0.00387610,-0.00387610,0.00862573,-0.00862573,0.05692066,-0.05692066,0.11227759,-0.11227759,0.22186616,-0.22186616,0.00000000,-0.00000000
-5.84392196,0.39448564,-0.39448563,0.05760914,-0.05760914,0.00426463,-0.00426463,0.00960867,-0.00960867,0.06270755,-0.06270755,0.12255377,-0.12255377,0.24356818,-0.24356818,0.00000000,-0.00000000
-5.83791896,0.43131891,-0.43131890,0.06188393,-0.06188393,0.00467217,-0.00467217,0.01066407,-0.01066407,0.06887927,-0.06887927,0.13315428,-0.13315428,0.26638782,-0.26638782,0.00000000,-0.00000000
-5.83191596,0.46970509,-0.46970509,0.06615160,-0.06615160,0.00509643,-0.00509643,0.01179246,-0.01179246,0.07541337,-0.07541337,0.14398234,-0.14398234,0.29018802,-0.29018802,0.00000000,-0.00000000
-5.82591296,0.50941396,-0.50941396,0.07034467,-0.07034467,0.00553503,-0.00553503,0.01299426,-0.01299426,0.08228777,-0.08228777,0.15493945,-0.15493945,0.31482786,-0.31482786,0.00000000,-0.00000000
-5.81990995,0.55021185,-0.55021185,0.07439832,-0.07439832,0.00598545,-0.00598545,0.01426978,-0.01426978,0.08948097,-0.08948097,0.16592704,-0.16592704,0.34016381,-0.34016381,0.00000000,-0.00000000
-5.81390695,0.59186365,-0.59186364,0.07825178,-0.07825178,0.00644513,-0.00644513,0.01561921,-0.01561921,0.09697218,-0.09697218,0.17684824,-0.17684824,0.36605076,-0.36605076,0.00000000,-0.00000000
-5.80790395,0.63413423,-0.63413423,0.08184972,-0.08184972,0.00691137,-0.00691137,0.01704253,-0.01704253,0.10474143,-0.10474143,0.18760945,-0.18760945,0.39234273,-0.39234273,0.00000000,-0.00000000
-5.80190095,0.67678925,-0.67678924,0.08514365,-0.08514365,0.00738142,-0.00738142,0.01853956,-0.01853956,0.11276960,-0.11276960,0.19812173,-0.19812173,0.41889310,-0.41889310,0.00000000,-0.00000000
-5.79589795,0.71959516,-0.71959516,0.08809316,-0.08809316,0.00785242,-0.00785242,0.02010982,-0.02010982,0.12103843,-0.12103843,0.20830188,-0.20830188,0.44555446,-0.44555446,0.00000000,-0.00000000
-5.78989495,0.76231853,-0.76231853,0.09066693,-0.09066693,0.00832140,-0.00832140,0.02175256,-0.02175256,0.12953039,-0.12953039,0.21807325,-0.21807325,0.47217794,-0.47217794,0.00000000,-0.00000000
-5.78389195,0.80472471,-0.80472471,0.09284362,-0.09284362,0.00878526,-0.00878526,0.02346671,-0.02346671,0.13822869,-0.13822869,0.22736609,-0.22736609,0.49861219,-0.49861219,0.00000000,-0.00000000
-5.77788894,0.84657613,-0.84657613,0.09461235,-0.09461235,0.00924074,-0.00924074,0.02525085,-0.02525085,0.14711723,-0.14711723,0.23611761,-0.23611761,0.52470210,-0.52470210,0.00000000,-0.00000000
-5.77188594,0.88763043,-0.88763042,0.09597301,-0.09597301,0.00968439,-0.00968439,0.02710332,-0.02710332,0.15618069,-0.15618069,0.24427175,-0.24427175,0.55028752,-0.55028752,0.00000000,-0.00000000
-5.76588294,0.92763894,-0.92763894,0.09693615,-0.09693615,0.01011257,-0.01011257,0.02902225,-0.02902225,0.16540483,-0.16540482,0.25177869,-0.25177869,0.57520213,-0.57520213,0.00000000,-0.00000000
-5.75987994,0.96634582,-0.96634582,0.09752265,-0.09752265,0.01052141,-0.01052141,0.03100578,-0.03100578,0.17477696,-0.17477696,0.25859419,-0.25859418,0.59927277,-0.59927277,0.00000000,-0.00000000
-5.75387694,1.00348828,-1.00348828,0.09776312,-0.09776312,0.01090682,-0.01090682,0.03305229,-0.03305229,0.18428673,-0.18428673,0.26467895,-0.26467895,0.62231952,-0.62231952,0.00000000,-0.00000000
-5.74787394,1.03879832,-1.03879832,0.09769701,-0.09769701,0.01126451,-0.01126451,0.03516071,-0.03516071,0.19392720,-0.19392720,0.26999807,-0.26999807,0.64415671,-0.64415671,0.00000000,-0.00000000
-5.74187094,1.07200619,-1.07200619,0.09737157,-0.09737157,0.01159005,-0.01159005,0.03733093,-0.03733093,0.20369629,-0.20369629,0.27452070,-0.27452070,0.66459504,-0.66459504,0.00000000,-0.00000000
-5.73586793,1.10284594,-1.10284593,0.09684070,-0.09684070,0.01187891,-0.01187891,0.03956433,-0.03956433,0.21359844,-0.21359844,0.27821994,-0.27821994,0.68344504,-0.68344504,0.00000000,-0.00000000
-5.72986493,1.13106274,-1.13106274,0.09616363,-0.09616363,0.01212654,-0.01212654,0.04186423,-0.04186423,0.22364663,-0.22364663,0.28107325,-0.28107325,0.70052167,-0.70052167,0.00000000,-0.00000000
-5.72386193,1.15642226,-1.15642226,0.09540364,-0.09540364,0.01232852,-0.01232852,0.04423657,-0.04423657,0.23386449,-0.23386449,0.28306315,-0.28306315,0.71565020,-0.71565020,0.00000000,-0.00000000
-5.71785893,1.17872141,-1.17872141,0.09462674,-0.09462674,0.01248065,-0.01248065,0.04669045,-0.04669045,0.24428847,-0.24428847,0.28417835,-0.28417835,0.72867301,-0.72867301,0.00000000,-0.00000000
-5.71185593,1.19780016,-1.19780016,0.09390039,-0.09390039,0.01257912,-0.01257912,0.04923871,-0.04923871,0.25496991,-0.25496991,0.28441533,-0.28441533,0.73945703,-0.73945703,0.00000000,-0.00000000
-5.70585293,1.21355376,-1.21355376,0.09329234,-0.09329234,0.01262064,-0.01262064,0.05189847,-0.05189847,0.26597689,-0.26597689,0.28378008,-0.28378008,0.74790153,-0.74790153,0.00000000,-0.00000000
-5.69984992,1.22594465,-1.22594465,0.09286944,-0.09286944,0.01260260,-0.01260260,0.05469156,-0.05469156,0.27739561,-0.27739561,0.28229010,-0.28229010,0.75394560,-0.75394560,0.00000000,-0.00000000
-5.69384692,1.23501316,-1.23501316,0.09269666,-0.09269666,0.01252321,-0.01252321,0.05764482,-0.05764482,0.28933121,-0.28933121,0.27997632,-0.27997632,0.75757505,-0.75757505,0.00000000,-0.00000000
-5.68784392,1.24088639,-1.24088640,0.09283607,-0.09283607,0.01238162,-0.01238162,0.06079024,-0.06079024,0.30190781,-0.30190781,0.27688499,-0.27688499,0.75882807,-0.75882807,0.00000000,-0.00000000
-5.68184092,1.24378439,-1.24378439,0.09334602,-0.09334602,0.01217802,-0.01217802,0.06416496,-0.06416496,0.31526778,-0.31526778,0.27307914,-0.27307914,0.75779925,-0.75779925,0.00000000,-0.00000000
-5.67583792,1.24402306,-1.24402306,0.09428032,-0.09428032,0.01191369,-0.01191369,0.06781103,-0.06781103,0.32957004,-0.32957004,0.26863968,-0.26863968,0.75464159,-0.75464159,0.00000000,-0.00000000
-5.66983492,1.24201339,-1.24201339,0.09568745,-0.09568745,0.01159102,-0.01159102,0.07177497,-0.07177497,0.34498740,-0.34498740,0.26366583,-0.26366583,0.74956621,-0.74956621,0.00000000,-0.00000000
-5.66383192,1.23825669,-1.23825669,0.09760991,-0.09760991,0.01121352,-0.01121352,0.07610715,-0.07610715,0.36170304,-0.36170304,0.25827492,-0.25827492,0.74283960,-0.74283960,0.00000000,-0.00000000
-5.65782891,1.23333576,-1.23333577,0.10008354,-0.10008354,0.01078574,-0.01078574,0.08086091,-0.08086091,0.37990611,-0.37990611,0.25260142,-0.25260142,0.73477838,-0.73477838,0.00000000,-0.00000000
-5.65182591,1.22790231,-1.22790231,0.10313689,-0.10313689,0.01031315,-0.01031315,0.08609161,-0.08609161,0.39978658,-0.39978658,0.24679511,-0.24679511,0.72574173,-0.72574173,0.00000000,-0.00000000
-5.64582291,1.22266083,-1.22266083,0.10679066,-0.10679066,0.00980205,-0.00980205,0.09185540,-0.09185540,0.42152957,-0.42152957,0.24101865,-0.24101865,0.71612170,-0.71612170,0.00000000,-0.00000000
-5.63981991,1.21834970,-1.21834970,0.11105715,-0.11105715,0.00925935,-0.00925935,0.09820795,-0.09820795,0.44530933,-0.44530933,0.23544437,-0.23544437,0.70633189,-0.70633189,0.00000000,-0.00000000
-5.63381691,1.21572001,-1.21572001,0.11593978,-0.11593978,0.00869243,-0.00869243,0.10520304,-0.10520304,0.47128300,-0.47128299,0.23025042,-0.23025042,0.69679476,-0.69679476,0.00000000,-0.00000000
-5.62781391,1.21551314,-1.21551314,0.12143266,-0.12143266,0.00810889,-0.00810889,0.11289107,-0.11289107,0.49958437,-0.49958437,0.22561661,-0.22561661,0.68792841,-0.68792841,0.00000000,-0.00000000
-5.62181091,1.21843779,-1.21843779,0.12752019,-0.12752019,0.00751637,-0.00751637,0.12131756,-0.12131756,0.53031799,-0.53031798,0.22171981,-0.22171981,0.68013303,-0.68013303,0.00000000,-0.00000000
-5.61580790,1.22514734,-1.22514735,0.13417682,-0.13417682,0.00692234,-0.00692234,0.13052157,-0.13052157,0.56355348,-0.56355347,0.21872927,-0.21872927,0.67377792,-0.67377792,0.00000000,-0.00000000
-5.60980490,1.23621841,-1.23621841,0.14136679,-0.14136679,0.00633390,-0.00633390,0.14053415,-0.14053415,0.59932050,-0.59932050,0.21680189,-0.21680189,0.66918934,-0.66918934,0.00000000,-0.00000000
-5.60380190,1.25213117,-1.25213117,0.14904406,-0.14904406,0.00575763,-0.00575763,0.15137680,-0.15137680,0.63760426,-0.63760426,0.21607770,-0.21607770,0.66663976,-0.66663976,0.00000000,-0.00000000
-5.59779890,1.27325220,-1.27325220,0.15715225,-0.15715225,0.00519943,-0.00519943,0.16305993,-0.16305993,0.67834172,-0.67834172,0.21667568,-0.21667568,0.66633885,-0.66633885,0.00000000,-0.00000000
-5.59179590,1.29982017,-1.29982017,0.16562474,-0.16562474,0.00466443,-0.00466443,0.17558136,-0.17558136,0.72141850,-0.72141850,0.21868992,-0.21868992,0.66842649,-0.66842649,0.00000000,-0.00000000
-5.58579290,1.33193480,-1.33193480,0.17438492,-0.17438492,0.00415689,-0.00415689,0.18892491,-0.18892491,0.76666660,-0.76666660,0.22218643,-0.22218643,0.67296796,-0.67296796,0.00000000,-0.00000000
-5.57978989,1.36954925,-1.36954925,0.18334655,-0.18334655,0.00368018,-0.00368018,0.20305909,-0.20305909,0.81386278,-0.81386278,0.22720057,-0.22720057,0.67995138,-0.67995138,0.00000000,-0.00000000
-5.57378689,1.41246621,-1.41246621,0.19241429,-0.19241429,0.00323678,-0.00323678,0.21793587,-0.21793587,0.86272787,-0.86272787,0.23373525,-0.23373525,0.68928744,-0.68928744,0.00000000,-0.00000000
-5.56778389,1.46033752,-1.46033752,0.20148444,-0.20148444,0.00282828,-0.00282828,0.23348973,-0.23348973,0.91292684,-0.91292683,0.24175988,-0.24175988,0.70081125,-0.70081125,0.00000000,-0.00000000
-5.56178089,1.51266758,-1.51266758,0.21044590,-0.21044590,0.00245544,-0.00245544,0.24963690,-0.24963690,0.96406979,-0.96406979,0.25121025,-0.25121025,0.71428628,-0.71428628,0.00000000,-0.00000000
-5.55577789,1.56882024,-1.56882024,0.21918136,-0.21918136,0.00211826,-0.00211826,0.26627503,-0.26627503,1.01571405,-1.01571405,0.26198932,-0.26198932,0.72941013,-0.72941013,0.00000000,-0.00000000
-5.54977489,1.62802943,-1.62802943,0.22756881,-0.22756881,0.00181610,-0.00181610,0.28328321,-0.28328321,1.06736739,-1.06736739,0.27396888,-0.27396888,0.74582198,-0.74582198,0.00000000,-0.00000000
-5.54377189,1.68941309,-1.68941309,0.23548325,-0.23548325,0.00154771,-0.00154771,0.30052261,-0.30052261,1.11849252,-1.11849252,0.28699230,-0.28699230,0.76311150,-0.76311150,0.00000000,-0.00000000
-5.53776888,1.75199062,-1.75199062,0.24279883,-0.24279883,0.00131143,-0.00131143,0.31783774,-0.31783774,1.16851310,-1.16851310,0.30087814,-0.30087814,0.78082894,-0.78082894,0.00000000,-0.00000000
-5.53176588,1.81470345,-1.81470345,0.24939116,-0.24939116,0.00110521,-0.00110521,0.33505838,-0.33505838,1.21682140,-1.21682140,0.31542474,-0.31542474,0.79849629,-0.79849629,0.00000000,-0.00000000
-5.52576288,1.87643867,-1.87643867,0.25513996,-0.25513996,0.00092676,-0.00092676,0.35200235,-0.35200235,1.26278761,-1.26278761,0.33041573,-0.33041573,0.81561915,-0.81561915,0.00000000,-0.00000000
-5.51975988,1.93605537,-1.93605537,0.25993185,-0.25993185,0.00077364,-0.00077364,0.36847905,-0.36847905,1.30577093,-1.30577093,0.34562628,-0.34562628,0.83169919,-0.83169919,0.00000000,-0.00000000
-5.51375688,1.99241319,-1.99241319,0.26366333,-0.26366333,0.00064333,-0.00064333,0.38429382,-0.38429382,1.34513235,-1.34513235,0.36083010,-0.36083010,0.84624687,-0.84624687,0.00000000,-0.00000000
-5.50775388,2.04440274,-2.04440274,0.26624381,-0.26624381,0.00053331,-0.00053331,0.39925305,-0.39925305,1.38024904,-1.38024904,0.37580694,-0.37580693,0.85879420,-0.85879420,0.00000000,-0.00000000
-5.50175088,2.09097695,-2.09097695,0.26759852,-0.26759852,0.00044115,-0.00044115,0.41316993,-0.41316993,1.41052996,-1.41052996,0.39035044,-0.39035044,0.86890722,-0.86890722,0.00000000,-0.00000000
-5.49574787,2.13118276,-2.13118276,0.26767130,-0.26767130,0.00036452,-0.00036452,0.42587066,-0.42587066,1.43543234,-1.43543234,0.40427607,-0.40427607,0.87619791,-0.87619791,0.00000000,-0.00000000
-5.48974487,2.16419202,-2.16419202,0.26642701,-0.26642701,0.00030123,-0.00030123,0.43720102,-0.43720102,1.45447859,-1.45447859,0.41742886,-0.41742886,0.88033529,-0.88033529,0.00000000,-0.00000000
-5.48374187,2.18933068,-2.18933068,0.26385348,-0.26385348,0.00024931,-0.00024931,0.44703291,-0.44703291,1.46727286,-1.46727286,0.42969075,-0.42969075,0.88105518,-0.88105518,0.00000000,-0.00000000
-5.47773887,2.20610503,-2.20610503,0.25996301,-0.25996301,0.00020694,-0.00020694,0.45527068,-0.45527068,1.47351677,-1.47351677,0.44098712,-0.44098712,0.87816846,-0.87816846,0.00000000,-0.00000000
-5.47173587,2.21422404,-2.21422404,0.25479302,-0.25479302,0.00017252,-0.00017252,0.46185690,-0.46185690,1.47302336,-1.47302336,0.45129232,-0.45129232,0.87156758,-0.87156758,0.00000000,-0.00000000
-5.46573287,2.21361661,-2.21361661,0.24840614,-0.24840614,0.00014465,-0.00014465,0.46677741,-0.46677741,1.46572867,-1.46572867,0.46063386,-0.46063386,0.86123072,-0.86123072,0.00000000,-0.00000000
-5.45972986,2.20444287,-2.20444287,0.24088937,-0.24088937,0.00012212,-0.00012212,0.47006509,-0.47006509,1.45170023,-1.45170023,0.46909510,-0.46909510,0.84722382,-0.84722382,0.00000000,-0.00000000
-5.45372686,2.18709874,-2.18709874,0.23235260,-0.23235260,0.00010389,-0.00010389,0.47180244,-0.47180244,1.43114184,-1.43114184,0.47681618,-0.47681618,0.82969994,-0.82969994,0.00000000,-0.00000000
-5.44772386,2.16221328,-2.16221328,0.22292624,-0.22292625,0.00008911,-0.00008911,0.47212251,-0.47212251,1.40439419,-1.40439419,0.48399314,-0.48399314,0.80889612,-0.80889612,0.00000000,-0.00000000
-5.44172086,2.13063854,-2.13063854,0.21275833,-0.21275833,0.00007704,-0.00007704,0.47120815,-0.47120815,1.37193110,-1.37193110,0.49087511,-0.49087511,0.78512772,-0.78512772,0.00000000,-0.00000000
-5.43571786,2.09343207,-2.09343207,0.20201093,-0.20201093,0.00006712,-0.00006712,0.46928954,-0.46928954,1.33435109,-1.33435109,0.49775973,-0.49775973,0.75878028,-0.75878029,0.00000000,-0.00000000
-5.42971486,2.05183231,-2.05183231,0.19085624,-0.19085624,0.00005888,-0.00005888,0.46663990,-0.46663990,1.29236465,-1.29236465,0.50498670,-0.50498670,0.73029925,-0.73029925,0.00000000,-0.00000000
-5.42371186,2.00722775,-2.00722775,0.17947231,-0.17947231,0.00005193,-0.00005193,0.46356958,-0.46356958,1.24677732,-1.24677733,0.51292985,-0.51292985,0.70017783,-0.70017783,0.00000000,-0.00000000
-5.41770885,1.96112068,-1.96112068,0.16803872,-0.16803872,0.00004599,-0.00004599,0.46041864,-0.46041864,1.19846922,-1.19846922,0.52198781,-0.52198780,0.66894340,-0.66894340,0.00000000,-0.00000000
-5.41170585,1.91508671,-1.91508671,0.15673229,-0.15673229,0.00004085,-0.00004085,0.45754811,-0.45754811,1.14837163,-1.14837163,0.53257360,-0.53257360,0.63714294,-0.63714294,0.00000000,-0.00000000
-5.40570285,1.87073156,-1.87073156,0.14572298,-0.14572298,0.00003633,-0.00003633,0.45533026,-0.45533026,1.09744162,-1.09744162,0.54510350,-0.54510350,0.60532798,-0.60532799,0.00000000,-0.00000000
-5.39969985,1.82964640,-1.82964640,0.13517019,-0.13517019,0.00003232,-0.00003232,0.45413819,-0.45413819,1.04663548,-1.04663548,0.55998544,-0.55998544,0.57403968,-0.57403968,0.00000000,-0.00000000
-5.39369685,1.79336340,-1.79336340,0.12521945,-0.12521945,0.00002872,-0.00002872,0.45433505,-0.45433505,0.99688207,-0.99688208,0.57760725,-0.57760725,0.54379439,-0.54379439,0.00000000,-0.00000000
-5.38769385,1.76331282,-1.76331282,0.11599973,-0.11599973,0.00002547,-0.00002547,0.45626320,-0.45626320,0.94905706,-0.94905706,0.59832520,-0.59832520,0.51507040,-0.51507040,0.00000000,-0.00000000
-5.38169085,1.74078310,-1.74078310,0.10762128,-0.10762128,0.00002253,-0.00002253,0.46023382,-0.46023382,0.90395898,-0.90395898,0.62245288,-0.62245288,0.48829619,-0.48829619,0.00000000,-0.00000000
-5.37568784,1.72688512,-1.72688512,0.10017416,-0.10017416,0.00001987,-0.00001987,0.46651701,-0.46651701,0.86228800,-0.86228801,0.65025092,-0.65025092,0.46384061,-0.46384061,0.00000000,-0.00000000
-5.36968484,1.72252167,-1.72252167,0.09372737,-0.09372737,0.00001747,-0.00001747,0.47533289,-0.47533289,0.82462818,-0.82462818,0.68191760,-0.68191760,0.44200525,-0.44200525,0.00000000,-0.00000000
-5.36368184,1.72836299,-1.72836299,0.08832851,-0.08832851,0.00001532,-0.00001532,0.48684391,-0.48684391,0.79143371,-0.79143371,0.71758064,-0.71758063,0.42301923,-0.42301923,0.00000000,-0.00000000
-5.35767884,1.74482890,-1.74482890,0.08400409,-0.08400409,0.00001342,-0.00001342,0.50114849,-0.50114849,0.76301962,-0.76301962,0.75729024,-0.75729024,0.40703656,-0.40703656,0.00000000,-0.00000000
-5.35167584,1.77207794,-1.77207794,0.08076020,-0.08076020,0.00001176,-0.00001176,0.51827618,-0.51827618,0.73955726,-0.73955726,0.80101368,-0.80101367,0.39413595,-0.39413595,0.00000000,-0.00000000
-5.34567284,1.81000371,-1.81000371,0.07858368,-0.07858368,0.00001035,-0.00001035,0.53818459,-0.53818458,0.72107437,-0.72107437,0.84863143,-0.84863142,0.38432315,-0.38432315,0.00000000,-0.00000000
-5.33966983,1.85823833,-1.85823833,0.07744350,-0.07744350,0.00000919,-0.00000919,0.56075800,-0.56075800,0.70745982,-0.70745982,0.89993507,-0.89993506,0.37753557,-0.37753557,0.00000000,-0.00000000
-5.33366683,1.91616283,-1.91616283,0.07729249,-0.07729249,0.00000829,-0.00000829,0.58580786,-0.58580786,0.69847268,-0.69847268,0.95462708,-0.95462707,0.37364892,-0.37364892,0.00000000,-0.00000000
-5.32766383,1.98292418,-1.98292418,0.07806920,-0.07806920,0.00000769,-0.00000769,0.61307511,-0.61307511,0.69375501,-0.69375501,1.01232269,-1.01232268,0.37248562,-0.37248562,0.00000000,-0.00000000
-5.32166083,2.05745844,-2.05745843,0.07969987,-0.07969987,0.00000741,-0.00000741,0.64223437,-0.64223436,0.69284803,-0.69284803,1.07255391,-1.07255391,0.37382461,-0.37382461,0.00000000,-0.00000000
-5.31565783,2.13851944,-2.13851943,0.08210054,-0.08210054,0.00000750,-0.00000750,0.67289991,-0.67289991,0.69521086,-0.69521086,1.13477593,-1.13477593,0.37741219,-0.37741219,0.00000000,-0.00000000
-5.30965483,2.22471242,-2.22471241,0.08517914,-0.08517914,0.00000803,-0.00000803,0.70463351,-0.70463351,0.70024108,-0.70024108,1.19837588,-1.19837588,0.38297344,-0.38297344,0.00000000,-0.00000000
-5.30365183,2.31453169,-2.31453168,0.08883761,-0.08883761,0.00000908,-0.00000908,0.73695384,-0.73695384,0.70729653,-0.70729653,1.26268418,-1.26268417,0.39022384,-0.39022384,0.00000000,-0.00000000
-5.29764882,2.40640161,-2.40640161,0.09297401,-0.09297401,0.00001077,-0.00001077,0.76934748,-0.76934748,0.71571735,-0.71571735,1.32698827,-1.32698827,0.39888071,-0.39888071,0.00000000,-0.00000000
-5.29164582,2.49871983,-2.49871983,0.09748463,-0.09748463,0.00001327,-0.00001327,0.80128124,-0.80128123,0.72484773,-0.72484773,1.39054878,-1.39054878,0.40867394,-0.40867394,0.00000000,-0.00000000
-5.28564282,2.58990178,-2.58990177,0.10226603,-0.10226603,0.00001677,-0.00001677,0.83221559,-0.83221559,0.73405646,-0.73405645,1.45261774,-1.45261773,0.41935578,-0.41935578,0.00000000,-0.00000000
-5.27963982,2.67842518,-2.67842517,0.10721700,-0.10721700,0.00002153,-0.00002153,0.86161895,-0.86161895,0.74275587,-0.74275587,1.51245854,-1.51245853,0.43070930,-0.43070930,0.00000000,-0.00000000
-5.27363682,2.76287349,-2.76287348,0.11224050,-0.11224050,0.00002790,-0.00002790,0.88898238,-0.88898238,0.75041847,-0.75041847,1.56936714,-1.56936713,0.44255519,-0.44255519,0.00000000,-0.00000000
-5.26763382,2.84197680,-2.84197680,0.11724541,-0.11724541,0.00003626,-0.00003626,0.91383431,-0.91383430,0.75659083,-0.75659082,1.62269377,-1.62269377,0.45475671,-0.45475671,0.00000000,-0.00000000
-5.26163082,2.91464897,-2.91464897,0.12214821,-0.12214821,0.00004714,-0.00004714,0.93575489,-0.93575488,0.76090443,-0.76090443,1.67186442,-1.67186442,0.46722259,-0.46722259,0.00000000,-0.00000000
