energy_ev,total_up,total_down,Ag_p_up,Ag_p_down,Ag_d_up,Ag_d_down,C_s_up,C_s_down,C_p_up,C_p_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.76588294,6.84477808,-5.48193024,0.57938681,-0.39715324,1.60571088,-1.54947120,0.05840265,-0.03618706,0.36236002,-0.26183105,1.95004157,-1.65760327,1.21744317,-0.43887449,0.04211978,-0.04313698,2.64427879,-2.26314899
-5.75987994,6.78630631,-5.42980362,0.58152103,-0.39170560,1.60852395,-1.54697093,0.05540981,-0.03545552,0.34819320,-0.25515123,1.94369329,-1.63442548,1.18867398,-0.44108562,0.04201642,-0.04243541,2.63301211,-2.24024328
-5.75387694,6.73424526,-5.38831807,0.58488361,-0.38877400,1.61148504,-1.54574661,0.05261299,-0.03500924,0.33514549,-0.24933485,1.93883236,-1.61206208,1.16220447,-0.44491968,0.04200116,-0.04174699,2.62359481,-2.22191418
-5.74787394,6.68769789,-5.35795541,0.58927320,-0.38842143,1.61431922,-1.54575832,0.05000867,-0.03485947,0.32326457,-0.24448967,1.93522440,-1.59099415,1.13809127,-0.45045352,0.04207055,-0.04108622,2.61551744,-2.20838015
-5.74187094,6.64546970,-5.33904106,0.59446005,-0.39067656,1.61670216,-1.54691908,0.04758785,-0.03501476,0.31256693,-0.24073083,1.93254987,-1.57168990,1.11630260,-0.45775932,0.04221887,-0.04046770,2.60817617,-2.19978007
-5.73586793,6.60613167,-5.33171939,0.60019563,-0.39553109,1.61827102,-1.54909274,0.04533706,-0.03548097,0.30304151,-0.23817707,1.93042483,-1.55458451,1.09672642,-0.46690137,0.04243867,-0.03990554,2.60090018,-2.19616267
-5.72986493,6.56809120,-5.33593105,0.60622276,-0.40293732,1.61863680,-1.55209322,0.04323937,-0.03626119,0.29465405,-0.23694644,1.92842493,-1.54006057,1.07918097,-0.47793261,0.04272135,-0.03941282,2.59298156,-2.19747702
-5.72386193,6.52966786,-5.35139435,0.61228602,-0.41280646,1.61739756,-1.55568575,0.04127555,-0.03735558,0.28735199,-0.23715178,1.92611092,-1.52843047,1.06342706,-0.49089093,0.04305774,-0.03900107,2.58370663,-2.20356484
-5.71785893,6.48917025,-5.37759311,0.61814164,-0.42500778,1.61415212,-1.55959027,0.03942514,-0.03876130,0.28106944,-0.23889625,1.92305443,-1.51992173,1.04918163,-0.50579571,0.04343871,-0.03867978,2.57238707,-2.21415594
-5.71185593,6.44497065,-5.41377253,0.62356673,-0.43936889,1.60851364,-1.56348737,0.03766752,-0.04047224,0.27573215,-0.24226891,1.91886245,-1.51466628,1.03613197,-0.52264438,0.04385573,-0.03845611,2.55838953,-2.22886723
-5.70585293,6.39557390,-5.45894474,0.62836725,-0.45567732,1.60012255,-1.56702673,0.03598288,-0.04247884,0.27126204,-0.24734073,1.91319916,-1.51269435,1.02394986,-0.54140957,0.04430133,-0.03833463,2.54116229,-2.24720623
-5.69984992,6.33967795,-5.51190461,0.63238442,-0.47368358,1.58865842,-1.56983802,0.03435303,-0.04476790,0.26758120,-0.25416099,1.90580399,-1.51393330,1.01230537,-0.56203672,0.04476952,-0.03831720,2.52025805,-2.26857931
-5.69384692,6.27622362,-5.57125597,0.63549935,-0.49310563,1.57385054,-1.57154397,0.03276210,-0.04732242,0.26461509,-0.26275428,1.89650483,-1.51821144,1.00087954,-0.58444237,0.04525606,-0.03840302,2.49535163,-2.29230472
-5.68784392,6.20443205,-5.63544751,0.63763567,-0.51363475,1.55548671,-1.57177505,0.03119702,-0.05012141,0.26229496,-0.27311813,1.88522598,-1.52526650,0.98937588,-0.60851329,0.04575861,-0.03858876,2.46625232,-2.31763021
-5.68184092,6.12382892,-5.70281705,0.63876017,-0.53494266,1.53342029,-1.57018517,0.02964785,-0.05313990,0.26055928,-0.28522136,1.87199046,-1.53475829,0.97753005,-0.63410630,0.04627683,-0.03886886,2.43291018,-2.34375464
-5.67583792,6.03425546,-5.77164207,0.63888144,-0.55668968,1.50757535,-1.56646752,0.02810793,-0.05634892,0.25935439,-0.29900303,1.85691678,-1.54628456,0.96511791,-0.66104896,0.04681230,-0.03923583,2.39541667,-2.36985260
-5.66983492,5.93586662,-5.84019400,0.63804680,-0.57853345,1.47794991,-1.56036975,0.02657383,-0.05971561,0.25863421,-0.31437222,1.84021051,-1.55939906,0.95196146,-0.68914101,0.04736838,-0.03968072,2.35399964,-2.39510107
-5.66383192,5.82911778,-5.90679347,0.63633758,-0.60013811,1.44461736,-1.55170756,0.02504521,-0.06320347,0.25835937,-0.33120834,1.82215152,-1.57363083,0.93793301,-0.71815648,0.04794998,-0.04019355,2.30901338,-2.41870667
-5.65782891,5.71474158,-5.96986333,0.63386333,-0.62118327,1.40772626,-1.54037570,0.02352447,-0.06677271,0.25849576,-0.34936217,1.80307763,-1.58850325,0.92295740,-0.74784646,0.04856334,-0.04076380,2.26092453,-2.43993212
-5.65182591,5.59371688,-6.02797681,0.63075506,-0.64137256,1.36749854,-1.52635582,0.02201639,-0.07038065,0.25901274,-0.36865744,1.78336589,-1.60355215,0.90701246,-0.77794230,0.04921569,-0.04138085,2.21029470,-2.45812063
-5.64582291,5.46723205,-6.07989792,0.62715815,-0.66044119,1.32422637,-1.50972030,0.02052763,-0.07398232,0.25988118,-0.38889305,1.76341267,-1.61834162,0.89012799,-0.80815917,0.04991503,-0.04203439,2.15776092,-2.47271680
-5.63981991,5.33664481,-6.12461204,0.62322513,-0.67816236,1.27826784,-1.49063188,0.01906626,-0.07753107,0.26107158,-0.40984569,1.74361363,-1.63247707,0.87238322,-0.83819998,0.05066984,-0.04271478,2.10401494,-2.48328294
-5.63381691,5.20344070,-6.16134529,0.61910894,-0.69435207,1.23004166,-1.46933868,0.01764124,-0.08097934,0.26255237,-0.43127308,1.72434489,-1.64561482,0.85390319,-0.86775933,0.05148891,-0.04341329,2.04978225,-2.48951012
-5.62781391,5.06919211,-6.18957165,0.61495664,-0.70887226,1.18002088,-1.44616503,0.01626193,-0.08427942,0.26428860,-0.45291758,1.70594629,-1.65746804,0.83485408,-0.89652760,0.05238115,-0.04412229,1.99580193,-2.49122322
-5.62181091,4.93551925,-6.20900811,0.61090428,-0.72163214,1.12872587,-1.42149812,0.01493770,-0.08738432,0.26624111,-0.47451021,1.68870754,-1.66780906,0.81543778,-0.92419501,0.05335560,-0.04483538,1.94280785,-2.48838003
-5.61580790,4.80405436,-6.21959853,0.60707266,-0.73258762,1.07671664,-1.39577151,0.01367751,-0.09024862,0.26836623,-0.49577509,1.67285793,-1.67646825,0.79588588,-0.95045568,0.05442134,-0.04554737,1.89151192,-2.48106451
-5.60980490,4.67640983,-6.22148771,0.60356448,-0.74173915,1.02458450,-1.36944600,0.01248968,-0.09282933,0.27061614,-0.51643416,1.65855989,-1.68332997,0.77645311,-0.97501157,0.05558758,-0.04625426,1.84258962,-2.46947484
-5.60380190,4.55415048,-6.21498801,0.60046263,-0.74912794,0.97294312,-1.34298919,0.01138164,-0.09508677,0.27293966,-0.53621214,1.64590653,-1.68832637,0.75741062,-0.99757644,0.05686375,-0.04695318,1.79666816,-2.45390709
-5.59779890,4.43877012,-6.20054099,0.59782965,-0.75483098,0.92241919,-1.31685475,0.01035983,-0.09698533,0.27528370,-0.55484165,1.63492295,-1.69142954,0.73903904,-1.01787972,0.05825956,-0.04764223,1.75431708,-2.43473569
-5.59179590,4.33167182,-6.17867705,0.59570834,-0.75895509,0.87364250,-1.29146255,0.00942962,-0.09849428,0.27759499,-0.57206841,1.62557105,-1.69264307,0.72162152,-1.03567047,0.05978517,-0.04832041,1.71604128,-2.41239210
-5.58579290,4.23415166,-6.14997595,0.59412321,-0.76163044,0.82723572,-1.26718100,0.00859540,-0.09958839,0.27982221,-0.58765643,1.61775723,-1.69199366,0.70543686,-1.05072124,0.06145116,-0.04898754,1.68227607,-2.38734279
-5.57978989,4.14738488,-6.11503115,0.59308260,-0.76300384,0.78380384,-1.24431239,0.00786060,-0.10024855,0.28191813,-0.60139292,1.61134228,-1.68952354,0.69075293,-1.06283207,0.06326856,-0.04964420,1.65338403,-2.36006825
-5.57378689,4.07241403,-6.07442030,0.59258137,-0.76323216,0.74392347,-1.22308232,0.00722785,-0.10046220,0.28384192,-0.61309298,1.60615280,-1.68528426,0.67782039,-1.07183451,0.06524870,-0.05029179,1.62965327,-2.33104400
-5.56778389,4.01013835,-6.02868382,0.59260374,-0.76247628,0.70813207,-1.20363365,0.00669909,-0.10022371,0.28556112,-0.62260381,1.60199323,-1.67933229,0.66686693,-1.07759554,0.06740300,-0.05093258,1.61129658,-2.30072485
-5.56178089,3.96130379,-5.97831295,0.59312625,-0.76089575,0.67691731,-1.18602548,0.00627577,-0.09953458,0.28705352,-0.62980832,1.59865786,-1.67172660,0.65809216,-1.08002153,0.06974257,-0.05156992,1.59845139,-2.26953305
-5.55577789,3.92649345,-5.92374762,0.59412061,-0.75864435,0.65070682,-1.17023703,0.00595896,-0.09840350,0.28830846,-0.63462798,1.59594204,-1.66252838,0.65166322,-1.07906197,0.07227769,-0.05220850,1.59118013,-2.23785106
-5.54977489,3.90611840,-5.86538414,0.59555623,-0.75586681,0.62985852,-1.15617627,0.00574950,-0.09684629,0.28932780,-0.63702488,1.59365208,-1.65180260,0.64771140,-1.07471283,0.07501718,-0.05285461,1.58947082,-2.20601878
-5.54377189,3.90040894,-5.80359144,0.59740251,-0.75269657,0.61465180,-1.14369265,0.00564811,-0.09488570,0.29012625,-0.63700283,1.59161339,-1.63962118,0.64632971,-1.06701948,0.07796762,-0.05351657,1.59323801,-2.17433540
-5.53776888,3.90940683,-5.73873438,0.59963068,-0.74925467,0.60527984,-1.13259307,0.00565542,-0.09255099,0.29073125,-0.63460742,1.58967657,-1.62606737,0.64757166,-1.05607888,0.08113245,-0.05420504,1.60232400,-2.14306505
-5.53176588,3.93295920,-5.67120190,0.60221528,-0.74564964,0.60184342,-1.12266022,0.00577200,-0.08987745,0.29118226,-0.62992513,1.58772142,-1.61124072,0.65145130,-1.04204087,0.08451112,-0.05493343,1.61650052,-2.11244573
-5.52576288,3.97071491,-5.60143719,0.60513532,-0.74197827,0.60434641,-1.11367182,0.00599834,-0.08690574,0.29152962,-0.62308130,1.58565884,-1.59526208,0.65794449,-1.02510839,0.08809813,-0.05571822,1.63547114,-2.08270034
-5.51975988,4.02212424,-5.52996734,0.60837514,-0.73832695,0.61269335,-1.10541985,0.00633477,-0.08368111,0.29183297,-0.61423722,1.58343093,-1.57827813,0.66699152,-1.00553631,0.09188217,-0.05657915,1.65887473,-2.05404881
-5.51375688,4.08644295,-5.45742934,0.61192507,-0.73477353,0.62668931,-1.09772822,0.00678136,-0.08025252,0.29215942,-0.60358614,1.58100951,-1.56046479,0.67850098,-0.98362897,0.09584541,-0.05753935,1.68629010,-2.02671995
-5.50775388,4.16274145,-5.38458991,0.61578197,-0.73138932,0.64604214,-1.09046804,0.00733774,-0.07667163,0.29258154,-0.59134861,1.57839350,-1.54202917,0.69235475,-0.95973600,0.09996289,-0.05862524,1.71724229,-2.00096209
-5.50175088,4.24991973,-5.31235679,0.61994974,-0.72824110,0.67036746,-1.08356926,0.00800299,-0.07299180,0.29317516,-0.57776707,1.57560560,-1.52320959,0.70841398,-0.93424664,0.10420224,-0.05986629,1.75121060,-1.97705112
-5.49574787,4.34672832,-5.24177974,0.62443979,-0.72539284,0.69919622,-1.07702807,0.00877540,-0.06926691,0.29401736,-0.56309981,1.57268868,-1.50427358,0.72652576,-0.90758254,0.10852358,-0.06129448,1.78763836,-1.95529533
-5.48974487,4.45179546,-5.17404009,0.62927152,-0.72290706,0.73198491,-1.07090959,0.00965235,-0.06555033,0.29518437,-0.54761471,1.56970214,-1.48551364,0.74653035,-0.88018894,0.11287979,-0.06294357,1.82594474,-1.93603610
-5.48374187,4.56365973,-5.11042846,0.63447287,-0.72084559,0.76812821,-1.06534560,0.01063010,-0.06189376,0.29674979,-0.53158269,1.56671879,-1.46724102,0.76826840,-0.85252475,0.11721719,-0.06484807,1.86553796,-1.91964427
-5.47773887,4.68080769,-5.05231109,0.64008075,-0.71926976,0.80697376,-1.06052746,0.01170369,-0.05834617,0.29878292,-0.51527115,1.56382222,-1.44977756,0.79158802,-0.82505148,0.12147642,-0.06704201,1.90583006,-1.90651201
-5.47173587,4.80171486,-5.00108583,0.64614143,-0.71823987,0.84783875,-1.05669467,0.01286680,-0.05495277,0.30134734,-0.49893762,1.56110479,-1.43344605,0.81635116,-0.79822156,0.12559379,-0.06955745,1.94625238,-1.89704038
-5.46573287,4.92488878,-4.95812985,0.65271067,-0.71781413,0.89002769,-1.05411976,0.01411172,-0.05175418,0.30449965,-0.48282370,1.55866630,-1.41855951,0.84243900,-0.77246629,0.12950291,-0.07242283,1.98627140,-1.89162331
-5.45972986,5.04891191,-4.92474146,0.65985355,-0.71804699,0.93285091,-1.05309046,0.01542933,-0.04878553,0.30828846,-0.46714960,1.55661311,-1.40540994,0.86975598,-0.74818400,0.13313648,-0.07566122,2.02540410,-1.89062860
-5.45372686,5.17248260,-4.90207912,0.66764387,-0.71898713,0.97564291,-1.05389018,0.01680914,-0.04607589,0.31275342,-0.45210926,1.55505748,-1.39425712,0.89823217,-0.72572870,0.13642842,-0.07928845,2.06323217,-1.89437717
-5.44772386,5.29445170,-4.89110087,0.67616298,-0.72067516,1.01778009,-1.05677803,0.01823939,-0.04364774,0.31792437,-0.43786630,1.55411686,-1.38531808,0.92782378,-0.70539983,0.13931596,-0.08331136,2.09941428,-1.90312170
-5.44172086,5.41385305,-4.89250783,0.68549808,-0.72314137,1.05869697,-1.06196967,0.01970725,-0.04151668,0.32382048,-0.42455089,1.55391284,-1.37875772,0.95851167,-0.68743344,0.14174184,-0.08772613,2.13369567,-1.91702608
-5.43571786,5.52992585,-4.90669492,0.69573975,-0.72640354,1.09790025,-1.06961999,0.02119896,-0.03969123,0.33044942,-0.41225761,1.55456942,-1.37468135,0.99029789,-0.67199529,0.14365638,-0.09251685,2.16591441,-1.93614682
-5.42971486,5.64212767,-4.93371207,0.70697887,-0.73046517,1.13498024,-1.07980889,0.02270012,-0.03817294,0.33780646,-0.40104439,1.55621036,-1.37312923,1.02320030,-0.65917605,0.14501938,-0.09765442,2.19600399,-1.96041792
-5.42371186,5.75013708,-4.97323853,0.71930295,-0.73531430,1.16961894,-1.09253085,0.02419599,-0.03695656,0.34587356,-0.39093252,1.55895549,-1.37407388,1.05724559,-0.64898911,0.14580172,-0.10309588,2.22399167,-1.98964019
-5.41770885,5.85384559,-5.02457231,0.73279186,-0.74092288,1.20159467,-1.10768896,0.02567173,-0.03603043,0.35461846,-0.38190781,1.56291586,-1.37741996,1.09246109,-0.64137082,0.14598665,-0.10878421,2.24999281,-2.02347595
-5.41170585,5.95333925,-5.08663589,0.74751324,-0.74724710,1.23078291,-1.12509392,0.02711275,-0.03537705,0.36399389,-0.37392277,1.56818783,-1.38300711,1.12886564,-0.63618354,0.14557065,-0.11464873,2.27420100,-2.06144971
-5.40570285,6.04887070,-5.15799873,0.76351769,-0.75422840,1.25715334,-1.14446792,0.02850501,-0.03497375,0.37393691,-0.36689984,1.57484632,-1.39061540,1.16646039,-0.63322121,0.14456377,-0.12060605,2.29687460,-2.10295524
-5.39969985,6.14082320,-5.23691592,0.78083393,-0.76179540,1.28076341,-1.16545323,0.02983528,-0.03479345,0.38436853,-0.36073548,1.58293747,-1.39997332,1.20521982,-0.63221736,0.14298957,-0.12656171,2.31832010,-2.14726879
-5.39369685,6.22966855,-5.32138156,0.79946419,-0.76986649,1.30174860,-1.18762509,0.03109140,-0.03480561,0.39519380,-0.35530505,1.59247115,-1.41076785,1.24508381,-0.63285520,0.14088447,-0.13241228,2.33887313,-2.19356811
-5.38769385,6.31592135,-5.40919459,0.81938013,-0.77835303,1.32031000,-1.21050810,0.03226252,-0.03497711,0.40630240,-0.35046828,1.60341390,-1.42265603,1.28595123,-0.63477952,0.13829671,-0.13804809,2.35887789,-2.24095660
-5.38169085,6.40009188,-5.49803404,0.84051927,-0.78716296,1.33669979,-1.23359521,0.03333923,-0.03527327,0.41756990,-0.34607511,1.61568257,-1.43527757,1.32767566,-0.63760974,0.13528479,-0.14335634,2.37866610,-2.28849120
-5.37568784,6.48264050,-5.58554006,0.86278245,-0.79620455,1.35120537,-1.25636828,0.03431370,-0.03565878,0.42885981,-0.34197173,1.62913949,-1.44826770,1.37006353,-0.64095380,0.13191568,-0.14822456,2.39853635,-2.33521308
-5.36968484,6.56393585,-5.66939694,0.88603211,-0.80538997,1.36413280,-1.27831902,0.03517977,-0.03609867,0.44002640,-0.33800655,1.64358938,-1.46126962,1.41287517,-0.64442208,0.12826258,-0.15254422,2.41873489,-2.38017920
-5.36368184,6.64421914,-5.74741382,0.91009180,-0.81463862,1.37579048,-1.29896922,0.03593293,-0.03655917,0.45091843,-0.33403589,1.65877850,-1.47394595,1.45582871,-0.64764095,0.12440260,-0.15621437,2.43943863,-2.42249351
-5.35767884,6.72357650,-5.81759928,0.93474677,-0.82387970,1.38647362,-1.31788923,0.03657031,-0.03700853,0.46138366,-0.32992917,1.67439631,-1.48598847,1.49860693,-0.65026526,0.12041428,-0.15914520,2.46074125,-2.46133588
-5.35167584,6.80192060,-5.87822614,0.95974575,-0.83305403,1.39645035,-1.33471374,0.03709067,-0.03741768,0.47127403,-0.32557338,1.69007977,-1.49712584,1.54086675,-0.65198938,0.11637515,-0.16126117,2.48264294,-2.49598760
-5.34567284,6.87898256,-5.92788343,0.98480384,-0.84211478,1.40594994,-1.34915406,0.03749421,-0.03776081,0.48045154,-0.32087665,1.70542020,-1.50712876,1.58225111,-0.65255626,0.11235937,-0.16250380,2.50504412,-2.52585193
