energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Li_s_up,S_s_up,S_p_up
-5.88594297,0.09859032,0.00003317,0.00319123,0.00661275,0.01259721,0.04839619,0.00190899,0.03882606
-5.87993997,0.10363825,0.00002473,0.00339410,0.00710630,0.01311359,0.05044047,0.00201942,0.04085595
-5.87393697,0.10901244,0.00001869,0.00361572,0.00766020,0.01364942,0.05254123,0.00213865,0.04301881
-5.86793397,0.11482298,0.00001449,0.00386057,0.00828501,0.01421533,0.05474335,0.00226913,0.04535936
-5.86193097,0.12119231,0.00001168,0.00413353,0.00899208,0.01482380,0.05709786,0.00241352,0.04792700
-5.85592796,0.12825109,0.00000993,0.00443966,0.00979322,0.01548863,0.05966029,0.00257462,0.05077423
-5.84992496,0.13613314,0.00000897,0.00478402,0.01070014,0.01622441,0.06248852,0.00275527,0.05395465
-5.84392196,0.14496951,0.00000864,0.00517147,0.01172395,0.01704581,0.06564037,0.00295820,0.05752058
-5.83791896,0.15488192,0.00000879,0.00560640,0.01287450,0.01796685,0.06917082,0.00318593,0.06152050
-5.83191596,0.16597578,0.00000931,0.00609249,0.01415977,0.01900010,0.07312901,0.00344056,0.06599627
-5.82591296,0.17833302,0.00001014,0.00663239,0.01558520,0.02015584,0.07755522,0.00372371,0.07098027
-5.81990995,0.19200512,0.00001121,0.00722754,0.01715309,0.02144134,0.08247789,0.00403629,0.07649265
-5.81390695,0.20700660,0.00001249,0.00787784,0.01886196,0.02286006,0.08791081,0.00437840,0.08253874
-5.80790395,0.22330948,0.00001393,0.00858149,0.02070614,0.02441105,0.09385071,0.00474923,0.08910682
-5.80190095,0.24083884,0.00001552,0.00933484,0.02267534,0.02608843,0.10027534,0.00514694,0.09616641
-5.79589795,0.25946996,0.00001721,0.01013226,0.02475440,0.02788107,0.10714217,0.00556861,0.10366710
-5.78989495,0.27902732,0.00001899,0.01096609,0.02692331,0.02977240,0.11438785,0.00601022,0.11153820
-5.78389195,0.29928550,0.00002082,0.01182674,0.02915726,0.03174054,0.12192849,0.00646668,0.11968904
-5.77788894,0.31997232,0.00002268,0.01270279,0.03142703,0.03375859,0.12966082,0.00693190,0.12801034
-5.77188594,0.34077408,0.00002454,0.01358118,0.03369956,0.03579513,0.13746427,0.00739887,0.13637623
-5.76588294,0.36134285,0.00002636,0.01444755,0.03593864,0.03781502,0.14520380,0.00785989,0.14464722
-5.75987994,0.38130575,0.00002812,0.01528658,0.03810591,0.03978034,0.15273364,0.00830668,0.15267390
-5.75387694,0.40027567,0.00002979,0.01608241,0.04016192,0.04165151,0.15990157,0.00873069,0.16030130
-5.74787394,0.41786334,0.00003133,0.01681915,0.04206737,0.04338857,0.16655371,0.00912331,0.16737364
-5.74187094,0.43368997,0.00003271,0.01748134,0.04378436,0.04495248,0.17253965,0.00947618,0.17373952
-5.73586793,0.44740023,0.00003391,0.01805451,0.04527775,0.04630653,0.17771765,0.00978142,0.17925701
-5.72986493,0.45867481,0.00003490,0.01852562,0.04651639,0.04741760,0.18195960,0.01003195,0.18379881
-5.72386193,0.46724202,0.00003566,0.01888356,0.04747437,0.04825745,0.18515579,0.01022169,0.18725682
-5.71785893,0.47288803,0.00003618,0.01911951,0.04813199,0.04880374,0.18721894,0.01034583,0.18954635
-5.71185593,0.47546519,0.00003644,0.01922729,0.04847671,0.04904096,0.18808757,0.01040093,0.19060941
-5.70585293,0.47489802,0.00003644,0.01920358,0.04850372,0.04896105,0.18772841,0.01038512,0.19041717
-5.69984992,0.47118670,0.00003618,0.01904803,0.04821636,0.04856377,0.18613777,0.01029811,0.18897139
-5.69384692,0.46440787,0.00003566,0.01876330,0.04762623,0.04785684,0.18334195,0.01014125,0.18630474
-5.68784392,0.45471265,0.00003491,0.01835493,0.04675302,0.04685569,0.17939639,0.00991742,0.18248006
-5.68184092,0.44232216,0.00003392,0.01783121,0.04562406,0.04558309,0.17438395,0.00963097,0.17758857
-5.67583792,0.42752058,0.00003274,0.01720281,0.04427370,0.04406838,0.16841215,0.00928755,0.17174714
-5.66983492,0.41064629,0.00003137,0.01648248,0.04274234,0.04234657,0.16160965,0.00889392,0.16509468
-5.66383192,0.39208126,0.00002986,0.01568460,0.04107541,0.04045730,0.15412213,0.00845770,0.15778798
-5.65782891,0.37223944,0.00002823,0.01482470,0.03932212,0.03844356,0.14610763,0.00798714,0.14999694
-5.65182591,0.35155445,0.00002653,0.01391899,0.03753416,0.03635048,0.13773176,0.00749083,0.14189968
-5.64582291,0.33046709,0.00002479,0.01298390,0.03576435,0.03422400,0.12916281,0.00697748,0.13367745
-5.63981991,0.30941329,0.00002305,0.01203556,0.03406527,0.03210959,0.12056701,0.00645565,0.12550971
-5.63381691,0.28881268,0.00002136,0.01108942,0.03248794,0.03005109,0.11210414,0.00593352,0.11756947
-5.62781391,0.26905838,0.00001976,0.01015988,0.03108059,0.02808957,0.10392356,0.00541871,0.11001905
-5.62181091,0.25050814,0.00001831,0.00925998,0.02988747,0.02626241,0.09616080,0.00491810,0.10300640
-5.61580790,0.23347701,0.00001707,0.00840118,0.02894790,0.02460248,0.08893485,0.00443776,0.09666199
-5.60980490,0.21823178,0.00001610,0.00759319,0.02829534,0.02313754,0.08234605,0.00398281,0.09109638
-5.60380190,0.20498715,0.00001548,0.00684389,0.02795672,0.02188972,0.07647474,0.00355743,0.08639852
-5.59779890,0.19390363,0.00001532,0.00615936,0.02795192,0.02087532,0.07138052,0.00316485,0.08263465
-5.59179590,0.18508706,0.00001573,0.00554388,0.02829341,0.02010463,0.06710220,0.00280738,0.07984801
-5.58579290,0.17858975,0.00001686,0.00500011,0.02898607,0.01958201,0.06365830,0.00248648,0.07805906
-5.57978989,0.17441301,0.00001888,0.00452920,0.03002732,0.01930607,0.06104809,0.00220288,0.07726638
-5.57378689,0.17251091,0.00002203,0.00413103,0.03140729,0.01927001,0.05925307,0.00195666,0.07744810
-5.56778389,0.17279530,0.00002658,0.00380440,0.03310933,0.01946207,0.05823881,0.00174740,0.07856385
-5.56178089,0.17514162,0.00003286,0.00354734,0.03511066,0.01986610,0.05795712,0.00157431,0.08055715
-5.55577789,0.17939565,0.00004129,0.00335729,0.03738325,0.02046221,0.05834846,0.00143634,0.08335819
-5.54977489,0.18538083,0.00005235,0.00323141,0.03989488,0.02122751,0.05934453,0.00133235,0.08688697
-5.54377189,0.19290609,0.00006663,0.00316678,0.04261037,0.02213693,0.06087097,0.00126119,0.09105667
-5.53776888,0.20177390,0.00008482,0.00316066,0.04549298,0.02316409,0.06285006,0.00122188,0.09577723
-5.53176588,0.21178843,0.00010770,0.00321066,0.04850594,0.02428213,0.06520355,0.00121363,0.10095902
-5.52576288,0.22276352,0.00013620,0.00331495,0.05161397,0.02546466,0.06785523,0.00123595,0.10651648
-5.51975988,0.23453025,0.00017134,0.00347237,0.05478488,0.02668661,0.07073349,0.00128873,0.11237163
-5.51375688,0.24694383,0.00021427,0.00368255,0.05799110,0.02792503,0.07377359,0.00137226,0.11845730
-5.50775388,0.25988949,0.00026627,0.00394595,0.06121107,0.02915987,0.07691970,0.00148721,0.12472002
-5.50175088,0.27328715,0.00032867,0.00426390,0.06443044,0.03037458,0.08012646,0.00163469,0.13112225
-5.49574787,0.28709460,0.00040294,0.00463856,0.06764302,0.03155663,0.08336025,0.00181616,0.13764409
-5.48974487,0.30130893,0.00049056,0.00507283,0.07085141,0.03269784,0.08659985,0.00203339,0.14428405
-5.48374187,0.31596607,0.00059306,0.00557026,0.07406722,0.03379448,0.08983661,0.00228838,0.15105906
-5.47773887,0.33113836,0.00071191,0.00613485,0.07731091,0.03484724,0.09307402,0.00258326,0.15800348
-5.47173587,0.34693012,0.00084856,0.00677090,0.08061123,0.03586097,0.09632674,0.00292018,0.16516722
-5.46573287,0.36347132,0.00100427,0.00748272,0.08400423,0.03684416,0.09961908,0.00330116,0.17261293
-5.45972986,0.38090960,0.00118015,0.00827442,0.08753190,0.03780827,0.10298292,0.00372795,0.18041238
-5.45372686,0.39940091,0.00137702,0.00914966,0.09124050,0.03876694,0.10645530,0.00420193,0.18864220
-5.44772386,0.41909925,0.00159539,0.01011136,0.09517868,0.03973496,0.11007563,0.00472390,0.19737911
-5.44172086,0.44014591,0.00183534,0.01116148,0.09939546,0.04072726,0.11388276,0.00529402,0.20669495
-5.43571786,0.46265890,0.00209653,0.01230080,0.10393815,0.04175782,0.11791200,0.00591167,0.21665173
-5.42971486,0.48672307,0.00237808,0.01352877,0.10885044,0.04283858,0.12219231,0.00657535,0.22729688
-5.42371186,0.51238146,0.00267858,0.01484338,0.11417058,0.04397852,0.12674370,0.00728266,0.23865921
-5.41770885,0.53962855,0.00299603,0.01624114,0.11992998,0.04518278,0.13157517,0.00803026,0.25074557
-5.41170585,0.56840573,0.00332786,0.01771707,0.12615206,0.04645204,0.13668314,0.00881390,0.26353855
-5.40570285,0.59859927,0.00367094,0.01926478,0.13285160,0.04778208,0.14205056,0.00962847,0.27699542
-5.39969985,0.63004115,0.00402162,0.02087668,0.14003450,0.04916366,0.14764681,0.01046809,0.29104823
-5.39369685,0.66251263,0.00437583,0.02254413,0.14769798,0.05058261,0.15342832,0.01132627,0.30560530
-5.38769385,0.69575033,0.00472911,0.02425772,0.15583113,0.05202023,0.15933988,0.01219606,0.32055385
-5.38169085,0.72945479,0.00507679,0.02600755,0.16441575,0.05345393,0.16531675,0.01307020,0.33576374
-5.37568784,0.76330070,0.00541409,0.02778351,0.17342745,0.05485813,0.17128721,0.01394136,0.35109206
-5.36968484,0.79694848,0.00573629,0.02957557,0.18283674,0.05620530,0.17717563,0.01480231,0.36638839
-5.36368184,0.83005648,0.00603884,0.03137400,0.19261013,0.05746717,0.18290574,0.01564614,0.38150029
-5.35767884,0.86229312,0.00631761,0.03316959,0.20271109,0.05861599,0.18840406,0.01646636,0.39627886
-5.35167584,0.89334835,0.00656895,0.03495372,0.21310066,0.05962582,0.19360311,0.01725714,0.41058404
-5.34567284,0.92294382,0.00678991,0.03671847,0.22373789,0.06047378,0.19844451,0.01801333,0.42428928
-5.33966983,0.95084143,0.00697832,0.03845655,0.23457978,0.06114115,0.20288148,0.01873063,0.43728558
-5.33366683,0.97684977,0.00713292,0.04016124,0.24558099,0.06161440,0.20688098,0.01940558,0.44948450
-5.32766383,1.00082848,0.00725340,0.04182617,0.25669321,0.06188597,0.21042508,0.02003557,0.46082032
-5.32166083,1.02269056,0.00734046,0.04344521,0.26786444,0.06195486,0.21351176,0.02061888,0.47125121
-5.31565783,1.04240267,0.00739581,0.04501217,0.27903808,0.06182705,0.21615503,0.02115463,0.48075957
-5.30965483,1.05998413,0.00742211,0.04652069,0.29015233,0.06151568,0.21838449,0.02164275,0.48935170
-5.30365183,1.07550470,0.00742289,0.04796403,0.30113973,0.06104097,0.22024438,0.02208396,0.49705696
-5.29764882,1.08908193,0.00740245,0.04933505,0.31192722,0.06043014,0.22179219,0.02247977,0.50392672
-5.29164582,1.10087849,0.00736573,0.05062619,0.32243684,0.05971700,0.22309708,0.02283251,0.51003328
-5.28564282,1.11109990,0.00731810,0.05182966,0.33258701,0.05894155,0.22423814,0.02314533,0.51546900
-5.27963982,1.11999305,0.00726522,0.05293772,0.34229473,0.05814947,0.22530264,0.02342236,0.52034572
-5.27363682,1.12784569,0.00721283,0.05394304,0.35147836,0.05739156,0.22638440,0.02366874,0.52479457
-5.26763382,1.13498679,0.00716653,0.05483927,0.36006115,0.05672309,0.22758224,0.02389079,0.52896626
-5.26163082,1.14178762,0.00713161,0.05562164,0.36797525,0.05620318,0.22899876,0.02409614,0.53303153
-5.25562781,1.14866310,0.00711289,0.05628759,0.37516595,0.05589412,0.23073912,0.02429385,0.53718171
-5.24962481,1.15607279,0.00711451,0.05683751,0.38159601,0.05586058,0.23291010,0.02449451,0.54162907
-5.24362181,1.16452087,0.00713985,0.05727535,0.38724957,0.05616882,0.23561912,0.02471031,0.54660665
-5.23761881,1.17455421,0.00719138,0.05760915,0.39213554,0.05688573,0.23897314,0.02495498,0.55236708
-5.23161581,1.18675787,0.00727060,0.05785151,0.39629000,0.05807773,0.24307747,0.02524372,0.55918022
-5.22561281,1.20174719,0.00737802,0.05801977,0.39977734,0.05980952,0.24803414,0.02559291,0.56732916
-5.21960980,1.22015612,0.00751314,0.05813603,0.40269007,0.06214266,0.25393994,0.02601986,0.57710434
-5.21360680,1.24262128,0.00767445,0.05822688,0.40514693,0.06513384,0.26088379,0.02654227,0.58879581
-5.20760380,1.26976193,0.00785954,0.05832292,0.40728942,0.06883313,0.26894375,0.02717765,0.60268344
-5.20160080,1.30215606,0.00806513,0.05845797,0.40927677,0.07328190,0.27818333,0.02794269,0.61902543
-5.19559780,1.34031342,0.00828720,0.05866804,0.41127948,0.07851074,0.28864744,0.02885240,0.63804534
-5.18959480,1.38464628,0.00852115,0.05899015,0.41347171,0.08453731,0.30035804,0.02991935,0.65991823
-5.18359180,1.43543951,0.00876186,0.05946096,0.41602293,0.09136423,0.31330960,0.03115278,0.68475648
-5.17758879,1.49282141,0.00900392,0.06011527,0.41908920,0.09897712,0.32746484,0.03255781,0.71259607
-5.17158579,1.55673702,0.00924173,0.06098463,0.42280453,0.10734300,0.34275076,0.03413468,0.74338421
-5.16558279,1.62692574,0.00946967,0.06209582,0.42727296,0.11640899,0.35905559,0.03587811,0.77696910
-5.15957979,1.70290496,0.00968225,0.06346962,0.43256162,0.12610158,0.37622662,0.03777691,0.81309258
-5.15357679,1.78396132,0.00987426,0.06511970,0.43869543,0.13632659,0.39406955,0.03981366,0.85138668
-5.14757379,1.86915073,0.01004087,0.06705178,0.44565366,0.14696975,0.41234928,0.04196475,0.89137426
-5.14157079,1.95730819,0.01017778,0.06926309,0.45336860,0.15789813,0.43079256,0.04420061,0.93247451
-5.13556778,2.04706766,0.01028131,0.07174219,0.46172667,0.16896232,0.44909238,0.04648626,0.97401327
-5.12956478,2.13689194,0.01034848,0.07446914,0.47057171,0.17999941,0.46691433,0.04878210,1.01523809
-5.12356178,2.22511185,0.01037708,0.07741598,0.47971056,0.19083673,0.48390449,0.05104496,1.05533780
-5.11755878,2.30997347,0.01036575,0.08054759,0.48892061,0.20129612,0.49969895,0.05322937,1.09346585
-5.11155578,2.38969166,0.01031397,0.08382287,0.49795891,0.21119872,0.51393440,0.05528898,1.12876659
-5.10555278,2.46250787,0.01022212,0.08719601,0.50657242,0.22037009,0.52625949,0.05717812,1.16040344
-5.09954977,2.52674952,0.01009147,0.09061815,0.51450891,0.22864540,0.53634645,0.05885344,1.18758780
-5.09354677,2.58088858,0.00992415,0.09403892,0.52152788,0.23587442,0.54390246,0.06027546,1.20960729
-5.08754377,2.62359648,0.00972315,0.09740817,0.52741094,0.24192636,0.54868023,0.06141007,1.22585209
-5.08154077,2.65379283,0.00949224,0.10067751,0.53197118,0.24669397,0.55048728,0.06222990,1.23583818
-5.07553777,2.67068581,0.00923592,0.10380183,0.53506093,0.25009703,0.54919352,0.06271544,1.23922627
-5.06953477,2.67380206,0.00895936,0.10674058,0.53657766,0.25208491,0.54473665,0.06285591,1.23583564
-5.06353177,2.66300497,0.00866825,0.10945874,0.53646758,0.25263809,0.53712522,0.06264981,1.22565213
-5.05752876,2.63850036,0.00836877,0.11192766,0.53472703,0.25176871,0.52643904,0.06210517,1.20882996
-5.05152576,2.60082950,0.00806737,0.11412544,0.53140131,0.24951989,0.51282715,0.06123942,1.18568729
-5.04552276,2.55084987,0.00777074,0.11603711,0.52658148,0.24596412,0.49650318,0.06007900,1.15669588
-5.03951976,2.48970467,0.00748560,0.11765454,0.52039895,0.24120062,0.47773851,0.05865860,1.12246516
-5.03351676,2.41878275,0.00721859,0.11897596,0.51301858,0.23535183,0.45685356,0.05702017,1.08372175
-5.02751376,2.33967086,0.00697610,0.12000545,0.50463044,0.22855935,0.43420751,0.05521170,1.04128521
-5.02151076,2.25410045,0.00676417,0.12075212,0.49544091,0.22097921,0.41018703,0.05328579,0.99604126
-5.01550775,2.16389168,0.00658835,0.12122928,0.48566343,0.21277707,0.38519457,0.05129823,0.94891371
-5.00950475,2.07089676,0.00645359,0.12145351,0.47550964,0.20412315,0.35963662,0.04930633,0.90083613
-5.00350175,1.97694535,0.00636417,0.12144378,0.46518108,0.19518745,0.33391252,0.04736749,0.85272469
-4.99749875,1.88379384,0.00632363,0.12122059,0.45486214,0.18613518,0.30840422,0.04553762,0.80545293
-4.99149575,1.79308040,0.00633478,0.12080525,0.44471427,0.17712273,0.28346740,0.04386976,0.75982958
-4.98549275,1.70628730,0.00639968,0.12021928,0.43487195,0.16829416,0.25942419,0.04241284,0.71657996
-4.97948974,1.62471119,0.00651971,0.11948388,0.42544021,0.15977846,0.23655769,0.04121054,0.67633149
-4.97348674,1.54944214,0.00669569,0.11861964,0.41649406,0.15168747,0.21510838,0.04030040,0.63960356
-4.96748374,1.48135119,0.00692796,0.11764632,0.40807933,0.14411453,0.19527237,0.03971302,0.60680176
-4.96148074,1.42108627,0.00721659,0.11658272,0.40021514,0.13713394,0.17720146,0.03947157,0.57821639
-4.95547774,1.36907573,0.00756153,0.11544669,0.39289739,0.13080093,0.16100473,0.03959134,0.55402477
-4.94947474,1.32553852,0.00796286,0.11425511,0.38610321,0.12515236,0.14675154,0.04007959,0.53429705
-4.94347174,1.29049983,0.00842094,0.11302390,0.37979595,0.12020784,0.13447551,0.04093547,0.51900488
-4.93746873,1.26381115,0.00893668,0.11176808,0.37393037,0.11597119,0.12417932,0.04215011,0.50803227
-4.93146573,1.24517322,0.00951165,0.11050165,0.36845784,0.11243226,0.11583997,0.04370694,0.50118817
-4.92546273,1.23416089,0.01014830,0.10923754,0.36333104,0.10956888,0.10941415,0.04558197,0.49821995
-4.91945973,1.23024871,0.01085003,0.10798741,0.35850824,0.10734892,0.10484353,0.04774435,0.49882736
-4.91345673,1.23283629,0.01162124,0.10676143,0.35395674,0.10573227,0.10205968,0.05015697,0.50267641
-4.90745373,1.24127269,0.01246732,0.10556799,0.34965552,0.10467287,0.10098849,0.05277714,0.50941272
-4.90145073,1.25487929,0.01339455,0.10441344,0.34559701,0.10412055,0.10155387,0.05555751,0.51867399
-4.89544772,1.27297071,0.01440998,0.10330179,0.34178794,0.10402274,0.10368076,0.05844688,0.53010147
-4.88944472,1.29487367,0.01552117,0.10223450,0.33824950,0.10432607,0.10729727,0.06139135,0.54335005
-4.88344172,1.31994353,0.01673594,0.10121029,0.33501675,0.10497775,0.11233612,0.06433530,0.55809709
-4.87743872,1.34757881,0.01806203,0.10022521,0.33213753,0.10592685,0.11873537,0.06722265,0.57404987
-4.87143572,1.37723365,0.01950678,0.09927264,0.32967093,0.10712544,0.12643844,0.06999802,0.59095170
-4.86543272,1.40842833,0.02107672,0.09834364,0.32768556,0.10852961,0.13539377,0.07260803,0.60858676
-4.85942971,1.44075813,0.02277728,0.09742731,0.32625773,0.11010039,0.14555399,0.07500246,0.62678376
-4.85342671,1.47390054,0.02461246,0.09651143,0.32546959,0.11180453,0.15687492,0.07713555,0.64541848
-4.84742371,1.50762078,0.02658458,0.09558307,0.32540738,0.11361530,0.16931445,0.07896707,0.66441521
-4.84142071,1.54177579,0.02869410,0.09462943,0.32615989,0.11551302,0.18283141,0.08046336,0.68374718
-4.83541771,1.57631625,0.03093952,0.09363867,0.32781692,0.11748557,0.19738459,0.08159824,0.70343587
-4.82941471,1.61128660,0.03331736,0.09260071,0.33046802,0.11952869,0.21293183,0.08235371,0.72354929
-4.82341171,1.64682263,0.03582227,0.09150801,0.33420115,0.12164608,0.22942935,0.08272044,0.74419898
-4.81740870,1.68314636,0.03844714,0.09035623,0.33910135,0.12384923,0.24683121,0.08269804,0.76553579
-4.81140570,1.72055776,0.04118331,0.08914472,0.34524924,0.12615697,0.26508889,0.08229503,0.78774416
-4.80540270,1.75942299,0.04402085,0.08787686,0.35271927,0.12859470,0.28415091,0.08152865,0.81103496
-4.79939970,1.80015911,0.04694879,0.08656004,0.36157755,0.13119323,0.30396239,0.08042422,0.83563670
-4.79339670,1.84321490,0.04995536,0.08520559,0.37187926,0.13398726,0.32446447,0.07901442,0.86178512
-4.78739370,1.88904820,0.05302818,0.08382825,0.38366559,0.13701354,0.34559347,0.07733821,0.88971137
-4.78139070,1.93809994,0.05615436,0.08244559,0.39696010,0.14030865,0.36727978,0.07543959,0.91962872
-4.77538769,1.99076559,0.05932055,0.08107712,0.41176475,0.14390655,0.38944634,0.07336615,0.95171833
-4.76938469,2.04736490,0.06251280,0.07974325,0.42805560,0.14783597,0.41200680,0.07116756,0.98611436
-4.76338169,2.10811110,0.06571646,0.07846421,0.44577834,0.15211770,0.43486336,0.06889391,1.02288908
-4.75737869,2.17308092,0.06891581,0.07725882,0.46484407,0.15676199,0.45790445,0.06659411,1.06203847
-4.75137569,2.24218702,0.07209375,0.07614342,0.48512546,0.16176607,0.48100228,0.06431433,1.10346927
-4.74537269,2.31515443,0.07523141,0.07513074,0.50645361,0.16711214,0.50401067,0.06209650,1.14698807
-4.73936968,2.39150266,0.07830779,0.07422906,0.52861613,0.17276575,0.52676316,0.05997707,1.19229337
-4.73336668,2.47053499,0.08129935,0.07344145,0.55135656,0.17867486,0.54907179,0.05798596,1.23897125
-4.72736368,2.55133619,0.08417987,0.07276538,0.57437543,0.18476958,0.57072681,0.05614570,1.28649533
-4.72136068,2.63277969,0.08692028,0.07219250,0.59733334,0.19096279,0.59149744,0.05447101,1.33423152
-4.71535768,2.71354473,0.08948880,0.07170879,0.61985597,0.19715151,0.61113386,0.05296856,1.38144773
-4.70935468,2.79214345,0.09185128,0.07129498,0.64154119,0.20321914,0.62937069,0.05163712,1.42732869
-4.70335168,2.86695760,0.09397166,0.07092720,0.66196808,0.20903853,0.64593182,0.05046801,1.47099549
-4.69734867,2.93628361,0.09581284,0.07057793,0.68070765,0.21447561,0.66053649,0.04944579,1.51152942
-4.69134567,2.99838461,0.09733763,0.07021713,0.69733500,0.21939369,0.67290673,0.04854925,1.54799930
-4.68534267,3.05154736,0.09850990,0.06981349,0.71144227,0.22365807,0.68277551,0.04775255,1.57949113
-4.67933967,3.09414164,0.09929593,0.06933577,0.72265208,0.22714077,0.68989567,0.04702656,1.60513907
-4.67333667,3.12467945,0.09966575,0.06875417,0.73063070,0.22972531,0.69404886,0.04634023,1.62415613
-4.66733367,3.14187148,0.09959452,0.06804167,0.73510037,0.23131110,0.69505434,0.04566203,1.63586346
-4.66133067,3.14467791,0.09906383,0.06717521,0.73585030,0.23181748,0.69277701,0.04496130,1.63971652
-4.65532766,3.13235142,0.09806280,0.06613677,0.73274557,0.23118696,0.68713434,0.04420952,1.63532722
-4.64932466,3.10447003,0.09658907,0.06491426,0.72573370,0.22938773,0.67810168,0.04338150,1.62248068
-4.64332166,3.06095854,0.09464941,0.06350218,0.71484848,0.22641517,0.66571584,0.04245624,1.60114591
-4.63731866,3.00209720,0.09226006,0.06190199,0.70021082,0.22229237,0.65007644,0.04141771,1.57147991
-4.63131566,2.92851758,0.08944675,0.06012234,0.68202665,0.21706965,0.63134515,0.04025529,1.53382489
-4.62531266,2.84118583,0.08624440,0.05817903,0.66058195,0.21082307,0.60974266,0.03896401,1.48869892
-4.61930965,2.74137417,0.08269638,0.05609471,0.63623516,0.20365207,0.58554365,0.03754455,1.43678038
-4.61330665,2.63062230,0.07885367,0.05389847,0.60940742,0.19567630,0.55906970,0.03600300,1.37888706
-4.60730365,2.51069059,0.07477361,0.05162529,0.58057106,0.18703191,0.53068084,0.03435040,1.31595096
-4.60130065,2.38350731,0.07051857,0.04931531,0.55023693,0.17786735,0.50076579,0.03260218,1.24898995
-4.59529765,2.25111255,0.06615447,0.04701313,0.51894119,0.16833905,0.46973150,0.03077740,1.17907764
-4.58929465,2.11560117,0.06174925,0.04476697,0.48723207,0.15860694,0.43799241,0.02889795,1.10731292
-4.58329165,1.97906738,0.05737139,0.04262797,0.45565726,0.14883028,0.40595992,0.02698769,1.03479024
-4.57728864,1.84355302,0.05308848,0.04064937,0.42475226,0.13916374,0.37403235,0.02507162,0.96257204
-4.57128564,1.71100142,0.04896592,0.03888582,0.39503021,0.12975394,0.34258603,0.02317500,0.89166413
-4.56528264,1.58321825,0.04506582,0.03739274,0.36697332,0.12073659,0.31196748,0.02132265,0.82299498
-4.55927964,1.46184019,0.04144600,0.03622566,0.34102610,0.11223424,0.28248725,0.01953824,0.75739917
-4.55327664,1.34831190,0.03815930,0.03543966,0.31759049,0.10435465,0.25441520,0.01784373,0.69560556
-4.54727364,1.24387122,0.03525292,0.03508877,0.29702251,0.09718984,0.22797760,0.01625891,0.63822981
-4.54127064,1.14954199,0.03276808,0.03522539,0.27963062,0.09081563,0.20335578,0.01480104,0.58577133
-4.53526763,1.06613371,0.03073969,0.03589969,0.26567511,0.08529176,0.18068623,0.01348466,0.53861398
-4.52926463,0.99424690,0.02919616,0.03715887,0.25536859,0.08066236,0.16006218,0.01232139,0.49702996
-4.52326163,0.93428273,0.02815929,0.03904650,0.24887691,0.07695675,0.14153619,0.01131991,0.46118638
-4.51725863,0.88645582,0.02764417,0.04160158,0.24632050,0.07419036,0.12512366,0.01048600,0.43115348
-4.51125563,0.85080866,0.02765908,0.04485766,0.24777562,0.07236582,0.11080699,0.00982254,0.40691400
-4.50525263,0.82722658,0.02820540,0.04884186,0.25327547,0.07147400,0.09854015,0.00932971,0.38837299
-4.49924962,0.81545246,0.02927747,0.05357375,0.26281095,0.07149498,0.08825335,0.00900507,0.37536747
-4.49324662,0.81510030,0.03086245,0.05906436,0.27633111,0.07239893,0.07985774,0.00884371,0.36767545
