energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Te_p_up,Te_d_up
-6.00000000,4.88664228,2.08034694,3.95902987,0.04776177,0.04392398,0.47990300,0.00000000
-5.99399700,4.91359640,2.07147224,3.99191869,0.04769972,0.04347947,0.47304254,0.00000000
-5.98799400,4.93481957,2.05810180,4.02137591,0.04749496,0.04294135,0.46476380,0.00000000
-5.98199100,4.95023715,2.04047558,4.04719672,0.04715340,0.04231050,0.45517226,0.00000000
-5.97598799,4.95989320,2.01890053,4.06925607,0.04668353,0.04158991,0.44439762,0.00000000
-5.96998499,4.96392729,1.99373726,4.08749223,0.04609587,0.04078476,0.43258916,0.00000000
-5.96398199,4.96254917,1.96538580,4.10188891,0.04540250,0.03990239,0.41991067,0.00000000
-5.95797899,4.95601329,1.93427124,4.11245757,0.04461642,0.03895222,0.40653510,0.00000000
-5.95197599,4.94459472,1.90083003,4.11922115,0.04375102,0.03794555,0.39263923,0.00000000
-5.94597299,4.92856845,1.86549759,4.12220064,0.04281950,0.03689540,0.37839860,0.00000000
-5.93996998,4.90819315,1.82869778,4.12140535,0.04183436,0.03581620,0.36398300,0.00000000
-5.93396698,4.88370039,1.79083471,4.11682769,0.04080703,0.03472344,0.34955254,0.00000000
-5.92796398,4.85528992,1.75228695,4.10844271,0.03974751,0.03363336,0.33525455,0.00000000
-5.92196098,4.82313091,1.71340417,4.09621243,0.03866422,0.03256256,0.32122143,0.00000000
-5.91595798,4.78736873,1.67450621,4.08009444,0.03756388,0.03152763,0.30756920,0.00000000
-5.90995498,4.74813644,1.63588397,4.06005409,0.03645156,0.03054472,0.29439703,0.00000000
-5.90395198,4.70556964,1.59780193,4.03607907,0.03533083,0.02962922,0.28178742,0.00000000
-5.89794897,4.65982329,1.56050165,4.00819520,0.03420391,0.02879537,0.26980701,0.00000000
-5.89194597,4.61108868,1.52420573,3.97648200,0.03307201,0.02805596,0.25850789,0.00000000
-5.88594297,4.55960908,1.48912170,3.94108651,0.03193557,0.02742201,0.24792916,0.00000000
-5.87993997,4.50569220,1.45544532,3.90223411,0.03079465,0.02690256,0.23809871,0.00000000
-5.87393697,4.44971833,1.42336301,3.86023512,0.02964916,0.02650443,0.22903492,0.00000000
-5.86793397,4.39214289,1.39305300,3.81548622,0.02849918,0.02623213,0.22074834,0.00000000
-5.86193097,4.33349286,1.36468526,3.76846614,0.02734517,0.02608781,0.21324305,0.00000000
-5.85592796,4.27435670,1.33842006,3.71972551,0.02618813,0.02607122,0.20651784,0.00000000
-5.84992496,4.21536821,1.31440548,3.66987083,0.02502973,0.02617987,0.20056705,0.00000000
-5.84392196,4.15718477,1.29277407,3.61954345,0.02387229,0.02640919,0.19538109,0.00000000
-5.83791896,4.10046126,1.27363902,3.56939434,0.02271881,0.02675281,0.19094670,0.00000000
-5.83191596,4.04582112,1.25709043,3.52005609,0.02157287,0.02720290,0.18724702,0.00000000
-5.82591296,3.99382609,1.24319192,3.47211349,0.02043852,0.02775066,0.18426150,0.00000000
-5.81990995,3.94494675,1.23197821,3.42607459,0.01932014,0.02838678,0.18196577,0.00000000
-5.81390695,3.89953560,1.22345400,3.38234387,0.01822227,0.02910204,0.18033147,0.00000000
-5.80790395,3.85780446,1.21759434,3.34119915,0.01714947,0.02988791,0.17932624,0.00000000
-5.80190095,3.81980788,1.21434685,3.30277378,0.01610620,0.03073716,0.17891386,0.00000000
-5.79589795,3.78543377,1.21363563,3.26704536,0.01509664,0.03164444,0.17905456,0.00000000
-5.78989495,3.75440200,1.21536681,3.23383176,0.01412465,0.03260686,0.17970559,0.00000000
-5.78389195,3.72627150,1.21943551,3.20279507,0.01319366,0.03362447,0.18082199,0.00000000
-5.77788894,3.70045562,1.22573365,3.17345322,0.01230667,0.03470058,0.18235760,0.00000000
-5.77188594,3.67624505,1.23415820,3.14519912,0.01146622,0.03584202,0.18426621,0.00000000
-5.76588294,3.65283739,1.24461917,3.11732619,0.01067440,0.03705918,0.18650277,0.00000000
-5.75987994,3.62937159,1.25704667,3.08905916,0.00993288,0.03836590,0.18902469,0.00000000
-5.75387694,3.60496562,1.27139635,3.05958851,0.00924295,0.03977905,0.19179302,0.00000000
-5.74787394,3.57875519,1.28765268,3.02810671,0.00860556,0.04131807,0.19477343,0.00000000
-5.74187094,3.54993154,1.30582940,2.99384446,0.00802133,0.04300413,0.19793701,0.00000000
-5.73586793,3.51777601,1.32596685,2.95610497,0.00749059,0.04485919,0.20126071,0.00000000
-5.72986493,3.48168976,1.34812600,2.91429447,0.00701338,0.04690486,0.20472732,0.00000000
-5.72386193,3.44121685,1.37237914,2.86794751,0.00658946,0.04916114,0.20832513,0.00000000
-5.71785893,3.39605968,1.39879750,2.81674576,0.00621826,0.05164503,0.21204707,0.00000000
-5.71185593,3.34608586,1.42743638,2.76052952,0.00589887,0.05436913,0.21588941,0.00000000
-5.70585293,3.29132659,1.45831839,2.69930142,0.00563001,0.05734031,0.21985016,0.00000000
-5.69984992,3.23196666,1.49141585,2.63322261,0.00540993,0.06055840,0.22392709,0.00000000
-5.69384692,3.16832703,1.52663332,2.56260161,0.00523645,0.06401514,0.22811558,0.00000000
-5.68784392,3.10084113,1.56379150,2.48787692,0.00510686,0.06769324,0.23240645,0.00000000
-5.68184092,3.03002665,1.60261369,2.40959451,0.00501795,0.07156589,0.23678377,0.00000000
-5.67583792,2.95645452,1.64271593,2.32838157,0.00496597,0.07559651,0.24122299,0.00000000
-5.66983492,2.88071702,1.68360179,2.24491816,0.00494669,0.07973895,0.24568936,0.00000000
-5.66383192,2.80339713,1.72466269,2.15990841,0.00495544,0.08393807,0.25013691,0.00000000
-5.65782891,2.72504065,1.76518417,2.07405263,0.00498720,0.08813079,0.25450801,0.00000000
-5.65182591,2.64613290,1.80435837,1.98802205,0.00503667,0.09224747,0.25873361,0.00000000
-5.64582291,2.56708097,1.84130256,1.90243706,0.00509846,0.09621372,0.26273420,0.00000000
-5.63981991,2.48820245,1.87508312,1.81784997,0.00516719,0.09995247,0.26642160,0.00000000
-5.63381691,2.40972098,1.90474421,1.73473291,0.00523771,0.10338633,0.26970129,0.00000000
-5.62781391,2.33176853,1.92933982,1.65347103,0.00530525,0.10644000,0.27247546,0.00000000
-5.62181091,2.25439391,1.94796798,1.57436086,0.00536562,0.10904278,0.27464651,0.00000000
-5.61580790,2.17757665,1.95980530,1.49761363,0.00541540,0.11113100,0.27612089,0.00000000
-5.60980490,2.10124523,1.96414042,1.42336280,0.00545212,0.11265023,0.27681311,0.00000000
-5.60380190,2.02529821,1.96040461,1.35167500,0.00547445,0.11355725,0.27664973,0.00000000
-5.59779890,1.94962693,1.94819814,1.28256351,0.00548230,0.11382164,0.27557314,0.00000000
-5.59179590,1.87413832,1.92731107,1.21600336,0.00547700,0.11342694,0.27354497,0.00000000
-5.58579290,1.79877656,1.89773746,1.15194691,0.00546137,0.11237127,0.27054893,0.00000000
-5.57978989,1.72354230,1.85968248,1.09033918,0.00543978,0.11066753,0.26659305,0.00000000
-5.57378689,1.64850856,1.81356197,1.03113203,0.00541823,0.10834301,0.26171107,0.00000000
-5.56778389,1.57383254,1.75999468,0.97429660,0.00540430,0.10543853,0.25596304,0.00000000
-5.56178089,1.49976289,1.69978750,0.91983341,0.00540712,0.10200717,0.24943504,0.00000000
-5.55577789,1.42664222,1.63391457,0.86777979,0.00543735,0.09811253,0.24223806,0.00000000
-5.54977489,1.35490485,1.56349109,0.81821453,0.00550698,0.09382683,0.23450604,0.00000000
-5.54377189,1.28507003,1.48974308,0.77125956,0.00562925,0.08922869,0.22639315,0.00000000
-5.53776888,1.21773102,1.41397438,0.72707879,0.00581839,0.08440081,0.21807043,0.00000000
-5.53176588,1.15354056,1.33753202,0.68587430,0.00608943,0.07942767,0.20972179,0.00000000
-5.52576288,1.09319323,1.26177132,0.64788002,0.00645787,0.07439327,0.20153964,0.00000000
