energy_ev,total_up,C_s_up,C_p_up,Na_s_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-5.45372686,6.65224254,0.02982325,0.28723908,0.98384215,0.05146584,3.68490377,1.44852250,0.99408453
-5.44772386,6.74715415,0.02840000,0.28701051,0.99541250,0.05133709,3.74680996,1.48357610,1.00848236
-5.44172086,6.84763823,0.02703423,0.28713247,1.00891941,0.05130256,3.81162944,1.52001036,1.02355605
-5.43571786,6.95131568,0.02575193,0.28758005,1.02402234,0.05136796,3.87788005,1.55710820,1.03900069
-5.42971486,7.05545580,0.02457569,0.28830818,1.04028265,0.05153480,3.94389022,1.59409313,1.05445595
-5.42371186,7.15707490,0.02352432,0.28925378,1.05717922,0.05180027,4.00785810,1.63015684,1.06951881
-5.41770885,7.25304731,0.02261257,0.29033880,1.07412772,0.05215735,4.06791723,1.66448830,1.08375853
-5.41170585,7.34022437,0.02185103,0.29147399,1.09050295,0.05259512,4.12220609,1.69630341,1.09673330
-5.40570285,7.41555679,0.02124619,0.29256315,1.10566323,0.05309923,4.16893886,1.72487392,1.10800787
-5.39969985,7.47621534,0.02080064,0.29350784,1.11897593,0.05365254,4.20647465,1.74955462,1.11717141
-5.39369685,7.51970495,0.02051339,0.29421214,1.12984293,0.05423588,4.23338217,1.76980758,1.12385482
-5.38769385,7.54396733,0.02038029,0.29458735,1.13772499,0.05482895,4.24849739,1.78522259,1.12774673
-5.38169085,7.54746766,0.02039455,0.29455641,1.14216388,0.05541133,4.25097145,1.79553279,1.12860737
-5.37568784,7.52926166,0.02054730,0.29405779,1.14280131,0.05596352,4.24030691,1.80062491,1.12627982
-5.36968484,7.48903980,0.02082813,0.29304872,1.13939376,0.05646793,4.21638058,1.80054357,1.12069791
-5.36368184,7.42714679,0.02122572,0.29150758,1.13182257,0.05690997,4.17945193,1.79548936,1.11189057
-5.35767884,7.34457519,0.02172834,0.28943537,1.12009883,0.05727889,4.13015652,1.78581089,1.09998224
-5.35167584,7.24293338,0.02232436,0.28685621,1.10436287,0.05756858,4.06948478,1.77199082,1.08518940
-5.34567284,7.12438922,0.02300266,0.28381685,1.08487846,0.05777822,3.99874675,1.75462667,1.06781338
-5.33966983,6.99159165,0.02375297,0.28038518,1.06202188,0.05791261,3.91952454,1.73440693,1.04822969
-5.33366683,6.84757374,0.02456607,0.27664794,1.03626668,0.05798238,3.83361425,1.71208375,1.02687440
-5.32766383,6.69564138,0.02543392,0.27270763,1.00816454,0.05800384,3.74296007,1.68844304,1.00422823
-5.32166083,6.53925231,0.02634967,0.26867888,0.97832342,0.05799865,3.64958308,1.66427357,0.98079899
-5.31565783,6.38189073,0.02730758,0.26468432,0.94738390,0.05799314,3.55550814,1.64033606,0.95710324
-5.30965483,6.22694276,0.02830282,0.26085026,0.91599474,0.05801742,3.46269150,1.61733388,0.93364785
-5.30365183,6.07757778,0.02933118,0.25730233,0.88478884,0.05810428,3.37295244,1.59588631,0.91091241
-5.29764882,5.93664047,0.03038883,0.25416113,0.85436053,0.05828786,3.28791144,1.57650569,0.88933302
-5.29164582,5.80655752,0.03147186,0.25153831,0.82524513,0.05860224,3.20893731,1.55957915,0.86928823
-5.28564282,5.68926242,0.03257600,0.24953286,0.79790159,0.05907985,3.13710515,1.54535576,0.85108755
-5.27963982,5.58614057,0.03369616,0.24822805,0.77269877,0.05974996,3.07316656,1.53393945,0.83496289
-5.27363682,5.49799630,0.03482620,0.24768885,0.74990575,0.06063714,3.01753268,1.52528781,0.82106320
-5.26763382,5.42504200,0.03595859,0.24795999,0.72968646,0.06175988,2.97027057,1.51921678,0.80945221
-5.26163082,5.36690893,0.03708420,0.24906455,0.71209859,0.06312934,2.93111226,1.51541061,0.80010939
-5.25562781,5.32267830,0.03819226,0.25100330,0.69709661,0.06474833,2.89947584,1.51343684,0.79293371
-5.24962481,5.29093037,0.03927029,0.25375441,0.68453859,0.06661061,2.87449709,1.51276518,0.78775003
-5.24362181,5.26980896,0.04030419,0.25727383,0.67419638,0.06870047,2.85507013,1.51278952,0.78431761
-5.23761881,5.25709812,0.04127851,0.26149611,0.66576849,0.07099266,2.83989504,1.51285217,0.78234034
-5.23161581,5.25030760,0.04217670,0.26633555,0.65889507,0.07345267,2.82753047,1.51226896,0.78147822
-5.22561281,5.24676367,0.04298151,0.27168787,0.65317442,0.07603744,2.81644904,1.51035458,0.78135953
-5.21960980,5.24370186,0.04367549,0.27743217,0.64818005,0.07869628,2.80509335,1.50644683,0.78159341
-5.21360680,5.23835849,0.04424148,0.28343319,0.64347788,0.08137223,2.79193076,1.49992912,0.78178218
-5.20760380,5.22805797,0.04466320,0.28954395,0.63864289,0.08400363,2.77550492,1.49025051,0.78153324
-5.20160080,5.21029351,0.04492582,0.29560865,0.63327449,0.08652588,2.75448256,1.47694250,0.78047023
-5.19559780,5.18279908,0.04501645,0.30146588,0.62701039,0.08887339,2.72769429,1.45963241,0.77824300
-5.18959480,5.14361100,0.04492474,0.30695202,0.61953833,0.09098160,2.69416814,1.43805294,0.77453653
-5.18359180,5.09111793,0.04464324,0.31190501,0.61060560,0.09278896,2.65315542,1.41204787,0.76907832
-5.17758879,5.02409855,0.04416780,0.31616817,0.60002601,0.09423888,2.60414827,1.38157408,0.76164448
-5.17158579,4.94174664,0.04349783,0.31959416,0.58768428,0.09528149,2.54688889,1.34669983,0.75206423
-5.16558279,4.84368342,0.04263644,0.32204901,0.57353791,0.09587520,2.48137057,1.30759996,0.74022291
-5.15957979,4.72995764,0.04159046,0.32341594,0.55761651,0.09598799,2.40783102,1.26454810,0.72606357
-5.15357679,4.60103398,0.04037034,0.32359906,0.54001889,0.09559835,2.32673853,1.21790658,0.70958706
-5.14757379,4.45777071,0.03898999,0.32252654,0.52090802,0.09469592,2.23877186,1.16811431,0.69085067
-5.14157079,4.30138758,0.03746645,0.32015337,0.50050430,0.09328165,2.14479478,1.11567339,0.66996562
-5.13556778,4.13342531,0.03581947,0.31646334,0.47907720,0.09136770,2.04582633,1.06113475,0.64709312
-5.12956478,3.95569803,0.03407107,0.31147027,0.45693593,0.08897693,1.94300801,1.00508333,0.62243946
-5.12356178,3.77024009,0.03224500,0.30521829,0.43441917,0.08614203,1.83756887,0.94812335,0.59625006
-5.11755878,3.57924891,0.03036621,0.29778110,0.41188439,0.08290440,1.73078981,0.89086386,0.56880261
-5.11155578,3.38502532,0.02846022,0.28926030,0.38969703,0.07931279,1.62396806,0.83390511,0.54039967
-5.10555278,3.18991307,0.02655262,0.27978262,0.36821978,0.07542170,1.51838284,0.77782582,0.51136066
-5.09954977,2.99623911,0.02466849,0.26949633,0.34780235,0.07128976,1.41526319,0.72317169,0.48201357
-5.09354677,2.80625592,0.02283192,0.25856674,0.32877175,0.06697797,1.31575849,0.67044536,0.45268673
-5.08754377,2.62208753,0.02106556,0.24717115,0.31142361,0.06254802,1.22091266,0.62009772,0.42370053
-5.08154077,2.44568043,0.01939021,0.23549328,0.29601432,0.05806067,1.13164213,0.57252087,0.39535970
-5.07553777,2.27876041,0.01782453,0.22371750,0.28275450,0.05357424,1.04871824,0.52804271,0.36794608
-5.06953477,2.12279647,0.01638478,0.21202306,0.27180358,0.04914331,0.97275410,0.48692304,0.34171225
-5.06353177,1.97897241,0.01508458,0.20057858,0.26326590,0.04481761,0.90419609,0.44935133,0.31687610
-5.05752876,1.84816683,0.01393485,0.18953699,0.25718802,0.04064115,0.84331986,0.41544598,0.29361657
-5.05152576,1.73094173,0.01294368,0.17903116,0.25355770,0.03665161,0.79023087,0.38525514,0.27207062
-5.04552276,1.62754004,0.01211632,0.16917040,0.25230416,0.03287997,0.74486909,0.35875888,0.25233153
-5.03951976,1.53789174,0.01145518,0.16003792,0.25329992,0.02935036,0.70701768,0.33587273,0.23444857
-5.03351676,1.46162852,0.01095994,0.15168936,0.25636401,0.02608014,0.67631526,0.31645244,0.21842795
-5.02751376,1.39810618,0.01062757,0.14415243,0.26126658,0.02308023,0.65227132,0.30029987,0.20423513
-5.02151076,1.34643418,0.01045248,0.13742765,0.26773482,0.02035552,0.63428441,0.28716988,0.19179821
-5.01550775,1.30551134,0.01042667,0.13149008,0.27545996,0.01790548,0.62166252,0.27677799,0.18101242
-5.00950475,1.27406657,0.01053993,0.12629199,0.28410538,0.01572484,0.61364517,0.26880880,0.17174542
-5.00350175,1.25070332,0.01078000,0.12176630,0.29331544,0.01380436,0.60942661,0.26292485,0.16384321
-4.99749875,1.23394653,0.01113289,0.11783059,0.30272493,0.01213158,0.60817954,0.25877574,0.15713659
-4.99149575,1.22229037,0.01158309,0.11439155,0.31196879,0.01069169,0.60907876,0.25600735,0.15144765
-4.98549275,1.21424561,0.01211396,0.11134962,0.32069188,0.00946823,0.61132416,0.25427088,0.14659637
-4.97948974,1.20838489,0.01270806,0.10860358,0.32855845,0.00844387,0.61416228,0.25323154,0.14240689
-4.97348674,1.20338472,0.01334753,0.10605507,0.33526102,0.00760111,0.61690615,0.25257654,0.13871335
-4.96748374,1.19806282,0.01401456,0.10361261,0.34052834,0.00692282,0.61895257,0.25202235,0.13536511
-4.96148074,1.19140968,0.01469180,0.10119521,0.34413221,0.00639285,0.61979658,0.25132083,0.13223117
-4.95547774,1.18261364,0.01536286,0.09873531,0.34589287,0.00599640,0.61904256,0.25026425,0.12920368
-4.94947474,1.17107852,0.01601273,0.09618099,0.34568281,0.00572044,0.61641181,0.24868889,0.12620053
-4.94347174,1.15643376,0.01662823,0.09349755,0.34342890,0.00555392,0.61174629,0.24647732,0.12316690
-4.93746873,1.13853663,0.01719843,0.09066813,0.33911267,0.00548794,0.60500855,0.24355908,0.12007581
-4.93146573,1.11746696,0.01771497,0.08769382,0.33276896,0.00551588,0.59627790,0.23990999,0.11692772
-4.92546273,1.09351457,0.01817231,0.08459291,0.32448283,0.00563333,0.58574297,0.23554999,0.11374920
-4.91945973,1.06716024,0.01856795,0.08139965,0.31438504,0.00583805,0.57369097,0.23053968,0.11059090
-4.91345673,1.03905112,0.01890246,0.07816250,0.30264625,0.00612977,0.56049416,0.22497569,0.10752478
-4.90745373,1.00997142,0.01917947,0.07494194,0.28947025,0.00650996,0.54659389,0.21898508,0.10464079
-4.90145073,0.98080991,0.01940546,0.07180811,0.27508649,0.00698152,0.53248297,0.21271892,0.10204327
-4.89544772,0.95252511,0.01958950,0.06883823,0.25974219,0.00754843,0.51868680,0.20634545,0.09984700
-4.88944472,0.92610979,0.01974286,0.06611405,0.24369453,0.00821533,0.50574408,0.20004292,0.09817327
-4.88344172,0.90255576,0.01987849,0.06371933,0.22720296,0.00898707,0.49418773,0.19399246,0.09714587
-4.87743872,0.88282039,0.02001047,0.06173753,0.21052210,0.00986826,0.48452658,0.18837126,0.09688741
-4.87143572,0.86779576,0.02015336,0.06024969,0.19389537,0.01086280,0.47722857,0.18334627,0.09751570
-4.86543272,0.85828151,0.02032152,0.05933262,0.17754956,0.01197341,0.47270584,0.17906870,0.09914071
-4.85942971,0.85496219,0.02052846,0.05905742,0.16169042,0.01320125,0.47130236,0.17566950,0.10186179
-4.85342671,0.85838970,0.02078621,0.05948834,0.14649939,0.01454550,0.47328434,0.17325605,0.10576545
-4.84742371,0.86897132,0.02110470,0.06068194,0.13213141,0.01600310,0.47883387,0.17191005,0.11092359
-4.84142071,0.88696358,0.02149128,0.06268665,0.11871383,0.01756851,0.48804572,0.17168694,0.11739232
-4.83541771,0.91247206,0.02195032,0.06554257,0.10634631,0.01923364,0.50092775,0.17261671,0.12521127
-4.82941471,0.94545691,0.02248292,0.06928161,0.09510155,0.02098779,0.51740449,0.17470603,0.13440335
-4.82341171,0.98574401,0.02308680,0.07392784,0.08502679,0.02281781,0.53732409,0.17794193,0.14497514
-4.81740870,1.03304103,0.02375628,0.07949812,0.07614586,0.02470836,0.56046817,0.18229650,0.15691766
-4.81140570,1.08695796,0.02448245,0.08600282,0.06846162,0.02664221,0.58656422,0.18773282,0.17020756
-4.80540270,1.14703126,0.02525341,0.09344681,0.06195873,0.02860076,0.61530024,0.19421154,0.18480875
-4.79939970,1.21275068,0.02605472,0.10183049,0.05660642,0.03056455,0.64634082,0.20169812,0.20067437
-4.79339670,1.28358773,0.02686985,0.11115098,0.05236141,0.03251396,0.67934422,0.21017016,0.21774903
-4.78739370,1.35902471,0.02768079,0.12140331,0.04917059,0.03442982,0.71397973,0.21962465,0.23597124
-4.78139070,1.43858313,0.02846867,0.13258174,0.04697357,0.03629414,0.74994441,0.23008460,0.25527608
-4.77538769,1.52185024,0.02921443,0.14468096,0.04570503,0.03809082,0.78697877,0.24160486,0.27559790
-4.76938469,1.60850263,0.02989948,0.15769732,0.04529668,0.03980626,0.82488045,0.25427651,0.29687294
-4.76338169,1.69832561,0.03050632,0.17162998,0.04567902,0.04142997,0.86351528,0.26822972,0.31904194
-4.75737869,1.79122763,0.03101912,0.18648185,0.04678278,0.04295506,0.90282524,0.28363460,0.34205250
-4.75137569,1.88724858,0.03142428,0.20226037,0.04853999,0.04437861,0.94283278,0.30069995,0.36586105
-4.74537269,1.98656167,0.03171080,0.21897803,0.05088482,0.04570192,0.98364118,0.31966967,0.39043446
-4.73936968,2.08946830,0.03187069,0.23665255,0.05375419,0.04693063,1.02543082,0.34081687,0.41575113
-4.73336668,2.19638592,0.03189914,0.25530670,0.05708801,0.04807466,1.06845137,0.36443573,0.44180136
-4.72736368,2.30782920,0.03179468,0.27496767,0.06082932,0.04914810,1.11301020,0.39083128,0.46858715
-4.72136068,2.42438487,0.03155924,0.29566605,0.06492418,0.05016885,1.15945731,0.42030754,0.49612120
-4.71535768,2.54668146,0.03119803,0.31743432,0.06932138,0.05115829,1.20816752,0.45315432,0.52442520
-4.70935468,2.67535484,0.03071942,0.34030495,0.07397202,0.05214074,1.25952055,0.48963336,0.55352739
-4.70335168,2.81101131,0.03013469,0.36430809,0.07882901,0.05314297,1.31388007,0.52996436,0.58345954
-4.69734867,2.95418978,0.02945776,0.38946900,0.08384644,0.05419356,1.37157267,0.57431168,0.61425340
-4.69134567,3.10532503,0.02870479,0.41580526,0.08897897,0.05532237,1.43286765,0.62277231,0.64593680
-4.68534267,3.26471379,0.02789380,0.44332401,0.09418119,0.05655987,1.49795900,0.67536592,0.67852957
-4.67933967,3.43248558,0.02704425,0.47201914,0.09940711,0.05793665,1.56695024,0.73202753,0.71203956
-4.67333667,3.60857994,0.02617655,0.50186885,0.10460965,0.05948283,1.63984313,0.79260337,0.74645893
-4.66733367,3.79273123,0.02531165,0.53283352,0.10974036,0.06122759,1.71653087,0.85685035,0.78176095
-4.66133067,3.98446228,0.02447055,0.56485414,0.11474933,0.06319871,1.79679624,0.92443926,0.81789749
-4.65532766,4.18308700,0.02367383,0.59785131,0.11958534,0.06542212,1.88031477,0.99496175,0.85479739
-4.64932466,4.38772219,0.02294124,0.63172497,0.12419621,0.06792151,1.96666290,1.06794089,0.89236579
-4.64332166,4.59730778,0.02229127,0.66635473,0.12852950,0.07071789,2.05533054,1.14284488,0.93048453
-4.63731866,4.81063445,0.02174078,0.70160094,0.13253344,0.07382916,2.14573753,1.21910326,0.96901344
-4.63131566,5.02637696,0.02130465,0.73730627,0.13615807,0.07726960,2.23725284,1.29612484,1.00779264
-4.62531266,5.24313128,0.02099546,0.77329779,0.13935671,0.08104937,2.32921552,1.37331653,1.04664548
-4.61930965,5.45945324,0.02082328,0.80938929,0.14208740,0.08517388,2.42095610,1.45010198,1.08538204
-4.61330665,5.67389648,0.02079544,0.84538378,0.14431462,0.08964318,2.51181723,1.52593907,1.12380293
-4.60730365,5.88504739,0.02091639,0.88107598,0.14601087,0.09445120,2.60117235,1.60033548,1.16170304
-4.60130065,6.09155522,0.02118762,0.91625454,0.14715820,0.09958510,2.68844130,1.67286134,1.19887513
-4.59529765,6.29215579,0.02160765,0.95070410,0.14774968,0.10502452,2.77310221,1.74315856,1.23511291
-4.58929465,6.48568783,0.02217206,0.98420695,0.14779045,0.11074095,2.85469908,1.81094633,1.27021360
-4.58329165,6.67110161,0.02287360,1.01654434,0.14729859,0.11669725,2.93284486,1.87602267,1.30397979
-4.57728864,6.84746019,0.02370233,1.04749756,0.14630553,0.12284729,3.00722029,1.93826223,1.33622056
-4.57128564,7.01393422,0.02464586,1.07684878,0.14485609,0.12913587,3.07756891,1.99761063,1.36675214
-4.56528264,7.16979178,0.02568954,1.10438203,0.14300805,0.13549897,3.14368912,2.05407591,1.39539800
-4.55927964,7.31438500,0.02681685,1.12988418,0.14083123,0.14186428,3.20542418,2.10771786,1.42198886
-4.55327664,7.44713578,0.02800966,1.15314648,0.13840624,0.14815224,3.26265134,2.15863602,1.44636255
-4.54727364,7.56752250,0.02924857,1.17396650,0.13582269,0.15427738,3.31527118,2.20695717,1.46836435
-4.54127064,7.67506978,0.03051336,1.19215089,0.13317721,0.16015005,3.36319834,2.25282314,1.48784771
-4.53526763,7.76934277,0.03178326,1.20751882,0.13057103,0.16567864,3.40635429,2.29637967,1.50467572
-4.52926463,7.84994710,0.03303739,1.21990618,0.12810742,0.17077195,3.44466304,2.33776669,1.51872342
-4.52326163,7.91653484,0.03425512,1.22917046,0.12588900,0.17534186,3.47804998,2.37711053,1.52988090
-4.51725863,7.96881619,0.03541638,1.23519603,0.12401491,0.17930607,3.50644387,2.41451812,1.53805723
-4.51125563,8.00657613,0.03650205,1.23789967,0.12257806,0.18259089,3.52978174,2.45007306,1.54318488
-4.50525263,8.02969438,0.03749422,1.23723593,0.12166246,0.18513383,3.54801605,2.48383333,1.54522459
-4.49924962,8.03816702,0.03837651,1.23320194,0.12134068,0.18688591,3.56112338,2.51583034,1.54417019
-4.49324662,8.03212753,0.03913432,1.22584137,0.12167157,0.18781368,3.56911371,2.54606876,1.54005304
