energy_ev,total_up,C_s_up,C_p_up,Na_s_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-5.49574787,5.05387052,0.03738326,0.07902888,0.02411784,1.11781353,3.20219450,1.76996386,0.00000000
-5.48974487,5.07663059,0.03620245,0.07610907,0.02330713,1.11936235,3.25101031,1.75141560,0.00000000
-5.48374187,5.10766904,0.03510991,0.07367060,0.02272180,1.12313205,3.30123806,1.73849915,0.00000000
-5.47773887,5.14328578,0.03409097,0.07167658,0.02235237,1.12836352,3.35012579,1.73015865,0.00000000
-5.47173587,5.17959173,0.03312930,0.07008054,0.02218406,1.13425348,3.39489531,1.72521722,0.00000000
-5.46573287,5.21265614,0.03220783,0.06882880,0.02219729,1.13998537,3.43284141,1.72242536,0.00000000
-5.45972986,5.23865335,0.03130965,0.06786304,0.02236842,1.14476022,3.46142840,1.72051017,0.00000000
-5.45372686,5.25400292,0.03041881,0.06712296,0.02267048,1.14782653,3.47837991,1.71822352,0.00000000
-5.44772386,5.25549778,0.02952102,0.06654882,0.02307406,1.14850799,3.48175817,1.71438760,0.00000000
-5.44172086,5.24041559,0.02860420,0.06608396,0.02354828,1.14622799,3.47002974,1.70793622,0.00000000
-5.43571786,5.20660958,0.02765887,0.06567704,0.02406172,1.14053039,3.44211502,1.69795061,0.00000000
-5.42971486,5.15257599,0.02667846,0.06528410,0.02458343,1.13109571,3.39742009,1.68368889,0.00000000
-5.42371186,5.07749668,0.02565932,0.06487028,0.02508385,1.11775250,3.33584998,1.66460842,0.00000000
-5.41770885,4.98125622,0.02460078,0.06441121,0.02553574,1.10048356,3.25780348,1.64038067,0.00000000
-5.41170585,4.86443421,0.02350493,0.06389403,0.02591504,1.07942719,3.16415054,1.61089861,0.00000000
-5.40570285,4.72827435,0.02237638,0.06331799,0.02620164,1.05487341,3.05619384,1.57627675,0.00000000
-5.39969985,4.57463275,0.02122192,0.06269471,0.02638001,1.02725566,2.93561695,1.53684416,0.00000000
-5.39369685,4.40590855,0.02005018,0.06204791,0.02643979,0.99713835,2.80442181,1.49313127,0.00000000
-5.38769385,4.22496048,0.01887113,0.06141292,0.02637618,0.96520080,2.66485878,1.44585093,0.00000000
-5.38169085,4.03501330,0.01769576,0.06083565,0.02619029,0.93221824,2.51935233,1.39587488,0.00000000
-5.37568784,3.83955793,0.01653560,0.06037132,0.02588931,0.89904052,2.37042569,1.34420642,0.00000000
-5.36968484,3.64224929,0.01540240,0.06008281,0.02548659,0.86656921,2.22062742,1.29195027,0.00000000
-5.36368184,3.44680531,0.01430777,0.06003884,0.02500166,0.83573378,2.07246251,1.24028072,0.00000000
-5.35767884,3.25691048,0.01326293,0.06031178,0.02446010,0.80746761,1.92833018,1.19040898,0.00000000
-5.35167584,3.07612642,0.01227846,0.06097544,0.02389347,0.78268427,1.79047017,1.14355067,0.00000000
-5.34567284,2.90781192,0.01136417,0.06210267,0.02333911,0.76225490,1.66091856,1.10089440,0.00000000
-5.33966983,2.75505383,0.01052897,0.06376296,0.02283998,0.74698697,1.54147373,1.06357206,0.00000000
-5.33366683,2.62060995,0.00978084,0.06602004,0.02244451,0.73760517,1.43367265,1.03263174,0.00000000
-5.32766383,2.50686445,0.00912682,0.06892959,0.02220641,0.73473454,1.33877691,1.00901362,0.00000000
-5.32166083,2.41579574,0.00857309,0.07253709,0.02218462,0.73888637,1.25776804,0.99352948,0.00000000
-5.31565783,2.34895652,0.00812497,0.07687594,0.02244313,0.75044711,1.19135080,0.98684614,0.00000000
-5.30965483,2.30746509,0.00778709,0.08196577,0.02305093,0.76967042,1.13996341,0.98947287,0.00000000
-5.30365183,2.29200706,0.00756351,0.08781120,0.02408182,0.79667248,1.10379320,1.00175320,0.00000000
-5.29764882,2.30284614,0.00745778,0.09440089,0.02561427,0.83143061,1.08279645,1.02386071,0.00000000
-5.29164582,2.33984254,0.00747313,0.10170704,0.02773102,0.87378515,1.07672092,1.05579899,0.00000000
-5.28564282,2.40247774,0.00761259,0.10968532,0.03051868,0.92344437,1.08512990,1.09740526,0.00000000
-5.27963982,2.48988390,0.00787901,0.11827528,0.03406695,0.97999226,1.10742661,1.14835738,0.00000000
-5.27363682,2.60087661,0.00827524,0.12740110,0.03846769,1.04289885,1.14287797,1.20818387,0.00000000
-5.26763382,2.73398959,0.00880407,0.13697294,0.04381354,1.11153256,1.19063704,1.27627628,0.00000000
-5.26163082,2.88750999,0.00946831,0.14688848,0.05019631,1.18517434,1.24976344,1.35190343,0.00000000
-5.25562781,3.05951330,0.01027073,0.15703495,0.05770482,1.26303289,1.31924150,1.43422699,0.00000000
-5.24962481,3.24789686,0.01121399,0.16729137,0.06642246,1.34426051,1.39799579,1.52231774,0.00000000
-5.24362181,3.45041140,0.01230053,0.17753104,0.07642435,1.42796913,1.48490412,1.61517215,0.00000000
-5.23761881,3.66469008,0.01353247,0.18762421,0.08777411,1.51324601,1.57880819,1.71172860,0.00000000
-5.23161581,3.88827495,0.01491141,0.19744070,0.10052051,1.59916858,1.67852203,1.81088320,0.00000000
-5.22561281,4.11864087,0.01643827,0.20685268,0.11469388,1.68481831,1.78283884,1.91150463,0.00000000
-5.21960980,4.35321734,0.01811314,0.21573723,0.13030258,1.76929316,1.89053666,2.01244817,0.00000000
-5.21360680,4.58940865,0.01993508,0.22397885,0.14732962,1.85171860,2.00038342,2.11256871,0.00000000
-5.20760380,4.82461331,0.02190199,0.23147169,0.16572972,1.93125720,2.11114203,2.21073290,0.00000000
-5.20160080,5.05624347,0.02401055,0.23812155,0.18542676,2.00711682,2.22157612,2.30583069,0.00000000
-5.19559780,5.28174520,0.02625608,0.24384760,0.20631215,2.07855760,2.33045693,2.39678637,0.00000000
-5.18959480,5.49862055,0.02863264,0.24858375,0.22824397,2.14489808,2.43657184,2.48256950,0.00000000
-5.18359180,5.70445189,0.03113302,0.25227965,0.25104726,2.20552048,2.53873483,2.56220588,0.00000000
-5.17758879,5.89692904,0.03374892,0.25490140,0.27451546,2.25987576,2.63579895,2.63478879,0.00000000
-5.17158579,6.07387927,0.03647107,0.25643181,0.29841303,2.30748827,2.72667092,2.69949064,0.00000000
-5.16558279,6.23329978,0.03928952,0.25687043,0.32247945,2.34796053,2.81032737,2.75557490,0.00000000
-5.15957979,6.37339209,0.04219384,0.25623313,0.34643422,2.38097786,2.88583239,2.80240826,0.00000000
-5.15357679,6.49259723,0.04517341,0.25455150,0.36998309,2.40631302,2.95235576,2.83947269,0.00000000
-5.14757379,6.58963029,0.04821761,0.25187184,0.39282503,2.42383065,3.00919084,2.86637687,0.00000000
-5.14157079,6.66351276,0.05131608,0.24825400,0.41465987,2.43349115,3.05577145,2.88286665,0.00000000
-5.13556778,6.71360074,0.05445878,0.24376998,0.43519627,2.43535378,3.09168655,2.88883369,0.00000000
-5.12956478,6.73960731,0.05763608,0.23850228,0.45415965,2.42957852,3.11669195,2.88432187,0.00000000
-5.12356178,6.74161720,0.06083864,0.23254223,0.47129979,2.41642632,3.13071804,2.86953072,0.00000000
-5.11755878,6.72009253,0.06405724,0.22598811,0.48639775,2.39625737,3.13387298,2.84481539,0.00000000
-5.11155578,6.67586842,0.06728252,0.21894329,0.49927175,2.36952714,3.12644080,2.81068284,0.00000000
-5.10555278,6.61013805,0.07050454,0.21151430,0.50978186,2.33677994,3.10887434,2.76778401,0.00000000
-5.09954977,6.52442715,0.07371236,0.20380899,0.51783312,2.29864010,3.08178304,2.71690190,0.00000000
-5.09354677,6.42055869,0.07689350,0.19593472,0.52337710,2.25580082,3.04591617,2.65893599,0.00000000
-5.08754377,6.30060888,0.08003344,0.18799672,0.52641182,2.20901086,3.00214200,2.59488329,0.00000000
-5.08154077,6.16685640,0.08311517,0.18009653,0.52697996,2.15905980,2.95142419,2.52581671,0.00000000
-5.07553777,6.02172689,0.08611882,0.17233073,0.52516569,2.10676203,2.89479629,2.45286163,0.00000000
-5.06953477,5.86773521,0.08902145,0.16478977,0.52109007,2.05294032,2.83333582,2.37717146,0.00000000
-5.06353177,5.70742806,0.09179701,0.15755713,0.51490553,1.99840961,2.76813903,2.29990329,0.00000000
-5.05752876,5.54332926,0.09441652,0.15070866,0.50678947,1.94396145,2.70029777,2.22219438,0.00000000
-5.05152576,5.37789001,0.09684850,0.14431208,0.49693760,1.89034985,2.63087929,2.14514051,0.00000000
-5.04552276,5.21344586,0.09905961,0.13842683,0.48555709,1.83827890,2.56090989,2.06977674,0.00000000
-5.03951976,5.05218159,0.10101558,0.13310394,0.47285999,1.78839242,2.49136282,1.99706119,0.00000000
-5.03351676,4.89610482,0.10268225,0.12838612,0.45905721,1.74126594,2.42315066,1.92786207,0.00000000
-5.02751376,4.74702818,0.10402683,0.12430794,0.44435321,1.69740085,2.35712191,1.86294803,0.00000000
-5.02151076,4.60655958,0.10501922,0.12089600,0.42894164,1.65722073,2.29406123,1.80298174,0.00000000
-5.01550775,4.47609947,0.10563337,0.11816917,0.41300193,1.62106940,2.23469265,1.74851630,0.00000000
-5.00950475,4.35684355,0.10584853,0.11613875,0.39669705,1.58921059,2.17968449,1.69999407,0.00000000
-5.00350175,4.24978920,0.10565045,0.11480857,0.38017218,1.56182861,2.12965513,1.65774738,0.00000000
-4.99749875,4.15574377,0.10503233,0.11417501,0.36355436,1.53902973,2.08517812,1.62200043,0.00000000
-4.99149575,4.07533286,0.10399549,0.11422691,0.34695289,1.52084389,2.04678578,1.59287199,0.00000000
-4.98549275,4.00900720,0.10254977,0.11494538,0.33046045,1.50722656,2.01497014,1.57037832,0.00000000
-4.97948974,3.95704678,0.10071359,0.11630361,0.31415461,1.49806036,1.99018070,1.55443605,0.00000000
-4.97348674,3.91956167,0.09851357,0.11826654,0.29809960,1.49315670,1.97281833,1.54486484,0.00000000
-4.96748374,3.89648918,0.09598396,0.12079069,0.28234824,1.49225724,1.96322552,1.54138972,0.00000000
-4.96148074,3.88758787,0.09316559,0.12382393,0.26694387,1.49503561,1.96167314,1.54364350,0.00000000
-4.95547774,3.89242915,0.09010466,0.12730550,0.25192204,1.50109942,1.96834428,1.55116930,0.00000000
-4.94947474,3.91038777,0.08685127,0.13116620,0.23731206,1.50999316,1.98331637,1.56342381,0.00000000
-4.94347174,3.94063284,0.08345781,0.13532883,0.22313825,1.52120215,2.00654242,1.57978169,0.00000000
-4.93746873,3.98212103,0.07997731,0.13970894,0.20942092,1.53415800,2.03783311,1.59954154,0.00000000
-4.93146573,4.03359379,0.07646173,0.14421593,0.19617705,1.54824569,2.07684091,1.62193399,0.00000000
-4.92546273,4.09358029,0.07296044,0.14875449,0.18342073,1.56281272,2.12304779,1.64613215,0.00000000
-4.91945973,4.16040738,0.06951875,0.15322639,0.17116346,1.57718002,2.17575776,1.67126462,0.00000000
-4.91345673,4.23221752,0.06617667,0.15753252,0.15941426,1.59065487,2.23409546,1.69643107,0.00000000
-4.90745373,4.30699536,0.06296798,0.16157527,0.14817965,1.60254529,2.29701146,1.72072024,0.00000000
-4.90145073,4.38260272,0.05991950,0.16526092,0.13746372,1.61217579,2.36329492,1.74322988,0.00000000
-4.89544772,4.45682150,0.05705073,0.16850226,0.12726804,1.61890375,2.43159357,1.76308804,0.00000000
-4.88944472,4.52740323,0.05437369,0.17122104,0.11759177,1.62213597,2.50044080,1.77947506,0.00000000
-4.88344172,4.59212382,0.05189317,0.17335034,0.10843166,1.62134478,2.56828913,1.79164529,0.00000000
-4.87743872,4.64884126,0.04960715,0.17483655,0.09978224,1.61608283,2.63354890,1.79894763,0.00000000
-4.87143572,4.69555407,0.04750749,0.17564114,0.09163604,1.60599616,2.69463096,1.80084401,0.00000000
-4.86543272,4.73045798,0.04558078,0.17574174,0.08398377,1.59083486,2.74999148,1.79692483,0.00000000
-4.85942971,4.75199838,0.04380938,0.17513284,0.07681470,1.57046070,2.79817730,1.78692064,0.00000000
-4.85342671,4.75891621,0.04217249,0.17382577,0.07011696,1.54485169,2.83786981,1.77070947,0.00000000
-4.84742371,4.75028527,0.04064732,0.17184813,0.06387787,1.51410301,2.86792545,1.74831942,0.00000000
-4.84142071,4.72553928,0.03921022,0.16924259,0.05808430,1.47842449,2.88741135,1.71992625,0.00000000
-4.83541771,4.68448751,0.03783779,0.16606510,0.05272302,1.43813470,2.89563433,1.68584624,0.00000000
-4.82941471,4.62731855,0.03650789,0.16238271,0.04778102,1.39365192,2.89216236,1.64652453,0.00000000
-4.82341171,4.55459215,0.03520050,0.15827092,0.04324575,1.34548238,2.87683747,1.60251956,0.00000000
-4.81740870,4.46721974,0.03389851,0.15381084,0.03910549,1.29420640,2.84977988,1.55448447,0.00000000
-4.81140570,4.36643499,0.03258827,0.14908619,0.03534948,1.24046297,2.81138327,1.50314626,0.00000000
-4.80540270,4.25375586,0.03126000,0.14418042,0.03196821,1.18493355,2.76230186,1.44928387,0.00000000
-4.79939970,4.13094030,0.02990803,0.13917389,0.02895352,1.12832566,2.70342992,1.39370619,0.00000000
-4.79339670,3.99993789,0.02853086,0.13414142,0.02629878,1.07135708,2.63587510,1.33723108,0.00000000
-4.78739370,3.86283974,0.02713106,0.12915029,0.02399893,1.01474120,2.56092697,1.28066624,0.00000000
-4.78139070,3.72182887,0.02571499,0.12425865,0.02205049,0.95917408,2.48002223,1.22479290,0.00000000
-4.77538769,3.57913344,0.02429252,0.11951458,0.02045157,0.90532350,2.39470843,1.17035272,0.00000000
-4.76938469,3.43698419,0.02287646,0.11495568,0.01920171,0.85382050,2.30660760,1.11803847,0.00000000
-4.76338169,3.29757778,0.02148212,0.11060929,0.01830171,0.80525326,2.21738131,1.06848838,0.00000000
-4.75737869,3.16304664,0.02012667,0.10649315,0.01775336,0.76016342,2.12869823,1.02228412,0.00000000
-4.75137569,3.03543551,0.01882858,0.10261669,0.01755905,0.71904461,2.04220517,0.97995205,0.00000000
-4.74537269,2.91668455,0.01760699,0.09898247,0.01772133,0.68234280,1.95950205,0.94196695,0.00000000
-4.73936968,2.80861803,0.01648111,0.09558808,0.01824234,0.65045807,1.88212097,0.90875764,0.00000000
-4.73336668,2.71293745,0.01546974,0.09242802,0.01912325,0.62374725,1.81150922,0.88071343,0.00000000
-4.72736368,2.63121744,0.01459066,0.08949564,0.02036349,0.60252689,1.74901576,0.85819050,0.00000000
-4.72136068,2.56490275,0.01386026,0.08678499,0.02196010,0.58707584,1.69588043,0.84151728,0.00000000
-4.71535768,2.51530455,0.01329308,0.08429231,0.02390693,0.57763715,1.65322501,0.83099790,0.00000000
-4.70935468,2.48359435,0.01290143,0.08201731,0.02619397,0.57441846,1.62204524,0.82691303,0.00000000
-4.70335168,2.47079413,0.01269516,0.07996398,0.02880664,0.57759088,1.60320278,0.82951758,0.00000000
-4.69734867,2.47776172,0.01268127,0.07814093,0.03172520,0.58728576,1.59741638,0.83903497,0.00000000
-4.69134567,2.50517095,0.01286380,0.07656132,0.03492433,0.60358957,1.60525173,0.85564789,0.00000000
-4.68534267,2.55348652,0.01324356,0.07524225,0.03837281,0.62653677,1.62710942,0.87948595,0.00000000
-4.67933967,2.62293437,0.01381802,0.07420380,0.04203339,0.65610098,1.66321127,0.91061060,0.00000000
-4.67333667,2.71346875,0.01458120,0.07346766,0.04586298,0.69218490,1.71358511,0.94899825,0.00000000
-4.66733367,2.82473774,0.01552360,0.07305549,0.04981291,0.73460959,1.77804881,0.99452251,0.00000000
-4.66133067,2.95604951,0.01663219,0.07298713,0.05382960,0.78310362,1.85619441,1.04693676,0.00000000
-4.65532766,3.10634182,0.01789049,0.07327873,0.05785540,0.83729319,1.94737360,1.10585837,0.00000000
-4.64932466,3.27415752,0.01927867,0.07394090,0.06182961,0.89669369,2.05068591,1.17075574,0.00000000
-4.64332166,3.45762881,0.02077377,0.07497709,0.06568980,0.96070387,2.16497117,1.24093961,0.00000000
-4.63731866,3.65447274,0.02235002,0.07638214,0.06937326,1.02860324,2.28880766,1.31555949,0.00000000
-4.63131566,3.86200034,0.02397919,0.07814131,0.07281851,1.09955341,2.42051737,1.39360638,0.00000000
-4.62531266,4.07714083,0.02563111,0.08022961,0.07596696,1.17260399,2.55817951,1.47392216,0.00000000
-4.61930965,4.29648222,0.02727428,0.08261178,0.07876454,1.24670333,2.69965318,1.55521620,0.00000000
-4.61330665,4.51632840,0.02887647,0.08524262,0.08116324,1.32071437,2.84260966,1.63608891,0.00000000
-4.60730365,4.73277211,0.03040551,0.08806803,0.08312261,1.39343525,2.98457416,1.71506185,0.00000000
-4.60130065,4.94178241,0.03183006,0.09102640,0.08461098,1.46362460,3.12297678,1.79061366,0.00000000
-4.59529765,5.13930414,0.03312042,0.09405056,0.08560654,1.53003058,3.25521123,1.86122045,0.00000000
-4.58929465,5.32136629,0.03424935,0.09707008,0.08609812,1.59142295,3.37870008,1.92539933,0.00000000
-4.58329165,5.48419536,0.03519281,0.10001385,0.08608561,1.64662688,3.49096413,1.98175323,0.00000000
-4.57728864,5.62432928,0.03593070,0.10281288,0.08558015,1.69455742,3.58969362,2.02901515,0.00000000
-4.57128564,5.73872717,0.03644744,0.10540312,0.08460394,1.73425295,3.67281835,2.06608985,0.00000000
-4.56528264,5.82487019,0.03673246,0.10772819,0.08318968,1.76490634,3.73857374,2.09209126,0.00000000
-4.55927964,5.88084861,0.03678048,0.10974188,0.08137981,1.78589227,3.78555994,2.10637350,0.00000000
-4.55327664,5.90543107,0.03659173,0.11141035,0.07922534,1.79678949,3.81279104,2.10855436,0.00000000
-4.54727364,5.89811230,0.03617186,0.11271382,0.07678453,1.79739665,3.81973177,2.09852979,0.00000000
-4.54127064,5.85913655,0.03553176,0.11364764,0.07412132,1.78774113,3.80631982,2.07647876,0.00000000
-4.53526763,5.78949508,0.03468717,0.11422279,0.07130365,1.76808001,3.77297207,2.04285808,0.00000000
-4.52926463,5.69089714,0.03365815,0.11446567,0.06840159,1.73889301,3.72057394,1.99838731,0.00000000
-4.52326163,5.56571511,0.03246836,0.11441706,0.06548553,1.70086765,3.65045204,1.94402435,0.00000000
-4.51725863,5.41690568,0.03114429,0.11413057,0.06262430,1.65487698,3.56433055,1.88093280,0.00000000
-4.51125563,5.24791005,0.02971440,0.11367025,0.05988338,1.60195082,3.46427319,1.81044234,0.00000000
-4.50525263,5.06253720,0.02820817,0.11310782,0.05732315,1.54324166,3.35261272,1.73400398,0.00000000
-4.49924962,4.86483492,0.02665523,0.11251933,0.05499740,1.47998655,3.23187112,1.65314195,0.00000000
-4.49324662,4.65895404,0.02508442,0.11198159,0.05295191,1.41346677,3.10467345,1.56940442,0.00000000
