energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Ir_p_up,Ir_d_up,S_s_up,S_p_up
-5.78989495,1.30874065,0.02528823,0.11042728,0.00623770,0.00000000,0.42972468,0.58007901,0.00106463,0.56618919
-5.78389195,1.28098676,0.02474093,0.10675356,0.00629752,0.00000000,0.43483769,0.55992205,0.00098035,0.55833928
-5.77788894,1.25756404,0.02413235,0.10406561,0.00636280,0.00000000,0.44133528,0.54223636,0.00092035,0.55131797
-5.77188594,1.23845953,0.02346568,0.10244971,0.00643336,0.00000000,0.44921584,0.52700028,0.00088344,0.54504225
-5.76588294,1.22369586,0.02274690,0.10197472,0.00650936,0.00000000,0.45846035,0.51421268,0.00086862,0.53946557
-5.75987994,1.21332290,0.02198455,0.10269199,0.00659127,0.00000000,0.46903001,0.50388953,0.00087506,0.53457373
-5.75387694,1.20740751,0.02118943,0.10463573,0.00667977,0.00000000,0.48086428,0.49605926,0.00090204,0.53037935
-5.74787394,1.20602222,0.02037422,0.10782387,0.00677568,0.00000000,0.49387954,0.49075765,0.00094899,0.52691535
-5.74187094,1.20923366,0.01955300,0.11225920,0.00687986,0.00000000,0.50796847,0.48802225,0.00101538,0.52422793
-5.73586793,1.21709133,0.01874065,0.11793092,0.00699316,0.00000000,0.52300016,0.48788709,0.00110076,0.52236939
-5.72986493,1.22961768,0.01795234,0.12481636,0.00711630,0.00000000,0.53882121,0.49037765,0.00120468,0.52139121
-5.72386193,1.24679971,0.01720288,0.13288279,0.00724982,0.00000000,0.55525775,0.49550670,0.00132664,0.52133794
-5.71785893,1.26858283,0.01650620,0.14208934,0.00739402,0.00000000,0.57211827,0.50327093,0.00146610,0.52224185
-5.71185593,1.29486698,0.01587478,0.15238883,0.00754892,0.00000000,0.58919735,0.51364866,0.00162241,0.52411891
-5.70585293,1.32550518,0.01531919,0.16372940,0.00771423,0.00000000,0.60628012,0.52659860,0.00179479,0.52696600
-5.69984992,1.36030441,0.01484774,0.17605598,0.00788934,0.00000000,0.62314720,0.54205958,0.00198232,0.53075945
-5.69384692,1.39902847,0.01446619,0.18931143,0.00807333,0.00000000,0.63958008,0.55995113,0.00218392,0.53545494
-5.68784392,1.44140258,0.01417754,0.20343731,0.00826500,0.00000000,0.65536662,0.58017477,0.00239835,0.54098859
-5.68184092,1.48711905,0.01398201,0.21837427,0.00846290,0.00000000,0.67030651,0.60261568,0.00262420,0.54727904
-5.67583792,1.53584370,0.01387708,0.23406197,0.00866537,0.00000000,0.68421651,0.62714465,0.00285991,0.55423045
-5.66983492,1.58722238,0.01385762,0.25043864,0.00887059,0.00000000,0.69693517,0.65361987,0.00310381,0.56173603
-5.66383192,1.64088723,0.01391619,0.26744024,0.00907668,0.00000000,0.70832695,0.68188865,0.00335413,0.56968193
-5.65782891,1.69646218,0.01404331,0.28499928,0.00928169,0.00000000,0.71828557,0.71178859,0.00360901,0.57795131
-5.65182591,1.75356758,0.01422795,0.30304345,0.00948372,0.00000000,0.72673649,0.74314844,0.00386662,0.58642827
-5.64582291,1.81182365,0.01445788,0.32149406,0.00968093,0.00000000,0.73363844,0.77578833,0.00412510,0.59500145
-5.63981991,1.87085288,0.01472024,0.34026448,0.00987160,0.00000000,0.73898396,0.80951977,0.00438270,0.60356732
-5.63381691,1.93028141,0.01500197,0.35925881,0.01005417,0.00000000,0.74279899,0.84414524,0.00463775,0.61203280
-5.62781391,1.98973972,0.01529031,0.37837063,0.01022725,0.00000000,0.74514158,0.87945783,0.00488875,0.62031730
-5.62181091,2.04886278,0.01557319,0.39748229,0.01038964,0.00000000,0.74609960,0.91524101,0.00513435,0.62835413
-5.61580790,2.10729012,0.01583972,0.41646462,0.01054036,0.00000000,0.74578783,0.95126874,0.00537343,0.63609116
-5.60980490,2.16466615,0.01608039,0.43517723,0.01067860,0.00000000,0.74434423,0.98730637,0.00560507,0.64349093
-5.60380190,2.22064094,0.01628742,0.45346947,0.01080373,0.00000000,0.74192570,1.02311223,0.00582858,0.65053009
-5.59779890,2.27487183,0.01645487,0.47118195,0.01091528,0.00000000,0.73870332,1.05844025,0.00604345,0.65719832
-5.59179590,2.32702585,0.01657872,0.48814881,0.01101289,0.00000000,0.73485730,1.09304351,0.00624938,0.66349682
-5.58579290,2.37678310,0.01665686,0.50420038,0.01109631,0.00000000,0.73057160,1.12667880,0.00644621,0.66943631
-5.57978989,2.42384091,0.01668901,0.51916641,0.01116532,0.00000000,0.72602857,1.15911190,0.00663391,0.67503485
-5.57378689,2.46791855,0.01667651,0.53287957,0.01121974,0.00000000,0.72140346,1.19012342,0.00681247,0.68031536
-5.56778389,2.50876231,0.01662213,0.54517907,0.01125936,0.00000000,0.71685917,1.21951493,0.00698193,0.68530299
-5.56178089,2.54615035,0.01652976,0.55591435,0.01128395,0.00000000,0.71254122,1.24711481,0.00714224,0.69002245
-5.55577789,2.57989719,0.01640408,0.56494855,0.01129320,0.00000000,0.70857314,1.27278367,0.00729326,0.69449545
-5.54977489,2.60985723,0.01625028,0.57216169,0.01128670,0.00000000,0.70505241,1.29641872,0.00743470,0.69873814
-5.54377189,2.63592703,0.01607368,0.57745342,0.01126398,0.00000000,0.70204704,1.31795691,0.00756606,0.70275884
-5.53776888,2.65804611,0.01587947,0.58074515,0.01122445,0.00000000,0.69959299,1.33737630,0.00768663,0.70655603
-5.53176588,2.67619605,0.01567244,0.58198171,0.01116749,0.00000000,0.69769244,1.35469576,0.00779545,0.71011673
-5.52576288,2.69039786,0.01545676,0.58113222,0.01109237,0.00000000,0.69631313,1.36997255,0.00789133,0.71341535
-5.51975988,2.70070770,0.01523582,0.57819048,0.01099838,0.00000000,0.69538872,1.38329809,0.00797288,0.71641303
-5.51375688,2.70721120,0.01501216,0.57317463,0.01088480,0.00000000,0.69482030,1.39479190,0.00803851,0.71905754
-5.50775388,2.71001656,0.01478746,0.56612640,0.01075098,0.00000000,0.69447899,1.40459402,0.00808653,0.72128382
-5.50175088,2.70924709,0.01456258,0.55710984,0.01059638,0.00000000,0.69420959,1.41285628,0.00811521,0.72301512
-5.49574787,2.70503333,0.01433767,0.54620978,0.01042062,0.00000000,0.69383530,1.41973287,0.00812283,0.72416473
-5.48974487,2.69750546,0.01411237,0.53352994,0.01022353,0.00000000,0.69316318,1.42537068,0.00810779,0.72463830
-5.48374187,2.68678647,0.01388599,0.51919092,0.01000522,0.00000000,0.69199041,1.42989999,0.00806872,0.72433665
-5.47773887,2.67298634,0.01365776,0.50332813,0.00976609,0.00000000,0.69011098,1.43342600,0.00800453,0.72315902
-5.47173587,2.65619780,0.01342708,0.48608960,0.00950689,0.00000000,0.68732271,1.43602161,0.00791452,0.72100666
-5.46573287,2.63649383,0.01319381,0.46763386,0.00922874,0.00000000,0.68343428,1.43772201,0.00779840,0.71778660
-5.45972986,2.61392703,0.01295849,0.44812784,0.00893311,0.00000000,0.67827206,1.43852117,0.00765643,0.71341551
-5.45372686,2.58853109,0.01272254,0.42774476,0.00862191,0.00000000,0.67168655,1.43837065,0.00748933,0.70782358
-5.44772386,2.56032404,0.01248853,0.40666211,0.00829737,0.00000000,0.66355809,1.43718061,0.00729841,0.70095816
-5.44172086,2.52931339,0.01226024,0.38505966,0.00796209,0.00000000,0.65380188,1.43482316,0.00708547,0.69278714
-5.43571786,2.49550275,0.01204285,0.36311748,0.00761898,0.00000000,0.64237187,1.43113773,0.00685278,0.68330201
-5.42971486,2.45889965,0.01184297,0.34101399,0.00727121,0.00000000,0.62926370,1.42593834,0.00660308,0.67252036
-5.42371186,2.41952429,0.01166866,0.31892407,0.00692217,0.00000000,0.61451642,1.41902231,0.00633944,0.66048794
-5.41770885,2.37741873,0.01152941,0.29701720,0.00657539,0.00000000,0.59821308,1.41018013,0.00606519,0.64728004
-5.41170585,2.33265621,0.01143611,0.27545567,0.00623452,0.00000000,0.58048015,1.39920596,0.00578387,0.63300240
-5.40570285,2.28535015,0.01140092,0.25439295,0.00590323,0.00000000,0.56148599,1.38590834,0.00549910,0.61779136
-5.39969985,2.23566261,0.01143717,0.23397221,0.00558519,0.00000000,0.54143820,1.37012071,0.00521446,0.60181351
-5.39369685,2.18381167,0.01155919,0.21432497,0.00528398,0.00000000,0.52058024,1.35171124,0.00493348,0.58526467
-5.38769385,2.13007767,0.01178213,0.19557013,0.00500310,0.00000000,0.49918732,1.33059175,0.00465951,0.56836836
-5.38169085,2.07480798,0.01212179,0.17781320,0.00474590,0.00000000,0.47756172,1.30672527,0.00439569,0.55137372
-5.37568784,2.01842002,0.01259432,0.16114586,0.00451556,0.00000000,0.45602777,1.28013205,0.00414490,0.53455284
-5.36968484,1.96140255,0.01321602,0.14564588,0.00431510,0.00000000,0.43492648,1.25089395,0.00390974,0.51819775
-5.36368184,1.90431498,0.01400300,0.13137735,0.00414736,0.00000000,0.41461017,1.21915693,0.00369254,0.50261689
-5.35767884,1.84778462,0.01497090,0.11839125,0.00401498,0.00000000,0.39543694,1.18513176,0.00349536,0.48813114
-5.35167584,1.79250189,0.01613448,0.10672625,0.00392044,0.00000000,0.37776535,1.14909280,0.00332003,0.47506954
-5.34567284,1.73921342,0.01750727,0.09640980,0.00386607,0.00000000,0.36194915,1.11137509,0.00316818,0.46376461
-5.33966983,1.68871303,0.01910113,0.08745932,0.00385402,0.00000000,0.34833218,1.07236960,0.00304131,0.45454733
-5.33366683,1.64183064,0.02092578,0.07988354,0.00388630,0.00000000,0.33724353,1.03251704,0.00294079,0.44774181
-5.32766383,1.59941915,0.02298836,0.07368378,0.00396475,0.00000000,0.32899283,0.99230008,0.00286795,0.44365977
-5.32166083,1.56233948,0.02529291,0.06885523,0.00409106,0.00000000,0.32386563,0.95223437,0.00282409,0.44259470
-5.31565783,1.53144379,0.02783997,0.06538799,0.00426673,0.00000000,0.32211909,0.91285837,0.00281051,0.44481588
-5.30965483,1.50755717,0.03062605,0.06326802,0.00449306,0.00000000,0.32397755,0.87472230,0.00282853,0.45056232
-5.30365183,1.49145810,0.03364331,0.06247764,0.00477107,0.00000000,0.32962829,0.83837631,0.00287945,0.46003658
-5.29764882,1.48385789,0.03687918,0.06299589,0.00510151,0.00000000,0.33921728,0.80435813,0.00296458,0.47339874
-5.29164582,1.48537962,0.04031613,0.06479840,0.00548475,0.00000000,0.35284500,0.77318048,0.00308514,0.49076049
-5.28564282,1.49653703,0.04393151,0.06785704,0.00592072,0.00000000,0.37056229,0.74531847,0.00324223,0.51217950
-5.27963982,1.51771383,0.04769758,0.07213915,0.00640885,0.00000000,0.39236643,0.72119725,0.00343673,0.53765432
-5.27363682,1.54914426,0.05158161,0.07760658,0.00694798,0.00000000,0.41819743,0.70118024,0.00366925,0.56711978
-5.26763382,1.59089531,0.05554613,0.08421444,0.00753628,0.00000000,0.44793475,0.68555829,0.00393998,0.60044339
-5.26163082,1.64285156,0.05954942,0.09190976,0.00817119,0.00000000,0.48139469,0.67454009,0.00424864,0.63742254
-5.25562781,1.70470323,0.06354606,0.10063013,0.00884934,0.00000000,0.51832854,0.66824412,0.00459435,0.67778315
-5.24962481,1.77593828,0.06748765,0.11030237,0.00956653,0.00000000,0.55842193,0.66669254,0.00497557,0.72117959
-5.24362181,1.85583910,0.07132374,0.12084143,0.01031766,0.00000000,0.60129545,0.66980722,0.00538997,0.76719634
-5.23761881,1.94348458,0.07500274,0.13214955,0.01109675,0.00000000,0.64650695,0.67740833,0.00583445,0.81535140
-5.23161581,2.03775789,0.07847308,0.14411588,0.01189698,0.00000000,0.69355559,0.68921544,0.00630508,0.86510169
-5.22561281,2.13736031,0.08168431,0.15661654,0.01271069,0.00000000,0.74188794,0.70485160,0.00679706,0.91585041
-5.21960980,2.24083130,0.08458826,0.16951531,0.01352950,0.00000000,0.79090610,0.72385003,0.00730483,0.96695644
-5.21360680,2.34657454,0.08714028,0.18266487,0.01434445,0.00000000,0.83997792,0.74566381,0.00782208,1.01774567
-5.20760380,2.45288968,0.08930030,0.19590870,0.01514610,0.00000000,0.88844914,0.76967798,0.00834190,1.06752412
-5.20160080,2.55800905,0.09103392,0.20908362,0.01592473,0.00000000,0.93565724,0.79522414,0.00885686,1.11559252
-5.19559780,2.66013842,0.09231333,0.22202278,0.01667058,0.00000000,0.98094666,0.82159691,0.00935924,1.16126201
-5.18959480,2.75750054,0.09311808,0.23455924,0.01737403,0.00000000,1.02368493,0.84807194,0.00984119,1.20387056
-5.18359180,2.84838029,0.09343570,0.24652974,0.01802587,0.00000000,1.06327907,0.87392479,0.01029493,1.24279951
-5.17758879,2.93116950,0.09326206,0.25777876,0.01861757,0.00000000,1.09919178,0.89845019,0.01071304,1.27748963
-5.17158579,3.00441016,0.09260156,0.26816257,0.01914146,0.00000000,1.13095661,0.92098083,0.01108861,1.30745618
-5.16558279,3.06683407,0.09146705,0.27755309,0.01959100,0.00000000,1.15819148,0.94090525,0.01141550,1.33230227
-5.15957979,3.11739753,0.08987950,0.28584145,0.01996097,0.00000000,1.18061001,0.95768394,0.01168856,1.35172999
-5.15357679,3.15530951,0.08786746,0.29294100,0.02024765,0.00000000,1.19802996,0.97086323,0.01190378,1.36554882
-5.14757379,3.18005221,0.08546632,0.29878975,0.02044891,0.00000000,1.21037850,0.98008642,0.01205845,1.37368091
-5.14157079,3.19139311,0.08271734,0.30335197,0.02056432,0.00000000,1.21769391,0.98510167,0.01215128,1.37616298
-5.13556778,3.18938798,0.07966654,0.30661901,0.02059516,0.00000000,1.22012366,0.98576657,0.01218245,1.37314473
-5.12956478,3.17437489,0.07636349,0.30860918,0.02054436,0.00000000,1.21791886,0.98204905,0.01215363,1.36488376
-5.12356178,3.14695945,0.07286002,0.30936681,0.02041647,0.00000000,1.21142547,0.97402485,0.01206794,1.35173736
-5.11755878,3.10799194,0.06920887,0.30896051,0.02021747,0.00000000,1.20107247,0.96187168,0.01192986,1.33415128
-5.11155578,3.05853764,0.06546245,0.30748058,0.01995460,0.00000000,1.18735767,0.94586033,0.01174510,1.31264621
-5.10555278,2.99984141,0.06167158,0.30503591,0.01963616,0.00000000,1.17083176,0.92634328,0.01152047,1.28780240
-5.09954977,2.93328832,0.05788442,0.30175038,0.01927124,0.00000000,1.15208133,0.90374126,0.01126359,1.26024313
-5.09354677,2.86036191,0.05414551,0.29775890,0.01886948,0.00000000,1.13171152,0.87852837,0.01098273,1.23061772
-5.08754377,2.78260179,0.05049502,0.29320335,0.01844076,0.00000000,1.11032910,0.85121649,0.01068651,1.19958466
-5.08154077,2.70156216,0.04696815,0.28822845,0.01799495,0.00000000,1.08852654,0.82233938,0.01038368,1.16779558
-5.07553777,2.61877280,0.04359485,0.28297789,0.01754167,0.00000000,1.06686764,0.79243731,0.01008283,1.13588050
-5.06953477,2.53570366,0.04039960,0.27759062,0.01709002,0.00000000,1.04587519,0.76204260,0.00979213,1.10443490
-5.06353177,2.45373419,0.03740150,0.27219765,0.01664840,0.00000000,1.02602088,0.73166655,0.00951913,1.07400880
-5.05752876,2.37412790,0.03461450,0.26691920,0.01622431,0.00000000,1.00771763,0.70178809,0.00927052,1.04509807
-5.05152576,2.29801265,0.03204776,0.26186243,0.01582425,0.00000000,0.99131442,0.67284450,0.00905197,1.01813816
-5.04552276,2.22636672,0.02970614,0.25711975,0.01545358,0.00000000,0.97709346,0.64522420,0.00886798,0.99350002
-5.03951976,2.16001057,0.02759078,0.25276757,0.01511648,0.00000000,0.96526953,0.61926176,0.00872176,0.97148815
-5.03351676,2.09960382,0.02569967,0.24886572,0.01481592,0.00000000,0.95599129,0.59523499,0.00861520,0.95234069
-5.02751376,2.04564691,0.02402830,0.24545724,0.01455369,0.00000000,0.94934411,0.57336415,0.00854883,0.93623100
-5.02151076,1.99848693,0.02257022,0.24256874,0.01433040,0.00000000,0.94535431,0.55381278,0.00852187,0.92327079
-5.01550775,1.95832675,0.02131755,0.24021109,0.01414561,0.00000000,0.94399427,0.53669030,0.00853225,0.91351414
-5.00950475,1.92523672,0.02026144,0.23838051,0.01399789,0.00000000,0.94518823,0.52205573,0.00857679,0.90696248
-5.00350175,1.89916836,0.01939241,0.23705995,0.01388495,0.00000000,0.94881848,0.50992254,0.00865126,0.90356986
-4.99749875,1.87996912,0.01870060,0.23622069,0.01380376,0.00000000,0.95473163,0.50026410,0.00875064,0.90324865
-4.99149575,1.86739776,0.01817597,0.23582415,0.01375072,0.00000000,0.96274485,0.49301960,0.00886922,0.90587510
-4.98549275,1.86113970,0.01780830,0.23582381,0.01372181,0.00000000,0.97265172,0.48810015,0.00900091,0.91129486
-4.97948974,1.86082183,0.01758721,0.23616715,0.01371273,0.00000000,0.98422781,0.48539464,0.00913940,0.91932809
-4.97348674,1.86602640,0.01750208,0.23679768,0.01371906,0.00000000,0.99723557,0.48477540,0.00927842,0.92977416
-4.96748374,1.87630354,0.01754195,0.23765684,0.01373642,0.00000000,1.01142868,0.48610328,0.00941191,0.94241586
-4.96148074,1.89118234,0.01769538,0.23868581,0.01376060,0.00000000,1.02655564,0.48923208,0.00953432,0.95702289
-4.95547774,1.91018002,0.01795030,0.23982717,0.01378770,0.00000000,1.04236268,0.49401215,0.00964070,0.97335487
-4.94947474,1.93280933,0.01829395,0.24102633,0.01381421,0.00000000,1.05859590,0.50029326,0.00972689,0.99116360
-4.94347174,1.95858398,0.01871274,0.24223274,0.01383709,0.00000000,1.07500272,0.50792649,0.00978965,1.01019479
-4.93746873,1.98702226,0.01919233,0.24340078,0.01385388,0.00000000,1.09133272,0.51676535,0.00982673,1.03018925
-4.93146573,2.01764899,0.01971759,0.24449043,0.01386268,0.00000000,1.10733800,0.52666612,0.00983690,1.05088366
-4.92546273,2.04999595,0.02027276,0.24546753,0.01386218,0.00000000,1.12277319,0.53748750,0.00981995,1.07201100
-4.91945973,2.08360121,0.02084163,0.24630395,0.01385164,0.00000000,1.13739529,0.54908973,0.00977666,1.09330092
-4.91345673,2.11800770,0.02140775,0.24697730,0.01383085,0.00000000,1.15096365,0.56133338,0.00970868,1.11448007
-4.90745373,2.15276139,0.02195476,0.24747060,0.01380007,0.00000000,1.16324013,0.57407788,0.00961845,1.13527270
-4.90145073,2.18740955,0.02246668,0.24777168,0.01375994,0.00000000,1.17398993,0.58718012,0.00950903,1.15540157
-4.89544772,2.22149944,0.02292827,0.24787254,0.01371142,0.00000000,1.18298294,0.60049314,0.00938392,1.17458944
-4.88944472,2.25457793,0.02332540,0.24776864,0.01365566,0.00000000,1.18999609,0.61386524,0.00924692,1.19256117
-4.88344172,2.28619219,0.02364541,0.24745816,0.01359392,0.00000000,1.19481651,0.62713947,0.00910195,1.20904655
-4.87743872,2.31589176,0.02387736,0.24694134,0.01352747,0.00000000,1.19724562,0.64015377,0.00895282,1.22378377
-4.87143572,2.34323211,0.02401240,0.24621994,0.01345752,0.00000000,1.19710410,0.65274167,0.00880315,1.23652361
-4.86543272,2.36777954,0.02404389,0.24529678,0.01338512,0.00000000,1.19423746,0.66473368,0.00865614,1.24703414
-4.85942971,2.38911750,0.02396763,0.24417539,0.01331115,0.00000000,1.18852203,0.67595929,0.00851454,1.25510575
-4.85342671,2.40685388,0.02378190,0.24285987,0.01323624,0.00000000,1.17987101,0.68624948,0.00838051,1.26055636
-4.84742371,2.42062909,0.02348746,0.24135481,0.01316076,0.00000000,1.16824029,0.69543971,0.00825558,1.26323653
-4.84142071,2.43012441,0.02308750,0.23966532,0.01308483,0.00000000,1.15363351,0.70337321,0.00814061,1.26303410
-4.83541771,2.43507034,0.02258750,0.23779723,0.01300835,0.00000000,1.13610614,0.70990441,0.00803584,1.25987833
-4.82941471,2.43525427,0.02199500,0.23575718,0.01293099,0.00000000,1.11576809,0.71490241,0.00794088,1.25374295
-4.82341171,2.43052726,0.02131938,0.23355289,0.01285226,0.00000000,1.09278466,0.71825425,0.00785480,1.24464829
-4.81740870,2.42080943,0.02057152,0.23119329,0.01277158,0.00000000,1.06737553,0.71986790,0.00777620,1.23266198
-4.81140570,2.40609362,0.01976351,0.22868866,0.01268826,0.00000000,1.03981175,0.71967489,0.00770331,1.21789834
-4.80540270,2.38644718,0.01890832,0.22605072,0.01260165,0.00000000,1.01041066,0.71763224,0.00763409,1.20051633
-4.79939970,2.36201159,0.01801938,0.22329252,0.01251111,0.00000000,0.97952891,0.71372397,0.00756638,1.18071607
-4.79339670,2.33300003,0.01711034,0.22042838,0.01241608,0.00000000,0.94755369,0.70796184,0.00749795,1.15873410
-4.78739370,2.29969275,0.01619466,0.21747362,0.01231614,0.00000000,0.91489257,0.70038542,0.00742668,1.13483742
-4.78139070,2.26243053,0.01528539,0.21444420,0.01221096,0.00000000,0.88196228,0.69106155,0.00735061,1.10931662
-4.77538769,2.22160632,0.01439488,0.21135629,0.01210038,0.00000000,0.84917685,0.68008310,0.00726804,1.08247823
-4.76938469,2.17765548,0.01353454,0.20822573,0.01198437,0.00000000,0.81693567,0.66756719,0.00717764,1.05463665
-4.76338169,2.13104478,0.01271471,0.20506749,0.01186300,0.00000000,0.78561183,0.65365291,0.00707845,1.02610593
-4.75737869,2.08226079,0.01194449,0.20189502,0.01173644,0.00000000,0.75554133,0.63849861,0.00696998,0.99719158
-4.75137569,2.03179789,0.01123166,0.19871969,0.01160490,0.00000000,0.72701351,0.62227888,0.00685221,0.96818296
-4.74537269,1.98014649,0.01058262,0.19555017,0.01146861,0.00000000,0.70026317,0.60518135,0.00672560,0.93934618
-4.73936968,1.92778190,0.01000240,0.19239198,0.01132775,0.00000000,0.67546463,0.58740334,0.00659110,0.91091814
-4.73336668,1.87515428,0.00949468,0.18924710,0.01118245,0.00000000,0.65272803,0.56914862,0.00645012,0.88310160
-4.72736368,1.82268002,0.00906181,0.18611375,0.01103273,0.00000000,0.63209798,0.55062419,0.00630451,0.85606168
-4.72136068,1.77073513,0.00870497,0.18298632,0.01087845,0.00000000,0.61355465,0.53203736,0.00615649,0.82992393
-4.71535768,1.71965062,0.00842417,0.17985559,0.01071937,0.00000000,0.59701724,0.51359300,0.00600864,0.80477386
-4.70935468,1.66971036,0.00821847,0.17670908,0.01055508,0.00000000,0.58234972,0.49549125,0.00586383,0.78065821
-4.70335168,1.62115128,0.00808605,0.17353174,0.01038508,0.00000000,0.56936862,0.47792554,0.00572511,0.75758774
-4.69734867,1.57416597,0.00802437,0.17030680,0.01020875,0.00000000,0.55785259,0.46108101,0.00559573,0.73554150
-4.69134567,1.52890748,0.00803030,0.16701691,0.01002546,0.00000000,0.54755330,0.44513326,0.00547899,0.71447240
-4.68534267,1.48549604,0.00810025,0.16364537,0.00983458,0.00000000,0.53820733,0.43024750,0.00537819,0.69431388
-4.67933967,1.44402724,0.00823026,0.16017763,0.00963560,0.00000000,0.52954864,0.41657785,0.00529657,0.67498730
-4.67333667,1.40458119,0.00841615,0.15660272,0.00942815,0.00000000,0.52132088,0.40426687,0.00523722,0.65640982
-4.66733367,1.36723206,0.00865355,0.15291484,0.00921213,0.00000000,0.51328943,0.39344520,0.00520299,0.63850233
-4.66133067,1.33205740,0.00893795,0.14911471,0.00898775,0.00000000,0.50525236,0.38423106,0.00519645,0.62119709
-4.65532766,1.29914654,0.00926476,0.14521096,0.00875561,0.00000000,0.49705004,0.37672981,0.00521974,0.60444471
-4.64932466,1.26860758,0.00962929,0.14122108,0.00851672,0.00000000,0.48857302,0.37103313,0.00527460,0.58822008
-4.64332166,1.24057243,0.01002671,0.13717225,0.00827259,0.00000000,0.47976778,0.36721811,0.00536221,0.57252704
