energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,W_p_up,W_d_up
-5.18959480,0.95307933,0.00302895,0.06291576,0.00548087,0.47111658,0.12474613,0.33494616
-5.18359180,0.97349401,0.00305923,0.06436586,0.00566642,0.47927089,0.12780458,0.34365034
-5.17758879,0.99307326,0.00308745,0.06585850,0.00588031,0.48682730,0.13109621,0.35197352
-5.17158579,1.01156591,0.00311158,0.06736871,0.00612385,0.49368052,0.13461173,0.35982043
-5.16558279,1.02880694,0.00313005,0.06887107,0.00639958,0.49977257,0.13836477,0.36712456
-5.15957979,1.04472379,0.00314173,0.07034068,0.00671130,0.50509557,0.14239213,0.37385034
-5.15357679,1.05933976,0.00314593,0.07175422,0.00706404,0.50969281,0.14675326,0.37999426
-5.14757379,1.07277439,0.00314239,0.07309100,0.00746392,0.51365815,0.15152892,0.38558517
-5.14157079,1.08524095,0.00313125,0.07433398,0.00791809,0.51713383,0.15681913,0.39068350
-5.13556778,1.09704081,0.00311301,0.07547079,0.00843449,0.52030655,0.16274032,0.39537962
-5.12956478,1.10855511,0.00308848,0.07649449,0.00902166,0.52340218,0.16942179,0.39979124
-5.12356178,1.12023355,0.00305876,0.07740433,0.00968843,0.52667897,0.17700152,0.40405993
-5.11755878,1.13258084,0.00302517,0.07820617,0.01044366,0.53041969,0.18562143,0.40834687
-5.11155578,1.14614089,0.00298919,0.07891275,0.01129581,0.53492268,0.19542215,0.41282788
-5.10555278,1.16147913,0.00295245,0.07954366,0.01225266,0.54049217,0.20653747,0.41768782
-5.09954977,1.17916351,0.00291662,0.08012499,0.01332082,0.54742805,0.21908854,0.42311465
-5.09354677,1.19974446,0.00288341,0.08068875,0.01450539,0.55601537,0.23317805,0.42929296
-5.08754377,1.22373444,0.00285453,0.08127193,0.01580955,0.56651391,0.24888454,0.43639761
-5.08154077,1.25158770,0.00283161,0.08191533,0.01723417,0.57914796,0.26625698,0.44458714
-5.07553777,1.28368071,0.00281617,0.08266211,0.01877749,0.59409685,0.28530990,0.45399766
-5.06953477,1.32029405,0.00280961,0.08355619,0.02043483,0.61148624,0.30601921,0.46473696
-5.06353177,1.36159630,0.00281318,0.08464040,0.02219840,0.63138072,0.32831891,0.47687932
-5.05752876,1.40763047,0.00282792,0.08595469,0.02405712,0.65377780,0.35209883,0.49046117
-5.05152576,1.45830368,0.00285466,0.08753417,0.02599666,0.67860363,0.37720361,0.50547759
-5.04552276,1.51338034,0.00289401,0.08940734,0.02799944,0.70571059,0.40343299,0.52187999
-5.03951976,1.57247937,0.00294632,0.09159436,0.03004485,0.73487694,0.43054342,0.53957497
-5.03351676,1.63507560,0.00301168,0.09410560,0.03210955,0.76580858,0.45825120,0.55842442
-5.02751376,1.70050551,0.00308992,0.09694043,0.03416784,0.79814294,0.48623683,0.57824694
-5.02151076,1.76797717,0.00318060,0.10008637,0.03619218,0.83145506,0.51415083,0.59882041
-5.01550775,1.83658432,0.00328299,0.10351864,0.03815377,0.86526550,0.54162054,0.61988585
-5.00950475,1.90532415,0.00339611,0.10720010,0.04002321,0.89905022,0.56825810,0.64115231
-5.00350175,1.97311835,0.00351871,0.11108172,0.04177119,0.93225188,0.59366903,0.66230265
-4.99749875,2.03883692,0.00364927,0.11510336,0.04336924,0.96429252,0.61746143,0.68300012
-4.99149575,2.10132397,0.00378607,0.11919516,0.04479047,0.99458701,0.63925543,0.70289555
-4.98549275,2.15942489,0.00392715,0.12327920,0.04601023,1.02255721,0.65869256,0.72163487
-4.97948974,2.21201412,0.00407039,0.12727158,0.04700681,1.04764618,0.67544490,0.73886689
-4.97348674,2.25802268,0.00421353,0.13108475,0.04776202,1.06933215,0.68922358,0.75425105
-4.96748374,2.29646493,0.00435421,0.13463012,0.04826166,1.08714191,0.69978647,0.76746502
-4.96148074,2.32646355,0.00449004,0.13782076,0.04849592,1.10066319,0.70694488,0.77821199
-4.95547774,2.34727238,0.00461863,0.14057410,0.04845963,1.10955566,0.71056899,0.78622747
-4.94947474,2.35829629,0.00473771,0.14281463,0.04815237,1.11356034,0.71059186,0.79128546
-4.94347174,2.35910782,0.00484515,0.14447644,0.04757852,1.11250711,0.70701204,0.79320389
-4.93746873,2.34945985,0.00493909,0.14550542,0.04674706,1.10632006,0.69989456,0.79184920
-4.93146573,2.32929428,0.00501797,0.14586127,0.04567135,1.09502066,0.68937034,0.78713998
-4.92546273,2.29874629,0.00508068,0.14551901,0.04436873,1.07872856,0.67563412,0.77904947
-4.91945973,2.25814401,0.00512656,0.14446999,0.04286008,1.05766001,0.65894082,0.76760709
-4.91345673,2.20800377,0.00515555,0.14272255,0.04116925,1.03212392,0.63960055,0.75289860
-4.90745373,2.14902076,0.00516819,0.14030198,0.03932245,1.00251572,0.61797232,0.73506516
-4.90145073,2.08205550,0.00516573,0.13725007,0.03734763,0.96930905,0.59445664,0.71430106
-4.89544772,2.00811620,0.00515010,0.13362410,0.03527378,0.93304562,0.56948719,0.69085028
-4.88944472,1.92833767,0.00512398,0.12949538,0.03313031,0.89432334,0.54352179,0.66500181
-4.88344172,1.84395699,0.00509077,0.12494734,0.03094641,0.85378320,0.51703271,0.63708393
-4.87743872,1.75628681,0.00505451,0.12007327,0.02875045,0.81209506,0.49049679,0.60745752
-4.87143572,1.66668675,0.00501989,0.11497381,0.02656948,0.76994278,0.46438542,0.57650853
-4.86543272,1.57653378,0.00499211,0.10975420,0.02442876,0.72800915,0.43915462,0.54463991
-4.85942971,1.48719218,0.00497675,0.10452143,0.02235141,0.68696081,0.41523548,0.51226316
-4.85342671,1.39998409,0.00497968,0.09938141,0.02035810,0.64743374,0.39302510,0.47978975
-4.84742371,1.31616116,0.00500681,0.09443616,0.01846689,0.61001952,0.37287834,0.44762269
-4.84142071,1.23687828,0.00506397,0.08978120,0.01669309,0.57525278,0.35510037,0.41614847
-4.83541771,1.16316986,0.00515666,0.08550309,0.01504927,0.54360016,0.33994043,0.38572968
-4.82941471,1.09592945,0.00528986,0.08167737,0.01354527,0.51545090,0.32758668,0.35669837
-4.82341171,1.03589294,0.00546778,0.07836673,0.01218836,0.49110950,0.31816246,0.32935048
-4.81740870,0.98362599,0.00569369,0.07561961,0.01098335,0.47079040,0.31172402,0.30394137
-4.81140570,0.93951581,0.00596971,0.07346925,0.00993288,0.45461493,0.30825964,0.28068258
-4.80540270,0.90376736,0.00629661,0.07193312,0.00903755,0.44261048,0.30769050,0.25973979
-4.79939970,0.87640412,0.00667370,0.07101276,0.00829625,0.43471203,0.30987293,0.24123198
-4.79339670,0.85727320,0.00709872,0.07069413,0.00770638,0.43076579,0.31460236,0.22523177
-4.78739370,0.84605464,0.00756779,0.07094827,0.00726408,0.43053504,0.32161871,0.21176673
-4.78139070,0.84227443,0.00807539,0.07173245,0.00696446,0.43370788,0.33061310,0.20082167
-4.77538769,0.84532093,0.00861444,0.07299152,0.00680179,0.43990666,0.34123596,0.19234160
-4.76938469,0.85446409,0.00917640,0.07465971,0.00676970,0.44869899,0.35310605,0.18623529
-4.76338169,0.86887697,0.00975145,0.07666254,0.00686128,0.45960975,0.36582035,0.18237923
-4.75737869,0.88765882,0.01032874,0.07891902,0.00706922,0.47213412,0.37896456,0.18062192
-4.75137569,0.90985914,0.01089663,0.08134388,0.00738586,0.48575094,0.39212379,0.18078823
-4.74537269,0.93450199,0.01144306,0.08384992,0.00780332,0.49993621,0.40489322,0.18268376
-4.73936968,0.96061007,0.01195585,0.08635031,0.00831350,0.51417635,0.41688838,0.18609919
-4.73336668,0.98722761,0.01242313,0.08876083,0.00890812,0.52798070,0.42775474,0.19081444
-4.72736368,1.01344189,0.01283367,0.09100192,0.00957881,0.54089314,0.43717622,0.19660272
-4.72136068,1.03840259,0.01317726,0.09300057,0.01031713,0.55250226,0.44488252,0.20323432
-4.71535768,1.06133871,0.01344504,0.09469196,0.01111465,0.56245005,0.45065484,0.21048029
-4.70935468,1.08157265,0.01362979,0.09602079,0.01196302,0.57043873,0.45433001,0.21811586
-4.70335168,1.09853125,0.01372616,0.09694223,0.01285407,0.57623558,0.45580276,0.22592377
-4.69734867,1.11175361,0.01373087,0.09742266,0.01377995,0.57967590,0.45502623,0.23369738
-4.69134567,1.12089579,0.01364277,0.09743997,0.01473322,0.58066375,0.45201067,0.24124363
-4.68534267,1.12573227,0.01346292,0.09698351,0.01570703,0.57917082,0.44682053,0.24838581
-4.67933967,1.12615439,0.01319447,0.09605380,0.01669520,0.57523346,0.43956993,0.25496619
-4.67333667,1.12216613,0.01284261,0.09466191,0.01769240,0.56894801,0.43041699,0.26084825
-4.66733367,1.11387723,0.01241430,0.09282859,0.01869419,0.56046475,0.41955703,0.26591873
-4.66133067,1.10149426,0.01191810,0.09058322,0.01969712,0.54998064,0.40721512,0.27008926
-4.65532766,1.08530982,0.01136387,0.08796257,0.02069873,0.53773123,0.39363813,0.27329746
-4.64932466,1.06569031,0.01076239,0.08500953,0.02169753,0.52398201,0.37908670,0.27550762
-4.64332166,1.04306277,0.01012513,0.08177170,0.02269289,0.50901950,0.36382733,0.27671075
-4.63731866,1.01790094,0.00946385,0.07830007,0.02368490,0.49314233,0.34812488,0.27692394
-4.63131566,0.99071123,0.00879030,0.07464762,0.02467415,0.47665266,0.33223570,0.27618922
-4.62531266,0.96201878,0.00811595,0.07086815,0.02566154,0.45984814,0.31640153,0.27457164
-4.61930965,0.93235393,0.00745174,0.06701502,0.02664789,0.44301462,0.30084442,0.27215686
-4.61330665,0.90223972,0.00680782,0.06314022,0.02763375,0.42641980,0.28576261,0.26904817
-4.60730365,0.87218027,0.00619347,0.05929341,0.02861904,0.41030787,0.27132752,0.26536311
-4.60130065,0.84265076,0.00561690,0.05552120,0.02960280,0.39489545,0.25768183,0.26122981
-4.59529765,0.81408882,0.00508525,0.05186657,0.03058294,0.38036859,0.24493865,0.25678311
-4.58929465,0.78688778,0.00460449,0.04836836,0.03155610,0.36688108,0.23318159,0.25216078
-4.58329165,0.76139164,0.00417950,0.04506103,0.03251756,0.35455388,0.22246583,0.24749972
-4.57728864,0.73789197,0.00381405,0.04197439,0.03346119,0.34347570,0.21281991,0.24293259
-4.57128564,0.71662653,0.00351089,0.03913355,0.03437964,0.33370456,0.20424820,0.23858463
-4.56528264,0.69777963,0.00327178,0.03655891,0.03526443,0.32527026,0.19673391,0.23457108
-4.55927964,0.68148393,0.00309759,0.03426623,0.03610631,0.31817744,0.19024233,0.23099501
-4.55327664,0.66782358,0.00298834,0.03226672,0.03689553,0.31240933,0.18472446,0.22794573
-4.54727364,0.65683826,0.00294329,0.03056729,0.03762227,0.30793171,0.18012055,0.22549766
-4.54127064,0.64852804,0.00296096,0.02917064,0.03827708,0.30469703,0.17636366,0.22370975
-4.53526763,0.64285861,0.00303919,0.02807557,0.03885126,0.30264860,0.17338296,0.22262524
-4.52926463,0.63976660,0.00317511,0.02727711,0.03933728,0.30172449,0.17110679,0.22227189
-4.52326163,0.63916498,0.00336523,0.02676682,0.03972913,0.30186114,0.16946533,0.22266246
-4.51725863,0.64094800,0.00360536,0.02653299,0.04002260,0.30299662,0.16839282,0.22379538
-4.51125563,0.64499587,0.00389071,0.02656087,0.04021545,0.30507329,0.16782942,0.22565571
-4.50525263,0.65117898,0.00421580,0.02683297,0.04030755,0.30804010,0.16772251,0.22821618
-4.49924962,0.65936164,0.00457456,0.02732929,0.04030083,0.31185426,0.16802767,0.23143840
-4.49324662,0.66940547,0.00496030,0.02802766,0.04019924,0.31648253,0.16870926,0.23527420
-4.48724362,0.68117253,0.00536584,0.02890408,0.04000858,0.32190204,0.16974068,0.23966707
-4.48124062,0.69452820,0.00578350,0.02993310,0.03973623,0.32810080,0.17110438,0.24455383
-4.47523762,0.70934403,0.00620530,0.03108823,0.03939093,0.33507788,0.17279172,0.24986638
-4.46923462,0.72550055,0.00662301,0.03234245,0.03898243,0.34284334,0.17480270,0.25553367
-4.46323162,0.74289013,0.00702837,0.03366866,0.03852124,0.35141792,0.17714569,0.26148381
-4.45722861,0.76141975,0.00741323,0.03504025,0.03801833,0.36083257,0.17983700,0.26764628
-4.45122561,0.78101367,0.00776973,0.03643159,0.03748486,0.37112768,0.18290064,0.27395424
-4.44522261,0.80161585,0.00809054,0.03781860,0.03693201,0.38235203,0.18636787,0.28034682
-4.43921961,0.82319189,0.00836902,0.03917922,0.03637082,0.39456151,0.19027688,0.28677125
-4.43321661,0.84573018,0.00859940,0.04049381,0.03581206,0.40781730,0.19467230,0.29318490
-4.42721361,0.86924231,0.00877696,0.04174554,0.03526619,0.42218380,0.19960465,0.29955686
-4.42121061,0.89376223,0.00889815,0.04292064,0.03474331,0.43772599,0.20512967,0.30586923
-4.41520760,0.91934430,0.00896071,0.04400855,0.03425317,0.45450648,0.21130734,0.31211780
-4.40920460,0.94606013,0.00896371,0.04500191,0.03380518,0.47258214,0.21820082,0.31831232
-4.40320160,0.97399427,0.00890758,0.04589651,0.03340839,0.49200055,0.22587507,0.32447607
-4.39719860,1.00323894,0.00879404,0.04669104,0.03307150,0.51279643,0.23439530,0.33064501
-4.39119560,1.03388826,0.00862609,0.04738681,0.03280282,0.53498822,0.24382519,0.33686637
-4.38519260,1.06603218,0.00840785,0.04798735,0.03261022,0.55857514,0.25422504,0.34319699
-4.37918959,1.09975079,0.00814443,0.04849798,0.03250109,0.58353494,0.26564990,0.34970128
-4.37318659,1.13510935,0.00784175,0.04892532,0.03248219,0.60982265,0.27814761,0.35644926
-4.36718359,1.17215460,0.00750637,0.04927693,0.03255961,0.63737053,0.29175718,0.36351454
-4.36118059,1.21091277,0.00714524,0.04956083,0.03273863,0.66608947,0.30650724,0.37097259
-4.35517759,1.25138946,0.00676556,0.04978524,0.03302365,0.69587177,0.32241490,0.37889928
-4.34917459,1.29357174,0.00637457,0.04995830,0.03341816,0.72659542,0.33948496,0.38736988
-4.34317159,1.33743214,0.00597936,0.05008801,0.03392467,0.75812973,0.35770955,0.39645841
-4.33716858,1.38293453,0.00558675,0.05018211,0.03454479,0.79034198,0.37706814,0.40623747
-4.33116558,1.43004132,0.00520314,0.05024827,0.03527926,0.82310479,0.39752799,0.41677825
-4.32516258,1.47872138,0.00483447,0.05029414,0.03612809,0.85630379,0.41904490,0.42815088
-4.31915958,1.52895802,0.00448610,0.05032767,0.03709075,0.88984492,0.44156419,0.44042464
-4.31315658,1.58075610,0.00416283,0.05035728,0.03816631,0.92366100,0.46502181,0.45366813
-4.30715358,1.63414755,0.00386886,0.05039213,0.03935373,0.95771685,0.48934549,0.46794893
