energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.93996998,1.39619197,-1.07352368,0.00068757,-0.00230209,0.13082759,-0.07662256,0.63201413,-0.52346308,0.30399564,-0.18035062,0.69906205,-0.61142843,0.17422527,-0.11672239,0.71380690,-0.60249932,0.00000000,-0.00000000
-5.93396698,1.45974081,-1.07972708,0.00059239,-0.00196159,0.13964259,-0.08014441,0.65626242,-0.52531572,0.32320661,-0.18649149,0.72066977,-0.60436721,0.18326906,-0.11878174,0.74068945,-0.60015678,0.00000000,-0.00000000
-5.92796398,1.52633536,-1.09423467,0.00051374,-0.00166792,0.14862567,-0.08443908,0.68150845,-0.53073476,0.34306350,-0.19428060,0.74411280,-0.60136309,0.19255994,-0.12185319,0.76929993,-0.60214310,0.00000000,-0.00000000
-5.92196098,1.59458442,-1.11711603,0.00044952,-0.00141573,0.15762254,-0.08951701,0.70714833,-0.53975771,0.36324791,-0.20377137,0.76877976,-0.60250998,0.20191998,-0.12590807,0.79896792,-0.60848936,0.00000000,-0.00000000
-5.91595798,1.66302293,-1.14823933,0.00039787,-0.00120012,0.16647025,-0.09536959,0.73255648,-0.55232098,0.38341840,-0.21497671,0.79402668,-0.60779913,0.21116576,-0.13089635,0.82898950,-0.61912171,0.00000000,-0.00000000
-5.90995498,1.73015649,-1.18726221,0.00035713,-0.00101663,0.17500216,-0.10196766,0.75710666,-0.56825714,0.40322054,-0.22786555,0.81919737,-0.61711520,0.22011334,-0.13674612,0.85864888,-0.63385774,0.00000000,-0.00000000
-5.90395198,1.79450808,-1.23362998,0.00032582,-0.00086125,0.18305346,-0.10926066,0.78019345,-0.58729612,0.42229794,-0.24236077,0.84364404,-0.63023636,0.22858340,-0.14336396,0.88724065,-0.65240686,0.00000000,-0.00000000
-5.89794897,1.85466529,-1.28658172,0.00030260,-0.00073040,0.19046694,-0.11717638,0.80125324,-0.60907034,0.44030382,-0.25833858,0.86674745,-0.64683845,0.23640623,-0.15063601,0.91409181,-0.67437486,0.00000000,-0.00000000
-5.89194597,1.90932593,-1.34516444,0.00028628,-0.00062091,0.19709881,-0.12562153,0.81978385,-0.63312378,0.45691272,-0.27562945,0.88793559,-0.66650307,0.24342649,-0.15843007,0.93858259,-0.69927269,0.00000000,-0.00000000
-5.88594297,1.95734053,-1.40825490,0.00027576,-0.00052998,0.20282442,-0.13448310,0.83536199,-0.65892480,0.47183197,-0.29402080,0.90670032,-0.68872945,0.24950744,-0.16659838,0.96016528,-0.72652913,0.00000000,-0.00000000
-5.87993997,1.99774975,-1.47458862,0.00027004,-0.00045515,0.20754361,-0.14363049,0.84765782,-0.68588220,0.48481232,-0.31326119,0.92261125,-0.71294954,0.25453457,-0.17498119,0.97838031,-0.75550699,0.00000000,-0.00000000
-5.87393697,2.02981538,-1.54279520,0.00026821,-0.00039426,0.21118536,-0.15291849,0.85644605,-0.71336406,0.49565751,-0.33306614,0.93532652,-0.73854568,0.25841832,-0.18341097,0.99286897,-0.78552215,0.00000000,-0.00000000
-5.86793397,2.05304365,-1.61143845,0.00026942,-0.00034541,0.21371170,-0.16219090,0.86161312,-0.74071859,0.50423225,-0.35312540,0.94459997,-0.76487027,0.26109603,-0.19171699,1.00338233,-0.81586478,0.00000000,-0.00000000
-5.86193097,2.06720004,-1.67906010,0.00027291,-0.00030691,0.21512059,-0.17128491,0.86316011,-0.76729613,0.51046839,-0.37311138,0.95028477,-0.79126643,0.26253283,-0.19973028,1.00978603,-0.84582182,0.00000000,-0.00000000
-5.85592796,2.07231502,-1.74422530,0.00027797,-0.00027730,0.21544762,-0.18003589,0.86120152,-0.79247144,0.51436888,-0.39268855,0.95233333,-0.81708893,0.26272162,-0.20728855,1.01206095,-0.87469980,0.00000000,-0.00000000
-5.84992496,2.06868049,-1.80556797,0.00028396,-0.00025527,0.21476651,-0.18828267,0.85595973,-0.81566539,0.51600951,-0.41152359,0.95079378,-0.84172441,0.26168213,-0.21424096,1.01029963,-0.90184694,0.00000000,-0.00000000
-5.84392196,2.05683738,-1.86183439,0.00029031,-0.00023965,0.21318823,-0.19587286,0.84775560,-0.83636500,0.51553823,-0.42929572,0.94580328,-0.86461006,0.25945911,-0.22045253,1.00469897,-0.92667376,0.00000000,-0.00000000
-5.83791896,2.03755471,-1.91192307,0.00029649,-0.00022939,0.21085884,-0.20266830,0.83699562,-0.85414111,0.51317200,-0.44570708,0.93757853,-0.88525010,0.25611980,-0.22580798,0.99554937,-0.94867109,0.00000000,-0.00000000
-5.83191596,2.01180119,-1.95491933,0.00030207,-0.00022356,0.20795611,-0.20855021,0.82415597,-0.86866275,0.50919143,-0.46049263,0.92640399,-0.90322915,0.25175076,-0.23021478,0.98322091,-0.96742496,0.00000000,-0.00000000
-5.82591296,1.98071032,-1.99012312,0.00030666,-0.00022132,0.20468484,-0.21342393,0.80976445,-0.87970772,0.50393307,-0.47342927,0.91261848,-0.91822234,0.24645437,-0.23360532,0.96814729,-0.98262747,0.00000000,-0.00000000
-5.81990995,1.94554052,-2.01706908,0.00030994,-0.00022189,0.20127125,-0.21722306,0.79438065,-0.88716886,0.49777989,-0.48434378,0.89660050,-0.93000148,0.24034488,-0.23593816,0.95080797,-0.99408350,0.00000000,-0.00000000
-5.81390695,1.90763163,-2.03553788,0.00031167,-0.00022458,0.19795642,-0.21991281,0.77857541,-0.89105576,0.49114997,-0.49311929,0.87875311,-0.93843732,0.23354453,-0.23719820,0.93170955,-1.00171276,0.00000000,-0.00000000
-5.80790395,1.86835932,-2.04555863,0.00031166,-0.00022877,0.19498906,-0.22149234,0.76291017,-0.89149182,0.48448388,-0.49970008,0.85948877,-0.94349787,0.22617956,-0.23739587,0.91136681,-1.00554738,0.00000000,-0.00000000
-5.80190095,1.82908904,-2.04740221,0.00030982,-0.00023389,0.19261786,-0.22199607,0.74791698,-0.88870686,0.47823110,-0.50409438,0.83921474,-0.94524307,0.21837651,-0.23656541,0.89028429,-1.00572511,0.00000000,-0.00000000
-5.79589795,1.79113103,-2.04156611,0.00030608,-0.00023944,0.19108352,-0.22149389,0.73407989,-0.88302564,0.47283580,-0.50637523,0.81831950,-0.94381597,0.21025877,-0.23476229,0.86893897,-1.00247853,0.00000000,-0.00000000
-5.78989495,1.75569777,-2.02875132,0.00030048,-0.00024496,0.19061086,-0.22009012,0.72181835,-0.87485279,0.46872247,-0.50667918,0.79716062,-0.93943120,0.20194350,-0.23206000,0.84776472,-0.99612089,0.00000000,-0.00000000
-5.78389195,1.72386520,-2.00983258,0.00029308,-0.00025006,0.19140109,-0.21792135,0.71147309,-0.86465488,0.46628176,-0.50520301,0.77605440,-0.93236120,0.19353913,-0.22854626,0.82713891,-0.98702934,0.00000000,-0.00000000
-5.77788894,1.69653893,-1.98582318,0.00028403,-0.00025441,0.19362465,-0.21515315,0.70329507,-0.85294042,0.46585702,-0.50219844,0.75526758,-0.92292088,0.18514322,-0.22431904,0.80737166,-0.97562616,0.00000000,-0.00000000
-5.77188594,1.67442635,-1.95783591,0.00027351,-0.00025772,0.19741462,-0.21197586,0.69743760,-0.84023865,0.46773182,-0.49796518,0.73501131,-0.91145161,0.17684100,-0.21948235,0.78869797,-0.96235917,0.00000000,-0.00000000
-5.76588294,1.65801544,-1.92704174,0.00026175,-0.00025979,0.20286112,-0.20859935,0.69395211,-0.82707815,0.47211905,-0.49284231,0.71543747,-0.89830514,0.16870436,-0.21414224,0.77127306,-0.94768191,0.00000000,-0.00000000
-5.75987994,1.64756095,-1.89462797,0.00024903,-0.00026043,0.21000676,-0.20524723,0.69278746,-0.81396592,0.47915169,-0.48719846,0.69663747,-0.88382815,0.16079143,-0.20840303,0.75517076,-0.93203469,0.00000000,-0.00000000
-5.75387694,1.64307816,-1.86175725,0.00023566,-0.00025955,0.21884331,-0.20215040,0.69379288,-0.80136816,0.48887583,-0.48142102,0.67864334,-0.86834821,0.15314661,-0.20236388,0.74038516,-0.91582714,0.00000000,-0.00000000
-5.74787394,1.64434456,-1.82952922,0.00022199,-0.00025708,0.22930986,-0.19954031,0.69672434,-0.78969305,0.50124616,-0.47590468,0.66143113,-0.85216153,0.14580106,-0.19611608,0.72683527,-0.89942309,0.00000000,-0.00000000
-5.74187094,1.65090924,-1.79894574,0.00020841,-0.00025302,0.24129237,-0.19764204,0.70125417,-0.77927658,0.51612411,-0.47103960,0.64492646,-0.83552308,0.13877364,-0.18974080,0.71437244,-0.88312815,0.00000000,-0.00000000
-5.73586793,1.66210970,-1.77088105,0.00019534,-0.00024741,0.25462492,-0.19666747,0.70698349,-0.77037162,0.53327882,-0.46719965,0.62901177,-0.81863921,0.13207214,-0.18330762,0.70279025,-0.86718064,0.00000000,-0.00000000
-5.72986493,1.67709558,-1.74605738,0.00018325,-0.00024034,0.26909251,-0.19680860,0.71345699,-0.76314071,0.55239120,-0.46473089,0.61353519,-0.80166319,0.12569481,-0.17687369,0.69183640,-0.85174586,0.00000000,-0.00000000
-5.72386193,1.69485868,-1.72502685,0.00017266,-0.00023192,0.28443549,-0.19823138,0.72017967,-0.75765264,0.57306083,-0.46394070,0.59832049,-0.78469342,0.11963215,-0.17048353,0.68122616,-0.83691401,0.00000000,-0.00000000
-5.71785893,1.71426800,-1.70815960,0.00016416,-0.00022232,0.30035548,-0.20106996,0.72663471,-0.75388290,0.59481579,-0.46508775,0.58317776,-0.76777452,0.11386876,-0.16416948,0.67065678,-0.82270149,0.00000000,-0.00000000
-5.71185593,1.73410903,-1.69563849,0.00015840,-0.00021171,0.31652284,-0.20542186,0.73230198,-0.75171768,0.61712520,-0.46837318,0.56791438,-0.75090081,0.10838538,-0.15795259,0.65982232,-0.80905548,0.00000000,-0.00000000
-5.70585293,1.75312573,-1.68745987,0.00015613,-0.00020031,0.33258521,-0.21134381,0.73667645,-0.75096128,0.63941402,-0.47393305,0.55234576,-0.73402217,0.10316085,-0.15184396,0.64842826,-0.79586142,0.00000000,-0.00000000
-5.69984992,1.77006395,-1.68344031,0.00015825,-0.00018834,0.34817721,-0.21884864,0.73928589,-0.75134637,0.66107982,-0.48183250,0.53630554,-0.71705158,0.09817409,-0.14584635,0.63620534,-0.78295285,0.00000000,-0.00000000
-5.69384692,1.78371464,-1.68322846,0.00016577,-0.00017603,0.36293074,-0.22790329,0.73970710,-0.75254660,0.68151096,-0.49206161,0.51965463,-0.69987422,0.09340595,-0.13995601,0.62292211,-0.77012316,0.00000000,-0.00000000
-5.68784392,1.79295552,-1.68632161,0.00017990,-0.00016364,0.37648572,-0.23842791,0.73758027,-0.75419098,0.70010554,-0.50453323,0.50228895,-0.68235738,0.08884085,-0.13416458,0.60839562,-0.75713860,0.00000000,-0.00000000
-5.68184092,1.79678964,-1.69208607,0.00020204,-0.00015142,0.38850088,-0.25029620,0.73262076,-0.75587934,0.71629044,-0.51908286,0.48414536,-0.66436079,0.08446826,-0.12846094,0.59249997,-0.74375193,0.00000000,-0.00000000
-5.67583792,1.79437947,-1.69978059,0.00023383,-0.00013962,0.39866409,-0.26333707,0.72462811,-0.75719824,0.72953981,-0.53547077,0.46520574,-0.64574693,0.08028389,-0.12283303,0.57517236,-0.72971611,0.00000000,-0.00000000
-5.66983492,1.78507533,-1.70858211,0.00027719,-0.00012854,0.40670200,-0.27733754,0.71349186,-0.75773678,0.73939219,-0.55338624,0.44549897,-0.62639070,0.07629061,-0.11726944,0.55641647,-0.71479739,0.00000000,-0.00000000
-5.66383192,1.76843722,-1.71761286,0.00033432,-0.00011846,0.41238861,-0.29204695,0.69919416,-0.75710148,0.74546573,-0.57245405,0.42510085,-0.60618816,0.07249902,-0.11176079,0.53630309,-0.69878732,0.00000000,-0.00000000
-5.65782891,1.74424926,-1.72596828,0.00040773,-0.00010969,0.41555227,-0.30718238,0.68180902,-0.75493003,0.74747077,-0.59224315,0.40413203,-0.58506394,0.06892766,-0.10630086,0.51496814,-0.68151317,0.00000000,-0.00000000
-5.65182591,1.71252633,-1.73274475,0.00050027,-0.00010258,0.41608102,-0.32243525,0.66149858,-0.75090318,0.74521938,-0.61227722,0.38275410,-0.56297705,0.06560301,-0.10088748,0.49260814,-0.66284643,0.00000000,-0.00000000
-5.64582291,1.67351283,-1.73706671,0.00061512,-0.00009752,0.41392605,-0.33747886,0.63850640,-0.74475462,0.73863143,-0.63204710,0.36116403,-0.53992484,0.06255896,-0.09552310,0.46947360,-0.64270912,0.00000000,-0.00000000
-5.63981991,1.62767380,-1.73811233,0.00075576,-0.00009496,0.40910301,-0.35197685,0.61314833,-0.73627858,0.72773701,-0.65102462,0.33958743,-0.51594508,0.05983615,-0.09021513,0.44586037,-0.62107777,0.00000000,-0.00000000
-5.63381691,1.57567881,-1.73513728,0.00092599,-0.00009544,0.40169136,-0.36559217,0.58580139,-0.72533485,0.71267512,-0.66867758,0.31827072,-0.49111622,0.05748088,-0.08497603,0.42209974,-0.59798500,0.00000000,-0.00000000
-5.62781391,1.51837959,-1.72749607,0.00112982,-0.00009958,0.39183161,-0.37799653,0.55689114,-0.71185159,0.69368884,-0.68448534,0.29747284,-0.46555572,0.05554382,-0.07982322,0.39854747,-0.57351883,0.00000000,-0.00000000
-5.62181091,1.45678233,-1.71466043,0.00137147,-0.00010813,0.37972078,-0.38887969,0.52687817,-0.69582555,0.67111714,-0.69795449,0.27745664,-0.43941683,0.05407846,-0.07477878,0.37557232,-0.54781989,0.00000000,-0.00000000
-5.61580790,1.39201592,-1.69623448,0.00165522,-0.00012201,0.36560627,-0.39795874,0.49624426,-0.67732024,0.64538381,-0.70863424,0.25848053,-0.41288395,0.05313940,-0.06986907,0.35354454,-0.52107675,0.00000000,-0.00000000
-5.60980490,1.32529755,-1.67196628,0.00198532,-0.00014229,0.34977844,-0.40498653,0.46547872,-0.65646211,0.61698422,-0.71613072,0.24079049,-0.38616690,0.05278048,-0.06512425,0.33282476,-0.49351978,0.00000000,-0.00000000
-5.60380190,1.25789698,-1.64175556,0.00236588,-0.00017025,0.33256217,-0.40975938,0.43506553,-0.63343506,0.58647019,-0.72011985,0.22461283,-0.35949445,0.05305281,-0.06057769,0.31375356,-0.46541381,0.00000000,-0.00000000
-5.59779890,1.19110101,-1.60565751,0.00280065,-0.00020741,0.31430805,-0.41212344,0.40547163,-0.60847367,0.55443411,-0.72035810,0.21014793,-0.33310735,0.05400284,-0.05626544,0.29664215,-0.43705006,0.00000000,-0.00000000
-5.59179590,1.12617937,-1.56388258,0.00329290,-0.00025551,0.29538325,-0.41197969,0.37713668,-0.58185543,0.52149257,-0.71669088,0.19756507,-0.30725141,0.05567034,-0.05222566,0.28176444,-0.40873778,0.00000000,-0.00000000
-5.58579290,1.06435332,-1.51679234,0.00384520,-0.00031660,0.27616271,-0.40928716,0.35046470,-0.55389240,0.48827056,-0.70905809,0.18699848,-0.28217068,0.05808662,-0.04849806,0.26935053,-0.38079580,0.00000000,-0.00000000
-5.57978989,1.00676799,-1.46489157,0.00445924,-0.00039300,0.25702090,-0.40406447,0.32581767,-0.52492259,0.45538648,-0.69749667,0.17854467,-0.25810125,0.06127280,-0.04512336,0.25958191,-0.35354455,0.00000000,-0.00000000
-5.57378689,0.95446914,-1.40881682,0.00513562,-0.00048731,0.23832434,-0.39638945,0.30351109,-0.49530138,0.42343881,-0.68214001,0.17226102,-0.23526575,0.06523838,-0.04214286,0.25258839,-0.32729859,0.00000000,-0.00000000
-5.56778389,0.90838510,-1.34932189,0.00587370,-0.00060244,0.22042519,-0.38639702,0.28381164,-0.46539325,0.39299445,-0.66321438,0.16816569,-0.21386871,0.06998010,-0.03959793,0.24844672,-0.30236012,0.00000000,-0.00000000
-5.56178089,0.86931396,-1.28726066,0.00667142,-0.00074159,0.20365609,-0.37427531,0.26693671,-0.43556415,0.36457940,-0.64103240,0.16623861,-0.19409297,0.07548116,-0.03752954,0.24718097,-0.27901333,0.00000000,-0.00000000
-5.55577789,0.83791630,-1.22356782,0.00752517,-0.00090818,0.18832605,-0.36026035,0.25305563,-0.40617446,0.33867144,-0.61598410,0.16642370,-0.17609714,0.08171086,-0.03597788,0.24876442,-0.25751991,0.00000000,-0.00000000
-5.54977489,0.81471300,-1.15923817,0.00842970,-0.00110586,0.17471767,-0.34462956,0.24229240,-0.37757301,0.31569515,-0.58852575,0.16863197,-0.16001395,0.08862476,-0.03498183,0.25312304,-0.23811556,0.00000000,-0.00000000
-5.54377189,0.80008799,-1.09530510,0.00937814,-0.00133844,0.16308533,-0.32769422,0.23472959,-0.35009193,0.29601894,-0.55916719,0.17274560,-0.14594970,0.09616530,-0.03457849,0.26014028,-0.22100753,0.00000000,-0.00000000
-5.53776888,0.79429499,-1.03281901,0.01036195,-0.00160980,0.15365434,-0.30979150,0.23041313,-0.32404257,0.27995380,-0.52845810,0.17862267,-0.13398436,0.10426298,-0.03480262,0.26966299,-0.20637311,0.00000000,-0.00000000
-5.53176588,0.79746779,-0.97282627,0.01137111,-0.00192380,0.14662078,-0.29127620,0.22935758,-0.29971247,0.26775359,-0.49697387,0.18610250,-0.12417247,0.11283801,-0.03568602,0.28150830,-0.19435887,0.00000000,-0.00000000
-5.52576288,0.80963289,-0.91634937,0.01239420,-0.00228420,0.14215178,-0.27251263,0.23155164,-0.27736326,0.25961638,-0.46530162,0.19501147,-0.11654448,0.12180246,-0.03725691,0.29547115,-0.18508064,0.00000000,-0.00000000
-5.51975988,0.83072370,-0.86436883,0.01341870,-0.00269449,0.14038605,-0.25386694,0.23696351,-0.25722950,0.25568643,-0.43402687,0.20516897,-0.11110852,0.13106285,-0.03953918,0.31133230,-0.17862392,0.00000000,-0.00000000
-5.51375688,0.86059525,-0.81780732,0.01443125,-0.00315779,0.14143448,-0.23570015,0.24554574,-0.23951843,0.25605660,-0.40372137,0.21639346,-0.10785235,0.14052301,-0.04255163,0.32886632,-0.17504478,0.00000000,-0.00000000
-5.50775388,0.89903844,-0.77751627,0.01541804,-0.00367672,0.14538041,-0.21836206,0.25723947,-0.22441034,0.26077058,-0.37493240,0.22850834,-0.10674548,0.15008713,-0.04630728,0.34784948,-0.17437109,0.00000000,-0.00000000
-5.50175088,0.94579295,-0.74426535,0.01636518,-0.00425319,0.15227972,-0.20218618,0.27197763,-0.21205965,0.26982492,-0.34817380,0.24134746,-0.10774123,0.15966292,-0.05081258,0.36806704,-0.17660385,0.00000000,-0.00000000
-5.49574787,1.00055795,-0.71873460,0.01725916,-0.00488834,0.16216036,-0.18748576,0.28968712,-0.20259637,0.28317056,-0.32391878,0.25475993,-0.11077885,0.16916459,-0.05606676,0.38931965,-0.18171877,0.00000000,-0.00000000
-5.48974487,1.06300016,-0.70150944,0.01808727,-0.00558233,0.17502148,-0.17455076,0.31028969,-0.19612800,0.30071370,-0.30259460,0.26861419,-0.11578543,0.17851566,-0.06206132,0.41142858,-0.18966803,0.00000000,-0.00000000
-5.48374187,1.13275858,-0.69307815,0.01883803,-0.00633427,0.19083206,-0.16364586,0.33370159,-0.19274146,0.32231611,-0.28457893,0.28280102,-0.12267780,0.18765123,-0.06877962,0.43423948,-0.20038202,0.00000000,-0.00000000
-5.47773887,1.20944590,-0.69383154,0.01950159,-0.00714211,0.20952926,-0.15500920,0.35983195,-0.19250515,0.34779494,-0.27019767,0.29723532,-0.13136433,0.19651973,-0.07619668,0.45762442,-0.21377135,0.00000000,-0.00000000
-5.47173587,1.29264643,-0.70406445,0.02007010,-0.00800256,0.23101643,-0.14885165,0.38858004,-0.19547081,0.37692215,-0.25972406,0.31185660,-0.14174658,0.20508396,-0.08427923,0.48148218,-0.22972888,0.00000000,-0.00000000
-5.46573287,1.38191087,-0.72397849,0.02053796,-0.00891108,0.25516116,-0.14535652,0.41983150,-0.20167510,0.40942381,-0.25337858,0.32662801,-0.15372097,0.21332132,-0.09298602,0.50573646,-0.24813193,0.00000000,-0.00000000
-5.45972986,1.47674836,-0.75368548,0.02090199,-0.00986187,0.28179352,-0.14467935,0.45345388,-0.21114075,0.44497964,-0.25132946,0.34153401,-0.16718032,0.22122317,-0.10226834,0.53033240,-0.26884457,0.00000000,-0.00000000
-5.45372686,1.57661658,-0.79321115,0.02116161,-0.01084791,0.31070462,-0.14694760,0.48929162,-0.22387717,0.48322292,-0.25369338,0.35657665,-0.18201536,0.22879336,-0.11207085,0.55523119,-0.29171990,0.00000000,-0.00000000
-5.44772386,1.68091060,-0.84249839,0.02131874,-0.01186109,0.34164590,-0.15226011,0.52716099,-0.23988038,0.52374134,-0.26053611,0.37177071,-0.19811615,0.23604599,-0.12233260,0.58040333,-0.31660245,0.00000000,-0.00000000
-5.44172086,1.78895171,-0.90140977,0.02137772,-0.01289230,0.37432926,-0.16068612,0.56684518,-0.25913222,0.56607875,-0.27187289,0.38713776,-0.21537337,0.24300244,-0.13298817,0.60582068,-0.34333032,0.00000000,-0.00000000
-5.43571786,1.89997714,-0.96972874,0.02134512,-0.01393167,0.40842819,-0.17226382,0.60809012,-0.28159884,0.60973840,-0.28766835,0.40269968,-0.23367942,0.24968787,-0.14396900,0.63144786,-0.37173718,0.00000000,-0.00000000
-5.42971486,2.01313186,-1.04715949,0.02122942,-0.01496869,0.44358019,-0.18699844,0.65060119,-0.30722834,0.65418756,-0.30783598,0.41847170,-0.25292925,0.25612741,-0.15520472,0.65723345,-0.40165389,0.00000000,-0.00000000
-5.42371186,2.12746365,-1.13332511,0.02104062,-0.01599256,0.47939045,-0.20485982,0.69404138,-0.33594779,0.69886382,-0.33223711,0.43445568,-0.27302086,0.26234223,-0.16662432,0.68310161,-0.43290962,0.00000000,-0.00000000
-5.41770885,2.24192219,-1.22776430,0.02078983,-0.01699235,0.51543686,-0.22577975,0.73803115,-0.36765958,0.74318293,-0.36067969,0.45063373,-0.29385538,0.26834571,-0.17815735,0.70894469,-0.46533237,0.00000000,-0.00000000
-5.41170585,2.35536321,-1.32992671,0.02048883,-0.01795733,0.55127638,-0.24964914,0.78215023,-0.40223733,0.78654829,-0.39291682,0.46696286,-0.31533661,0.27414007,-0.18973476,0.73461725,-0.49874880,0.00000000,-0.00000000
-5.40570285,2.46655821,-1.43916740,0.02014956,-0.01887722,0.58645261,-0.27631533,0.82594149,-0.43952162,0.82836169,-0.42864562,0.48337083,-0.33737014,0.27971350,-0.20128950,0.75993225,-0.53298326,0.00000000,-0.00000000
-5.39969985,2.57420995,-1.55474088,0.01978372,-0.01974242,0.62050443,-0.30557976,0.86891721,-0.47931557,0.86803525,-0.46750656,0.49975368,-0.35986180,0.28503825,-0.21275680,0.78465948,-0.56785616,0.00000000,-0.00000000
-5.39369685,2.67697389,-1.67579547,0.01940234,-0.02054427,0.65297557,-0.33719627,0.91056732,-0.52138088,0.90500407,-0.50908354,0.51597515,-0.38271573,0.29006957,-0.22407404,0.80852677,-0.60318155,0.00000000,-0.00000000
-5.38769385,2.77348508,-1.80136878,0.01901547,-0.02127521,0.68342472,-0.37087044,0.95036991,-0.56543439,0.93873936,-0.55290535,0.53186802,-0.40583196,0.29474581,-0.23518036,0.83122398,-0.63876429,0.00000000,-0.00000000
-5.38169085,2.86238997,-1.93038512,0.01863187,-0.02192897,0.71143598,-0.40626005,0.98780340,-0.61114561,0.96876144,-0.59844842,0.54723762,-0.42910377,0.29898963,-0.24601590,0.85240972,-0.67439682,0.00000000,-0.00000000
-5.37568784,2.94238200,-2.06165575,0.01825889,-0.02250065,0.73662930,-0.44297703,1.02236027,-0.65813555,0.99465233,-0.64514150,0.56186724,-0.45241488,0.30271030,-0.25652081,0.87172077,-0.70985588,0.00000000,-0.00000000
-5.36968484,3.01223981,-2.19388283,0.01790233,-0.02298680,0.75867056,-0.48059105,1.05356168,-0.70597710,1.01606738,-0.69237205,0.57552533,-0.47563684,0.30580700,-0.26663418,0.88878357,-0.74489958,0.00000000,-0.00000000
-5.36368184,3.07086661,-2.32566767,0.01756651,-0.02338541,0.77728092,-0.51863478,1.08097260,-0.75419738,1.03274547,-0.73949478,0.58797414,-0.49862677,0.30817300,-0.27629292,0.90322759,-0.77926501,0.00000000,-0.00000000
-5.35767884,3.11732882,-2.45552401,0.01725429,-0.02369588,0.79224512,-0.55661089,1.10421677,-0.80228197,1.04451753,-0.78584207,0.59897933,-0.52122567,0.30970041,-0.28543071,0.91469970,-0.81266686,0.00000000,-0.00000000
-5.35167584,3.15089258,-2.58189652,0.01696730,-0.02391897,0.80341846,-0.59400076,1.12299083,-0.84968158,1.05131285,-0.83073611,0.60832018,-0.54325770,0.31028540,-0.29397730,0.92287906,-0.84479741,0.00000000,-0.00000000
-5.34567284,3.17105600,-2.70318473,0.01670611,-0.02405666,0.81073207,-0.63027466,1.13707696,-0.89582068,1.05316302,-0.87350273,0.61579973,-0.56453047,0.30983349,-0.30185811,0.92749161,-0.87532806,0.00000000,-0.00000000
