energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Ir_p_up,Ir_d_up,S_s_up,S_p_up
-5.36968484,3.04556772,0.00027315,0.87505600,0.41591084,0.32614517,0.95361731,1.30188168,0.00096351,0.59410969
-5.36368184,3.06142374,0.00026929,0.88694208,0.41811467,0.32744576,0.96392092,1.30368792,0.00084696,0.59702643
-5.35767884,3.07011652,0.00026396,0.89445781,0.42125532,0.32989409,0.97020865,1.30020559,0.00074624,0.60220200
-5.35167584,3.07142946,0.00025722,0.89756467,0.42524688,0.33345423,0.97240747,1.29141594,0.00065941,0.60949914
-5.34567284,3.06532419,0.00024914,0.89630979,0.43000301,0.33807703,0.97052869,1.27740879,0.00058461,0.61876329
-5.33966983,3.05193332,0.00023985,0.89082269,0.43543758,0.34369913,0.96466587,1.25837893,0.00052013,0.62982300
-5.33366683,3.03154708,0.00022946,0.88130929,0.44146496,0.35024234,0.95498998,1.23461867,0.00046439,0.64249053
-5.32766383,3.00459478,0.00021814,0.86804357,0.44799999,0.35761363,0.94174204,1.20650719,0.00041601,0.65656286
-5.32166083,2.97162208,0.00020607,0.85135727,0.45495790,0.36570578,0.92522363,1.17449726,0.00037378,0.67182319
-5.31565783,2.93326557,0.00019341,0.83162812,0.46225414,0.37439864,0.90578577,1.13909984,0.00033667,0.68804300
-5.30965483,2.89022592,0.00018037,0.80926706,0.46980416,0.38356107,0.88381668,1.10086750,0.00030380,0.70498463
-5.30365183,2.84324106,0.00016713,0.78470511,0.47752345,0.39305344,0.85972894,1.06037744,0.00027447,0.72240455
-5.29764882,2.79306066,0.00015386,0.75838036,0.48532768,0.40273071,0.83394667,1.01821483,0.00024811,0.74005709
-5.29164582,2.74042307,0.00014073,0.73072569,0.49313310,0.41244586,0.80689317,0.97495723,0.00022426,0.75769874
-5.28564282,2.68603574,0.00012790,0.70215752,0.50085734,0.42205362,0.77897965,0.93116076,0.00020260,0.77509268
-5.27963982,2.63055979,0.00011549,0.67306622,0.50842034,0.43141429,0.75059519,0.88734849,0.00018286,0.79201367
-5.27363682,2.57459906,0.00010364,0.64380824,0.51574571,0.44039750,0.72209849,0.84400144,0.00016488,0.80825285
-5.26763382,2.51869396,0.00009243,0.61470029,0.52276221,0.44888578,0.69381151,0.80155236,0.00014854,0.82362236
-5.26163082,2.46331965,0.00008195,0.58601559,0.52940538,0.45677767,0.66601499,0.76038237,0.00013378,0.83795964
-5.25562781,2.40888839,0.00007225,0.55798218,0.53561923,0.46399029,0.63894611,0.72082033,0.00012056,0.85113098
-5.24962481,2.35575521,0.00006338,0.53078317,0.54135785,0.47046122,0.61279790,0.68314466,0.00010890,0.86303436
-5.24362181,2.30422610,0.00005536,0.50455871,0.54658673,0.47614957,0.58772045,0.64758728,0.00009882,0.87360113
-5.23761881,2.25456776,0.00004819,0.47940936,0.55128380,0.48103619,0.56382348,0.61433911,0.00009036,0.88279664
-5.23161581,2.20701796,0.00004188,0.45540062,0.55543999,0.48512293,0.54118017,0.58355669,0.00008359,0.89061949
-5.22561281,2.16179539,0.00003640,0.43256817,0.55905924,0.48843109,0.51983172,0.55536932,0.00007859,0.89709952
-5.21960980,2.11910828,0.00003175,0.41092353,0.56215785,0.49099898,0.49979241,0.52988611,0.00007543,0.90229449
-5.21360680,2.07916082,0.00002789,0.39045974,0.56476324,0.49287880,0.48105487,0.50720248,0.00007422,0.90628558
-5.20760380,2.04215703,0.00002479,0.37115676,0.56691199,0.49413289,0.46359510,0.48740559,0.00007506,0.90917180
-5.20160080,2.00830145,0.00002242,0.35298633,0.56864739,0.49482970,0.44737718,0.47057831,0.00007806,0.91106368
-5.19559780,1.97779682,0.00002074,0.33591615,0.57001644,0.49503940,0.43235730,0.45680149,0.00008335,0.91207634
-5.18959480,1.95083847,0.00001974,0.31991305,0.57106649,0.49482962,0.41848702,0.44615427,0.00009103,0.91232241
-5.18359180,1.92760608,0.00001937,0.30494533,0.57184170,0.49426140,0.40571574,0.43871245,0.00010123,0.91190513
-5.17758879,1.90825307,0.00001960,0.29098404,0.57237956,0.49338559,0.39399224,0.43454491,0.00011406,0.91091185
-5.17158579,1.89289439,0.00002042,0.27800340,0.57270753,0.49223982,0.38326540,0.43370832,0.00012960,0.90940848
-5.16558279,1.88159349,0.00002179,0.26598039,0.57284012,0.49084634,0.37348422,0.43624040,0.00014793,0.90743503
-5.15957979,1.87434927,0.00002368,0.25489370,0.57277655,0.48921071,0.36459721,0.44215205,0.00016909,0.90500258
-5.15357679,1.87108396,0.00002607,0.24472218,0.57249920,0.48732149,0.35655129,0.45141895,0.00019309,0.90209186
-5.14757379,1.87163279,0.00002893,0.23544304,0.57197287,0.48515089,0.34929053,0.46397298,0.00021989,0.89865351
-5.14157079,1.87573609,0.00003223,0.22702988,0.57114510,0.48265640,0.34275473,0.47969414,0.00024939,0.89461012
-5.13556778,1.88303482,0.00003592,0.21945090,0.56994740,0.47978331,0.33687821,0.49840344,0.00028145,0.88985989
-5.12956478,1.89306966,0.00003996,0.21266729,0.56829756,0.47646794,0.33158879,0.51985735,0.00031584,0.88428188
-5.12356178,1.90528437,0.00004431,0.20663208,0.56610279,0.47264151,0.32680727,0.54374429,0.00035227,0.87774245
-5.11755878,1.91903340,0.00004891,0.20128945,0.56326371,0.46823433,0.32244740,0.56968356,0.00039037,0.87010273
-5.11155578,1.93359374,0.00005369,0.19657461,0.55967892,0.46318018,0.31841650,0.59722704,0.00042973,0.86122668
-5.10555278,1.94818075,0.00005859,0.19241430,0.55525001,0.45742070,0.31461663,0.62586390,0.00046983,0.85098937
-5.09954977,1.96196760,0.00006354,0.18872784,0.54988672,0.45090935,0.31094641,0.65502831,0.00051012,0.83928504
-5.09354677,1.97410751,0.00006844,0.18542874,0.54351203,0.44361505,0.30730335,0.68411007,0.00054999,0.82603454
-5.08754377,1.98375813,0.00007322,0.18242679,0.53606688,0.43552503,0.30358659,0.71246801,0.00058880,0.81119181
-5.08154077,1.99010698,0.00007779,0.17963036,0.52751437,0.42664688,0.29969992,0.73944558,0.00062587,0.79474892
-5.07553777,1.99239698,0.00008207,0.17694914,0.51784308,0.41700973,0.29555497,0.76438826,0.00066055,0.77673961
-5.06953477,1.98995100,0.00008598,0.17429670,0.50706939,0.40666436,0.29107426,0.78666200,0.00069218,0.75724092
-5.06353177,1.98219423,0.00008943,0.17159321,0.49523872,0.39568233,0.28619406,0.80567201,0.00072014,0.73637290
-5.05752876,1.96867348,0.00009236,0.16876781,0.48242545,0.38415412,0.28086682,0.82088109,0.00074387,0.71429638
-5.05152576,1.94907241,0.00009470,0.16576068,0.46873162,0.37218643,0.27506305,0.83182662,0.00076287,0.69120889
-5.04552276,1.92322202,0.00009641,0.16252471,0.45428434,0.35989861,0.26877247,0.83813553,0.00077676,0.66733878
-5.03951976,1.89110579,0.00009745,0.15902660,0.43923215,0.34741861,0.26200442,0.83953640,0.00078522,0.64293796
-5.03351676,1.85285926,0.00009779,0.15524738,0.42374025,0.33487839,0.25478732,0.83586833,0.00078809,0.61827349
-5.02751376,1.80876396,0.00009743,0.15118236,0.40798504,0.32240920,0.24716748,0.82708586,0.00078529,0.59361837
-5.02151076,1.75923608,0.00009638,0.14684045,0.39214805,0.31013686,0.23920693,0.81325996,0.00077689,0.56924202
-5.01550775,1.70481019,0.00009465,0.14224297,0.37640961,0.29817725,0.23098065,0.79457489,0.00076306,0.54540085
-5.00950475,1.64611897,0.00009228,0.13742193,0.36094252,0.28663227,0.22257323,0.77132109,0.00074410,0.52232931
-5.00350175,1.58386978,0.00008933,0.13241801,0.34590599,0.27558635,0.21407508,0.74388451,0.00072040,0.50023192
-4.99749875,1.51881925,0.00008586,0.12727813,0.33144023,0.26510385,0.20557846,0.71273286,0.00069246,0.47927648
-4.99149575,1.45174704,0.00008192,0.12205305,0.31766172,0.25522718,0.19717348,0.67839935,0.00066082,0.45958895
-4.98549275,1.38342993,0.00007761,0.11679478,0.30465967,0.24597605,0.18894428,0.64146487,0.00062610,0.44124998
-4.97948974,1.31461751,0.00007299,0.11155422,0.29249350,0.23734753,0.18096561,0.60253918,0.00058894,0.42429348
-4.97348674,1.24601039,0.00006816,0.10637897,0.28119173,0.22931719,0.17329991,0.56224217,0.00055002,0.40870702
-4.96748374,1.17824188,0.00006319,0.10131147,0.27075210,0.22184104,0.16599511,0.52118576,0.00050998,0.39443415
-4.96148074,1.11186368,0.00005816,0.09638752,0.26114300,0.21485826,0.15908316,0.47995726,0.00046946,0.38137849
-4.95547774,1.04733610,0.00005315,0.09163526,0.25230611,0.20829454,0.15257945,0.43910479,0.00042906,0.36940927
-4.94947474,0.98502295,0.00004822,0.08707462,0.24416000,0.20206592,0.14648299,0.39912518,0.00038932,0.35836811
-4.94347174,0.92519085,0.00004344,0.08271725,0.23660471,0.19608280,0.14077741,0.36045458,0.00035072,0.34807673
-4.93746873,0.86801281,0.00003884,0.07856684,0.22952681,0.19025412,0.13543267,0.32346209,0.00031369,0.33834512
-4.93146573,0.81357547,0.00003449,0.07461985,0.22280491,0.18449132,0.13040738,0.28844629,0.00027855,0.32897985
-4.92546273,0.76188920,0.00003040,0.07086656,0.21631524,0.17871209,0.12565153,0.25563448,0.00024557,0.31979215
-4.91945973,0.71290047,0.00002661,0.06729236,0.20993705,0.17284359,0.12110950,0.22518453,0.00021494,0.31060538
-4.91345673,0.66650549,0.00002312,0.06387911,0.20355763,0.16682512,0.11672324,0.19718879,0.00018678,0.30126164
-4.90745373,0.62256435,0.00001994,0.06060666,0.19707674,0.16061017,0.11243530,0.17167980,0.00016115,0.29162722
-4.90145073,0.58091480,0.00001708,0.05745426,0.19041020,0.15416763,0.10819171,0.14863728,0.00013803,0.28159671
-4.89544772,0.54138514,0.00001452,0.05440187,0.18349265,0.14748239,0.10394450,0.12799594,0.00011739,0.27109570
-4.88944472,0.50380546,0.00001226,0.05143128,0.17627923,0.14055512,0.09965375,0.10965370,0.00009911,0.26008205
-4.88344172,0.46801698,0.00001028,0.04852709,0.16874638,0.13340145,0.09528911,0.09347998,0.00008308,0.24854565
-4.87743872,0.43387910,0.00000855,0.04567729,0.16089158,0.12605055,0.09083069,0.07932359,0.00006914,0.23650692
-4.87143572,0.40127425,0.00000706,0.04287372,0.15273221,0.11854324,0.08626949,0.06702008,0.00005713,0.22401416
-4.86543272,0.37011035,0.00000579,0.04011218,0.14430368,0.11092973,0.08160712,0.05639833,0.00004687,0.21113982
-4.85942971,0.34032125,0.00000472,0.03739233,0.13565685,0.10326714,0.07685512,0.04728614,0.00003817,0.19797621
-4.85342671,0.31186537,0.00000381,0.03471734,0.12685501,0.09561698,0.07203379,0.03951495,0.00003087,0.18463058
-4.84742371,0.28472280,0.00000306,0.03209342,0.11797060,0.08804252,0.06717074,0.03292349,0.00002478,0.17122004
-4.84142071,0.25889142,0.00000244,0.02952920,0.10908173,0.08060644,0.06229914,0.02736051,0.00001975,0.15786653
-4.83541771,0.23438224,0.00000193,0.02703501,0.10026883,0.07336862,0.05745589,0.02268664,0.00001563,0.14469193
-4.82941471,0.21121455,0.00000152,0.02462220,0.09161141,0.06638422,0.05267977,0.01877549,0.00001229,0.13181368
-4.82341171,0.18941103,0.00000118,0.02230235,0.08318521,0.05970223,0.04800966,0.01551408,0.00000959,0.11934095
-4.81740870,0.16899332,0.00000092,0.02008671,0.07505974,0.05336420,0.04348289,0.01280277,0.00000744,0.10737147
-4.81140570,0.14997807,0.00000070,0.01798553,0.06729633,0.04740360,0.03913384,0.01055476,0.00000574,0.09598919
-4.80540270,0.13237390,0.00000054,0.01600763,0.05994666,0.04184535,0.03499280,0.00869534,0.00000441,0.08526257
-4.79939970,0.11617906,0.00000041,0.01416007,0.05305185,0.03670587,0.03108510,0.00716090,0.00000338,0.07524382
-4.79339670,0.10138012,0.00000031,0.01244788,0.04664210,0.03199330,0.02743059,0.00589790,0.00000260,0.06596866
-4.78739370,0.08795144,0.00000023,0.01087397,0.04073675,0.02770813,0.02404334,0.00486184,0.00000202,0.05745685
-4.78139070,0.07585552,0.00000017,0.00943916,0.03534478,0.02384396,0.02093167,0.00401618,0.00000161,0.04971321
-4.77538769,0.06504396,0.00000013,0.00814227,0.03046566,0.02038838,0.01809836,0.00333144,0.00000135,0.04272900
-4.76938469,0.05545916,0.00000009,0.00698031,0.02609048,0.01732407,0.01554113,0.00278438,0.00000122,0.03648377
-4.76338169,0.04703626,0.00000007,0.00594878,0.02220324,0.01462985,0.01325317,0.00235733,0.00000120,0.03094723
-4.75737869,0.03970560,0.00000005,0.00504193,0.01878230,0.01228174,0.01122384,0.00203767,0.00000131,0.02608138
-4.75137569,0.03339524,0.00000004,0.00425314,0.01580186,0.01025405,0.00943942,0.00181749,0.00000154,0.02184250
-4.74537269,0.02803358,0.00000003,0.00357527,0.01323340,0.00852032,0.00788383,0.00169337,0.00000193,0.01818317
-4.73936968,0.02355207,0.00000002,0.00300100,0.01104711,0.00705421,0.00653940,0.00166638,0.00000250,0.01505412
-4.73336668,0.01988765,0.00000002,0.00252316,0.00921321,0.00583033,0.00538756,0.00174215,0.00000328,0.01240586
-4.72736368,0.01698526,0.00000002,0.00213509,0.00770310,0.00482485,0.00440945,0.00193118,0.00000435,0.01019016
-4.72136068,0.01480005,0.00000002,0.00183090,0.00649045,0.00401611,0.00358644,0.00224923,0.00000575,0.00836123
-4.71535768,0.01329942,0.00000002,0.00160574,0.00555206,0.00338504,0.00290067,0.00271778,0.00000759,0.00687673
-4.70935468,0.01246489,0.00000002,0.00145603,0.00486860,0.00291552,0.00233536,0.00336471,0.00000998,0.00569854
-4.70335168,0.01229381,0.00000003,0.00137967,0.00442522,0.00259466,0.00187511,0.00422500,0.00001305,0.00479329
-4.69734867,0.01280077,0.00000004,0.00137615,0.00421201,0.00241293,0.00150615,0.00534145,0.00001697,0.00413277
-4.69134567,0.01401890,0.00000005,0.00144676,0.00422432,0.00236432,0.00121647,0.00676554,0.00002193,0.00369412
-4.68534267,0.01600093,0.00000007,0.00159461,0.00446296,0.00244634,0.00099597,0.00855823,0.00002818,0.00345989
-4.67933967,0.01882006,0.00000010,0.00182472,0.00493430,0.00266001,0.00083645,0.01079072,0.00003601,0.00341807
-4.67333667,0.02257056,0.00000013,0.00214404,0.00565022,0.00300981,0.00073176,0.01354521,0.00004574,0.00356189
-4.66733367,0.02736812,0.00000018,0.00256146,0.00662803,0.00350360,0.00067775,0.01691553,0.00005776,0.00388965
-4.66133067,0.03334993,0.00000024,0.00308776,0.00789017,0.00415238,0.00067233,0.02100756,0.00007253,0.00440447
-4.65532766,0.04067435,0.00000031,0.00373549,0.00946391,0.00497021,0.00071552,0.02593956,0.00009057,0.00511397
-4.64932466,0.04952028,0.00000041,0.00451891,0.01138085,0.00597385,0.00080946,0.03184216,0.00011247,0.00602991
-4.64332166,0.06008601,0.00000054,0.00545377,0.01367641,0.00718258,0.00095848,0.03885816,0.00013891,0.00716783
