energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.86193097,1.15872630,0.00893182,0.04032052,0.60014651,0.00000000,0.37307557,0.06722426,0.02435827,0.81715377
-5.85592796,1.15522729,0.00994738,0.04027705,0.59830039,0.00000000,0.37012880,0.06910244,0.02377441,0.81521382
-5.84992496,1.15293508,0.01114552,0.04020477,0.59757964,0.00000000,0.36787546,0.07134531,0.02315078,0.81415303
-5.84392196,1.15266164,0.01253330,0.04013291,0.59842198,0.00000000,0.36660772,0.07399627,0.02249867,0.81455180
-5.83791896,1.15525377,0.01411542,0.04009115,0.60128121,0.00000000,0.36662927,0.07709871,0.02183175,0.81701676
-5.83191596,1.16156547,0.01589396,0.04010855,0.60661561,0.00000000,0.36824752,0.08069409,0.02116548,0.82216127
-5.82591296,1.17242989,0.01786797,0.04021243,0.61487616,0.00000000,0.37176567,0.08481997,0.02051646,0.83058576
-5.81990995,1.18863220,0.02003323,0.04042738,0.62649495,0.00000000,0.37747470,0.08950821,0.01990170,0.84285859
-5.81390695,1.21088425,0.02238197,0.04077436,0.64187423,0.00000000,0.38564568,0.09478333,0.01933794,0.85949809
-5.80790395,1.23980211,0.02490269,0.04126995,0.66137639,0.00000000,0.39652257,0.10066103,0.01884099,0.88095670
-5.80190095,1.27588706,0.02758010,0.04192578,0.68531523,0.00000000,0.41031567,0.10714707,0.01842510,0.90760734
-5.79589795,1.31951071,0.03039516,0.04274817,0.71394862,0.00000000,0.42719589,0.11423653,0.01810250,0.93973273
-5.78989495,1.37090449,0.03332521,0.04373797,0.74747265,0.00000000,0.44728983,0.12191332,0.01788292,0.97751759
-5.78389195,1.43015362,0.03634431,0.04489057,0.78601729,0.00000000,0.47067591,0.13015016,0.01777335,1.02104402
-5.77788894,1.49719550,0.03942366,0.04619611,0.82964353,0.00000000,0.49738128,0.13890893,0.01777785,1.07028986
-5.77188594,1.57182229,0.04253221,0.04763989,0.87834189,0.00000000,0.52737975,0.14814133,0.01789752,1.12512988
-5.76588294,1.65368709,0.04563735,0.04920289,0.93203202,0.00000000,0.56059058,0.15778987,0.01813057,1.18533958
-5.75987994,1.74231345,0.04870574,0.05086244,0.99056346,0.00000000,0.59687815,0.16778917,0.01847257,1.25060109
-5.75387694,1.83710743,0.05170423,0.05259291,1.05371724,0.00000000,0.63605240,0.17806745,0.01891671,1.32051102
-5.74787394,1.93737161,0.05460079,0.05436653,1.12120814,0.00000000,0.67787019,0.18854812,0.01945420,1.39458956
-5.74187094,2.04232052,0.05736550,0.05615417,1.19268771,0.00000000,0.72203738,0.19915153,0.02007474,1.47229068
-5.73586793,2.15109670,0.05997143,0.05792614,1.26774770,0.00000000,0.76821177,0.20979669,0.02076699,1.55301278
-5.72986493,2.26278702,0.06239545,0.05965293,1.34592404,0.00000000,0.81600686,0.22040288,0.02151902,1.63610970
-5.72386193,2.37643865,0.06461900,0.06130590,1.42670128,0.00000000,0.86499641,0.23089122,0.02231889,1.72090146
-5.71785893,2.49107425,0.06662853,0.06285789,1.50951749,0.00000000,0.91471992,0.24118599,0.02315496,1.80668478
-5.71185593,2.60570612,0.06841586,0.06428374,1.59376955,0.00000000,0.96468876,0.25121570,0.02401637,1.89274287
-5.70585293,2.71934895,0.06997823,0.06556070,1.67881900,0.00000000,1.01439323,0.26091401,0.02489329,1.97835448
-5.69984992,2.83103105,0.07131818,0.06666874,1.76399819,0.00000000,1.06331017,0.27022015,0.02577712,2.06280206
-5.69384692,2.93980392,0.07244309,0.06759079,1.84861692,0.00000000,1.11091113,0.27907926,0.02666060,2.14537886
-5.68784392,3.04475011,0.07336458,0.06831283,1.93196933,0.00000000,1.15667093,0.28744225,0.02753785,2.22539504
-5.68184092,3.14498939,0.07409770,0.06882397,2.01334102,0.00000000,1.20007635,0.29526554,0.02840419,2.30218268
-5.67583792,3.23968343,0.07465988,0.06911639,2.09201631,0.00000000,1.24063476,0.30251041,0.02925605,2.37509984
-5.66983492,3.32803900,0.07506989,0.06918524,2.16728541,0.00000000,1.27788240,0.30914231,0.03009064,2.44353355
-5.66383192,3.40930995,0.07534664,0.06902853,2.23845153,0.00000000,1.31139207,0.31512996,0.03090567,2.50690220
-5.65782891,3.48279840,0.07550813,0.06864693,2.30483773,0.00000000,1.34078005,0.32044437,0.03169898,2.56465705
-5.65182591,3.54785518,0.07557034,0.06804357,2.36579338,0.00000000,1.36571189,0.32505797,0.03246818,2.61628349
-5.64582291,3.60388017,0.07554632,0.06722382,2.42070037,0.00000000,1.38590710,0.32894379,0.03321033,2.66130192
-5.63981991,3.65032268,0.07544551,0.06619510,2.46897888,0.00000000,1.40114247,0.33207473,0.03392159,2.69926879
-5.63381691,3.68668236,0.07527320,0.06496665,2.51009293,0.00000000,1.41125405,0.33442320,0.03459702,2.72977783
-5.62781391,3.71251096,0.07503032,0.06354928,2.54355559,0.00000000,1.41613785,0.33596089,0.03523040,2.75246186
-5.62181091,3.72741522,0.07471344,0.06195525,2.56893418,0.00000000,1.41574926,0.33665903,0.03581418,2.76699534
-5.61580790,3.73106102,0.07431511,0.06019801,2.58585536,0.00000000,1.41010140,0.33648880,0.03633947,2.77309782
-5.60980490,3.72317899,0.07382436,0.05829205,2.59401033,0.00000000,1.39926249,0.33542222,0.03679624,2.77053833
-5.60380190,3.70357150,0.07322744,0.05625273,2.59316013,0.00000000,1.38335266,0.33343326,0.03717354,2.75914079
-5.59779890,3.67212077,0.07250879,0.05409614,2.58314108,0.00000000,1.36254007,0.33049925,0.03745982,2.73879028
-5.59179590,3.62879792,0.07165202,0.05183891,2.56387015,0.00000000,1.33703686,0.32660248,0.03764338,2.70943986
-5.58579290,3.57367233,0.07064102,0.04949805,2.53535029,0.00000000,1.30709493,0.32173191,0.03771279,2.67111781
-5.57978989,3.50692092,0.06946101,0.04709084,2.49767535,0.00000000,1.27300175,0.31588485,0.03765743,2.62393465
-5.57378689,3.42883643,0.06809959,0.04463462,2.45103421,0.00000000,1.23507622,0.30906861,0.03746795,2.56808960
-5.56778389,3.33983430,0.06654761,0.04214670,2.39571399,0.00000000,1.19366469,0.30130192,0.03713678,2.50387593
-5.56178089,3.24045718,0.06479988,0.03964409,2.33210166,0.00000000,1.14913715,0.29261606,0.03665856,2.43168451
-5.55577789,3.13137653,0.06285575,0.03714344,2.26068386,0.00000000,1.10188339,0.28305559,0.03603046,2.35200538
-5.54977489,3.01339079,0.06071937,0.03466081,2.18204454,0.00000000,1.05230927,0.27267871,0.03525246,2.26542654
-5.54377189,2.88741971,0.05839982,0.03221153,2.09686009,0.00000000,1.00083285,0.26155699,0.03432755,2.17262997
-5.53776888,2.75449463,0.05591093,0.02981001,2.00589184,0.00000000,0.94788039,0.24977472,0.03326171,2.07438453
-5.53176588,2.61574475,0.05327098,0.02746962,1.90997593,0.00000000,0.89388210,0.23742771,0.03206387,1.97153580
-5.52576288,2.47237970,0.05050209,0.02520254,1.81001068,0.00000000,0.83926762,0.22462157,0.03074570,1.86499308
-5.51975988,2.32566877,0.04762961,0.02301962,1.70694157,0.00000000,0.78446131,0.21146967,0.02932134,1.75571379
-5.51375688,2.17691768,0.04468128,0.02093031,1.60174456,0.00000000,0.72987727,0.19809074,0.02780697,1.64468592
-5.50775388,2.02744353,0.04168637,0.01894256,1.49540795,0.00000000,0.67591426,0.18460626,0.02622042,1.53290903
-5.50175088,1.87854908,0.03867480,0.01706278,1.38891370,0.00000000,0.62295067,0.17113774,0.02458058,1.42137466
-5.49574787,1.73149730,0.03567626,0.01529581,1.28321881,0.00000000,0.57133967,0.15780403,0.02290695,1.31104684
-5.48974487,1.58748729,0.03271935,0.01364497,1.17923741,0.00000000,0.52140471,0.14471875,0.02121903,1.20284360
-5.48374187,1.44763247,0.02983092,0.01211203,1.07782446,0.00000000,0.47343563,0.13198797,0.01953585,1.09762008
-5.47773887,1.31294208,0.02703535,0.01069737,0.97976153,0.00000000,0.42768539,0.11970821,0.01787549,0.99615415
-5.47173587,1.18430646,0.02435411,0.00939999,0.88574531,0.00000000,0.38436787,0.10796482,0.01625466,0.89913486
-5.46573287,1.06248689,0.02180538,0.00821769,0.79637915,0.00000000,0.34365650,0.09683088,0.01468837,0.80715426
-5.45972986,0.94811002,0.01940380,0.00714720,0.71216811,0.00000000,0.30568409,0.08636651,0.01318965,0.72070282
-5.45372686,0.84166717,0.01716044,0.00618430,0.63351730,0.00000000,0.27054374,0.07661873,0.01176939,0.64016848
-5.44772386,0.74351821,0.01508280,0.00532404,0.56073374,0.00000000,0.23829083,0.06762170,0.01043627,0.56583921
-5.44172086,0.65389970,0.01317496,0.00456085,0.49403131,0.00000000,0.20894595,0.05939749,0.00919673,0.49790889
-5.43571786,0.57293667,0.01143785,0.00388876,0.43353861,0.00000000,0.18249882,0.05195711,0.00805504,0.43648595
-5.42971486,0.50065745,0.00986959,0.00330153,0.37930901,0.00000000,0.15891280,0.04530195,0.00701349,0.38160446
-5.42371186,0.43701058,0.00846580,0.00279283,0.33133258,0.00000000,0.13812996,0.03942530,0.00607252,0.33323677
-5.41770885,0.38188307,0.00722009,0.00235638,0.28954910,0.00000000,0.12007638,0.03431414,0.00523097,0.29130729
-5.41170585,0.33511901,0.00612443,0.00198605,0.25386148,0.00000000,0.10466755,0.02995083,0.00448636,0.25570654
-5.40570285,0.29653760,0.00516955,0.00167601,0.22414911,0.00000000,0.09181354,0.02631489,0.00383513,0.22630491
-5.39969985,0.26594986,0.00434541,0.00142081,0.20028027,0.00000000,0.08142375,0.02338456,0.00327292,0.20296534
-5.39369685,0.24317310,0.00364146,0.00121542,0.18212316,0.00000000,0.07341108,0.02113820,0.00279485,0.18555443
-5.38769385,0.22804266,0.00304708,0.00105533,0.16955504,0.00000000,0.06769529,0.01955545,0.00239572,0.17395143
-5.38169085,0.22042016,0.00255173,0.00093652,0.16246897,0.00000000,0.06420543,0.01861809,0.00207024,0.16805462
-5.37568784,0.22019802,0.00214527,0.00085553,0.16077793,0.00000000,0.06288117,0.01831056,0.00181320,0.16778495
-5.36968484,0.22729994,0.00181809,0.00080940,0.16441596,0.00000000,0.06367312,0.01862012,0.00161961,0.17308646
-5.36368184,0.24167727,0.00156124,0.00079568,0.17333647,0.00000000,0.06654193,0.01953667,0.00148483,0.18392371
-5.35767884,0.26330132,0.00136652,0.00081234,0.18750748,0.00000000,0.07145631,0.02105222,0.00140456,0.20027606
-5.35167584,0.29215199,0.00122650,0.00085776,0.20690423,0.00000000,0.07839008,0.02316006,0.00137495,0.22212911
-5.34567284,0.32820304,0.00113455,0.00093061,0.23149916,0.00000000,0.08731822,0.02585356,0.00139253,0.24946366
-5.33966983,0.37140470,0.00108479,0.00102982,0.26125005,0.00000000,0.09821222,0.02912489,0.00145419,0.28224256
-5.33366683,0.42166441,0.00107208,0.00115446,0.29608644,0.00000000,0.11103493,0.03296341,0.00155714,0.32039609
-5.32766383,0.47882653,0.00109194,0.00130363,0.33589540,0.00000000,0.12573511,0.03735410,0.00169879,0.36380666
-5.32166083,0.54265217,0.00114051,0.00147644,0.38050700,0.00000000,0.14224191,0.04227591,0.00187669,0.41229345
-5.31565783,0.61280019,0.00121445,0.00167183,0.42968060,0.00000000,0.16045980,0.04770020,0.00208842,0.46559799
-5.30965483,0.68881052,0.00131094,0.00188857,0.48309255,0.00000000,0.18026392,0.05358942,0.00233148,0.52337148
-5.30365183,0.77009106,0.00142757,0.00212513,0.54032624,0.00000000,0.20149649,0.05989597,0.00260320,0.58516478
-5.29764882,0.85590903,0.00156233,0.00237967,0.60086526,0.00000000,0.22396436,0.06656148,0.00290067,0.65042183
-5.29164582,0.94538792,0.00171355,0.00264997,0.66409038,0.00000000,0.24743802,0.07351649,0.00322067,0.71847727
-5.28564282,1.03751069,0.00187995,0.00293341,0.72928079,0.00000000,0.27165221,0.08068065,0.00355961,0.78855882
-5.27963982,1.13112966,0.00206054,0.00322702,0.79562022,0.00000000,0.29630846,0.08796342,0.00391356,0.85979480
-5.27363682,1.22498346,0.00225471,0.00352745,0.86220787,0.00000000,0.32107930,0.09526533,0.00427821,0.93122691
-5.26763382,1.31772073,0.00246218,0.00383107,0.92807425,0.00000000,0.34561442,0.10247982,0.00464893,1.00182830
-5.26163082,1.40793014,0.00268306,0.00413405,0.99220157,0.00000000,0.36954843,0.10949552,0.00502085,1.07052633
-5.25562781,1.49417591,0.00291781,0.00443244,1.05354814,0.00000000,0.39251011,0.11619900,0.00538895,1.13622966
-5.24962481,1.57503764,0.00316730,0.00472232,1.11107593,0.00000000,0.41413286,0.12247790,0.00574817,1.19785849
-5.24362181,1.64915283,0.00343276,0.00499994,1.16378032,0.00000000,0.43406577,0.12822424,0.00609353,1.25437706
-5.23761881,1.71526061,0.00371580,0.00526186,1.21072087,0.00000000,0.45198519,0.13333787,0.00642035,1.30482692
-5.23161581,1.77224462,0.00401831,0.00550512,1.25105172,0.00000000,0.46760593,0.13772988,0.00672429,1.34835969
-5.22561281,1.81917315,0.00434246,0.00572741,1.28405037,0.00000000,0.48069186,0.14132573,0.00700160,1.38426775
-5.21960980,1.85533479,0.00469054,0.00592718,1.30914351,0.00000000,0.49106526,0.14406821,0.00724920,1.41201148
-5.21360680,1.88026768,0.00506489,0.00610381,1.32592855,0.00000000,0.49861454,0.14591973,0.00746483,1.43124170
-5.20760380,1.89378098,0.00546774,0.00625767,1.33418993,0.00000000,0.50329986,0.14686411,0.00764713,1.44181619
-5.20160080,1.89596743,0.00590106,0.00639022,1.33390937,0.00000000,0.50515635,0.14690772,0.00779568,1.44380941
-5.19559780,1.88720613,0.00636634,0.00650402,1.32526937,0.00000000,0.50429478,0.14607971,0.00791110,1.43751477
-5.18959480,1.86815539,0.00686448,0.00660272,1.30864984,0.00000000,0.50089950,0.14443164,0.00799494,1.42343931
-5.18359180,1.83973555,0.00739554,0.00669100,1.28461788,0.00000000,0.49522374,0.14203618,0.00804969,1.40229078
-5.17758879,1.80310270,0.00795862,0.00677446,1.25391115,0.00000000,0.48758242,0.13898514,0.00807869,1.37495763
-5.17158579,1.75961398,0.00855169,0.00685945,1.21741541,0.00000000,0.47834266,0.13538681,0.00808596,1.34248267
-5.16558279,1.71078604,0.00917147,0.00695288,1.17613729,0.00000000,0.46791247,0.13136278,0.00807610,1.30603130
-5.15957979,1.65824825,0.00981340,0.00706197,1.13117339,0.00000000,0.45672798,0.12704421,0.00805406,1.26685586
-5.15357679,1.60369252,0.01047160,0.00719399,1.08367686,0.00000000,0.44523970,0.12256797,0.00802496,1.22625717
-5.14757379,1.54882164,0.01113888,0.00735595,1.03482301,0.00000000,0.43389843,0.11807244,0.00799391,1.18554491
-5.14157079,1.49529809,0.01180692,0.00755428,0.98577515,0.00000000,0.42314118,0.11369348,0.00796578,1.14599838
-5.13556778,1.44469531,0.01246636,0.00779459,0.93765185,0.00000000,0.41337784,0.10956045,0.00794501,1.10882887
-5.12956478,1.39845283,0.01310705,0.00808127,0.89149694,0.00000000,0.40497885,0.10579254,0.00793544,1.07514514
-5.12356178,1.35783695,0.01371832,0.00841734,0.84825303,0.00000000,0.39826442,0.10249550,0.00794020,1.04592286
-5.11755878,1.32390806,0.01428930,0.00880412,0.80873939,0.00000000,0.39349553,0.09975891,0.00796151,1.02197923
-5.11155578,1.29749529,0.01480924,0.00924114,0.77363464,0.00000000,0.39086709,0.09765391,0.00800069,1.00395309
-5.10555278,1.27917920,0.01526787,0.00972595,0.74346463,0.00000000,0.39050319,0.09623168,0.00805806,0.99229119
-5.09954977,1.26928253,0.01565575,0.01025415,0.71859546,0.00000000,0.39245481,0.09552249,0.00813295,0.98724058
-5.09354677,1.26786890,0.01596460,0.01081933,0.69923154,0.00000000,0.39669967,0.09553535,0.00822377,0.98884716
-5.08754377,1.27474921,0.01618760,0.01141325,0.68541841,0.00000000,0.40314432,0.09625836,0.00832800,0.99696007
-5.08154077,1.28949485,0.01631960,0.01202601,0.67704981,0.00000000,0.41162822,0.09765960,0.00844237,1.01124148
-5.07553777,1.31145716,0.01635735,0.01264624,0.67387846,0.00000000,0.42192964,0.09968851,0.00856297,1.03118110
-5.06953477,1.33979203,0.01629957,0.01326150,0.67552989,0.00000000,0.43377305,0.10227775,0.00868536,1.05611483
-5.06353177,1.37348873,0.01614701,0.01385860,0.68151875,0.00000000,0.44683775,0.10534545,0.00880477,1.08524671
-5.05752876,1.41140178,0.01590241,0.01442402,0.69126679,0.00000000,0.46076744,0.10879768,0.00891626,1.11767339
-5.05152576,1.45228495,0.01557036,0.01494433,0.70412203,0.00000000,0.47518037,0.11253123,0.00901488,1.15241025
-5.04552276,1.49482621,0.01515718,0.01540666,0.71937850,0.00000000,0.48967984,0.11643643,0.00909586,1.18841856
-5.03951976,1.53768274,0.01467059,0.01579909,0.73629591,0.00000000,0.50386458,0.12040006,0.00915473,1.22463269
-5.03351676,1.57951517,0.01411955,0.01611106,0.75411897,0.00000000,0.51733897,0.12430822,0.00918749,1.25998695
-5.02751376,1.61902007,0.01351383,0.01633372,0.77209586,0.00000000,0.52972270,0.12804910,0.00919069,1.29344123
-5.02151076,1.65496027,0.01286380,0.01646022,0.78949552,0.00000000,0.54065964,0.13151558,0.00916156,1.32400501
-5.01550775,1.68619216,0.01218002,0.01648590,0.80562355,0.00000000,0.54982579,0.13460768,0.00909804,1.35075932
-5.00950475,1.71168972,0.01147297,0.01640843,0.81983649,0.00000000,0.55693623,0.13723465,0.00899887,1.37287605
-5.00350175,1.73056477,0.01075278,0.01622788,0.83155427,0.00000000,0.56175075,0.13931688,0.00886356,1.38963464
-4.99749875,1.74208323,0.01002895,0.01594664,0.84027074,0.00000000,0.56407828,0.14078736,0.00869238,1.40043554
-4.99149575,1.74567720,0.00931018,0.01556934,0.84556220,0.00000000,0.56377999,0.14159292,0.00848639,1.40481050
-4.98549275,1.74095275,0.00860420,0.01510260,0.84709374,0.00000000,0.56077104,0.14169503,0.00824730,1.40242959
-4.97948974,1.72769347,0.00791768,0.01455481,0.84462346,0.00000000,0.55502097,0.14107024,0.00797746,1.39310470
-4.97348674,1.70585973,0.00725618,0.01393582,0.83800453,0.00000000,0.54655286,0.13971027,0.00767975,1.37678976
-4.96748374,1.67558397,0.00662411,0.01325656,0.82718500,0.00000000,0.53544121,0.13762174,0.00735750,1.35357768
-4.96148074,1.63716206,0.00602480,0.01252871,0.81220550,0.00000000,0.52180874,0.13482554,0.00701439,1.32369411
-4.95547774,1.59104124,0.00546054,0.01176429,0.79319486,0.00000000,0.50582212,0.13135592,0.00665432,1.28748831
-4.94947474,1.53780476,0.00493271,0.01097538,0.77036380,0.00000000,0.48768684,0.12725921,0.00628134,1.24542132
-4.94347174,1.47815394,0.00444184,0.01017370,0.74399686,0.00000000,0.46764134,0.12259238,0.00589955,1.19805189
-4.93746873,1.41288793,0.00398776,0.00937038,0.71444276,0.00000000,0.44595056,0.11742133,0.00551297,1.14602045
-4.93146573,1.34288193,0.00356974,0.00857570,0.68210349,0.00000000,0.42289913,0.11181904,0.00512551,1.09003167
-4.92546273,1.26906430,0.00318656,0.00779886,0.64742250,0.00000000,0.39878429,0.10586362,0.00474087,1.03083598
-4.91945973,1.19239337,0.00283670,0.00704788,0.61087216,0.00000000,0.37390888,0.09963627,0.00436246,0.96921078
-4.91345673,1.11383446,0.00251837,0.00632951,0.57294113,0.00000000,0.34857449,0.09321932,0.00399338,0.90594165
-4.90745373,1.03433789,0.00222966,0.00564916,0.53412183,0.00000000,0.32307490,0.08669428,0.00363638,0.84180428
-4.90145073,0.95481845,0.00196856,0.00501091,0.49489836,0.00000000,0.29769019,0.08014005,0.00329381,0.77754750
-4.89544772,0.87613696,0.00173308,0.00441763,0.45573544,0.00000000,0.27268138,0.07363124,0.00296764,0.71387800
-4.88944472,0.79908433,0.00152125,0.00387096,0.41706848,0.00000000,0.24828601,0.06723678,0.00265941,0.65144698
-4.88344172,0.72436857,0.00133119,0.00337150,0.37929509,0.00000000,0.22471455,0.06101874,0.00237029,0.59083918
-4.87743872,0.65260486,0.00116109,0.00291892,0.34276835,0.00000000,0.20214774,0.05503139,0.00210107,0.53256447
-4.87143572,0.58430891,0.00100926,0.00251208,0.30779174,0.00000000,0.18073501,0.04932061,0.00185214,0.47705211
-4.86543272,0.51989362,0.00087411,0.00214918,0.27461600,0.00000000,0.16059378,0.04392355,0.00162362,0.42464764
-4.85942971,0.45966883,0.00075417,0.00182792,0.24343780,0.00000000,0.14180970,0.03886851,0.00141530,0.37561244
-4.85342671,0.40384395,0.00064807,0.00154561,0.21440007,0.00000000,0.12443778,0.03417519,0.00122670,0.33012567
-4.84742371,0.35253324,0.00055454,0.00129932,0.18759392,0.00000000,0.10850418,0.02985508,0.00105713,0.28828829
-4.84142071,0.30576318,0.00047240,0.00108597,0.16306188,0.00000000,0.09400872,0.02591206,0.00090573,0.25012904
-4.83541771,0.26348159,0.00040056,0.00090244,0.14080229,0.00000000,0.08092773,0.02234317,0.00077147,0.21561170
-4.82941471,0.22556795,0.00033800,0.00074563,0.12077445,0.00000000,0.06921735,0.01913948,0.00065324,0.18464352
-4.82341171,0.19184449,0.00028378,0.00061255,0.10290434,0.00000000,0.05881696,0.01628705,0.00054983,0.15708420
-4.81740870,0.16208755,0.00023701,0.00050036,0.08709067,0.00000000,0.04965265,0.01376784,0.00046001,0.13275520
-4.81140570,0.13603877,0.00019689,0.00040640,0.07321087,0.00000000,0.04164067,0.01156076,0.00038252,0.11144894
-4.80540270,0.11341581,0.00016265,0.00032821,0.06112698,0.00000000,0.03469063,0.00964251,0.00031615,0.09293754
-4.79939970,0.09392225,0.00013360,0.00026356,0.05069116,0.00000000,0.02870852,0.00798848,0.00025968,0.07698103
-4.79339670,0.07725640,0.00010910,0.00021044,0.04175057,0.00000000,0.02359929,0.00657350,0.00021199,0.06333459
-4.78739370,0.06311897,0.00008856,0.00016709,0.03415181,0.00000000,0.01926919,0.00537251,0.00017199,0.05175493
-4.78139070,0.05121947,0.00007146,0.00013192,0.02774456,0.00000000,0.01562760,0.00436111,0.00013869,0.04200555
-4.77538769,0.04128128,0.00005730,0.00010358,0.02238455,0.00000000,0.01258854,0.00351602,0.00011118,0.03386094
-4.76938469,0.03304545,0.00004566,0.00008089,0.01793584,0.00000000,0.01007174,0.00281539,0.00008864,0.02710983
-4.76338169,0.02627344,0.00003616,0.00006285,0.01427252,0.00000000,0.00800345,0.00223908,0.00007033,0.02155739
-4.75737869,0.02074864,0.00002845,0.00004862,0.01127968,0.00000000,0.00631680,0.00176877,0.00005563,0.01702662
-4.75137569,0.01627715,0.00002225,0.00003750,0.00885401,0.00000000,0.00495203,0.00138803,0.00004399,0.01335893
-4.74537269,0.01268770,0.00001729,0.00002890,0.00690389,0.00000000,0.00385638,0.00108236,0.00003496,0.01041417
-4.73936968,0.00983102,0.00001336,0.00002236,0.00534912,0.00000000,0.00298386,0.00083911,0.00002817,0.00807016
-4.73336668,0.00757876,0.00001027,0.00001751,0.00412047,0.00000000,0.00229487,0.00064740,0.00002337,0.00622177
-4.72736368,0.00582214,0.00000787,0.00001408,0.00315891,0.00000000,0.00175576,0.00049800,0.00002038,0.00477984
-4.72136068,0.00447039,0.00000602,0.00001187,0.00241490,0.00000000,0.00133828,0.00038325,0.00001913,0.00366998
-4.71535768,0.00344920,0.00000463,0.00001076,0.00184744,0.00000000,0.00101910,0.00029688,0.00001966,0.00283122
-4.70935468,0.00269915,0.00000361,0.00001071,0.00142328,0.00000000,0.00077919,0.00023391,0.00002213,0.00221481
-4.70335168,0.00217436,0.00000290,0.00001177,0.00111609,0.00000000,0.00060344,0.00019051,0.00002685,0.00178304
-4.69734867,0.00184121,0.00000246,0.00001405,0.00090571,0.00000000,0.00048011,0.00016395,0.00003429,0.00150823
-4.69134567,0.00167738,0.00000226,0.00001777,0.00077752,0.00000000,0.00040049,0.00015248,0.00004511,0.00137195
-4.68534267,0.00167113,0.00000229,0.00002326,0.00072189,0.00000000,0.00035857,0.00015531,0.00006021,0.00136438
-4.67933967,0.00182080,0.00000255,0.00003097,0.00073381,0.00000000,0.00035075,0.00017255,0.00008077,0.00148395
-4.67333667,0.00213469,0.00000307,0.00004147,0.00081257,0.00000000,0.00037567,0.00020522,0.00010831,0.00173715
-4.66733367,0.00263112,0.00000390,0.00005556,0.00096162,0.00000000,0.00043409,0.00025526,0.00014474,0.00213865
-4.66133067,0.00333881,0.00000509,0.00007418,0.00118848,0.00000000,0.00052879,0.00032561,0.00019242,0.00271150
-4.65532766,0.00429743,0.00000674,0.00009856,0.00150481,0.00000000,0.00066461,0.00042023,0.00025428,0.00348763
-4.64932466,0.00555838,0.00000895,0.00013018,0.00192653,0.00000000,0.00084846,0.00054418,0.00033386,0.00450844
-4.64332166,0.00718566,0.00001188,0.00017084,0.00247393,0.00000000,0.00108938,0.00070374,0.00043540,0.00582545
