energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-6.00000000,0.64604602,0.51115279,0.00000000,0.00452669,0.04326333,0.31271379,0.04812102,0.45360598,0.00000000
-5.99399700,0.66188088,0.52511896,0.00000000,0.00471082,0.04331392,0.32278376,0.04964877,0.46507943,0.00000000
-5.98799400,0.67638991,0.53805397,0.00000000,0.00489301,0.04320383,0.33248395,0.05112308,0.47563476,0.00000000
-5.98199100,0.68972417,0.55003348,0.00000000,0.00507351,0.04296007,0.34187970,0.05255410,0.48536881,0.00000000
-5.97598799,0.70205737,0.56114705,0.00000000,0.00525250,0.04261387,0.35104521,0.05395284,0.49439299,0.00000000
-5.96998499,0.71357675,0.57149207,0.00000000,0.00542999,0.04219975,0.36006005,0.05533041,0.50282701,0.00000000
-5.96398199,0.72447408,0.58116775,0.00000000,0.00560576,0.04175450,0.36900600,0.05669736,0.51079266,0.00000000
-5.95797899,0.73493722,0.59026975,0.00000000,0.00577933,0.04131619,0.37796422,0.05806309,0.51840805,0.00000000
-5.95197599,0.74514283,0.59888565,0.00000000,0.00594989,0.04092318,0.38701308,0.05943529,0.52578279,0.00000000
-5.94597299,0.75525084,0.60709175,0.00000000,0.00611629,0.04061324,0.39622691,0.06081961,0.53301416,0.00000000
-5.93996998,0.76540075,0.61495120,0.00000000,0.00627702,0.04042274,0.40567551,0.06221951,0.54018479,0.00000000
-5.93396698,0.77571020,0.62251372,0.00000000,0.00643024,0.04038611,0.41542477,0.06363625,0.54736178,0.00000000
-5.92796398,0.78627574,0.62981692,0.00000000,0.00657380,0.04053536,0.42553803,0.06506907,0.55459749,0.00000000
-5.92196098,0.79717567,0.63688889,0.00000000,0.00670531,0.04089982,0.43607827,0.06651568,0.56193168,0.00000000
-5.91595798,0.80847484,0.64375211,0.00000000,0.00682220,0.04150605,0.44711076,0.06797272,0.56939501,0.00000000
-5.90995498,0.82023065,0.65042817,0.00000000,0.00692183,0.04237784,0.45870594,0.06943652,0.57701353,0.00000000
-5.90395198,0.83250009,0.65694283,0.00000000,0.00700159,0.04353642,0.47094220,0.07090382,0.58481377,0.00000000
-5.89794897,0.84534694,0.66333119,0.00000000,0.00705903,0.04500054,0.48390810,0.07237261,0.59282797,0.00000000
-5.89194597,0.85884844,0.66964231,0.00000000,0.00709195,0.04678677,0.49770384,0.07384287,0.60109911,0.00000000
-5.88594297,0.87310101,0.67594282,0.00000000,0.00709855,0.04890952,0.51244138,0.07531723,0.60968511,0.00000000
-5.87993997,0.88822414,0.68231922,0.00000000,0.00707750,0.05138116,0.52824323,0.07680156,0.61866194,0.00000000
-5.87393697,0.90436206,0.68887851,0.00000000,0.00702811,0.05421186,0.54523941,0.07830523,0.62812515,0.00000000
-5.86793397,0.92168292,0.69574677,0.00000000,0.00695032,0.05740935,0.56356272,0.07984132,0.63818968,0.00000000
-5.86193097,0.94037505,0.70306590,0.00000000,0.00684485,0.06097846,0.58334228,0.08142641,0.64898769,0.00000000
-5.85592796,0.96064065,0.71098834,0.00000000,0.00671315,0.06492044,0.60469548,0.08308024,0.66066455,0.00000000
-5.84992496,0.98268673,0.71966999,0.00000000,0.00655747,0.06923227,0.62771873,0.08482506,0.67337294,0.00000000
-5.84392196,1.00671415,0.72926191,0.00000000,0.00638083,0.07390573,0.65247733,0.08668480,0.68726555,0.00000000
-5.83791896,1.03290497,0.73990089,0.00000000,0.00618695,0.07892648,0.67899524,0.08868404,0.70248657,0.00000000
-5.83191596,1.06140917,0.75169986,0.00000000,0.00598018,0.08427321,0.70724514,0.09084688,0.71916258,0.00000000
-5.82591296,1.09233137,0.76473843,0.00000000,0.00576543,0.08991681,0.73713963,0.09319575,0.73739337,0.00000000
-5.81990995,1.12571858,0.77905452,0.00000000,0.00554802,0.09581984,0.76852421,0.09575030,0.75724330,0.00000000
-5.81390695,1.16154980,0.79463747,0.00000000,0.00533356,0.10193618,0.80117264,0.09852630,0.77873380,0.00000000
-5.80790395,1.19972839,0.81142340,0.00000000,0.00512776,0.10821114,0.83478540,0.10153481,0.80183756,0.00000000
-5.80190095,1.24007765,0.82929322,0.00000000,0.00493633,0.11458183,0.86899141,0.10478148,0.82647486,0.00000000
-5.79589795,1.28234047,0.84807362,0.00000000,0.00476479,0.12097806,0.90335352,0.10826624,0.85251246,0.00000000
-5.78989495,1.32618297,0.86754126,0.00000000,0.00461827,0.12732365,0.93737772,0.11198324,0.87976515,0.00000000
-5.78389195,1.37120242,0.88743014,0.00000000,0.00450141,0.13353812,0.97052583,0.11592116,0.90800016,0.00000000
-5.77788894,1.41693909,0.90744195,0.00000000,0.00441818,0.13953879,1.00223148,0.12006381,0.93694424,0.00000000
-5.77188594,1.46289163,0.92725898,0.00000000,0.00437177,0.14524310,1.03191863,0.12439109,0.96629305,0.00000000
-5.76588294,1.50853523,0.94655900,0.00000000,0.00436445,0.15057113,1.05902191,0.12888020,0.99572265,0.00000000
-5.75987994,1.55334172,0.96503158,0.00000000,0.00439751,0.15544826,1.08300798,0.13350700,1.02490235,0.00000000
-5.75387694,1.59680060,0.98239478,0.00000000,0.00447118,0.15980759,1.10339671,0.13824757,1.05350829,0.00000000
-5.74787394,1.63843991,0.99841153,0.00000000,0.00458460,0.16359238,1.11978135,0.14307977,1.08123725,0.00000000
-5.74187094,1.67784584,1.01290470,0.00000000,0.00473585,0.16675797,1.13184652,0.14798477,1.10781965,0.00000000
-5.73586793,1.71468005,1.02577007,0.00000000,0.00492191,0.16927344,1.13938314,0.15294847,1.13303133,0.00000000
-5.72986493,1.74869370,1.03698637,0.00000000,0.00513879,0.17112265,1.14229954,0.15796264,1.15670334,0.00000000
-5.72386193,1.77973757,1.04662175,0.00000000,0.00538158,0.17230471,1.14062800,0.16302578,1.17872918,0.00000000
-5.71785893,1.80776749,1.05483619,0.00000000,0.00564461,0.17283395,1.13452650,0.16814366,1.19906917,0.00000000
-5.71185593,1.83284493,1.06187951,0.00000000,0.00592156,0.17273912,1.12427526,0.17332939,1.21775159,0.00000000
-5.70585293,1.85513246,1.06808484,0.00000000,0.00620565,0.17206219,1.11026841,0.17860302,1.23487045,0.00000000
-5.69984992,1.87488442,1.07385775,0.00000000,0.00648984,0.17085653,1.09300089,0.18399071,1.25058002,0.00000000
-5.69384692,1.89243300,1.07966122,0.00000000,0.00676702,0.16918475,1.07305123,0.18952345,1.26508620,0.00000000
-5.68784392,1.90817040,1.08599692,0.00000000,0.00703020,0.16711621,1.05106092,0.19523528,1.27863510,0.00000000
-5.68184092,1.92252780,1.09338372,0.00000000,0.00727273,0.16472438,1.02771113,0.20116122,1.29149935,0.00000000
-5.67583792,1.93595216,1.10233385,0.00000000,0.00748848,0.16208416,1.00369802,0.20733480,1.30396251,0.00000000
-5.66983492,1.94888162,1.11332809,0.00000000,0.00767203,0.15926925,0.97970732,0.21378551,1.31630252,0.00000000
-5.66383192,1.96172091,1.12679066,0.00000000,0.00781878,0.15634979,0.95638959,0.22053599,1.32877463,0.00000000
-5.65782891,1.97481755,1.14306512,0.00000000,0.00792512,0.15339030,0.93433686,0.22759942,1.34159475,0.00000000
-5.65182591,1.98844016,1.16239219,0.00000000,0.00798845,0.15044797,0.91406180,0.23497697,1.35492382,0.00000000
-5.64582291,2.00275974,1.18489070,0.00000000,0.00800727,0.14757152,0.89598007,0.24265558,1.36885415,0.00000000
-5.63981991,2.01783491,1.21054250,0.00000000,0.00798117,0.14480043,0.88039665,0.25060625,1.38339813,0.00000000
-5.63381691,2.03360186,1.23918213,0.00000000,0.00791078,0.14216479,0.86749649,0.25878285,1.39848020,0.00000000
-5.62781391,2.04986959,1.27049209,0.00000000,0.00779776,0.13968560,0.85733992,0.26712166,1.41393239,0.00000000
-5.62181091,2.06632085,1.30400400,0.00000000,0.00764460,0.13737550,0.84986288,0.27554174,1.42949384,0.00000000
-5.61580790,2.08251900,1.33910600,0.00000000,0.00745461,0.13523998,0.84488189,0.28394605,1.44481467,0.00000000
-5.60980490,2.09792056,1.37505626,0.00000000,0.00723170,0.13327877,0.84210350,0.29222355,1.45946395,0.00000000
-5.60380190,2.11189335,1.41100250,0.00000000,0.00698025,0.13148760,0.84113785,0.30025207,1.47294190,0.00000000
-5.59779890,2.12373943,1.44600671,0.00000000,0.00670495,0.12985997,0.84151568,0.30790201,1.48469593,0.00000000
-5.59179590,2.13272216,1.47907449,0.00000000,0.00641067,0.12838901,0.84270810,0.31504060,1.49413983,0.00000000
-5.58579290,2.13809624,1.50918785,0.00000000,0.00610229,0.12706923,0.84414839,0.32153677,1.50067566,0.00000000
-5.57978989,2.13913959,1.53534023,0.00000000,0.00578460,0.12589806,0.84525479,0.32726617,1.50371736,0.00000000
-5.57378689,2.13518568,1.55657238,0.00000000,0.00546217,0.12487715,0.84545356,0.33211635,1.50271515,0.00000000
-5.56778389,2.12565486,1.57200760,0.00000000,0.00513928,0.12401327,0.84420122,0.33599164,1.49717965,0.00000000
-5.56178089,2.11008333,1.58088496,0.00000000,0.00481989,0.12331886,0.84100522,0.33881760,1.48670477,0.00000000
-5.55577789,2.08814824,1.58258886,0.00000000,0.00450756,0.12281197,0.83544217,0.34054475,1.47098817,0.00000000
-5.54977489,2.05968792,1.57667392,0.00000000,0.00420547,0.12251589,0.82717308,0.34115135,1.44984846,0.00000000
-5.54377189,2.02471595,1.56288382,0.00000000,0.00391642,0.12245814,0.81595483,0.34064503,1.42323828,0.00000000
-5.53776888,1.98342850,1.54116356,0.00000000,0.00364287,0.12266906,0.80164775,0.33906319,1.39125254,0.00000000
-5.53176588,1.93620444,1.51166431,0.00000000,0.00338693,0.12318001,0.78421893,0.33647206,1.35413148,0.00000000
-5.52576288,1.88359801,1.47474086,0.00000000,0.00315045,0.12402115,0.76374138,0.33296442,1.31225825,0.00000000
-5.51975988,1.82632451,1.43094178,0.00000000,0.00293504,0.12521912,0.74038908,0.32865618,1.26615113,0.00000000
-5.51375688,1.76523933,1.38099259,0.00000000,0.00274209,0.12679448,0.71442832,0.32368173,1.21645063,0.00000000
-5.50775388,1.70131136,1.32577298,0.00000000,0.00257284,0.12875923,0.68620594,0.31818853,1.16390194,0.00000000
-5.50175088,1.63559195,1.26628880,0.00000000,0.00242839,0.13111453,0.65613482,0.31233105,1.10933360,0.00000000
-5.49574787,1.56918065,1.20364031,0.00000000,0.00230968,0.13384864,0.62467762,0.30626443,1.05363299,0.00000000
-5.48974487,1.50318926,1.13898770,0.00000000,0.00221754,0.13693539,0.59232925,0.30013812,0.99771994,0.00000000
-5.48374187,1.43870575,1.07351561,0.00000000,0.00215264,0.14033320,0.55959907,0.29408989,0.94251917,0.00000000
-5.47773887,1.37675936,1.00839772,0.00000000,0.00211547,0.14398471,0.52699342,0.28824049,0.88893288,0.00000000
-5.47173587,1.31828852,0.94476291,0.00000000,0.00210631,0.14781723,0.49499910,0.28268913,0.83781428,0.00000000
-5.46573287,1.26411250,0.88366395,0.00000000,0.00212519,0.15174390,0.46406859,0.27751016,0.78994313,0.00000000
-5.45972986,1.21490797,0.82604990,0.00000000,0.00217185,0.15566562,0.43460728,0.27275095,0.74600405,0.00000000
-5.45372686,1.17119115,0.77274282,0.00000000,0.00224567,0.15947368,0.40696309,0.26843108,0.70656816,0.00000000
-5.44772386,1.13330598,0.72441945,0.00000000,0.00234562,0.16305302,0.38141889,0.26454285,0.67207881,0.00000000
-5.44172086,1.10141852,0.68159809,0.00000000,0.00247027,0.16628592,0.35818748,0.26105305,0.64284142,0.00000000
-5.43571786,1.07551755,0.64463092,0.00000000,0.00261771,0.16905609,0.33740936,0.25790584,0.61901794,0.00000000
-5.42971486,1.05542098,0.61370166,0.00000000,0.00278558,0.17125279,0.31915309,0.25502648,0.60062573,0.00000000
-5.42371186,1.04078776,0.58882819,0.00000000,0.00297104,0.17277500,0.30341793,0.25232584,0.58754087,0.00000000
-5.41770885,1.03113437,0.56987006,0.00000000,0.00317083,0.17353528,0.29013858,0.24970526,0.57950567,0.00000000
-5.41170585,1.02585548,0.55654012,0.00000000,0.00338126,0.17346315,0.27919165,0.24706168,0.57613995,0.00000000
-5.40570285,1.02424760,0.54841992,0.00000000,0.00359836,0.17250798,0.27040346,0.24429263,0.57695586,0.00000000
-5.39969985,1.02553509,0.54497816,0.00000000,0.00381788,0.17064105,0.26355892,0.24130097,0.58137546,0.00000000
-5.39369685,1.02889753,0.54559155,0.00000000,0.00403548,0.16785690,0.25841102,0.23799918,0.58875070,0.00000000
-5.38769385,1.03349762,0.54956749,0.00000000,0.00424676,0.16417371,0.25469063,0.23431299,0.59838514,0.00000000
-5.38169085,1.03850882,0.55616773,0.00000000,0.00444748,0.15963294,0.25211636,0.23018431,0.60955661,0.00000000
-5.37568784,1.04314183,0.56463250,0.00000000,0.00463361,0.15429813,0.25040411,0.22557345,0.62154027,0.00000000
-5.36968484,1.04666936,0.57420418,0.00000000,0.00480155,0.14825301,0.24927615,0.22046050,0.63363124,0.00000000
-5.36368184,1.04844840,0.58415018,0.00000000,0.00494820,0.14159902,0.24846942,0.21484600,0.64516620,0.00000000
-5.35767884,1.04793951,0.59378400,0.00000000,0.00507108,0.13445248,0.24774303,0.20875100,0.65554317,0.00000000
-5.35167584,1.04472259,0.60248423,0.00000000,0.00516848,0.12694146,0.24688458,0.20221649,0.66423884,0.00000000
-5.34567284,1.03850878,0.60971067,0.00000000,0.00523946,0.11920263,0.24571545,0.19530237,0.67082301,0.00000000
-5.33966983,1.02914820,0.61501729,0.00000000,0.00528396,0.11137819,0.24409477,0.18808607,0.67496939,0.00000000
-5.33366683,1.01663323,0.61806155,0.00000000,0.00530275,0.10361303,0.24192215,0.18066093,0.67646268,0.00000000
-5.32766383,1.00109750,0.61860990,0.00000000,0.00529749,0.09605237,0.23913903,0.17313441,0.67520145,0.00000000
-5.32166083,0.98281045,0.61653926,0.00000000,0.00527058,0.08883969,0.23572876,0.16562615,0.67119687,0.00000000
-5.31565783,0.96216767,0.61183461,0.00000000,0.00522513,0.08211533,0.23171548,0.15826616,0.66456735,0.00000000
-5.30965483,0.93967746,0.60458269,0.00000000,0.00516484,0.07601549,0.22716167,0.15119279,0.65552923,0.00000000
-5.30365183,0.91594398,0.59496233,0.00000000,0.00509384,0.07067171,0.22216475,0.14455093,0.64438404,0.00000000
-5.29764882,0.89164748,0.58323164,0.00000000,0.00501652,0.06621079,0.21685270,0.13849007,0.63150284,0.00000000
-5.29164582,0.86752235,0.56971289,0.00000000,0.00493737,0.06275495,0.21137885,0.13316244,0.61730829,0.00000000
-5.28564282,0.84433373,0.55477553,0.00000000,0.00486077,0.06042212,0.20591611,0.12872103,0.60225517,0.00000000
-5.27963982,0.82285334,0.53881829,0.00000000,0.00479085,0.05932623,0.20065082,0.12531755,0.58681038,0.00000000
-5.27363682,0.80383542,0.52225104,0.00000000,0.00473128,0.05957736,0.19577632,0.12310027,0.57143306,0.00000000
-5.26763382,0.78799351,0.50547723,0.00000000,0.00468516,0.06128155,0.19148663,0.12221167,0.55655579,0.00000000
-5.26163082,0.77597888,0.48887782,0.00000000,0.00465484,0.06454014,0.18797022,0.12278586,0.54256770,0.00000000
-5.25562781,0.76836116,0.47279708,0.00000000,0.00464188,0.06944859,0.18540429,0.12494582,0.52980013,0.00000000
-5.24962481,0.76561197,0.45753120,0.00000000,0.00464694,0.07609467,0.18394953,0.12880043,0.51851543,0.00000000
-5.24362181,0.76809175,0.44331990,0.00000000,0.00466980,0.08455595,0.18374568,0.13444133,0.50889942,0.00000000
-5.23761881,0.77604048,0.43034148,0.00000000,0.00470933,0.09489679,0.18490783,0.14193960,0.50105766,0.00000000
-5.23161581,0.78957234,0.41871141,0.00000000,0.00476359,0.10716472,0.18752375,0.15134256,0.49501572,0.00000000
-5.22561281,0.80867444,0.40848439,0.00000000,0.00482989,0.12138645,0.19165219,0.16267051,0.49072336,0.00000000
-5.21960980,0.83320971,0.39965978,0.00000000,0.00490490,0.13756370,0.19732220,0.17591383,0.48806229,0.00000000
-5.21360680,0.86292382,0.39218993,0.00000000,0.00498484,0.15566913,0.20453358,0.19103043,0.48685718,0.00000000
-5.20760380,0.89745581,0.38599103,0.00000000,0.00506560,0.17564246,0.21325828,0.20794380,0.48688932,0.00000000
-5.20160080,0.93635224,0.38095589,0.00000000,0.00514296,0.19738736,0.22344286,0.22654183,0.48791235,0.00000000
-5.19559780,0.97908432,0.37696787,0.00000000,0.00521273,0.22076907,0.23501183,0.24667655,0.48966925,0.00000000
-5.18959480,1.02506758,0.37391539,0.00000000,0.00527097,0.24561329,0.24787184,0.26816502,0.49190977,0.00000000
