energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.18359180,1.07368351,0.37170621,0.00000000,0.00531414,0.27170642,0.26191649,0.29079136,0.49440775,0.00000000
-5.17758879,1.12430240,0.37028080,0.00000000,0.00533923,0.29879735,0.27703175,0.31431007,0.49697726,0.00000000
-5.17158579,1.17630687,0.36962409,0.00000000,0.00534392,0.32660095,0.29310161,0.33845069,0.49948703,0.00000000
-5.16558279,1.22911499,0.36977506,0.00000000,0.00532662,0.35480314,0.31001393,0.36292359,0.50187257,0.00000000
-5.15957979,1.28220256,0.37083363,0.00000000,0.00528657,0.38306761,0.32766608,0.38742691,0.50414528,0.00000000
-5.15357679,1.33512334,0.37296451,0.00000000,0.00522384,0.41104392,0.34597024,0.41165436,0.50639828,0.00000000
-5.14757379,1.38752662,0.37639762,0.00000000,0.00513931,0.43837664,0.36485802,0.43530360,0.50880859,0.00000000
-5.14157079,1.43917126,0.38142516,0.00000000,0.00503463,0.46471525,0.38428414,0.45808485,0.51163557,0.00000000
-5.13556778,1.48993533,0.38839504,0.00000000,0.00491209,0.48972434,0.40422895,0.47972943,0.51521554,0.00000000
-5.12956478,1.53982088,0.39770111,0.00000000,0.00477459,0.51309360,0.42469952,0.49999766,0.51995275,0.00000000
-5.12356178,1.58895314,0.40977018,0.00000000,0.00462542,0.53454713,0.44572919,0.51868593,0.52630687,0.00000000
-5.11755878,1.63757402,0.42504641,0.00000000,0.00446817,0.55385166,0.46737544,0.53563232,0.53477747,0.00000000
-5.11155578,1.68602962,0.44397350,0.00000000,0.00430655,0.57082305,0.48971597,0.55072070,0.54588596,0.00000000
-5.10555278,1.73475212,0.46697517,0.00000000,0.00414423,0.58533105,0.51284328,0.56388282,0.56015544,0.00000000
-5.09954977,1.78423633,0.49443482,0.00000000,0.00398470,0.59730175,0.53685759,0.57509842,0.57808931,0.00000000
-5.09354677,1.83501179,0.52667489,0.00000000,0.00383114,0.60671782,0.56185872,0.58439327,0.60014927,0.00000000
-5.08754377,1.88761134,0.56393693,0.00000000,0.00368627,0.61361641,0.58793689,0.59183521,0.62673348,0.00000000
-5.08154077,1.94253753,0.60636295,0.00000000,0.00355230,0.61808500,0.61516330,0.59752833,0.65815580,0.00000000
-5.07553777,2.00022835,0.65397905,0.00000000,0.00343086,0.62025522,0.64358057,0.60160581,0.69462673,0.00000000
-5.06953477,2.06102379,0.70668196,0.00000000,0.00332290,0.62029526,0.67319387,0.60422154,0.73623709,0.00000000
-5.06353177,2.12513511,0.76422930,0.00000000,0.00322877,0.61840115,0.70396313,0.60554120,0.78294491,0.00000000
-5.05752876,2.19261835,0.82623405,0.00000000,0.00314819,0.61478741,0.73579687,0.60573317,0.83456638,0.00000000
-5.05152576,2.26335348,0.89216373,0.00000000,0.00308029,0.60967761,0.76854802,0.60495985,0.89077125,0.00000000
-5.04552276,2.33703078,0.96134464,0.00000000,0.00302370,0.60329532,0.80201220,0.60336980,0.95108314,0.00000000
-5.03951976,2.41314498,1.03297124,0.00000000,0.00297664,0.59585590,0.83592849,0.60109116,1.01488485,0.00000000
-5.03351676,2.49099815,1.10612051,0.00000000,0.00293699,0.58755937,0.86998294,0.59822657,1.08142879,0.00000000
-5.02751376,2.56971110,1.17977110,0.00000000,0.00290245,0.57858483,0.90381460,0.59485003,1.14985219,0.00000000
-5.02151076,2.64824323,1.25282671,0.00000000,0.00287059,0.56908642,0.93702389,0.59100543,1.21919672,0.00000000
-5.01550775,2.72541987,1.32414285,0.00000000,0.00283902,0.55919091,0.96918300,0.58670714,1.28843190,0.00000000
-5.00950475,2.79996604,1.39255628,0.00000000,0.00280543,0.54899696,0.99984769,0.58194223,1.35648132,0.00000000
-5.00350175,2.87054500,1.45691586,0.00000000,0.00276776,0.53857574,1.02857006,0.57667418,1.42225094,0.00000000
-4.99749875,2.93579993,1.51611381,0.00000000,0.00272419,0.52797293,1.05491153,0.57084777,1.48465817,0.00000000
-4.99149575,2.99439669,1.56911609,0.00000000,0.00267326,0.51721156,1.07845557,0.56439486,1.54266068,0.00000000
-4.98549275,3.04506583,1.61499077,0.00000000,0.00261391,0.50629568,1.09881943,0.55724047,1.59528382,0.00000000
-4.97948974,3.08664190,1.65293325,0.00000000,0.00254547,0.49521436,1.11566443,0.54930898,1.64164558,0.00000000
-4.97348674,3.11809849,1.68228739,0.00000000,0.00246766,0.48394586,1.12870438,0.54052999,1.68097814,0.00000000
-4.96748374,3.13857763,1.70256172,0.00000000,0.00238063,0.47246171,1.13771188,0.53084354,1.71264532,0.00000000
-4.96148074,3.14741246,1.71344031,0.00000000,0.00228486,0.46073055,1.14252229,0.52020446,1.73615527,0.00000000
-4.95547774,3.14414274,1.71478778,0.00000000,0.00218118,0.44872145,1.14303541,0.50858572,1.75116830,0.00000000
-4.94947474,3.12852292,1.70664866,0.00000000,0.00207066,0.43640691,1.13921505,0.49598062,1.75749959,0.00000000
-4.94347174,3.10052298,1.68924124,0.00000000,0.00195460,0.42376513,1.13108664,0.48240394,1.75511716,0.00000000
-4.93746873,3.06032272,1.66294630,0.00000000,0.00183442,0.41078197,1.11873332,0.46789201,1.74413540,0.00000000
-4.93146573,3.00830018,1.62829161,0.00000000,0.00171162,0.39745228,1.10229084,0.45250184,1.72480488,0.00000000
-4.92546273,2.94501553,1.58593283,0.00000000,0.00158775,0.38378093,1.08194170,0.43630961,1.69749903,0.00000000
-4.91945973,2.87119126,1.53663197,0.00000000,0.00146429,0.36978346,1.05790894,0.41940848,1.66269868,0.00000000
-4.91345673,2.78769020,1.48123427,0.00000000,0.00134265,0.35548645,1.03044993,0.40190613,1.62097512,0.00000000
-4.90745373,2.69549231,1.42064450,0.00000000,0.00122411,0.34092770,0.99985045,0.38392209,1.57297265,0.00000000
-4.90145073,2.59567136,1.35580376,0.00000000,0.00110979,0.32615622,0.96641927,0.36558509,1.51939123,0.00000000
-4.89544772,2.48937229,1.28766738,0.00000000,0.00100064,0.31123214,0.93048332,0.34703051,1.46096998,0.00000000
-4.88944472,2.37779000,1.21718477,0.00000000,0.00089743,0.29622635,0.89238358,0.32839805,1.39847185,0.00000000
-4.88344172,2.26214987,1.14528169,0.00000000,0.00080072,0.28122015,0.85247155,0.30982976,1.33266996,0.00000000
-4.87743872,2.14369027,1.07284525,0.00000000,0.00071091,0.26630458,0.81110622,0.29146827,1.26433572,0.00000000
-4.87143572,2.02364726,1.00071175,0.00000000,0.00062819,0.25157969,0.76865150,0.27345536,1.19422879,0.00000000
-4.86543272,1.90324106,0.92965759,0.00000000,0.00055262,0.23715347,0.72547381,0.25593084,1.12308881,0.00000000
-4.85942971,1.78366440,0.86039280,0.00000000,0.00048413,0.22314067,0.68193982,0.23903155,1.05162891,0.00000000
-4.85342671,1.66607231,0.79355719,0.00000000,0.00042251,0.20966126,0.63841410,0.22289055,0.98053054,0.00000000
-4.84742371,1.55157312,0.72971868,0.00000000,0.00036746,0.19683874,0.59525677,0.20763640,0.91043965,0.00000000
-4.84142071,1.44122039,0.66937344,0.00000000,0.00031862,0.18479819,0.55282090,0.19339247,0.84196388,0.00000000
-4.83541771,1.33600559,0.61294750,0.00000000,0.00027559,0.17366423,0.51144984,0.18027620,0.77567046,0.00000000
-4.82941471,1.23685137,0.56079928,0.00000000,0.00023792,0.16355877,0.47147447,0.16839835,0.71208488,0.00000000
-4.82341171,1.14460534,0.51322287,0.00000000,0.00020514,0.15459882,0.43321048,0.15786217,0.65168985,0.00000000
-4.81740870,1.06003428,0.47045157,0.00000000,0.00017681,0.14689429,0.39695586,0.14876251,0.59492474,0.00000000
-4.81140570,0.98381894,0.43266148,0.00000000,0.00015248,0.14054593,0.36298852,0.14118494,0.54218509,0.00000000
-4.80540270,0.91654944,0.39997488,0.00000000,0.00013172,0.13564353,0.33156453,0.13520477,0.49382239,0.00000000
-4.79939970,0.85872129,0.37246332,0.00000000,0.00011414,0.13226441,0.30291664,0.13088617,0.45014387,0.00000000
-4.79339670,0.81073231,0.35015018,0.00000000,0.00009935,0.13047221,0.27725352,0.12828137,0.41141228,0.00000000
-4.78739370,0.77288034,0.33301275,0.00000000,0.00008702,0.13031629,0.25475956,0.12742992,0.37784558,0.00000000
-4.78139070,0.74536192,0.32098384,0.00000000,0.00007684,0.13183142,0.23559516,0.12835818,0.34961655,0.00000000
-4.77538769,0.72827197,0.31395286,0.00000000,0.00006853,0.13503812,0.21989758,0.13107898,0.32685206,0.00000000
-4.76938469,0.72160438,0.31176654,0.00000000,0.00006183,0.13994344,0.20778214,0.13559150,0.30963215,0.00000000
-4.76338169,0.72525355,0.31422939,0.00000000,0.00005652,0.14654223,0.19934365,0.14188138,0.29798867,0.00000000
-4.75737869,0.73901682,0.32110396,0.00000000,0.00005238,0.15481876,0.19465786,0.14992114,0.29190368,0.00000000
-4.75137569,0.76259761,0.33211115,0.00000000,0.00004925,0.16474880,0.19378276,0.15967075,0.29130741,0.00000000
-4.74537269,0.79560940,0.34693073,0.00000000,0.00004695,0.17630177,0.19675962,0.17107847,0.29607602,0.00000000
-4.73936968,0.83758019,0.36520211,0.00000000,0.00004533,0.18944310,0.20361348,0.18408184,0.30602928,0.00000000
-4.73336668,0.88795766,0.38652580,0.00000000,0.00004426,0.20413644,0.21435303,0.19860877,0.32092830,0.00000000
-4.72736368,0.94611476,0.41046538,0.00000000,0.00004362,0.22034571,0.22896985,0.21457877,0.34047364,0.00000000
-4.72136068,1.01135582,0.43655054,0.00000000,0.00004331,0.23803677,0.24743681,0.23190410,0.36430410,0.00000000
-4.71535768,1.08292316,0.46428090,0.00000000,0.00004322,0.25717851,0.26970582,0.25049093,0.39199642,0.00000000
-4.70935468,1.16000411,0.49313106,0.00000000,0.00004327,0.27774330,0.29570493,0.27024033,0.42306640,0.00000000
-4.70335168,1.24173860,0.52255665,0.00000000,0.00004338,0.29970671,0.32533480,0.29104911,0.45697164,0.00000000
-4.69734867,1.32722718,0.55200155,0.00000000,0.00004348,0.32304632,0.35846501,0.31281039,0.49311605,0.00000000
-4.69134567,1.41553956,0.58090614,0.00000000,0.00004354,0.34773969,0.39493007,0.33541395,0.53085664,0.00000000
-4.68534267,1.50572358,0.60871640,0.00000000,0.00004348,0.37376146,0.43452562,0.35874628,0.56951228,0.00000000
-4.67933967,1.59681460,0.63489375,0.00000000,0.00004329,0.40107972,0.47700507,0.38269025,0.60837461,0.00000000
-4.67333667,1.68784522,0.65892536,0.00000000,0.00004293,0.42965171,0.52207678,0.40712465,0.64672095,0.00000000
-4.66733367,1.77785519,0.68033451,0.00000000,0.00004239,0.45941911,0.56940228,0.43192333,0.68382868,0.00000000
-4.66133067,1.86590134,0.69869077,0.00000000,0.00004166,0.49030306,0.61859552,0.45695422,0.71899086,0.00000000
-4.65532766,1.95106741,0.71361960,0.00000000,0.00004074,0.52219930,0.66922357,0.48207826,0.75153242,0.00000000
-4.64932466,2.03247358,0.72481095,0.00000000,0.00003964,0.55497363,0.72080878,0.50714823,0.78082639,0.00000000
-4.64332166,2.10928546,0.73202647,0.00000000,0.00003837,0.58845803,0.77283257,0.53200770,0.80630932,0.00000000
