energy_ev,total_up,Ag_p_up,Ag_d_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-3.49074537,2.44484557,0.19258841,0.87550792,0.80326486,1.06170100,0.01945302,0.01643312,0.03523064,0.42136972
-3.48474237,2.40586773,0.19382544,0.85934091,0.78744715,1.04632981,0.01956442,0.01674421,0.03674501,0.41299051
-3.47873937,2.37017905,0.19526026,0.84570531,0.77103621,1.03171593,0.01975870,0.01711850,0.03831301,0.40490965
-3.47273637,2.33806659,0.19695315,0.83463141,0.75431028,1.01798415,0.02004097,0.01755364,0.03991833,0.39715630
-3.46673337,2.30969967,0.19895727,0.82610027,0.73752759,1.00520218,0.02041534,0.01804671,0.04154277,0.38974416
-3.46073037,2.28512389,0.20131578,0.82004438,0.72091756,0.99337878,0.02088483,0.01859426,0.04316649,0.38267127
-3.45472736,2.26426001,0.20405932,0.81634947,0.70467382,0.98246460,0.02145129,0.01919230,0.04476841,0.37592064
-3.44872436,2.24690776,0.20720405,0.81485748,0.68894947,0.97235583,0.02211539,0.01983640,0.04632663,0.36946165
-3.44272136,2.23275468,0.21075018,0.81537058,0.67385467,0.96290034,0.02287654,0.02052174,0.04781898,0.36325226
-3.43671836,2.22138947,0.21468127,0.81765628,0.65945659,0.95390637,0.02373290,0.02124325,0.04922359,0.35724180
-3.43071536,2.21231929,0.21896399,0.82145323,0.64578161,0.94515305,0.02468129,0.02199562,0.05051956,0.35137434
-3.42471236,2.20499014,0.22354866,0.82647767,0.63281952,0.93640245,0.02571724,0.02277347,0.05168755,0.34559246
-3.41870935,2.19880946,0.22837035,0.83243026,0.62052947,0.92741243,0.02683483,0.02357143,0.05271037,0.33984105
-3.41270635,2.19316969,0.23335045,0.83900298,0.60884710,0.91794985,0.02802673,0.02438420,0.05357353,0.33407120
-3.40670335,2.18747197,0.23839889,0.84588595,0.59769259,0.90780333,0.02928410,0.02520668,0.05426565,0.32824378
-3.40070035,2.18114883,0.24341660,0.85277395,0.58697907,0.89679512,0.03059650,0.02603402,0.05477882,0.32233270
-3.39469735,2.17368511,0.24829837,0.85937246,0.57662102,0.88479156,0.03195192,0.02686177,0.05510879,0.31632759
-3.38869435,2.16463623,0.25293598,0.86540311,0.56654213,0.87171167,0.03333669,0.02768588,0.05525507,0.31023584
-3.38269135,2.15364363,0.25722138,0.87060856,0.55668247,0.85753350,0.03473554,0.02850287,0.05522089,0.30408397
-3.37668834,2.14044656,0.26104996,0.87475668,0.54700449,0.84229822,0.03613168,0.02930990,0.05501305,0.29791826
-3.37068534,2.12489056,0.26432384,0.87764416,0.53749775,0.82611163,0.03750690,0.03010487,0.05464163,0.29180462
-3.36468234,2.10693221,0.26695488,0.87909951,0.52818220,0.80914328,0.03884182,0.03088656,0.05411970,0.28582779
-3.35867934,2.08664052,0.26886767,0.87898562,0.51910987,0.79162313,0.04011623,0.03165477,0.05346286,0.28008989
-3.35267634,2.06419506,0.27000206,0.87720179,0.51036510,0.77383610,0.04130940,0.03241039,0.05268882,0.27470837
-3.34667334,2.03988112,0.27031543,0.87368540,0.50206313,0.75611465,0.04240062,0.03315558,0.05181691,0.26981351
-3.34067034,2.01408216,0.26978450,0.86841313,0.49434737,0.73882962,0.04336975,0.03389383,0.05086757,0.26554536
-3.33466733,1.98726977,0.26840661,0.86140174,0.48738525,0.72237981,0.04419777,0.03463004,0.04986194,0.26205049
-3.32866433,1.95999165,0.26620054,0.85270830,0.48136300,0.70718056,0.04486744,0.03537056,0.04882130,0.25947831
-3.32266133,1.93285751,0.26320670,0.84242981,0.47647940,0.69365165,0.04536395,0.03612311,0.04776674,0.25797722
-3.31665833,1.90652353,0.25948677,0.83070211,0.47293886,0.68220499,0.04567549,0.03689673,0.04671869,0.25769065
-3.31065533,1.88167538,0.25512275,0.81769791,0.47094387,0.67323242,0.04579382,0.03770157,0.04569657,0.25875297
-3.30465233,1.85901025,0.25021538,0.80362390,0.47068733,0.66709394,0.04571471,0.03854863,0.04471845,0.26128544
-3.29864932,1.83921825,0.24488217,0.78871678,0.47234480,0.66410684,0.04543828,0.03944942,0.04380074,0.26539223
-3.29264632,1.82296345,0.23925480,0.77323839,0.47606710,0.66453594,0.04496920,0.04041555,0.04295792,0.27115668
-3.28664332,1.81086515,0.23347624,0.75746965,0.48197339,0.66858535,0.04431671,0.04145827,0.04220231,0.27863786
-3.28064032,1.80347992,0.22769750,0.74170380,0.49014522,0.67639190,0.04349451,0.04258792,0.04154381,0.28786756
-3.27463732,1.80128475,0.22207415,0.72623883,0.50062148,0.68802052,0.04252044,0.04381341,0.04098982,0.29884783
-3.26863432,1.80466209,0.21676279,0.71136940,0.51339477,0.70346169,0.04141606,0.04514174,0.04054502,0.31154928
-3.26263132,1.81388719,0.21191746,0.69737867,0.52840907,0.72263102,0.04020604,0.04657744,0.04021137,0.32591005
-3.25662831,1.82911824,0.20768608,0.68453011,0.54555910,0.74537091,0.03891746,0.04812222,0.03998808,0.34183575
-3.25062531,1.85038958,0.20420714,0.67305986,0.56469108,0.77145423,0.03757901,0.04977461,0.03987164,0.35920029
-3.24462231,1.87760843,0.20160657,0.66316978,0.58560519,0.80058975,0.03622017,0.05152974,0.03985596,0.37784767
-3.23861931,1.91055500,0.19999492,0.65502150,0.60805941,0.83242911,0.03487030,0.05337927,0.03993257,0.39759465
-3.23261631,1.94888598,0.19946479,0.64873178,0.63177460,0.86657493,0.03355780,0.05531143,0.04009084,0.41823427
-3.22661331,1.99214121,0.20008874,0.64436926,0.65644077,0.90258975,0.03230929,0.05731117,0.04031832,0.43954011
-3.22061031,2.03975306,0.20191736,0.64195265,0.68172403,0.94000521,0.03114888,0.05936050,0.04060109,0.46127108
-3.21460730,2.09105809,0.20497789,0.64145054,0.70727413,0.97833135,0.03009748,0.06143887,0.04092416,0.48317653
-3.20860430,2.14531035,0.20927305,0.64278255,0.73273214,1.01706543,0.02917229,0.06352366,0.04127189,0.50500160
-3.20260130,2.20169575,0.21478022,0.64582186,0.75773819,1.05570003,0.02838637,0.06559073,0.04162836,0.52649241
-3.19659830,2.25934696,0.22145105,0.65039890,0.78193873,1.09373031,0.02774832,0.06761498,0.04197781,0.54740108
-3.19059530,2.31735828,0.22921130,0.65630596,0.80499335,1.13066020,0.02726218,0.06957092,0.04230500,0.56749022
-3.18459230,2.37480019,0.23796119,0.66330257,0.82658088,1.16600756,0.02692735,0.07143320,0.04259544,0.58653686
-3.17858929,2.43073329,0.24757602,0.67112145,0.84640466,1.19930844,0.02673872,0.07317710,0.04283573,0.60433575
-3.17258629,2.48422152,0.25790738,0.67947473,0.86419704,1.23012057,0.02668689,0.07477895,0.04301369,0.62070189
-3.16658329,2.53434480,0.26878478,0.68806046,0.87972300,1.25802637,0.02675851,0.07621648,0.04311849,0.63547231
-3.16058029,2.58021118,0.28001788,0.69656914,0.89278300,1.28263572,0.02693671,0.07746908,0.04314070,0.64850733
-3.15457729,2.62096870,0.29139935,0.70469022,0.90321522,1.30358891,0.02720162,0.07851800,0.04307230,0.65969111
-3.14857429,2.65581736,0.30270828,0.71211857,0.91089717,1.32055986,0.02753098,0.07934655,0.04290666,0.66893191
-3.14257129,2.68402125,0.31371433,0.71856073,0.91574677,1.33325991,0.02790078,0.07994012,0.04263847,0.67616189
-3.13656828,2.70492103,0.32418238,0.72374107,0.91772305,1.34144228,0.02828598,0.08028635,0.04226369,0.68133692
-3.13056528,2.71794684,0.33387777,0.72740764,0.91682643,1.34490710,0.02866123,0.08037519,0.04177949,0.68443619
-3.12456228,2.72263133,0.34257190,0.72933781,0.91309857,1.34350700,0.02900160,0.08019897,0.04118418,0.68546188
-3.11855928,2.71862250,0.35004814,0.72934343,0.90662179,1.33715290,0.02928330,0.07975255,0.04047724,0.68443886
-3.11255628,2.70569592,0.35610771,0.72727558,0.89751788,1.32581970,0.02948436,0.07903343,0.03965930,0.68141450
-3.10655328,2.68376557,0.36057549,0.72302859,0.88594632,1.30955141,0.02958526,0.07804193,0.03873219,0.67645835
-3.10055028,2.65289262,0.36330533,0.71654337,0.87210166,1.28846535,0.02956949,0.07678134,0.03769898,0.66966183
-3.09454727,2.61329137,0.36418481,0.70780964,0.85621010,1.26275483,0.02942395,0.07525810,0.03656410,0.66113761
-3.08854427,2.56533161,0.36313901,0.69686717,0.83852503,1.23269000,0.02913938,0.07348195,0.03533336,0.65101875
-3.08254127,2.50953687,0.36013327,0.68380564,0.81932167,1.19861650,0.02871046,0.07146598,0.03401403,0.63945734
-3.07653827,2.44657807,0.35517466,0.66876324,0.79889078,1.16095173,0.02813602,0.06922672,0.03261490,0.62662258
-3.07053527,2.37726244,0.34831213,0.65192380,0.77753153,1.12017863,0.02741886,0.06678404,0.03114623,0.61269832
-3.06453227,2.30251777,0.33963526,0.63351263,0.75554384,1.07683715,0.02656565,0.06416100,0.02961974,0.59787991
-3.05852926,2.22337245,0.32927160,0.61379103,0.73322034,1.03151347,0.02558661,0.06138359,0.02804846,0.58237059
-3.05252626,2.14093186,0.31738280,0.59304974,0.71083833,0.98482754,0.02449504,0.05848033,0.02644661,0.56637734
-3.04652326,2.05635196,0.30415959,0.57160141,0.68865216,0.93741932,0.02330687,0.05548180,0.02482934,0.55010640
-3.04052026,1.97081131,0.28981591,0.54977256,0.66688631,0.88993427,0.02204005,0.05242003,0.02321247,0.53375877
-3.03451726,1.88548239,0.27458234,0.52789516,0.64572957,0.84300867,0.02071396,0.04932785,0.02161217,0.51752564
-3.02851426,1.80150365,0.25869923,0.50629822,0.62533069,0.79725551,0.01934873,0.04623821,0.02004462,0.50158423
-3.02251126,1.71995320,0.24240976,0.48529971,0.60579572,0.75325120,0.01796464,0.04318341,0.01852565,0.48609409
-3.01650825,1.64182524,0.22595321,0.46519897,0.58718713,0.71152389,0.01658155,0.04019439,0.01707036,0.47119404
-3.01050525,1.56800988,0.20955870,0.44627005,0.56952487,0.67254347,0.01521830,0.03730011,0.01569279,0.45699996
-3.00450225,1.49927703,0.19343967,0.42875593,0.55278927,0.63671371,0.01389230,0.03452686,0.01440559,0.44360340
-2.99849925,1.43626450,0.17778926,0.41286385,0.53692555,0.60436642,0.01261912,0.03189778,0.01321974,0.43107116
-2.99249625,1.37947042,0.16277660,0.39876188,0.52184977,0.57575786,0.01141219,0.02943246,0.01214431,0.41944564
-2.98649325,1.32924981,0.14854427,0.38657644,0.50745580,0.55106707,0.01028262,0.02714662,0.01118628,0.40874593
-2.98049025,1.28581474,0.13520678,0.37639107,0.49362287,0.53039604,0.00923911,0.02505192,0.01035040,0.39896960
-2.97448724,1.24923790,0.12285013,0.36824605,0.48022338,0.51377142,0.00828793,0.02315595,0.00963914,0.39009478
-2.96848424,1.21945862,0.11153222,0.36213902,0.46713042,0.50114758,0.00743297,0.02146222,0.00905269,0.38208266
-2.96248124,1.19629108,0.10128421,0.35802620,0.45422466,0.49241056,0.00667594,0.01997040,0.00858901,0.37487993
-2.95647824,1.17943398,0.09211250,0.35582446,0.44140026,0.48738296,0.00601652,0.01867650,0.00824392,0.36842126
-2.95047524,1.16848138,0.08400126,0.35541377,0.42856952,0.48582935,0.00545262,0.01757322,0.00801124,0.36263152
-2.94447224,1.16293426,0.07691532,0.35664029,0.41566620,0.48746216,0.00498068,0.01665030,0.00788302,0.35742781
-2.93846923,1.16221274,0.07080333,0.35931991,0.40264733,0.49194803,0.00459596,0.01589497,0.00784975,0.35272117
-2.93246623,1.16566882,0.06560100,0.36324225,0.38949360,0.49891450,0.00429285,0.01529238,0.00790062,0.34841805
-2.92646323,1.17259974,0.06123427,0.36817513,0.37620851,0.50795724,0.00406520,0.01482603,0.00802380,0.34442158
-2.92046023,1.18226199,0.05762246,0.37386952,0.36281645,0.51864765,0.00390657,0.01447823,0.00820678,0.34063271
-2.91445723,1.19388612,0.05468113,0.38006500,0.34935993,0.53054106,0.00381059,0.01423060,0.00843662,0.33695134
-2.90845423,1.20669239,0.05232474,0.38649560,0.33589627,0.54318549,0.00377116,0.01406441,0.00870036,0.33327754
-2.90245123,1.21990734,0.05046904,0.39289610,0.32249415,0.55613094,0.00378273,0.01396108,0.00898526,0.32951297
-2.89644822,1.23278106,0.04903316,0.39900858,0.30923009,0.56893917,0.00384048,0.01390254,0.00927919,0.32556246
-2.89044522,1.24460500,0.04794133,0.40458906,0.29618530,0.58119376,0.00394053,0.01387155,0.00957086,0.32133593
-2.88444222,1.25472990,0.04712439,0.40941418,0.28344297,0.59251045,0.00408003,0.01385211,0.00985010,0.31675048
-2.87843922,1.26258339,0.04652099,0.41328752,0.27108621,0.60254716,0.00425730,0.01382966,0.01010813,0.31173272
-2.87243622,1.26768659,0.04607843,0.41604542,0.25919660,0.61101372,0.00447191,0.01379141,0.01033771,0.30622115
-2.86643322,1.26966908,0.04575335,0.41756204,0.24785345,0.61768075,0.00472468,0.01372650,0.01053328,0.30016855
-2.86043022,1.26828162,0.04551210,0.41775338,0.23713376,0.62238741,0.00501765,0.01362618,0.01069109,0.29354411
-2.85442721,1.26340586,0.04533095,0.41658001,0.22711254,0.62504772,0.00535409,0.01348393,0.01080917,0.28633536
-2.84842421,1.25506064,0.04519598,0.41404851,0.21786373,0.62565506,0.00573839,0.01329551,0.01088730,0.27854954
-2.84242121,1.24340436,0.04510294,0.41021127,0.20946120,0.62428478,0.00617592,0.01305897,0.01092697,0.27021442
-2.83641821,1.22873327,0.04505678,0.40516487,0.20197999,0.62109454,0.00667292,0.01277466,0.01093116,0.26137849
-2.83041521,1.21147556,0.04507117,0.39904684,0.19549740,0.61632254,0.00723630,0.01244506,0.01090417,0.25211037
-2.82441221,1.19218150,0.04516776,0.39203122,0.19009401,0.61028348,0.00787349,0.01207476,0.01085140,0.24249761
-2.81840920,1.17150989,0.04537546,0.38432273,0.18585430,0.60336246,0.00859218,0.01167022,0.01077906,0.23264475
-2.81240620,1.15021140,0.04572955,0.37615025,0.18286706,0.59600693,0.00940013,0.01123960,0.01069388,0.22267077
-2.80640320,1.12910944,0.04627072,0.36775954,0.18122526,0.58871699,0.01030494,0.01079257,0.01060283,0.21270622
-2.80040020,1.10907919,0.04704413,0.35940566,0.18102558,0.58203428,0.01131386,0.01034005,0.01051285,0.20288983
-2.79439720,1.09102570,0.04809837,0.35134555,0.18236744,0.57652980,0.01243354,0.00989399,0.01043059,0.19336517
-2.78839420,1.07586169,0.04948441,0.34383080,0.18535169,0.57279096,0.01366986,0.00946714,0.01036216,0.18427711
-2.78239120,1.06448580,0.05125455,0.33710110,0.19007880,0.57140816,0.01502773,0.00907283,0.01031302,0.17576858
-2.77638819,1.05776187,0.05346135,0.33137853,0.19664678,0.57296125,0.01651091,0.00872474,0.01028773,0.16797754
-2.77038519,1.05649972,0.05615654,0.32686282,0.20514877,0.57800602,0.01812187,0.00843675,0.01028999,0.16103432
-2.76438219,1.06143779,0.05938997,0.32372772,0.21567031,0.58706113,0.01986166,0.00822275,0.01032252,0.15505947
-2.75837919,1.07322788,0.06320849,0.32211842,0.22828651,0.60059544,0.02172975,0.00809650,0.01038712,0.15016203
-2.75237619,1.09242211,0.06765489,0.32215015,0.24305902,0.61901618,0.02372398,0.00807154,0.01048472,0.14643836
-2.74637319,1.11946208,0.07276687,0.32390768,0.26003290,0.64265798,0.02584044,0.00816106,0.01061547,0.14397139
-2.74037019,1.15467031,0.07857597,0.32744574,0.27923365,0.67177298,0.02807339,0.00837785,0.01077892,0.14283029
-2.73436718,1.19824378,0.08510664,0.33279017,0.30066420,0.70652220,0.03041527,0.00873427,0.01097409,0.14307050
-2.72836418,1.25024963,0.09237536,0.33993958,0.32430232,0.74696844,0.03285664,0.00924217,0.01119974,0.14473398
-2.72236118,1.31062289,0.10038992,0.34886744,0.35009827,0.79307084,0.03538621,0.00991291,0.01145446,0.14784967
-2.71635818,1.37916639,0.10914881,0.35952446,0.37797302,0.84468145,0.03799092,0.01075730,0.01173687,0.15243398
-2.71035518,1.45555277,0.11864090,0.37184103,0.40781711,0.90154397,0.04065606,0.01178560,0.01204579,0.15849132
-2.70435218,1.53932881,0.12884530,0.38572983,0.43949032,0.96329498,0.04336540,0.01300752,0.01238037,0.16601456
-2.69834917,1.62992211,0.13973157,0.40108825,0.47282208,1.02946790,0.04610149,0.01443214,0.01274021,0.17498541
-2.69234617,1.72665025,0.15126018,0.41780096,0.50761302,1.09949974,0.04884591,0.01606793,0.01312549,0.18537459
-2.68634317,1.82873260,0.16338330,0.43574221,0.54363737,1.17274090,0.05157967,0.01792268,0.01353702,0.19714195
-2.68034017,1.93530454,0.17604588,0.45477819,0.58064636,1.24846781,0.05428362,0.02000341,0.01397630,0.21023635
-2.67433717,2.04543418,0.18918703,0.47476917,0.61837257,1.32589850,0.05693893,0.02231633,0.01444554,0.22459551
-2.66833417,2.15814122,0.20274149,0.49557162,0.65653499,1.40421054,0.05952758,0.02486671,0.01494765,0.24014564
-2.66233117,2.27241744,0.21664134,0.51704014,0.69484467,1.48256125,0.06203289,0.02765875,0.01548619,0.25680111
-2.65632816,2.38724845,0.23081769,0.53902922,0.73301083,1.56010919,0.06443996,0.03069546,0.01606532,0.27446400
-2.65032516,2.50163568,0.24520231,0.56139474,0.77074690,1.63603662,0.06673612,0.03397846,0.01668964,0.29302376
-2.64432216,2.61461813,0.25972904,0.58399524,0.80777655,1.70957178,0.06891124,0.03750782,0.01736406,0.31235689
-2.63831916,2.72529256,0.27433503,0.60669274,0.84383917,1.78001025,0.07095799,0.04128185,0.01809361,0.33232671
-2.63231616,2.83283163,0.28896150,0.62935314,0.87869464,1.84673436,0.07287183,0.04529688,0.01888319,0.35278341
-2.62631316,2.93649878,0.30355419,0.65184618,0.91212718,1.90922989,0.07465099,0.04954706,0.01973732,0.37356422
-2.62031016,3.03565931,0.31806328,0.67404485,0.94394809,1.96709897,0.07629618,0.05402412,0.02065979,0.39449400
-2.61430715,3.12978705,0.33244292,0.69582431,0.97399734,2.02006880,0.07781015,0.05871718,0.02165343,0.41538603
-2.60830415,3.21846621,0.34665028,0.71706049,1.00214384,2.06799540,0.07919707,0.06361252,0.02271965,0.43604333
-2.60230115,3.30138852,0.36064437,0.73762820,1.02828472,2.11086223,0.08046189,0.06869346,0.02385823,0.45626038
-2.59629815,3.37834572,0.37438454,0.75739929,1.05234340,2.14877369,0.08160950,0.07394017,0.02506691,0.47582528
-2.59029515,3.44921795,0.38782889,0.77624066,1.07426702,2.18194360,0.08264389,0.07932961,0.02634116,0.49452248
-2.58429215,3.51395895,0.40093281,0.79401269,1.09402316,2.21067926,0.08356737,0.08483548,0.02767395,0.51213596
-2.57828914,3.57257887,0.41364761,0.81056801,1.11159635,2.23536179,0.08437983,0.09042822,0.02905561,0.52845287
-2.57228614,3.62512598,0.42591958,0.82575110,1.12698445,2.25642384,0.08507815,0.09607512,0.03047378,0.54326761
-2.56628314,3.67166848,0.43768942,0.83939867,1.14019543,2.27432557,0.08565582,0.10174044,0.03191346,0.55638628
-2.56028014,3.71227759,0.44889229,0.85134119,1.15124448,2.28953038,0.08610277,0.10738573,0.03335721,0.56763119
-2.55427714,3.74701323,0.45945840,0.86140545,1.16015197,2.30248160,0.08640546,0.11297007,0.03478543,0.57684564
-2.54827414,3.77591317,0.46931427,0.86941825,1.16694208,2.31358132,0.08654724,0.11845058,0.03617680,0.58389850
-2.54227114,3.79898652,0.47838444,0.87521121,1.17164240,2.32317269,0.08650900,0.12378290,0.03750881,0.58868847
-2.53626813,3.81621203,0.48659376,0.87862636,1.17428448,2.33152644,0.08627000,0.12892186,0.03875838,0.59114805
-2.53026513,3.82754154,0.49387001,0.87952243,1.17490508,2.33883268,0.08580893,0.13382219,0.03990260,0.59124673
-2.52426213,3.83290834,0.50014664,0.87778144,1.17354829,2.34519817,0.08510513,0.13843936,0.04091949,0.58899349
-2.51825913,3.83224024,0.50536571,0.87331537,1.17026815,2.35064951,0.08413979,0.14273053,0.04178875,0.58443833
-2.51225613,3.82547651,0.50948055,0.86607240,1.16513167,2.35514193,0.08289721,0.14665557,0.04249256,0.57767283
-2.50625313,3.81258796,0.51245826,0.85604249,1.15822205,2.35857345,0.08136597,0.15017815,0.04301629,0.56882959
-2.50025013,3.79359896,0.51428178,0.84326188,1.14964196,2.36080345,0.07953990,0.15326688,0.04334919,0.55808067
-2.49424712,3.76861036,0.51495140,0.82781633,1.13951648,2.36167497,0.07741891,0.15589652,0.04348487,0.54563499
-2.48824412,3.73782203,0.51448581,0.80984279,1.12799583,2.36103940,0.07500948,0.15804912,0.04342177,0.53173476
-2.48224112,3.70155373,0.51292256,0.78952946,1.11525749,2.35878228,0.07232488,0.15971525,0.04316345,0.51665118
-2.47623812,3.66026345,0.51031795,0.76711417,1.10150779,2.35484906,0.06938511,0.16089498,0.04271866,0.50067950
-2.47023512,3.61456200,0.50674651,0.74288117,1.08698274,2.34926919,0.06621648,0.16159896,0.04210138,0.48413367
-2.46423212,3.56522314,0.50230015,0.71715635,1.07194818,2.34217755,0.06285095,0.16184915,0.04133060,0.46734064
-2.45822911,3.51318870,0.49708696,0.69030130,1.05669917,2.33383188,0.05932524,0.16167948,0.04043000,0.45063479
-2.45222611,3.45956817,0.49122999,0.66270629,1.04155862,2.32462550,0.05567968,0.16113621,0.03942756,0.43435236
-2.44622311,3.40563264,0.48486597,0.63478255,1.02687530,2.31509434,0.05195701,0.16027804,0.03835494,0.41882620
-2.44022011,3.35280312,0.47814407,0.60695413,1.01302103,2.30591801,0.04820104,0.15917587,0.03724690,0.40438093
-2.43421711,3.30263334,0.47122486,0.57964968,1.00038740,2.29791470,0.04445540,0.15791222,0.03614060,0.39132855
-2.42821411,3.25678737,0.46427926,0.55329435,0.98938180,2.29202986,0.04076225,0.15658032,0.03507484,0.37996456
-2.42221111,3.21701262,0.45748773,0.52830207,0.98042297,2.28931907,0.03716117,0.15528279,0.03408932,0.37056458
-2.41620810,3.18510861,0.45103930,0.50506844,0.97393607,2.29092550,0.03368819,0.15412996,0.03322387,0.36338146
-2.41020510,3.16289222,0.44513067,0.48396426,0.97034718,2.29805283,0.03037500,0.15323782,0.03251767,0.35864271
-2.40420210,3.15216005,0.43996487,0.46532981,0.97007752,2.31193420,0.02724842,0.15272566,0.03200853,0.35654831
-2.39819910,3.15464857,0.43574963,0.44946986,0.97353710,2.33379835,0.02432999,0.15271337,0.03173212,0.35726866
-2.39219610,3.17199279,0.43269511,0.43664949,0.98111805,2.36483379,0.02163585,0.15331849,0.03172128,0.36094272
-2.38619310,3.20568418,0.43101088,0.42709043,0.99318751,2.40615208,0.01917682,0.15465314,0.03200531,0.36767613
-2.38019010,3.25702857,0.43090216,0.42096806,1.01008017,2.45875106,0.01695859,0.15682073,0.03260935,0.37753931
-2.37418709,3.32710488,0.43256513,0.41840890,1.03209048,2.52347920,0.01498211,0.15991268,0.03355364,0.39056554
-2.36818409,3.41672546,0.43618131,0.41948847,1.05946446,2.60100171,0.01324408,0.16400522,0.03485301,0.40674895
-2.36218109,3.52639888,0.44191133,0.42422952,1.09239142,2.69176955,0.01173746,0.16915627,0.03651622,0.42604254
-2.35617809,3.65629625,0.44988792,0.43260065,1.13099539,2.79599174,0.01045212,0.17540262,0.03854550,0.44835622
-2.35017509,3.80622185,0.46020863,0.44451524,1.17532666,2.91361200,0.00937543,0.18275748,0.04093600,0.47355504
-2.34417209,3.97558928,0.47292846,0.45983088,1.22535341,3.04429023,0.00849285,0.19120844,0.04367551,0.50145775
-2.33816908,4.16340398,0.48805280,0.47834920,1.28095379,3.18738937,0.00778851,0.20071598,0.04674409,0.53183579
-2.33216608,4.36825336,0.50553108,0.49981650,1.34190861,3.34196830,0.00724569,0.21121272,0.05011402,0.56441294
-2.32616308,4.58830540,0.52525152,0.52392501,1.40789505,3.50678110,0.00684733,0.22260322,0.05374977,0.59886579
-2.32016008,4.82131664,0.54703745,0.55031523,1.47848174,3.68028327,0.00657636,0.23476474,0.05760824,0.63482515
-2.31415708,5.06465038,0.57064553,0.57857927,1.55312553,3.86064500,0.00641603,0.24754866,0.06163917,0.67187863
-2.30815408,5.31530561,0.59576609,0.60826537,1.63117047,4.04577195,0.00635018,0.26078275,0.06578581,0.70957443
-2.30215108,5.56995682,0.62202605,0.63888379,1.71184930,4.23333341,0.00636343,0.27427431,0.06998579,0.74742652
-2.29614807,5.82500492,0.64899424,0.66991390,1.79428797,4.42079789,0.00644129,0.28781391,0.07417222,0.78492106
-2.29014507,6.07663853,0.67618935,0.70081259,1.87751335,4.60547586,0.00657029,0.30117992,0.07827502,0.82152427
-2.28414207,6.32090500,0.70309029,0.73102386,1.96046450,4.78456898,0.00673801,0.31414345,0.08222248,0.85669145
-2.27813907,6.55378977,0.72914861,0.75998936,2.04200756,4.95522527,0.00693310,0.32647382,0.08594287,0.88987714
-2.27213607,6.77130237,0.75380277,0.78715973,2.12095423,5.11459899,0.00714533,0.33794416,0.08936625,0.92054607
-2.26613307,6.96956687,0.77649369,0.81200632,2.19608369,5.25991403,0.00736551,0.34833714,0.09242629,0.94818482
-2.26013007,7.14491434,0.79668089,0.83403304,2.26616750,5.38852913,0.00758555,0.35745050,0.09506208,0.97231356
-2.25412706,7.29397441,0.81385883,0.85278792,2.32999706,5.49800319,0.00779834,0.36510232,0.09721980,0.99249782
-2.24812406,7.41376300,0.82757247,0.86787398,2.38641268,5.58615865,0.00799778,0.37113578,0.09885434,1.00835962
-2.24212106,7.50176310,0.83743177,0.87895892,2.43433354,5.65114075,0.00817870,0.37542320,0.09993062,1.01958767
-2.23611806,7.55599567,0.84312411,0.88578343,2.47278742,5.69147067,0.00833684,0.37786933,0.10042464,1.02594623
-2.23011506,7.57507772,0.84442440,0.88816763,2.50093903,5.70609033,0.00846879,0.37841370,0.10032421,1.02728222
-2.22411206,7.55826534,0.84120232,0.88601553,2.51811590,5.69439709,0.00857195,0.37703195,0.09962938,1.02353020
-2.21810905,7.50547951,0.83342636,0.87931707,2.52383058,5.65626658,0.00864445,0.37373618,0.09835242,1.01471511
-2.21210605,7.41731352,0.82116453,0.86814803,2.51779827,5.59206265,0.00868513,0.36857420,0.09651746,1.00095238
-2.20610305,7.29502126,0.80458173,0.85266741,2.49994880,5.50263336,0.00869345,0.36162786,0.09415977,0.98244554
-2.20010005,7.14048648,0.78393390,0.83311265,2.47043251,5.38929312,0.00866945,0.35301047,0.09132473,0.95948126
-2.19409705,6.95617398,0.75955925,0.80979279,2.42961950,5.25379099,0.00861368,0.34286337,0.08806649,0.93242193
-2.18809405,6.74506419,0.73186697,0.78307977,2.37809210,5.09826624,0.00852716,0.33135193,0.08444647,0.90169613
-2.18209105,6.51057367,0.70132388,0.75339836,2.31663089,4.92519251,0.00841129,0.31866103,0.08053158,0.86778731
-2.17608804,6.25646416,0.66843976,0.72121492,2.24619462,4.73731253,0.00826784,0.30499017,0.07639251,0.83122098
-2.17008504,5.98674370,0.63375174,0.68702565,2.16789481,4.53756580,0.00809887,0.29054853,0.07210187,0.79255116
-2.16408204,5.70556333,0.59780866,0.65134444,2.08296620,4.32901175,0.00790670,0.27554999,0.06773249,0.75234630
-2.15807904,5.41711319,0.56115578,0.61469105,1.99273391,4.11475126,0.00769390,0.26020834,0.06335571,0.71117548
-2.15207604,5.12552158,0.52432058,0.57757980,1.89857905,3.89784944,0.00746322,0.24473286,0.05903991,0.66959525
-2.14607304,4.83476049,0.48779997,0.54050923,1.80190374,3.68126225,0.00721761,0.22932428,0.05484925,0.62813748
-2.14007004,4.54856062,0.45204951,0.50395287,1.70409716,3.46776955,0.00696020,0.21417133,0.05084256,0.58729892
-2.13406703,4.27033836,0.41747467,0.46835147,1.60650376,3.25991681,0.00669425,0.19944790,0.04707253,0.54753243
-2.12806403,4.00313671,0.38442452,0.43410682,1.51039464,3.05996695,0.00642319,0.18531082,0.04358511,0.50924027
