energy_ev,total_up,Cr_p_up,Cr_d_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-3.41270635,3.00063486,0.64167229,0.36499157,0.13483367,2.19791855,0.00019039,0.06128999,0.00688881,0.37947299
-3.40670335,3.02440389,0.65544103,0.37059944,0.13298287,2.21443407,0.00021893,0.06183450,0.00746783,0.37640448
-3.40070035,3.04865026,0.66847499,0.37616270,0.13191269,2.23123460,0.00025189,0.06234825,0.00807690,0.37376249
-3.39469735,3.07357994,0.68083765,0.38174082,0.13161249,2.24844508,0.00028951,0.06283270,0.00871475,0.37155150
-3.38869435,3.09947008,0.69262939,0.38740949,0.13206705,2.26623297,0.00033198,0.06329027,0.00937956,0.36978394
-3.38269135,3.12666732,0.70398630,0.39325845,0.13325751,2.28481026,0.00037943,0.06372390,0.01006891,0.36847982
-3.37668834,3.15557975,0.71507760,0.39938832,0.13516202,2.30443085,0.00043190,0.06413660,0.01077962,0.36766523
-3.37068534,3.18666243,0.72610177,0.40590666,0.13775618,2.32538326,0.00048933,0.06453084,0.01150776,0.36736994
-3.36468234,3.22039713,0.73728157,0.41292344,0.14101316,2.34797862,0.00055157,0.06490806,0.01224853,0.36762419
-3.35867934,3.25726720,0.74885801,0.42054606,0.14490360,2.37253477,0.00061836,0.06526811,0.01299629,0.36845490
-3.35267634,3.29772921,0.76108371,0.42887429,0.14939529,2.39935724,0.00068931,0.06560887,0.01374448,0.36988164
-3.34667334,3.34218295,0.77421560,0.43799534,0.15445282,2.42871840,0.00076395,0.06592584,0.01448574,0.37191253
-3.34067034,3.39094172,0.78850759,0.44797932,0.16003703,2.46083604,0.00084167,0.06621198,0.01521193,0.37454049
-3.33466733,3.44420487,0.80420324,0.45887540,0.16610464,2.49585295,0.00092178,0.06645768,0.01591429,0.37774001
-3.32866433,3.50203440,0.82152873,0.47070879,0.17260781,2.53381884,0.00100350,0.06665086,0.01658358,0.38146480
-3.32266133,3.56433716,0.84068646,0.48347882,0.17949396,2.57467584,0.00108598,0.06677728,0.01721032,0.38564642
-3.31665833,3.63085386,0.86184934,0.49715798,0.18670573,2.61824873,0.00116833,0.06682102,0.01778502,0.39019409
-3.31065533,3.70115575,0.88515595,0.51169230,0.19418119,2.66424057,0.00124961,0.06676510,0.01829844,0.39499565
-3.30465233,3.77464908,0.91070660,0.52700257,0.20185422,2.71223406,0.00132891,0.06659219,0.01874191,0.39991980
-3.29864932,3.85058734,0.93856034,0.54298678,0.20965518,2.76169880,0.00140532,0.06628543,0.01910758,0.40481939
-3.29264632,3.92809038,0.96873285,0.55952316,0.21751167,2.81200397,0.00147801,0.06582928,0.01938875,0.40953560
-3.28664332,4.00616948,1.00119513,0.57647392,0.22534951,2.86243574,0.00154620,0.06521031,0.01958008,0.41390300
-3.28064032,4.08375684,1.03587299,0.59368935,0.23309379,2.91221855,0.00160922,0.06441797,0.01967785,0.41775495
-3.27463732,4.15973785,1.07264709,0.61101205,0.24066994,2.96053901,0.00166654,0.06344525,0.01968009,0.42092932
-3.26863432,4.23298448,1.11135351,0.62828098,0.24800481,3.00657113,0.00171772,0.06228914,0.01958672,0.42327403
-3.26263132,4.30238790,1.15178484,0.64533528,0.25502768,3.04950159,0.00176248,0.06095097,0.01939955,0.42465233
-3.25662831,4.36688899,1.19369161,0.66201756,0.26167121,3.08855385,0.00180070,0.05943651,0.01912233,0.42494746
-3.25062531,4.42550516,1.23678415,0.67817660,0.26787219,3.12300989,0.00183236,0.05775588,0.01876054,0.42406645
-3.24462231,4.47735255,1.28073485,0.69366936,0.27357222,3.15222871,0.00185760,0.05592327,0.01832134,0.42194304
-3.23861931,4.52166298,1.32518087,0.70836233,0.27871826,3.17566100,0.00187665,0.05395645,0.01781326,0.41853946
-3.23261631,4.55779523,1.36972739,0.72213224,0.28326299,3.19285949,0.00188985,0.05187620,0.01724601,0.41384710
-3.22661331,4.58524087,1.41395146,0.73486616,0.28716513,3.20348500,0.00189760,0.04970551,0.01663009,0.40788619
-3.22061031,4.60362497,1.45740656,0.74646131,0.29038961,3.20730825,0.00190037,0.04746880,0.01597654,0.40070425
-3.21460730,4.61270247,1.49962785,0.75682443,0.29290772,3.20420802,0.00189861,0.04519110,0.01529658,0.39237387
-3.20860430,4.61235114,1.54013823,0.76587125,0.29469723,3.19416612,0.00189280,0.04289720,0.01460127,0.38298953
-3.20260130,4.60256224,1.57845517,0.77352583,0.29574244,3.17726008,0.00188339,0.04061094,0.01390123,0.37266401
-3.19659830,4.58342996,1.61409820,0.77972027,0.29603426,3.15365431,0.00187077,0.03835450,0.01320637,0.36152434
-3.19059530,4.55514089,1.64659711,0.78439472,0.29557032,3.12359069,0.00185527,0.03614793,0.01252566,0.34970767
-3.18459230,4.51796447,1.67550057,0.78749785,0.29435509,3.08737935,0.00183717,0.03400871,0.01186695,0.33735710
-3.17858929,4.47224522,1.70038508,0.78898785,0.29239990,3.04539047,0.00181665,0.03195158,0.01123684,0.32461778
-3.17258629,4.41839752,1.72086397,0.78883391,0.28972314,2.99804749,0.00179382,0.02998844,0.01064065,0.31163344
-3.16658329,4.35690320,1.73659634,0.78701833,0.28635026,2.94582243,0.00176874,0.02812844,0.01008237,0.29854326
-3.16058029,4.28831205,1.74729559,0.78353894,0.28231387,2.88923320,0.00174137,0.02637822,0.00956472,0.28547950
-3.15457729,4.21324505,1.75273727,0.77841192,0.27765370,2.82884308,0.00171166,0.02474224,0.00908924,0.27256561
-3.14857429,4.13239989,1.75276616,0.77167481,0.27241653,2.76526201,0.00167953,0.02322315,0.00865641,0.25991504
-3.14257129,4.04655796,1.74730225,0.76338957,0.26665602,2.69914931,0.00164488,0.02182233,0.00826581,0.24763067
-3.13656828,3.95659197,1.73634540,0.75364538,0.26043247,2.63121708,0.00160762,0.02054032,0.00791628,0.23580469
-3.13056528,3.86347308,1.71997865,0.74256118,0.25381243,2.56223372,0.00156770,0.01937734,0.00760615,0.22451900
-3.12456228,3.76827635,1.69836984,0.73028762,0.24686821,2.49302645,0.00152513,0.01833373,0.00733340,0.21384597
-3.11855928,3.67218350,1.67177170,0.71700822,0.23967730,2.42448229,0.00147995,0.01741034,0.00709585,0.20384931
-3.11255628,3.57648164,1.64051997,0.70293961,0.23232164,2.35754631,0.00143231,0.01660886,0.00689134,0.19458520
-3.10655328,3.48255717,1.60502992,0.68833078,0.22488676,2.29321673,0.00138242,0.01593197,0.00671789,0.18610326
-3.10055028,3.39188404,1.56579086,0.67346095,0.21746082,2.23253603,0.00133057,0.01538356,0.00657380,0.17844755
-3.09454727,3.30600583,1.52335890,0.65863636,0.21013354,2.17657787,0.00127714,0.01496863,0.00645778,0.17165719
-3.08854427,3.22651150,1.47834802,0.64418563,0.20299503,2.12642952,0.00122256,0.01469323,0.00636896,0.16576688
-3.08254127,3.15500494,1.43141933,0.63045390,0.19613447,2.08317002,0.00116735,0.01456426,0.00630698,0.16080699
-3.07653827,3.09306891,1.38326892,0.61779577,0.18963877,2.04784441,0.00111205,0.01458914,0.00627190,0.15680336
-3.07053527,3.04222407,1.33461430,0.60656715,0.18359115,2.02143479,0.00105724,0.01477542,0.00626421,0.15377679
-3.06453227,3.00388463,1.28617976,0.59711623,0.17806961,2.00482905,0.00100348,0.01513032,0.00628471,0.15174224
-3.05852926,2.97931179,1.23868091,0.58977391,0.17314552,1.99878856,0.00095134,0.01566023,0.00633443,0.15070780
-3.05252626,2.96956705,1.19280878,0.58484376,0.16888207,2.00391594,0.00090136,0.01637017,0.00641446,0.15067348
-3.04652326,2.97546709,1.14921381,0.58259208,0.16533288,2.02062469,0.00085402,0.01726325,0.00652587,0.15163004
-3.04052026,2.99754234,1.10849026,0.58323824,0.16254066,2.04911180,0.00080973,0.01834014,0.00666946,0.15355770
-3.03451726,3.03600121,1.07116142,0.58694576,0.16053601,2.08933501,0.00076882,0.01959858,0.00684567,0.15642509
-3.02851426,3.09070181,1.03766617,0.59381443,0.15933643,2.14099602,0.00073153,0.02103298,0.00705440,0.16018839
-3.02251126,3.16113284,1.00834732,0.60387394,0.15894546,2.20353069,0.00069802,0.02263408,0.00729490,0.16479068
-3.01650825,3.24640496,0.98344223,0.61707915,0.15935223,2.27610721,0.00066835,0.02438872,0.00756561,0.17016177
-3.01050525,3.34525370,0.96307609,0.63330747,0.16053115,2.35763275,0.00064246,0.02627976,0.00786412,0.17621833
-3.00450225,3.45605421,0.94725817,0.65235839,0.16244204,2.44676882,0.00062024,0.02828611,0.00818709,0.18286450
-2.99849925,3.57684817,0.93588140,0.67395535,0.16503051,2.54195526,0.00060147,0.03038292,0.00853027,0.18999291
-2.99249625,3.70538209,0.92872518,0.69775005,0.16822871,2.64144216,0.00058589,0.03254195,0.00888852,0.19748612
-2.98649325,3.83915629,0.92546176,0.72332900,0.17195644,2.74332909,0.00057318,0.03473199,0.00925588,0.20521848
-2.98049025,3.97548301,0.92566574,0.75022232,0.17612257,2.84561021,0.00056296,0.03691955,0.00962569,0.21305825
-2.97448724,4.11155187,0.92882671,0.77791445,0.18062671,2.94622392,0.00055485,0.03906955,0.00999078,0.22087006
-2.96848424,4.24450056,0.93436442,0.80585654,0.18536117,3.04310541,0.00054845,0.04114623,0.01034361,0.22851755
-2.96248124,4.37148844,0.94164623,0.83348002,0.19021318,3.13424023,0.00054338,0.04311395,0.01067650,0.23586610
-2.95647824,4.48977060,0.95000604,0.86021107,0.19506716,3.21771715,0.00053925,0.04493826,0.01098189,0.24278564
-2.95047524,4.59676982,0.95876414,0.88548543,0.19980716,3.29177847,0.00053573,0.04658677,0.01125255,0.24915339
-2.94447224,4.69014426,0.96724743,0.90876308,0.20431939,3.35486618,0.00053251,0.04803009,0.01148183,0.25485654
-2.93846923,4.76784853,0.97480897,0.92954238,0.20849465,3.40566249,0.00052932,0.04924272,0.01166388,0.25979467
-2.93246623,4.82818642,0.98084665,0.94737314,0.21223070,3.44312345,0.00052596,0.05020376,0.01179387,0.26388203
-2.92646323,4.86985375,0.98481988,0.96186833,0.21543460,3.46650478,0.00052225,0.05089757,0.01186813,0.26704944
-2.92046023,4.89197027,0.98626423,0.97271402,0.21802472,3.47537946,0.00051810,0.05131423,0.01188436,0.26924596
-2.91445723,4.89409993,0.98480318,0.97967734,0.21993262,3.46964645,0.00051344,0.05144988,0.01184165,0.27044012
-2.90845423,4.87625920,0.98015701,0.98261217,0.22110463,3.44953099,0.00050826,0.05130683,0.01174060,0.27062078
-2.90245123,4.83891390,0.97214839,0.98146266,0.22150309,3.41557651,0.00050261,0.05089353,0.01158330,0.26979763
-2.89644822,4.78296470,0.96070477,0.97626424,0.22110721,3.36862891,0.00049656,0.05022436,0.01137330,0.26800118
-2.89044522,4.70972250,0.94585754,0.96714245,0.21991362,3.30981396,0.00049023,0.04931925,0.01111556,0.26528240
-2.88444222,4.62087454,0.92773819,0.95430952,0.21793646,3.24050878,0.00048377,0.04820316,0.01081633,0.26171188
-2.87843922,4.51844271,0.90657173,0.93805889,0.21520704,3.16230843,0.00047737,0.04690543,0.01048302,0.25737852
-2.87243622,4.40473534,0.88266770,0.91875791,0.21177312,3.07698879,0.00047123,0.04545907,0.01012401,0.25238782
-2.86643322,4.28229402,0.85640919,0.89683890,0.20769773,2.98646678,0.00046559,0.04389990,0.00974852,0.24685977
-2.86043022,4.15383685,0.82824033,0.87278888,0.20305763,2.89275895,0.00046067,0.04226573,0.00936638,0.24092623
-2.85442721,4.02219949,0.79865261,0.84713827,0.19794134,2.79793945,0.00045673,0.04059550,0.00898784,0.23472809
-2.84842421,3.89027542,0.76817068,0.82044875,0.19244692,2.70409832,0.00045403,0.03892835,0.00862341,0.22841202
-2.84242121,3.76095650,0.73733785,0.79330070,0.18667943,2.61330070,0.00045284,0.03730282,0.00828360,0.22212695
-2.83641821,3.63707509,0.70670183,0.76628050,0.18074817,2.52754778,0.00045339,0.03575605,0.00797880,0.21602049
-2.83041521,3.52134851,0.67680105,0.73996794,0.17476385,2.44873988,0.00045594,0.03432298,0.00771906,0.21023513
-2.82441221,3.41632689,0.64815193,0.71492405,0.16883566,2.37864228,0.00046071,0.03303572,0.00751394,0.20490458
-2.81840920,3.32434511,0.62123720,0.69167968,0.16306840,2.31885388,0.00046790,0.03192292,0.00737234,0.20015015
-2.81240620,3.24747947,0.59649579,0.67072500,0.15755978,2.27077933,0.00047769,0.03100922,0.00730236,0.19607752
-2.80640320,3.18750988,0.57431422,0.65250030,0.15239789,2.23560457,0.00049021,0.03031482,0.00731114,0.19277374
-2.80040020,3.14588787,0.55501970,0.63738812,0.14765904,2.21427631,0.00050555,0.02985511,0.00740472,0.19030487
-2.79439720,3.12371125,0.53887505,0.62570703,0.14340591,2.20748547,0.00052377,0.02964034,0.00758796,0.18871414
-2.78839420,3.12170555,0.52607546,0.61770713,0.13968621,2.21565499,0.00054486,0.02967552,0.00786435,0.18802082
-2.78239120,3.14021289,0.51674702,0.61356728,0.13653181,2.23893220,0.00056877,0.02996021,0.00823596,0.18821986
-2.77638819,3.17918841,0.51094705,0.61339425,0.13395833,2.27718603,0.00059537,0.03048858,0.00870332,0.18928231
-2.77038519,3.23820468,0.50866602,0.61722360,0.13196533,2.33000939,0.00062452,0.03124946,0.00926536,0.19115654
-2.76438219,3.31646395,0.50983104,0.62502218,0.13053693,2.39672686,0.00065598,0.03222654,0.00991936,0.19377019
-2.75837919,3.41281847,0.51431068,0.63669225,0.12964297,2.47640792,0.00068950,0.03339864,0.01066089,0.19703293
-2.75237619,3.52579842,0.52192081,0.65207681,0.12924052,2.56788575,0.00072477,0.03474015,0.01148387,0.20083965
-2.74637319,3.65364715,0.53243150,0.67096607,0.12927581,2.66978162,0.00076145,0.03622148,0.01238057,0.20507432
-2.74037019,3.79436304,0.54557432,0.69310453,0.12968638,2.78053458,0.00079919,0.03780970,0.01334174,0.20961406
-2.73436718,3.94574709,0.56105018,0.71819862,0.13040347,2.89843592,0.00083761,0.03946923,0.01435667,0.21433343
-2.72836418,4.10545501,0.57853712,0.74592434,0.13135447,3.02166802,0.00087636,0.04116263,0.01541342,0.21910869
-2.72236118,4.27105254,0.59769798,0.77593471,0.13246539,3.14834639,0.00091508,0.04285146,0.01649902,0.22382191
-2.71635818,4.44007234,0.61818756,0.80786676,0.13366321,3.27656405,0.00095347,0.04449715,0.01759966,0.22836472
-2.71035518,4.61007083,0.63965923,0.84134767,0.13487815,3.40443680,0.00099124,0.04606200,0.01870102,0.23264152
-2.70435218,4.77868302,0.66177065,0.87600009,0.13604554,3.53014799,0.00102818,0.04751004,0.01978856,0.23657214
-2.69834917,4.94367369,0.68418856,0.91144636,0.13710755,3.65199130,0.00106413,0.04880796,0.02084779,0.24009374
-2.69234617,5.10298316,0.70659261,0.94731166,0.13801444,3.76840996,0.00109901,0.04992594,0.02186462,0.24316185
-2.68634317,5.25476614,0.72867812,0.98322617,0.13872552,3.87803088,0.00113280,0.05083836,0.02282565,0.24575079
-2.68034017,5.39742240,0.75015801,1.01882631,0.13920966,3.97969256,0.00116558,0.05152444,0.02371843,0.24785307
-2.67433717,5.52961850,0.77076374,1.05375533,0.13944543,4.07246560,0.00119749,0.05196871,0.02453174,0.24947829
-2.66833417,5.65029997,0.79024572,1.08766340,0.13942095,4.15566509,0.00122876,0.05216129,0.02525580,0.25065122
-2.66233117,5.75869413,0.80837317,1.12020767,0.13913333,4.22885464,0.00125968,0.05209803,0.02588244,0.25140951
-2.65632816,5.85430385,0.82493370,1.15105239,0.13858788,4.29184199,0.00129062,0.05178048,0.02640519,0.25180092
-2.65032516,5.93689334,0.83973293,1.17986961,0.13779720,4.34466683,0.00132200,0.05121563,0.02681942,0.25188045
-2.64432216,6.00646708,0.85259424,1.20634052,0.13678001,4.38758147,0.00135430,0.05041559,0.02712231,0.25170731
-2.63831916,6.06324370,0.86335881,1.23015787,0.13556007,4.42102591,0.00138803,0.04939698,0.02731287,0.25134215
-2.63231616,6.10762639,0.87188630,1.25102935,0.13416495,4.44559839,0.00142375,0.04818037,0.02739184,0.25084443
-2.62631316,6.14017182,0.87805594,1.26868224,0.13262506,4.46202345,0.00146207,0.04678950,0.02736165,0.25027026
-2.62031016,6.16155942,0.88176834,1.28286897,0.13097264,4.47111890,0.00150360,0.04525055,0.02722625,0.24967066
-2.61430715,6.17256247,0.88294780,1.29337372,0.12924105,4.47376354,0.00154902,0.04359130,0.02699102,0.24909042
-2.60830415,6.17402252,0.88154502,1.30001958,0.12746419,4.47086701,0.00159902,0.04184041,0.02666257,0.24856745
-2.60230115,6.16682804,0.87754012,1.30267602,0.12567617,4.46334318,0.00165433,0.04002661,0.02624865,0.24813277
-2.59629815,6.15189787,0.87094568,1.30126621,0.12391110,4.45208778,0.00171576,0.03817812,0.02575793,0.24781089
-2.59029515,6.13016960,0.86180963,1.29577384,0.12220316,4.43796112,0.00178414,0.03632202,0.02519992,0.24762071
-2.58429215,6.10259253,0.85021766,1.28624880,0.12058670,4.42177585,0.00186037,0.03448377,0.02458476,0.24757669
-2.57828914,6.07012469,0.83629492,1.27281153,0.11909656,4.40428975,0.00194543,0.03268690,0.02392315,0.24769017
-2.57228614,6.03373272,0.82020688,1.25565542,0.11776828,4.38620296,0.00204034,0.03095269,0.02322620,0.24797088
-2.56628314,5.99439368,0.80215909,1.23504723,0.11663842,4.36815896,0.00214621,0.02930005,0.02250529,0.24842827
-2.56028014,5.95309733,0.78239575,1.21132509,0.11574471,4.35074823,0.00226421,0.02774544,0.02177201,0.24907276
-2.55427714,5.91084781,0.76119711,1.18489426,0.11512611,4.33451360,0.00239555,0.02630288,0.02103802,0.24991669
-2.54827414,5.86866347,0.73887567,1.15622052,0.11482273,4.31995626,0.00254148,0.02498403,0.02031494,0.25097488
-2.54227114,5.82757401,0.71577133,1.12582157,0.11487550,4.30754119,0.00270322,0.02379826,0.01961426,0.25226489
-2.53626813,5.78861430,0.69224567,1.09425664,0.11532568,4.29770146,0.00288200,0.02275285,0.01894720,0.25380681
-2.53026513,5.75281457,0.66867554,1.06211472,0.11621410,4.29084043,0.00307893,0.02185306,0.01832459,0.25562262
-2.52426213,5.72118696,0.64544628,1.03000202,0.11758026,4.28733160,0.00329505,0.02110235,0.01775678,0.25773524
-2.51825913,5.69470892,0.62294482,0.99852903,0.11946125,4.28751578,0.00353117,0.02050240,0.01725344,0.26016723
-2.51225613,5.67430386,0.60155293,0.96829776,0.12189053,4.29169588,0.00378790,0.02005332,0.01682345,0.26293929
-2.50625313,5.66082019,0.58164085,0.93988979,0.12489667,4.30012929,0.00406556,0.01975364,0.01647475,0.26606856
-2.50025013,5.65500964,0.56356161,0.91385528,0.12850205,4.31301872,0.00436415,0.01960043,0.01621419,0.26956695
-2.49424712,5.65750588,0.54764604,0.89070366,0.13272165,4.33050191,0.00468327,0.01958930,0.01604734,0.27343945
-2.48824412,5.66880486,0.53419865,0.87089591,0.13756195,4.35264110,0.00502211,0.01971440,0.01597840,0.27768266
-2.48224112,5.68924750,0.52349444,0.85483874,0.14301994,4.37941300,0.00537944,0.01996849,0.01601001,0.28228351
-2.47623812,5.71900599,0.51577646,0.84288066,0.14908247,4.41070011,0.00575358,0.02034291,0.01614318,0.28721829
-2.47023512,5.75807412,0.51125411,0.83530971,0.15572575,4.44628408,0.00614242,0.02082759,0.01637714,0.29245206
-2.46423212,5.80626230,0.51010203,0.83235274,0.16291522,4.48584175,0.00654347,0.02141113,0.01670931,0.29793843
-2.45822911,5.86319734,0.51245925,0.83417586,0.17060569,4.52894422,0.00695387,0.02208082,0.01713522,0.30361985
-2.45222611,5.92832697,0.51842862,0.84088569,0.17874175,4.57505935,0.00737052,0.02282277,0.01764856,0.30942815
-2.44622311,6.00092886,0.52807605,0.85253110,0.18725855,4.62355773,0.00779014,0.02362202,0.01824122,0.31528569
-2.44022011,6.08012359,0.54142963,0.86910488,0.19608278,4.67372191,0.00820939,0.02446268,0.01890334,0.32110673
-2.43421711,6.16489080,0.55847831,0.89054522,0.20513390,4.72475873,0.00862497,0.02532819,0.01962351,0.32679916
-2.42821411,6.25408800,0.57917018,0.91673655,0.21432552,4.77581418,0.00903380,0.02620152,0.02038898,0.33226653
-2.42221111,6.34647085,0.60341031,0.94750968,0.22356696,4.82599024,0.00943310,0.02706540,0.02118583,0.33741025
-2.41620810,6.44071439,0.63105824,0.98264112,0.23276482,4.87436300,0.00982056,0.02790268,0.02199936,0.34213188
-2.41020510,6.53543424,0.66192525,1.02185173,0.24182461,4.92000137,0.01019444,0.02869657,0.02281436,0.34633547
-2.40420210,6.62920728,0.69577170,1.06480485,0.25065235,4.96198561,0.01055368,0.02943098,0.02361549,0.34992989
-2.39819910,6.72059118,0.73230466,1.11110428,0.25915604,4.99942501,0.01089796,0.03009082,0.02438768,0.35283098
-2.39219610,6.80814261,0.77117629,1.16029250,0.26724708,5.03147427,0.01122780,0.03066227,0.02511647,0.35496358
-2.38619310,6.89043410,0.81198319,1.21184961,0.27484152,5.05734787,0.01154453,0.03113308,0.02578842,0.35626320
-2.38019010,6.96606939,0.85426724,1.26519366,0.28186116,5.07633240,0.01185032,0.03149276,0.02639147,0.35667753
-2.37418709,7.03369796,0.89751810,1.31968272,0.28823449,5.08779655,0.01214812,0.03173281,0.02691522,0.35616748
-2.36818409,7.09202884,0.94117787,1.37461924,0.29389749,5.09119883,0.01244157,0.03184688,0.02735125,0.35470792
-2.36218109,7.13984433,0.98464785,1.42925716,0.29879423,5.08609314,0.01273495,0.03183079,0.02769329,0.35228812
-2.35617809,7.17601421,1.02729771,1.48281185,0.30287745,5.07213256,0.01303299,0.03168269,0.02793742,0.34891168
-2.35017509,7.19951079,1.06847690,1.53447316,0.30610894,5.04907161,0.01334076,0.03140293,0.02808207,0.34459631
-2.34417209,7.20942517,1.10752820,1.58342131,0.30845991,5.01676753,0.01366353,0.03099410,0.02812810,0.33937320
-2.33816908,7.20498489,1.14380304,1.62884535,0.30991126,4.97518075,0.01400659,0.03046086,0.02807869,0.33328622
-2.33216608,7.18557284,1.17667818,1.66996371,0.31045386,4.92437514,0.01437512,0.02980982,0.02793921,0.32639087
-2.32616308,7.15074707,1.20557317,1.70604612,0.31008869,4.86451815,0.01477402,0.02904931,0.02771707,0.31875315
-2.32016008,7.10026087,1.22996799,1.73643601,0.30882709,4.79588088,0.01520786,0.02818921,0.02742142,0.31044831
-2.31415708,7.03408228,1.24941997,1.76057249,0.30669086,4.71883834,0.01568068,0.02724071,0.02706290,0.30155958
-2.30815408,6.95241186,1.26357948,1.77801076,0.30371229,4.63386941,0.01619600,0.02621601,0.02665335,0.29217687
-2.30215108,6.85569751,1.27220354,1.78844005,0.29993417,4.54155649,0.01675673,0.02512810,0.02620546,0.28239554
-2.29614807,6.74464507,1.27516660,1.79169812,0.29540962,4.44258426,0.01736513,0.02399050,0.02573246,0.27231523
-2.29014507,6.62022336,1.27246810,1.78778134,0.29020178,4.33773713,0.01802278,0.02281701,0.02524780,0.26203862
-2.28414207,6.48366263,1.26423625,1.77684987,0.28438333,4.22789495,0.01873064,0.02162146,0.02476485,0.25167045
-2.27813907,6.33644543,1.25072778,1.75922737,0.27803575,4.11402640,0.01948898,0.02041753,0.02429660,0.24131637
-2.27213607,6.18028935,1.23232364,1.73539521,0.27124842,3.99717971,0.02029740,0.01921850,0.02385540,0.23108195
-2.26613307,6.01712148,1.20952063,1.70598111,0.26411741,3.87847048,0.02115487,0.01803712,0.02345275,0.22107169
-2.26013007,5.84904476,1.18291937,1.67174266,0.25674413,3.75906638,0.02205969,0.01688546,0.02309907,0.21138794
-2.25412706,5.67829692,1.15320900,1.63354641,0.24923368,3.64016891,0.02300945,0.01577476,0.02280355,0.20212989
-2.24812406,5.50720309,1.12114915,1.59234321,0.24169311,3.52299243,0.02400105,0.01471536,0.02257398,0.19339248
-2.24212106,5.33812359,1.08755007,1.54914093,0.23422951,3.40874091,0.02503066,0.01371663,0.02241665,0.18526534
-2.23611806,5.17339859,1.05325140,1.50497560,0.22694810,3.29858318,0.02609366,0.01278690,0.02233626,0.17783163
-2.23011506,5.01529169,1.01910071,1.46088213,0.21995024,3.19362731,0.02718460,0.01193345,0.02233584,0.17116700
-2.22411206,4.86593451,0.98593221,1.41786584,0.21333158,3.09489520,0.02829724,0.01116249,0.02241674,0.16533842
-2.21810905,4.72727426,0.95454672,1.37687572,0.20718035,3.00329829,0.02942450,0.01047919,0.02257858,0.16040323
-2.21210605,4.60102641,0.92569317,1.33878050,0.20157585,2.91961528,0.03055850,0.00988768,0.02281930,0.15640816
-2.20610305,4.48863408,0.90005241,1.30434818,0.19658717,2.84447307,0.03169065,0.00939108,0.02313521,0.15338850
-2.20010005,4.39123562,0.87822352,1.27422971,0.19227222,2.77833131,0.03281177,0.00899158,0.02352105,0.15136748
-2.19409705,4.30964151,0.86071299,1.24894701,0.18867709,2.72147173,0.03391223,0.00869046,0.02397012,0.15035577
-2.18809405,4.24432114,0.84792673,1.22888573,0.18583575,2.67399233,0.03498222,0.00848813,0.02447444,0.15035119
-2.18209105,4.19539984,0.84016509,1.21429240,0.18376999,2.63580687,0.03601196,0.00838422,0.02502493,0.15133875
-2.17608804,4.16266590,0.83762055,1.20527597,0.18248971,2.60664984,0.03699205,0.00837758,0.02561165,0.15329074
-2.17008504,4.14558706,0.84037816,1.20181325,0.18199345,2.58608642,0.03791382,0.00846639,0.02622403,0.15616728
-2.16408204,4.14333555,0.84841818,1.20375786,0.18226908,2.57352737,0.03876965,0.00864811,0.02685118,0.15991696
-2.15807904,4.15482062,0.86162090,1.21085195,0.18329469,2.56824806,0.03955335,0.00891959,0.02748221,0.16447772
-2.15207604,4.17872693,0.87977323,1.22274029,0.18503951,2.56941097,0.04026055,0.00927705,0.02810650,0.16977802
-2.14607304,4.21355756,0.90257673,1.23898599,0.18746489,2.57609079,0.04088891,0.00971610,0.02871407,0.17573806
-2.14007004,4.25767973,0.92965692,1.25908727,0.19052530,2.58730120,0.04143845,0.01023176,0.02929582,0.18227125
-2.13406703,4.30937180,0.96057349,1.28249469,0.19416918,2.60202230,0.04191168,0.01081845,0.02984389,0.18928573
-2.12806403,4.36686992,0.99483123,1.30862834,0.19833982,2.61922775,0.04231368,0.01147000,0.03035182,0.19668597
-2.12206103,4.42841272,1.03189145,1.33689455,0.20297609,2.63791059,0.04265205,0.01217966,0.03081479,0.20437439
-2.11605803,4.49228290,1.07118360,1.36670154,0.20801308,2.65710707,0.04293679,0.01294010,0.03122972,0.21225298
-2.11005503,4.55684437,1.11211700,1.39747386,0.21338266,2.67591750,0.04318001,0.01374343,0.03159532,0.22022488
-2.10405203,4.62057417,1.15409235,1.42866515,0.21901399,2.69352374,0.04339555,0.01458125,0.03191208,0.22819578
-2.09804902,4.68208835,1.19651290,1.45976907,0.22483402,2.70920280,0.04359849,0.01544469,0.03218217,0.23607535
-2.09204602,4.74016142,1.23879510,1.49032812,0.23076798,2.72233623,0.04380458,0.01632451,0.03240925,0.24377839
-2.08604302,4.79373927,1.28037845,1.51994040,0.23673992,2.73241545,0.04402960,0.01721118,0.03259824,0.25122587
-2.08004002,4.84194556,1.32073446,1.54826406,0.24267341,2.73904287,0.04428868,0.01809501,0.03275504,0.25834580
-2.07403702,4.88408206,1.35937465,1.57501961,0.24849227,2.74192929,0.04459559,0.01896631,0.03288617,0.26507390
-2.06803402,4.91962348,1.39585727,1.59999014,0.25412155,2.74088796,0.04496213,0.01981560,0.03299843,0.27135416
-2.06203102,4.94820773,1.42979299,1.62301962,0.25948857,2.73582586,0.04539749,0.02063375,0.03309852,0.27713914
-2.05602801,4.96962248,1.46084922,1.64400954,0.26452427,2.72673298,0.04590776,0.02141227,0.03319272,0.28239030
-2.05002501,4.98378916,1.48875330,1.66291418,0.26916453,2.71367010,0.04649556,0.02214349,0.03328659,0.28707807
