energy_ev,total_up,Bi_p_up,Bi_d_up,Ir_p_up,Ir_d_up,S_s_up,S_p_up
-5.71185593,1.48659056,0.09711394,0.01053752,0.39008393,0.83412003,0.01296611,0.63532992
-5.70585293,1.43361950,0.09428178,0.01012289,0.37876561,0.80533790,0.01283552,0.61031717
-5.69984992,1.38036370,0.09134383,0.00971118,0.36663932,0.77653708,0.01277035,0.58495417
-5.69384692,1.32677514,0.08829072,0.00930081,0.35375419,0.74760567,0.01276083,0.55932250
-5.68784392,1.27287700,0.08511955,0.00889066,0.34017770,0.71847249,0.01279834,0.53352937
-5.68184092,1.21876368,0.08183344,0.00848013,0.32599352,0.68910946,0.01287590,0.50770519
-5.67583792,1.16459844,0.07844099,0.00806908,0.31129910,0.65953224,0.01298846,0.48200050
-5.66983492,1.11060880,0.07495567,0.00765789,0.29620320,0.62979936,0.01313317,0.45658232
-5.66383192,1.05707984,0.07139519,0.00724738,0.28082339,0.60000973,0.01330946,0.43163013
-5.65782891,1.00434564,0.06778085,0.00683878,0.26528366,0.57029884,0.01351897,0.40733144
-5.65182591,0.95277919,0.06413695,0.00643370,0.24971201,0.54083362,0.01376547,0.38387718
-5.64582291,0.90278085,0.06049007,0.00603403,0.23423821,0.51180625,0.01405449,0.36145691
-5.63981991,0.85476594,0.05686855,0.00564189,0.21899176,0.48342712,0.01439298,0.34025404
-5.63381691,0.80915175,0.05330182,0.00525958,0.20409990,0.45591721,0.01478884,0.32044115
-5.62781391,0.76634431,0.04981990,0.00488945,0.18968602,0.42950016,0.01525033,0.30217553
-5.62181091,0.72672554,0.04645290,0.00453389,0.17586817,0.40439440,0.01578549,0.28559503
-5.61580790,0.69064126,0.04323052,0.00419522,0.16275796,0.38080548,0.01640155,0.27081446
-5.60980490,0.65839033,0.04018176,0.00387567,0.15045972,0.35891922,0.01710434,0.25792255
-5.60380190,0.63021577,0.03733456,0.00357731,0.13907007,0.33889554,0.01789776,0.24697972
-5.59779890,0.60629783,0.03471563,0.00330199,0.12867785,0.32086366,0.01878331,0.23801667
-5.59179590,0.58674985,0.03235038,0.00305138,0.11936444,0.30491854,0.01975978,0.23103400
-5.58579290,0.57161665,0.03026287,0.00282688,0.11120442,0.29111884,0.02082302,0.22600277
-5.57978989,0.56087608,0.02847597,0.00262969,0.10426665,0.27948653,0.02196587,0.22286625
-5.57378689,0.55444323,0.02701156,0.00246077,0.09861552,0.27000800,0.02317830,0.22154258
-5.56778389,0.55217759,0.02589073,0.00232089,0.09431251,0.26263676,0.02444766,0.22192846
-5.56178089,0.55389244,0.02513416,0.00221064,0.09141776,0.25729735,0.02575910,0.22390369
-5.55577789,0.55936628,0.02476238,0.00213048,0.08999160,0.25389055,0.02709615,0.22733634
-5.54977489,0.56835553,0.02479606,0.00208077,0.09009590,0.25229924,0.02844140,0.23208832
-5.54377189,0.58060785,0.02525622,0.00206176,0.09179508,0.25239487,0.02977730,0.23802119
-5.53776888,0.59587524,0.02616431,0.00207370,0.09515651,0.25404395,0.03108694,0.24500174
-5.53176588,0.61392616,0.02754212,0.00211676,0.10025035,0.25711439,0.03235490,0.25290712
-5.52576288,0.63455578,0.02941148,0.00219112,0.10714853,0.26148103,0.03356805,0.26162926
-5.51975988,0.65759368,0.03179378,0.00229690,0.11592280,0.26703037,0.03471623,0.27107818
-5.51375688,0.68290842,0.03470921,0.00243415,0.12664196,0.27366393,0.03579280,0.28118398
-5.50775388,0.71040842,0.03817575,0.00260283,0.13936804,0.28130010,0.03679506,0.29189748
-5.50175088,0.74003906,0.04220798,0.00280273,0.15415167,0.28987449,0.03772445,0.30318910
-5.49574787,0.77177584,0.04681566,0.00303342,0.17102672,0.29933857,0.03858654,0.31504639
-5.48974487,0.80561409,0.05200219,0.00329414,0.19000442,0.30965676,0.03939074,0.32746988
-5.48374187,0.84155549,0.05776303,0.00358378,0.21106722,0.32080215,0.04014991,0.34046777
-5.47773887,0.87959236,0.06408411,0.00390072,0.23416275,0.33275117,0.04087963,0.35404959
-5.47173587,0.91969061,0.07094037,0.00424282,0.25919821,0.34547747,0.04159742,0.36821923
-5.46573287,0.96177241,0.07829456,0.00460733,0.28603553,0.35894554,0.04232177,0.38296779
-5.45972986,1.00569992,0.08609632,0.00499085,0.31448780,0.37310449,0.04307107,0.39826672
-5.45372686,1.05126114,0.09428170,0.00538930,0.34431727,0.38788246,0.04386260,0.41406166
-5.44772386,1.09815911,0.10277320,0.00579797,0.37523515,0.40318208,0.04471149,0.43026760
-5.44172086,1.14600552,0.11148032,0.00621150,0.40690365,0.41887751,0.04562978,0.44676559
-5.43571786,1.19431932,0.12030076,0.00662403,0.43894013,0.43481316,0.04662572,0.46340135
-5.42971486,1.24253105,0.12912221,0.00702927,0.47092369,0.45080457,0.04770311,0.47998613
-5.42371186,1.28999288,0.13782468,0.00742064,0.50240382,0.46664126,0.04886103,0.49629976
-5.41770885,1.33599429,0.14628332,0.00779148,0.53291112,0.48209173,0.05009373,0.51209583
-5.41170585,1.37978272,0.15437174,0.00813520,0.56196950,0.49691035,0.05139077,0.52710893
-5.40570285,1.42058845,0.16196546,0.00844555,0.58910967,0.51084580,0.05273750,0.54106357
-5.39969985,1.45765239,0.16894560,0.00871675,0.61388312,0.52365069,0.05411566,0.55368430
-5.39369685,1.49025551,0.17520250,0.00894379,0.63587613,0.53509191,0.05550427,0.56470654
-5.38769385,1.51774829,0.18063912,0.00912255,0.65472309,0.54496095,0.05688056,0.57388761
-5.38169085,1.53957861,0.18517407,0.00925001,0.67011854,0.55308393,0.05822105,0.58101725
-5.37568784,1.55531663,0.18874412,0.00932436,0.68182730,0.55933041,0.05950268,0.58592716
-5.36968484,1.56467517,0.19130611,0.00934512,0.68969221,0.56362074,0.06070381,0.58849885
-5.36368184,1.56752447,0.19283804,0.00931315,0.69363916,0.56593132,0.06180521,0.58866963
-5.35767884,1.56390049,0.19333948,0.00923064,0.69367897,0.56629756,0.06279087,0.58643618
-5.35167584,1.55400635,0.19283107,0.00910110,0.68990628,0.56481428,0.06364861,0.58185554
-5.34567284,1.53820653,0.19135333,0.00892919,0.68249528,0.56163337,0.06437048,0.57504360
-5.33966983,1.51701446,0.18896478,0.00872058,0.67169270,0.55695903,0.06495296,0.56617106
-5.33366683,1.49107382,0.18573941,0.00848177,0.65780828,0.55104060,0.06539683,0.55545706
-5.32766383,1.46113477,0.18176377,0.00821986,0.64120329,0.54416336,0.06570697,0.54316099
-5.32166083,1.42802611,0.17713373,0.00794229,0.62227768,0.53663777,0.06589178,0.52957277
-5.31565783,1.39262494,0.17195113,0.00765660,0.60145644,0.52878773,0.06596259,0.51500213
-5.30965483,1.35582522,0.16632042,0.00737014,0.57917578,0.52093828,0.06593289,0.49976762
-5.30365183,1.31850685,0.16034553,0.00708988,0.55586991,0.51340345,0.06581748,0.48418559
-5.29764882,1.28150658,0.15412705,0.00682214,0.53195885,0.50647483,0.06563164,0.46855994
-5.29164582,1.24559217,0.14775980,0.00657244,0.50783768,0.50041133,0.06539035,0.45317305
-5.28564282,1.21144088,0.14133093,0.00634532,0.48386792,0.49543066,0.06510753,0.43827810
-5.27963982,1.17962312,0.13491855,0.00614426,0.46037088,0.49170291,0.06479546,0.42409334
-5.27363682,1.15059179,0.12859090,0.00597161,0.43762348,0.48934644,0.06446438,0.41079835
-5.26763382,1.12467769,0.12240609,0.00582856,0.41585631,0.48842640,0.06412217,0.39853237
-5.26163082,1.10209087,0.11641230,0.00571522,0.39525390,0.48895574,0.06377431,0.38739472
-5.25562781,1.08292762,0.11064840,0.00563068,0.37595704,0.49089873,0.06342398,0.37744717
-5.24962481,1.06718260,0.10514491,0.00557313,0.35806675,0.49417683,0.06307233,0.36871801
-5.24362181,1.05476523,0.09992527,0.00553999,0.34164959,0.49867654,0.06271894,0.36120755
-5.23761881,1.04551943,0.09500713,0.00552813,0.32674400,0.50425886,0.06236234,0.35489470
-5.23161581,1.03924557,0.09040389,0.00553404,0.31336709,0.51076990,0.06200065,0.34974422
-5.22561281,1.03572348,0.08612606,0.00555403,0.30152160,0.51805210,0.06163225,0.34571422
-5.21960980,1.03473522,0.08218262,0.00558441,0.29120255,0.52595544,0.06125648,0.34276350
-5.21360680,1.03608652,0.07858219,0.00562172,0.28240335,0.53434808,0.06087421,0.34085831
-5.20760380,1.03962556,0.07533400,0.00566284,0.27512083,0.54312593,0.06048840,0.33997819
-5.20160080,1.04525828,0.07244863,0.00570514,0.26935922,0.55222043,0.06010448,0.34012045
-5.19559780,1.05295915,0.06993845,0.00574664,0.26513264,0.56160418,0.05973062,0.34130323
-5.18959480,1.06277682,0.06781777,0.00578599,0.26246617,0.57129399,0.05937776,0.34356667
-5.18359180,1.07483422,0.06610278,0.00582257,0.26139526,0.58135114,0.05905947,0.34697225
-5.17758879,1.08932280,0.06481107,0.00585642,0.26196372,0.59187852,0.05879160,0.35160030
-5.17158579,1.10649123,0.06396104,0.00588825,0.26422019,0.60301488,0.05859173,0.35754560
-5.16558279,1.12662870,0.06357094,0.00591931,0.26821340,0.61492621,0.05847846,0.36491128
-5.15957979,1.15004374,0.06365781,0.00595126,0.27398633,0.62779462,0.05847054,0.37380142
-5.15357679,1.17703941,0.06423618,0.00598608,0.28156969,0.64180523,0.05858590,0.38431248
-5.14757379,1.20788604,0.06531676,0.00602587,0.29097498,0.65713166,0.05884059,0.39652411
-5.14157079,1.24279302,0.06690497,0.00607268,0.30218750,0.67392084,0.05924780,0.41048976
-5.13556778,1.28188114,0.06899961,0.00612836,0.31515976,0.69227807,0.05981682,0.42622765
-5.12956478,1.32515698,0.07159157,0.00619440,0.32980573,0.71225304,0.06055221,0.44371258
-5.12356178,1.37249109,0.07466271,0.00627178,0.34599617,0.73382775,0.06145310,0.46286910
-5.11755878,1.42360126,0.07818506,0.00636086,0.36355563,0.75690715,0.06251268,0.48356649
-5.11155578,1.47804224,0.08212025,0.00646129,0.38226121,0.78131306,0.06371799,0.50561599
-5.10555278,1.53520274,0.08641939,0.00657199,0.40184339,0.80678210,0.06504996,0.52877050
-5.09954977,1.59431055,0.09102338,0.00669112,0.42198916,0.83296774,0.06648370,0.55272699
-5.09354677,1.65444569,0.09586365,0.00681613,0.44234724,0.85944679,0.06798918,0.57713158
-5.08754377,1.71456161,0.10086344,0.00694384,0.46253556,0.88573019,0.06953204,0.60158727
-5.08154077,1.77351361,0.10593945,0.00707054,0.48215061,0.91127759,0.07107470,0.62566391
-5.07553777,1.83009352,0.11100406,0.00719217,0.50077838,0.93551538,0.07257759,0.64891024
-5.06953477,1.88306905,0.11596781,0.00730445,0.51800657,0.95785719,0.07400055,0.67086727
-5.06353177,1.93122618,0.12074222,0.00740308,0.53343743,0.97772615,0.07530418,0.69108250
-5.05752876,1.97341254,0.12524280,0.00748397,0.54670076,0.99457759,0.07645123,0.70912443
-5.05152576,2.00857989,0.12939214,0.00754338,0.55746650,1.00792138,0.07740786,0.72459642
-5.04552276,2.03582357,0.13312296,0.00757811,0.56545630,1.01734264,0.07814474,0.73714954
-5.03951976,2.05441704,0.13638094,0.00758568,0.57045356,1.02251990,0.07863791,0.74649357
-5.03351676,2.06384007,0.13912731,0.00756446,0.57231148,1.02323981,0.07886943,0.75240590
-5.02751376,2.06379911,0.14134097,0.00751373,0.57095871,1.01940773,0.07882771,0.75473770
-5.02151076,2.05423900,0.14302010,0.00743376,0.56640249,1.01105371,0.07850761,0.75341729
-5.01550775,2.03534572,0.14418318,0.00732583,0.55872889,0.99833355,0.07791022,0.74845066
-5.00950475,2.00754005,0.14486929,0.00719218,0.54810044,0.98152500,0.07704242,0.73991909
-5.00350175,1.97146261,0.14513779,0.00703594,0.53475111,0.96101936,0.07591627,0.72797419
-4.99749875,1.92795131,0.14506719,0.00686106,0.51897896,0.93730876,0.07454817,0.71283069
-4.99149575,1.87801211,0.14475345,0.00667212,0.50113676,0.91096991,0.07295801,0.69475745
-4.98549275,1.82278486,0.14430749,0.00647419,0.48162110,0.88264495,0.07116821,0.67406719
-4.97948974,1.76350543,0.14385225,0.00627265,0.46086039,0.85302026,0.06920287,0.65110546
-4.97348674,1.70146620,0.14351920,0.00607300,0.43930226,0.82280423,0.06708681,0.62623949
-4.96748374,1.63797610,0.14344442,0.00588065,0.41740089,0.79270469,0.06484494,0.59984729
-4.96148074,1.57432216,0.14376449,0.00570072,0.39560470,0.76340694,0.06250157,0.57230761
-4.95547774,1.51173348,0.14461220,0.00553789,0.37434490,0.73555322,0.06007996,0.54399102
-4.94947474,1.45134916,0.14611220,0.00539624,0.35402501,0.70972409,0.05760199,0.51525233
-4.94347174,1.39419076,0.14837684,0.00527907,0.33501202,0.68642249,0.05508801,0.48642466
-4.93746873,1.34114010,0.15150226,0.00518887,0.31762896,0.66606066,0.05255677,0.45781508
-4.93146573,1.29292277,0.15556481,0.00512717,0.30214929,0.64895047,0.05002550,0.42970184
-4.92546273,1.25009742,0.16061812,0.00509456,0.28879309,0.63529711,0.04751001,0.40233307
-4.91945973,1.21305089,0.16669067,0.00509067,0.27772490,0.62519631,0.04502489,0.37592675
-4.91345673,1.18199884,0.17378419,0.00511421,0.26905334,0.61863502,0.04258374,0.35067181
-4.90745373,1.15699162,0.18187294,0.00516302,0.26283228,0.61549542,0.04019930,0.32672993
-4.90145073,1.13792484,0.19090377,0.00523420,0.25906338,0.61556202,0.03788366,0.30423804
-4.89544772,1.12455404,0.20079721,0.00532420,0.25769992,0.61853151,0.03564841,0.28331106
-4.88944472,1.11651282,0.21144949,0.00542900,0.25865174,0.62402517,0.03350464,0.26404480
-4.88344172,1.11333383,0.22273540,0.00554427,0.26179094,0.63160320,0.03146303,0.24651873
-4.87743872,1.11447156,0.23451205,0.00566553,0.26695833,0.64078066,0.02953380,0.23079858
-4.87143572,1.11932653,0.24662328,0.00578832,0.27397021,0.65104441,0.02772661,0.21693845
-4.86543272,1.12726971,0.25890468,0.00590840,0.28262549,0.66187064,0.02605050,0.20498261
-4.85942971,1.13766647,0.27118892,0.00602190,0.29271265,0.67274217,0.02451371,0.19496663
-4.85342671,1.14989922,0.28331123,0.00612543,0.30401647,0.68316527,0.02312355,0.18691798
-4.84742371,1.16338795,0.29511479,0.00621626,0.31632437,0.69268507,0.02188625,0.18085617
-4.84142071,1.17760780,0.30645579,0.00629235,0.32943189,0.70089940,0.02080678,0.17679210
-4.83541771,1.19210320,0.31720786,0.00635241,0.34314739,0.70747021,0.01988875,0.17472709
-4.82941471,1.20649790,0.32726575,0.00639596,0.35729561,0.71213250,0.01913425,0.17465131
-4.82341171,1.22050061,0.33654796,0.00642326,0.37172008,0.71470024,0.01854375,0.17654182
-4.81740870,1.23390617,0.34499833,0.00643528,0.38628423,0.71506921,0.01811604,0.18036037
-4.81140570,1.24659220,0.35258638,0.00643362,0.40087127,0.71321673,0.01784809,0.18605096
-4.80540270,1.25851162,0.35930649,0.00642039,0.41538285,0.70919829,0.01773508,0.19353740
-4.79939970,1.26968158,0.36517592,0.00639806,0.42973661,0.70314146,0.01777033,0.20272109
-4.79339670,1.28016947,0.37023186,0.00636934,0.44386293,0.69523730,0.01794536,0.21347899
-4.78739370,1.29007704,0.37452764,0.00633700,0.45770100,0.68572991,0.01824985,0.22566227
-4.78139070,1.29952352,0.37812838,0.00630377,0.47119461,0.67490450,0.01867180,0.23909559
-4.77538769,1.30862896,0.38110632,0.00627212,0.48428793,0.66307479,0.01919759,0.25357728
-4.76938469,1.31749874,0.38353617,0.00624422,0.49692168,0.65057019,0.01981219,0.26888054
-4.76338169,1.32621041,0.38549074,0.00622181,0.50902999,0.63772351,0.02049935,0.28475587
-4.75737869,1.33480355,0.38703702,0.00620612,0.52053810,0.62485967,0.02124185,0.30093452
-4.75137569,1.34327337,0.38823311,0.00619788,0.53136140,0.61228601,0.02202189,0.31713326
-4.74537269,1.35156852,0.38912601,0.00619728,0.54140561,0.60028433,0.02282138,0.33306012
-4.73936968,1.35959309,0.38975048,0.00620402,0.55056838,0.58910521,0.02362242,0.34842114
-4.73336668,1.36721275,0.39012886,0.00621736,0.55874216,0.57896445,0.02440767,0.36292780
-4.72736368,1.37426456,0.39027198,0.00623622,0.56581819,0.57004183,0.02516090,0.37630481
-4.72136068,1.38056977,0.39018091,0.00625929,0.57169139,0.56248182,0.02586736,0.38829811
-4.71535768,1.38594874,0.38984945,0.00628513,0.57626582,0.55639625,0.02651429,0.39868254
-4.70935468,1.39023703,0.38926715,0.00631230,0.57946041,0.55186832,0.02709129,0.40726894
-4.70335168,1.39330158,0.38842258,0.00633949,0.58121450,0.54895780,0.02759066,0.41391030
-4.69734867,1.39505578,0.38730666,0.00636563,0.58149289,0.54770682,0.02800772,0.41850659
-4.69134567,1.39547271,0.38591580,0.00638996,0.58029002,0.54814586,0.02834095,0.42100823
-4.68534267,1.39459543,0.38425460,0.00641215,0.57763298,0.55029954,0.02859209,0.42141769
-4.67933967,1.39254383,0.38233794,0.00643233,0.57358322,0.55419170,0.02876612,0.41978946
-4.67333667,1.38951736,0.38019242,0.00645110,0.56823661,0.55984959,0.02887113,0.41622819
-4.66733367,1.38579363,0.37785684,0.00646957,0.56172213,0.56730676,0.02891809,0.41088509
-4.66133067,1.38172268,0.37538202,0.00648927,0.55419890,0.57660443,0.02892048,0.40395288
-4.65532766,1.37771721,0.37282962,0.00651216,0.54585195,0.58779139,0.02889389,0.39565940
-4.64932466,1.37423921,0.37027033,0.00654050,0.53688676,0.60092211,0.02885556,0.38626020
-4.64332166,1.37178341,0.36778127,0.00657677,0.52752292,0.61605339,0.02882377,0.37603056
-4.63731866,1.37085853,0.36544302,0.00662356,0.51798716,0.63323943,0.02881732,0.36525709
-4.63131566,1.37196687,0.36333611,0.00668344,0.50850617,0.65252569,0.02885494,0.35422949
-4.62531266,1.37558337,0.36153746,0.00675883,0.49929934,0.67394174,0.02895473,0.34323258
-4.61930965,1.38213475,0.36011666,0.00685186,0.49057195,0.69749347,0.02913363,0.33253907
-4.61330665,1.39197997,0.35913248,0.00696428,0.48250894,0.72315502,0.02940697,0.32240318
-4.60730365,1.40539250,0.35862967,0.00709732,0.47526956,0.75086096,0.02978804,0.31305544
-4.60130065,1.42254548,0.35863618,0.00725159,0.46898309,0.78049918,0.03028786,0.30469857
-4.59529765,1.44350023,0.35916098,0.00742703,0.46374570,0.81190492,0.03091485,0.29750473
-4.58929465,1.46819876,0.36019263,0.00762286,0.45961864,0.84485647,0.03167484,0.29161395
-4.58329165,1.49646069,0.36169857,0.00783753,0.45662771,0.87907300,0.03257094,0.28713374
-4.57728864,1.52798477,0.36362526,0.00806873,0.45476400,0.91421475,0.03360368,0.28413975
-4.57128564,1.56235508,0.36589921,0.00831347,0.45398578,0.94988604,0.03477111,0.28267723
-4.56528264,1.59905174,0.36842877,0.00856811,0.45422149,0.98564102,0.03606907,0.28276329
-4.55927964,1.63746571,0.37110685,0.00882844,0.45537359,1.02099228,0.03749136,0.28438946
-4.55327664,1.67691733,0.37381417,0.00908983,0.45732307,1.05542207,0.03903011,0.28752459
-4.54727364,1.71667754,0.37642321,0.00934738,0.45993445,1.08839589,0.04067601,0.29211771
-4.54127064,1.75599120,0.37880251,0.00959604,0.46306095,1.11937771,0.04241858,0.29810073
-4.53526763,1.79410118,0.38082123,0.00983080,0.46654962,1.14784655,0.04424642,0.30539081
-4.52926463,1.83027245,0.38235368,0.01004684,0.47024625,1.17331330,0.04614734,0.31389223
-4.52326163,1.86381483,0.38328377,0.01023971,0.47399970,1.19533725,0.04810852,0.32349782
-4.51725863,1.89410345,0.38350891,0.01040546,0.47766566,1.21354138,0.05011648,0.33408971
-4.51125563,1.92059606,0.38294353,0.01054079,0.48110957,1.22762566,0.05215711,0.34553972
-4.50525263,1.94284636,0.38152167,0.01064313,0.48420866,1.23737767,0.05421552,0.35770919
-4.49924962,1.96051295,0.37919886,0.01071074,0.48685310,1.24267995,0.05627592,0.37044869
-4.49324662,1.97336352,0.37595297,0.01074272,0.48894639,1.24351379,0.05832149,0.38359753
-4.48724362,1.98127449,0.37178419,0.01073905,0.49040488,1.23995906,0.06033419,0.39698345
-4.48124062,1.98422621,0.36671410,0.01070052,0.49115679,1.23219038,0.06229469,0.41042264
-4.47523762,1.98229444,0.36078383,0.01062872,0.49114086,1.22046959,0.06418232,0.42372032
-4.46923462,1.97563877,0.35405165,0.01052593,0.49030475,1.20513511,0.06597513,0.43667206
-4.46323162,1.96448887,0.34658996,0.01039500,0.48860355,1.18658869,0.06765012,0.44906600
-4.45722861,1.94912955,0.33848201,0.01023926,0.48599853,1.16528022,0.06918351,0.46068603
-4.45122561,1.92988560,0.32981842,0.01006232,0.48245629,1.14169141,0.07055126,0.47131599
-4.44522261,1.90710722,0.32069378,0.00986803,0.47794849,1.11631909,0.07172968,0.48074468
-4.43921961,1.88115690,0.31120351,0.00966024,0.47245224,1.08965883,0.07269617,0.48877177
-4.43321661,1.85239817,0.30144107,0.00944276,0.46595102,1.06218968,0.07343002,0.49521412
-4.42721361,1.82118676,0.29149560,0.00921918,0.45843630,1.03436047,0.07391334,0.49991237
-4.42121061,1.78786410,0.28145016,0.00899283,0.44990945,1.00657816,0.07413188,0.50273746
-4.41520760,1.75275325,0.27138051,0.00876666,0.44038406,0.97919864,0.07407593,0.50359662
-4.40920460,1.71615701,0.26135443,0.00854321,0.42988819,0.95251998,0.07374099,0.50243850
-4.40320160,1.67835770,0.25143150,0.00832456,0.41846655,0.92677829,0.07312839,0.49925716
-4.39719860,1.63961833,0.24166339,0.00811234,0.40618217,0.90214611,0.07224563,0.49409450
-4.39119560,1.60018452,0.23209436,0.00790772,0.39311764,0.87873303,0.07110657,0.48704097
-4.38519260,1.56028683,0.22276206,0.00771143,0.37937539,0.85658854,0.06973124,0.47823452
-4.37918959,1.52014296,0.21369844,0.00752379,0.36507727,0.83570653,0.06814555,0.46785752
-4.37318659,1.47995967,0.20493073,0.00734482,0.35036313,0.81603139,0.06638056,0.45613201
-4.36718359,1.43993418,0.19648237,0.00717419,0.33538857,0.79746529,0.06447168,0.44331323
-4.36118059,1.40025486,0.18837388,0.00701141,0.32032185,0.77987628,0.06245758,0.42968187
-4.35517759,1.36110155,0.18062366,0.00685581,0.30534021,0.76310698,0.06037896,0.41553527
-4.34917459,1.32264534,0.17324866,0.00670668,0.29062569,0.74698365,0.05827728,0.40117813
-4.34317159,1.28504818,0.16626496,0.00656331,0.27636072,0.73132518,0.05619340,0.38691298
-4.33716858,1.24846263,0.15968823,0.00642506,0.26272382,0.71595194,0.05416632,0.37303101
-4.33116558,1.21303166,0.15353416,0.00629149,0.24988537,0.70069418,0.05223195,0.35980364
-4.32516258,1.17888905,0.14781879,0.00616237,0.23800398,0.68539972,0.05042211,0.34747518
-4.31915958,1.14616023,0.14255887,0.00603773,0.22722339,0.66994080,0.04876366,0.33625683
-4.31315658,1.11496364,0.13777213,0.00591799,0.21767013,0.65421981,0.04727789,0.32632243
-4.30715358,1.08541265,0.13347749,0.00580391,0.20945201,0.63817380,0.04598020,0.31780579
