energy_ev,total_up,Ir_p_up,Ir_d_up,Si_p_up,Si_d_up,Te_p_up,Te_d_up
-5.78389195,0.57269124,0.16595032,0.38183803,0.03835387,0.00000000,0.13236272,0.00000000
-5.77788894,0.57609386,0.15526829,0.38960041,0.03451660,0.00000000,0.13301067,0.00000000
-5.77188594,0.58304500,0.14561146,0.39969686,0.03120144,0.00000000,0.13458593,0.00000000
-5.76588294,0.59336191,0.13697321,0.41201327,0.02841181,0.00000000,0.13704137,0.00000000
-5.75987994,0.60683500,0.12932873,0.42641975,0.02615053,0.00000000,0.14032530,0.00000000
-5.75387694,0.62323500,0.12263721,0.44277509,0.02441986,0.00000000,0.14438281,0.00000000
-5.74787394,0.64232049,0.11684448,0.46093144,0.02322147,0.00000000,0.14915723,0.00000000
-5.74187094,0.66384537,0.11188603,0.48073869,0.02255637,0.00000000,0.15459140,0.00000000
-5.73586793,0.68756565,0.10769016,0.50204831,0.02242489,0.00000000,0.16062879,0.00000000
-5.72986493,0.71324511,0.10418118,0.52471635,0.02282641,0.00000000,0.16721433,0.00000000
-5.72386193,0.74065956,0.10128241,0.54860536,0.02375925,0.00000000,0.17429483,0.00000000
-5.71785893,0.76959944,0.09891897,0.57358508,0.02522033,0.00000000,0.18181909,0.00000000
-5.71185593,0.79987064,0.09702013,0.59953205,0.02720490,0.00000000,0.18973758,0.00000000
-5.70585293,0.83129373,0.09552119,0.62632807,0.02970620,0.00000000,0.19800189,0.00000000
-5.69984992,0.86370186,0.09436494,0.65385792,0.03271511,0.00000000,0.20656387,0.00000000
-5.69384692,0.89693768,0.09350253,0.68200659,0.03621982,0.00000000,0.21537467,0.00000000
-5.68784392,0.93084988,0.09289391,0.71065643,0.04020561,0.00000000,0.22438389,0.00000000
-5.68184092,0.96528989,0.09250777,0.73968475,0.04465456,0.00000000,0.23353887,0.00000000
-5.67583792,1.00010934,0.09232122,0.76896220,0.04954553,0.00000000,0.24278430,0.00000000
-5.66983492,1.03515886,0.09231913,0.79835246,0.05485414,0.00000000,0.25206238,0.00000000
-5.66383192,1.07028859,0.09249330,0.82771343,0.06055292,0.00000000,0.26131350,0.00000000
-5.65782891,1.10535085,0.09284151,0.85690019,0.06661163,0.00000000,0.27047758,0.00000000
-5.65182591,1.14020488,0.09336661,0.88576982,0.07299767,0.00000000,0.27949605,0.00000000
-5.64582291,1.17472370,0.09407560,0.91418781,0.07967665,0.00000000,0.28831439,0.00000000
-5.63981991,1.20880267,0.09497886,0.94203594,0.08661302,0.00000000,0.29688518,0.00000000
-5.63381691,1.24236928,0.09608946,0.96922109,0.09377084,0.00000000,0.30517133,0.00000000
-5.62781391,1.27539346,0.09742266,0.99568445,0.10111446,0.00000000,0.31314947,0.00000000
-5.62181091,1.30789751,0.09899554,1.02141046,0.10860932,0.00000000,0.32081311,0.00000000
-5.61580790,1.33996488,0.10082670,1.04643474,0.11622256,0.00000000,0.32817526,0.00000000
-5.60980490,1.37174679,0.10293609,1.07085039,0.12392361,0.00000000,0.33527048,0.00000000
-5.60380190,1.40346591,0.10534487,1.09481187,0.13168457,0.00000000,0.34215580,0.00000000
-5.59779890,1.43541651,0.10807533,1.11853609,0.13948050,0.00000000,0.34891060,0.00000000
-5.59179590,1.46796043,0.11115067,1.14230020,0.14728941,0.00000000,0.35563516,0.00000000
-5.58579290,1.50151885,0.11459483,1.16643585,0.15509207,0.00000000,0.36244798,0.00000000
-5.57978989,1.53655969,0.11843222,1.19132010,0.16287169,0.00000000,0.36948174,0.00000000
-5.57378689,1.57358117,0.12268733,1.21736298,0.17061334,0.00000000,0.37687822,0.00000000
-5.56778389,1.61309198,0.12738430,1.24499218,0.17830323,0.00000000,0.38478229,0.00000000
-5.56178089,1.65558890,0.13254642,1.27463560,0.18592788,0.00000000,0.39333531,0.00000000
-5.55577789,1.70153301,0.13819554,1.30670219,0.19347330,0.00000000,0.40266827,0.00000000
-5.54977489,1.75132546,0.14435154,1.34156227,0.20092410,0.00000000,0.41289505,0.00000000
-5.54377189,1.80528409,0.15103169,1.37952791,0.20826264,0.00000000,0.42410623,0.00000000
-5.53776888,1.86362203,0.15825016,1.42083448,0.21546841,0.00000000,0.43636372,0.00000000
-5.53176588,1.92642941,0.16601744,1.46562412,0.22251746,0.00000000,0.44969664,0.00000000
-5.52576288,1.99365901,0.17433994,1.51393187,0.22938214,0.00000000,0.46409866,0.00000000
-5.51975988,2.06511667,0.18321950,1.56567520,0.23603098,0.00000000,0.47952687,0.00000000
-5.51375688,2.14045686,0.19265307,1.62064735,0.24242892,0.00000000,0.49590238,0.00000000
-5.50775388,2.21918372,0.20263228,1.67851482,0.24853771,0.00000000,0.51311253,0.00000000
-5.50175088,2.30065739,0.21314309,1.73881918,0.25431659,0.00000000,0.53101455,0.00000000
-5.49574787,2.38410550,0.22416535,1.80098318,0.25972316,0.00000000,0.54944044,0.00000000
-5.48974487,2.46863923,0.23567229,1.86432095,0.26471438,0.00000000,0.56820281,0.00000000
-5.48374187,2.55327321,0.24762996,1.92805198,0.26924766,0.00000000,0.58710119,0.00000000
-5.47773887,2.63694856,0.25999657,1.99131841,0.27328202,0.00000000,0.60592857,0.00000000
-5.47173587,2.71855801,0.27272174,2.05320508,0.27677913,0.00000000,0.62447771,0.00000000
-5.46573287,2.79697233,0.28574572,2.11276162,0.27970436,0.00000000,0.64254679,0.00000000
-5.45972986,2.87106693,0.29899858,2.16902598,0.28202758,0.00000000,0.65994434,0.00000000
-5.45372686,2.93974801,0.31239953,2.22104856,0.28372380,0.00000000,0.67649293,0.00000000
-5.44772386,3.00197723,0.32585635,2.26791622,0.28477362,0.00000000,0.69203180,0.00000000
-5.44172086,3.05679434,0.33926510,2.30877543,0.28516341,0.00000000,0.70641816,0.00000000
-5.43571786,3.10333722,0.35251012,2.34285385,0.28488527,0.00000000,0.71952738,0.00000000
-5.42971486,3.14085889,0.36546455,2.36947966,0.28393681,0.00000000,0.73125217,0.00000000
-5.42371186,3.16874117,0.37799130,2.38809805,0.28232072,0.00000000,0.74150095,0.00000000
-5.41770885,3.18650486,0.38994464,2.39828442,0.28004432,0.00000000,0.75019577,0.00000000
-5.41170585,3.19381639,0.40117234,2.39975385,0.27711896,0.00000000,0.75726997,0.00000000
-5.40570285,3.19049096,0.41151846,2.39236666,0.27355946,0.00000000,0.76266593,0.00000000
-5.39969985,3.17649236,0.42082658,2.37612983,0.26938363,0.00000000,0.76633321,0.00000000
-5.39369685,3.15192957,0.42894362,2.35119437,0.26461182,0.00000000,0.76822714,0.00000000
-5.38769385,3.11705057,0.43572383,2.31784887,0.25926671,0.00000000,0.76830828,0.00000000
-5.38169085,3.07223354,0.44103306,2.27650934,0.25337316,0.00000000,0.76654251,0.00000000
-5.37568784,3.01797584,0.44475296,2.22770602,0.24695822,0.00000000,0.76290202,0.00000000
-5.36968484,2.95488118,0.44678497,2.17206756,0.24005137,0.00000000,0.75736692,0.00000000
-5.36368184,2.88364546,0.44705394,2.11030323,0.23268472,0.00000000,0.74992752,0.00000000
-5.35767884,2.80504148,0.44551112,2.04318397,0.22489341,0.00000000,0.74058687,0.00000000
-5.35167584,2.71990330,0.44213646,1.97152294,0.21671591,0.00000000,0.72936351,0.00000000
-5.34567284,2.62911034,0.43693997,1.89615628,0.20819437,0.00000000,0.71629416,0.00000000
-5.33966983,2.53357189,0.42996222,1.81792494,0.19937476,0.00000000,0.70143605,0.00000000
-5.33366683,2.43421241,0.42127382,1.73765806,0.19030698,0.00000000,0.68486878,0.00000000
-5.32766383,2.33195775,0.41097391,1.65615845,0.18104472,0.00000000,0.66669547,0.00000000
-5.32166083,2.22772300,0.39918783,1.57419076,0.17164511,0.00000000,0.64704319,0.00000000
-5.31565783,2.12240184,0.38606395,1.49247229,0.16216818,0.00000000,0.62606252,0.00000000
-5.30965483,2.01685780,0.37176988,1.41166687,0.15267613,0.00000000,0.60392630,0.00000000
-5.30365183,1.91191747,0.35648823,1.33238154,0.14323240,0.00000000,0.58082759,0.00000000
-5.29764882,1.80836553,0.34041209,1.25516602,0.13390061,0.00000000,0.55697700,0.00000000
-5.29164582,1.70694172,0.32374037,1.18051443,0.12474338,0.00000000,0.53259941,0.00000000
-5.28564282,1.60833933,0.30667335,1.10886909,0.11582121,0.00000000,0.50793031,0.00000000
-5.27963982,1.51320517,0.28940838,1.04062570,0.10719124,0.00000000,0.48321193,0.00000000
-5.27363682,1.42214044,0.27213603,0.97613935,0.09890621,0.00000000,0.45868923,0.00000000
-5.26763382,1.33570239,0.25503673,0.91573087,0.09101352,0.00000000,0.43460588,0.00000000
-5.26163082,1.25440617,0.23827807,0.85969292,0.08355435,0.00000000,0.41120052,0.00000000
-5.25562781,1.17872648,0.22201260,0.80829516,0.07656315,0.00000000,0.38870310,0.00000000
-5.24962481,1.10909885,0.20637631,0.76178828,0.07006717,0.00000000,0.36733157,0.00000000
-5.24362181,1.04591985,0.19148778,0.72040633,0.06408635,0.00000000,0.34728893,0.00000000
-5.23761881,0.98954640,0.17744776,0.68436717,0.05863328,0.00000000,0.32876051,0.00000000
-5.23161581,0.94029361,0.16433932,0.65387097,0.05371343,0.00000000,0.31191170,0.00000000
-5.22561281,0.89843133,0.15222838,0.62909665,0.04932555,0.00000000,0.29688583,0.00000000
-5.21960980,0.86417935,0.14116449,0.61019649,0.04546212,0.00000000,0.28380248,0.00000000
-5.21360680,0.83770137,0.13118197,0.59728911,0.04210998,0.00000000,0.27275597,0.00000000
-5.20760380,0.81909802,0.12230103,0.59045114,0.03925097,0.00000000,0.26381411,0.00000000
-5.20160080,0.80839924,0.11452910,0.58970810,0.03686263,0.00000000,0.25701724,0.00000000
-5.19559780,0.80555650,0.10786204,0.59502498,0.03491888,0.00000000,0.25237749,0.00000000
-5.18959480,0.81043530,0.10228537,0.60629707,0.03339072,0.00000000,0.24987838,0.00000000
-5.18359180,0.82280844,0.09777543,0.62334164,0.03224685,0.00000000,0.24947469,0.00000000
-5.17758879,0.84235070,0.09430037,0.64589105,0.03145433,0.00000000,0.25109276,0.00000000
-5.17158579,0.86863542,0.09182110,0.67358785,0.03097912,0.00000000,0.25463116,0.00000000
-5.16558279,0.90113345,0.09029205,0.70598245,0.03078659,0.00000000,0.25996186,0.00000000
-5.15957979,0.93921486,0.08966192,0.74253354,0.03084211,0.00000000,0.26693191,0.00000000
-5.15357679,0.98215381,0.08987424,0.78261189,0.03111143,0.00000000,0.27536564,0.00000000
-5.14757379,1.02913676,0.09086800,0.82550742,0.03156123,0.00000000,0.28506741,0.00000000
-5.14157079,1.07927400,0.09257815,0.87043974,0.03215950,0.00000000,0.29582491,0.00000000
-5.13556778,1.13161451,0.09493612,0.91657200,0.03287602,0.00000000,0.30741294,0.00000000
-5.12956478,1.18516383,0.09787041,0.96302774,0.03368277,0.00000000,0.31959762,0.00000000
-5.12356178,1.23890456,0.10130714,1.00891032,0.03455436,0.00000000,0.33214104,0.00000000
-5.11755878,1.29181897,0.10517074,1.05332446,0.03546841,0.00000000,0.34480598,0.00000000
-5.11155578,1.34291295,0.10938465,1.09539902,0.03640588,0.00000000,0.35736099,0.00000000
-5.10555278,1.39124064,0.11387211,1.13431037,0.03735140,0.00000000,0.36958521,0.00000000
-5.09954977,1.43592885,0.11855706,1.16930549,0.03829347,0.00000000,0.38127324,0.00000000
-5.09354677,1.47620039,0.12336507,1.19972391,0.03922463,0.00000000,0.39223959,0.00000000
-5.08754377,1.51139549,0.12822430,1.22501762,0.04014143,0.00000000,0.40232277,0.00000000
-5.08154077,1.54099057,0.13306661,1.24476828,0.04104441,0.00000000,0.41138881,0.00000000
-5.07553777,1.56461362,0.13782854,1.25870088,0.04193789,0.00000000,0.41933422,0.00000000
-5.06953477,1.58205559,0.14245243,1.26669349,0.04282963,0.00000000,0.42608816,0.00000000
-5.06353177,1.59327758,0.14688739,1.26878251,0.04373042,0.00000000,0.43161399,0.00000000
-5.05752876,1.59841331,0.15109035,1.26516341,0.04465352,0.00000000,0.43591003,0.00000000
-5.05152576,1.59776713,0.15502690,1.25618676,0.04561413,0.00000000,0.43900966,0.00000000
-5.04552276,1.59180745,0.15867215,1.24234975,0.04662864,0.00000000,0.44098073,0.00000000
-5.03951976,1.58115599,0.16201139,1.22428358,0.04771406,0.00000000,0.44192436,0.00000000
-5.03351676,1.56657328,0.16504067,1.20273708,0.04888736,0.00000000,0.44197328,0.00000000
-5.02751376,1.54894086,0.16776719,1.17855725,0.05016482,0.00000000,0.44128967,0.00000000
-5.02151076,1.52924077,0.17020949,1.15266716,0.05156164,0.00000000,0.44006266,0.00000000
-5.01550775,1.50853306,0.17239752,1.12604229,0.05309147,0.00000000,0.43850551,0.00000000
-5.00950475,1.48793178,0.17437241,1.09968557,0.05476617,0.00000000,0.43685258,0.00000000
-5.00350175,1.46858014,0.17618612,1.07460218,0.05659572,0.00000000,0.43535602,0.00000000
-4.99749875,1.45162544,0.17790072,1.05177460,0.05858819,0.00000000,0.43428233,0.00000000
-4.99149575,1.43819404,0.17958753,1.03213849,0.06074986,0.00000000,0.43390857,0.00000000
-4.98549275,1.42936697,0.18132594,1.01655997,0.06308546,0.00000000,0.43451846,0.00000000
-4.97948974,1.42615645,0.18320196,1.00581469,0.06559838,0.00000000,0.43639810,0.00000000
-4.97348674,1.42948359,0.18530653,1.00056909,0.06829098,0.00000000,0.43983138,0.00000000
-4.96748374,1.44015742,0.18773349,1.00136409,0.07116474,0.00000000,0.44509502,0.00000000
-4.96148074,1.45885574,0.19057732,1.00860152,0.07422047,0.00000000,0.45245320,0.00000000
-4.95547774,1.48610766,0.19393071,1.02253346,0.07745824,0.00000000,0.46215184,0.00000000
-4.94947474,1.52227839,0.19788181,1.04325456,0.08087724,0.00000000,0.47441243,0.00000000
-4.94347174,1.56755639,0.20251142,1.07069778,0.08447547,0.00000000,0.48942571,0.00000000
-4.93746873,1.62194318,0.20789003,1.10463328,0.08824916,0.00000000,0.50734503,0.00000000
-4.93146573,1.68524629,0.21407492,1.14467096,0.09219209,0.00000000,0.52827986,0.00000000
-4.92546273,1.75707566,0.22110729,1.19026643,0.09629479,0.00000000,0.55228940,0.00000000
-4.91945973,1.83684380,0.22900957,1.24073066,0.10054357,0.00000000,0.57937670,0.00000000
-4.91345673,1.92377013,0.23778309,1.29524309,0.10491964,0.00000000,0.60948349,0.00000000
-4.90745373,2.01688977,0.24740612,1.35286823,0.10939818,0.00000000,0.64248608,0.00000000
-4.90145073,2.11506687,0.25783241,1.41257543,0.11394764,0.00000000,0.67819243,0.00000000
-4.89544772,2.21701262,0.26899037,1.47326154,0.11852920,0.00000000,0.71634092,0.00000000
-4.88944472,2.32130767,0.28078301,1.53377588,0.12309659,0.00000000,0.75660080,0.00000000
-4.88344172,2.42642874,0.29308854,1.59294707,0.12759616,0.00000000,0.79857463,0.00000000
-4.87743872,2.53077874,0.30576187,1.64961080,0.13196746,0.00000000,0.84180270,0.00000000
-4.87143572,2.63271990,0.31863687,1.70263791,0.13614419,0.00000000,0.88576962,0.00000000
-4.86543272,2.73060872,0.33152940,1.75096174,0.14005556,0.00000000,0.92991271,0.00000000
-4.85942971,2.82283196,0.34424112,1.79360392,0.14362803,0.00000000,0.97363234,0.00000000
-4.85342671,2.90784235,0.35656385,1.82969764,0.14678736,0.00000000,1.01630370,0.00000000
-4.84742371,2.98419292,0.36828441,1.85850763,0.14946093,0.00000000,1.05728988,0.00000000
-4.84142071,3.05056886,0.37918986,1.87944604,0.15158009,0.00000000,1.09595570,0.00000000
-4.83541771,3.10581567,0.38907281,1.89208379,0.15308268,0.00000000,1.13168188,0.00000000
-4.82941471,3.14896285,0.39773676,1.89615686,0.15391529,0.00000000,1.16387920,0.00000000
-4.82341171,3.17924229,0.40500120,1.89156749,0.15403536,0.00000000,1.19200203,0.00000000
-4.81740870,3.19610092,0.41070632,1.87838035,0.15341298,0.00000000,1.21556083,0.00000000
-4.81140570,3.19920725,0.41471710,1.85681393,0.15203220,0.00000000,1.23413328,0.00000000
-4.80540270,3.18845196,0.41692681,1.82722765,0.14989186,0.00000000,1.24737362,0.00000000
-4.79939970,3.16394269,0.41725953,1.79010551,0.14700594,0.00000000,1.25501991,0.00000000
-4.79339670,3.12599358,0.41567196,1.74603687,0.14340326,0.00000000,1.25689916,0.00000000
-4.78739370,3.07511010,0.41215410,1.69569549,0.13912673,0.00000000,1.25293002,0.00000000
-4.78139070,3.01197018,0.40672916,1.63981760,0.13423208,0.00000000,1.24312325,0.00000000
-4.77538769,2.93740240,0.39945240,1.57918001,0.12878612,0.00000000,1.22757985,0.00000000
-4.76938469,2.85236215,0.39040932,1.51457911,0.12286472,0.00000000,1.20648708,0.00000000
-4.76338169,2.75790687,0.37971290,1.44681137,0.11655051,0.00000000,1.18011267,0.00000000
-4.75737869,2.65517095,0.36750036,1.37665612,0.10993047,0.00000000,1.14879724,0.00000000
-4.75137569,2.54534124,0.35392938,1.30486088,0.10309344,0.00000000,1.11294549,0.00000000
-4.74537269,2.42963377,0.33917395,1.23212958,0.09612777,0.00000000,1.07301625,0.00000000
-4.73936968,2.30927208,0.32342006,1.15911368,0.08911909,0.00000000,1.02951188,0.00000000
-4.73336668,2.18546753,0.30686128,1.08640614,0.08214832,0.00000000,0.98296719,0.00000000
-4.72736368,2.05940191,0.28969448,1.01453813,0.07528999,0.00000000,0.93393829,0.00000000
-4.72136068,1.93221220,0.27211567,0.94397793,0.06861092,0.00000000,0.88299152,0.00000000
-4.71535768,1.80497774,0.25431621,0.87513183,0.06216923,0.00000000,0.83069290,0.00000000
-4.70935468,1.67870952,0.23647936,0.80834660,0.05601374,0.00000000,0.77759808,0.00000000
-4.70335168,1.55434154,0.21877731,0.74391296,0.05018367,0.00000000,0.72424317,0.00000000
-4.69734867,1.43272419,0.20136866,0.68206980,0.04470875,0.00000000,0.67113653,0.00000000
-4.69134567,1.31461924,0.18439654,0.62300872,0.03960955,0.00000000,0.61875163,0.00000000
-4.68534267,1.20069665,0.16798709,0.56687859,0.03489803,0.00000000,0.56752113,0.00000000
-4.67933967,1.09153276,0.15224863,0.51379002,0.03057835,0.00000000,0.51783215,0.00000000
-4.67333667,0.98761001,0.13727127,0.46381948,0.02664776,0.00000000,0.47002288,0.00000000
-4.66733367,0.88931800,0.12312698,0.41701303,0.02309756,0.00000000,0.42438047,0.00000000
-4.66133067,0.79695584,0.10987011,0.37338970,0.01991419,0.00000000,0.38114018,0.00000000
-4.65532766,0.71073582,0.09753831,0.33294454,0.01708018,0.00000000,0.34048573,0.00000000
-4.64932466,0.63078822,0.08615377,0.29565140,0.01457521,0.00000000,0.30255081,0.00000000
-4.64332166,0.55716734,0.07572473,0.26146548,0.01237697,0.00000000,0.26742162,0.00000000
-4.63731866,0.48985853,0.06624718,0.23032584,0.01046208,0.00000000,0.23514037,0.00000000
-4.63131566,0.42878609,0.05770679,0.20215794,0.00880674,0.00000000,0.20570942,0.00000000
-4.62531266,0.37382203,0.05008082,0.17687611,0.00738745,0.00000000,0.17909621,0.00000000
-4.61930965,0.32479532,0.04334017,0.15438621,0.00618154,0.00000000,0.15523850,0.00000000
-4.61330665,0.28150143,0.03745136,0.13458830,0.00516754,0.00000000,0.13404993,0.00000000
-4.60730365,0.24371204,0.03237849,0.11737942,0.00432559,0.00000000,0.11542571,0.00000000
-4.60130065,0.21118455,0.02808500,0.10265630,0.00363765,0.00000000,0.09924816,0.00000000
-4.59529765,0.18367111,0.02453539,0.09031801,0.00308766,0.00000000,0.08539216,0.00000000
-4.58929465,0.16092696,0.02169671,0.08026847,0.00266165,0.00000000,0.07373008,0.00000000
-4.58329165,0.14271791,0.01953975,0.07241857,0.00234777,0.00000000,0.06413639,0.00000000
-4.57728864,0.12882661,0.01804017,0.06668800,0.00213624,0.00000000,0.05649157,0.00000000
-4.57128564,0.11905752,0.01717919,0.06300654,0.00201933,0.00000000,0.05068542,0.00000000
-4.56528264,0.11324052,0.01694411,0.06131487,0.00199123,0.00000000,0.04661966,0.00000000
-4.55927964,0.11123295,0.01732857,0.06156464,0.00204790,0.00000000,0.04420983,0.00000000
-4.55327664,0.11292018,0.01833243,0.06371799,0.00218695,0.00000000,0.04338636,0.00000000
-4.54727364,0.11821470,0.01996150,0.06774644,0.00240742,0.00000000,0.04409502,0.00000000
-4.54127064,0.12705379,0.02222697,0.07362909,0.00270958,0.00000000,0.04629668,0.00000000
-4.53526763,0.13939590,0.02514456,0.08135031,0.00309476,0.00000000,0.04996636,0.00000000
-4.52926463,0.15521604,0.02873351,0.09089694,0.00356504,0.00000000,0.05509181,0.00000000
-4.52326163,0.17450013,0.03301542,0.10225517,0.00412308,0.00000000,0.06167158,0.00000000
-4.51725863,0.19723880,0.03801286,0.11540715,0.00477183,0.00000000,0.06971262,0.00000000
-4.51125563,0.22342074,0.04374795,0.13032751,0.00551429,0.00000000,0.07922763,0.00000000
-4.50525263,0.25302585,0.05024083,0.14697994,0.00635327,0.00000000,0.09023218,0.00000000
-4.49924962,0.28601857,0.05750819,0.16531400,0.00729110,0.00000000,0.10274164,0.00000000
-4.49324662,0.32234139,0.06556170,0.18526223,0.00832942,0.00000000,0.11676805,0.00000000
-4.48724362,0.36190903,0.07440666,0.20673774,0.00946891,0.00000000,0.13231705,0.00000000
-4.48124062,0.40460321,0.08404064,0.22963237,0.01070909,0.00000000,0.14938484,0.00000000
-4.47523762,0.45026837,0.09445232,0.25381549,0.01204812,0.00000000,0.16795530,0.00000000
-4.46923462,0.49870832,0.10562054,0.27913344,0.01348257,0.00000000,0.18799736,0.00000000
-4.46323162,0.54968396,0.11751348,0.30540976,0.01500733,0.00000000,0.20946260,0.00000000
-4.45722861,0.60291206,0.13008811,0.33244605,0.01661543,0.00000000,0.23228315,0.00000000
-4.45122561,0.65806523,0.14328988,0.36002354,0.01829799,0.00000000,0.25636999,0.00000000
-4.44522261,0.71477287,0.15705268,0.38790528,0.02004414,0.00000000,0.28161169,0.00000000
-4.43921961,0.77262339,0.17129899,0.41583885,0.02184108,0.00000000,0.30787354,0.00000000
-4.43321661,0.83116731,0.18594036,0.44355959,0.02367404,0.00000000,0.33499728,0.00000000
-4.42721361,0.88992155,0.20087814,0.47079422,0.02552648,0.00000000,0.36280138,0.00000000
-4.42121061,0.94837467,0.21600445,0.49726483,0.02738020,0.00000000,0.39108198,0.00000000
-4.41520760,1.00599320,0.23120348,0.52269307,0.02921559,0.00000000,0.41961449,0.00000000
-4.40920460,1.06222888,0.24635301,0.54680466,0.03101190,0.00000000,0.44815602,0.00000000
-4.40320160,1.11652707,0.26132620,0.56933402,0.03274761,0.00000000,0.47644847,0.00000000
-4.39719860,1.16833599,0.27599378,0.59002904,0.03440085,0.00000000,0.50422258,0.00000000
-4.39119560,1.21711707,0.29022631,0.60865597,0.03594985,0.00000000,0.53120270,0.00000000
-4.38519260,1.26235607,0.30389692,0.62500440,0.03737350,0.00000000,0.55711237,0.00000000
-4.37918959,1.30357512,0.31688413,0.63889221,0.03865189,0.00000000,0.58168064,0.00000000
-4.37318659,1.34034519,0.32907498,0.65017051,0.03976690,0.00000000,0.60464895,0.00000000
-4.36718359,1.37229911,0.34036826,0.65872850,0.04070281,0.00000000,0.62577851,0.00000000
-4.36118059,1.39914446,0.35067791,0.66449803,0.04144692,0.00000000,0.64485794,0.00000000
-4.35517759,1.42067631,0.35993637,0.66745783,0.04199008,0.00000000,0.66171093,0.00000000
-4.34917459,1.43678904,0.36809796,0.66763733,0.04232723,0.00000000,0.67620365,0.00000000
-4.34317159,1.44748703,0.37514195,0.66511966,0.04245786,0.00000000,0.68825172,0.00000000
-4.33716858,1.45289354,0.38107547,0.66004399,0.04238632,0.00000000,0.69782620,0.00000000
-4.33116558,1.45325740,0.38593587,0.65260674,0.04212213,0.00000000,0.70495864,0.00000000
-4.32516258,1.44895692,0.38979263,0.64306173,0.04168001,0.00000000,0.70974458,0.00000000
-4.31915958,1.44050072,0.39274851,0.63171905,0.04107994,0.00000000,0.71234548,0.00000000
-4.31315658,1.42852507,0.39493996,0.61894250,0.04034692,0.00000000,0.71298870,0.00000000
-4.30715358,1.41378760,0.39653657,0.60514575,0.03951070,0.00000000,0.71196561,0.00000000
