energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-5.89794897,4.38573943,0.01199886,0.37594401,1.15747148,1.17375411,1.25237512,1.10286949,0.01665668,1.60920961
-5.89194597,4.47547715,0.01212835,0.38715128,1.18251475,1.20068608,1.27849654,1.12029508,0.01683520,1.64586317
-5.88594297,4.55708875,0.01227274,0.39744446,1.20485653,1.22597880,1.30077719,1.13558058,0.01700465,1.67952694
-5.87993997,4.63008838,0.01243027,0.40679589,1.22425088,1.24946664,1.31909302,1.14868655,0.01716981,1.70991712
-5.87393697,4.69405739,0.01259829,0.41519409,1.24048950,1.27097964,1.33337568,1.15960336,0.01733467,1.73676493
-5.86793397,4.74864035,0.01277323,0.42264209,1.25340390,1.29034356,1.34360882,1.16834886,0.01750221,1.75981788
-5.86193097,4.79354206,0.01295064,0.42915535,1.26286687,1.30738131,1.34982321,1.17496592,0.01767431,1.77884188
-5.85592796,4.82852641,0.01312525,0.43475945,1.26879336,1.32191580,1.35209097,1.17951969,0.01785165,1.79362446
-5.84992496,4.85341757,0.01329112,0.43948752,1.27114100,1.33377422,1.35051930,1.18209510,0.01803372,1.80397905
-5.84392196,4.86810382,0.01344178,0.44337780,1.26991031,1.34279364,1.34524426,1.18279453,0.01821890,1.80975032
-5.83791896,4.87254392,0.01357049,0.44647134,1.26514470,1.34882771,1.33642480,1.18173588,0.01840458,1.81082040
-5.83191596,4.86677558,0.01367044,0.44880991,1.25693037,1.35175409,1.32423738,1.17905098,0.01858740,1.80711570
-5.82591296,4.85092540,0.01373501,0.45043439,1.24539596,1.35148217,1.30887153,1.17488430,0.01876347,1.79861380
-5.81990995,4.82521920,0.01375803,0.45138359,1.23071198,1.34796053,1.29052631,1.16939189,0.01892869,1.78535009
-5.81390695,4.78999166,0.01373403,0.45169348,1.21308980,1.34118367,1.26940781,1.16274037,0.01907899,1.76742340
-5.80790395,4.74569401,0.01365848,0.45139692,1.19278010,1.33119742,1.24572762,1.15510581,0.01921068,1.74500036
-5.80190095,4.69289858,0.01352795,0.45052383,1.17007056,1.31810260,1.21970219,1.14667228,0.01932067,1.71831766
-5.79589795,4.63229917,0.01334027,0.44910166,1.14528255,1.30205653,1.19155273,1.13762999,0.01940677,1.68768212
-5.78989495,4.56470638,0.01309466,0.44715613,1.11876693,1.28327210,1.16150559,1.12817280,0.01946784,1.65346803
-5.78389195,4.49103744,0.01279172,0.44471214,1.09089851,1.26201439,1.12979273,1.11849509,0.01950392,1.61611171
-5.77788894,4.41230031,0.01243344,0.44179463,1.06206947,1.23859468,1.09665206,1.10878797,0.01951627,1.57610330
-5.77188594,4.32957241,0.01202314,0.43842950,1.03268169,1.21336226,1.06232741,1.09923489,0.01950739,1.53397599
-5.76588294,4.24397460,0.01156533,0.43464427,1.00313812,1.18669421,1.02706801,1.09000677,0.01948090,1.49029295
-5.75987994,4.15664133,0.01106556,0.43046855,0.97383346,1.15898376,0.99112715,1.08125688,0.01944136,1.44563257
-5.75387694,4.06868838,0.01053023,0.42593425,0.94514451,1.13062763,0.95476019,1.07311567,0.01939409,1.40057251
-5.74787394,3.98117968,0.00996636,0.42107545,0.91742047,1.10201315,0.91822179,1.06568588,0.01934484,1.35567340
-5.74187094,3.89509476,0.00938135,0.41592800,0.89097370,1.07350562,0.88176247,1.05903816,0.01929949,1.31146276
-5.73586793,3.81129855,0.00878278,0.41052887,0.86607125,1.04543673,0.84562461,1.05320754,0.01926373,1.26841999
-5.72986493,3.73051504,0.00817815,0.40491517,0.84292765,1.01809440,0.81003816,1.04819097,0.01924270,1.22696311
-5.72386193,3.65330619,0.00757471,0.39912315,0.82169925,0.99171476,0.77521617,1.04394610,0.01924066,1.18743778
-5.71785893,3.58005702,0.00697923,0.39318700,0.80248037,0.96647636,0.74135042,1.04039154,0.01926072,1.15010912
-5.71185593,3.51096788,0.00639790,0.38713767,0.78530161,0.94249710,0.70860750,1.03740859,0.01930456,1.11515671
-5.70585293,3.44605403,0.00583616,0.38100174,0.77013019,0.91983378,0.67712537,1.03484447,0.01937226,1.08267289
-5.69984992,3.38515269,0.00529868,0.37480044,0.75687255,0.89848430,0.64701074,1.03251697,0.01946218,1.05266442
-5.69384692,3.32793715,0.00478925,0.36854882,0.74537896,0.87839237,0.61833739,1.03022033,0.01957095,1.02505735
-5.68784392,3.27393722,0.00431078,0.36225521,0.73544999,0.85945434,0.59114552,1.02773224,0.01969347,0.99970481
-5.68184092,3.22256501,0.00386536,0.35592093,0.72684456,0.84152775,0.56544224,1.02482158,0.01982310,0.97639733
-5.67583792,3.17314495,0.00345423,0.34954028,0.71928922,0.82444127,0.54120303,1.02125667,0.01995181,0.95487515
-5.66983492,3.12494643,0.00307789,0.34310087,0.71248832,0.80800535,0.51837439,1.01681372,0.02007052,0.93484199
-5.66383192,3.07721790,0.00273617,0.33658419,0.70613455,0.79202318,0.49687727,1.01128509,0.02016937,0.91597951
-5.65782891,3.02922069,0.00242831,0.32996653,0.69991952,0.77630138,0.47661138,1.00448712,0.02023816,0.89796205
-5.65182591,2.98026127,0.00215305,0.32322008,0.69354401,0.76065991,0.45745996,0.99626719,0.02026670,0.88047071
-5.64582291,2.92972068,0.00190874,0.31631420,0.68672741,0.74494093,0.43929508,0.98650977,0.02024527,0.86320653
-5.63981991,2.87707983,0.00169343,0.30921697,0.67921614,0.72901602,0.42198295,0.97514122,0.02016496,0.84590194
-5.63381691,2.82193997,0.00150499,0.30189666,0.67079079,0.71279165,0.40538923,0.96213320,0.02001807,0.82833023
-5.62781391,2.76403735,0.00134112,0.29432342,0.66127173,0.69621271,0.38938409,0.94750451,0.01979844,0.81031270
-5.62181091,2.70325201,0.00119951,0.28647082,0.65052315,0.67926390,0.37384680,0.93132140,0.01950167,0.79172319
-5.61580790,2.63961014,0.00107785,0.27831740,0.63845541,0.66196912,0.35866966,0.91369626,0.01912532,0.77249002
-5.60980490,2.57328043,0.00097391,0.26984809,0.62502577,0.64438884,0.34376122,0.89478473,0.01866905,0.75259522
-5.60380190,2.50456463,0.00088558,0.26105544,0.61023756,0.62661582,0.32904874,0.87478145,0.01813458,0.73207142
-5.59779890,2.43388286,0.00081088,0.25194062,0.59413784,0.60876916,0.31447966,0.85391449,0.01752570,0.71099641
-5.59179590,2.36175463,0.00074803,0.24251425,0.57681384,0.59098732,0.30002232,0.83243870,0.01684810,0.68948593
-5.58579290,2.28877641,0.00069539,0.23279687,0.55838825,0.57342027,0.28566580,0.81062835,0.01610917,0.66768500
-5.57978989,2.21559687,0.00065156,0.22281917,0.53901368,0.55622126,0.27141903,0.78876906,0.01531775,0.64575837
-5.57378689,2.14289102,0.00061528,0.21262191,0.51886642,0.53953867,0.25730926,0.76714964,0.01448386,0.62388050
-5.56778389,2.07133434,0.00058550,0.20225556,0.49813986,0.52350819,0.24337998,0.74605392,0.01361832,0.60222570
-5.56178089,2.00157825,0.00056132,0.19177968,0.47703771,0.50824600,0.22968854,0.72575297,0.01273244,0.58095885
-5.55577789,1.93422770,0.00054197,0.18126209,0.45576734,0.49384293,0.21630345,0.70649803,0.01183770,0.56022720
-5.54977489,1.86982222,0.00052684,0.17077784,0.43453336,0.48036024,0.20330175,0.68851428,0.01094539,0.54015361
-5.54377189,1.80882087,0.00051540,0.16040805,0.41353180,0.46782692,0.19076631,0.67199586,0.01006632,0.52083153
-5.53776888,1.75159180,0.00050721,0.15023878,0.39294490,0.45623878,0.17878345,0.65710218,0.00921060,0.50232193
-5.53176588,1.69840684,0.00050189,0.14035980,0.37293683,0.44555937,0.16744084,0.64395563,0.00838738,0.48465216
-5.52576288,1.64944095,0.00049911,0.13086353,0.35365025,0.43572250,0.15682585,0.63264089,0.00760474,0.46781693
-5.51975988,1.60477665,0.00049855,0.12184409,0.33520406,0.42663636,0.14702429,0.62320557,0.00686952,0.45178101
-5.51375688,1.56441283,0.00049993,0.11339659,0.31769209,0.41818895,0.13811982,0.61566240,0.00618729,0.43648357
-5.50775388,1.52827741,0.00050295,0.10561662,0.30118293,0.41025444,0.13019373,0.60999256,0.00556233,0.42184388
-5.50175088,1.49624307,0.00050730,0.09860011,0.28572079,0.40270020,0.12332533,0.60615018,0.00499766,0.40776784
-5.49574787,1.46814513,0.00051267,0.09244333,0.27132723,0.39539409,0.11759270,0.60406756,0.00449510,0.39415509
-5.48974487,1.44380060,0.00051873,0.08724335,0.25800373,0.38821162,0.11307390,0.60366111,0.00405535,0.38090624
-5.48374187,1.42302745,0.00052514,0.08309853,0.24573491,0.38104266,0.10984840,0.60483746,0.00367810,0.36792972
-5.47773887,1.40566290,0.00053156,0.08010932,0.23449216,0.37379724,0.10799866,0.60749962,0.00336220,0.35514804
-5.47173587,1.39158019,0.00053763,0.07837906,0.22423754,0.36641035,0.10761177,0.61155299,0.00310574,0.34250300
-5.46573287,1.38070254,0.00054302,0.07801481,0.21492771,0.35884545,0.10878089,0.61691068,0.00290622,0.32995979
-5.45972986,1.37301409,0.00054739,0.07912793,0.20651776,0.35109643,0.11160648,0.62349818,0.00276067,0.31750954
-5.45372686,1.36856694,0.00055045,0.08183448,0.19896456,0.34318825,0.11619697,0.63125713,0.00266577,0.30517052
-5.44772386,1.36748416,0.00055193,0.08625516,0.19222972,0.33517601,0.12266895,0.64014789,0.00261799,0.29298789
-5.44172086,1.36995851,0.00055159,0.09251465,0.18628182,0.32714266,0.13114653,0.65015097,0.00261362,0.28103195
-5.43571786,1.37624687,0.00054927,0.10074032,0.18109788,0.31919558,0.14175985,0.66126712,0.00264893,0.26939531
-5.42971486,1.38666064,0.00054482,0.11106021,0.17666409,0.31146205,0.15464266,0.67351609,0.00272016,0.25818887
-5.42371186,1.40155229,0.00053818,0.12360009,0.17297560,0.30408408,0.16992891,0.68693410,0.00282363,0.24753717
-5.41770885,1.42129868,0.00052934,0.13847975,0.17003568,0.29721264,0.18774822,0.70157006,0.00295571,0.23757308
-5.41170585,1.44628159,0.00051833,0.15580841,0.16785402,0.29100174,0.20822054,0.71748052,0.00311287,0.22843232
-5.40570285,1.47686623,0.00050525,0.17567946,0.16644454,0.28560249,0.23144982,0.73472377,0.00329167,0.22024800
-5.39969985,1.51337860,0.00049024,0.19816445,0.16582273,0.28115755,0.25751707,0.75335298,0.00348873,0.21314532
-5.39369685,1.55608232,0.00047348,0.22330685,0.16600263,0.27779595,0.28647296,0.77340884,0.00370076,0.20723694
-5.38769385,1.60515610,0.00045521,0.25111548,0.16699388,0.27562873,0.31833021,0.79491185,0.00392449,0.20261883
-5.38169085,1.66067269,0.00043566,0.28155817,0.16879864,0.27474532,0.35305623,0.81785467,0.00415666,0.19936704
-5.37568784,1.72258012,0.00041511,0.31455581,0.17140900,0.27521093,0.39056628,0.84219485,0.00439402,0.19753536
-5.36968484,1.79068644,0.00039385,0.34997722,0.17480462,0.27706489,0.43071767,0.86784827,0.00463326,0.19715394
-5.36368184,1.86464852,0.00037215,0.38763517,0.17895109,0.28032012,0.47330523,0.89468372,0.00487105,0.19822883
-5.35767884,1.94396581,0.00035029,0.42728390,0.18379888,0.28496345,0.51805867,0.92251901,0.00510402,0.20074257
-5.35167584,2.02797962,0.00032854,0.46861836,0.18928306,0.29095707,0.56464196,0.95111878,0.00532874,0.20465555
-5.34567284,2.11587830,0.00030716,0.51127555,0.19532385,0.29824075,0.61265508,0.98019447,0.00554180,0.20990827
-5.33966983,2.20670859,0.00028636,0.55483790,0.20182784,0.30673488,0.66163836,1.00940654,0.00573978,0.21642415
-5.33366683,2.29939291,0.00026633,0.59883906,0.20869003,0.31634409,0.71107935,1.03836901,0.00591936,0.22411299
-5.32766383,2.39275244,0.00024725,0.64277167,0.21579643,0.32696140,0.76042228,1.06665635,0.00607733,0.23287472
-5.32166083,2.48553525,0.00022925,0.68609738,0.22302720,0.33847266,0.80907976,1.09381263,0.00621067,0.24260342
-5.31565783,2.57644858,0.00021242,0.72825850,0.23026015,0.35076111,0.85644654,1.11936260,0.00631666,0.25319138
-5.30965483,2.66419429,0.00019682,0.76869111,0.23737443,0.36371190,0.90191481,1.14282431,0.00639289,0.26453307
-5.30365183,2.74750602,0.00018249,0.80683911,0.24425424,0.37721645,0.94489039,1.16372295,0.00643741,0.27652887
-5.29764882,2.82518669,0.00016942,0.84216874,0.25079242,0.39117637,0.98480936,1.18160517,0.00644872,0.28908837
-5.29164582,2.89614484,0.00015759,0.87418291,0.25689367,0.40550692,1.02115428,1.19605352,0.00642588,0.30213329
-5.28564282,2.95942816,0.00014695,0.90243482,0.26247736,0.42013983,1.05346944,1.20670008,0.00636856,0.31559969
-5.27963982,3.01425308,0.00013742,0.92654034,0.26747975,0.43502538,1.08137434,1.21323903,0.00627702,0.32943957
-5.27363682,3.06002875,0.00012891,0.94618847,0.27185557,0.45013370,1.10457494,1.21543735,0.00615216,0.34362178
-5.26763382,3.09637483,0.00012133,0.96114967,0.27557878,0.46545527,1.12287205,1.21314321,0.00599549,0.35813222
-5.26163082,3.12313190,0.00011456,0.97128147,0.27864271,0.48100052,1.13616657,1.20629184,0.00580911,0.37297323
-5.25562781,3.14036438,0.00010850,0.97653131,0.28105934,0.49679868,1.14446136,1.19490840,0.00559564,0.38816245
-5.24962481,3.14835562,0.00010302,0.97693645,0.28285800,0.51289582,1.14785950,1.17910797,0.00535817,0.40373085
-5.24362181,3.14759562,0.00009802,0.97262091,0.28408340,0.52935217,1.14655929,1.15909241,0.00510014,0.41972031
-5.23761881,3.13876160,0.00009341,0.96378973,0.28479312,0.54623882,1.14084597,1.13514461,0.00482531,0.43618061
-5.23161581,3.12269262,0.00008908,0.95072080,0.28505473,0.56363384,1.13108077,1.10762008,0.00453758,0.45316601
-5.22561281,3.10035898,0.00008495,0.93375458,0.28494265,0.58161798,1.11768755,1.07693647,0.00424094,0.47073149
-5.21960980,3.07282784,0.00008096,0.91328225,0.28453481,0.60026995,1.10113782,1.04356145,0.00393934,0.48892866
-5.21360680,3.04122629,0.00007705,0.88973288,0.28390934,0.61966153,1.08193472,1.00799943,0.00363661,0.50780166
-5.20760380,3.00670335,0.00007318,0.86356001,0.28314137,0.63985246,1.06059646,0.97077768,0.00333637,0.52738279
-5.20160080,2.97039222,0.00006932,0.83522830,0.28230001,0.66088538,1.03764017,0.93243244,0.00304192,0.54768840
-5.19559780,2.93337410,0.00006546,0.80520079,0.28144567,0.68278085,1.01356649,0.89349544,0.00275623,0.56871479
-5.18959480,2.89664481,0.00006161,0.77392711,0.28062787,0.70553259,0.98884561,0.85448131,0.00248188,0.59043445
-5.18359180,2.86108522,0.00005776,0.74183319,0.27988338,0.72910322,0.96390514,0.81587627,0.00222101,0.61279275
-5.17758879,2.82743643,0.00005394,0.70931262,0.27923500,0.75342044,0.93912017,0.77812839,0.00197533,0.63570507
-5.17158579,2.79628026,0.00005019,0.67671991,0.27869080,0.77837411,0.91480581,0.74163957,0.00174611,0.65905473
-5.16558279,2.76802558,0.00004653,0.64436573,0.27824400,0.80381409,0.89121221,0.70675945,0.00153424,0.68269166
-5.15957979,2.74290076,0.00004301,0.61251421,0.27787334,0.82954933,0.86852228,0.67378116,0.00134019,0.70643206
-5.15357679,2.72095224,0.00003969,0.58138204,0.27754395,0.85534809,0.84685175,0.64293901,0.00116411,0.73005912
-5.14757379,2.70204912,0.00003660,0.55113932,0.27720875,0.88093968,0.82625166,0.61440786,0.00100584,0.75332485
-5.14157079,2.68589347,0.00003382,0.52191193,0.27681027,0.90601763,0.80671285,0.58830416,0.00086498,0.77595318
-5.13556778,2.67203585,0.00003139,0.49378507,0.27628274,0.93024440,0.78817222,0.56468838,0.00074094,0.79764422
-5.12956478,2.65989550,0.00002940,0.46680772,0.27555454,0.95325773,0.77052040,0.54356866,0.00063296,0.81807972
-5.12356178,2.64878444,0.00002790,0.44099775,0.27455079,0.97467837,0.75361046,0.52490550,0.00054023,0.83692965
-5.11755878,2.63793462,0.00002698,0.41634729,0.27319609,0.99411912,0.73726720,0.50861724,0.00046187,0.85385967
-5.11155578,2.62652731,0.00002670,0.39282824,0.27141717,1.01119501,0.72129690,0.49458613,0.00039699,0.86853939
-5.10555278,2.61372368,0.00002717,0.37039750,0.26914552,1.02553416,0.70549678,0.48266483,0.00034476,0.88065112
-5.09954977,2.59869561,0.00002847,0.34900190,0.26631987,1.03678912,0.68966430,0.47268318,0.00030439,0.88989879
-5.09354677,2.58065576,0.00003070,0.32858263,0.26288831,1.04464810,0.67360562,0.46445501,0.00027518,0.89601680
-5.08754377,2.55888591,0.00003398,0.30907901,0.25881023,1.04884580,0.65714326,0.45778487,0.00025653,0.89877837
-5.08154077,2.53276262,0.00003841,0.29043160,0.25405772,1.04917317,0.64012264,0.45247458,0.00024793,0.89800317
-5.07553777,2.50177944,0.00004411,0.27258466,0.24861671,1.04548595,0.62241737,0.44832940,0.00024900,0.89356376
-5.06953477,2.46556479,0.00005120,0.25548797,0.24248752,1.03771119,0.60393325,0.44516362,0.00025945,0.88539077
-5.06353177,2.42389514,0.00005979,0.23909791,0.23568503,1.02585180,0.58461081,0.44280558,0.00027908,0.87347640
-5.05752876,2.37670285,0.00007002,0.22337816,0.22823840,1.00998859,0.56442662,0.44110186,0.00030775,0.85787610
-5.05152576,2.32407848,0.00008197,0.20829974,0.22019034,0.99027976,0.54339313,0.43992056,0.00034538,0.83870854
-5.04552276,2.26626758,0.00009575,0.19384081,0.21159598,0.96695775,0.52155735,0.43915358,0.00039190,0.81615351
-5.03951976,2.20366206,0.00011142,0.17998605,0.20252143,0.94032361,0.49899840,0.43871776,0.00044725,0.79044808
-5.03351676,2.13678650,0.00012903,0.16672583,0.19304209,0.91073898,0.47582403,0.43855489,0.00051131,0.76188109
-5.02751376,2.06628000,0.00014860,0.15405528,0.18324070,0.87861599,0.45216642,0.43863063,0.00058391,0.73078612
-5.02151076,1.99287429,0.00017010,0.14197315,0.17320528,0.84440563,0.42817724,0.43893225,0.00066475,0.69753318
-5.01550775,1.91736899,0.00019346,0.13048079,0.16302707,0.80858484,0.40402244,0.43946542,0.00075343,0.66251959
-5.00950475,1.84060511,0.00021856,0.11958101,0.15279844,0.77164308,0.37987668,0.44025017,0.00084939,0.62616023
-5.00350175,1.76343780,0.00024524,0.10927711,0.14261089,0.73406872,0.35591786,0.44131623,0.00095188,0.58887755
-4.99749875,1.68670952,0.00027327,0.09957192,0.13255326,0.69633604,0.33232176,0.44269793,0.00105999,0.55109177
-4.99149575,1.61122466,0.00030236,0.09046703,0.12271012,0.65889316,0.30925704,0.44442905,0.00117261,0.51321157
-4.98549275,1.53772678,0.00033219,0.08196214,0.11316041,0.62215144,0.28688084,0.44653783,0.00128846,0.47562546
-4.97948974,1.46687912,0.00036237,0.07405455,0.10397644,0.58647682,0.26533488,0.44904246,0.00140607,0.43869433
-4.97348674,1.39924929,0.00039247,0.06673884,0.09522309,0.55218330,0.24474238,0.45194728,0.00152386,0.40274515
-4.96748374,1.33529854,0.00042204,0.06000668,0.08695746,0.51952869,0.22520582,0.45523995,0.00164010,0.36806615
-4.96148074,1.27537590,0.00045059,0.05384684,0.07922866,0.48871288,0.20680543,0.45888973,0.00175304,0.33490341
-4.95547774,1.21971723,0.00047762,0.04824529,0.07207806,0.45987835,0.18959858,0.46284692,0.00186087,0.30345896
-4.94947474,1.16844890,0.00050265,0.04318549,0.06553966,0.43311295,0.17361996,0.46704362,0.00196183,0.27389040
-4.94347174,1.12159570,0.00052519,0.03864870,0.05964072,0.40845450,0.15888241,0.47139555,0.00205426,0.24631175
-4.93746873,1.07909236,0.00054481,0.03461447,0.05440252,0.38589709,0.14537849,0.47580491,0.00213664,0.22079555
-4.93146573,1.04079776,0.00056110,0.03106110,0.04984120,0.36539843,0.13308245,0.48016416,0.00220768,0.19737601
-4.92546273,1.00651107,0.00057374,0.02796615,0.04596867,0.34688798,0.12195271,0.48436020,0.00226632,0.17605284
-4.91945973,0.97598878,0.00058244,0.02530695,0.04279345,0.33027537,0.11193450,0.48827899,0.00231183,0.15679571
-4.91345673,0.94896165,0.00058704,0.02306106,0.04032143,0.31545865,0.10296269,0.49181009,0.00234382,0.13954899
-4.90745373,0.92515077,0.00058743,0.02120668,0.03855650,0.30233202,0.09496463,0.49485090,0.00236228,0.12423664
-4.90145073,0.90428189,0.00058360,0.01972295,0.03750098,0.29079264,0.08786291,0.49731044,0.00236755,0.11076690
-4.89544772,0.88609752,0.00057564,0.01859019,0.03715593,0.28074633,0.08157786,0.49911231,0.00236041,0.09903681
-4.88944472,0.87036627,0.00056373,0.01779001,0.03752111,0.27211203,0.07602986,0.50019680,0.00234197,0.08893621
-4.88344172,0.85688926,0.00054810,0.01730529,0.03859494,0.26482475,0.07114133,0.50052214,0.00231375,0.08035128
-4.87743872,0.84550373,0.00052911,0.01712016,0.04037409,0.25883734,0.06683839,0.50006467,0.00227756,0.07316744
-4.87143572,0.83608381,0.00050713,0.01721977,0.04285317,0.25412083,0.06305212,0.49881833,0.00223553,0.06727172
-4.86543272,0.82853920,0.00048261,0.01759007,0.04602417,0.25066390,0.05971958,0.49679331,0.00219004,0.06255445
-4.85942971,0.82281188,0.00045602,0.01821755,0.04987605,0.24847137,0.05678447,0.49401424,0.00214369,0.05891048
-4.85342671,0.81887190,0.00042786,0.01908899,0.05439445,0.24756228,0.05419755,0.49051810,0.00209924,0.05623987
-4.84742371,0.81671261,0.00039865,0.02019116,0.05956151,0.24796769,0.05191687,0.48635196,0.00205961,0.05444824
-4.84142071,0.81634621,0.00036887,0.02151064,0.06535611,0.24972860,0.04990775,0.48157104,0.00202780,0.05344684
-4.83541771,0.81780010,0.00033902,0.02303375,0.07175435,0.25289427,0.04814278,0.47623695,0.00200693,0.05315242
-4.82941471,0.82111469,0.00030953,0.02474652,0.07873060,0.25752103,0.04660163,0.47041653,0.00200015,0.05348704
-4.82341171,0.82634282,0.00028083,0.02663479,0.08625889,0.26367196,0.04527084,0.46418127,0.00201071,0.05437790
-4.81740870,0.83355121,0.00025329,0.02868451,0.09431485,0.27141738,0.04414364,0.45760734,0.00204189,0.05575722
-4.81140570,0.84282374,0.00022721,0.03088206,0.10287811,0.28083619,0.04321972,0.45077622,0.00209707,0.05756228
-4.80540270,0.85426632,0.00020289,0.03321476,0.11193502,0.29201788,0.04250496,0.44377586,0.00217969,0.05973554
-4.79939970,0.86801318,0.00018054,0.03567139,0.12148167,0.30506522,0.04201122,0.43670211,0.00229330,0.06222502
-4.79339670,0.88423364,0.00016033,0.03824281,0.13152708,0.32009713,0.04175603,0.42966036,0.00244152,0.06498465
-4.78739370,0.90313896,0.00014241,0.04092258,0.14209628,0.33725159,0.04176222,0.42276703,0.00262808,0.06797484
-4.78139070,0.92498828,0.00012688,0.04370743,0.15323322,0.35668808,0.04205744,0.41615073,0.00285676,0.07116292
-4.77538769,0.95009297,0.00011380,0.04659771,0.16500315,0.37858936,0.04267358,0.40995289,0.00313136,0.07452362
-4.76938469,0.97881853,0.00010323,0.04959770,0.17749438,0.40316199,0.04364603,0.40432750,0.00345568,0.07803934
-4.76338169,1.01158340,0.00009521,0.05271560,0.19081912,0.43063557,0.04501272,0.39944004,0.00383336,0.08170023
-4.75737869,1.04885423,0.00008975,0.05596335,0.20511326,0.46126018,0.04681297,0.39546518,0.00426787,0.08550404
-4.75137569,1.09113721,0.00008690,0.05935616,0.22053499,0.49530215,0.04908620,0.39258351,0.00476227,0.08945550
-4.74537269,1.13896551,0.00008669,0.06291177,0.23726201,0.53303796,0.05187043,0.39097712,0.00531915,0.09356552
-4.73936968,1.19288300,0.00008918,0.06664935,0.25548750,0.57474658,0.05520055,0.39082423,0.00594042,0.09784994
-4.73336668,1.25342474,0.00009444,0.07058825,0.27541474,0.62070030,0.05910660,0.39229311,0.00662712,0.10232791
-4.72736368,1.32109511,0.00010258,0.07474649,0.29725063,0.67115466,0.06361193,0.39553537,0.00737926,0.10702012
-4.72136068,1.39634441,0.00011370,0.07913912,0.32119814,0.72633781,0.06873132,0.40067917,0.00819566,0.11194672
-4.71535768,1.47954524,0.00012799,0.08377649,0.34744813,0.78643995,0.07446933,0.40782245,0.00907376,0.11712519
-4.70935468,1.57096981,0.00014563,0.08866258,0.37617072,0.85160350,0.08081867,0.41702671,0.01000951,0.12256821
-4.70335168,1.67076965,0.00016685,0.09379347,0.40750670,0.92191460,0.08775894,0.42831163,0.01099728,0.12828165
-4.69734867,1.77895881,0.00019190,0.09915595,0.44155928,0.99739642,0.09525569,0.44165088,0.01202983,0.13426283
-4.69134567,1.89540182,0.00022109,0.10472654,0.47838671,1.07800504,0.10325988,0.45696933,0.01309832,0.14049912
-4.68534267,2.01980718,0.00025473,0.11047080,0.51799607,1.16362803,0.11170788,0.47414202,0.01419236,0.14696705
-4.67933967,2.15172722,0.00029317,0.11634321,0.56033862,1.25408608,0.12052194,0.49299488,0.01530021,0.15363184
-4.67333667,2.29056434,0.00033677,0.12228742,0.60530707,1.34913773,0.12961128,0.51330734,0.01640894,0.16044764
-4.66733367,2.43558387,0.00038590,0.12823710,0.65273492,1.44848696,0.13887373,0.53481678,0.01750468,0.16735825
-4.66133067,2.58593287,0.00044094,0.13411725,0.70239803,1.55179345,0.14819789,0.55722463,0.01857300,0.17429842
-4.65532766,2.74066428,0.00050224,0.13984597,0.75401851,1.65868480,0.15746575,0.58020391,0.01959922,0.18119569
-4.64932466,2.89876504,0.00057014,0.14533666,0.80727072,1.76877024,0.16655575,0.60340798,0.02056883,0.18797261
-4.64332166,3.05918716,0.00064493,0.15050047,0.86178919,1.88165488,0.17534610,0.62648000,0.02146786,0.19454923
