energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down,V_p_up,V_p_down,V_d_up,V_d_down
-5.89794897,2.00616739,-2.00616740,0.47538712,-0.47538713,0.63079012,-0.63079012,0.00854108,-0.00854108,0.15908008,-0.15908008,1.05505624,-1.05505624,0.00000000,-0.00000000,0.53044507,-0.53044507,0.18628711,-0.18628711
-5.89194597,1.92486478,-1.92486478,0.45440980,-0.45440981,0.60489442,-0.60489442,0.00844639,-0.00844639,0.14923065,-0.14923065,1.01592505,-1.01592505,0.00000000,-0.00000000,0.51250767,-0.51250767,0.18123568,-0.18123568
-5.88594297,1.83677524,-1.83677525,0.43242234,-0.43242234,0.57675359,-0.57675360,0.00829426,-0.00829426,0.13929554,-0.13929554,0.97277266,-0.97277267,0.00000000,-0.00000000,0.49231276,-0.49231277,0.17531532,-0.17531532
-5.87993997,1.74295432,-1.74295434,0.40961801,-0.40961801,0.54671785,-0.54671785,0.00808834,-0.00808834,0.12934414,-0.12934414,0.92616880,-0.92616881,0.00000000,-0.00000000,0.47014921,-0.47014921,0.16860798,-0.16860798
-5.87393697,1.64456488,-1.64456489,0.38620432,-0.38620433,0.51517498,-0.51517498,0.00783349,-0.00783349,0.11945338,-0.11945338,0.87673757,-0.87673758,0.00000000,-0.00000000,0.44633719,-0.44633719,0.16120959,-0.16120959
-5.86793397,1.54284028,-1.54284029,0.36239804,-0.36239805,0.48253684,-0.48253685,0.00753569,-0.00753569,0.10970415,-0.10970415,0.82513943,-0.82513944,0.00000000,-0.00000000,0.42121884,-0.42121884,0.15322714,-0.15322714
-5.86193097,1.43904747,-1.43904748,0.33842024,-0.33842024,0.44922581,-0.44922581,0.00720180,-0.00720180,0.10017791,-0.10017791,0.77205295,-0.77205296,0.00000000,-0.00000000,0.39514866,-0.39514866,0.14477561,-0.14477561
-5.85592796,1.33445142,-1.33445143,0.31449152,-0.31449153,0.41566179,-0.41566180,0.00683948,-0.00683948,0.09095361,-0.09095362,0.71815697,-0.71815698,0.00000000,-0.00000000,0.36848415,-0.36848415,0.13597471,-0.13597471
-5.84992496,1.23028223,-1.23028224,0.29082766,-0.29082766,0.38225043,-0.38225043,0.00645694,-0.00645694,0.08210510,-0.08210510,0.66411394,-0.66411395,0.00000000,-0.00000000,0.34157693,-0.34157693,0.12694577,-0.12694577
-5.84392196,1.12770619,-1.12770620,0.26763558,-0.26763558,0.34937267,-0.34937267,0.00606280,-0.00606280,0.07369899,-0.07369899,0.61055497,-0.61055498,0.00000000,-0.00000000,0.31476471,-0.31476471,0.11780866,-0.11780866
-5.83791896,1.02780149,-1.02780150,0.24510996,-0.24510996,0.31737625,-0.31737625,0.00566589,-0.00566589,0.06579314,-0.06579314,0.55806706,-0.55806707,0.00000000,-0.00000000,0.28836434,-0.28836435,0.10867907,-0.10867907
-5.83191596,0.93153927,-0.93153929,0.22343039,-0.22343040,0.28656909,-0.28656909,0.00527513,-0.00527513,0.05843565,-0.05843565,0.50718283,-0.50718284,0.00000000,-0.00000000,0.26266613,-0.26266613,0.09966611,-0.09966611
-5.82591296,0.83977023,-0.83977024,0.20275924,-0.20275925,0.25721479,-0.25721479,0.00489934,-0.00489934,0.05166449,-0.05166449,0.45837297,-0.45837298,0.00000000,-0.00000000,0.23792947,-0.23792947,0.09087032,-0.09087032
-5.81990995,0.75321670,-0.75321671,0.18324017,-0.18324017,0.22953009,-0.22953010,0.00454721,-0.00454721,0.04550752,-0.04550753,0.41204142,-0.41204142,0.00000000,-0.00000000,0.21437996,-0.21437997,0.08238220,-0.08238220
-5.81390695,0.67247012,-0.67247013,0.16499728,-0.16499729,0.20368433,-0.20368433,0.00422713,-0.00422713,0.03998303,-0.03998304,0.36852325,-0.36852326,0.00000000,-0.00000000,0.19220787,-0.19220788,0.07428113,-0.07428113
-5.80790395,0.59799308,-0.59799309,0.14813499,-0.14813500,0.17980047,-0.17980047,0.00394719,-0.00394719,0.03510053,-0.03510053,0.32808502,-0.32808503,0.00000000,-0.00000000,0.17156783,-0.17156783,0.06663488,-0.06663488
-5.80190095,0.53012564,-0.53012565,0.13273834,-0.13273834,0.15795766,-0.15795766,0.00371514,-0.00371514,0.03086182,-0.03086182,0.29092729,-0.29092730,0.00000000,-0.00000000,0.15257978,-0.15257978,0.05949952,-0.05949952
-5.79589795,0.46909475,-0.46909476,0.11887385,-0.11887385,0.13819492,-0.13819492,0.00353831,-0.00353831,0.02726224,-0.02726224,0.25718904,-0.25718904,0.00000000,-0.00000000,0.13533078,-0.13533078,0.05291974,-0.05291974
-5.78989495,0.41502613,-0.41502614,0.10659076,-0.10659077,0.12051562,-0.12051562,0.00342369,-0.00342369,0.02429185,-0.02429185,0.22695344,-0.22695345,0.00000000,-0.00000000,0.11987771,-0.11987772,0.04692955,-0.04692955
-5.78389195,0.36795764,-0.36795765,0.09592248,-0.09592249,0.10489254,-0.10489255,0.00337783,-0.00337783,0.02193670,-0.02193670,0.20025468,-0.20025468,0.00000000,-0.00000000,0.10625038,-0.10625038,0.04155328,-0.04155328
-5.77788894,0.32785325,-0.32785326,0.08688816,-0.08688817,0.09127311,-0.09127311,0.00340689,-0.00340689,0.02017987,-0.02017987,0.17708529,-0.17708529,0.00000000,-0.00000000,0.09445500,-0.09445500,0.03680673,-0.03680673
-5.77188594,0.29461676,-0.29461677,0.07949431,-0.07949431,0.07958461,-0.07958461,0.00351657,-0.00351657,0.01900235,-0.01900235,0.15740364,-0.15740364,0.00000000,-0.00000000,0.08447779,-0.08447779,0.03269854,-0.03269854
-5.76588294,0.26810465,-0.26810466,0.07373627,-0.07373627,0.06973915,-0.06973916,0.00371209,-0.00371209,0.01838376,-0.01838376,0.14114118,-0.14114118,0.00000000,-0.00000000,0.07628843,-0.07628843,0.02923151,-0.02923151
-5.75987994,0.24813740,-0.24813741,0.06959948,-0.06959949,0.06163818,-0.06163818,0.00399812,-0.00399812,0.01830270,-0.01830270,0.12820909,-0.12820910,0.00000000,-0.00000000,0.06984329,-0.06984329,0.02640396,-0.02640396
-5.75387694,0.23450885,-0.23450885,0.06706049,-0.06706049,0.05517638,-0.05517638,0.00437865,-0.00437865,0.01873693,-0.01873693,0.11850415,-0.11850415,0.00000000,-0.00000000,0.06508819,-0.06508819,0.02421096,-0.02421096
-5.74787394,0.22699336,-0.22699336,0.06608753,-0.06608753,0.05024494,-0.05024494,0.00485689,-0.00485689,0.01966328,-0.01966328,0.11191345,-0.11191345,0.00000000,-0.00000000,0.06196074,-0.06196074,0.02264541,-0.02264541
-5.74187094,0.22535056,-0.22535056,0.06664080,-0.06664080,0.04673411,-0.04673411,0.00543512,-0.00543512,0.02105729,-0.02105729,0.10831808,-0.10831808,0.00000000,-0.00000000,0.06039208,-0.06039208,0.02169894,-0.02169894
-5.73586793,0.22932784,-0.22932784,0.06867234,-0.06867234,0.04453508,-0.04453508,0.00611448,-0.00611448,0.02289273,-0.02289273,0.10759550,-0.10759550,0.00000000,-0.00000000,0.06030804,-0.06030804,0.02136249,-0.02136249
-5.72986493,0.23866059,-0.23866060,0.07212555,-0.07212555,0.04354116,-0.04354116,0.00689482,-0.00689482,0.02514097,-0.02514097,0.10962077,-0.10962077,0.00000000,-0.00000000,0.06162981,-0.06162981,0.02162672,-0.02162672
-5.72386193,0.25307069,-0.25307069,0.07693449,-0.07693449,0.04364840,-0.04364841,0.00777448,-0.00777448,0.02777026,-0.02777026,0.11426665,-0.11426665,0.00000000,-0.00000000,0.06427405,-0.06427405,0.02248206,-0.02248206
-5.71785893,0.27226341,-0.27226341,0.08302292,-0.08302292,0.04475577,-0.04475577,0.00875012,-0.00875012,0.03074510,-0.03074510,0.12140278,-0.12140278,0.00000000,-0.00000000,0.06815268,-0.06815268,0.02391858,-0.02391858
-5.71185593,0.29592343,-0.29592344,0.09030336,-0.09030336,0.04676482,-0.04676482,0.00981654,-0.00981654,0.03402555,-0.03402555,0.13089400,-0.13089400,0.00000000,-0.00000000,0.07317231,-0.07317231,0.02592554,-0.02592554
-5.70585293,0.32371045,-0.32371045,0.09867611,-0.09867611,0.04957931,-0.04957931,0.01096656,-0.01096656,0.03756685,-0.03756685,0.14259824,-0.14259824,0.00000000,-0.00000000,0.07923357,-0.07923357,0.02849079,-0.02849079
-5.69984992,0.35525477,-0.35525477,0.10802857,-0.10802857,0.05310448,-0.05310448,0.01219091,-0.01219091,0.04131909,-0.04131909,0.15636410,-0.15636410,0.00000000,-0.00000000,0.08623038,-0.08623038,0.03159997,-0.03159997
-5.69384692,0.39015374,-0.39015375,0.11823477,-0.11823477,0.05724646,-0.05724646,0.01347825,-0.01347825,0.04522722,-0.04522722,0.17202836,-0.17202836,0.00000000,-0.00000000,0.09404938,-0.09404938,0.03523567,-0.03523567
-5.68784392,0.42796929,-0.42796929,0.12915545,-0.12915545,0.06191170,-0.06191170,0.01481520,-0.01481520,0.04923138,-0.04923138,0.18941383,-0.18941383,0.00000000,-0.00000000,0.10256952,-0.10256952,0.03937648,-0.03937648
-5.68184092,0.46822708,-0.46822708,0.14063860,-0.14063860,0.06700663,-0.06700663,0.01618643,-0.01618643,0.05326743,-0.05326743,0.20832770,-0.20832770,0.00000000,-0.00000000,0.11166210,-0.11166210,0.04399610,-0.04399610
-5.67583792,0.51041773,-0.51041773,0.15252066,-0.15252066,0.07243754,-0.07243754,0.01757495,-0.01757495,0.05726793,-0.05726793,0.22856057,-0.22856057,0.00000000,-0.00000000,0.12119118,-0.12119118,0.04906262,-0.04906262
-5.66983492,0.55400024,-0.55400024,0.16462840,-0.16462840,0.07811075,-0.07811075,0.01896234,-0.01896234,0.06116331,-0.06116331,0.24988646,-0.24988646,0.00000000,-0.00000000,0.13101449,-0.13101449,0.05453788,-0.05453788
-5.66383192,0.59840772,-0.59840772,0.17678145,-0.17678145,0.08393318,-0.08393318,0.02032913,-0.02032913,0.06488340,-0.06488340,0.27206386,-0.27206386,0.00000000,-0.00000000,0.14098491,-0.14098491,0.06037710,-0.06037710
-5.65782891,0.64305550,-0.64305550,0.18879547,-0.18879547,0.08981319,-0.08981319,0.02165526,-0.02165526,0.06835910,-0.06835910,0.29483793,-0.29483793,0.00000000,-0.00000000,0.15095244,-0.15095244,0.06652885,-0.06652885
-5.65182591,0.68735129,-0.68735129,0.20048584,-0.20048584,0.09566171,-0.09566171,0.02292059,-0.02292059,0.07152422,-0.07152422,0.31794376,-0.31794376,0.00000000,-0.00000000,0.16076668,-0.16076668,0.07293528,-0.07293528
-5.64582291,0.73070722,-0.73070722,0.21167189,-0.21167189,0.10139370,-0.10139370,0.02410538,-0.02410538,0.07431744,-0.07431744,0.34111078,-0.34111078,0.00000000,-0.00000000,0.17027963,-0.17027963,0.07953270,-0.07953270
-5.63981991,0.77255320,-0.77255320,0.22218136,-0.22218136,0.10692970,-0.10692970,0.02519087,-0.02519087,0.07668413,-0.07668413,0.36406804,-0.36406804,0.00000000,-0.00000000,0.17934892,-0.17934892,0.08625258,-0.08625258
-5.63381691,0.81235115,-0.81235115,0.23185498,-0.23185498,0.11219759,-0.11219759,0.02615985,-0.02615985,0.07857819,-0.07857819,0.38655030,-0.38655030,0.00000000,-0.00000000,0.18784110,-0.18784110,0.09302281,-0.09302281
-5.62781391,0.84960938,-0.84960938,0.24055105,-0.24055105,0.11713432,-0.11713432,0.02699710,-0.02699710,0.07996361,-0.07996361,0.40830455,-0.40830455,0.00000000,-0.00000000,0.19563499,-0.19563499,0.09976927,-0.09976927
-5.62181091,0.88389653,-0.88389653,0.24814975,-0.24814975,0.12168752,-0.12168752,0.02768992,-0.02768992,0.08081580,-0.08081580,0.42909674,-0.42909674,0.00000000,-0.00000000,0.20262496,-0.20262496,0.10641766,-0.10641766
-5.61580790,0.91485438,-0.91485438,0.25455699,-0.25455699,0.12581703,-0.12581703,0.02822846,-0.02822846,0.08112254,-0.08112254,0.44871842,-0.44871842,0.00000000,-0.00000000,0.20872379,-0.20872379,0.11289543,-0.11289543
-5.60980490,0.94220887,-0.94220886,0.25970766,-0.25970766,0.12949606,-0.12949606,0.02860604,-0.02860604,0.08088458,-0.08088458,0.46699288,-0.46699288,0.00000000,-0.00000000,0.21386528,-0.21386528,0.11913385,-0.11913385
-5.60380190,0.96577873,-0.96577873,0.26356811,-0.26356811,0.13271216,-0.13271216,0.02881932,-0.02881932,0.08011581,-0.08011581,0.48378057,-0.48378057,0.00000000,-0.00000000,0.21800614,-0.21800614,0.12506994,-0.12506994
-5.59779890,0.98548140,-0.98548140,0.26613776,-0.26613776,0.13546763,-0.13546763,0.02886834,-0.02886834,0.07884299,-0.07884299,0.49898344,-0.49898344,0.00000000,-0.00000000,0.22112730,-0.22112730,0.13064843,-0.13064843
-5.59179590,1.00133572,-1.00133572,0.26744972,-0.26744972,0.13777966,-0.13777966,0.02875650,-0.02875650,0.07710509,-0.07710509,0.51254796,-0.51254796,0.00000000,-0.00000000,0.22323448,-0.22323448,0.13582332,-0.13582332
-5.58579290,1.01346135,-1.01346135,0.26757040,-0.26757040,0.13967990,-0.13967990,0.02849037,-0.02849037,0.07495223,-0.07495223,0.52446673,-0.52446673,0.00000000,-0.00000000,0.22435802,-0.22435802,0.14055922,-0.14055922
-5.57978989,1.02207481,-1.02207481,0.26659816,-0.26659816,0.14121370,-0.14121370,0.02807940,-0.02807940,0.07244431,-0.07244431,0.53477846,-0.53477846,0.00000000,-0.00000000,0.22455184,-0.22455184,0.14483234,-0.14483234
-5.57378689,1.02748245,-1.02748245,0.26466099,-0.26466099,0.14243888,-0.14243888,0.02753554,-0.02753554,0.06964938,-0.06964938,0.54356636,-0.54356636,0.00000000,-0.00000000,0.22389184,-0.22389184,0.14863096,-0.14863096
-5.56778389,1.03007045,-1.03007045,0.26191329,-0.26191329,0.14342418,-0.14342418,0.02687277,-0.02687277,0.06664181,-0.06664181,0.55095498,-0.55095498,0.00000000,-0.00000000,0.22247346,-0.22247346,0.15195549,-0.15195549
-5.56178089,1.03029247,-1.03029247,0.25853194,-0.25853194,0.14424743,-0.14424742,0.02610664,-0.02610664,0.06350035,-0.06350035,0.55710570,-0.55710570,0.00000000,-0.00000000,0.22040890,-0.22040890,0.15481813,-0.15481813
-5.55577789,1.02865539,-1.02865539,0.25471177,-0.25471177,0.14499350,-0.14499350,0.02525366,-0.02525366,0.06030619,-0.06030619,0.56221098,-0.56221098,0.00000000,-0.00000000,0.21782372,-0.21782372,0.15724200,-0.15724200
-5.54977489,1.02570383,-1.02570383,0.25066054,-0.25066054,0.14575219,-0.14575219,0.02433078,-0.02433078,0.05714104,-0.05714104,0.56648769,-0.56648769,0.00000000,-0.00000000,0.21485336,-0.21485336,0.15925997,-0.15925997
-5.54377189,1.02200407,-1.02200407,0.24659366,-0.24659366,0.14661596,-0.14661596,0.02335487,-0.02335487,0.05408537,-0.05408537,0.57016982,-0.57016982,0.00000000,-0.00000000,0.21163936,-0.21163936,0.16091319,-0.16091319
-5.53776888,1.01812805,-1.01812804,0.24272876,-0.24272876,0.14767784,-0.14767784,0.02234222,-0.02234222,0.05121672,-0.05121672,0.57350090,-0.57350090,0.00000000,-0.00000000,0.20832572,-0.20832572,0.16224936,-0.16224936
-5.53176588,1.01463793,-1.01463793,0.23928030,-0.23928030,0.14902940,-0.14902940,0.02130812,-0.02130812,0.04860833,-0.04860833,0.57672638,-0.57672638,0.00000000,-0.00000000,0.20505543,-0.20505543,0.16332090,-0.16332090
-5.52576288,1.01207199,-1.01207199,0.23645437,-0.23645437,0.15075883,-0.15075883,0.02026649,-0.02026649,0.04632793,-0.04632793,0.58008634,-0.58008633,0.00000000,-0.00000000,0.20196714,-0.20196714,0.16418308,-0.16418308
-5.51975988,1.01093194,-1.01093194,0.23444369,-0.23444369,0.15294930,-0.15294929,0.01922968,-0.01922968,0.04443680,-0.04443680,0.58380874,-0.58380874,0.00000000,-0.00000000,0.19919242,-0.19919242,0.16489222,-0.16489222
-5.51375688,1.01167226,-1.01167226,0.23342311,-0.23342311,0.15567749,-0.15567749,0.01820822,-0.01820822,0.04298902,-0.04298902,0.58810345,-0.58810345,0.00000000,-0.00000000,0.19685326,-0.19685326,0.16550403,-0.16550403
-5.50775388,1.01469157,-1.01469156,0.23354552,-0.23354552,0.15901238,-0.15901238,0.01721084,-0.01721084,0.04203101,-0.04203101,0.59315714,-0.59315714,0.00000000,-0.00000000,0.19506017,-0.19506017,0.16607216,-0.16607216
-5.50175088,1.02032610,-1.02032610,0.23493828,-0.23493828,0.16301423,-0.16301423,0.01624444,-0.01624444,0.04160123,-0.04160123,0.59912919,-0.59912919,0.00000000,-0.00000000,0.19391075,-0.19391075,0.16664693,-0.16664693
-5.49574787,1.02884536,-1.02884536,0.23770038,-0.23770038,0.16773370,-0.16773370,0.01531421,-0.01531421,0.04173000,-0.04173000,0.60614866,-0.60614866,0.00000000,-0.00000000,0.19348873,-0.19348873,0.16727451,-0.16727451
-5.48974487,1.04044967,-1.04044967,0.24190012,-0.24190012,0.17321124,-0.17321124,0.01442386,-0.01442386,0.04243956,-0.04243956,0.61431221,-0.61431221,0.00000000,-0.00000000,0.19386347,-0.19386347,0.16799617,-0.16799617
-5.48374187,1.05526952,-1.05526952,0.24757359,-0.24757359,0.17947654,-0.17947654,0.01357577,-0.01357577,0.04374418,-0.04374418,0.62368308,-0.62368308,0.00000000,-0.00000000,0.19508980,-0.19508980,0.16884799,-0.16884799
-5.47773887,1.07336654,-1.07336654,0.25472388,-0.25472388,0.18654806,-0.18654806,0.01277137,-0.01277137,0.04565032,-0.04565032,0.63429089,-0.63429089,0.00000000,-0.00000000,0.19720833,-0.19720833,0.16986072,-0.16986072
-5.47173587,1.09473581,-1.09473581,0.26332109,-0.26332109,0.19443274,-0.19443274,0.01201137,-0.01201137,0.04815696,-0.04815696,0.64613231,-0.64613231,0.00000000,-0.00000000,0.20024588,-0.20024587,0.17105992,-0.17105992
-5.46573287,1.11930932,-1.11930931,0.27330319,-0.27330319,0.20312574,-0.20312573,0.01129610,-0.01129610,0.05125585,-0.05125585,0.65917250,-0.65917250,0.00000000,-0.00000000,0.20421621,-0.20421621,0.17246623,-0.17246623
-5.45972986,1.14696048,-1.14696048,0.28457772,-0.28457772,0.21261023,-0.21261023,0.01062581,-0.01062581,0.05493194,-0.05493194,0.67334712,-0.67334712,0.00000000,-0.00000000,0.20912095,-0.20912095,0.17409583,-0.17409583
-5.45372686,1.17750951,-1.17750950,0.29702443,-0.29702442,0.22285740,-0.22285739,0.01000093,-0.01000093,0.05916373,-0.05916373,0.68856510,-0.68856510,0.00000000,-0.00000000,0.21495052,-0.21495052,0.17596095,-0.17596095
-5.44772386,1.21072951,-1.21072951,0.31049875,-0.31049875,0.23382647,-0.23382647,0.00942230,-0.00942230,0.06392371,-0.06392371,0.70471186,-0.70471186,0.00000000,-0.00000000,0.22168523,-0.22168523,0.17807049,-0.17807049
-5.44172086,1.24635341,-1.24635341,0.32483617,-0.32483617,0.24546500,-0.24546500,0.00889136,-0.00889136,0.06917888,-0.06917888,0.72165314,-0.72165314,0.00000000,-0.00000000,0.22929642,-0.22929642,0.18043060,-0.18043060
-5.43571786,1.28408144,-1.28408144,0.33985732,-0.33985732,0.25770929,-0.25770929,0.00841030,-0.00841030,0.07489126,-0.07489126,0.73923923,-0.73923923,0.00000000,-0.00000000,0.23774754,-0.23774754,0.18304529,-0.18304529
-5.42971486,1.32358920,-1.32358920,0.35537375,-0.35537374,0.27048507,-0.27048507,0.00798207,-0.00798207,0.08101844,-0.08101843,0.75730971,-0.75730971,0.00000000,-0.00000000,0.24699536,-0.24699536,0.18591701,-0.18591701
-5.42371186,1.36453624,-1.36453624,0.37119419,-0.37119419,0.28370849,-0.28370849,0.00761045,-0.00761045,0.08751423,-0.08751423,0.77569850,-0.77569850,0.00000000,-0.00000000,0.25699106,-0.25699105,0.18904713,-0.18904713
-5.41770885,1.40657487,-1.40657486,0.38713111,-0.38713111,0.29728729,-0.29728729,0.00729995,-0.00729995,0.09432934,-0.09432934,0.79423910,-0.79423909,0.00000000,-0.00000000,0.26768136,-0.26768135,0.19243638,-0.19243638
-5.41170585,1.44935906,-1.44935906,0.40300718,-0.40300718,0.31112232,-0.31112232,0.00705570,-0.00705570,0.10141200,-0.10141200,0.81276993,-0.81276993,0.00000000,-0.00000000,0.27900957,-0.27900957,0.19608518,-0.19608518
-5.40570285,1.49255316,-1.49255316,0.41866156,-0.41866156,0.32510926,-0.32510926,0.00688331,-0.00688331,0.10870872,-0.10870872,0.83113958,-0.83113958,0.00000000,-0.00000000,0.29091655,-0.29091654,0.19999378,-0.19999377
-5.39969985,1.53583993,-1.53583993,0.43395549,-0.43395549,0.33914055,-0.33914054,0.00678863,-0.00678863,0.11616496,-0.11616496,0.84921157,-0.84921157,0.00000000,-0.00000000,0.30334153,-0.30334153,0.20416235,-0.20416234
-5.39369685,1.57892766,-1.57892766,0.44877697,-0.44877697,0.35310741,-0.35310741,0.00677748,-0.00677748,0.12372575,-0.12372575,0.86686862,-0.86686862,0.00000000,-0.00000000,0.31622284,-0.31622284,0.20859082,-0.20859082
-5.38769385,1.62155586,-1.62155585,0.46304419,-0.46304419,0.36690202,-0.36690202,0.00685539,-0.00685539,0.13133635,-0.13133635,0.88401590,-0.88401590,0.00000000,-0.00000000,0.32949830,-0.32949830,0.21327859,-0.21327859
-5.38169085,1.66349914,-1.66349913,0.47670742,-0.47670742,0.38041955,-0.38041955,0.00702728,-0.00702728,0.13894275,-0.13894275,0.90058317,-0.90058317,0.00000000,-0.00000000,0.34310549,-0.34310549,0.21822391,-0.21822391
-5.37568784,1.70456896,-1.70456896,0.48974921,-0.48974921,0.39356014,-0.39356014,0.00729715,-0.00729715,0.14649212,-0.14649212,0.91652554,-0.91652554,0.00000000,-0.00000000,0.35698167,-0.35698166,0.22342324,-0.22342323
-5.36968484,1.74461303,-1.74461303,0.50218274,-0.50218274,0.40623063,-0.40623063,0.00766774,-0.00766774,0.15393316,-0.15393316,0.93182267,-0.93182266,0.00000000,-0.00000000,0.37106343,-0.37106343,0.22887020,-0.22887020
-5.36368184,1.78351216,-1.78351215,0.51404832,-0.51404832,0.41834609,-0.41834609,0.00814025,-0.00814025,0.16121636,-0.16121636,0.94647632,-0.94647632,0.00000000,-0.00000000,0.38528611,-0.38528610,0.23455453,-0.23455453
-5.35767884,1.82117481,-1.82117480,0.52540816,-0.52540816,0.42983089,-0.42983089,0.00871404,-0.00871404,0.16829416,-0.16829415,0.96050642,-0.96050642,0.00000000,-0.00000000,0.39958281,-0.39958281,0.24046078,-0.24046078
-5.35167584,1.85752943,-1.85752942,0.53633954,-0.53633954,0.44061955,-0.44061955,0.00938638,-0.00938638,0.17512100,-0.17512100,0.97394556,-0.97394556,0.00000000,-0.00000000,0.41388345,-0.41388344,0.24656700,-0.24656700
-5.34567284,1.89251512,-1.89251512,0.54692686,-0.54692686,0.45065707,-0.45065707,0.01015231,-0.01015231,0.18165341,-0.18165341,0.98683243,-0.98683243,0.00000000,-0.00000000,0.42811347,-0.42811346,0.25284344,-0.25284344
-5.33966983,1.92607121,-1.92607120,0.55725284,-0.55725283,0.45989904,-0.45989903,0.01100444,-0.01100444,0.18785001,-0.18785001,0.99920440,-0.99920440,0.00000000,-0.00000000,0.44219273,-0.44219273,0.25925135,-0.25925135
