energy_ev,total_up,total_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down,V_p_up,V_p_down,V_d_up,V_d_down
-2.99249625,1.09049988,-1.01389145,0.00040738,-0.00041770,0.02589241,-0.03130285,0.03034653,-0.03452800,0.90844943,-0.81945832,0.00060767,-0.00048408,0.09629316,-0.11198422,0.13887458,-0.09541113,0.11061016,-0.11854778
-2.98649325,1.05030256,-1.05255038,0.00039067,-0.00043748,0.02458115,-0.03130356,0.02886590,-0.03475804,0.87561049,-0.85679013,0.00060513,-0.00051178,0.09121360,-0.11159722,0.13692981,-0.10085320,0.10587667,-0.12101380
-2.98049025,1.00686483,-1.08688372,0.00037257,-0.00045547,0.02320908,-0.03109560,0.02728759,-0.03478031,0.83996665,-0.89091488,0.00060250,-0.00053811,0.08583376,-0.11045625,0.13448061,-0.10609752,0.10091903,-0.12287380
-2.97448724,0.96104159,-1.11633815,0.00035336,-0.00047138,0.02180421,-0.03068451,0.02563976,-0.03459613,0.80218616,-0.92127021,0.00060051,-0.00056271,0.08025139,-0.10858819,0.13162337,-0.11108286,0.09584484,-0.12409284
-2.96848424,0.91371704,-1.14044425,0.00033334,-0.00048496,0.02039431,-0.03007996,0.02395053,-0.03421086,0.76296398,-0.94735519,0.00059992,-0.00058529,0.07456306,-0.10603446,0.12846677,-0.11574861,0.09076234,-0.12464943
-2.96248124,0.86578658,-1.15882726,0.00031280,-0.00049601,0.01900619,-0.02929541,0.02224731,-0.03363365,0.72300834,-0.96874250,0.00060158,-0.00060556,0.06886171,-0.10284959,0.12512903,-0.12003611,0.08577812,-0.12453591
-2.95647824,0.81813937,-1.17121535,0.00029202,-0.00050433,0.01766521,-0.02834766,0.02055618,-0.03287704,0.68302755,-0.98508860,0.00060638,-0.00062330,0.06323453,-0.09909931,0.12173488,-0.12389003,0.08099495,-0.12375838
-2.95047524,0.77164186,-1.17744517,0.00027130,-0.00050982,0.01639474,-0.02725631,0.01890143,-0.03195653,0.64371766,-0.99614177,0.00061526,-0.00063830,0.05776116,-0.09485837,0.11841209,-0.12725995,0.07650989,-0.12233631
-2.94447224,0.72712275,-1.17746472,0.00025090,-0.00051239,0.01521582,-0.02604319,0.01730510,-0.03089000,0.60575099,-1.00174772,0.00062915,-0.00065046,0.05251238,-0.09020812,0.11528790,-0.13010191,0.07241256,-0.12030173
-2.93846923,0.68535953,-1.17133361,0.00023107,-0.00051202,0.01414684,-0.02473163,0.01578677,-0.02969718,0.56976588,-1.00185271,0.00064902,-0.00065969,0.04754914,-0.08523404,0.11248527,-0.13238001,0.06878374,-0.11769823
-2.93246623,0.64706701,-1.15922068,0.00021206,-0.00050873,0.01320338,-0.02334591,0.01436329,-0.02839902,0.53635782,-0.99650423,0.00067579,-0.00066602,0.04292200,-0.08002324,0.11011913,-0.13406796,0.06569417,-0.11457967
-2.92646323,0.61288783,-1.14139938,0.00019408,-0.00050259,0.01239812,-0.02191055,0.01304880,-0.02701711,0.50607202,-0.98584923,0.00071036,-0.00066955,0.03867103,-0.07466204,0.10829280,-0.13515052,0.06320374,-0.11100872
-2.92046023,0.58338518,-1.11824102,0.00017733,-0.00049374,0.01174084,-0.02044974,0.01185469,-0.02557313,0.47939763,-0.97013011,0.00075357,-0.00067044,0.03482601,-0.06923385,0.10709466,-0.13562482,0.06136086,-0.10705534
-2.91445723,0.55903769,-1.09020635,0.00016198,-0.00048233,0.01123855,-0.01898681,0.01078979,-0.02408837,0.45676358,-0.94967868,0.00080617,-0.00066898,0.03140699,-0.06381722,0.10659518,-0.13550141,0.06020216,-0.10279514
-2.90845423,0.54023664,-1.05783553,0.00014819,-0.00046856,0.01089558,-0.01754378,0.00986051,-0.02258323,0.43853599,-0.92490830,0.00086884,-0.00066551,0.02842506,-0.05848431,0.10684447,-0.13480501,0.05975247,-0.09830784
-2.90245123,0.52728521,-1.02173713,0.00013608,-0.00045268,0.01071387,-0.01614101,0.00907113,-0.02107694,0.42501724,-0.89630461,0.00094212,-0.00066050,0.02588333,-0.05329964,0.10787039,-0.13357491,0.06002509,-0.09367572
-2.89644822,0.52039991,-0.98257612,0.00012577,-0.00043494,0.01069320,-0.01479691,0.00842408,-0.01958722,0.41644648,-0.86441499,0.00102646,-0.00065448,0.02377806,-0.04831929,0.10967736,-0.13186497,0.06102222,-0.08898217
-2.89044522,0.51971392,-0.94106151,0.00011735,-0.00041565,0.01083150,-0.01352776,0.00792030,-0.01813012,0.41300153,-0.82983719,0.00112216,-0.00064808,0.02209987,-0.04359043,0.11224595,-0.12974309,0.06273579,-0.08431034
-2.88444222,0.52528211,-0.89793349,0.00011087,-0.00039509,0.01112519,-0.01234766,0.00755957,-0.01671986,0.41480196,-0.79320745,0.00122937,-0.00064202,0.02083494,-0.03915121,0.11553323,-0.12729028,0.06514839,-0.07974193
-2.87843922,0.53708763,-0.85395072,0.00010640,-0.00037359,0.01156950,-0.01126849,0.00734082,-0.01536886,0.42191316,-0.75518826,0.00134812,-0.00063708,0.01996623,-0.03503099,0.11947397,-0.12459911,0.06823447,-0.07535610
-2.87243622,0.55504966,-0.80987765,0.00010394,-0.00035146,0.01215883,-0.01029998,0.00726251,-0.01408769,0.43435117,-0.71645628,0.00147828,-0.00063411,0.01947457,-0.03125075,0.12398259,-0.12177179,0.07196175,-0.07122850
-2.86643322,0.57903212,-0.76647227,0.00010351,-0.00032903,0.01288709,-0.00944984,0.00732290,-0.01288517,0.45208798,-0.67769043,0.00161958,-0.00063403,0.01933976,-0.02782381,0.12895598,-0.11891770,0.07629266,-0.06743037
-2.86043022,0.60885290,-0.72447432,0.00010509,-0.00030659,0.01374800,-0.00872387,0.00752031,-0.01176849,0.47505710,-0.63956059,0.00177164,-0.00063776,0.01954142,-0.02475662,0.13427688,-0.11615054,0.08118604,-0.06402780
-2.85442721,0.64429324,-0.68459428,0.00010864,-0.00028446,0.01473539,-0.00812616,0.00785337,-0.01074333,0.50315903,-0.60271695,0.00193392,-0.00064628,0.02005979,-0.02204970,0.13981793,-0.11358516,0.08659876,-0.06108102
-2.84842421,0.68510698,-0.64750307,0.00011409,-0.00026292,0.01584350,-0.00765928,0.00832115,-0.00981405,0.53626651,-0.56778030,0.00210581,-0.00066057,0.02087635,-0.01969857,0.14544616,-0.11133409,0.09248738,-0.05864377
-2.84242121,0.73102919,-0.61382284,0.00012136,-0.00024224,0.01706713,-0.00732443,0.00892330,-0.00898382,0.57422914,-0.53533343,0.00228656,-0.00068157,0.02197429,-0.01769475,0.15102779,-0.10950405,0.09880974,-0.05676278
-2.83641821,0.78178385,-0.58411879,0.00013033,-0.00022266,0.01840182,-0.00712166,0.00966009,-0.00825484,0.61687726,-0.50591367,0.00247538,-0.00071023,0.02333876,-0.01602663,0.15643307,-0.10819239,0.10552636,-0.05547726
-2.83041521,0.83709030,-0.55889233,0.00014086,-0.00020443,0.01984401,-0.00705000,0.01053241,-0.00762846,0.66402492,-0.48000668,0.00267137,-0.00074742,0.02495705,-0.01468033,0.16154117,-0.10748364,0.11260162,-0.05481850
-2.82441221,0.89666818,-0.53857548,0.00015279,-0.00018773,0.02139098,-0.00710762,0.01154167,-0.00710538,0.71547183,-0.45804171,0.00287360,-0.00079394,0.02681858,-0.01364050,0.16624474,-0.10744639,0.12000467,-0.05480956
-2.81840920,0.96024060,-0.52352694,0.00016593,-0.00017276,0.02304090,-0.00729198,0.01268970,-0.00668580,0.77100413,-0.44038816,0.00308106,-0.00085053,0.02891470,-0.01289091,0.17045408,-0.10813055,0.12770999,-0.05546501
-2.81240620,1.02753556,-0.51402955,0.00018006,-0.00015966,0.02479267,-0.00759990,0.01397853,-0.00636952,0.83039420,-0.42735358,0.00329274,-0.00091779,0.03123844,-0.01241509,0.17410066,-0.10956514,0.13569748,-0.05679092
-2.80640320,1.09828551,-0.51028950,0.00019494,-0.00014857,0.02664578,-0.00802771,0.01541016,-0.00615613,0.89339944,-0.41918302,0.00350758,-0.00099621,0.03378412,-0.01219673,0.17713994,-0.11175672,0.14395223,-0.05878489
-2.80040020,1.17222516,-0.51243718,0.00021032,-0.00013959,0.02860008,-0.00857134,0.01698626,-0.00604507,0.95976012,-0.41605974,0.00372448,-0.00108616,0.03654682,-0.01222007,0.17955330,-0.11468860,0.15246376,-0.06143634
-2.79439720,1.24908781,-0.52052961,0.00022592,-0.00013280,0.03065547,-0.00922646,0.01870784,-0.00603580,1.02919677,-0.41810704,0.00394234,-0.00118785,0.03952189,-0.01247022,0.18134901,-0.11832079,0.16122493,-0.06472699
-2.78839420,1.32860040,-0.53455455,0.00024145,-0.00012825,0.03281158,-0.00998852,0.02057493,-0.00612786,1.10140706,-0.42539126,0.00416002,-0.00130136,0.04270429,-0.01293337,0.18256228,-0.12259088,0.17023042,-0.06863153
-2.78239120,1.41047768,-0.55443592,0.00025662,-0.00012596,0.03506742,-0.01085294,0.02258621,-0.00632100,1.17606265,-0.43792568,0.00437638,-0.00142659,0.04608799,-0.01359696,0.18325423,-0.12741572,0.17947495,-0.07311854
-2.77638819,1.49441594,-0.58004056,0.00027115,-0.00012593,0.03742101,-0.01181521,0.02473863,-0.00661524,1.25280625,-0.45567509,0.00459023,-0.00156330,0.04966542,-0.01444980,0.18351000,-0.13269395,0.18895134,-0.07815163
-2.77038519,1.58008679,-0.61118598,0.00028474,-0.00012813,0.03986901,-0.01287102,0.02702713,-0.00701096,1.33124921,-0.47856096,0.00480039,-0.00171112,0.05342683,-0.01548219,0.18343595,-0.13830929,0.19864839,-0.08369072
-2.76438219,1.66713140,-0.64764878,0.00029713,-0.00013248,0.04240645,-0.01401640,0.02944431,-0.00750894,1.41096986,-0.50646681,0.00500565,-0.00186951,0.05735987,-0.01668594,0.18315609,-0.14413452,0.20854887,-0.08969355
-2.75837919,1.75515562,-0.68917351,0.00030806,-0.00013891,0.04502636,-0.01524788,0.03198025,-0.00811044,1.49151291,-0.53924372,0.00520478,-0.00203782,0.06144916,-0.01805441,0.18280794,-0.15003595,0.21862771,-0.09611720
-2.75237619,1.84372653,-0.73548149,0.00031733,-0.00014729,0.04771963,-0.01656259,0.03462229,-0.00881721,1.57239005,-0.57671557,0.00539656,-0.00221526,0.06567599,-0.01958253,0.18253789,-0.15587831,0.22885042,-0.10291966
-2.74637319,1.93237054,-0.78627931,0.00032475,-0.00015745,0.05047482,-0.01795839,0.03735496,-0.00963147,1.65308184,-0.61868392,0.00557976,-0.00240095,0.07001819,-0.02126668,0.18249625,-0.16152978,0.23917197,-0.11006137
-2.74037019,2.02057344,-0.84126650,0.00033018,-0.00016923,0.05327809,-0.01943392,0.04016004,-0.01055589,1.73304093,-0.66493227,0.00575319,-0.00259391,0.07445007,-0.02310468,0.18283221,-0.16686708,0.24953625,-0.11750661
-2.73436718,2.10778234,-0.90014221,0.00033352,-0.00018240,0.05611328,-0.02098866,0.04301662,-0.01159353,1.81169658,-0.71522954,0.00591568,-0.00279310,0.07894255,-0.02509561,0.18368885,-0.17178031,0.25987602,-0.12522464
-2.72836418,2.19340975,-0.96261039,0.00033472,-0.00019671,0.05896195,-0.02262288,0.04590133,-0.01274770,1.88846035,-0.76933260,0.00606611,-0.00299739,0.08346343,-0.02723961,0.18519833,-0.17617737,0.27011363,-0.13319056
-2.72236118,2.27683944,-1.02838344,0.00033381,-0.00021192,0.06180358,-0.02433763,0.04878867,-0.01402186,1.96273282,-0.82698793,0.00620345,-0.00320565,0.08797769,-0.02953765,0.18747755,-0.17998788,0.28016232,-0.14138580
-2.71635818,2.35743417,-1.09718396,0.00033082,-0.00022771,0.06461586,-0.02613452,0.05165140,-0.01541940,2.03391103,-0.88793215,0.00632677,-0.00341668,0.09244803,-0.03199120,0.19062420,-0.18316624,0.28992819,-0.14979820
-2.71035518,2.43454481,-1.16874480,0.00032588,-0.00024379,0.06737498,-0.02801560,0.05446105,-0.01694340,2.10139657,-0.95189170,0.00643523,-0.00362928,0.09683539,-0.03460189,0.19471357,-0.18569391,0.29931274,-0.15842155
-2.70435218,2.50752069,-1.24280722,0.00031915,-0.00025984,0.07005600,-0.02998307,0.05718848,-0.01859641,2.16460388,-1.01858165,0.00652817,-0.00384222,0.10109959,-0.03737105,0.19979610,-0.18758067,0.30821591,-0.16725479
-2.69834917,2.57572084,-1.31911751,0.00031082,-0.00027553,0.07263320,-0.03203898,0.05980450,-0.02038011,2.22296868,-1.08770376,0.00660505,-0.00405430,0.10520001,-0.04029931,0.20589571,-0.18886490,0.31653951,-0.17630071
-2.69234617,2.63852572,-1.39742224,0.00030117,-0.00029055,0.07508054,-0.03418488,0.06228055,-0.02229504,2.27595624,-1.15894421,0.00666556,-0.00426430,0.10909623,-0.04338609,0.21300917,-0.18961278,0.32419083,-0.18556422
-2.68634317,2.69534925,-1.47746254,0.00029047,-0.00030457,0.07737200,-0.03642147,0.06458937,-0.02434030,2.32306940,-1.23197093,0.00670954,-0.00447103,0.11274874,-0.04662912,0.22110637,-0.18991658,0.33108639,-0.19505047
-2.68034017,2.74565074,-1.55896781,0.00027905,-0.00031732,0.07948202,-0.03874821,0.06670566,-0.02651318,2.36385622,-1.30643118,0.00673705,-0.00467331,0.11611962,-0.05002401,0.23013157,-0.18989197,0.33715563,-0.20476263
-2.67433717,2.78894668,-1.64164936,0.00026727,-0.00032852,0.08138588,-0.04116299,0.06860675,-0.02880896,2.39791714,-1.38194930,0.00674837,-0.00486998,0.11917312,-0.05356381,0.24000570,-0.18967456,0.34234431,-0.21469968
-2.66833417,2.82482194,-1.72519447,0.00025548,-0.00033794,0.08306000,-0.04366176,0.07027319,-0.03122063,2.42491171,-1.45812518,0.00674398,-0.00505993,0.12187629,-0.05723868,0.25062955,-0.18941579,0.34661764,-0.22485433
-2.66233117,2.85294056,-1.80926132,0.00024410,-0.00034540,0.08448238,-0.04623831,0.07168934,-0.03373870,2.44456495,-1.53453355,0.00672462,-0.00524206,0.12419953,-0.06103560,0.26188787,-0.18927828,0.34996289,-0.23521107
-2.65632816,2.87305563,-1.89347526,0.00023352,-0.00035074,0.08563285,-0.04888402,0.07284380,-0.03635112,2.45667321,-1.61072432,0.00669120,-0.00541535,0.12611707,-0.06493824,0.27365419,-0.18943089,0.35239134,-0.24574465
-2.65032516,2.88501850,-1.97742676,0.00022415,-0.00035388,0.08649342,-0.05158776,0.07372982,-0.03904323,2.46110976,-1.68622413,0.00664486,-0.00557882,0.12760744,-0.06892690,0.28579630,-0.19004358,0.35393970,-0.25641907
-2.64432216,2.88878688,-2.06067129,0.00021641,-0.00035479,0.08704859,-0.05433585,0.07434555,-0.04179782,2.45782985,-1.76053916,0.00658695,-0.00573155,0.12865391,-0.07297858,0.29818203,-0.19128236,0.35467064,-0.26718714
-2.63831916,2.88443183,-2.14273133,0.00021071,-0.00035349,0.08728563,-0.05711213,0.07469428,-0.04459532,2.44687553,-1.83315920,0.00651900,-0.00587273,0.12924487,-0.07706722,0.31068530,-0.19330437,0.35467263,-0.27799075
-2.63231616,2.87214334,-2.22310049,0.00020745,-0.00035007,0.08719490,-0.05989808,0.07478441,-0.04741405,2.42837975,-1.90356290,0.00644274,-0.00600163,0.12937417,-0.08116402,0.32319203,-0.19625332,0.35405897,-0.28876181
-2.62631316,2.85223418,-2.30124962,0.00020704,-0.00034468,0.08677014,-0.06267305,0.07462946,-0.05023056,2.40256984,-1.97122408,0.00636002,-0.00611765,0.12904146,-0.08523782,0.33560571,-0.20025545,0.35296606,-0.29942393
-2.62031016,2.82514191,-2.37663480,0.00020985,-0.00033751,0.08600872,-0.06541461,0.07424781,-0.05302015,2.36977000,-2.03561884,0.00627284,-0.00622031,0.12825239,-0.08925569,0.34785225,-0.20541603,0.35155083,-0.30989481
-2.61430715,2.79142839,-2.44870684,0.00021624,-0.00032881,0.08491188,-0.06809883,0.07366247,-0.05575730,2.33040258,-2.09623326,0.00618334,-0.00630929,0.12701885,-0.09318351,0.35988396,-0.21181662,0.34998760,-0.32008913
-2.60830415,2.75177665,-2.51692194,0.00022655,-0.00031890,0.08348501,-0.07070072,0.07290054,-0.05841637,2.28498771,-2.15257146,0.00609368,-0.00638444,0.12535907,-0.09698654,0.37168230,-0.21951307,0.34846416,-0.32992194
-2.60230115,2.70698483,-2.58075309,0.00024107,-0.00030812,0.08173770,-0.07319467,0.07199274,-0.06097214,2.23414111,-2.20416364,0.00600611,-0.00644578,0.12329763,-0.10063016,0.38325928,-0.22853439,0.34717734,-0.33931242
-2.59629815,2.65795670,-2.63970179,0.00026007,-0.00029683,0.07968393,-0.07555481,0.07097271,-0.06340052,2.17856968,-2.25057396,0.00592285,-0.00649352,0.12086533,-0.10408048,0.39465731,-0.23888248,0.34632817,-0.34818767
-2.59029515,2.60568894,-2.69330962,0.00028376,-0.00028547,0.07734197,-0.07775550,0.06987625,-0.06567917,2.11906467,-2.29140796,0.00584608,-0.00652807,0.11809900,-0.10730494,0.40594744,-0.25053275,0.34611659,-0.35648653
-2.58429215,2.55125486,-2.74116940,0.00031228,-0.00027445,0.07473434,-0.07977172,0.06874050,-0.06778816,2.05649220,-2.32631935,0.00577786,-0.00655003,0.11504107,-0.11027293,0.41722607,-0.26343563,0.34673606,-0.36416318
-2.57828914,2.49578512,-2.78293540,0.00034572,-0.00026422,0.07188757,-0.08157940,0.06760302,-0.06971050,1.99178129,-2.35501610,0.00572012,-0.00656022,0.11173902,-0.11295633,0.42861023,-0.27751891,0.34836807,-0.37119024
-2.57228614,2.44044546,-2.81833252,0.00038408,-0.00025525,0.06883181,-0.08315587,0.06650091,-0.07143265,1.92590933,-2.37726567,0.00567454,-0.00655962,0.10824472,-0.11532993,0.44023162,-0.29269085,0.35117682,-0.37756140
-2.56628314,2.38641234,-2.84716415,0.00042729,-0.00024798,0.06560045,-0.08448010,0.06546982,-0.07294497,1.85988539,-2.39289943,0.00564255,-0.00654941,0.10461351,-0.11737184,0.45222978,-0.30884396,0.35530426,-0.38329326
-2.56028014,2.33484718,-2.86931848,0.00047518,-0.00024287,0.06222947,-0.08553307,0.06454312,-0.07424199,1.79473168,-2.40181622,0.00562523,-0.00653093,0.10090325,-0.11906388,0.46474467,-0.32585931,0.36086560,-0.38842633
-2.55427714,2.28687007,-2.88477331,0.00052747,-0.00024036,0.05875677,-0.08629804,0.06375103,-0.07532263,1.73146391,-2.40398518,0.00562327,-0.00650565,0.09717326,-0.12039182,0.47790931,-0.34361125,0.36794565,-0.39302523
-2.54827414,2.24353417,-2.89359922,0.00058378,-0.00024087,0.05522146,-0.08676083,0.06311990,-0.07619025,1.67107092,-2.39944781,0.00563693,-0.00647515,0.09348310,-0.12134560,0.49184265,-0.36197227,0.37659611,-0.39717781
-2.54227114,2.20580183,-2.89596105,0.00064363,-0.00024479,0.05166301,-0.08691009,0.06267163,-0.07685261,1.61449463,-2.38831929,0.00566603,-0.00644110,0.08989145,-0.12191960,0.50664346,-0.38081788,0.38683391,-0.40099351
-2.53626813,2.17452348,-2.89211772,0.00070643,-0.00025250,0.04812042,-0.08673756,0.06242322,-0.07732170,1.56261084,-2.37078924,0.00570989,-0.00640522,0.08645493,-0.12211268,0.52238543,-0.40003129,0.39864101,-0.40460071
-2.53026513,2.15042045,-2.88242036,0.00077149,-0.00026431,0.04463143,-0.08623835,0.06238654,-0.07761338,1.51621172,-2.34712161,0.00576734,-0.00636921,0.08322700,-0.12192840,0.53911403,-0.41950757,0.41196539,-0.40814335
-2.52426213,2.13407241,-2.86730875,0.00083803,-0.00028051,0.04123171,-0.08541115,0.06256830,-0.07774705,1.47599061,-2.31765397,0.00583675,-0.00633476,0.08025699,-0.12137502,0.55684531,-0.43915719,0.42672369,-0.41177688
-2.51825913,2.12591009,-2.84730607,0.00090520,-0.00030130,0.03795418,-0.08425846,0.06297018,-0.07774505,1.44252969,-2.28279585,0.00591608,-0.00630348,0.07758927,-0.12046560,0.57556691,-0.45890878,0.44280520,-0.41566370
-2.51225613,2.12621367,-2.82301200,0.00097207,-0.00032686,0.03482839,-0.08278682,0.06358929,-0.07763213,1.41629097,-2.24302614,0.00600288,-0.00627686,0.07526258,-0.11921795,0.59524121,-0.47871091,0.46007718,-0.41996824
-2.50625313,2.13511666,-2.79509414,0.00103768,-0.00035726,0.03188003,-0.08100686,0.06441868,-0.07743474,1.39761070,-2.19888941,0.00609440,-0.00625620,0.07330956,-0.11765456,0.61581074,-0.49853284,0.47839144,-0.42485193
-2.50025013,2.15261519,-2.76427804,0.00110104,-0.00039250,0.02913061,-0.07893344,0.06544813,-0.07718034,1.38669731,-2.15099097,0.00618768,-0.00624263,0.07175648,-0.11580249,0.63720525,-0.51836429,0.49759182,-0.43046821
-2.49424712,2.17858184,-2.73133570,0.00116118,-0.00043251,0.02659725,-0.07658560,0.06666499,-0.07689668,1.38363282,-2.09999064,0.00627964,-0.00623701,0.07062321,-0.11369312,0.65935050,-0.53821421,0.51752234,-0.43695787
-2.48824412,2.21278327,-2.69707317,0.00121714,-0.00047710,0.02429262,-0.07398645,0.06805519,-0.07661109,1.38837715,-2.04659511,0.00636716,-0.00623991,0.06992325,-0.11136188,0.68217789,-0.55810881,0.53803557,-0.44444490
-2.48224112,2.25490037,-2.66231714,0.00126803,-0.00052598,0.02222501,-0.07116293,0.06960420,-0.07634978,1.40077517,-1.99154900,0.00644727,-0.00625161,0.06966409,-0.10884779,0.70563458,-0.57808892,0.55900089,-0.45303302
-2.47623812,2.30454969,-2.62790131,0.00131305,-0.00057878,0.02039857,-0.06814550,0.07129804,-0.07613730,1.42056571,-1.93562470,0.00651718,-0.00627203,0.06984749,-0.10619302,0.72969332,-0.59820705,0.58031215,-0.46280317
-2.47023512,2.36130479,-2.59465274,0.00135150,-0.00063501,0.01881358,-0.06496765,0.07312421,-0.07599595,1.44739205,-1.87961101,0.00657443,-0.00630075,0.07046999,-0.10344232,0.75436138,-0.61852435,0.60189420,-0.47381195
-2.46423212,2.42471613,-2.56337881,0.00138281,-0.00069407,0.01746688,-0.06166533,0.07507240,-0.07594545,1.48081323,-1.82430123,0.00661700,-0.00633702,0.07152339,-0.10064229,0.77968785,-0.63910794,0.62370815,-0.48609135
-2.45822911,2.49432827,-2.53485529,0.00140656,-0.00075529,0.01635230,-0.05827630,0.07713513,-0.07600267,1.52031556,-1.77048056,0.00664337,-0.00637973,0.07299522,-0.09784075,0.80576869,-0.66002864,0.64575459,-0.49964956
-2.45222611,2.56969337,-2.50981592,0.00142249,-0.00081789,0.01546116,-0.05483940,0.07930812,-0.07618148,1.56532397,-1.71891360,0.00665258,-0.00642746,0.07486918,-0.09508596,0.83274908,-0.68135961,0.66807479,-0.51447312
-2.44622311,2.65038016,-2.48894406,0.00143052,-0.00088102,0.01478275,-0.05139371,0.08159042,-0.07649288,1.61521259,-1.67033218,0.00664430,-0.00647852,0.07712553,-0.09242583,0.86082251,-0.70317592,0.69074959,-0.53053011
-2.44022011,2.73597793,-2.47286652,0.00143074,-0.00094380,0.01430482,-0.04797780,0.08398424,-0.07694516,1.66931456,-1.62542382,0.00661882,-0.00653097,0.07974137,-0.08990722,0.89022650,-0.72555520,0.71389577,-0.54777439
-2.43421711,2.82609548,-2.46214985,0.00142341,-0.00100527,0.01401400,-0.04462889,0.08649454,-0.07754427,1.72693075,-1.58482149,0.00657710,-0.00658272,0.08269084,-0.08757521,0.92123482,-0.74857934,0.73766009,-0.56615062
-2.42821411,2.92035521,-2.45729887,0.00140898,-0.00106449,0.01389620,-0.04138209,0.08912840,-0.07829428,1.78733759,-1.54909458,0.00652065,-0.00663157,0.08594520,-0.08547243,0.95414626,-0.77233705,0.76221105,-0.58559980
-2.42221111,3.01838292,-2.45875735,0.00138802,-0.00112052,0.01393696,-0.03826973,0.09189406,-0.07919792,1.84979396,-1.51874164,0.00645159,-0.00667532,0.08947289,-0.08363849,0.98927038,-0.79692712,0.78772872,-0.60606496
-2.41620810,3.11979428,-2.46691022,0.00136127,-0.00117244,0.01412167,-0.03532075,0.09479992,-0.08025726,1.91354768,-1.49418472,0.00637249,-0.00671182,0.09323945,-0.08210947,1.02691060,-0.82246190,0.81439297,-0.62749666
-2.41020510,3.22417897,-2.48208686,0.00132957,-0.00121942,0.01443581,-0.03256021,0.09785326,-0.08147423,1.97784160,-1.47576540,0.00628631,-0.00673906,0.09720752,-0.08091752,1.06734535,-0.84907065,0.84237066,-0.64985797
-2.40420210,3.33108395,-2.50456457,0.00129386,-0.00126068,0.01486506,-0.03000896,0.10105899,-0.08285123,2.04191988,-1.46374247,0.00619633,-0.00675531,0.10133678,-0.08009048,1.11080813,-0.87690221,0.87180233,-0.67312839
-2.39819910,3.43999708,-2.53457140,0.00125515,-0.00129559,0.01539536,-0.02768342,0.10441842,-0.08439161,2.10503467,-1.45829089,0.00610596,-0.00675909,0.10558395,-0.07965161,1.15746723,-0.90612635,0.90278908,-0.69730644
-2.39219610,3.55033257,-2.57228771,0.00121448,-0.00132360,0.01601299,-0.02559547,0.10792798,-0.08609995,2.16645345,-1.45950184,0.00601871,-0.00674936,0.10990295,-0.07961939,1.20740633,-0.93693352,0.93538023,-0.72241059
-2.38619310,3.66141955,-2.61784542,0.00117293,-0.00134434,0.01670456,-0.02375254,0.11157826,-0.08798219,2.22546733,-1.46738354,0.00593798,-0.00672547,0.11424509,-0.08000731,1.26060670,-0.96953233,0.96956243,-0.74847836
-2.38019010,3.77249490,-2.67132456,0.00113153,-0.00135757,0.01745695,-0.02215775,0.11535312,-0.09004557,2.28140023,-1.48186254,0.00586702,-0.00668726,0.11855946,-0.08082367,1.31693226,-1.00414456,1.00525082,-0.77556326
-2.37418709,3.88270112,-2.73274669,0.00109129,-0.00136323,0.01825738,-0.02081015,0.11922915,-0.09229831,2.33361903,-1.50278519,0.00580877,-0.00663508,0.12279352,-0.08207144,1.37611819,-1.04099745,1.04228284,-0.80372981
-2.36818409,3.99109011,-2.80206503,0.00105316,-0.00136140,0.01909332,-0.01970510,0.12317540,-0.09474896,2.38154444,-1.52991905,0.00576578,-0.00656973,0.12689379,-0.08374805,1.43776394,-1.08031333,1.08041493,-0.83304659
-2.36218109,4.09663287,-2.87915162,0.00101798,-0.00135234,0.01995259,-0.01883464,0.12715352,-0.09740571,2.42466233,-1.56295420,0.00574010,-0.00649254,0.13080675,-0.08584518,1.50133128,-1.12229667,1.11932266,-0.86357760
-2.35617809,4.19823520,-2.96378199,0.00098652,-0.00133643,0.02082334,-0.01818790,0.13111816,-0.10027529,2.46253510,-1.60150440,0.00573327,-0.00640522,0.13447986,-0.08834857,1.56614783,-1.16711910,1.15860418,-0.89537238
-2.35017509,4.29475909,-3.05561827,0.00095939,-0.00131419,0.02169416,-0.01775158,0.13501787,-0.10336188,2.49481267,-1.64510825,0.00574621,-0.00630990,0.13786275,-0.09123780,1.63141603,-1.21490288,1.19778723,-0.92845532
-2.34417209,4.38504892,-3.15419191,0.00093711,-0.00128627,0.02255423,-0.01751038,0.13879616,-0.10666584,2.52124253,-1.69323058,0.00577922,-0.00620898,0.14090838,-0.09448607,1.69622783,-1.26570369,1.23633931,-0.96281484
-2.33816908,4.46796174,-3.25888737,0.00092001,-0.00125338,0.02339342,-0.01744741,0.14239304,-0.11018243,2.54167850,-1.74526443,0.00583198,-0.00610512,0.14357436,-0.09806013,1.75958448,-1.31949362,1.27368087,-0.99839297
-2.33216608,4.54240025,-3.36892839,0.00090832,-0.00121631,0.02420253,-0.01754461,0.14574666,-0.11390066,2.55608756,-1.80053400,0.00590356,-0.00600106,0.14582405,-0.10192017,1.82042091,-1.37614536,1.30920098,-1.03507616
