energy_ev,total_up,C_s_up,C_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-6.00000000,1.20170948,0.01668168,0.08810840,0.01861772,0.63964037,0.49886286,0.17365692
-5.99399700,1.21397588,0.01737444,0.08612763,0.02001887,0.65194874,0.51840589,0.17310435
-5.98799400,1.22836704,0.01812120,0.08403669,0.02154245,0.66592504,0.53973727,0.17271386
-5.98199100,1.24535949,0.01891915,0.08189339,0.02318738,0.68178355,0.56290035,0.17258306
-5.97598799,1.26533657,0.01976286,0.07975433,0.02495027,0.69967810,0.58787641,0.17279939
-5.96998499,1.28856731,0.02064410,0.07767350,0.02682532,0.71969057,0.61457812,0.17343677
-5.96398199,1.31519165,0.02155186,0.07570114,0.02880410,0.74182310,0.64284616,0.17455302
-5.95797899,1.34521217,0.02247249,0.07388291,0.03087561,0.76599414,0.67244943,0.17618807
-5.95197599,1.37849268,0.02338995,0.07225930,0.03302633,0.79203850,0.70308861,0.17836313
-5.94597299,1.41476343,0.02428628,0.07086540,0.03524043,0.81971123,0.73440314,0.18108061
-5.93996998,1.45363241,0.02514214,0.06973087,0.03750008,0.84869523,0.76598116,0.18432497
-5.93396698,1.49460206,0.02593748,0.06888010,0.03978582,0.87861201,0.79737221,0.18806420
-5.92796398,1.53709053,0.02665229,0.06833260,0.04207701,0.90903515,0.82810178,0.19225199
-5.92196098,1.58045633,0.02726737,0.06810348,0.04435232,0.93950596,0.85768747,0.19683039
-5.91595798,1.62402537,0.02776518,0.06820403,0.04659034,0.96955036,0.88565578,0.20173289
-5.90995498,1.66711909,0.02813055,0.06864233,0.04877009,0.99869669,0.91155895,0.20688773
-5.90395198,1.70908275,0.02835146,0.06942389,0.05087168,1.02649340,0.93499114,0.21222140
-5.89794897,1.74931264,0.02841966,0.07055229,0.05287680,1.05252628,0.95560338,0.21766212
-5.89194597,1.78728153,0.02833116,0.07202978,0.05476937,1.07643445,0.97311668,0.22314328
-5.88594297,1.82256150,0.02808665,0.07385775,0.05653601,1.09792484,0.98733290,0.22860670
-5.87993997,1.85484348,0.02769174,0.07603726,0.05816651,1.11678463,0.99814316,0.23400565
-5.87393697,1.88395329,0.02715700,0.07856941,0.05965426,1.13289141,1.00553345,0.23930755
-5.86793397,1.90986367,0.02649796,0.08145560,0.06099657,1.14622098,1.00958760,0.24449636
-5.86193097,1.93270231,0.02573487,0.08469778,0.06219494,1.15685259,1.01048756,0.24957446
-5.85592796,1.95275579,0.02489234,0.08829853,0.06325523,1.16497158,1.00851114,0.25456420
-5.84992496,1.97046957,0.02399897,0.09226109,0.06418769,1.17086961,1.00402770,0.25950883
-5.84392196,1.98644402,0.02308675,0.09658921,0.06500694,1.17494240,0.99749177,0.26447305
-5.83791896,2.00142685,0.02219046,0.10128704,0.06573177,1.17768513,0.98943528,0.26954287
-5.83191596,2.01630207,0.02134705,0.10635880,0.06638490,1.17968573,0.98045854,0.27482502
-5.82591296,2.03207566,0.02059491,0.11180846,0.06699249,1.18161594,0.97122048,0.28044570
-5.81990995,2.04985840,0.01997319,0.11763934,0.06758368,1.18422058,0.96242825,0.28654874
-5.81390695,2.07084583,0.01952103,0.12385369,0.06818983,1.18830491,0.95482678,0.29329313
-5.80790395,2.09629595,0.01927688,0.13045228,0.06884378,1.19472028,0.94918811,0.30085004
-5.80190095,2.12750461,0.01927773,0.13743401,0.06957892,1.20434835,0.94630093,0.30939920
-5.79589795,2.16577926,0.01955834,0.14479558,0.07042820,1.21808379,0.94696031,0.31912473
-5.78989495,2.21241109,0.02015059,0.15253129,0.07142306,1.23681592,0.95195760,0.33021062
-5.78389195,2.26864618,0.02108259,0.16063289,0.07259230,1.26140930,0.96207049,0.34283572
-5.77788894,2.33565604,0.02237803,0.16908961,0.07396093,1.29268372,0.97805325,0.35716853
-5.77188594,2.41450797,0.02405536,0.17788831,0.07554910,1.33139382,1.00062688,0.37336175
-5.76588294,2.50613589,0.02612706,0.18701370,0.07737096,1.37820877,1.03046927,0.39154691
-5.75987994,2.61131220,0.02859889,0.19644876,0.07943375,1.43369245,1.06820510,0.41182905
-5.75387694,2.73062132,0.03146926,0.20617510,0.08173695,1.49828466,1.11439558,0.43428172
-5.74787394,2.86443564,0.03472862,0.21617348,0.08427164,1.57228390,1.16952789,0.45894248
-5.74187094,3.01289454,0.03835897,0.22642419,0.08702004,1.65583220,1.23400441,0.48580902
-5.73586793,3.17588730,0.04233358,0.23690743,0.08995536,1.74890273,1.30813184,0.51483601
-5.72986493,3.35304039,0.04661685,0.24760357,0.09304188,1.85129061,1.39211034,0.54593303
-5.72386193,3.54371000,0.05116439,0.25849317,0.09623537,1.96260743,1.48602299,0.57896343
-5.71785893,3.74698015,0.05592340,0.26955691,0.09948374,2.08227997,1.58982574,0.61374448
-5.71185593,3.96166679,0.06083330,0.28077521,0.10272815,2.20955334,1.70333833,0.65004866
-5.70585293,4.18632820,0.06582667,0.29212768,0.10590422,2.34349866,1.82623652,0.68760621
-5.69984992,4.41928158,0.07083044,0.30359231,0.10894365,2.48302539,1.95804591,0.72610892
-5.69384692,4.65862559,0.07576735,0.31514455,0.11177601,2.62689798,2.09813796,0.76521496
-5.68784392,4.90226853,0.08055773,0.32675613,0.11433066,2.77375652,2.24572831,0.80455478
-5.68184092,5.14796124,0.08512130,0.33839394,0.11653887,2.92214079,2.39987801,0.84373769
-5.67583792,5.39333396,0.08937925,0.35001874,0.11833588,3.07051707,2.55949761,0.88235916
-5.66983492,5.63593601,0.09325630,0.36158405,0.11966293,3.21730662,2.72335452,0.92000828
-5.66383192,5.87327705,0.09668270,0.37303510,0.12046918,3.36091520,2.89008354,0.95627547
-5.65782891,6.10286861,0.09959618,0.38430800,0.12071341,3.49976237,3.05820061,0.99075984
-5.65182591,6.32226470,0.10194370,0.39532921,0.12036544,3.63230971,3.22611969,1.02307617
-5.64582291,6.52910025,0.10368288,0.40601529,0.11940715,3.75708704,3.39217235,1.05286130
-5.63981991,6.72112636,0.10478318,0.41627315,0.11783321,3.87271591,3.55463005,1.07977960
-5.63381691,6.89624155,0.10522667,0.42600058,0.11565125,3.97792966,3.71172844,1.10352758
-5.62781391,7.05251849,0.10500837,0.43508736,0.11288171,4.07158971,3.86169346,1.12383746
-5.62181091,7.18822592,0.10413623,0.44341677,0.10955718,4.15269795,4.00276858,1.14047984
-5.61580790,7.30184581,0.10263067,0.45086751,0.10572135,4.22040515,4.13324284,1.15326533
-5.60980490,7.39208595,0.10052372,0.45731607,0.10142766,4.27401574,4.25147896,1.16204548
-5.60380190,7.45788866,0.09785788,0.46263947,0.09673758,4.31298936,4.35594121,1.16671299
-5.59779890,7.49843602,0.09468462,0.46671823,0.09171868,4.33693976,4.44522238,1.16720143
-5.59179590,7.51315262,0.09106272,0.46943961,0.08644266,4.34563159,4.51806925,1.16348455
-5.58579290,7.50170627,0.08705647,0.47070089,0.08098322,4.33897591,4.57340635,1.15557553
-5.57978989,7.46400756,0.08273377,0.47041267,0.07541400,4.31702487,4.61035716,1.14352603
-5.57378689,7.40020856,0.07816425,0.46850209,0.06980671,4.27996619,4.62826258,1.12742527
-5.56778389,7.31070121,0.07341753,0.46491570,0.06422935,4.22811779,4.62669606,1.10739922
-5.56178089,7.19611514,0.06856148,0.45962204,0.05874474,4.16192288,4.60547506,1.08360974
-5.55577789,7.05731516,0.06366083,0.45261368,0.05340934,4.08194556,4.56466850,1.05625373
-5.54977489,6.89539785,0.05877591,0.44390874,0.04827236,3.98886682,4.50459994,1.02556212
-5.54377189,6.71168678,0.05396164,0.43355169,0.04337521,3.88348078,4.42584615,0.99179866
-5.53776888,6.50772592,0.04926680,0.42161346,0.03875129,3.76669084,4.32923118,0.95525837
-5.53176588,6.28527053,0.04473360,0.40819078,0.03442604,3.63950536,4.21581579,0.91626542
-5.52576288,6.04627500,0.04039742,0.39340481,0.03041732,3.50303246,4.08688232,0.87517059
-5.51975988,5.79287727,0.03628683,0.37739901,0.02673597,3.35847357,3.94391548,0.83234798
-5.51375688,5.52737960,0.03242381,0.36033646,0.02338663,3.20711548,3.78857919,0.78819115
-5.50775388,5.25222560,0.02882413,0.34239650,0.02036861,3.05032068,3.62269022,0.74310871
-5.50175088,4.96997391,0.02549788,0.32377107,0.01767693,2.88951591,3.44818910,0.69751934
-5.49574787,4.68326877,0.02245005,0.30466065,0.01530340,2.72617911,3.26710910,0.65184650
-5.48974487,4.39480847,0.01968131,0.28527016,0.01323767,2.56182478,3.08154413,0.60651296
-5.48374187,4.10731228,0.01718866,0.26580474,0.01146835,2.39798831,2.89361623,0.56193525
-5.47773887,3.82348692,0.01496624,0.24646580,0.00998391,2.23620955,2.70544364,0.51851846
-5.47173587,3.54599349,0.01300601,0.22744725,0.00877371,2.07801603,2.51911000,0.47665127
-5.46573287,3.27741596,0.01129848,0.20893220,0.00782869,1.92490645,2.33663560,0.43670167
-5.45972986,3.02023169,0.00983332,0.19109004,0.00714217,1.77833465,2.15995099,0.39901327
-5.45372686,2.77678493,0.00859994,0.17407420,0.00671032,1.63969453,1.99087341,0.36390238
-5.44772386,2.54926350,0.00758797,0.15802033,0.00653259,1.51030610,1.83108647,0.33165593
-5.44172086,2.33967875,0.00678767,0.14304519,0.00661197,1.39140275,1.68212277,0.30252999
-5.43571786,2.14984875,0.00619023,0.12924593,0.00695503,1.28411972,1.54534969,0.27674904
-5.42971486,1.98138434,0.00578792,0.11670001,0.00757186,1.18948363,1.42195802,0.25450569
-5.42371186,1.83567733,0.00557427,0.10546545,0.00847575,1.10840276,1.31295296,0.23596073
-5.41770885,1.71389047,0.00554401,0.09558143,0.00968275,1.04165794,1.21914727,0.22124333
-5.41170585,1.61694811,0.00569299,0.08706921,0.01121099,0.98989352,1.14115612,0.21045119
-5.40570285,1.54552724,0.00601798,0.07993311,0.01307988,0.95360832,1.07939315,0.20365050
-5.39969985,1.50004822,0.00651641,0.07416170,0.01530906,0.93314623,1.03406759,0.20087553
-5.39369685,1.48066492,0.00718602,0.06972888,0.01791725,0.92868652,1.00518221,0.20212779
-5.38769385,1.48725442,0.00802444,0.06659511,0.02092094,0.94023396,0.99253210,0.20737483
-5.38169085,1.51940648,0.00902875,0.06470838,0.02433302,0.96760897,0.99570450,0.21654857
-5.37568784,1.57641360,0.01019500,0.06400531,0.02816133,1.01043845,1.01407991,0.22954344
-5.36968484,1.65726261,0.01151775,0.06441210,0.03240719,1.06814804,1.04683518,0.24621439
-5.36368184,1.76062920,0.01298962,0.06584542,0.03706409,1.13995649,1.09294898,0.26637516
-5.35767884,1.88487686,0.01460085,0.06821345,0.04211643,1.22487343,1.15121050,0.28979695
-5.35167584,2.02806178,0.01633902,0.07141683,0.04753853,1.32170130,1.22023199,0.31620789
-5.34567284,2.18794536,0.01818878,0.07534983,0.05329391,1.42904264,1.29846576,0.34529352
-5.33966983,2.36201547,0.02013175,0.07990167,0.05933494,1.54531345,1.38422612,0.37669871
-5.33366683,2.54751774,0.02214655,0.08495792,0.06560288,1.66876328,1.47571643,0.41003099
-5.32766383,2.74149710,0.02420895,0.09040229,0.07202844,1.79750240,1.57106133,0.44486567
-5.32166083,2.94084972,0.02629220,0.09611847,0.07853277,1.92953588,1.66834359,0.48075259
-5.31565783,3.14238457,0.02836753,0.10199221,0.08502896,2.06280425,1.76564503,0.51722452
-5.30965483,3.34289316,0.03040474,0.10791355,0.09142408,2.19522959,1.86109036,0.55380704
-5.30365183,3.53922549,0.03237299,0.11377912,0.09762152,2.32476580,1.95289255,0.59002949
-5.29764882,3.72836950,0.03424163,0.11949435,0.10352378,2.44945138,2.03939818,0.62543670
-5.29164582,3.90753092,0.03598113,0.12497566,0.10903544,2.56746248,2.11913099,0.65960097
-5.28564282,4.07421025,0.03756404,0.13015232,0.11406632,2.67716417,2.19083178,0.69213369
-5.27963982,4.22627316,0.03896594,0.13496807,0.11853457,2.77715750,2.25349292,0.72269619
-5.27363682,4.36201122,0.04016632,0.13938230,0.12236962,2.86632027,2.30638594,0.75100912
-5.26763382,4.48018970,0.04114939,0.14337066,0.12551485,2.94383941,2.34908084,0.77686002
-5.26163082,4.58008025,0.04190475,0.14692524,0.12792978,3.00923344,2.38145629,0.80010852
-5.25562781,4.66147650,0.04242782,0.15005412,0.12959179,3.06236377,2.40370024,0.82068901
-5.24962481,4.72469195,0.04272022,0.15278039,0.13049706,3.10343440,2.41630099,0.83861064
-5.24362181,4.77054014,0.04278976,0.15514065,0.13066091,3.13297989,2.42002917,0.85395456
-5.23761881,4.80029810,0.04265031,0.15718314,0.13011731,3.15184233,2.41591174,0.86686867
-5.23161581,4.81565514,0.04232146,0.15896552,0.12891771,3.16113857,2.40519926,0.87756019
-5.22561281,4.81864952,0.04182788,0.16055244,0.12712913,3.16221926,2.38932816,0.88628638
-5.21960980,4.81159632,0.04119860,0.16201312,0.12483166,3.15662202,2.36987971,0.89334417
-5.21360680,4.79701021,0.04046610,0.16341900,0.12211547,3.14602085,2.34853769,0.89905901
-5.20760380,4.77752661,0.03966529,0.16484154,0.11907745,3.13217440,2.32704645,0.90377384
-5.20160080,4.75582512,0.03883243,0.16635041,0.11581761,3.11687522,2.30717085,0.90783850
-5.19559780,4.73455817,0.03800410,0.16801206,0.11243554,3.10190237,2.29065946,0.91160027
-5.18959480,4.71628770,0.03721610,0.16988870,0.10902689,3.08897878,2.27921172,0.91539585
-5.18359180,4.70343171,0.03650256,0.17203779,0.10568018,3.07973493,2.27444960,0.91954511
-5.17758879,4.69822164,0.03589505,0.17451185,0.10247404,3.07567950,2.27789377,0.92434659
-5.17158579,4.70267111,0.03542196,0.17735871,0.09947495,3.07817708,2.29094382,0.93007492
-5.16558279,4.71855509,0.03510791,0.18062195,0.09673561,3.08843287,2.31486203,0.93697978
-5.15957979,4.74739859,0.03497351,0.18434154,0.09429396,3.10748340,2.35075973,0.94528615
-5.15357679,4.79047288,0.03503515,0.18855441,0.09217286,3.13619243,2.39958544,0.95519560
-5.14757379,4.84879733,0.03530508,0.19329500,0.09038048,3.17525047,2.46211375,0.96688787
-5.14157079,4.92314453,0.03579152,0.19859549,0.08891117,3.22517682,2.53893444,0.98052253
-5.13556778,5.01404673,0.03649900,0.20448586,0.08774702,3.28632269,2.63044134,0.99624017
-5.12956478,5.12180186,0.03742875,0.21099346,0.08685965,3.35887430,2.73682074,1.01416277
-5.12356178,5.24647774,0.03857909,0.21814231,0.08621244,3.44285526,2.85803990,1.03439302
-5.11755878,5.38791394,0.03994591,0.22595198,0.08576288,3.53812770,2.99383611,1.05701239
-5.11155578,5.54572110,0.04152308,0.23443629,0.08546497,3.64439211,3.14370746,1.08207811
-5.10555278,5.71927834,0.04330282,0.24360173,0.08527160,3.76118635,3.30690647,1.10961899
-5.09954977,5.90772974,0.04527601,0.25344586,0.08513668,3.88788429,3.48243805,1.13963060
-5.09354677,6.10998148,0.04743234,0.26395585,0.08501708,4.02369519,3.66906304,1.17207005
-5.08754377,6.32470116,0.04976047,0.27510713,0.08487419,4.16766483,3.86530856,1.20685078
-5.08154077,6.55032123,0.05224799,0.28686252,0.08467518,4.31867936,4.06948601,1.24383803
-5.07553777,6.78504783,0.05488133,0.29917166,0.08439370,4.47547301,4.27971714,1.28284526
-5.06953477,7.02687648,0.05764561,0.31197112,0.08401041,4.63664018,4.49396803,1.32363207
-5.06353177,7.27361512,0.06052443,0.32518497,0.08351288,4.80065254,4.71009034,1.36590384
-5.05752876,7.52291469,0.06349963,0.33872591,0.08289536,4.96588097,4.92586846,1.40931342
-5.05152576,7.77230664,0.06655105,0.35249692,0.08215812,5.13062211,5.13907069,1.45346489
-5.04552276,8.01924628,0.06965640,0.36639322,0.08130661,5.29312861,5.34750240,1.49791925
-5.03951976,8.26116015,0.07279108,0.38030459,0.08035046,5.45164203,5.54905831,1.54220201
-5.03351676,8.49549535,0.07592820,0.39411769,0.07930242,5.60442693,5.74177152,1.58581224
-5.02751376,8.71976842,0.07903860,0.40771838,0.07817714,5.74980466,5.92385656,1.62823270
-5.02151076,8.93161149,0.08209104,0.42099380,0.07699017,5.88618520,6.09374425,1.66894064
-5.01550775,9.12881329,0.08505252,0.43383415,0.07575689,6.01209568,6.25010654,1.70741871
-5.00950475,9.30935329,0.08788865,0.44613401,0.07449164,6.12620414,6.39187014,1.74316558
-5.00350175,9.47142763,0.09056412,0.45779312,0.07320697,6.22733784,6.51821844,1.77570581
-4.99749875,9.61346586,0.09304336,0.46871675,0.07191309,6.31449538,6.62858202,1.80459862
-4.99149575,9.73413882,0.09529112,0.47881558,0.07061749,6.38685262,6.72261875,1.82944536
-4.98549275,9.83235781,0.09727316,0.48800514,0.06932473,6.44376260,6.80018524,1.84989547
-4.97948974,9.90726666,0.09895700,0.49620515,0.06803642,6.48475040,6.86130187,1.86565090
-4.97348674,9.95822805,0.10031261,0.50333864,0.06675137,6.50950361,6.90611407,1.87646918
-4.96748374,9.98480635,0.10131309,0.50933123,0.06546582,6.51786002,6.93485267,1.88216498
-4.96148074,9.98674889,0.10193533,0.51411064,0.06417385,6.50979353,6.94779628,1.88261074
-4.95547774,9.96396794,0.10216061,0.51760655,0.06286783,6.48539993,6.94523818,1.87773621
-4.94947474,9.91652514,0.10197508,0.51975104,0.06153899,6.44488349,6.92745993,1.86752746
-4.94347174,9.84461978,0.10137021,0.52047951,0.06017792,6.38854556,6.89471349,1.85202529
-4.93746873,9.74858200,0.10034310,0.51973223,0.05877521,6.31677574,6.84721265,1.83132345
-4.93146573,9.62887114,0.09889672,0.51745641,0.05732195,6.23004604,6.78513409,1.80556656
-4.92546273,9.48607903,0.09703993,0.51360877,0.05581031,6.12890803,6.70862766,1.77494803
-4.91945973,9.32093737,0.09478753,0.50815828,0.05423396,6.01399260,6.61783460,1.73970773
-4.91345673,9.13432794,0.09216000,0.50108917,0.05258847,5.88601172,6.51291210,1.70012952
-4.90745373,8.92729389,0.08918325,0.49240371,0.05087162,5.74576137,6.39406204,1.65653853
-4.90145073,8.70105043,0.08588818,0.48212477,0.04908362,5.59412460,6.26156153,1.60929798
-4.89544772,8.45699278,0.08231008,0.47029784,0.04722720,5.43207372,6.11579266,1.55880553
-4.88944472,8.19669981,0.07848798,0.45699228,0.04530760,5.26067057,5.95726928,1.50548894
-4.88344172,7.92193170,0.07446391,0.44230189,0.04333248,5.08106405,5.78665844,1.44980108
-4.87743872,7.63462072,0.07028197,0.42634434,0.04131172,4.89448430,5.60479501,1.39221414
-4.87143572,7.33685422,0.06598749,0.40925978,0.03925713,4.70223298,5.41268791,1.33321318
-4.86543272,7.03085006,0.06162605,0.39120843,0.03718209,4.50566970,5.21151763,1.27328895
-4.85942971,6.71892466,0.05724258,0.37236727,0.03510113,4.30619466,5.00262464,1.21293030
-4.85342671,6.40345492,0.05288045,0.35292607,0.03302947,4.10522810,4.78748930,1.15261626
-4.84742371,6.08683512,0.04858062,0.33308279,0.03098256,3.90418712,4.56770423,1.09280795
-4.84142071,5.77143091,0.04438090,0.31303864,0.02897560,3.70446094,4.34494053,1.03394085
-4.83541771,5.45953213,0.04031532,0.29299302,0.02702309,3.50738558,4.12090965,0.97641742
-4.82941471,5.15330686,0.03641363,0.27313857,0.02513846,3.31421923,3.89732276,0.92060052
-4.82341171,4.85475861,0.03270094,0.25365651,0.02333365,3.12611930,3.67584984,0.86680790
-4.81740870,4.56568884,0.02919748,0.23471253,0.02161890,2.94412242,3.45808032,0.81530788
-4.81140570,4.28766647,0.02591862,0.21645329,0.02000251,2.76912837,3.24548730,0.76631662
-4.80540270,4.02200590,0.02287490,0.19900387,0.01849075,2.60188868,3.03939686,0.71999683
-4.79939970,3.76975455,0.02007227,0.18246589,0.01708782,2.44300057,2.84096386,0.67645838
-4.79339670,3.53169056,0.01751243,0.16691670,0.01579590,2.29290671,2.65115514,0.63576042
-4.78739370,3.30833066,0.01519329,0.15240944,0.01461531,2.15190073,2.47074070,0.59791531
-4.78139070,3.09994812,0.01310941,0.13897383,0.01354468,2.02013848,2.30029290,0.56289399
-4.77538769,2.90659971,0.01125265,0.12661786,0.01258126,1.89765456,2.14019351,0.53063276
-4.76938469,2.72816058,0.00961265,0.11532996,0.01172119,1.78438350,1.99064792,0.50104116
-4.76338169,2.56436562,0.00817747,0.10508179,0.01095989,1.68018464,1.85170563,0.47401062
-4.75737869,2.41485513,0.00693414,0.09583126,0.01029237,1.58486973,1.72328565,0.44942368
-4.75137569,2.27922306,0.00586916,0.08752581,0.00971361,1.49823192,1.60520559,0.42716326
-4.74537269,2.15706539,0.00496902,0.08010567,0.00921890,1.42007493,1.49721281,0.40712169
-4.73936968,2.04802649,0.00422055,0.07350704,0.00880416,1.35024097,1.39901603,0.38920911
-4.73336668,1.95184122,0.00361133,0.06766507,0.00846620,1.28863604,1.31031598,0.37336082
-4.72736368,1.86837087,0.00312991,0.06251647,0.00820297,1.23525140,1.23083355,0.35954333
-4.72136068,1.79763091,0.00276604,0.05800176,0.00801367,1.19018000,1.16033413,0.34775872
-4.71535768,1.73980916,0.00251076,0.05406699,0.00789884,1.15362688,1.09864722,0.33804707
-4.70935468,1.69527333,0.00235649,0.05066507,0.00786042,1.12591285,1.04568024,0.33048686
-4.70335168,1.66456698,0.00229699,0.04775651,0.00790161,1.10747085,1.00142627,0.32519319
-4.69734867,1.64839404,0.00232728,0.04530968,0.00802680,1.09883503,0.96596519,0.32231381
-4.69134567,1.64759190,0.00244352,0.04330067,0.00824129,1.10062244,0.93945855,0.32202305
-4.68534267,1.66309398,0.00264284,0.04171268,0.00855104,1.11350805,0.92213833,0.32451386
-4.67933967,1.69588324,0.00292306,0.04053507,0.00896230,1.13819384,0.91429029,0.32998818
-4.67333667,1.74693823,0.00328251,0.03976215,0.00948126,1.17537308,0.91623291,0.33864610
-4.66733367,1.81717404,0.00371971,0.03939171,0.01011358,1.22569140,0.92829278,0.35067411
-4.66133067,1.90738073,0.00423308,0.03942349,0.01086400,1.28970614,0.95077802,0.36623304
-4.65532766,2.01816203,0.00482068,0.03985754,0.01173585,1.36784594,0.98395086,0.38544625
-4.64932466,2.14987731,0.00547987,0.04069266,0.01273065,1.46037262,1.02800100,0.40838853
-4.64332166,2.30258977,0.00620711,0.04192493,0.01384775,1.56734716,1.08302102,0.43507638
-4.63731866,2.47602375,0.00699769,0.04354637,0.01508396,1.68860172,1.14898529,0.46546014
-4.63131566,2.66953366,0.00784558,0.04554394,0.01643335,1.82371950,1.22573357,0.49941846
-4.62531266,2.88208667,0.00874329,0.04789868,0.01788705,1.97202370,1.31296019,0.53675544
-4.61930965,3.11226064,0.00968179,0.05058530,0.01943324,2.13257669,1.41020954,0.57720080
-4.61330665,3.35825828,0.01065056,0.05357197,0.02105715,2.30418988,1.51687836,0.62041320
-4.60730365,3.61793741,0.01163765,0.05682057,0.02274129,2.48544440,1.63222463,0.66598652
