energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Cu_p_up,Cu_d_up,Se_s_up,Se_p_up
-5.84392196,3.97604202,0.02912150,0.37398913,0.01987242,0.00000000,0.48591825,0.64213888,0.07307551,1.54084947
-5.83791896,3.73020672,0.02727393,0.35195887,0.01871891,0.00000000,0.45487308,0.60388188,0.06859718,1.44318897
-5.83191596,3.47681951,0.02538265,0.32905739,0.01752210,0.00000000,0.42316539,0.56415109,0.06396207,1.34297075
-5.82591296,3.21967255,0.02347547,0.30565084,0.01630009,0.00000000,0.39124651,0.52357503,0.05924448,1.24164657
-5.81990995,2.96243437,0.02157940,0.28209640,0.01507064,0.00000000,0.35955319,0.48276562,0.05451622,1.14061476
-5.81390695,2.70856867,0.01972012,0.25873459,0.01385083,0.00000000,0.32849859,0.44230460,0.04984499,1.04118902
-5.80790395,2.46126725,0.01792151,0.23588280,0.01265673,0.00000000,0.29846507,0.40273217,0.04529316,0.94457295
-5.80190095,2.22339876,0.01620531,0.21383037,0.01150313,0.00000000,0.26979878,0.36453828,0.04091675,0.85184053
-5.79589795,1.99747421,0.01459093,0.19283522,0.01040339,0.00000000,0.24280622,0.32815656,0.03676480,0.76392315
-5.78989495,1.78562917,0.01309536,0.17312212,0.00936934,0.00000000,0.21775271,0.29396119,0.03287910,0.68160308
-5.78389195,1.58962165,0.01173319,0.15488236,0.00841122,0.00000000,0.19486264,0.26226621,0.02929411,0.60551292
-5.77788894,1.41084428,0.01051677,0.13827487,0.00753777,0.00000000,0.17432125,0.23332744,0.02603730,0.53614047
-5.77188594,1.25034844,0.00945638,0.12342846,0.00675629,0.00000000,0.15627774,0.20734635,0.02312958,0.47383826
-5.76588294,1.10887799,0.00856057,0.11044492,0.00607278,0.00000000,0.14084916,0.18447558,0.02058600,0.41883656
-5.75987994,0.98690954,0.00783646,0.09940283,0.00549214,0.00000000,0.12812509,0.16482573,0.01841653,0.37125900
-5.75387694,0.88469654,0.00729006,0.09036161,0.00501834,0.00000000,0.11817227,0.14847277,0.01662686,0.33113954
-5.74787394,0.80231440,0.00692663,0.08336570,0.00465464,0.00000000,0.11103929,0.13546568,0.01521930,0.29843987
-5.74187094,0.73970385,0.00675098,0.07844849,0.00440377,0.00000000,0.10676067,0.12583388,0.01419354,0.27306620
-5.73586793,0.69671049,0.00676769,0.07563574,0.00426809,0.00000000,0.10536022,0.11959397,0.01354737,0.25488472
-5.72986493,0.67311850,0.00698136,0.07494838,0.00424975,0.00000000,0.10685351,0.11675548,0.01327729,0.24373495
-5.72386193,0.66867717,0.00739668,0.07640445,0.00435077,0.00000000,0.11124918,0.11732530,0.01337893,0.23944062
-5.71785893,0.68311931,0.00801847,0.08002006,0.00457309,0.00000000,0.11854913,0.12131069,0.01384737,0.24181781
-5.71185593,0.71617120,0.00885161,0.08580939,0.00491854,0.00000000,0.12874756,0.12872062,0.01467723,0.25068012
-5.70585293,0.76755396,0.00990088,0.09378358,0.00538883,0.00000000,0.14182899,0.13956549,0.01586268,0.26584112
-5.69984992,0.83697712,0.01117074,0.10394872,0.00598537,0.00000000,0.15776533,0.15385524,0.01739721,0.28711420
-5.69384692,0.92412511,0.01266499,0.11630292,0.00670915,0.00000000,0.17651234,0.17159603,0.01927342,0.31431027
-5.68784392,1.02863796,0.01438640,0.13083268,0.00756052,0.00000000,0.19800559,0.19278559,0.02148256,0.34723357
-5.68184092,1.15008777,0.01633625,0.14750873,0.00853894,0.00000000,0.22215638,0.21740757,0.02401414,0.38567642
-5.67583792,1.28795261,0.01851393,0.16628151,0.00964270,0.00000000,0.24884777,0.24542517,0.02685546,0.42941310
-5.66983492,1.44158974,0.02091641,0.18707671,0.01086871,0.00000000,0.27793118,0.27677438,0.02999115,0.47819373
-5.66383192,1.61020991,0.02353781,0.20979095,0.01221216,0.00000000,0.30922373,0.31135726,0.03340282,0.53173846
-5.65782891,1.79285457,0.02636898,0.23428804,0.01366632,0.00000000,0.34250670,0.34903557,0.03706872,0.58973248
-5.65182591,1.98837780,0.02939716,0.26039607,0.01522236,0.00000000,0.37752522,0.38962523,0.04096361,0.65182232
-5.64582291,2.19543423,0.03260566,0.28790553,0.01686915,0.00000000,0.41398949,0.43289198,0.04505867,0.71761366
-5.63981991,2.41247440,0.03597377,0.31656878,0.01859321,0.00000000,0.45157742,0.47854846,0.04932167,0.78667090
-5.63381691,2.63774831,0.03947667,0.34610106,0.02037875,0.00000000,0.48993892,0.52625322,0.05371723,0.85851855
-5.62781391,2.86931787,0.04308554,0.37618313,0.02220772,0.00000000,0.52870165,0.57561171,0.05820735,0.93264450
-5.62181091,3.10507832,0.04676781,0.40646560,0.02406002,0.00000000,0.56747805,0.62617955,0.06275203,1.00850499
-5.61580790,3.34278843,0.05048754,0.43657507,0.02591382,0.00000000,0.60587357,0.67746800,0.06731006,1.08553123
-5.60980490,3.58010885,0.05420603,0.46612182,0.02774594,0.00000000,0.64349577,0.72895180,0.07183999,1.16313726
-5.60380190,3.81464762,0.05788242,0.49470897,0.02953233,0.00000000,0.67996389,0.78007899,0.07630115,1.24072896
-5.59779890,4.04401144,0.06147458,0.52194282,0.03124861,0.00000000,0.71491864,0.83028270,0.08065478,1.31771366
-5.59179590,4.26586097,0.06494000,0.54744408,0.03287076,0.00000000,0.74803184,0.87899446,0.08486513,1.39351029
-5.58579290,4.47796841,0.06823678,0.57085947,0.03437567,0.00000000,0.77901549,0.92565854,0.08890062,1.46755952
-5.57978989,4.67827512,0.07132469,0.59187334,0.03574193,0.00000000,0.80762994,0.96974696,0.09273487,1.53933373
-5.57378689,4.86494721,0.07416621,0.61021878,0.03695037,0.00000000,0.83369092,1.01077445,0.09634761,1.60834647
-5.56778389,5.03642697,0.07672754,0.62568766,0.03798477,0.00000000,0.85707512,1.04831286,0.09972548,1.67416132
-5.56178089,5.19147801,0.07897956,0.63813930,0.03883235,0.00000000,0.87772412,1.08200438,0.10286264,1.73639973
-5.55577789,5.32922235,0.08089869,0.64750703,0.03948426,0.00000000,0.89564652,1.11157302,0.10576105,1.79474792
-5.54977489,5.44916781,0.08246759,0.65380261,0.03993588,0.00000000,0.91091832,1.13683379,0.10843061,1.84896264
-5.54377189,5.55122444,0.08367567,0.65711787,0.04018708,0.00000000,0.92368138,1.15769915,0.11088891,1.89887562
-5.53776888,5.63570913,0.08451950,0.65762376,0.04024225,0.00000000,0.93414010,1.17418244,0.11316081,1.94439670
-5.53176588,5.70333787,0.08500291,0.65556639,0.04011023,0.00000000,0.94255650,1.18639799,0.11527760,1.98551554
-5.52576288,5.75520586,0.08513695,0.65126038,0.03980409,0.00000000,0.94924371,1.19455790,0.11727599,2.02230188
-5.51975988,5.79275571,0.08493962,0.64507966,0.03934076,0.00000000,0.95455820,1.19896556,0.11919681,2.05490413
-5.51375688,5.81773474,0.08443540,0.63744590,0.03874055,0.00000000,0.95889092,1.20000605,0.12108348,2.08354639
-5.50775388,5.83214283,0.08365459,0.62881530,0.03802656,0.00000000,0.96265757,1.19813388,0.12298036,2.10852370
-5.50175088,5.83817228,0.08263256,0.61966388,0.03722401,0.00000000,0.96628841,1.19385843,0.12493095,2.13019559
-5.49574787,5.83814197,0.08140883,0.61047224,0.03635956,0.00000000,0.97021772,1.18772772,0.12697606,2.14897786
-5.48974487,5.83442802,0.08002607,0.60171013,0.03546052,0.00000000,0.97487330,1.18031117,0.12915204,2.16533275
-5.48374187,5.82939332,0.07852911,0.59382161,0.03455417,0.00000000,0.98066635,1.17218200,0.13148906,2.17975753
-5.47773887,5.82531863,0.07696387,0.58721141,0.03366707,0.00000000,0.98798184,1.16390003,0.13400963,2.19277183
-5.47173587,5.82433763,0.07537644,0.58223298,0.03282441,0.00000000,0.99716992,1.15599546,0.13672728,2.20490401
-5.46573287,5.82837839,0.07381212,0.57917880,0.03204949,0.00000000,1.00853833,1.14895447,0.13964567,2.21667694
-5.45972986,5.83911333,0.07231464,0.57827321,0.03136324,0.00000000,1.02234622,1.14320696,0.14275798,2.22859373
-5.45372686,5.85791953,0.07092546,0.57966811,0.03078393,0.00000000,1.03879960,1.13911704,0.14604671,2.24112383
-5.44772386,5.88585076,0.06968325,0.58344158,0.03032690,0.00000000,1.05804834,1.13697654,0.14948399,2.25469027
-5.44172086,5.92362211,0.06862347,0.58959942,0.03000445,0.00000000,1.08018504,1.13700167,0.15303225,2.26965832
-5.43571786,5.97160753,0.06777813,0.59807936,0.02982583,0.00000000,1.10524557,1.13933290,0.15664531,2.28632634
-5.42971486,6.02984994,0.06717567,0.60875776,0.02979732,0.00000000,1.13321126,1.14403789,0.16026991,2.30491907
-5.42371186,6.09808313,0.06684097,0.62145829,0.02992234,0.00000000,1.16401268,1.15111719,0.16384748,2.32558374
-5.41770885,6.17576388,0.06679541,0.63596207,0.03020172,0.00000000,1.19753448,1.16051219,0.16731620,2.34838910
-5.41170585,6.26211246,0.06705708,0.65201881,0.03063388,0.00000000,1.23362133,1.17211498,0.17061325,2.37332746
-5.40570285,6.35615900,0.06764093,0.66935818,0.03121512,0.00000000,1.27208429,1.18577925,0.17367701,2.40031943
-5.39969985,6.45679333,0.06855898,0.68770102,0.03193988,0.00000000,1.31270746,1.20133175,0.17644932,2.42922115
-5.39369685,6.56281525,0.06982046,0.70676961,0.03280098,0.00000000,1.35525429,1.21858350,0.17887747,2.45983337
-5.38769385,6.67298279,0.07143191,0.72629669,0.03378986,0.00000000,1.39947342,1.23734015,0.18091609,2.49191202
-5.38169085,6.78605579,0.07339720,0.74603272,0.03489675,0.00000000,1.44510355,1.25741088,0.18252851,2.52517933
-5.37568784,6.90083286,0.07571739,0.76575117,0.03611081,0.00000000,1.49187733,1.27861543,0.18368793,2.55933511
-5.36968484,7.01617993,0.07839055,0.78525165,0.03742024,0.00000000,1.53952399,1.30078878,0.18437796,2.59406737
-5.36368184,7.13104961,0.08141140,0.80436095,0.03881239,0.00000000,1.58777091,1.32378341,0.18459287,2.62906186
-5.35767884,7.24449109,0.08477087,0.82293201,0.04027374,0.00000000,1.63634413,1.34746910,0.18433724,2.66401007
-5.35167584,7.35565083,0.08845558,0.84084128,0.04178997,0.00000000,1.68496825,1.37173043,0.18362535,2.69861542
-5.34567284,7.46376542,0.09244726,0.85798464,0.04334601,0.00000000,1.73336600,1.39646225,0.18248006,2.73259761
-5.33966983,7.56814807,0.09672218,0.87427251,0.04492603,0.00000000,1.78125790,1.42156377,0.18093153,2.76569515
-5.33366683,7.66817099,0.10125056,0.88962449,0.04651356,0.00000000,1.82836264,1.44693155,0.17901565,2.79766637
-5.32766383,7.76324598,0.10599616,0.90396432,0.04809156,0.00000000,1.87439839,1.47245237,0.17677241,2.82828922
-5.32166083,7.85280571,0.11091589,0.91721528,0.04964258,0.00000000,1.91908563,1.49799639,0.17424423,2.85736032
-5.31565783,7.93628787,0.11595978,0.92929678,0.05114901,0.00000000,1.96215159,1.52341136,0.17147440,2.88469370
-5.30965483,8.01312434,0.12107099,0.94012236,0.05259327,0.00000000,2.00333643,1.54851851,0.16850555,2.91011967
-5.30365183,8.08273662,0.12618631,0.94959920,0.05395818,0.00000000,2.04240101,1.57311034,0.16537849,2.93348420
-5.29764882,8.14453833,0.13123679,0.95762942,0.05522728,0.00000000,2.07913603,1.59695087,0.16213113,2.95464895
-5.29164582,8.19794492,0.13614878,0.96411295,0.05638523,0.00000000,2.11337175,1.61977829,0.15879778,2.97349217
-5.28564282,8.24238982,0.14084526,0.96895173,0.05741817,0.00000000,2.14498790,1.64130997,0.15540865,2.98991035
-5.27963982,8.27734561,0.14524742,0.97205514,0.05831411,0.00000000,2.17392267,1.66124962,0.15198961,3.00382027
-5.27363682,8.30234838,0.14927652,0.97334586,0.05906328,0.00000000,2.20017998,1.67929609,0.14856221,3.01516134
-5.26763382,8.31702286,0.15285590,0.97276601,0.05965839,0.00000000,2.22383417,1.69515333,0.14514381,3.02389755
-5.26163082,8.32110570,0.15591308,0.97028284,0.06009486,0.00000000,2.24503107,1.70854080,0.14174793,3.03001859
-5.25562781,8.31446463,0.15838188,0.96589348,0.06037089,0.00000000,2.26398506,1.71920369,0.13838462,3.03353981
-5.24962481,8.29711088,0.16020454,0.95962843,0.06048754,0.00000000,2.28097148,1.72692225,0.13506088,3.03450036
-5.24362181,8.26920360,0.16133352,0.95155324,0.06044856,0.00000000,2.29631431,1.73151956,0.13178114,3.03295949
-5.23761881,8.23104469,0.16173318,0.94176828,0.06026019,0.00000000,2.31036942,1.73286738,0.12854767,3.02899071
-5.23161581,8.18306419,0.16138111,0.93040653,0.05993087,0.00000000,2.32350383,1.73088966,0.12536094,3.02267410
-5.22561281,8.12579653,0.16026894,0.91762930,0.05947080,0.00000000,2.33607198,1.72556352,0.12222002,3.01408703
-5.21960980,8.05984912,0.15840293,0.90362025,0.05889148,0.00000000,2.34839026,1.71691786,0.11912282,3.00329381
-5.21360680,7.98586539,0.15580386,0.88857799,0.05820521,0.00000000,2.36071112,1.70502964,0.11606639,2.99033511
-5.20760380,7.90448513,0.15250666,0.87270774,0.05742454,0.00000000,2.37319861,1.69001843,0.11304716,2.97521789
-5.20160080,7.81630503,0.14855949,0.85621258,0.05656178,0.00000000,2.38590678,1.67203953,0.11006122,2.95790688
-5.19559780,7.72184284,0.14402243,0.83928490,0.05562853,0.00000000,2.39876269,1.65127646,0.10710458,2.93831844
-5.18959480,7.62150812,0.13896588,0.82209856,0.05463530,0.00000000,2.41155545,1.62793328,0.10417351,2.91631762
-5.18359180,7.51558229,0.13346869,0.80480241,0.05359126,0.00000000,2.42393230,1.60222754,0.10126491,2.89171905
-5.17758879,7.40421014,0.12761610,0.78751544,0.05250401,0.00000000,2.43540253,1.57438420,0.09837670,2.86429210
-5.17158579,7.28740380,0.12149758,0.77032409,0.05137958,0.00000000,2.44534956,1.54463113,0.09550829,2.83377032
-5.16558279,7.16505966,0.11520474,0.75328168,0.05022250,0.00000000,2.45305093,1.51319633,0.09266105,2.79986502
-5.15957979,7.03698742,0.10882924,0.73641018,0.04903596,0.00000000,2.45770542,1.48030697,0.08983877,2.76228232
-5.15357679,6.90294954,0.10246086,0.71970409,0.04782212,0.00000000,2.45846623,1.44619027,0.08704809,2.72074302
-5.14757379,6.76270871,0.09618585,0.70313612,0.04658246,0.00000000,2.45447865,1.41107577,0.08429887,2.67500394
-5.14157079,6.61607985,0.09008539,0.68666432,0.04531821,0.00000000,2.44492016,1.37519872,0.08160443,2.62487968
-5.13556778,6.46298329,0.08423438,0.67024021,0.04403075,0.00000000,2.42904110,1.33880393,0.07898165,2.57026327
-5.12956478,6.30349498,0.07870050,0.65381712,0.04272202,0.00000000,2.40620362,1.30214965,0.07645093,2.51114450
-5.12356178,6.13789020,0.07354345,0.63735850,0.04139494,0.00000000,2.37591682,1.26551067,0.07403592,2.44762452
-5.11755878,5.96667732,0.06881447,0.62084524,0.04005363,0.00000000,2.33786631,1.22918023,0.07176306,2.37992573
-5.11155578,5.79061889,0.06455603,0.60428184,0.03870371,0.00000000,2.29193649,1.19347018,0.06966091,2.30839624
-5.10555278,5.61073823,0.06080166,0.58770078,0.03735233,0.00000000,2.23822455,1.15870908,0.06775928,2.23350833
-5.09954977,5.42831052,0.05757592,0.57116492,0.03600817,0.00000000,2.17704536,1.12523807,0.06608822,2.15585091
-5.09354677,5.24483871,0.05489442,0.55476771,0.03468138,0.00000000,2.10892723,1.09340450,0.06467681,2.07611632
-5.08754377,5.06201512,0.05276400,0.53863131,0.03338329,0.00000000,2.03459881,1.06355362,0.06355197,1.99508201
-5.08154077,4.88167113,0.05118281,0.52290253,0.03212613,0.00000000,1.95496793,1.03601856,0.06273710,1.91358824
-5.07553777,4.70571774,0.05014054,0.50774724,0.03092263,0.00000000,1.87109375,1.01110934,0.06225092,1.83251283
-5.06953477,4.53608037,0.04961870,0.49334319,0.02978566,0.00000000,1.78415362,0.98910142,0.06210623,1.75274449
-5.06353177,4.37463191,0.04959084,0.47987207,0.02872771,0.00000000,1.69540643,0.97022454,0.06230900,1.67515609
-5.05752876,4.22312773,0.05002301,0.46751111,0.02776054,0.00000000,1.60615442,0.95465272,0.06285758,1.60057927
-5.05152576,4.08314640,0.05087419,0.45642489,0.02689477,0.00000000,1.51770513,0.94249591,0.06374222,1.52978161
-5.04552276,3.95603924,0.05209692,0.44675767,0.02613951,0.00000000,1.43133524,0.93379408,0.06494491,1.46344756
-5.03951976,3.84289136,0.05363807,0.43862692,0.02550218,0.00000000,1.34825774,0.92851412,0.06643956,1.40216373
-5.03351676,3.74449579,0.05543971,0.43211825,0.02498827,0.00000000,1.26959358,0.92654988,0.06819258,1.34640906
-5.02751376,3.66134162,0.05744026,0.42728202,0.02460131,0.00000000,1.19634858,0.92772532,0.07016370,1.29655006
-5.02151076,3.59361591,0.05957568,0.42413181,0.02434281,0.00000000,1.12939605,0.93180089,0.07230723,1.25284076
-5.01550775,3.54121839,0.06178092,0.42264473,0.02421238,0.00000000,1.06946510,0.93848254,0.07457352,1.21542693
-5.00950475,3.50378711,0.06399135,0.42276346,0.02420785,0.00000000,1.01713445,0.94743302,0.07691060,1.18435381
-5.00350175,3.48073250,0.06614435,0.42439976,0.02432544,0.00000000,0.97283113,0.95828477,0.07926604,1.15957630
-4.99749875,3.47127704,0.06818090,0.42743929,0.02455998,0.00000000,0.93683329,0.97065363,0.08158872,1.14097069
-4.99149575,3.47449730,0.07004700,0.43174710,0.02490509,0.00000000,0.90927626,0.98415261,0.08383066,1.12834668
-4.98549275,3.48936535,0.07169512,0.43717374,0.02535340,0.00000000,0.89016087,0.99840478,0.08594863,1.12145885
-4.97948974,3.51478671,0.07308533,0.44356123,0.02589668,0.00000000,0.87936317,1.01305479,0.08790550,1.12001655
-4.97348674,3.54963244,0.07418623,0.45074878,0.02652600,0.00000000,0.87664469,1.02777811,0.08967137,1.12369177
-4.96748374,3.59276368,0.07497558,0.45857775,0.02723175,0.00000000,0.88166260,1.04228776,0.09122422,1.13212432
-4.96148074,3.64304765,0.07544058,0.46689570,0.02800369,0.00000000,0.89397931,1.05633811,0.09255018,1.14492445
-4.95547774,3.69936492,0.07557778,0.47555933,0.02883094,0.00000000,0.91307128,1.06972572,0.09364346,1.16167297
-4.94947474,3.76060856,0.07539265,0.48443615,0.02970191,0.00000000,0.93833697,1.08228737,0.09450570,1.18191932
-4.94347174,3.82567650,0.07489883,0.49340502,0.03060423,0.00000000,0.96910413,1.09389555,0.09514512,1.20517827
-4.93746873,3.89345893,0.07411702,0.50235564,0.03152468,0.00000000,1.00463674,1.10445206,0.09557523,1.23092608
-4.93146573,3.96282322,0.07307374,0.51118701,0.03244917,0.00000000,1.04414192,1.11388007,0.09581339,1.25859710
-4.92546273,4.03259879,0.07179981,0.51980542,0.03336272,0.00000000,1.08677751,1.12211568,0.09587916,1.28758171
-4.91945973,4.10156459,0.07032880,0.52812190,0.03424950,0.00000000,1.13166055,1.12909944,0.09579268,1.31722650
-4.91345673,4.16844150,0.06869547,0.53604965,0.03509300,0.00000000,1.17787723,1.13476875,0.09557309,1.34683752
-4.90745373,4.23189176,0.06693425,0.54350168,0.03587621,0.00000000,1.22449460,1.13905161,0.09523713,1.37568698
-4.90145073,4.29052669,0.06507792,0.55038889,0.03658192,0.00000000,1.27057409,1.14186239,0.09479799,1.40302391
-4.89544772,4.34292374,0.06315645,0.55661880,0.03719311,0.00000000,1.31518700,1.14309988,0.09426451,1.42808850
-4.88944472,4.38765261,0.06119613,0.56209516,0.03769336,0.00000000,1.35743163,1.14264794,0.09364076,1.45013014
-4.88344172,4.42331005,0.05921899,0.56671844,0.03806740,0.00000000,1.39645171,1.14037855,0.09292602,1.46842824
-4.87743872,4.44856184,0.05724255,0.57038724,0.03830157,0.00000000,1.43145568,1.13615739,0.09211516,1.48231521
-4.87143572,4.46218995,0.05527980,0.57300065,0.03838440,0.00000000,1.46173607,1.12985135,0.09119938,1.49120045
-4.86543272,4.46314269,0.05333957,0.57446133,0.03830708,0.00000000,1.48668829,1.12133771,0.09016734,1.49459419
-4.85942971,4.45058494,0.05142705,0.57467926,0.03806393,0.00000000,1.50582812,1.11051428,0.08900645,1.49212997
-4.85342671,4.42394586,0.04954455,0.57357590,0.03765275,0.00000000,1.51880698,1.09731008,0.08770437,1.48358442
-4.84742371,4.38296124,0.04769240,0.57108854,0.03707512,0.00000000,1.52542446,1.08169563,0.08625061,1.46889345
-4.84142071,4.32770817,0.04586986,0.56717466,0.03633654,0.00000000,1.52563734,1.06369258,0.08463803,1.44816359
-4.83541771,4.25862979,0.04407614,0.56181596,0.03544645,0.00000000,1.51956467,1.04338186,0.08286423,1.42167805
-4.82941471,4.17654872,0.04231129,0.55502195,0.03441813,0.00000000,1.50748865,1.02090995,0.08093280,1.38989683
-4.82341171,4.08266788,0.04057699,0.54683283,0.03326845,0.00000000,1.48985094,0.99649298,0.07885417,1.35345077
-4.81740870,3.97855858,0.03887722,0.53732154,0.03201752,0.00000000,1.46724457,0.97041823,0.07664618,1.31312965
-4.81140570,3.86613568,0.03721875,0.52659471,0.03068824,0.00000000,1.44040151,0.94304312,0.07433428,1.26986462
-4.80540270,3.74762080,0.03561140,0.51479267,0.02930570,0.00000000,1.41017617,0.91479136,0.07195131,1.22470571
-4.79939970,3.62549442,0.03406814,0.50208818,0.02789660,0.00000000,1.37752526,0.88614670,0.06953688,1.17879507
-4.79339670,3.50243868,0.03260488,0.48868408,0.02648856,0.00000000,1.34348449,0.85764406,0.06713646,1.13333694
-4.78739370,3.38127246,0.03124024,0.47480974,0.02510944,0.00000000,1.30914286,0.82985868,0.06480008,1.08956538
-4.78139070,3.26488087,0.02999499,0.46071651,0.02378667,0.00000000,1.27561487,0.80339332,0.06258080,1.04871082
-4.77538769,3.15614132,0.02889143,0.44667212,0.02254663,0.00000000,1.24401175,0.77886399,0.06053304,1.01196651
-4.76938469,3.05784821,0.02795268,0.43295439,0.02141400,0.00000000,1.21541214,0.75688464,0.05871071,0.98045581
-4.76338169,2.97263846,0.02720187,0.41984412,0.02041123,0.00000000,1.19083315,0.73805120,0.05716541,0.95520143
-4.75737869,2.90292005,0.02666129,0.40761770,0.01955809,0.00000000,1.17120247,0.72292541,0.05594461,0.93709724
-4.75137569,2.85080539,0.02635161,0.39653943,0.01887128,0.00000000,1.15733235,0.71201899,0.05508993,0.92688361
-4.74537269,2.81805150,0.02629108,0.38685386,0.01836411,0.00000000,1.14989619,0.70577848,0.05463574,0.92512672
-4.73936968,2.80600878,0.02649480,0.37877852,0.01804631,0.00000000,1.14940842,0.70457138,0.05460781,0.93220258
-4.73336668,2.81557975,0.02697417,0.37249711,0.01792389,0.00000000,1.15620842,0.70867394,0.05502245,0.94828585
-4.72736368,2.84718928,0.02773631,0.36815358,0.01799911,0.00000000,1.17044899,0.71826109,0.05588582,0.97334418
-4.72136068,2.90076740,0.02878373,0.36584727,0.01827054,0.00000000,1.19209003,0.73339890,0.05719366,1.00713781
-4.71535768,2.97574548,0.03011412,0.36562930,0.01873317,0.00000000,1.22089762,0.75403998,0.05893140,1.04922485
-4.70935468,3.07106649,0.03172019,0.36750048,0.01937864,0.00000000,1.25644898,0.78002201,0.06107451,1.09897205
-4.70335168,3.18520924,0.03358977,0.37141067,0.02019553,0.00000000,1.29814309,0.81106976,0.06358933,1.15557087
-4.69734867,3.31622664,0.03570595,0.37725994,0.02116966,0.00000000,1.34521710,0.84680050,0.06643406,1.21805856
-4.69134567,3.46179698,0.03804742,0.38490125,0.02228453,0.00000000,1.39676796,0.88673302,0.06956008,1.28534380
-4.68534267,3.61928719,0.04058881,0.39414475,0.02352178,0.00000000,1.45177873,0.93029990,0.07291345,1.35623623
-4.67933967,3.78582622,0.04330126,0.40476348,0.02486163,0.00000000,1.50914877,0.97686284,0.07643658,1.42947909
-4.67333667,3.95838644,0.04615293,0.41650033,0.02628344,0.00000000,1.56772681,1.02573057,0.08006995,1.50378404
-4.66733367,4.13387034,0.04910965,0.42907592,0.02776620,0.00000000,1.62634559,1.07617885,0.08375386,1.57786709
-4.66133067,4.30919965,0.05213554,0.44219716,0.02928905,0.00000000,1.68385693,1.12747177,0.08743016,1.65048446
-4.65532766,4.48140361,0.05519366,0.45556605,0.03083179,0.00000000,1.73916579,1.17888361,0.09104380,1.72046719
-4.64932466,4.64770323,0.05824664,0.46888856,0.03237533,0.00000000,1.79126188,1.22972050,0.09454429,1.78675323
-4.64332166,4.80558818,0.06125732,0.48188292,0.03390208,0.00000000,1.83924776,1.27934097,0.09788689,1.84841586
