energy_ev,total_up,Ir_p_up,Ir_d_up,Pb_p_up,Pb_d_up,Se_s_up,Se_p_up
-5.32766383,4.72675456,1.00486048,2.24566338,0.80190824,0.00483055,0.06874983,1.43669818
-5.32166083,4.51655922,0.95976863,2.15340443,0.76917937,0.00471569,0.06483637,1.36071076
-5.31565783,4.31341486,0.91505333,2.06475850,0.73704755,0.00460045,0.06140852,1.28616717
-5.30965483,4.11709136,0.87071751,1.97969536,0.70539324,0.00448408,0.05847040,1.21312578
-5.30365183,3.92748329,0.82680914,1.89822601,0.67415704,0.00436608,0.05602241,1.14167269
-5.29764882,3.74462553,0.78342439,1.82040737,0.64334124,0.00424619,0.05406176,1.07192542
-5.29164582,3.56869531,0.74070716,1.74634167,0.61300777,0.00412439,0.05258285,1.00403306
-5.28564282,3.40000183,0.69884522,1.67617095,0.58327282,0.00400088,0.05157757,0.93817315
-5.27963982,3.23896549,0.65806337,1.61006778,0.55429857,0.00387605,0.05103540,0.87454587
-5.27363682,3.08608901,0.61861433,1.54822303,0.52628293,0.00375042,0.05094347,0.81336621
-5.26763382,2.94192336,0.58076810,1.49083205,0.49944775,0.00362466,0.05128638,0.75485484
-5.26163082,2.80703128,0.54480057,1.43808040,0.47402652,0.00349948,0.05204610,0.69922846
-5.25562781,2.68195138,0.51098221,1.39013039,0.45025221,0.00337567,0.05320166,0.64669040
-5.24962481,2.56716540,0.47956755,1.34710942,0.42834611,0.00325401,0.05472895,0.59742216
-5.24362181,2.46307084,0.45078617,1.30910108,0.40850811,0.00313527,0.05660049,0.55157631
-5.23761881,2.36996086,0.42483564,1.27613975,0.39090918,0.00302019,0.05878523,0.50927135
-5.23161581,2.28801256,0.40187692,1.24820895,0.37568621,0.00290942,0.06124854,0.47058863
-5.22561281,2.21728425,0.38203223,1.22524388,0.36293949,0.00280360,0.06395225,0.43557150
-5.21960980,2.15772177,0.36538555,1.20713776,0.35273284,0.00270325,0.06685489,0.40422663
-5.21360680,2.10917306,0.35198555,1.19375184,0.34509623,0.00260886,0.06991217,0.37652726
-5.20760380,2.07141007,0.34185065,1.18492830,0.34003056,0.00252083,0.07307753,0.35241813
-5.20160080,2.04415608,0.33497567,1.18050535,0.33751418,0.00243955,0.07630301,0.33182169
-5.19559780,2.02711661,0.33133962,1.18033337,0.33751057,0.00236532,0.07954022,0.31464507
-5.18959480,2.02001158,0.33091398,1.18429113,0.33997652,0.00229845,0.08274147,0.30078737
-5.18359180,2.02260617,0.33367068,1.19230075,0.34487023,0.00223923,0.08586103,0.29014678
-5.17758879,2.03473817,0.33958929,1.20434032,0.35215850,0.00218794,0.08885643,0.28262701
-5.17158579,2.05633919,0.34866258,1.22045288,0.36182252,0.00214491,0.09168968,0.27814263
-5.16558279,2.08744805,0.36090012,1.24075096,0.37386161,0.00211043,0.09432850,0.27662300
-5.15957979,2.12821434,0.37632933,1.26541567,0.38829456,0.00208488,0.09674734,0.27801432
-5.15357679,2.17889127,0.39499375,1.29468996,0.40515820,0.00206861,0.09892813,0.28227995
-5.14757379,2.23981716,0.41694842,1.32886571,0.42450311,0.00206201,0.10086081,0.28939855
-5.14157079,2.31138577,0.44225239,1.36826491,0.44638656,0.00206549,0.10254349,0.29936041
-5.13556778,2.39400642,0.47095875,1.41321533,0.47086300,0.00207940,0.10398223,0.31216185
-5.12956478,2.48805544,0.50310242,1.46402182,0.49797242,0.00210410,0.10519044,0.32779820
-5.12356178,2.59382133,0.53868658,1.52093435,0.52772732,0.00213987,0.10618793,0.34625553
-5.11755878,2.71144653,0.57766828,1.58411457,0.56009911,0.00218689,0.10699964,0.36750169
-5.11155578,2.84086925,0.61994426,1.65360275,0.59500467,0.00224525,0.10765403,0.39147722
-5.10555278,2.98176904,0.66533795,1.72928717,0.63229417,0.00231488,0.10818140,0.41808660
-5.09954977,3.13351981,0.71358850,1.81087809,0.67174098,0.00239552,0.10861198,0.44719044
-5.09354677,3.29515417,0.76434284,1.89788832,0.71303463,0.00248674,0.10897411,0.47859935
-5.08754377,3.46534219,0.81715161,1.98962229,0.75577757,0.00258791,0.10929253,0.51206971
-5.08154077,3.64238749,0.87146956,2.08517496,0.79948636,0.00269819,0.10958689,0.54730214
-5.07553777,3.82424238,0.92666090,2.18344178,0.84359753,0.00281655,0.10987050,0.58394268
-5.06953477,4.00854312,0.98200974,2.28314001,0.88747846,0.00294177,0.11014961,0.62158710
-5.06353177,4.19266503,1.03673555,2.38284130,0.93044289,0.00307252,0.11042302,0.65978830
-5.05752876,4.37379613,1.09001330,2.48101466,0.97177075,0.00320735,0.11068223,0.69806659
-5.05152576,4.54902682,1.14099742,2.57607843,1.01073147,0.00334479,0.11091205,0.73592275
-5.04552276,4.71545205,1.18884888,2.66645904,1.04660988,0.00348336,0.11109163,0.77285313
-5.03951976,4.87028151,1.23276396,2.75065409,1.07873347,0.00362172,0.11119597,0.80836643
-5.03351676,5.01095258,1.27200355,2.82729672,1.10649966,0.00375865,0.11119762,0.84200125
-5.02751376,5.13524075,1.30592147,2.89521811,1.12940176,0.00389319,0.11106872,0.87334365
-5.02151076,5.24136145,1.33399043,2.95350491,1.14705221,0.00402464,0.11078302,0.90204381
-5.01550775,5.32805833,1.35582418,3.00154851,1.15920188,0.00415266,0.11031796,0.92783104
-5.00950475,5.39467264,1.37119471,3.03908333,1.16575425,0.00427728,0.10965657,0.95052619
-5.00350175,5.44119006,1.38004350,3.06621207,1.16677375,0.00439892,0.10878915,0.97005084
-4.99749875,5.46826186,1.38248619,3.08341609,1.16248754,0.00451839,0.10771454,0.98643279
-4.99149575,5.47719867,1.37881020,3.09155018,1.15328074,0.00463687,0.10644104,0.99980723
-4.98549275,5.46993679,1.36946542,3.09182162,1.13968499,0.00475584,0.10498678,1.01041381
-4.97948974,5.44897806,1.35504835,3.08575416,1.12236095,0.00487705,0.10337962,1.01858924
-4.97348674,5.41730579,1.33628035,3.07513855,1.10207551,0.00500239,0.10165657,1.02475611
-4.96748374,5.37828052,1.31398111,3.06197163,1.07967465,0.00513383,0.09986264,1.02940806
-4.96148074,5.33552037,1.28903849,3.04838694,1.05605326,0.00527328,0.09804941,1.03309229
-4.95547774,5.29277143,1.26237632,3.03657972,1.03212329,0.00542247,0.09627315,1.03639000
-4.94947474,5.25377408,1.23492161,3.02872994,1.00878164,0.00558288,0.09459270,1.03989588
-4.94347174,5.22213146,1.20757270,3.02692667,0.98687905,0.00575558,0.09306729,1.04419743
-4.93746873,5.20118571,1.18116980,3.03309714,0.96719158,0.00594117,0.09175423,1.04985529
-4.93146573,5.19390747,1.15646926,3.04894351,0.95039546,0.00613968,0.09070673,1.05738543
-4.92546273,5.20280325,1.13412257,3.07588999,0.93704654,0.00635059,0.08997189,1.06724393
-4.91945973,5.22984410,1.11466085,3.11504218,0.92756481,0.00657272,0.08958895,1.07981511
-4.91345673,5.27641826,1.09848542,3.16716024,0.92222451,0.00680431,0.08958795,1.09540350
-4.90745373,5.34330887,1.08586440,3.23264640,0.92114997,0.00704305,0.08998868,1.11422984
-4.90145073,5.43069681,1.07693539,3.31154693,0.92431700,0.00728614,0.09080021,1.13643115
-4.89544772,5.53818757,1.07171350,3.40356783,0.93155958,0.00753040,0.09202075,1.16206475
-4.88944472,5.66485985,1.07010421,3.50810313,0.94258131,0.00777240,0.09363805,1.19111577
-4.88344172,5.80933267,1.07192000,3.62427378,0.95697084,0.00800861,0.09563016,1.22350758
-4.87743872,5.96984728,1.07689972,3.75097530,0.97422059,0.00823552,0.09796654,1.25911442
-4.87143572,6.14435932,1.08472945,3.88693132,0.99374778,0.00844982,0.10060949,1.29777539
-4.86543272,6.33063668,1.09506383,4.03075074,1.01491702,0.00864857,0.10351584,1.33930886
-4.85942971,6.52635826,1.10754660,4.18098554,1.03706344,0.00882930,0.10663869,1.38352639
-4.85342671,6.72920925,1.12182935,4.33618693,1.05951557,0.00899013,0.10992928,1.43024537
-4.84742371,6.93696860,1.13758771,4.49495714,1.08161723,0.00912990,0.11333881,1.47929937
-4.84142071,7.14758519,1.15453432,4.65599495,1.10274778,0.00924820,0.11682016,1.53054583
-4.83541771,7.35923976,1.17242793,4.81813311,1.12233998,0.00934541,0.12032945,1.58387034
-4.82941471,7.57039027,1.19107876,4.98036620,1.13989527,0.00942268,0.12382738,1.63918731
-4.82341171,7.77979961,1.21034978,5.14186826,1.15499586,0.00948193,0.12728035,1.69643692
-4.81740870,7.98654487,1.23015443,5.30199944,1.16731357,0.00952573,0.13066123,1.75557848
-4.81140570,8.19000876,1.25045091,5.46030203,1.17661522,0.00955720,0.13394990,1.81658057
-4.80540270,8.38985421,1.27123380,5.61648621,1.18276454,0.00957993,0.13713345,1.87940836
-4.79939970,8.58598406,1.29252357,5.77040649,1.18572076,0.00959778,0.14020615,1.94400907
-4.79339670,8.77848830,1.31435476,5.92203034,1.18553395,0.00961473,0.14316905,2.01029628
-4.78739370,8.96758204,1.33676357,6.07140053,1.18233757,0.00963475,0.14602948,2.07813414
-4.78139070,9.15353742,1.35977560,6.21859342,1.17633836,0.00966159,0.14880018,2.14732257
-4.77538769,9.33661339,1.38339461,6.36367523,1.16780419,0.00969866,0.15149839,2.21758445
-4.76938469,9.51698696,1.40759264,6.50665877,1.15705033,0.00974887,0.15414468,2.28855595
-4.76338169,9.69468976,1.43230239,6.64746293,1.14442454,0.00981450,0.15676175,2.35978076
-4.75737869,9.86955335,1.45741193,6.78587732,1.13029181,0.00989713,0.15937311,2.43070915
-4.75137569,10.04116661,1.48276235,6.92153418,1.11501910,0.00999757,0.16200178,2.50070230
-4.74537269,10.20884765,1.50814825,7.05388943,1.09896084,0.01011581,0.16466897,2.56904227
-4.73936968,10.37163238,1.53332119,7.18221426,1.08244564,0.01025100,0.16739281,2.63494757
-4.73336668,10.52828101,1.55799602,7.30559848,1.06576477,0.01040152,0.17018727,2.69759409
-4.72736368,10.67730266,1.58185979,7.42296582,1.04916285,0.01056501,0.17306114,2.75614066
-4.72136068,10.81699790,1.60458290,7.53310113,1.03283105,0.01073846,0.17601729,2.80975843
-4.71535768,10.94551732,1.62583207,7.63468875,1.01690319,0.01091832,0.17905214,2.85766286
-4.70935468,11.06093422,1.64528456,7.72636037,1.00145456,0.01110065,0.18215544,2.89914672
-4.70335168,11.16132778,1.66264316,7.80675048,0.98650384,0.01128124,0.18531033,2.93361277
-4.69734867,11.24487311,1.67765114,7.87455667,0.97201766,0.01145579,0.18849379,2.96060421
-4.69134567,11.30993345,1.69010680,7.92860184,0.95791766,0.01162006,0.19167733,2.97983136
-4.68534267,11.35514993,1.69987666,7.96789490,0.94408973,0.01177004,0.19482807,2.99119291
-4.67933967,11.37952373,1.70690698,7.99168661,0.93039477,0.01190208,0.19791003,2.99479045
-4.67333667,11.38248617,1.71123285,7.99951718,0.91668061,0.01201306,0.20088565,2.99093508
-4.66733367,11.36395220,1.71298450,7.99125263,0.90279429,0.01210046,0.20371745,2.98014548
-4.66133067,11.32435396,1.71239040,7.96710744,0.88859416,0.01216251,0.20636976,2.96313702
-4.65532766,11.26465171,1.70977691,7.92765151,0.87396123,0.01219816,0.20881039,2.94080219
-4.64932466,11.18632068,1.70556433,7.87380057,0.85880896,0.01220720,0.21101218,2.91418281
-4.64332166,11.09131387,1.70025951,7.80678984,0.84309128,0.01219019,0.21295438,2.88443528
-4.63731866,10.98200191,1.69444494,7.72813198,0.82680821,0.01214844,0.21462366,2.85279025
-4.63131566,10.86109253,1.68876495,7.63956103,0.81000889,0.01208395,0.21601487,2.82050845
-4.62531266,10.73153366,1.68390928,7.54296525,0.79279180,0.01199927,0.21713134,2.78883503
-4.61930965,10.59640464,1.68059468,7.44031226,0.77530235,0.01189744,0.21798488,2.75895417
-4.61330665,10.45880142,1.67954525,7.33357055,0.75772770,0.01178177,0.21859532,2.73194659
-4.60730365,10.32172165,1.68147219,7.22463169,0.74028944,0.01165578,0.21898982,2.70875161
-4.60130065,10.18795561,1.68705379,7.11523759,0.72323417,0.01152296,0.21920179,2.69013590
-4.59529765,10.05998899,1.69691639,7.00691689,0.70682288,0.01138671,0.21926976,2.67667015
-4.58929465,9.93992233,1.71161700,6.90093415,0.69131929,0.01125012,0.21923605,2.66871473
-4.58329165,9.82941140,1.73162813,6.79825451,0.67697817,0.01111594,0.21914547,2.66641493
-4.57728864,9.72963119,1.75732546,6.69952583,0.66403389,0.01098643,0.21904407,2.66970562
-4.57128564,9.64126494,1.78897850,6.60507896,0.65269007,0.01086331,0.21897805,2.67832491
-4.56528264,9.56451805,1.82674452,6.51494595,0.64311062,0.01074777,0.21899287,2.69183573
-4.55927964,9.49915532,1.87066584,6.42889463,0.63541276,0.01064041,0.21913258,2.70965389
-4.55327664,9.44455839,1.92067019,6.34647717,0.62966224,0.01054133,0.21943938,2.73108097
-4.54727364,9.39979937,1.97657405,6.26708928,0.62587096,0.01045013,0.21995339,2.75534004
-4.54127064,9.36372563,2.03808855,6.19003629,0.62399707,0.01036604,0.22071267,2.78161224
-4.53526763,9.33505034,2.10482752,6.11460163,0.62394744,0.01028797,0.22175329,2.80907219
-4.52926463,9.31244297,2.17631724,6.04011364,0.62558233,0.01021464,0.22310953,2.83692068
-4.52326163,9.29461452,2.25200745,5.96600642,0.62872194,0.01014467,0.22481402,2.86441289
-4.51725863,9.28039258,2.33128319,5.89187111,0.63315442,0.01007670,0.22689787,2.89088116
-4.51125563,9.26878211,2.41347705,5.81749474,0.63864499,0.01000945,0.22939058,2.91575154
-4.50525263,9.25900914,2.49788161,5.74288429,0.64494556,0.00994182,0.23231982,2.93855376
-4.49924962,9.25054552,2.58376170,5.66827502,0.65180445,0.00987296,0.23571093,2.95892483
-4.49324662,9.24311427,2.67036642,5.59412272,0.65897573,0.00980228,0.23958619,2.97660663
-4.48724362,9.23667611,2.75694073,5.52108071,0.66622775,0.00972948,0.24396383,2.99143835
-4.48124062,9.23139899,2.84273657,5.44996320,0.67335052,0.00965452,0.24885680,3.00334480
-4.47523762,9.22761334,2.92702343,5.38169733,0.68016159,0.00957764,0.25427138,3.01232183
-4.46923462,9.22575634,3.00909835,5.31726701,0.68651045,0.00949929,0.26020564,3.01841991
-4.46323162,9.22630913,3.08829535,5.25765161,0.69228105,0.00942005,0.26664785,3.02172728
-4.45722861,9.22973101,3.16399407,5.20376333,0.69739279,0.00934061,0.27357494,3.02235370
-4.45122561,9.23639468,3.23562771,5.15638637,0.70179976,0.00926169,0.28095104,3.02041556
-4.44522261,9.24652629,3.30268999,5.11612149,0.70548858,0.00918396,0.28872635,3.01602336
-4.43921961,9.26015374,3.36474104,5.08333868,0.70847510,0.00910797,0.29683618,3.00927174
-4.43321661,9.27706596,3.42141205,5.05814040,0.71079997,0.00903413,0.30520054,3.00023256
-4.42721361,9.29678522,3.47240845,5.04033725,0.71252374,0.00896264,0.31372411,2.98895081
-4.42121061,9.31855406,3.51751162,5.02943719,0.71372152,0.00889346,0.32229678,2.97544347
-4.41520760,9.34133714,3.55657879,5.02464884,0.71447757,0.00882633,0.33079485,2.95970067
-4.40920460,9.36383803,3.58954119,5.02489865,0.71488014,0.00876073,0.33908269,2.94168907
-4.40320160,9.38453006,3.61640048,5.02886117,0.71501676,0.00869593,0.34701514,2.92135665
-4.39719860,9.40169952,3.63722330,5.03500087,0.71497008,0.00863101,0.35444037,2.89863863
-4.39119560,9.41349927,3.65213428,5.04162374,0.71481448,0.00856488,0.36120332,2.87346391
-4.38519260,9.41801019,3.66130753,5.04693624,0.71461348,0.00849640,0.36714948,2.84576155
-4.37918959,9.41330739,3.66495690,5.04910889,0.71441792,0.00842433,0.37212899,2.81546693
-4.37318659,9.39752831,3.66332526,5.04634186,0.71426492,0.00834748,0.37600086,2.78252722
-4.36718359,9.36893939,3.65667316,5.03692949,0.71417748,0.00826474,0.37863724,2.74690593
-4.36118059,9.32599827,3.64526718,5.01932092,0.71416459,0.00817510,0.37992738,2.70858633
-4.35517759,9.26740867,3.62936842,4.99217444,0.71422185,0.00807774,0.37978138,2.66757370
-4.34917459,9.19216541,3.60922139,4.95440293,0.71433226,0.00797203,0.37813331,2.62389625
-4.34317159,9.09958767,3.58504380,4.90520878,0.71446717,0.00785758,0.37494371,2.57760497
-4.33716858,8.98933896,3.55701764,4.84410674,0.71458732,0.00773425,0.37020127,2.52877229
-4.33116558,8.86143320,3.52528185,4.77093408,0.71464370,0.00760213,0.36392365,2.47748983
-4.32516258,8.71622678,3.48992703,4.68584768,0.71457842,0.00746156,0.35615733,2.42386547
-4.31915958,8.55439749,3.45099245,4.58930868,0.71432541,0.00731308,0.34697656,2.36801986
-4.31315658,8.37691146,3.40846566,4.48205559,0.71381099,0.00715741,0.33648138,2.31008280
-4.30715358,8.18498044,3.36228496,4.36506750,0.71295450,0.00699539,0.32479476,2.25018967
