energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.90995498,1.00001666,-1.00001666,0.00539807,-0.00539807,0.03119129,-0.03119129,0.25512174,-0.25512174,0.10517763,-0.10517763,0.26504986,-0.26504986,0.17003418,-0.17003417,0.01500958,-0.01500958,0.55647914,-0.55647914
-5.90395198,0.98105261,-0.98105261,0.00608952,-0.00608952,0.02924122,-0.02924122,0.24338366,-0.24338366,0.10160695,-0.10160695,0.25705007,-0.25705007,0.17368644,-0.17368644,0.01647396,-0.01647396,0.54731776,-0.54731776
-5.89794897,0.97089155,-0.97089155,0.00684932,-0.00684932,0.02757991,-0.02757991,0.23394876,-0.23394876,0.09885819,-0.09885819,0.25132708,-0.25132708,0.17906431,-0.17906431,0.01812298,-0.01812298,0.54300650,-0.54300650
-5.89194597,0.96985621,-0.96985621,0.00767385,-0.00767385,0.02621193,-0.02621193,0.22690952,-0.22690952,0.09699218,-0.09699218,0.24796787,-0.24796787,0.18619304,-0.18619304,0.01994908,-0.01994908,0.54373803,-0.54373803
-5.88594297,0.97808152,-0.97808152,0.00855793,-0.00855793,0.02513703,-0.02513703,0.22231694,-0.22231694,0.09605259,-0.09605259,0.24700795,-0.24700795,0.19506287,-0.19506287,0.02194079,-0.02194079,0.54959992,-0.54959992
-5.87993997,0.99551690,-0.99551689,0.00949472,-0.00949472,0.02435036,-0.02435036,0.22018256,-0.22018256,0.09606587,-0.09606587,0.24843341,-0.24843341,0.20562863,-0.20562863,0.02408250,-0.02408250,0.56057573,-0.56057573
-5.87393697,1.02193375,-1.02193375,0.01047570,-0.01047570,0.02384280,-0.02384280,0.22048150,-0.22048150,0.09704183,-0.09704183,0.25218416,-0.25218416,0.21781034,-0.21781034,0.02635438,-0.02635438,0.57654914,-0.57654914
-5.86793397,1.05693774,-1.05693774,0.01149078,-0.01149078,0.02360139,-0.02360139,0.22315617,-0.22315617,0.09897457,-0.09897457,0.25815841,-0.25815841,0.23149491,-0.23149491,0.02873256,-0.02873256,0.59731076,-0.59731076
-5.86193097,1.09998523,-1.09998523,0.01252835,-0.01252835,0.02360981,-0.02360981,0.22812042,-0.22812042,0.10184378,-0.10184378,0.26621794,-0.26621794,0.24653886,-0.24653886,0.03118934,-0.03118934,0.62256720,-0.62256720
-5.85592796,1.15040299,-1.15040299,0.01357557,-0.01357557,0.02384894,-0.02384894,0.23526419,-0.23526419,0.10561619,-0.10561619,0.27619406,-0.27619406,0.26277189,-0.26277189,0.03369365,-0.03369365,0.65195209,-0.65195209
-5.84992496,1.20741050,-1.20741050,0.01461859,-0.01461859,0.02429752,-0.02429752,0.24445805,-0.24445805,0.11024731,-0.11024731,0.28789399,-0.28789399,0.28000130,-0.28000130,0.03621172,-0.03621172,0.68503843,-0.68503843
-5.84392196,1.27014365,-1.27014365,0.01564292,-0.01564292,0.02493274,-0.02493274,0.25555780,-0.25555780,0.11568304,-0.11568304,0.30110726,-0.30110726,0.29801692,-0.29801692,0.03870773,-0.03870773,0.72135181,-0.72135180
-5.83791896,1.33767899,-1.33767899,0.01663375,-0.01663375,0.02573086,-0.02573086,0.26840866,-0.26840866,0.12186132,-0.12186132,0.31561208,-0.31561208,0.31659649,-0.31659649,0.04114474,-0.04114474,0.76038379,-0.76038379
-5.83191596,1.40905737,-1.40905737,0.01757644,-0.01757644,0.02666788,-0.02666788,0.28284907,-0.28284907,0.12871360,-0.12871360,0.33118119,-0.33118119,0.33551118,-0.33551118,0.04348564,-0.04348564,0.80160505,-0.80160505
-5.82591296,1.48330618,-1.48330618,0.01845686,-0.01845686,0.02772007,-0.02772007,0.29871373,-0.29871373,0.13616609,-0.13616609,0.34758721,-0.34758721,0.35453103,-0.35453103,0.04569409,-0.04569409,0.84447760,-0.84447760
-5.81990995,1.55945919,-1.55945919,0.01926189,-0.01926189,0.02886446,-0.02886446,0.31583605,-0.31583605,0.14414076,-0.14414076,0.36460708,-0.36460708,0.37343008,-0.37343008,0.04773556,-0.04773556,0.88846568,-0.88846568
-5.81390695,1.63657338,-1.63657338,0.01997973,-0.01997973,0.03007934,-0.03007934,0.33404969,-0.33404969,0.15255602,-0.15255602,0.38202566,-0.38202566,0.39199097,-0.39199097,0.04957824,-0.04957824,0.93304495,-0.93304495
-5.80790395,1.71374223,-1.71374223,0.02060031,-0.02060031,0.03134454,-0.03134454,0.35318935,-0.35318935,0.16132718,-0.16132718,0.39963824,-0.39963824,0.41000885,-0.41000885,0.05119392,-0.05119392,0.97770964,-0.97770964
-5.80190095,1.79010523,-1.79010522,0.02111555,-0.02111555,0.03264170,-0.03264170,0.37309072,-0.37309072,0.17036661,-0.17036661,0.41725207,-0.41725207,0.42729442,-0.42729442,0.05255872,-0.05255872,1.02197762,-1.02197762
-5.79589795,1.86485350,-1.86485350,0.02151958,-0.02151958,0.03395442,-0.03395442,0.39358985,-0.39358985,0.17958366,-0.17958366,0.43468685,-0.43468685,0.44367606,-0.44367606,0.05365370,-0.05365370,1.06539334,-1.06539333
-5.78989495,1.93723193,-1.93723193,0.02180886,-0.02180886,0.03526828,-0.03526828,0.41452185,-0.41452185,0.18888456,-0.18888456,0.45177437,-0.45177437,0.45900099,-0.45900099,0.05446520,-0.05446520,1.10752872,-1.10752872
-5.78389195,2.00653804,-2.00653804,0.02198221,-0.02198221,0.03657082,-0.03657082,0.43571934,-0.43571934,0.19817215,-0.19817215,0.46835740,-0.46835740,0.47313553,-0.47313553,0.05498511,-0.05498511,1.14798246,-1.14798246
-5.77788894,2.07211853,-2.07211853,0.02204074,-0.02204074,0.03785131,-0.03785131,0.45701064,-0.45701064,0.20734579,-0.20734579,0.48428806,-0.48428806,0.48596454,-0.48596454,0.05521085,-0.05521085,1.18637796,-1.18637796
-5.77188594,2.13336407,-2.13336406,0.02198774,-0.02198774,0.03910060,-0.03910060,0.47821808,-0.47821808,0.21630132,-0.21630132,0.49942591,-0.49942591,0.49739018,-0.49739018,0.05514520,-0.05514520,1.22236042,-1.22236042
-5.76588294,2.18970345,-2.18970345,0.02182843,-0.02182843,0.04031082,-0.04031082,0.49915658,-0.49915658,0.22493133,-0.22493133,0.51363595,-0.51363595,0.50733022,-0.50733022,0.05479595,-0.05479595,1.25559372,-1.25559372
-5.75987994,2.24059795,-2.24059795,0.02156968,-0.02156968,0.04147502,-0.04147502,0.51963266,-0.51963266,0.23312579,-0.23312579,0.52678685,-0.52678685,0.51571608,-0.51571608,0.05417540,-0.05417540,1.28575745,-1.28575745
-5.75387694,2.28553681,-2.28553681,0.02121967,-0.02121967,0.04258687,-0.04258687,0.53944428,-0.53944428,0.24077299,-0.24077299,0.53874963,-0.53874963,0.52249081,-0.52249081,0.05329973,-0.05329973,1.31254475,-1.31254475
-5.74787394,2.32403455,-2.32403455,0.02078753,-0.02078753,0.04364030,-0.04364030,0.55838128,-0.55838128,0.24776097,-0.24776097,0.54939688,-0.54939688,0.52760730,-0.52760730,0.05218835,-0.05218835,1.33566125,-1.33566125
-5.74187094,2.35563084,-2.35563084,0.02028300,-0.02028300,0.04462921,-0.04462921,0.57622688,-0.57622688,0.25397934,-0.25397934,0.55860277,-0.55860277,0.53102679,-0.53102679,0.05086310,-0.05086310,1.35482561,-1.35482561
-5.73586793,2.37989310,-2.37989310,0.01971605,-0.01971605,0.04554719,-0.04554719,0.59276007,-0.59276007,0.25932147,-0.25932147,0.56624385,-0.56624385,0.53271795,-0.53271795,0.04934759,-0.04934759,1.36977158,-1.36977158
-5.72986493,2.39642204,-2.39642204,0.01909654,-0.01909654,0.04638729,-0.04638729,0.60775882,-0.60775882,0.26368700,-0.26368700,0.57220073,-0.57220073,0.53265652,-0.53265652,0.04766642,-0.04766642,1.38025183,-1.38025183
-5.72386193,2.40485992,-2.40485992,0.01843397,-0.01843397,0.04714195,-0.04714195,0.62100416,-0.62100416,0.26698453,-0.26698453,0.57636042,-0.57636042,0.53082556,-0.53082556,0.04584458,-0.04584458,1.38604331,-1.38604331
-5.71785893,2.40490104,-2.40490104,0.01773725,-0.01773725,0.04780291,-0.04780291,0.63228488,-0.63228488,0.26913444,-0.26913444,0.57861943,-0.57861943,0.52721639,-0.52721639,0.04390683,-0.04390683,1.38695387,-1.38695387
-5.71185593,2.39630387,-2.39630387,0.01701451,-0.01701451,0.04836125,-0.04836125,0.64140270,-0.64140270,0.27007159,-0.27007159,0.57888721,-0.57888721,0.52182993,-0.52182993,0.04187728,-0.04187728,1.38282978,-1.38282978
-5.70585293,2.37890393,-2.37890393,0.01627303,-0.01627303,0.04880751,-0.04880751,0.64817758,-0.64817758,0.26974784,-0.26974784,0.57708991,-0.57708991,0.51467849,-0.51467849,0.03977896,-0.03977896,1.37356355,-1.37356355
-5.69984992,2.35262650,-2.35262650,0.01551915,-0.01551915,0.04913192,-0.04913192,0.65245308,-0.65245308,0.26813417,-0.26813417,0.57317411,-0.57317411,0.50578778,-0.50578778,0.03763358,-0.03763358,1.35910162,-1.35910162
-5.69384692,2.31749814,-2.31749814,0.01475837,-0.01475837,0.04932464,-0.04932464,0.65410141,-0.65410141,0.26522236,-0.26522236,0.56711031,-0.56711031,0.49519882,-0.49519882,0.03546131,-0.03546131,1.33945122,-1.33945122
-5.68784392,2.27365621,-2.27365621,0.01399531,-0.01399531,0.04937611,-0.04937611,0.65302796,-0.65302796,0.26102602,-0.26102602,0.55889593,-0.55889593,0.48296978,-0.48296979,0.03328073,-0.03328073,1.31468599,-1.31468599
-5.68184092,2.22135540,-2.22135540,0.01323388,-0.01323388,0.04927741,-0.04927741,0.64917502,-0.64917502,0.25558095,-0.25558095,0.54855759,-0.54855759,0.46917737,-0.46917737,0.03110875,-0.03110875,1.28494981,-1.28494981
-5.67583792,2.16097077,-2.16097077,0.01247738,-0.01247738,0.04902067,-0.04902067,0.64252463,-0.64252463,0.24894479,-0.24894479,0.53615256,-0.53615256,0.45391765,-0.45391765,0.02896066,-0.02896066,1.25045840,-1.25045840
-5.66983492,2.09299678,-2.09299678,0.01172863,-0.01172863,0.04859944,-0.04859944,0.63310039,-0.63310039,0.24119589,-0.24119589,0.52176919,-0.52176919,0.43730620,-0.43730620,0.02685015,-0.02685015,1.21149869,-1.21149869
-5.66383192,2.01804216,-2.01804216,0.01099006,-0.01099006,0.04800907,-0.04800907,0.62096800,-0.62096800,0.23243154,-0.23243154,0.50552631,-0.50552631,0.41947755,-0.41947755,0.02478940,-0.02478940,1.16842556,-1.16842556
-5.65782891,1.93682070,-1.93682070,0.01026392,-0.01026392,0.04724707,-0.04724707,0.60623471,-0.60623471,0.22276554,-0.22276554,0.48757162,-0.48757162,0.40058374,-0.40058374,0.02278918,-0.02278918,1.12165626,-1.12165626
-5.65182591,1.85013814,-1.85013814,0.00955228,-0.00955228,0.04631336,-0.04631336,0.58904753,-0.58904753,0.21232522,-0.21232522,0.46807898,-0.46807899,0.38079218,-0.38079218,0.02085885,-0.02085885,1.07166255,-1.07166255
-5.64582291,1.75887589,-1.75887589,0.00885717,-0.00885717,0.04521052,-0.04521052,0.56959037,-0.56959037,0.20124814,-0.20124814,0.44724497,-0.44724497,0.36028281,-0.36028281,0.01900652,-0.01900652,1.01896092,-1.01896092
-5.63981991,1.66397204,-1.66397205,0.00818060,-0.00818060,0.04394388,-0.04394388,0.54808010,-0.54808011,0.18967845,-0.18967845,0.42528458,-0.42528458,0.33924466,-0.33924466,0.01723901,-0.01723901,0.96410128,-0.96410128
-5.63381691,1.56640064,-1.56640064,0.00752458,-0.00752458,0.04252157,-0.04252157,0.52476186,-0.52476186,0.17776320,-0.17776320,0.40242641,-0.40242641,0.31787200,-0.31787200,0.01556195,-0.01556195,0.90765469,-0.90765470
-5.62781391,1.46715000,-1.46715000,0.00689112,-0.00689112,0.04095450,-0.04095450,0.49990352,-0.49990352,0.16564871,-0.16564871,0.37890754,-0.37890754,0.29636027,-0.29636027,0.01397976,-0.01397976,0.85020054,-0.85020054
-5.62181091,1.36720103,-1.36720103,0.00628221,-0.00628221,0.03925613,-0.03925613,0.47378980,-0.47378981,0.15347712,-0.15347712,0.35496822,-0.35496822,0.27490187,-0.27490187,0.01249571,-0.01249571,0.79231369,-0.79231369
-5.61580790,1.26750637,-1.26750637,0.00569976,-0.00569976,0.03744229,-0.03744229,0.44671602,-0.44671602,0.14138320,-0.14138320,0.33084660,-0.33084660,0.25368219,-0.25368219,0.01111192,-0.01111192,0.73455227,-0.73455227
-5.60980490,1.16897112,-1.16897112,0.00514555,-0.00514555,0.03553081,-0.03553081,0.41898169,-0.41898169,0.12949170,-0.12949170,0.30677380,-0.30677380,0.23287576,-0.23287576,0.00982939,-0.00982939,0.67744633,-0.67744633
-5.60380190,1.07243582,-1.07243582,0.00462115,-0.00462115,0.03354113,-0.03354113,0.39088434,-0.39088434,0.11791505,-0.11791505,0.28296930,-0.28296930,0.21264301,-0.21264301,0.00864803,-0.00864803,0.62148788,-0.62148788
-5.59779890,0.97866224,-0.97866225,0.00412792,-0.00412792,0.03149389,-0.03149389,0.36271351,-0.36271352,0.10675177,-0.10675177,0.25963695,-0.25963695,0.19312743,-0.19312743,0.00756671,-0.00756671,0.56712258,-0.56712258
-5.59179590,0.88832223,-0.88832223,0.00366689,-0.00366689,0.02941038,-0.02941038,0.33474534,-0.33474534,0.09608525,-0.09608525,0.23696163,-0.23696163,0.17445347,-0.17445347,0.00658337,-0.00658337,0.51474327,-0.51474327
-5.58579290,0.80198991,-0.80198991,0.00323877,-0.00323877,0.02731207,-0.02731207,0.30723762,-0.30723762,0.08598329,-0.08598329,0.21510664,-0.21510664,0.15672509,-0.15672509,0.00569501,-0.00569501,0.46468543,-0.46468543
-5.57978989,0.72013722,-0.72013723,0.00284387,-0.00284387,0.02522010,-0.02522010,0.28042564,-0.28042564,0.07649797,-0.07649797,0.19421185,-0.19421185,0.14002499,-0.14002499,0.00489791,-0.00489791,0.41722467,-0.41722467
-5.57378689,0.64313276,-0.64313277,0.00248216,-0.00248216,0.02315486,-0.02315486,0.25451890,-0.25451890,0.06766618,-0.06766618,0.17439269,-0.17439269,0.12441460,-0.12441460,0.00418764,-0.00418764,0.37257602,-0.37257603
-5.56778389,0.57124359,-0.57124359,0.00215319,-0.00215319,0.02113548,-0.02113548,0.22969859,-0.22969859,0.05951042,-0.05951042,0.15573980,-0.15573980,0.10993460,-0.10993460,0.00355926,-0.00355926,0.33089516,-0.33089516
-5.56178089,0.50463980,-0.50463980,0.00185618,-0.00185618,0.01917955,-0.01917955,0.20611604,-0.20611605,0.05204004,-0.05204004,0.13831948,-0.13831948,0.09660614,-0.09660614,0.00300742,-0.00300742,0.29228104,-0.29228104
-5.55577789,0.44340151,-0.44340151,0.00159000,-0.00159000,0.01730276,-0.01730276,0.18389204,-0.18389204,0.04525271,-0.04525271,0.12217471,-0.12217471,0.08443248,-0.08443248,0.00252651,-0.00252651,0.25678004,-0.25678004
-5.54977489,0.38752765,-0.38752765,0.00135323,-0.00135323,0.01551875,-0.01551875,0.16311697,-0.16311697,0.03913604,-0.03913604,0.10732676,-0.10732676,0.07340101,-0.07340101,0.00211081,-0.00211081,0.22439111,-0.22439112
-5.54377189,0.33694630,-0.33694630,0.00114422,-0.00114422,0.01383896,-0.01383896,0.14385183,-0.14385183,0.03366942,-0.03366942,0.09377720,-0.09377720,0.06348563,-0.06348563,0.00175458,-0.00175458,0.19507188,-0.19507188
-5.53776888,0.29152609,-0.29152609,0.00096112,-0.00096112,0.01227261,-0.01227261,0.12612988,-0.12612988,0.02882577,-0.02882577,0.08151038,-0.08151038,0.05464928,-0.05464928,0.00145225,-0.00145225,0.16874520,-0.16874520
-5.53176588,0.25108810,-0.25108810,0.00080195,-0.00080195,0.01082675,-0.01082675,0.10995889,-0.10995889,0.02457339,-0.02457339,0.07049599,-0.07049599,0.04684657,-0.04684657,0.00119846,-0.00119846,0.14530618,-0.14530619
-5.52576288,0.21541808,-0.21541809,0.00066465,-0.00066465,0.00950644,-0.00950644,0.09532397,-0.09532397,0.02087766,-0.02087766,0.06069198,-0.06069198,0.04002646,-0.04002646,0.00098823,-0.00098823,0.12462925,-0.12462925
-5.51975988,0.18427844,-0.18427844,0.00054713,-0.00054713,0.00831492,-0.00831492,0.08219064,-0.08219064,0.01770271,-0.01770271,0.05204733,-0.05204733,0.03413484,-0.03413484,0.00081696,-0.00081696,0.10657507,-0.10657507
-5.51375688,0.15741975,-0.15741975,0.00044732,-0.00044732,0.00725393,-0.00725393,0.07050820,-0.07050820,0.01501287,-0.01501287,0.04450495,-0.04450495,0.02911697,-0.02911697,0.00068059,-0.00068059,0.09099724,-0.09099724
-5.50775388,0.13459160,-0.13459160,0.00036322,-0.00036322,0.00632399,-0.00632399,0.06021321,-0.06021321,0.01277407,-0.01277407,0.03800439,-0.03800439,0.02491974,-0.02491974,0.00057557,-0.00057557,0.07774852,-0.07774852
-5.50175088,0.11555241,-0.11555241,0.00029290,-0.00029290,0.00552480,-0.00552480,0.05123293,-0.05123293,0.01095493,-0.01095493,0.03248438,-0.03248438,0.02149372,-0.02149372,0.00049894,-0.00049894,0.06668648,-0.06668648
-5.49574787,0.10007811,-0.10007811,0.00023457,-0.00023457,0.00485559,-0.00485559,0.04348867,-0.04348867,0.00952782,-0.00952782,0.02788517,-0.02788517,0.01879487,-0.01879487,0.00044833,-0.00044833,0.05767845,-0.05767845
-5.48974487,0.08796956,-0.08796956,0.00018656,-0.00018656,0.00431552,-0.00431552,0.03689884,-0.03689884,0.00846964,-0.00846964,0.02415052,-0.02415052,0.01678603,-0.01678603,0.00042198,-0.00042198,0.05060575,-0.05060575
-5.48374187,0.07905854,-0.07905854,0.00014734,-0.00014734,0.00390407,-0.00390407,0.03138185,-0.03138185,0.00776245,-0.00776245,0.02122943,-0.02122943,0.01543799,-0.01543799,0.00041874,-0.00041874,0.04536707,-0.04536707
-5.47773887,0.07321230,-0.07321230,0.00011557,-0.00011557,0.00362133,-0.00362133,0.02685849,-0.02685849,0.00739395,-0.00739395,0.01907748,-0.01907748,0.01473029,-0.01473029,0.00043801,-0.00043801,0.04188094,-0.04188094
-5.47173587,0.07033646,-0.07033646,0.00009003,-0.00009003,0.00346840,-0.00346840,0.02325401,-0.02325401,0.00735777,-0.00735777,0.01765777,-0.01765777,0.01465165,-0.01465165,0.00047978,-0.00047978,0.04008735,-0.04008735
-5.46573287,0.07037645,-0.07037645,0.00006967,-0.00006967,0.00344761,-0.00344761,0.02049973,-0.02049973,0.00765357,-0.00765357,0.01694155,-0.01694155,0.01520000,-0.01520000,0.00054451,-0.00054451,0.03994837,-0.03994837
-5.45972986,0.07331723,-0.07331723,0.00005356,-0.00005356,0.00356277,-0.00356277,0.01853422,-0.01853422,0.00828706,-0.00828706,0.01690835,-0.01690835,0.01638217,-0.01638217,0.00063312,-0.00063312,0.04144788,-0.04144788
-5.45372686,0.07918150,-0.07918150,0.00004093,-0.00004093,0.00381938,-0.00381938,0.01730400,-0.01730400,0.00926980,-0.00926980,0.01754578,-0.01754578,0.01821320,-0.01821320,0.00074692,-0.00074692,0.04459033,-0.04459033
-5.44772386,0.08802632,-0.08802632,0.00003111,-0.00003111,0.00422469,-0.00422469,0.01676384,-0.01676384,0.01061888,-0.01061888,0.01884895,-0.01884895,0.02071531,-0.02071531,0.00088751,-0.00088751,0.04939860,-0.04939860
-5.44172086,0.09993818,-0.09993818,0.00002356,-0.00002356,0.00478783,-0.00478783,0.01687675,-0.01687675,0.01235646,-0.01235646,0.02081953,-0.02081953,0.02391646,-0.02391646,0.00105673,-0.00105673,0.05591094,-0.05591094
-5.43571786,0.11502684,-0.11502684,0.00001782,-0.00001782,0.00551979,-0.00551979,0.01761346,-0.01761346,0.01450921,-0.01450921,0.02346444,-0.02346444,0.02784866,-0.02784866,0.00125650,-0.00125650,0.06417719,-0.06417719
-5.42971486,0.13341782,-0.13341782,0.00001352,-0.00001352,0.00643339,-0.00643339,0.01895176,-0.01895176,0.01710759,-0.01710759,0.02679429,-0.02679429,0.03254594,-0.03254594,0.00148874,-0.00148874,0.07425423,-0.07425423
-5.42371186,0.15524403,-0.15524403,0.00001036,-0.00001036,0.00754323,-0.00754323,0.02087551,-0.02087551,0.02018509,-0.02018509,0.03082164,-0.03082164,0.03804214,-0.03804214,0.00175527,-0.00175527,0.08620089,-0.08620089
-5.41770885,0.18063664,-0.18063664,0.00000813,-0.00000813,0.00886551,-0.00886551,0.02337354,-0.02337354,0.02377732,-0.02377732,0.03555901,-0.03555901,0.04436850,-0.04436850,0.00205763,-0.00205763,0.10007246,-0.10007246
-5.41170585,0.20971566,-0.20971566,0.00000663,-0.00000663,0.01041798,-0.01041798,0.02643845,-0.02643845,0.02792117,-0.02792117,0.04101689,-0.04101689,0.05155121,-0.05155121,0.00239697,-0.00239697,0.11591500,-0.11591500
-5.40570285,0.24258052,-0.24258052,0.00000576,-0.00000576,0.01221968,-0.01221968,0.03006540,-0.03006540,0.03265382,-0.03265382,0.04720173,-0.04720173,0.05960897,-0.05960897,0.00277395,-0.00277395,0.13375975,-0.13375975
-5.39969985,0.27930129,-0.27930129,0.00000541,-0.00000541,0.01429085,-0.01429085,0.03425092,-0.03425092,0.03801183,-0.03801183,0.05411408,-0.05411408,0.06855071,-0.06855071,0.00318855,-0.00318855,0.15361779,-0.15361779
-5.39369685,0.31991074,-0.31991074,0.00000554,-0.00000554,0.01665272,-0.01665272,0.03899200,-0.03899200,0.04403033,-0.04403033,0.06174695,-0.06174695,0.07837367,-0.07837367,0.00364002,-0.00364002,0.17547540,-0.17547540
-5.38769385,0.36439805,-0.36439805,0.00000614,-0.00000614,0.01932736,-0.01932736,0.04428521,-0.04428521,0.05074216,-0.05074216,0.07008451,-0.07008451,0.08906172,-0.08906172,0.00412675,-0.00412675,0.19929032,-0.19929032
-5.38169085,0.41270437,-0.41270436,0.00000722,-0.00000722,0.02233757,-0.02233757,0.05012629,-0.05012629,0.05817727,-0.05817727,0.07910124,-0.07910124,0.10058443,-0.10058443,0.00464621,-0.00464621,0.22498918,-0.22498917
-5.37568784,0.46472077,-0.46472077,0.00000883,-0.00000883,0.02570672,-0.02570672,0.05650995,-0.05650995,0.06636215,-0.06636215,0.08876159,-0.08876159,0.11289662,-0.11289661,0.00519494,-0.00519494,0.25246640,-0.25246640
-5.36968484,0.52028900,-0.52028900,0.00001104,-0.00001104,0.02945866,-0.02945866,0.06343006,-0.06343006,0.07531953,-0.07531953,0.09902031,-0.09902031,0.12593878,-0.12593878,0.00576848,-0.00576848,0.28158484,-0.28158484
-5.36368184,0.57920494,-0.57920494,0.00001394,-0.00001394,0.03361768,-0.03361768,0.07088028,-0.07088028,0.08506814,-0.08506814,0.10982333,-0.10982333,0.13963823,-0.13963823,0.00636148,-0.00636148,0.31217811,-0.31217811
-5.35767884,0.64122520,-0.64122520,0.00001769,-0.00001769,0.03820837,-0.03820837,0.07885496,-0.07885496,0.09562278,-0.09562278,0.12110940,-0.12110940,0.15391114,-0.15391114,0.00696774,-0.00696774,0.34405479,-0.34405479
-5.35167584,0.70607640,-0.70607640,0.00002246,-0.00002246,0.04325560,-0.04325560,0.08735043,-0.08735043,0.10699440,-0.10699440,0.13281225,-0.13281225,0.16866532,-0.16866532,0.00758035,-0.00758035,0.37700449,-0.37700449
-5.34567284,0.77346695,-0.77346695,0.00002844,-0.00002844,0.04878440,-0.04878440,0.09636649,-0.09636649,0.11919047,-0.11919047,0.14486338,-0.14486338,0.18380378,-0.18380378,0.00819187,-0.00819187,0.41080534,-0.41080534
