energy_ev,total_up,total_down,Ag_p_up,Ag_p_down,Ag_d_up,Ag_d_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-2.63231616,2.85529447,-2.85529445,0.38649352,-0.38649352,0.29521969,-0.29521969,0.65923424,-0.65923424,1.72432194,-1.72432192,0.03346722,-0.03346722,0.13339620,-0.13339620,0.82375049,-0.82375048,0.00000000,-0.00000000
-2.62631316,2.71852088,-2.71852086,0.35642422,-0.35642422,0.27958051,-0.27958051,0.63179007,-0.63179006,1.64594890,-1.64594889,0.03174917,-0.03174917,0.12653673,-0.12653673,0.78656535,-0.78656535,0.00000000,-0.00000000
-2.62031016,2.57875926,-2.57875924,0.32697844,-0.32697843,0.26349134,-0.26349134,0.60261185,-0.60261185,1.56659204,-1.56659203,0.02990910,-0.02990910,0.11952661,-0.11952661,0.74773280,-0.74773279,0.00000000,-0.00000000
-2.61430715,2.43678150,-2.43678148,0.29837769,-0.29837769,0.24711097,-0.24711097,0.57197693,-0.57197693,1.48639309,-1.48639307,0.02797883,-0.02797883,0.11242570,-0.11242570,0.70759137,-0.70759137,0.00000000,-0.00000000
-2.60830415,2.29344113,-2.29344111,0.27082339,-0.27082339,0.23059961,-0.23059961,0.54018964,-0.54018963,1.40556895,-1.40556893,0.02599015,-0.02599015,0.10529285,-0.10529285,0.66650250,-0.66650249,0.00000000,-0.00000000
-2.60230115,2.14965066,-2.14965064,0.24449367,-0.24449367,0.21411500,-0.21411500,0.50757255,-0.50757255,1.32440421,-1.32440420,0.02397394,-0.02397394,0.09818502,-0.09818502,0.62484085,-0.62484084,0.00000000,-0.00000000
-2.59629815,2.00635771,-2.00635768,0.21954110,-0.21954110,0.19780884,-0.19780884,0.47445765,-0.47445765,1.24324128,-1.24324127,0.02195937,-0.02195937,0.09115658,-0.09115658,0.58298480,-0.58298480,0.00000000,-0.00000000
-2.59029515,1.86452100,-1.86452098,0.19609133,-0.19609132,0.18182366,-0.18182366,0.44117760,-0.44117759,1.16246871,-1.16246869,0.01997333,-0.01997333,0.08425861,-0.08425861,0.54130732,-0.54130732,0.00000000,-0.00000000
-2.58429215,1.72508730,-1.72508728,0.17424261,-0.17424261,0.16629020,-0.16629020,0.40805752,-0.40805752,1.08250847,-1.08250846,0.01803981,-0.01803981,0.07753838,-0.07753838,0.50016761,-0.50016760,0.00000000,-0.00000000
-2.57828914,1.58897000,-1.58896997,0.15406635,-0.15406635,0.15132539,-0.15132538,0.37540758,-0.37540758,1.00380275,-1.00380273,0.01617958,-0.01617958,0.07103893,-0.07103893,0.45990380,-0.45990380,0.00000000,-0.00000000
-2.57228614,1.45703016,-1.45703013,0.13560843,-0.13560843,0.13703091,-0.13703091,0.34351649,-0.34351648,0.92680072,-0.92680071,0.01440991,-0.01440991,0.06479876,-0.06479876,0.42082686,-0.42082685,0.00000000,-0.00000000
-2.56628314,1.33006052,-1.33006050,0.11889135,-0.11889135,0.12349243,-0.12349243,0.31264619,-0.31264618,0.85194600,-0.85194599,0.01274450,-0.01274450,0.05885164,-0.05885164,0.38321579,-0.38321579,0.00000000,-0.00000000
-2.56028014,1.20877271,-1.20877269,0.10391699,-0.10391699,0.11077930,-0.11077930,0.28302775,-0.28302775,0.77966504,-0.77966502,0.01119350,-0.01119350,0.05322654,-0.05322654,0.34731427,-0.34731426,0.00000000,-0.00000000
-2.55427714,1.09378793,-1.09378790,0.09066982,-0.09066982,0.09894489,-0.09894489,0.25485860,-0.25485860,0.71035687,-0.71035686,0.00976364,-0.00976364,0.04794760,-0.04794760,0.31332856,-0.31332855,0.00000000,-0.00000000
-2.54827414,0.98563099,-0.98563097,0.07912040,-0.07912040,0.08802732,-0.08802732,0.22830091,-0.22830090,0.64438458,-0.64438456,0.00845849,-0.00845849,0.04303431,-0.04303431,0.28142680,-0.28142679,0.00000000,-0.00000000
-2.54227114,0.88472768,-0.88472766,0.06922899,-0.06922899,0.07805054,-0.07805054,0.20348124,-0.20348124,0.58206842,-0.58206840,0.00727875,-0.00727875,0.03850166,-0.03850166,0.25173937,-0.25173936,0.00000000,-0.00000000
-2.53626813,0.79140505,-0.79140503,0.06094907,-0.06094907,0.06902574,-0.06902574,0.18049129,-0.18049128,0.52368090,-0.52368089,0.00622266,-0.00622266,0.03436044,-0.03436044,0.22436028,-0.22436028,0.00000000,-0.00000000
-2.53026513,0.70589430,-0.70589429,0.05423060,-0.05423060,0.06095289,-0.06095289,0.15938945,-0.15938944,0.46944369,-0.46944368,0.00528635,-0.00528635,0.03061749,-0.03061749,0.19934943,-0.19934942,0.00000000,-0.00000000
-2.52426213,0.62833587,-0.62833586,0.04902289,-0.04902289,0.05382237,-0.05382237,0.14020330,-0.14020330,0.41952626,-0.41952625,0.00446428,-0.00446428,0.02727613,-0.02727613,0.17673535,-0.17673534,0.00000000,-0.00000000
-2.51825913,0.55878614,-0.55878613,0.04527699,-0.04527699,0.04761664,-0.04761664,0.12293255,-0.12293255,0.37404619,-0.37404618,0.00374963,-0.00374963,0.02433649,-0.02433649,0.15651853,-0.15651853,0.00000000,-0.00000000
-2.51225613,0.49722528,-0.49722527,0.04294739,-0.04294739,0.04231178,-0.04231178,0.10755245,-0.10755245,0.33307081,-0.33307080,0.00313470,-0.00313470,0.02179586,-0.02179586,0.13867485,-0.13867485,0.00000000,-0.00000000
-2.50625313,0.44356576,-0.44356575,0.04199306,-0.04199306,0.03787894,-0.03787894,0.09401742,-0.09401742,0.29662009,-0.29662008,0.00261122,-0.00261122,0.01964912,-0.01964912,0.12315904,-0.12315904,0.00000000,-0.00000000
-2.50025013,0.39766104,-0.39766103,0.04237787,-0.04237787,0.03428557,-0.03428557,0.08226476,-0.08226476,0.26467031,-0.26467030,0.00217070,-0.00217070,0.01788898,-0.01788898,0.10990814,-0.10990814,0.00000000,-0.00000000
-2.49424712,0.35931401,-0.35931400,0.04407014,-0.04407015,0.03149641,-0.03149641,0.07221825,-0.07221825,0.23715850,-0.23715850,0.00180463,-0.00180463,0.01650635,-0.01650635,0.09884456,-0.09884456,0.00000000,-0.00000000
-2.48824412,0.32828490,-0.32828489,0.04704171,-0.04704171,0.02947425,-0.02947425,0.06379158,-0.06379158,0.21398716,-0.21398715,0.00150477,-0.00150477,0.01549049,-0.01549049,0.08987891,-0.08987891,0.00000000,-0.00000000
-2.48224112,0.30429831,-0.30429831,0.05126625,-0.05126625,0.02818045,-0.02818045,0.05689152,-0.05689152,0.19502914,-0.19502913,0.00126322,-0.00126322,0.01482927,-0.01482927,0.08291235,-0.08291234,0.00000000,-0.00000000
-2.47623812,0.28704938,-0.28704938,0.05671720,-0.05671720,0.02757522,-0.02757522,0.05142068,-0.05142068,0.18013257,-0.18013256,0.00107259,-0.00107259,0.01450923,-0.01450923,0.07783849,-0.07783849,0.00000000,-0.00000000
-2.47023512,0.27620888,-0.27620888,0.06336530,-0.06336530,0.02761764,-0.02761764,0.04727998,-0.04727998,0.16912553,-0.16912553,0.00092608,-0.00092608,0.01451566,-0.01451566,0.07454494,-0.07454494,0.00000000,-0.00000000
-2.46423212,0.27142739,-0.27142739,0.07117592,-0.07117592,0.02826557,-0.02826557,0.04437070,-0.04437070,0.16182053,-0.16182053,0.00081745,-0.00081745,0.01483265,-0.01483265,0.07291433,-0.07291433,0.00000000,-0.00000000
-2.45822911,0.27233870,-0.27233870,0.08010631,-0.08010632,0.02947538,-0.02947538,0.04259617,-0.04259617,0.15801860,-0.15801860,0.00074111,-0.00074111,0.01544306,-0.01544306,0.07282511,-0.07282511,0.00000000,-0.00000000
-2.45222611,0.27856257,-0.27856257,0.09010306,-0.09010307,0.03120164,-0.03120164,0.04186319,-0.04186319,0.15751319,-0.15751319,0.00069203,-0.00069203,0.01632850,-0.01632850,0.07415202,-0.07415202,0.00000000,-0.00000000
-2.44622311,0.28970725,-0.28970725,0.10109978,-0.10109978,0.03339681,-0.03339681,0.04208312,-0.04208312,0.16009373,-0.16009373,0.00066575,-0.00066575,0.01746932,-0.01746932,0.07676645,-0.07676645,0.00000000,-0.00000000
-2.44022011,0.30537189,-0.30537189,0.11301530,-0.11301530,0.03601087,-0.03601087,0.04317289,-0.04317289,0.16554905,-0.16554906,0.00065831,-0.00065831,0.01884466,-0.01884466,0.08053680,-0.08053680,0.00000000,-0.00000000
-2.43421711,0.32514934,-0.32514934,0.12575251,-0.12575251,0.03899121,-0.03899121,0.04505575,-0.04505575,0.17367067,-0.17367067,0.00066621,-0.00066621,0.02043247,-0.02043247,0.08532882,-0.08532882,0.00000000,-0.00000000
-2.42821411,0.34862941,-0.34862941,0.13919792,-0.13919792,0.04228257,-0.04228257,0.04766201,-0.04766201,0.18425600,-0.18425600,0.00068634,-0.00068634,0.02220967,-0.02220967,0.09100625,-0.09100625,0.00000000,-0.00000000
-2.42221111,0.37540289,-0.37540289,0.15322206,-0.15322207,0.04582715,-0.04582715,0.05092978,-0.05092978,0.19711166,-0.19711167,0.00071594,-0.00071594,0.02415238,-0.02415238,0.09743161,-0.09743161,0.00000000,-0.00000000
-2.41620810,0.40506644,-0.40506644,0.16768080,-0.16768081,0.04956503,-0.04956503,0.05480562,-0.05480562,0.21205675,-0.21205675,0.00075255,-0.00075255,0.02623620,-0.02623620,0.10446736,-0.10446736,0.00000000,-0.00000000
-2.41020510,0.43722839,-0.43722839,0.18241750,-0.18241750,0.05343476,-0.05343477,0.05924529,-0.05924529,0.22892610,-0.22892610,0.00079397,-0.00079397,0.02843657,-0.02843657,0.11197744,-0.11197744,0.00000000,-0.00000000
-2.40420210,0.47151525,-0.47151526,0.19726602,-0.19726603,0.05737416,-0.05737416,0.06421443,-0.06421444,0.24757356,-0.24757356,0.00083823,-0.00083823,0.03072931,-0.03072931,0.11982909,-0.11982909,0.00000000,-0.00000000
-2.39819910,0.50757885,-0.50757885,0.21205448,-0.21205448,0.06132136,-0.06132136,0.06968926,-0.06968926,0.26787499,-0.26787499,0.00088354,-0.00088354,0.03309108,-0.03309108,0.12789500,-0.12789500,0.00000000,-0.00000000
-2.39219610,0.54510362,-0.54510362,0.22660949,-0.22660949,0.06521600,-0.06521600,0.07565708,-0.07565708,0.28973097,-0.28973097,0.00092835,-0.00092835,0.03549999,-0.03549999,0.13605567,-0.13605568,0.00000000,-0.00000000
-2.38619310,0.58381376,-0.58381377,0.24076088,-0.24076089,0.06900050,-0.06900050,0.08211673,-0.08211673,0.31306884,-0.31306884,0.00097126,-0.00097126,0.03793615,-0.03793615,0.14420194,-0.14420194,0.00000000,-0.00000000
-2.38019010,0.62347968,-0.62347969,0.25434653,-0.25434653,0.07262146,-0.07262146,0.08907868,-0.08907868,0.33784407,-0.33784407,0.00101107,-0.00101107,0.04038218,-0.04038218,0.15223740,-0.15223740,0.00000000,-0.00000000
-2.37418709,0.66392320,-0.66392321,0.26721703,-0.26721703,0.07603095,-0.07603095,0.09656480,-0.09656480,0.36404046,-0.36404047,0.00104679,-0.00104679,0.04282376,-0.04282376,0.16008074,-0.16008074,0.00000000,-0.00000000
-2.36818409,0.70502108,-0.70502109,0.27924019,-0.27924020,0.07918773,-0.07918773,0.10460769,-0.10460769,0.39166923,-0.39166923,0.00107763,-0.00107763,0.04524990,-0.04524990,0.16766767,-0.16766768,0.00000000,-0.00000000
-2.36218109,0.74670637,-0.74670638,0.29030484,-0.29030484,0.08205834,-0.08205834,0.11324948,-0.11324948,0.42076659,-0.42076660,0.00110304,-0.00110304,0.04765320,-0.04765320,0.17495251,-0.17495251,0.00000000,-0.00000000
-2.35617809,0.78896723,-0.78896724,0.30032390,-0.30032390,0.08461790,-0.08461790,0.12253999,-0.12254000,0.45138994,-0.45138994,0.00112271,-0.00112271,0.05002987,-0.05002987,0.18190896,-0.18190896,0.00000000,-0.00000000
-2.35017509,0.83184300,-0.83184302,0.30923663,-0.30923663,0.08685065,-0.08685065,0.13253437,-0.13253437,0.48361244,-0.48361245,0.00113660,-0.00113660,0.05237956,-0.05237956,0.18853039,-0.18853039,0.00000000,-0.00000000
-2.34417209,0.87541759,-0.87541760,0.31700974,-0.31700974,0.08875013,-0.08875013,0.14328997,-0.14328998,0.51751635,-0.51751636,0.00114492,-0.00114492,0.05470497,-0.05470497,0.19482915,-0.19482915,0.00000000,-0.00000000
-2.33816908,0.91981012,-0.91981013,0.32363754,-0.32363754,0.09031907,-0.09031907,0.15486284,-0.15486285,0.55318503,-0.55318504,0.00114821,-0.00114821,0.05701128,-0.05701128,0.20083517,-0.20083518,0.00000000,-0.00000000
-2.33216608,0.96516341,-0.96516342,0.32914104,-0.32914104,0.09156889,-0.09156889,0.16730356,-0.16730356,0.59069424,-0.59069425,0.00114729,-0.00114729,0.05930539,-0.05930539,0.20659375,-0.20659375,0.00000000,-0.00000000
-2.32616308,1.01163070,-1.01163071,0.33356607,-0.33356607,0.09251886,-0.09251886,0.18065282,-0.18065282,0.63010295,-0.63010296,0.00114326,-0.00114326,0.06159496,-0.06159496,0.21216260,-0.21216260,0.00000000,-0.00000000
-2.32016008,1.05936132,-1.05936133,0.33698064,-0.33698064,0.09319505,-0.09319505,0.19493686,-0.19493686,0.67144423,-0.67144424,0.00113753,-0.00113753,0.06388735,-0.06388735,0.21760834,-0.21760835,0.00000000,-0.00000000
-2.31415708,1.10848626,-1.10848627,0.33947171,-0.33947171,0.09362895,-0.09362895,0.21016289,-0.21016290,0.71471692,-0.71471693,0.00113180,-0.00113180,0.06618857,-0.06618857,0.22300255,-0.22300255,0.00000000,-0.00000000
-2.30815408,1.15910431,-1.15910433,0.34114149,-0.34114149,0.09385605,-0.09385605,0.22631485,-0.22631485,0.75987844,-0.75987845,0.00112802,-0.00112802,0.06850212,-0.06850213,0.22841751,-0.22841751,0.00000000,-0.00000000
-2.30215108,1.21126995,-1.21126997,0.34210361,-0.34210362,0.09391424,-0.09391424,0.24334961,-0.24334961,0.80683948,-0.80683949,0.00112840,-0.00112840,0.07082801,-0.07082801,0.23392198,-0.23392198,0.00000000,-0.00000000
-2.29614807,1.26498356,-1.26498357,0.34247938,-0.34247938,0.09384226,-0.09384226,0.26119409,-0.26119409,0.85546098,-0.85546099,0.00113536,-0.00113536,0.07316181,-0.07316181,0.23957716,-0.23957716,0.00000000,-0.00000000
-2.29014507,1.32018490,-1.32018491,0.34239416,-0.34239416,0.09367825,-0.09367825,0.27974327,-0.27974327,0.90555384,-0.90555385,0.00115148,-0.00115148,0.07549400,-0.07549400,0.24543300,-0.24543300,0.00000000,-0.00000000
-2.28414207,1.37675026,-1.37675028,0.34197424,-0.34197424,0.09345839,-0.09345839,0.29885943,-0.29885943,0.95688150,-0.95688151,0.00117949,-0.00117949,0.07780952,-0.07780952,0.25152513,-0.25152514,0.00000000,-0.00000000
-2.27813907,1.43449363,-1.43449365,0.34134415,-0.34134415,0.09321576,-0.09321576,0.31837277,-0.31837277,1.00916555,-1.00916557,0.00122218,-0.00122218,0.08008764,-0.08008764,0.25787250,-0.25787251,0.00000000,-0.00000000
-2.27213607,1.49317187,-1.49317188,0.34062459,-0.34062459,0.09297949,-0.09297949,0.33808341,-0.33808340,1.06209418,-1.06209419,0.00128237,-0.00128237,0.08230211,-0.08230211,0.26447586,-0.26447587,0.00000000,-0.00000000
-2.26613307,1.55249369,-1.55249371,0.33993075,-0.33993075,0.09277408,-0.09277408,0.35776487,-0.35776487,1.11533305,-1.11533306,0.00136280,-0.00136280,0.08442169,-0.08442169,0.27131717,-0.27131717,0.00000000,-0.00000000
-2.26013007,1.61213189,-1.61213190,0.33937131,-0.33937131,0.09261910,-0.09261910,0.37716896,-0.37716895,1.16853823,-1.16853824,0.00146612,-0.00146612,0.08641099,-0.08641099,0.27835986,-0.27835987,0.00000000,-0.00000000
-2.25412706,1.67173797,-1.67173798,0.33904763,-0.33904763,0.09252902,-0.09252902,0.39603177,-0.39603177,1.22137024,-1.22137025,0.00159474,-0.00159474,0.08823153,-0.08823153,0.28555003,-0.28555003,0.00000000,-0.00000000
-2.24812406,1.73095829,-1.73095830,0.33905328,-0.33905328,0.09251335,-0.09251335,0.41408090,-0.41408089,1.27350856,-1.27350857,0.00175079,-0.00175079,0.08984313,-0.08984313,0.29281830,-0.29281830,0.00000000,-0.00000000
-2.24212106,1.78945050,-1.78945051,0.33947364,-0.33947364,0.09257692,-0.09257693,0.43104322,-0.43104321,1.32466554,-1.32466555,0.00193601,-0.00193601,0.09120542,-0.09120542,0.30008238,-0.30008238,0.00000000,-0.00000000
-2.23611806,1.84689917,-1.84689918,0.34038543,-0.34038543,0.09272033,-0.09272033,0.44665320,-0.44665320,1.37459884,-1.37459885,0.00215167,-0.00215167,0.09227947,-0.09227947,0.30725003,-0.30725004,0.00000000,-0.00000000
-2.23011506,1.90302934,-1.90302935,0.34185613,-0.34185613,0.09294041,-0.09294041,0.46066126,-0.46066125,1.42312149,-1.42312150,0.00239847,-0.00239847,0.09302938,-0.09302938,0.31422236,-0.31422236,0.00000000,-0.00000000
-2.22411206,1.95761715,-1.95761716,0.34394302,-0.34394302,0.09323076,-0.09323076,0.47284172,-0.47284171,1.47010874,-1.47010875,0.00267648,-0.00267648,0.09342392,-0.09342393,0.32089712,-0.32089712,0.00000000,-0.00000000
-2.21810905,2.01049648,-2.01049649,0.34669207,-0.34669207,0.09358232,-0.09358232,0.48300019,-0.48300018,1.51550114,-1.51550115,0.00298503,-0.00298503,0.09343792,-0.09343792,0.32717202,-0.32717202,0.00000000,-0.00000000
-2.21210605,2.06156124,-2.06156125,0.35013644,-0.35013644,0.09398377,-0.09398377,0.49097987,-0.49097986,1.55930348,-1.55930349,0.00332269,-0.00332269,0.09305347,-0.09305347,0.33294771,-0.33294771,0.00000000,-0.00000000
-2.20610305,2.11076293,-2.11076294,0.35429479,-0.35429479,0.09442200,-0.09442200,0.49666655,-0.49666654,1.60157941,-1.60157941,0.00368722,-0.00368722,0.09226086,-0.09226086,0.33813049,-0.33813049,0.00000000,-0.00000000
-2.20010005,2.15810369,-2.15810370,0.35916956,-0.35916956,0.09488236,-0.09488236,0.49999211,-0.49999210,1.64244197,-1.64244198,0.00407551,-0.00407551,0.09105919,-0.09105919,0.34263446,-0.34263446,0.00000000,-0.00000000
-2.19409705,2.20362513,-2.20362514,0.36474526,-0.36474526,0.09534899,-0.09534899,0.50093634,-0.50093633,1.68204057,-1.68204058,0.00448364,-0.00448364,0.08945660,-0.08945660,0.34638329,-0.34638329,0.00000000,-0.00000000
-2.18809405,2.24739390,-2.24739391,0.37098699,-0.37098699,0.09580491,-0.09580491,0.49952703,-0.49952701,1.72054495,-1.72054496,0.00490689,-0.00490689,0.08747017,-0.08747017,0.34931143,-0.34931143,0.00000000,-0.00000000
-2.18209105,2.28948489,-2.28948490,0.37783951,-0.37783951,0.09623224,-0.09623224,0.49583840,-0.49583838,1.75812731,-1.75812732,0.00533982,-0.00533982,0.08512543,-0.08512543,0.35136484,-0.35136484,0.00000000,-0.00000000
-2.17608804,2.32996338,-2.32996339,0.38522689,-0.38522689,0.09661229,-0.09661229,0.48998793,-0.48998791,1.79494354,-1.79494354,0.00577633,-0.00577633,0.08245562,-0.08245562,0.35250139,-0.35250139,0.00000000,-0.00000000
-2.17008504,2.36886743,-2.36886743,0.39305290,-0.39305290,0.09692572,-0.09692572,0.48213183,-0.48213181,1.83111490,-1.83111491,0.00620984,-0.00620984,0.07950054,-0.07950054,0.35269085,-0.35269085,0.00000000,-0.00000000
-2.16408204,2.40619188,-2.40619188,0.40120243,-0.40120243,0.09715271,-0.09715271,0.47245935,-0.47245934,1.86671132,-1.86671133,0.00663341,-0.00663341,0.07630534,-0.07630534,0.35191471,-0.35191471,0.00000000,-0.00000000
-2.15807904,2.44187526,-2.44187527,0.40954376,-0.40954377,0.09727330,-0.09727330,0.46118630,-0.46118628,1.90173740,-1.90173741,0.00703992,-0.00703992,0.07291902,-0.07291902,0.35016586,-0.35016586,0.00000000,-0.00000000
-2.15207604,2.47579057,-2.47579057,0.41793181,-0.41793182,0.09726768,-0.09726768,0.44854797,-0.44854795,1.93612221,-1.93612222,0.00742228,-0.00742228,0.06939288,-0.06939288,0.34744822,-0.34744822,0.00000000,-0.00000000
-2.14607304,2.50774078,-2.50774078,0.42621222,-0.42621222,0.09711670,-0.09711670,0.43479196,-0.43479195,1.96971352,-1.96971352,0.00777361,-0.00777361,0.06577903,-0.06577903,0.34377636,-0.34377635,0.00000000,-0.00000000
-2.14007004,2.53745952,-2.53745952,0.43422610,-0.43422610,0.09680244,-0.09680244,0.42017108,-0.42017107,2.00227698,-2.00227699,0.00808749,-0.00808749,0.06212882,-0.06212882,0.33917524,-0.33917524,0.00000000,-0.00000000
-2.13406703,2.56461700,-2.56461700,0.44181534,-0.44181534,0.09630878,-0.09630878,0.40493661,-0.40493659,2.03350044,-2.03350045,0.00835812,-0.00835812,0.05849150,-0.05849150,0.33368006,-0.33368006,0.00000000,-0.00000000
-2.12806403,2.58883094,-2.58883094,0.44882803,-0.44882803,0.09562216,-0.09562216,0.38933228,-0.38933227,2.06300306,-2.06300307,0.00858050,-0.00858050,0.05491297,-0.05491297,0.32733611,-0.32733611,0.00000000,-0.00000000
-2.12206103,2.60968183,-2.60968184,0.45512388,-0.45512388,0.09473227,-0.09473227,0.37358905,-0.37358904,2.09034890,-2.09034891,0.00875062,-0.00875062,0.05143478,-0.05143478,0.32019881,-0.32019881,0.00000000,-0.00000000
-2.11605803,2.62673167,-2.62673168,0.46057929,-0.46057929,0.09363273,-0.09363273,0.35792083,-0.35792082,2.11506408,-2.11506409,0.00886558,-0.00886558,0.04809336,-0.04809336,0.31233366,-0.31233366,0.00000000,-0.00000000
-2.11005503,2.63954495,-2.63954495,0.46509175,-0.46509175,0.09232176,-0.09232176,0.34252128,-0.34252127,2.13665658,-2.13665658,0.00892366,-0.00892366,0.04491943,-0.04491943,0.30381622,-0.30381622,0.00000000,-0.00000000
-2.10405203,2.64771069,-2.64771069,0.46858348,-0.46858348,0.09080267,-0.09080267,0.32756161,-0.32756160,2.15463747,-2.15463747,0.00892437,-0.00892437,0.04193779,-0.04193779,0.29473200,-0.29473200,0.00000000,-0.00000000
-2.09804902,2.65086424,-2.65086424,0.47100397,-0.47100397,0.08908431,-0.08908431,0.31318943,-0.31318942,2.16854255,-2.16854255,0.00886846,-0.00886846,0.03916720,-0.03916720,0.28517613,-0.28517613,0.00000000,-0.00000000
-2.09204602,2.64870752,-2.64870752,0.47233144,-0.47233144,0.08718129,-0.08718128,0.29952857,-0.29952856,2.17795302,-2.17795302,0.00875787,-0.00875787,0.03662057,-0.03662057,0.27525286,-0.27525286,0.00000000,-0.00000000
-2.08604302,2.64102666,-2.64102666,0.47257311,-0.47257311,0.08511401,-0.08511401,0.28667967,-0.28667966,2.18251431,-2.18251431,0.00859565,-0.00859565,0.03430533,-0.03430533,0.26507483,-0.26507483,0.00000000,-0.00000000
-2.08004002,2.62770620,-2.62770620,0.47176437,-0.47176437,0.08290854,-0.08290854,0.27472156,-0.27472155,2.18195211,-2.18195211,0.00838583,-0.00838583,0.03222395,-0.03222395,0.25476200,-0.25476199,0.00000000,-0.00000000
-2.07403702,2.60873926,-2.60873925,0.46996694,-0.46996694,0.08059630,-0.08059630,0.26371316,-0.26371316,2.17608502,-2.17608502,0.00813326,-0.00813326,0.03037454,-0.03037454,0.24444037,-0.24444036,0.00000000,-0.00000000
-2.06803402,2.58423332,-2.58423331,0.46726619,-0.46726619,0.07821346,-0.07821345,0.25369587,-0.25369586,2.16483340,-2.16483340,0.00784346,-0.00784346,0.02875160,-0.02875160,0.23424040,-0.23424040,0.00000000,-0.00000000
-2.06203102,2.55441177,-2.55441176,0.46376789,-0.46376789,0.07580030,-0.07580030,0.24469615,-0.24469615,2.14822435,-2.14822435,0.00752239,-0.00752239,0.02734679,-0.02734679,0.22429524,-0.22429524,0.00000000,-0.00000000
-2.05602801,2.51961137,-2.51961137,0.45959454,-0.45959454,0.07340038,-0.07340038,0.23672838,-0.23672837,2.12639297,-2.12639296,0.00717627,-0.00717627,0.02614974,-0.02614974,0.21473874,-0.21473874,0.00000000,-0.00000000
-2.05002501,2.48027629,-2.48027628,0.45488156,-0.45488156,0.07105956,-0.07105956,0.22979762,-0.22979761,2.09958022,-2.09958021,0.00681139,-0.00681139,0.02514877,-0.02514877,0.20570337,-0.20570337,0.00000000,-0.00000000
-2.04402201,2.43694919,-2.43694918,0.44977364,-0.44977364,0.06882500,-0.06882499,0.22390240,-0.22390240,2.06812797,-2.06812797,0.00643394,-0.00643394,0.02433169,-0.02433169,0.19731806,-0.19731806,0.00000000,-0.00000000
-2.03801901,2.39026041,-2.39026040,0.44442139,-0.44442139,0.06674409,-0.06674409,0.21903729,-0.21903729,2.03247182,-2.03247181,0.00604982,-0.00604982,0.02368643,-0.02368643,0.18970604,-0.18970604,0.00000000,-0.00000000
-2.03201601,2.34091575,-2.34091574,0.43897836,-0.43897836,0.06486342,-0.06486342,0.21519514,-0.21519514,1.99313234,-1.99313233,0.00566454,-0.00566454,0.02320166,-0.02320166,0.18298278,-0.18298278,0.00000000,-0.00000000
-2.02601301,2.28968369,-2.28968368,0.43359871,-0.43359871,0.06322773,-0.06322773,0.21236909,-0.21236909,1.95070544,-1.95070543,0.00528309,-0.00528309,0.02286730,-0.02286730,0.17725390,-0.17725390,0.00000000,-0.00000000
-2.02001001,2.23738270,-2.23738269,0.42843540,-0.42843540,0.06187891,-0.06187891,0.21055412,-0.21055411,1.90585230,-1.90585229,0.00490988,-0.00490988,0.02267489,-0.02267489,0.17261340,-0.17261340,0.00000000,-0.00000000
-2.01400700,2.18486894,-2.18486893,0.42363897,-0.42363897,0.06085516,-0.06085516,0.20974814,-0.20974814,1.85928935,-1.85928934,0.00454868,-0.00454868,0.02261797,-0.02261797,0.16914189,-0.16914189,0.00000000,-0.00000000
-2.00800400,2.13302474,-2.13302473,0.41935676,-0.41935676,0.06019013,-0.06019013,0.20995269,-0.20995269,1.81177852,-1.81177851,0.00420264,-0.00420264,0.02269221,-0.02269221,0.16690514,-0.16690514,0.00000000,-0.00000000
-2.00200100,2.08274777,-2.08274776,0.41573250,-0.41573250,0.05991228,-0.05991228,0.21117305,-0.21117305,1.76411794,-1.76411793,0.00387429,-0.00387429,0.02289553,-0.02289553,0.16595280,-0.16595280,0.00000000,-0.00000000
-1.99599800,2.03494105,-2.03494104,0.41290613,-0.41290612,0.06004428,-0.06004428,0.21341793,-0.21341793,1.71713280,-1.71713279,0.00356555,-0.00356555,0.02322813,-0.02322813,0.16631734,-0.16631734,0.00000000,-0.00000000
-1.98999500,1.99050325,-1.99050324,0.41101356,-0.41101356,0.06060256,-0.06060256,0.21669871,-0.21669871,1.67166655,-1.67166654,0.00327786,-0.00327786,0.02369233,-0.02369233,0.16801327,-0.16801327,0.00000000,-0.00000000
-1.98399200,1.95031930,-1.95031929,0.41018644,-0.41018644,0.06159702,-0.06159702,0.22102823,-0.22102823,1.62857175,-1.62857174,0.00301217,-0.00301217,0.02429243,-0.02429243,0.17103658,-0.17103658,0.00000000,-0.00000000
-1.97798899,1.91525063,-1.91525062,0.41055150,-0.41055149,0.06303083,-0.06303083,0.22641920,-0.22641920,1.58870060,-1.58870059,0.00276906,-0.00276906,0.02503444,-0.02503444,0.17536453,-0.17536453,0.00000000,-0.00000000
-1.97198599,1.88612497,-1.88612496,0.41222958,-0.41222958,0.06490038,-0.06490039,0.23288242,-0.23288242,1.55289460,-1.55289460,0.00254884,-0.00254884,0.02592573,-0.02592573,0.18095566,-0.18095566,0.00000000,-0.00000000
