energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Se_s_up,Se_p_up
-5.85592796,3.21187021,0.50751130,0.20900400,0.02179506,0.18439390,0.48108388,0.62956421,0.10166311,1.51568514
-5.84992496,3.33790360,0.53929364,0.21765206,0.02227938,0.19279444,0.51092978,0.64430398,0.10303872,1.57599246
-5.84392196,3.47165013,0.57287246,0.22719227,0.02292556,0.20195940,0.54155834,0.66051560,0.10451553,1.63935191
-5.83791896,3.61363251,0.60833813,0.23767990,0.02375116,0.21199358,0.57273179,0.67849975,0.10614643,1.70583909
-5.83191596,3.76423070,0.64577689,0.24915983,0.02476970,0.22299890,0.60419056,0.69852309,0.10797958,1.77545572
-5.82591296,3.92365308,0.68526649,0.26166485,0.02599007,0.23507178,0.63565692,0.72080517,0.11005630,1.84811869
-5.81990995,4.09191244,0.72687142,0.27521420,0.02741599,0.24830056,0.66683979,0.74550644,0.11240914,1.92365208
-5.81390695,4.26880711,0.77063764,0.28981230,0.02904566,0.26276255,0.69744043,0.77271780,0.11506021,2.00178228
-5.80790395,4.45390753,0.81658680,0.30544787,0.03087147,0.27852101,0.72715882,0.80245218,0.11801988,2.08213636
-5.80190095,4.64654827,0.86471012,0.32209303,0.03287994,0.29562194,0.75570038,0.83463836,0.12128578,2.16424349
-5.79589795,4.84582537,0.91496179,0.33970270,0.03505183,0.31409078,0.78278274,0.86911749,0.12484236,2.24753947
-5.78989495,5.05059887,0.96725238,0.35821415,0.03736231,0.33392902,0.80814231,0.90564221,0.12866079,2.33137385
-5.78389195,5.25950025,1.02144219,0.37754659,0.03978146,0.35511101,0.83154012,0.94387876,0.13269939,2.41501949
-5.77788894,5.47094468,1.07733509,0.39760103,0.04227479,0.37758087,0.85276702,0.98341186,0.13690449,2.49768419
-5.77188594,5.68314792,1.13467309,0.41826033,0.04480398,0.40124991,0.87164764,1.02375237,0.14121168,2.57852400
-5.76588294,5.89414780,1.19313217,0.43938949,0.04732776,0.42599456,0.88804329,1.06434748,0.14554747,2.65665789
-5.75987994,6.10183032,1.25231984,0.46083633,0.04980284,0.45165519,0.90185355,1.10459320,0.14983128,2.73118354
-5.75387694,6.30396028,1.31177478,0.48243253,0.05218502,0.47803579,0.91301663,1.14384878,0.15397762,2.80119393
-5.74787394,6.49821658,1.37096913,0.50399528,0.05443028,0.50490497,0.92150861,1.18145258,0.15789849,2.86579441
-5.74187094,6.68223176,1.42931365,0.52532931,0.05649589,0.53199814,0.92734155,1.21673905,0.16150582,2.92412011
-5.73586793,6.85363563,1.48616591,0.54622967,0.05834160,0.55902114,0.93056086,1.24905612,0.16471397,2.97535335
-5.72986493,7.01010236,1.54084169,0.56648493,0.05993065,0.58565525,0.93124195,1.27778256,0.16744207,3.01874072
-5.72386193,7.14939997,1.59262921,0.58588101,0.06123079,0.61156348,0.92948638,1.30234469,0.16961631,3.05360955
-5.71785893,7.26944119,1.64080602,0.60420533,0.06221514,0.63639808,0.92541789,1.32223198,0.17117189,3.07938338
-5.71185593,7.36833401,1.68465788,0.62125133,0.06286290,0.65980898,0.91917811,1.33701080,0.17205474,3.09559587
-5.70585293,7.44443018,1.72349888,0.63682304,0.06315986,0.68145280,0.91092250,1.34633609,0.17222295,3.10190279
-5.69984992,7.49636964,1.75669201,0.65073958,0.06309877,0.70100219,0.90081625,1.34996038,0.17164773,3.09809151
-5.69384692,7.52311894,1.78366907,0.66283932,0.06267946,0.71815496,0.88903048,1.34773987,0.17031409,3.08408759
-5.68784392,7.52400158,1.80394909,0.67298358,0.06190871,0.73264268,0.87573851,1.33963739,0.16822103,3.05995785
-5.68184092,7.49871862,1.81715415,0.68105954,0.06079999,0.74423830,0.86111250,1.32572213,0.16538141,3.02590990
-5.67583792,7.44735820,1.82302186,0.68698232,0.05937297,0.75276239,0.84532015,1.30616610,0.16182139,2.98228759
-5.66983492,7.37039312,1.82141374,0.69069611,0.05765279,0.75808778,0.82852174,1.28123761,0.15757958,2.92956262
-5.66383192,7.26866624,1.81231915,0.69217417,0.05566932,0.76014235,0.81086730,1.25129193,0.15270582,2.86832235
-5.65782891,7.14336405,1.79585448,0.69141797,0.05345615,0.75890984,0.79249414,1.21675961,0.14725976,2.79925417
-5.65182591,6.99597964,1.77225769,0.68845530,0.05104965,0.75442872,0.77352463,1.17813286,0.14130921,2.72312712
-5.64582291,6.82826661,1.74187864,0.68333762,0.04848786,0.74678916,0.75406442,1.13595066,0.13492832,2.64077136
-5.63981991,6.64218618,1.70516566,0.67613690,0.04580949,0.73612851,0.73420114,1.09078319,0.12819570,2.55305643
-5.63381691,6.43985013,1.66264932,0.66694205,0.04305290,0.72262523,0.71400377,1.04321607,0.12119253,2.46086932
-5.62781391,6.22346235,1.61492416,0.65585525,0.04025517,0.70649208,0.69352255,0.99383525,0.11400063,2.36509321
-5.62181091,5.99526176,1.56262955,0.64298849,0.03745127,0.68796852,0.67278983,0.94321297,0.10670067,2.26658787
-5.61580790,5.75746935,1.50643060,0.62846032,0.03467339,0.66731310,0.65182162,0.89189519,0.09937055,2.16617268
-5.60980490,5.51224150,1.44700007,0.61239334,0.03195038,0.64479592,0.63061998,0.84039116,0.09208383,2.06461267
-5.60380190,5.26163149,1.38500218,0.59491211,0.02930731,0.62069175,0.60917611,0.78916509,0.08490854,1.96260833
-5.59779890,5.00756029,1.32107887,0.57614201,0.02676532,0.59527391,0.58747418,0.73863028,0.07790608,1.86078923
-5.59179590,4.75179722,1.25583897,0.55620856,0.02434145,0.56880912,0.56549554,0.68914563,0.07113045,1.75971157
-5.58579290,4.49595034,1.18985058,0.53523762,0.02204871,0.54155355,0.54322326,0.64101449,0.06462774,1.65985929
-5.57978989,4.24146581,1.12363651,0.51335588,0.01989629,0.51374997,0.52064669,0.59448558,0.05843585,1.56164849
-5.57378689,3.98963501,1.05767274,0.49069182,0.01788979,0.48562594,0.49776585,0.54975580,0.05258445,1.46543436
-5.56778389,3.74160786,0.99238939,0.46737685,0.01603159,0.45739308,0.47459535,0.50697444,0.04709520,1.37151998
-5.56178089,3.49841027,0.92817387,0.44354627,0.01432127,0.42924696,0.45116765,0.46624856,0.04198212,1.28016635
-5.55577789,3.26096414,0.86537551,0.41934019,0.01275604,0.40136782,0.42753545,0.42764902,0.03725215,1.19160262
-5.54977489,3.03010778,0.80431124,0.39490394,0.01133122,0.37392144,0.40377316,0.39121684,0.03290585,1.10603611
-5.54377189,2.80661529,0.74527166,0.37038806,0.01004067,0.34706039,0.37997723,0.35696959,0.02893820,1.02366131
-5.53776888,2.59121350,0.68852709,0.34594772,0.00887722,0.32092524,0.35626550,0.32490739,0.02533942,0.94466753
-5.53176588,2.38459568,0.63433310,0.32174161,0.00783304,0.29564562,0.33277548,0.29501842,0.02209585,0.86924483
-5.52576288,2.18743128,0.58293534,0.29793023,0.00690003,0.27134112,0.30966179,0.26728375,0.01919086,0.79758810
-5.51975988,2.00037170,0.53457333,0.27467386,0.00607005,0.24812191,0.28709285,0.24168130,0.01660569,0.72989934
-5.51375688,1.82405234,0.48948323,0.25213008,0.00533519,0.22608904,0.26524704,0.21818903,0.01432025,0.66638816
-5.50775388,1.65909112,0.44789940,0.23045125,0.00468797,0.20533453,0.24430850,0.19678726,0.01231390,0.60727087
-5.50175088,1.50608450,0.41005493,0.20978188,0.00412141,0.18594123,0.22446285,0.17746030,0.01056615,0.55276829
-5.49574787,1.36560134,0.37618118,0.19025616,0.00362919,0.16798244,0.20589294,0.16019727,0.00905726,0.50310275
-5.48974487,1.23817571,0.34650626,0.17199579,0.00320564,0.15152156,0.18877484,0.14499246,0.00776879,0.45849438
-5.48374187,1.12429899,0.32125282,0.15510815,0.00284578,0.13661163,0.17327411,0.13184512,0.00668413,0.41915716
-5.47773887,1.02441202,0.30063490,0.13968498,0.00254532,0.12329491,0.15954258,0.12075882,0.00578886,0.38529478
-5.47173587,0.93889753,0.28485420,0.12580150,0.00230057,0.11160250,0.14771551,0.11174058,0.00507121,0.35709654
-5.46573287,0.86807320,0.27409554,0.11351606,0.00210844,0.10155410,0.13790918,0.10479963,0.00452231,0.33473330
-5.45972986,0.81218521,0.26852180,0.10287032,0.00196638,0.09315779,0.13021901,0.09994602,0.00413653,0.31835353
-5.45372686,0.77140238,0.26826816,0.09388973,0.00187225,0.08640994,0.12471782,0.09718902,0.00391170,0.30807949
-5.44772386,0.74581060,0.27343584,0.08658446,0.00182432,0.08129516,0.12145457,0.09653538,0.00384935,0.30400328
-5.44172086,0.73540755,0.28408542,0.08095052,0.00182113,0.07778627,0.12045321,0.09798746,0.00395488,0.30618306
-5.43571786,0.74009735,0.30022984,0.07697104,0.00186148,0.07584438,0.12171170,0.10154122,0.00423770,0.31463903
-5.42971486,0.75968525,0.32182740,0.07461760,0.00194430,0.07541890,0.12520120,0.10718419,0.00471130,0.32934946
-5.42371186,0.79387231,0.34877497,0.07385154,0.00206859,0.07644764,0.13086537,0.11489338,0.00539324,0.35024674
-5.41770885,0.84225030,0.38090179,0.07462519,0.00223339,0.07885687,0.13861992,0.12463323,0.00630512,0.37721348
-5.41170585,0.90429702,0.41796429,0.07688293,0.00243767,0.08256156,0.14835230,0.13635367,0.00747231,0.41007898
-5.40570285,0.97937256,0.45964232,0.08056209,0.00268031,0.08746560,0.15992185,0.14998833,0.00892371,0.44861619
-5.39969985,1.06671693,0.50553728,0.08559366,0.00296003,0.09346230,0.17316032,0.16545306,0.01069120,0.49253946
-5.39369685,1.16544960,0.55517243,0.09190284,0.00327536,0.10043500,0.18787297,0.18264478,0.01280901,0.54150323
-5.38769385,1.27457137,0.60799593,0.09940937,0.00362459,0.10825798,0.20384040,0.20144074,0.01531288,0.59510201
-5.38169085,1.39296911,0.66338654,0.10802782,0.00400578,0.11679768,0.22082103,0.22169834,0.01823904,0.65287183
-5.37568784,1.51942360,0.72066235,0.11766769,0.00441672,0.12591420,0.23855451,0.24325545,0.02162292,0.71429318
-5.36968484,1.65262052,0.77909223,0.12823347,0.00485493,0.13546310,0.25676578,0.26593131,0.02549780,0.77879564
-5.36368184,1.79116469,0.83790995,0.13962474,0.00531768,0.14529758,0.27517005,0.28952803,0.02989321,0.84576405
-5.35767884,1.93359715,0.89633038,0.15173618,0.00580199,0.15527076,0.29347829,0.31383266,0.03483323,0.91454616
-5.35167584,2.07841472,0.95356729,0.16445772,0.00630469,0.16523824,0.31140328,0.33861969,0.04033480,0.98446155
-5.34567284,2.22409142,1.00885202,0.17767468,0.00682245,0.17506069,0.32866597,0.36365412,0.04640591,1.05481155
-5.33966983,2.36910102,1.06145214,0.19126809,0.00735182,0.18460638,0.34500178,0.38869479,0.05304405,1.12488981
-5.33366683,2.51194006,1.11068938,0.20511515,0.00788931,0.19375355,0.36016681,0.41349802,0.06023467,1.19399319
-5.32766383,2.65115043,1.15595580,0.21908977,0.00843148,0.20239260,0.37394346,0.43782148,0.06795003,1.26143266
-5.32166083,2.78534102,1.19672764,0.23306341,0.00897497,0.21042780,0.38614537,0.46142812,0.07614835,1.32654394
-5.31565783,2.91320776,1.23257599,0.24690613,0.00951667,0.21777860,0.39662141,0.48409016,0.08477349,1.38869743
-5.30965483,3.03355162,1.26317398,0.26048784,0.01005378,0.22438044,0.40525845,0.50559304,0.09375502,1.44730753
-5.30365183,3.14529447,1.28830009,0.27367989,0.01058393,0.23018506,0.41198297,0.52573929,0.10300903,1.50184098
-5.29764882,3.24749264,1.30783762,0.28635694,0.01110533,0.23516022,0.41676134,0.54435232,0.11243939,1.55182428
-5.29164582,3.33934825,1.32177043,0.29839910,0.01161686,0.23928905,0.41959879,0.56127997,0.12193975,1.59685018
-5.28564282,3.42021860,1.33017543,0.30969437,0.01211822,0.24256898,0.42053728,0.57639794,0.13139595,1.63658330
-5.27963982,3.48962383,1.33321241,0.32014129,0.01261006,0.24501037,0.41965224,0.58961295,0.14068909,1.67076487
-5.27363682,3.54725308,1.33111185,0.32965188,0.01309410,0.24663505,0.41704853,0.60086565,0.14969885,1.69921682
-5.26763382,3.59296952,1.32416166,0.33815450,0.01357328,0.24747474,0.41285587,0.61013310,0.15830712,1.72184502
-5.26163082,3.62681421,1.31269363,0.34559689,0.01405179,0.24756969,0.40722380,0.61743092,0.16640177,1.73864192
-5.25562781,3.64900883,1.29707039,0.35194897,0.01453518,0.24696739,0.40031672,0.62281480,0.17388024,1.74968827
-5.24962481,3.65995718,1.27767360,0.35720543,0.01503042,0.24572168,0.39230894,0.62638149,0.18065299,1.75515404
-5.24362181,3.66024506,1.25489405,0.36138789,0.01554585,0.24389209,0.38338020,0.62826887,0.18664646,1.75529818
-5.23761881,3.65063810,1.22912387,0.36454650,0.01609118,0.24154362,0.37371164,0.62865535,0.19180544,1.75046715
-5.23161581,3.63207700,1.20075119,0.36676084,0.01667733,0.23874681,0.36348248,0.62775814,0.19609482,1.74109179
-5.22561281,3.60566970,1.17015724,0.36814010,0.01731634,0.23557801,0.35286727,0.62583056,0.19950038,1.72768264
-5.21960980,3.57267983,1.13771561,0.36882223,0.01802107,0.23211992,0.34203395,0.62315832,0.20202892,1.71082314
-5.21360680,3.53451109,1.10379341,0.36897228,0.01880496,0.22846207,0.33114246,0.62005463,0.20370733,1.69116101
-5.20760380,3.49268730,1.06875371,0.36877969,0.01968166,0.22470131,0.32034391,0.61685439,0.20458101,1.66939746
-5.20160080,3.44882802,1.03295890,0.36845473,0.02066463,0.22094197,0.30978027,0.61390743,0.20471147,1.64627449
-5.19559780,3.40461998,0.99677418,0.36822406,0.02176666,0.21729575,0.29958425,0.61157098,0.20417331,1.62256057
-5.18959480,3.36178466,0.96057075,0.36832552,0.02299939,0.21388108,0.28987943,0.61020157,0.20305081,1.59903481
-5.18359180,3.32204280,0.92472812,0.36900238,0.02437280,0.21082196,0.28078045,0.61014660,0.20143425,1.57647021
-5.17758879,3.28707672,0.88963520,0.37049712,0.02589463,0.20824616,0.27239306,0.61173572,0.19941604,1.55561647
-5.17158579,3.25849145,0.85568989,0.37304499,0.02756990,0.20628291,0.26481412,0.61527243,0.19708714,1.53718284
-5.16558279,3.23777604,0.82329694,0.37686758,0.02940039,0.20505991,0.25813132,0.62102598,0.19453357,1.52182170
-5.15957979,3.22626611,0.79286435,0.38216645,0.03138420,0.20469995,0.25242274,0.62922390,0.19183348,1.51011328
-5.15357679,3.22510916,0.76479818,0.38911727,0.03351537,0.20531713,0.24775620,0.64004539,0.18905470,1.50255216
-5.14757379,3.23523370,0.73949631,0.39786438,0.03578362,0.20701299,0.24418838,0.65361558,0.18625294,1.49953608
-5.14157079,3.25732339,0.71734139,0.40851622,0.03817413,0.20987249,0.24176393,0.67000110,0.18347067,1.50135713
-5.13556778,3.29179731,0.69869349,0.42114157,0.04066756,0.21396039,0.24051456,0.68920676,0.18073662,1.50819605
-5.12956478,3.33879703,0.68388292,0.43576684,0.04324008,0.21931793,0.24045815,0.71117369,0.17806604,1.52011937
-5.12356178,3.39818123,0.67320376,0.45237457,0.04586364,0.22596018,0.24159819,0.73577880,0.17546143,1.53707989
-5.11755878,3.46952830,0.66690851,0.47090314,0.04850640,0.23387428,0.24392342,0.76283580,0.17291380,1.55892013
-5.11155578,3.55214711,0.66520421,0.49124779,0.05113322,0.24301862,0.24740794,0.79209758,0.17040440,1.58537898
-5.10555278,3.64509598,0.66825048,0.51326299,0.05370643,0.25332309,0.25201178,0.82326013,0.16790661,1.61610114
-5.09954977,3.74720943,0.67615945,0.53676621,0.05618657,0.26469062,0.25768206,0.85596791,0.16538810,1.65064926
-5.09354677,3.85713234,0.68899786,0.56154286,0.05853341,0.27699976,0.26435462,0.88982056,0.16281299,1.68851832
-5.08754377,3.97336064,0.70679102,0.58735257,0.06070691,0.29010853,0.27195626,0.92438097,0.16014406,1.72915205
-5.08154077,4.09428735,0.72952863,0.61393640,0.06266832,0.30385916,0.28040748,0.95918452,0.15734470,1.77196081
-5.07553777,4.21825272,0.75717189,0.64102491,0.06438129,0.31808370,0.28962562,0.99374939,0.15438081,1.81634038
-5.06953477,4.34359681,0.78966162,0.66834685,0.06581285,0.33261027,0.29952824,1.02758767,0.15122236,1.86169125
-5.06353177,4.46871261,0.82692664,0.69563807,0.06693451,0.34726953,0.31003671,1.06021703,0.14784472,1.90743764
-5.05752876,4.59209771,0.86889196,0.72265036,0.06772310,0.36190117,0.32107963,1.09117266,0.14422970,1.95304558
-5.05152576,4.71240244,0.91548596,0.74915980,0.06816150,0.37636006,0.33259607,1.12001913,0.14036621,1.99803949
-5.04552276,4.82847231,0.96664594,0.77497426,0.06823927,0.39052170,0.34453836,1.14636176,0.13625072,2.04201642
-5.03951976,4.93938280,1.02232163,0.79993971,0.06795300,0.40428664,0.35687413,1.16985707,0.13188732,2.08465743
-5.03351676,5.04446471,1.08247586,0.82394492,0.06730645,0.41758367,0.36958764,1.19022206,0.12728760,2.12573553
-5.02751376,5.14331876,1.14708239,0.84692434,0.06631051,0.43037147,0.38268010,1.20724171,0.12247023,2.16511974
-5.02151076,5.23581842,1.21612054,0.86885903,0.06498284,0.44263868,0.39616902,1.22077465,0.11746031,2.20277506
-5.01550775,5.32210078,1.28956679,0.88977540,0.06334741,0.45440222,0.41008653,1.23075648,0.11228856,2.23875821
-5.00950475,5.40254575,1.36738365,0.90974202,0.06143373,0.46570407,0.42447668,1.23720087,0.10699036,2.27320952
-5.00350175,5.47774448,1.44950628,0.92886455,0.05927599,0.47660655,0.43939201,1.24019806,0.10160465,2.30634099
-4.99749875,5.54845883,1.53582780,0.94727908,0.05691202,0.48718637,0.45488944,1.23991114,0.09617276,2.33842160
-4.99149575,5.61557401,1.62618390,0.96514432,0.05438222,0.49752785,0.47102571,1.23657000,0.09073722,2.36976028
-4.98549275,5.68004707,1.72033815,0.98263319,0.05172838,0.50771563,0.48785286,1.23046344,0.08534057,2.40068772
-4.97948974,5.74285422,1.81796892,0.99992420,0.04899254,0.51782733,0.50541380,1.22192963,0.08002421,2.43153809
-4.97348674,5.80494009,1.91865903,1.01719331,0.04621594,0.52792670,0.52373847,1.21134543,0.07482731,2.46263149
-4.96748374,5.86717176,2.02188922,1.03460666,0.04343798,0.53805758,0.54284079,1.19911500,0.06978594,2.49425848
-4.96148074,5.93030032,2.12703615,1.05231480,0.04069541,0.54823920,0.56271657,1.18565822,0.06493222,2.52666730
-4.95547774,5.99493190,2.23337560,1.07044850,0.03802156,0.55846299,0.58334268,1.17139928,0.06029374,2.56005448
-4.94947474,6.06150960,2.34009102,1.08911655,0.03544588,0.56869125,0.60467732,1.15675591,0.05589314,2.59455938
-4.94347174,6.13030693,2.44628746,1.10840550,0.03299352,0.57885774,0.62666160,1.14212957,0.05174790,2.63026258
-4.93746873,6.20143241,2.55101035,1.12838115,0.03068522,0.58887016,0.64922208,1.12789688,0.04787031,2.66718801
-4.93146573,6.27484426,2.65326837,1.14909158,0.02853728,0.59861434,0.67227411,1.11440242,0.04426765,2.70530833
-4.92546273,6.35037320,2.75205932,1.17057118,0.02656176,0.60795998,0.69572579,1.10195290,0.04094250,2.74455273
-4.91945973,6.42775106,2.84639764,1.19284523,0.02476670,0.61676739,0.71948191,1.09081292,0.03789325,2.78481628
-4.91345673,6.50664208,2.93534216,1.21593433,0.02315657,0.62489494,0.74344782,1.08120190,0.03511462,2.82596975
-4.90745373,6.58667407,3.01802246,1.23985817,0.02173264,0.63220668,0.76753262,1.07329231,0.03259838,2.86786882
-4.90145073,6.66746637,3.09366243,1.26463797,0.02049354,0.63857953,0.79165147,1.06720890,0.03033396,2.91036173
-4.89544772,6.74865206,3.16159977,1.29029719,0.01943566,0.64390968,0.81572678,1.06302876,0.02830916,2.95329449
-4.88944472,6.82989248,3.22130029,1.31686022,0.01855363,0.64811768,0.83968803,1.06078207,0.02651075,2.99651331
-4.88344172,6.91088269,3.27236642,1.34434889,0.01784069,0.65115201,0.86347046,1.06045336,0.02492504,3.03986368
-4.87743872,6.99134778,3.31453961,1.37277697,0.01728902,0.65299076,0.88701241,1.06198323,0.02353835,3.08318657
-4.87143572,7.07103032,3.34769670,1.40214290,0.01688995,0.65364141,0.91025184,1.06527046,0.02233738,3.12631197
-4.86543272,7.14967071,3.37184080,1.43242128,0.01663417,0.65313882,0.93312227,1.07017455,0.02130941,3.16905066
-4.85942971,7.22698257,3.38708764,1.46355392,0.01651175,0.65154147,0.95554855,1.07651868,0.02044249,3.21118523
-4.85342671,7.30262608,3.39364852,1.49544109,0.01651217,0.64892642,0.97744302,1.08409335,0.01972543,3.25246149
-4.84742371,7.37618246,3.39181121,1.52793401,0.01662429,0.64538319,0.99870260,1.09266058,0.01914775,3.29258173
-4.84142071,7.44713308,3.38192048,1.56082934,0.01683624,0.64100723,1.01920711,1.10195896,0.01869956,3.33120085
-4.83541771,7.51484612,3.36435946,1.59386649,0.01713541,0.63589326,1.03881946,1.11170961,0.01837142,3.36792660
-4.82941471,7.57857352,3.33953341,1.62672844,0.01750829,0.63012920,1.05738781,1.12162302,0.01815410,3.40232460
-4.82341171,7.63746010,3.30785689,1.65904637,0.01794050,0.62379081,1.07474990,1.13140686,0.01803842,3.43392878
-4.81740870,7.69056581,3.26974508,1.69040844,0.01841680,0.61693781,1.09073953,1.14077452,0.01801510,3.46225712
-4.81140570,7.73690098,3.22560976,1.72037245,0.01892112,0.60961140,1.10519499,1.14945440,0.01807464,3.48683230
-4.80540270,7.77547347,3.17585992,1.74848202,0.01943678,0.60183346,1.11796898,1.15719947,0.01820726,3.50720657
-4.79939970,7.80534532,3.12090660,1.77428567,0.01994670,0.59360755,1.12893958,1.16379701,0.01840289,3.52298943
-4.79339670,7.82569591,3.06117119,1.79735780,0.02043365,0.58492143,1.13802165,1.16907786,0.01865126,3.53387661
-4.78739370,7.83588771,2.99709624,1.81732041,0.02088068,0.57575096,1.14517777,1.17292502,0.01894202,3.53967865
-4.78139070,7.83553020,2.92915749,1.83386447,0.02127148,0.56606510,1.15042814,1.17528089,0.01926493,3.54034701
-4.77538769,7.82453776,2.85787569,1.84676961,0.02159082,0.55583153,1.15385860,1.17615294,0.01961004,3.53599612
-4.76938469,7.80317703,2.78382697,1.85592090,0.02182499,0.54502252,1.15562616,1.17561730,0.01996798,3.52691941
-4.76338169,7.77210024,2.70765049,1.86132174,0.02196220,0.53362055,1.15596151,1.17381992,0.02033017,3.51359812
-4.75737869,7.73236139,2.63005218,1.86310199,0.02199296,0.52162338,1.15516811,1.17097529,0.02068905,3.49670187
-4.75137569,7.68541345,2.55180407,1.86152076,0.02191036,0.50904800,1.15361769,1.16736237,0.02103827,3.47708040
-4.74537269,7.63308590,2.47373847,1.85696362,0.02171034,0.49593341,1.15174228,1.16331803,0.02137287,3.45574657
-4.73936968,7.57754281,2.39673720,1.84993429,0.02139173,0.48234183,1.15002282,1.15922796,0.02168931,3.43385117
-4.73336668,7.52122348,2.32171602,1.84104127,0.02095636,0.46835847,1.14897504,1.15551559,0.02198555,3.41265041
-4.72736368,7.46676808,2.24960497,1.83097992,0.02040892,0.45408969,1.14913300,1.15262923,0.02226096,3.39346777
-4.72136068,7.41693215,2.18132557,1.82051117,0.01975678,0.43965986,1.15103112,1.15102813,0.02251628,3.37765186
-4.71535768,7.37449409,2.11776596,1.81043768,0.01900969,0.42520703,1.15518556,1.15116790,0.02275337,3.36653219
-4.70935468,7.34216031,2.05975538,1.80157882,0.01817945,0.41087782,1.16207568,1.15348596,0.02297510,3.36137516
-4.70335168,7.32247259,2.00803925,1.79474551,0.01727948,0.39682183,1.17212657,1.15838756,0.02318500,3.36334197
-4.69734867,7.31772204,1.96325616,1.79071615,0.01632432,0.38318587,1.18569325,1.16623291,0.02338706,3.37345046
-4.69134567,7.32987331,1.92591795,1.79021452,0.01532918,0.37010857,1.20304730,1.17732582,0.02358545,3.39254224
-4.68534267,7.36050210,1.89639372,1.79389044,0.01430942,0.35771551,1.22436638,1.19190426,0.02378422,3.42125631
-4.67933967,7.41074787,1.87489866,1.80230375,0.01328015,0.34611531,1.24972702,1.21013302,0.02398708,3.46000975
-4.67333667,7.48128283,1.86148780,1.81591188,0.01225573,0.33539678,1.27910071,1.23209844,0.02419720,3.50898587
-4.66733367,7.57229725,1.85605511,1.83506105,0.01124946,0.32562734,1.31235341,1.25780546,0.02441702,3.56812936
-4.66133067,7.68350004,1.85833747,1.85998099,0.01027328,0.31685270,1.34924825,1.28717658,0.02464812,3.63714823
-4.65532766,7.81413311,1.86792330,1.89078270,0.00933751,0.30909790,1.38945107,1.32005271,0.02489115,3.71552135
-4.64932466,7.96299726,1.88426503,1.92745901,0.00845072,0.30236931,1.43253840,1.35619550,0.02514582,3.80251080
-4.64332166,8.12848707,1.90669484,1.96988731,0.00761967,0.29665778,1.47800746,1.39529118,0.02541087,3.89717793
