energy_ev,total_up,C_s_up,C_p_up,Li_s_up,S_s_up,S_p_up,W_p_up,W_d_up
-6.00000000,7.56957285,0.02976161,1.21163061,0.18915396,0.11412748,2.70390631,5.03211182,2.03333285
-5.99399700,7.27795928,0.02894808,1.15676436,0.17930742,0.10914198,2.60099543,4.86227197,1.95528429
-5.98799400,6.97818806,0.02821571,1.10025534,0.16971263,0.10401874,2.49592453,4.68530253,1.87437939
-5.98199100,6.67283519,0.02757915,1.04256975,0.16045349,0.09880511,2.38955038,4.50250868,1.79143784
-5.97598799,6.36445628,0.02704964,0.98417012,0.15160313,0.09354782,2.28271945,4.31525770,1.70727031
-5.96998499,6.05554983,0.02663474,0.92550921,0.14322232,0.08829226,2.17625630,4.12495961,1.62266554
-5.96398199,5.74852206,0.02633825,0.86702417,0.13535853,0.08308189,2.07095243,3.93304568,1.53837848
-5.95797899,5.44565447,0.02616018,0.80913089,0.12804534,0.07795767,1.96755589,3.74094549,1.45511982
-5.95197599,5.14907511,0.02609690,0.75221900,0.12130252,0.07295765,1.86676204,3.55006373,1.37354717
-5.94597299,4.86073444,0.02614136,0.69664751,0.11513667,0.06811656,1.76920575,3.36175771,1.29425801
-5.93996998,4.58238633,0.02628341,0.64274138,0.10954235,0.06346557,1.67545518,3.17731655,1.21778446
-5.93396698,4.31557481,0.02651025,0.59078913,0.10450377,0.05903215,1.58600740,2.99794286,1.14459000
-5.92796398,4.06162640,0.02680689,0.54104147,0.09999681,0.05484001,1.50128579,2.82473757,1.07506798
-5.92196098,3.82164835,0.02715670,0.49371113,0.09599147,0.05090917,1.42163933,2.65868849,1.00954191
-5.91595798,3.59653217,0.02754196,0.44897370,0.09245435,0.04725605,1.34734352,2.50066289,0.94826725
-5.90995498,3.38696234,0.02794446,0.40696949,0.08935127,0.04389376,1.27860310,2.35140443,0.89143468
-5.90395198,3.19342948,0.02834602,0.36780631,0.08664975,0.04083226,1.21555612,2.21153435,0.83917456
-5.89794897,3.01624750,0.02872907,0.33156290,0.08432121,0.03807875,1.15827933,2.08155694,0.79156242
-5.89194597,2.85557396,0.02907709,0.29829289,0.08234290,0.03563792,1.10679473,1.96186910,0.74862524
-5.88594297,2.71143305,0.02937507,0.26802917,0.08069927,0.03351230,1.06107696,1.85277358,0.71034846
-5.87993997,2.58374041,0.02960984,0.24078832,0.07938282,0.03170257,1.02106133,1.75449545,0.67668330
-5.87393697,2.47232897,0.02977037,0.21657498,0.07839436,0.03020782,0.98665232,1.66720117,0.64755450
-5.86793397,2.37697521,0.02984798,0.19538608,0.07774261,0.02902579,0.95773219,1.59101960,0.62286801
-5.86193097,2.29742465,0.02983641,0.17721450,0.07744329,0.02815309,0.93416952,1.52606381,0.60251861
-5.85592796,2.23341609,0.02973196,0.16205235,0.07751749,0.02758528,0.91582734,1.47245287,0.58639714
-5.84992496,2.18470336,0.02953335,0.14989345,0.07798974,0.02731702,0.90257052,1.43033231,0.57439717
-5.84392196,2.15107375,0.02924174,0.14073507,0.07888560,0.02734205,0.89427217,1.39989206,0.56642081
-5.83791896,2.13236227,0.02886052,0.13457880,0.08022903,0.02765317,0.89081883,1.38138050,0.56238349
-5.83191596,2.12846078,0.02839513,0.13143055,0.08203968,0.02824218,0.89211394,1.37511341,0.56221735
-5.82591296,2.13932132,0.02785286,0.13129952,0.08433023,0.02909976,0.89807961,1.38147675,0.56587317
-5.81990995,2.16495313,0.02724255,0.13419634,0.08710389,0.03021532,0.90865653,1.40092209,0.57332061
-5.81390695,2.20541305,0.02657433,0.14013026,0.09035235,0.03157689,0.92380173,1.43395432,0.58454663
-5.80790395,2.26078934,0.02585937,0.14910550,0.09405409,0.03317095,0.94348448,1.48111106,0.59955211
-5.80190095,2.33117935,0.02510951,0.16111700,0.09817335,0.03498228,0.96768036,1.54293423,0.61834683
-5.79589795,2.41666174,0.02433706,0.17614551,0.10265981,0.03699396,0.99636376,1.61993417,0.64094278
-5.78989495,2.51726445,0.02355445,0.19415241,0.10744888,0.03918725,1.02949913,1.71254764,0.66734630
-5.78389195,2.63292990,0.02277403,0.21507442,0.11246280,0.04154165,1.06703157,1.82109139,0.69754927
-5.77788894,2.76347910,0.02200778,0.23881843,0.11761243,0.04403504,1.10887707,1.94571337,0.73151992
-5.77188594,2.90857668,0.02126714,0.26525680,0.12279969,0.04664380,1.15491316,2.08634420,0.76919360
-5.76588294,3.06769896,0.02056278,0.29422344,0.12792045,0.04934311,1.20497027,2.24265163,0.81046425
-5.75987994,3.24010678,0.01990445,0.32551082,0.13286798,0.05210729,1.25882459,2.41400088,0.85517691
-5.75387694,3.42482529,0.01930088,0.35886839,0.13753650,0.05491013,1.31619258,2.59942363,0.90312187
-5.74787394,3.62063190,0.01875963,0.39400245,0.14182491,0.05772539,1.37672771,2.79759828,0.95403077
-5.74187094,3.82605366,0.01828704,0.43057772,0.14564034,0.06052722,1.44001948,3.00684351,1.00757500
-5.73586793,4.03937472,0.01788816,0.46822065,0.14890147,0.06329060,1.50559481,3.22512661,1.06336661
-5.72986493,4.25865388,0.01756674,0.50652452,0.15154139,0.06599181,1.57292186,3.45008737,1.12096161
-5.72386193,4.48175168,0.01732521,0.54505616,0.15350983,0.06860871,1.64141588,3.67907729,1.17986569
-5.71785893,4.70636614,0.01716466,0.58336413,0.15477470,0.07112115,1.71044692,3.90921327,1.23954201
-5.71185593,4.93007545,0.01708489,0.62098806,0.15532291,0.07351106,1.77934895,4.13744371,1.29942077
-5.70585293,5.15038576,0.01708440,0.65746875,0.15516023,0.07576262,1.84742994,4.36062449,1.35890987
-5.69984992,5.36478187,0.01716045,0.69235860,0.15431049,0.07786220,1.91398238,4.57560144,1.41740643
-5.69384692,5.57077855,0.01730908,0.72523197,0.15281396,0.07979828,1.97829391,4.77929556,1.47430837
-5.68784392,5.76597012,0.01752515,0.75569488,0.15072503,0.08156119,2.03965760,4.96878696,1.52902557
-5.68184092,5.94807649,0.01780245,0.78339366,0.14810948,0.08314283,2.09738161,5.14139353,1.58099023
-5.67583792,6.11498357,0.01813367,0.80802219,0.14504126,0.08453637,2.15079796,5.29474074,1.62966589
-5.66983492,6.26477722,0.01851060,0.82932735,0.14159913,0.08573583,2.19927061,5.42681921,1.67455503
-5.66383192,6.39576959,0.01892414,0.84711250,0.13786329,0.08673576,2.24220248,5.53602783,1.71520491
-5.65782891,6.50651791,0.01936446,0.86123896,0.13391211,0.08753097,2.27904193,5.62120074,1.75121187
-5.65182591,6.59583588,0.01982118,0.87162543,0.12981924,0.08811626,2.30928864,5.68161749,1.78222402
-5.64582291,6.66279851,0.02028349,0.87824564,0.12565110,0.08848634,2.33249930,5.71699702,1.80794271
-5.63981991,6.70674147,0.02074036,0.88112433,0.12146499,0.08863584,2.34829317,5.72747651,1.82812303
-5.63381691,6.72725631,0.02118077,0.88033215,0.11730772,0.08855943,2.35635791,5.71357736,1.84257371
-5.62781391,6.72418303,0.02159395,0.87597964,0.11321504,0.08825211,2.35645554,5.67616100,1.85115672
-5.62181091,6.69760123,0.02196956,0.86821091,0.10921151,0.08770960,2.34842883,5.61637769,1.85378697
-5.61580790,6.64782118,0.02229798,0.85719741,0.10531117,0.08692882,2.33220776,5.53561147,1.85043231
-5.60980490,6.57537557,0.02257052,0.84313206,0.10151854,0.08590849,2.30781600,5.43542478,1.84111394
-5.60380190,6.48101247,0.02277961,0.82622420,0.09783019,0.08464972,2.27537704,5.31750523,1.82590741
-5.59779890,6.36568964,0.02291897,0.80669552,0.09423652,0.08315659,2.23511948,5.18361739,1.80494393
-5.59179590,6.23056986,0.02298377,0.78477705,0.09072376,0.08143676,2.18738118,5.03556100,1.77841199
-5.58579290,6.07701671,0.02297071,0.76070722,0.08727597,0.07950190,2.13261165,4.87513703,1.74655894
-5.57978989,5.90658991,0.02287801,0.73473097,0.08387708,0.07736808,2.07137227,4.70412174,1.70969222
-5.57378689,5.72103923,0.02270547,0.70709965,0.08051265,0.07505600,2.00433401,4.52424875,1.66817998
-5.56778389,5.52229593,0.02245434,0.67807147,0.07717149,0.07259098,1.93227244,4.33719802,1.62245058
-5.56178089,5.31246085,0.02212724,0.64791224,0.07384688,0.07000288,1.85605973,4.14459071,1.57299091
-5.55577789,5.09378841,0.02172800,0.61689607,0.07053750,0.06732577,1.77665390,3.94798845,1.52034317
-5.54977489,4.86866611,0.02126148,0.58530586,0.06724801,0.06459744,1.69508537,3.74889520,1.46510006
-5.54377189,4.63958944,0.02073339,0.55343312,0.06398929,0.06185872,1.61244124,3.54876040,1.40789836
-5.53776888,4.40913256,0.02015003,0.52157717,0.06077831,0.05915275,1.52984772,3.34898192,1.34941105
-5.53176588,4.17991518,0.01951814,0.49004357,0.05763778,0.05652403,1.44845139,3.15090774,1.29033809
-5.52576288,3.95456675,0.01884468,0.45914157,0.05459563,0.05401747,1.36939970,2.95583569,1.23139623
-5.51975988,3.73568903,0.01813668,0.42918098,0.05168421,0.05167735,1.29382170,2.76501086,1.17330815
-5.51375688,3.52581820,0.01740108,0.40046821,0.04893949,0.04954629,1.22280925,2.57962070,1.11679136
-5.50775388,3.32738797,0.01664468,0.37330199,0.04640026,0.04766423,1.15739955,2.40078808,1.06254712
-5.50175088,3.14269479,0.01587400,0.34796877,0.04410722,0.04606743,1.09855936,2.22956295,1.01124996
-5.49574787,2.97386633,0.01509531,0.32473811,0.04210228,0.04478759,1.04717123,2.06691330,0.96353785
-5.48974487,2.82283416,0.01431459,0.30385840,0.04042788,0.04385101,1.00402203,1.91371608,0.92000351
-5.48374187,2.69131117,0.01353760,0.28555291,0.03912649,0.04327787,0.96979398,1.77074907,0.88118689
-5.47773887,2.58077431,0.01276988,0.27001659,0.03824019,0.04308167,0.94505803,1.63868428,0.84756900
-5.47173587,2.49245265,0.01201684,0.25741357,0.03781047,0.04326878,0.93026969,1.51808340,0.81956718
-5.46573287,2.42732069,0.01128383,0.24787563,0.03787819,0.04383813,0.92576696,1.40939574,0.79753163
-5.45972986,2.38609666,0.01057619,0.24150145,0.03848359,0.04478111,0.93177045,1.31295884,0.78174338
-5.45372686,2.36924525,0.00989933,0.23835683,0.03966650,0.04608155,0.94838507,1.22900171,0.77241328
-5.44772386,2.37698431,0.00925879,0.23847563,0.04146666,0.04771602,0.97560345,1.15765052,0.76968216
-5.44172086,2.40929467,0.00866025,0.24186145,0.04392401,0.04965415,1.01331048,1.09893634,0.77362179
-5.43571786,2.46593248,0.00810959,0.24848973,0.04707911,0.05185924,1.06128901,1.05280455,0.78423662
-5.42971486,2.54644329,0.00761289,0.25831031,0.05097351,0.05428899,1.11922632,1.01912531,0.80146600
-5.42371186,2.65017720,0.00717642,0.27125002,0.05565005,0.05689645,1.18672125,0.99770449,0.82518682
-5.41770885,2.77630434,0.00680664,0.28721529,0.06115309,0.05963103,1.26329166,0.98829450,0.85521640
-5.41170585,2.92383021,0.00651015,0.30609459,0.06752856,0.06243974,1.34838228,0.99060441,0.89131545
-5.40570285,3.09161011,0.00629368,0.32776043,0.07482379,0.06526843,1.44137244,1.00430890,0.93319103
-5.39969985,3.27836246,0.00616398,0.35207093,0.08308713,0.06806315,1.54158388,1.02905545,0.98049934
-5.39369685,3.48268044,0.00612783,0.37887087,0.09236726,0.07077152,1.64828812,1.06446960,1.03284835
-5.38769385,3.70304190,0.00619190,0.40799211,0.10271211,0.07334403,1.76071351,1.11015787,1.08980018
-5.38169085,3.93781725,0.00636269,0.43925347,0.11416747,0.07573531,1.87805175,1.16570829,1.15087322
-5.37568784,4.18527555,0.00664642,0.47246015,0.12677524,0.07790528,1.99946362,1.23068845,1.21554399
-5.36968484,4.44358881,0.00704892,0.50740265,0.14057130,0.07982006,2.12408418,1.30464132,1.28324897
-5.36368184,4.71083511,0.00757545,0.54385562,0.15558311,0.08145281,2.25102710,1.38707884,1.35338627
-5.35767884,4.98500087,0.00823060,0.58157651,0.17182701,0.08278420,2.37938838,1.47747390,1.42531758
-5.35167584,5.26398304,0.00901808,0.62030447,0.18930543,0.08380271,2.50824950,1.57525099,1.49837046
-5.34567284,5.54559208,0.00994054,0.65975961,0.20800406,0.08450464,2.63668018,1.67977627,1.57184120
-5.33966983,5.82755655,0.01099936,0.69964285,0.22788909,0.08489389,2.76374102,1.79034765,1.64499862
-5.33366683,6.10753034,0.01219447,0.73963664,0.24890482,0.08498143,2.88848620,1.90618561,1.71708897
-5.32766383,6.38310343,0.01352415,0.77940661,0.27097166,0.08478463,3.00996680,2.02642575,1.78734218
-5.32166083,6.65181704,0.01498480,0.81860438,0.29398476,0.08432639,3.12723474,2.15011364,1.85497965
-5.31565783,6.91118388,0.01657085,0.85687163,0.31781340,0.08363406,3.23934808,2.27620285,1.91922368
-5.30965483,7.15871390,0.01827458,0.89384529,0.34230140,0.08273839,3.34537751,2.40355697,1.97930859
-5.30365183,7.39194582,0.02008608,0.92916404,0.36726843,0.08167233,3.44441473,2.53095588,2.03449332
