energy_ev,total_up,C_s_up,C_p_up,Li_s_up,S_s_up,S_p_up,W_p_up,W_d_up
-5.29764882,7.60848416,0.02199323,0.96247574,0.39251248,0.08046989,3.53558241,2.65710704,2.08407555
-5.29164582,7.80604137,0.02398180,0.99344579,0.41781336,0.07916506,3.61804617,2.78066160,2.12740669
-5.28564282,7.98248403,0.02603554,1.02176600,0.44293732,0.07779084,3.69102807,2.90023562,2.16390757
-5.27963982,8.13588191,0.02813647,1.04716378,0.46764247,0.07637832,3.75382172,3.01443574,2.19308419
-5.27363682,8.26455830,0.03026515,1.06941114,0.49168504,0.07495600,3.80580838,3.12188893,2.21454288
-5.26763382,8.36713958,0.03240111,1.08833319,0.51482604,0.07354926,3.84647362,3.22127530,2.22800425
-5.26163082,8.44260213,0.03452333,1.10381572,0.53683824,0.07217999,3.87542394,3.31136279,2.23331531
-5.25562781,8.49031419,0.03661071,1.11581141,0.55751294,0.07086638,3.89240248,3.39104254,2.23045890
-5.24962481,8.51007055,0.03864266,1.12434435,0.57666647,0.06962291,3.89730324,3.45936323,2.21956015
-5.24362181,8.50211797,0.04059967,1.12951247,0.59414576,0.06846041,3.89018273,3.51556296,2.20088909
-5.23761881,8.46716948,0.04246381,1.13148775,0.60983299,0.06738633,3.87126854,3.55909685,2.17485939
-5.23161581,8.40640584,0.04421929,1.13051383,0.62364882,0.06640499,3.84096385,3.58965903,2.14202267
-5.22561281,8.32146343,0.04585284,1.12690113,0.63555414,0.06551793,3.79984747,3.60719752,2.10305866
-5.21960980,8.21440753,0.04735409,1.12101938,0.64555009,0.06472430,3.74866877,3.61192088,2.05876094
-5.21360680,8.08769138,0.04871572,1.11328769,0.65367640,0.06402122,3.68833741,3.60429594,2.01001893
-5.20760380,7.94410138,0.04993359,1.10416243,0.66000801,0.06340411,3.61990761,3.58503605,1.95779635
-5.20160080,7.78668968,0.05100668,1.09412317,0.66465010,0.06286698,3.54455737,3.55508009,1.90310686
-5.19559780,7.61869609,0.05193684,1.08365726,0.66773187,0.06240268,3.46356282,3.51556262,1.84698765
-5.18959480,7.44346152,0.05272854,1.07324335,0.66939919,0.06200305,3.37826855,3.46777608,1.79047175
-5.18359180,7.26433589,0.05338835,1.06333465,0.66980660,0.06165903,3.29005468,3.41312667,1.73456014
-5.17758879,7.08458366,0.05392443,1.05434242,0.66910907,0.06136073,3.20030178,3.35308537,1.68019444
-5.17158579,6.90729028,0.05434594,1.04662037,0.66745385,0.06109744,3.11035481,3.28913639,1.62823127
-5.16558279,6.73527333,0.05466240,1.04045074,0.66497299,0.06085765,3.02148750,3.22272519,1.57941905
-5.15957979,6.57100157,0.05488307,1.03603251,0.66177675,0.06062897,2.93486826,3.15520842,1.53437825
-5.15357679,6.41652529,0.05501636,1.03347250,0.65794848,0.06039825,2.85152931,3.08780805,1.49358565
-5.14757379,6.27342080,0.05506938,1.03277972,0.65354100,0.06015153,2.77233990,3.02157194,1.45736324
-5.14157079,6.14275149,0.05504747,1.03386338,0.64857485,0.05987423,2.69798505,2.95734247,1.42587227
-5.13556778,6.02504717,0.05495400,1.03653481,0.64303844,0.05955127,2.62895049,2.89573490,1.39911253
-5.12956478,5.92030298,0.05479021,1.04051336,0.63689010,0.05916738,2.56551462,2.83712634,1.37692705
-5.12356178,5.82799782,0.05455526,1.04543615,0.63006185,0.05870736,2.50774783,2.78165580,1.35901213
-5.11755878,5.74713218,0.05424636,1.05087142,0.62246481,0.05815658,2.45551939,2.72923531,1.34493212
-5.11155578,5.67628378,0.05385910,1.05633496,0.61399573,0.05750137,2.40851158,2.67957137,1.33413880
-5.10555278,5.61367919,0.05338787,1.06130918,0.60454448,0.05672957,2.36624075,2.63219564,1.32599439
-5.09954977,5.55727853,0.05282631,1.06526380,0.59400198,0.05583104,2.32808445,2.58650319,1.31979758
-5.09354677,5.50487013,0.05216794,1.06767755,0.58226811,0.05479820,2.29331371,2.54179649,1.31481154
-5.08754377,5.45417129,0.05140670,1.06805980,0.56925924,0.05362648,2.26112913,2.49733259,1.31029298
-5.08154077,5.40293128,0.05053754,1.06597127,0.55491492,0.05231481,2.23069963,2.45237151,1.30552119
-5.07553777,5.34903238,0.04955694,1.06104280,0.53920346,0.05086585,2.20120206,2.40622312,1.29982601
-5.06953477,5.29058509,0.04846341,1.05299146,0.52212603,0.04928633,2.17186049,2.35829038,1.29261371
-5.06353177,5.22601356,0.04725785,1.04163314,0.50371920,0.04758703,2.14198338,2.30810692,1.28338988
-5.05752876,5.15412803,0.04594383,1.02689115,0.48405574,0.04578284,2.11099728,2.25536712,1.27177847
-5.05152576,5.07418131,0.04452776,1.00880044,0.46324381,0.04389250,2.07847574,2.19994755,1.25753627
-5.04552276,4.98590715,0.04301888,0.98750718,0.44142445,0.04193832,2.04416217,2.14191877,1.24056241
-5.03951976,4.88953905,0.04142921,0.96326385,0.41876776,0.03994572,2.00798575,2.08154720,1.22090243
-5.03351676,4.78580882,0.03977331,0.93642009,0.39546778,0.03794268,1.97006973,2.01928720,1.19874690
-5.02751376,4.67592497,0.03806795,0.90740969,0.37173663,0.03595909,1.93073149,1.95576404,1.17442457
-5.02151076,4.56153185,0.03633174,0.87673443,0.34779793,0.03402602,1.89047456,1.89174853,1.14839048
-5.01550775,4.44465125,0.03458461,0.84494554,0.32388010,0.03217495,1.84997249,1.82812507,1.12120924
-5.00950475,4.32760875,0.03284728,0.81262362,0.30020960,0.03043704,1.81004521,1.76585439,1.09353445
-5.00350175,4.21294765,0.03114071,0.78035796,0.27700464,0.02884231,1.77162871,1.70593314,1.06608472
-4.99749875,4.10333404,0.02948546,0.74872613,0.25446935,0.02741889,1.73573906,1.64935198,1.03961740
-4.99149575,4.00145647,0.02790116,0.71827487,0.23278890,0.02619236,1.70343212,1.59705433,1.01490093
-4.98549275,3.90992435,0.02640594,0.68950291,0.21212538,0.02518510,1.67576050,1.54989749,0.99268682
-4.97948974,3.83116878,0.02501593,0.66284644,0.19261483,0.02441572,1.65372943,1.50861777,0.97368221
-4.97348674,3.76734983,0.02374476,0.63866787,0.17436521,0.02389862,1.63825331,1.47380115,0.95852423
-4.96748374,3.72027369,0.02260324,0.61724801,0.15745550,0.02364360,1.63011476,1.44586059,0.94775684
-4.96148074,3.69132288,0.02159905,0.59878211,0.14193567,0.02365562,1.62992786,1.42502073,0.94181110
-4.95547774,3.68140231,0.02073650,0.58337944,0.12782756,0.02393466,1.63810726,1.41131050,0.94098955
-4.94947474,3.69090295,0.02001649,0.57106653,0.11512657,0.02447564,1.65484436,1.40456376,0.94545525
-4.94347174,3.71968474,0.01943647,0.56179340,0.10380385,0.02526854,1.68009201,1.40442762,0.95522585
-4.93746873,3.76707906,0.01899056,0.55544264,0.09380913,0.02629858,1.71355817,1.41037794,0.97017275
-4.93146573,3.83191062,0.01866978,0.55184034,0.08507375,0.02754654,1.75470919,1.42174113,0.99002555
-4.92546273,3.91253775,0.01846233,0.55076858,0.07751403,0.02898920,1.80278260,1.43772108,1.01438133
-4.91945973,4.00690928,0.01835404,0.55197851,0.07103467,0.03059983,1.85680897,1.45742992,1.04271851
-4.91345673,4.11263557,0.01832880,0.55520341,0.06553211,0.03234889,1.91564214,1.47992123,1.07441468
-4.90745373,4.22707074,0.01836911,0.56017108,0.06089792,0.03420471,1.97799651,1.50422412,1.10876754
-4.90145073,4.34740244,0.01845670,0.56661491,0.05702182,0.03613434,2.04248978,1.52937680,1.14501830
-4.89544772,4.47074574,0.01857310,0.57428317,0.05379465,0.03810435,2.10768963,1.55445817,1.18237645
-4.88944472,4.59423695,0.01870031,0.58294609,0.05111089,0.04008178,2.17216202,1.57861630,1.22004498
-4.88344172,4.71512396,0.01882132,0.59240065,0.04887090,0.04203501,2.23451938,1.60109267,1.25724508
-4.87743872,4.83084929,0.01892076,0.60247281,0.04698289,0.04393467,2.29346645,1.62124145,1.29323934
-4.87143572,4.93912303,0.01898534,0.61301739,0.04536440,0.04575444,2.34784212,1.63854332,1.32735273
-4.86543272,5.03798307,0.01900430,0.62391577,0.04394345,0.04747181,2.39665533,1.65261366,1.35899049
-4.85942971,5.12584071,0.01896975,0.63507182,0.04265935,0.04906875,2.43911398,1.66320517,1.38765251
-4.85342671,5.20151075,0.01887687,0.64640636,0.04146314,0.05053219,2.47464560,1.67020529,1.41294382
-4.84742371,5.26422571,0.01872408,0.65785088,0.04031766,0.05185442,2.50290938,1.67362906,1.43458086
-4.84142071,5.31363452,0.01851296,0.66934087,0.03919735,0.05303322,2.52379931,1.67360822,1.45239383
-4.83541771,5.34978706,0.01824824,0.68080950,0.03808771,0.05407191,2.53743869,1.67037743,1.46632508
-4.82941471,5.37310608,0.01793749,0.69218206,0.03698464,0.05497917,2.54416670,1.66425855,1.47642400
-4.82341171,5.38434884,0.01759084,0.70337162,0.03589339,0.05576866,2.54451786,1.65564410,1.48283899
-4.81740870,5.38456096,0.01722061,0.71427640,0.03482753,0.05645849,2.53919575,1.64498065,1.48580702
-4.81140570,5.37502498,0.01684077,0.72477891,0.03380766,0.05707058,2.52904227,1.63275300,1.48564148
-4.80540270,5.35720642,0.01646645,0.73474711,0.03286012,0.05762981,2.51500391,1.61946971,1.48271898
-4.79939970,5.33269961,0.01611339,0.74403751,0.03201563,0.05816314,2.49809663,1.60565045,1.47746580
-4.79339670,5.30317560,0.01579737,0.75250002,0.03130796,0.05869863,2.47937056,1.59181538,1.47034452
-4.78739370,5.27033371,0.01553361,0.75998432,0.03077256,0.05926442,2.45987611,1.57847654,1.46184130
-4.78139070,5.23585816,0.01533626,0.76634739,0.03044535,0.05988777,2.44063225,1.56613117,1.45245436
-4.77538769,5.20138067,0.01521791,0.77146158,0.03036152,0.06059407,2.42259825,1.55525662,1.44268360
-4.76938469,5.16844934,0.01518911,0.77522296,0.03055443,0.06140594,2.40664925,1.54630656,1.43302186
-4.76338169,5.13850400,0.01525802,0.77755926,0.03105471,0.06234250,2.39355640,1.53970800,1.42394751
-4.75737869,5.11285765,0.01543013,0.77843692,0.03188935,0.06341869,2.38397166,1.53585879,1.41591848
-4.75137569,5.09268356,0.01570800,0.77786691,0.03308105,0.06464480,2.37841748,1.53512526,1.40936755
-4.74537269,5.07900727,0.01609119,0.77590886,0.03464762,0.06602616,2.37728130,1.53783966,1.40469849
-4.73936968,5.07270292,0.01657624,0.77267325,0.03660152,0.06756302,2.38081454,1.54429738,1.40228312
-4.73336668,5.07449292,0.01715670,0.76832152,0.03894960,0.06925061,2.38913598,1.55475378,1.40245875
-4.72736368,5.08495043,0.01782337,0.76306395,0.04169288,0.07107941,2.40223895,1.56942082,1.40552590
-4.72136068,5.10450390,0.01856449,0.75715545,0.04482651,0.07303555,2.42000193,1.58846355,1.41174616
-4.71535768,5.13344303,0.01936613,0.75088937,0.04833991,0.07510145,2.44220203,1.61199672,1.42133992
-4.70935468,5.17192569,0.02021255,0.74458952,0.05221691,0.07725644,2.46853060,1.64008177,1.43448392
-4.70335168,5.21998529,0.02108672,0.73860073,0.05643612,0.07947765,2.49861047,1.67272440,1.45130874
-4.69734867,5.27753810,0.02197074,0.73327826,0.06097142,0.08174077,2.53201391,1.70987285,1.47189595
-4.69134567,5.34439023,0.02284646,0.72897648,0.06579246,0.08402097,2.56828064,1.75141714,1.49627532
-4.68534267,5.42024371,0.02369592,0.72603713,0.07086539,0.08629372,2.60693511,1.79718917,1.52442197
-4.67933967,5.50470152,0.02450193,0.72477766,0.07615355,0.08853546,2.64750220,1.84696369,1.55625370
-4.67333667,5.59727105,0.02524851,0.72547989,0.08161834,0.09072431,2.68952081,1.90046002,1.59162863
-4.66733367,5.69736599,0.02592130,0.72837942,0.08722001,0.09284048,2.73255453,1.95734428,1.63034340
-4.66133067,5.80430653,0.02650800,0.73365614,0.09291856,0.09486654,2.77619910,2.01723194,1.67213201
-4.65532766,5.91731782,0.02699853,0.74142609,0.09867456,0.09678758,2.82008631,2.07969060,1.71666555
-4.64932466,6.03552734,0.02738532,0.75173491,0.10444996,0.09859109,2.86388430,2.14424267,1.76355306
-4.64332166,6.15796143,0.02766335,0.76455324,0.11020883,0.10026665,2.90729449,2.21036801,1.81234362
-4.63731866,6.28354193,0.02783015,0.77977412,0.11591792,0.10180559,2.95004552,2.27750653,1.86252979
-4.63131566,6.41108396,0.02788575,0.79721269,0.12154722,0.10320039,2.99188491,2.34506092,1.91355275
-4.62531266,6.53929585,0.02783247,0.81660819,0.12707026,0.10444412,3.03256929,2.41239969,1.96480898
-4.61930965,6.66678268,0.02767470,0.83762843,0.13246433,0.10552980,3.07185426,2.47886095,2.01565869
-4.61330665,6.79205442,0.02741864,0.85987662,0.13771048,0.10644988,3.10948482,2.54375723,2.06543605
-4.60730365,6.91353988,0.02707194,0.88290065,0.14279345,0.10719573,3.14518766,2.60638185,2.11346095
-4.60130065,7.02960727,0.02664345,0.90620451,0.14770134,0.10775737,3.17866613,2.66601709,2.15905240
-4.59529765,7.13859175,0.02614284,0.92926164,0.15242529,0.10812328,3.20959876,2.72194452,2.20154305
-4.58929465,7.23883006,0.02558035,0.95153002,0.15695895,0.10828056,3.23764187,2.77345748,2.24029475
-4.58329165,7.32870152,0.02496651,0.97246837,0.16129797,0.10821519,3.26243662,2.81987583,2.27471463
-4.57728864,7.40667448,0.02431199,0.99155305,0.16543940,0.10791259,3.28362029,2.86056249,2.30427113
-4.57128564,7.47135654,0.02362743,1.00829506,0.16938114,0.10735830,3.30084153,2.89494140,2.32850961
-4.56528264,7.52154644,0.02292338,1.02225657,0.17312142,0.10653893,3.31377870,2.92251627,2.34706677
-4.55927964,7.55628528,0.02221024,1.03306619,0.17665835,0.10544305,3.32216039,2.94288905,2.35968350
-4.55327664,7.57490446,0.02149833,1.04043247,0.17998956,0.10406228,3.32578693,2.95577744,2.36621537
-4.54727364,7.57706775,0.02079788,1.04415490,0.18311201,0.10239227,3.32455140,2.96103018,2.36664048
-4.54127064,7.56280484,0.02011918,1.04413211,0.18602191,0.10043354,3.31845899,2.95863929,2.36106420
-4.53526763,7.53253460,0.01947257,1.04036657,0.18871480,0.09819231,3.30764321,2.94874836,2.34972046
-4.52926463,7.48707591,0.01886857,1.03296576,0.19118575,0.09568093,3.29237798,2.93165611,2.33296956
-4.52326163,7.42764543,0.01831787,1.02213962,0.19342974,0.09291822,3.27308456,2.90781483,2.31129252
-4.51725863,7.35584155,0.01783132,1.00819431,0.19544210,0.08992944,3.25033277,2.87782342,2.28528203
-4.51125563,7.27361502,0.01741987,0.99152254,0.19721904,0.08674597,3.22483624,2.84241518,2.25563045
-4.50525263,7.18322717,0.01709441,0.97259087,0.19875828,0.08340478,3.19744165,2.80244065,2.22311524
-4.49924962,7.08719727,0.01686558,0.95192449,0.20005955,0.07994760,3.16911228,2.75884625,2.18858238
-4.49324662,6.98824110,0.01674350,0.93009010,0.20112515,0.07641988,3.14090674,2.71264949,2.15292830
