energy_ev,total_up,Ag_p_up,Ag_d_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.81390695,2.05980161,0.28338381,1.14465847,0.15482247,0.58480052,0.00532875,0.06333913,0.00400736,0.29000911
-5.80790395,2.09581752,0.29160882,1.17664883,0.16042562,0.58341421,0.00475907,0.06247434,0.00381053,0.29559737
-5.80190095,2.13377118,0.30037815,1.20961332,0.16641103,0.58226223,0.00422652,0.06185413,0.00366032,0.30114930
-5.79589795,2.17367240,0.30978722,1.24351822,0.17277293,0.58132962,0.00373410,0.06150020,0.00355843,0.30666343
-5.78989495,2.21558567,0.31994026,1.27837974,0.17950137,0.58060668,0.00328382,0.06143174,0.00350591,0.31214670
-5.78389195,2.25963270,0.33094744,1.31426428,0.18658223,0.58009235,0.00287675,0.06166534,0.00350320,0.31761459
-5.77788894,2.30599028,0.34292079,1.35128519,0.19399742,0.57979699,0.00251310,0.06221506,0.00355011,0.32309071
-5.77188594,2.35488330,0.35596937,1.38959611,0.20172484,0.57974434,0.00219235,0.06309227,0.00364587,0.32860564
-5.76588294,2.40657316,0.37019351,1.42938104,0.20973848,0.57997254,0.00191333,0.06430554,0.00378913,0.33419523
-5.75987994,2.46134207,0.38567870,1.47084164,0.21800838,0.58053448,0.00167438,0.06586039,0.00397798,0.33989832
-5.75387694,2.51947408,0.40248912,1.51418213,0.22650061,0.58149715,0.00147341,0.06775894,0.00421000,0.34575410
-5.74787394,2.58123410,0.42066138,1.55959298,0.23517737,0.58294057,0.00130808,0.06999954,0.00448230,0.35179914
-5.74187094,2.64684606,0.44019869,1.60723387,0.24399712,0.58495605,0.00117586,0.07257637,0.00479154,0.35806446
-5.73586793,2.71647187,0.46106598,1.65721736,0.25291486,0.58764426,0.00107415,0.07547896,0.00513397,0.36457267
-5.72986493,2.79019230,0.48318618,1.70959390,0.26188261,0.59111308,0.00100034,0.07869185,0.00550553,0.37133550
-5.72386193,2.86799141,0.50643808,1.76433938,0.27085008,0.59547549,0.00095190,0.08219423,0.00590185,0.37835188
-5.71785893,2.94974538,0.53065593,1.82134596,0.27976559,0.60084752,0.00092642,0.08595981,0.00631832,0.38560669
-5.71185593,3.03521664,0.55563102,1.88041674,0.28857718,0.60734633,0.00092166,0.08995675,0.00675019,0.39307027
-5.70585293,3.12405373,0.58111521,1.94126483,0.29723399,0.61508846,0.00093558,0.09414783,0.00719260,0.40069885
-5.69984992,3.21579695,0.60682635,2.00351682,0.30568764,0.62418813,0.00096632,0.09849083,0.00764068,0.40843575
-5.69384692,3.30988939,0.63245551,2.06672059,0.31389387,0.63475548,0.00101227,0.10293912,0.00808960,0.41621341
-5.68784392,3.40569266,0.65767557,2.13035714,0.32181403,0.64689469,0.00107202,0.10744242,0.00853467,0.42395603
-5.68184092,3.50250633,0.68215102,2.19385559,0.32941651,0.66070172,0.00114436,0.11194784,0.00897142,0.43158277
-5.67583792,3.59958966,0.70554833,2.25661077,0.33667802,0.67626163,0.00122828,0.11640097,0.00939568,0.43901121
-5.66983492,3.69618438,0.72754650,2.31800232,0.34358445,0.69364536,0.00132294,0.12074718,0.00980362,0.44616089
-5.66383192,3.79153698,0.74784731,2.37741416,0.35013141,0.71290585,0.00142767,0.12493293,0.01019189,0.45295676
-5.65782891,3.88491910,0.76618475,2.43425347,0.35632427,0.73407359,0.00154192,0.12890709,0.01055765,0.45933222
-5.65182591,3.97564504,0.78233318,2.48796815,0.36217772,0.75715171,0.00166527,0.13262225,0.01089865,0.46523170
-5.64582291,4.06308523,0.79611382,2.53806174,0.36771474,0.78211071,0.00179741,0.13603584,0.01121329,0.47061250
-5.63981991,4.14667528,0.80739943,2.58410542,0.37296507,0.80888316,0.00193809,0.13911119,0.01150064,0.47544592
-5.63381691,4.22592020,0.81611681,2.62574641,0.37796324,0.83735874,0.00208715,0.14181833,0.01176053,0.47971750
-5.62781391,4.30039416,0.82224714,2.66271265,0.38274619,0.86737986,0.00224450,0.14413455,0.01199353,0.48342646
-5.62181091,4.36973610,0.82582432,2.69481378,0.38735062,0.89873841,0.00241007,0.14604476,0.01220095,0.48658448
-5.61580790,4.43364200,0.82693125,2.72193865,0.39181020,0.93117393,0.00258386,0.14754155,0.01238488,0.48921370
-5.60980490,4.49185490,0.82569450,2.74404986,0.39615279,0.96437356,0.00276590,0.14862499,0.01254807,0.49134430
-5.60380190,4.54415370,0.82227756,2.76117582,0.40039786,0.99797415,0.00295624,0.14930224,0.01269394,0.49301173
-5.59779890,4.59034195,0.81687319,2.77340115,0.40455414,1.03156648,0.00315496,0.14958694,0.01282648,0.49425381
-5.59179590,4.63023768,0.80969510,2.78085603,0.40861782,1.06470195,0.00336217,0.14949839,0.01295011,0.49510783
-5.58579290,4.66366530,0.80096954,2.78370534,0.41257128,1.09690135,0.00357797,0.14906061,0.01306956,0.49560790
-5.57978989,4.69045027,0.79092713,2.78213830,0.41638243,1.12766569,0.00380244,0.14830140,0.01318970,0.49578261
-5.57378689,4.71041702,0.77979519,2.77635902,0.42000485,1.15648877,0.00403565,0.14725119,0.01331541,0.49565321
-5.56778389,4.72339038,0.76779101,2.76657869,0.42337861,1.18287082,0.00427761,0.14594205,0.01345129,0.49523238
-5.56178089,4.72920042,0.75511625,2.75300949,0.42643173,1.20633287,0.00452826,0.14440663,0.01360154,0.49452353
-5.55577789,4.72769037,0.74195253,2.73586068,0.42908242,1.22643112,0.00478743,0.14267721,0.01376972,0.49352082
-5.54977489,4.71872710,0.72845838,2.71533664,0.43124173,1.24277074,0.00505477,0.14078481,0.01395855,0.49220972
-5.54377189,4.70221343,0.71476757,2.69163700,0.43281673,1.25501841,0.00532980,0.13875849,0.01416973,0.49056818
-5.53776888,4.67810147,0.70098866,2.66495850,0.43371399,1.26291315,0.00561181,0.13662468,0.01440380,0.48856824
-5.53176588,4.64640612,0.68720576,2.63549843,0.43384310,1.26627482,0.00589982,0.13440674,0.01466002,0.48617799
-5.52576288,4.60721794,0.67348034,2.60345918,0.43312037,1.26501003,0.00619262,0.13212466,0.01493634,0.48336391
-5.51975988,4.56071452,0.65985381,2.56905354,0.43147222,1.25911516,0.00648871,0.12979482,0.01522930,0.48009325
-5.51375688,4.50716971,0.64635073,2.53251036,0.42883840,1.24867649,0.00678632,0.12743003,0.01553420,0.47633652
-5.50775388,4.44696022,0.63298249,2.49408001,0.42517476,1.23386736,0.00708338,0.12503961,0.01584509,0.47206994
-5.50175088,4.38056911,0.61975110,2.45403938,0.42045548,1.21494260,0.00737763,0.12262962,0.01615503,0.46727769
-5.49574787,4.30858585,0.60665304,2.41269585,0.41467483,1.19223062,0.00766658,0.12020320,0.01645627,0.46195389
-5.48974487,4.23170301,0.59368287,2.37039010,0.40784819,1.16612336,0.00794760,0.11776104,0.01674053,0.45610428
-5.48374187,4.15070936,0.58083653,2.32749713,0.40001248,1.13706478,0.00821802,0.11530181,0.01699930,0.44974752
-5.47773887,4.06647976,0.56811409,2.28442562,0.39122588,1.10553826,0.00847515,0.11282275,0.01722421,0.44291593
-5.47173587,3.97996177,0.55552201,2.24161513,0.38156695,1.07205346,0.00871641,0.11032024,0.01740734,0.43565589
-5.46573287,3.89215962,0.54307466,2.19953134,0.37113312,1.03713318,0.00893944,0.10779031,0.01754154,0.42802752
-5.45972986,3.80411570,0.53079517,2.15865914,0.36003862,1.00130069,0.00914211,0.10522920,0.01762079,0.42010404
-5.45372686,3.71689022,0.51871562,2.11949381,0.34841196,0.96506793,0.00932268,0.10263382,0.01764044,0.41197047
-5.44772386,3.63153945,0.50687654,2.08253040,0.33639302,0.92892493,0.00947985,0.10000216,0.01759743,0.40372192
-5.44172086,3.54909327,0.49532579,2.04825175,0.32412976,0.89333069,0.00961279,0.09733363,0.01749048,0.39546139
-5.43571786,3.47053257,0.48411698,2.01711543,0.31177484,0.85870582,0.00972121,0.09462925,0.01732013,0.38729728
-5.42971486,3.39676726,0.47330739,1.98954017,0.29948205,0.82542688,0.00980533,0.09189182,0.01708878,0.37934052
-5.42371186,3.32861549,0.46295568,1.96589231,0.28740279,0.79382256,0.00986593,0.08912592,0.01680063,0.37170163
-5.41770885,3.26678484,0.45311936,1.94647276,0.27568263,0.76417160,0.00990430,0.08633792,0.01646153,0.36448760
-5.41170585,3.21185612,0.44385227,1.93150526,0.26445811,0.73670235,0.00992217,0.08353578,0.01607879,0.35779887
-5.40570285,3.16427023,0.43520211,1.92112624,0.25385380,0.71159375,0.00992167,0.08072890,0.01566093,0.35172646
-5.39969985,3.12431880,0.42720822,1.91537711,0.24397975,0.68897761,0.00990526,0.07792790,0.01521735,0.34634936
-5.39369685,3.09213873,0.41989964,1.91419913,0.23492945,0.66894183,0.00987560,0.07514428,0.01475807,0.34173228
-5.38769385,3.06771106,0.41329357,1.91743143,0.22677817,0.65153438,0.00983549,0.07239020,0.01429332,0.33792391
-5.38169085,3.05086422,0.40739432,1.92481230,0.21958199,0.63676774,0.00978777,0.06967814,0.01383326,0.33495566
-5.37568784,3.04128145,0.40219272,1.93598382,0.21337730,0.62462351,0.00973522,0.06702067,0.01338762,0.33284101
-5.36968484,3.03851240,0.39766612,1.95049986,0.20818088,0.61505706,0.00968048,0.06443014,0.01296544,0.33157546
-5.36368184,3.04198833,0.39377891,1.96783724,0.20399057,0.60800183,0.00962598,0.06191851,0.01257479,0.33113707
-5.35767884,3.05104058,0.39048351,1.98740964,0.20078642,0.60337329,0.00957390,0.05949711,0.01222259,0.33148763
-5.35167584,3.06492160,0.38772191,2.00858404,0.19853233,0.60107231,0.00952614,0.05717646,0.01191446,0.33257435
-5.34567284,3.08282798,0.38542761,2.03069892,0.19717806,0.60098794,0.00948426,0.05496621,0.01165463,0.33433198
-5.33966983,3.10392466,0.38352796,2.05308387,0.19666167,0.60299953,0.00944955,0.05287494,0.01144590,0.33668547
-5.33366683,3.12736972,0.38194683,2.07507976,0.19691204,0.60697829,0.00942300,0.05091016,0.01128969,0.33955278
-5.32766383,3.15233893,0.38060741,2.09605902,0.19785175,0.61278824,0.00940540,0.04907823,0.01118613,0.34284809
-5.32166083,3.17804948,0.37943532,2.11544515,0.19939987,0.62028683,0.00939732,0.04738431,0.01113415,0.34648497
-5.31565783,3.20378210,0.37836158,2.13273100,0.20147482,0.62932522,0.00939924,0.04583240,0.01113173,0.35037966
-5.30965483,3.22890115,0.37732566,2.14749510,0.20399711,0.63974849,0.00941156,0.04442528,0.01117605,0.35445426
-5.30365183,3.25287203,0.37627829,2.15941556,0.20689188,0.65139586,0.00943472,0.04316459,0.01126373,0.35863965
-5.29764882,3.27527542,0.37518396,2.16828101,0.21009118,0.66410109,0.00946922,0.04205084,0.01139110,0.36287823
-5.29164582,3.29581805,0.37402308,2.17399814,0.21353593,0.67769321,0.00951570,0.04108346,0.01155438,0.36712612
-5.28564282,3.31433947,0.37279358,2.17659562,0.21717744,0.69199758,0.00957494,0.04026085,0.01174998,0.37135498
-5.27963982,3.33081465,0.37151185,2.17622400,0.22097854,0.70683745,0.00964790,0.03958047,0.01197464,0.37555323
-5.27363682,3.34535212,0.37021300,2.17315159,0.22491419,0.72203586,0.00973572,0.03903887,0.01222564,0.37972655
-5.26763382,3.35818754,0.36895036,2.16775629,0.22897152,0.73741796,0.00983964,0.03863180,0.01250087,0.38389770
-5.26163082,3.36967265,0.36779403,2.16051331,0.23314941,0.75281357,0.00996099,0.03835421,0.01279897,0.38810564
-5.25562781,3.38025968,0.36682873,2.15197922,0.23745750,0.76805996,0.01010111,0.03820037,0.01311931,0.39240374
-5.24962481,3.39048147,0.36615072,2.14277249,0.24191467,0.78300449,0.01026119,0.03816386,0.01346198,0.39685732
-5.24362181,3.40092779,0.36586407,2.13355120,0.24654701,0.79750728,0.01044226,0.03823761,0.01382764,0.40154038
-5.23761881,3.41221828,0.36607628,2.12498841,0.25138547,0.81144338,0.01064498,0.03841393,0.01421746,0.40653173
-5.23161581,3.42497303,0.36689346,2.11774597,0.25646306,0.82470464,0.01086957,0.03868450,0.01463288,0.41191049
-5.22561281,3.43978160,0.36841528,2.11244780,0.26181184,0.83720094,0.01111569,0.03904039,0.01507539,0.41775126
-5.21960980,3.45717178,0.37072984,2.10965348,0.26745980,0.84886087,0.01138235,0.03947206,0.01554629,0.42411902
-5.21360680,3.47757927,0.37390881,2.10983322,0.27342778,0.85963168,0.01166782,0.03996935,0.01604644,0.43106407
-5.20760380,3.50131982,0.37800307,2.11334541,0.27972648,0.86947869,0.01196961,0.04052157,0.01657603,0.43861718
-5.20160080,3.52856505,0.38303897,2.12041771,0.28635388,0.87838408,0.01228447,0.04111754,0.01713430,0.44678522
-5.19559780,3.55932355,0.38901559,2.13113268,0.29329304,0.88634526,0.01260840,0.04174570,0.01771939,0.45554755
-5.18959480,3.59342828,0.39590309,2.14541890,0.30051056,0.89337288,0.01293672,0.04239426,0.01832820,0.46485334
-5.18359180,3.63053143,0.40364228,2.16304821,0.30795572,0.89948870,0.01326421,0.04305138,0.01895629,0.47462011
-5.17758879,3.67010747,0.41214551,2.18363951,0.31556048,0.90472333,0.01358521,0.04370544,0.01959786,0.48473351
-5.17158579,3.71146464,0.42129881,2.20666932,0.32324033,0.90911421,0.01389381,0.04434531,0.02024587,0.49504862
-5.16558279,3.75376498,0.43096537,2.23148905,0.33089597,0.91270375,0.01418401,0.04496064,0.02089208,0.50539264
-5.15957979,3.79605230,0.44099004,2.25734829,0.33841588,0.91553777,0.01444995,0.04554219,0.02152735,0.51556902
-5.15357679,3.83728719,0.45120476,2.28342361,0.34567968,0.91766445,0.01468607,0.04608219,0.02214185,0.52536288
-5.14757379,3.87638778,0.46143472,2.30885156,0.35256200,0.91913360,0.01488730,0.04657460,0.02272536,0.53454757
-5.14157079,3.91227440,0.47150490,2.33276465,0.35893696,0.91999645,0.01504923,0.04701542,0.02326770,0.54289201
-5.13556778,3.94391626,0.48124664,2.35432865,0.36468279,0.92030574,0.01516822,0.04740287,0.02375902,0.55016865
-5.12956478,3.97037782,0.49050410,2.37277954,0.36968656,0.92011621,0.01524154,0.04773757,0.02419019,0.55616155
-5.12356178,3.99086273,0.49914012,2.38745839,0.37384872,0.91948526,0.01526740,0.04802254,0.02455317,0.56067429
-5.11755878,4.00475298,0.50704139,2.39784243,0.37708714,0.91847375,0.01524498,0.04826320,0.02484131,0.56353739
-5.11155578,4.01164128,0.51412247,2.40357067,0.37934062,0.91714686,0.01517440,0.04846719,0.02504961,0.56461473
-5.10555278,4.01135493,0.52032877,2.40446290,0.38057148,0.91557478,0.01505672,0.04864413,0.02517490,0.56380886
-5.09954977,4.00396979,0.52563803,2.40053075,0.38076727,0.91383321,0.01489376,0.04880524,0.02521601,0.56106483
-5.09354677,3.98981341,0.53006049,2.39198041,0.37994139,0.91200366,0.01468808,0.04896294,0.02517376,0.55637238
-5.08754377,3.96945711,0.53363771,2.37920650,0.37813260,0.91017323,0.01444282,0.04913028,0.02505092,0.54976651
-5.08154077,3.94369692,0.53643996,2.36277728,0.37540350,0.90843405,0.01416156,0.04932043,0.02485213,0.54132621
-5.07553777,3.91352432,0.53856249,2.34341189,0.37183797,0.90688221,0.01384819,0.04954605,0.02458367,0.53117171
-5.06953477,3.88008789,0.54012071,2.32195036,0.36753777,0.90561620,0.01350682,0.04981870,0.02425322,0.51946018
-5.06353177,3.84464742,0.54124458,2.29931784,0.36261839,0.90473485,0.01314161,0.05014824,0.02386953,0.50638016
-5.05752876,3.80852265,0.54207247,2.27648464,0.35720445,0.90433473,0.01275673,0.05054234,0.02344212,0.49214515
-5.05152576,3.77303873,0.54274463,2.25442377,0.35142481,0.90450720,0.01235626,0.05100592,0.02298087,0.47698640
-5.04552276,3.73947078,0.54339666,2.23406795,0.34540759,0.90533504,0.01194418,0.05154085,0.02249570,0.46114551
-5.03951976,3.70899012,0.54415328,2.21626805,0.33927546,0.90688878,0.01152431,0.05214563,0.02199618,0.44486695
-5.03351676,3.68261430,0.54512246,2.20175473,0.33314127,0.90922297,0.01110033,0.05281518,0.02149123,0.42839092
-5.02751376,3.66116325,0.54639040,2.19110512,0.32710432,0.91237232,0.01067581,0.05354091,0.02098882,0.41194684
-5.02151076,3.64522337,0.54801738,2.18471586,0.32124737,0.91634815,0.01025421,0.05431070,0.02049575,0.39574763
-5.01550775,3.63512109,0.55003472,2.18278381,0.31563453,0.92113509,0.00983891,0.05510923,0.02001747,0.37998499
-5.00950475,3.63090712,0.55244297,2.18529525,0.31031010,0.92668841,0.00943327,0.05591830,0.01955797,0.36482583
-5.00350175,3.63235194,0.55521145,2.19202394,0.30529839,0.93293212,0.00904063,0.05671734,0.01911976,0.35040991
-4.99749875,3.63895298,0.55827907,2.20253824,0.30060446,0.93975806,0.00866434,0.05748406,0.01870387,0.33684858
-4.99149575,3.64995292,0.56155657,2.21621688,0.29621577,0.94702612,0.00830777,0.05819514,0.01830996,0.32422477
-4.98549275,3.66436875,0.56492992,2.23227271,0.29210461,0.95456583,0.00797426,0.05882707,0.01793650,0.31259395
-4.97948974,3.68103004,0.56826493,2.24978341,0.28823116,0.96217926,0.00766712,0.05935700,0.01758095,0.30198606
-4.97348674,3.69862526,0.57141283,2.26772782,0.28454698,0.96964542,0.00738956,0.05976366,0.01724005,0.29240806
-4.96748374,3.71575389,0.57421653,2.28502632,0.28099887,0.97672601,0.00714463,0.06002829,0.01691010,0.28384720
-4.96148074,3.73098252,0.57651747,2.30058361,0.27753274,0.98317238,0.00693513,0.06013549,0.01658728,0.27627452
-4.95547774,3.74290234,0.57816264,2.31333189,0.27409740,0.98873361,0.00676350,0.06007407,0.01626798,0.26964856
-4.94947474,3.75018580,0.57901150,2.32227295,0.27064802,0.99316522,0.00663178,0.05983774,0.01594913,0.26391905
-4.94347174,3.75164003,0.57894255,2.32651702,0.26714925,0.99623843,0.00654142,0.05942570,0.01562850,0.25903037
-4.93746873,3.74625477,0.57785918,2.32531713,0.26357753,0.99774927,0.00649327,0.05884310,0.01530497,0.25492468
-4.93146573,3.73324281,0.57569451,2.31809737,0.25992287,0.99752732,0.00648744,0.05810118,0.01497878,0.25154456
-4.92546273,3.71207123,0.57241512,2.30447403,0.25618970,0.99544357,0.00652325,0.05721738,0.01465170,0.24883510
-4.91945973,3.68248218,0.56802321,2.28426881,0.25239699,0.99141696,0.00659916,0.05621501,0.01432715,0.24674533
-4.91345673,3.64450235,0.56255736,2.25751373,0.24857742,0.98541923,0.00671278,0.05512290,0.01401020,0.24522905
-4.90745373,3.59844075,0.55609159,2.22444754,0.24477596,0.97747782,0.00686083,0.05397463,0.01370761,0.24424497
-4.90145073,3.54487511,0.54873283,2.18550414,0.24104755,0.96767657,0.00703916,0.05280764,0.01342763,0.24375632
-4.89544772,3.48462742,0.54061695,2.14129348,0.23745438,0.95615413,0.00724284,0.05166216,0.01317987,0.24372993
-4.88944472,3.41872990,0.53190333,2.09257600,0.23406268,0.94310004,0.00746620,0.05057989,0.01297498,0.24413488
-4.88344172,3.34838296,0.52276840,2.04023186,0.23093922,0.92874872,0.00770298,0.04960262,0.01282434,0.24494089
-4.87743872,3.27490705,0.51339832,1.98522632,0.22814786,0.91337150,0.00794645,0.04877079,0.01273964,0.24611654
-4.87143572,3.19969056,0.50398119,1.92857285,0.22574602,0.89726705,0.00818954,0.04812196,0.01273242,0.24762755
-4.86543272,3.12413610,0.49469911,1.87129559,0.22378162,0.88075073,0.00842508,0.04768938,0.01281360,0.24943504
-4.85942971,3.04960752,0.48572047,1.81439267,0.22229027,0.86414324,0.00864590,0.04750061,0.01299297,0.25149421
-4.85342671,2.97737984,0.47719287,1.75880200,0.22129315,0.84775910,0.00884511,0.04757630,0.01327868,0.25375325
-4.84742371,2.90859427,0.46923696,1.70537068,0.22079547,0.83189560,0.00901625,0.04792920,0.01367677,0.25615279
-4.84142071,2.84422001,0.46194152,1.65482930,0.22078566,0.81682256,0.00915347,0.04856333,0.01419071,0.25862580
-4.83541771,2.78502437,0.45535996,1.60777192,0.22123535,0.80277349,0.00925171,0.04947356,0.01482102,0.26109811
-4.82941471,2.73155216,0.44950849,1.56464230,0.22210008,0.78993848,0.00930687,0.05064537,0.01556499,0.26348937
-4.82341171,2.68411493,0.44436591,1.52572668,0.22332072,0.77845907,0.00931588,0.05205505,0.01641647,0.26571466
-4.81740870,2.64279025,0.43987510,1.49115308,0.22482550,0.76842539,0.00927684,0.05367017,0.01736575,0.26768643
-4.81140570,2.60743060,0.43594619,1.46089687,0.22653261,0.75987547,0.00918905,0.05545037,0.01839965,0.26931688
-4.80540270,2.57768110,0.43246098,1.43479200,0.22835321,0.75279683,0.00905299,0.05734850,0.01950164,0.27052058
-4.79939970,2.55300502,0.42927877,1.41254709,0.23019470,0.74713004,0.00887036,0.05931199,0.02065215,0.27121721
-4.79339670,2.53271538,0.42624289,1.39376556,0.23196408,0.74277406,0.00864394,0.06128442,0.02182903,0.27133433
-4.78739370,2.51601121,0.42318793,1.37796849,0.23357137,0.73959294,0.00837750,0.06320731,0.02300806,0.27080996
-4.78139070,2.50201625,0.41994715,1.36461926,0.23493276,0.73742352,0.00807572,0.06502196,0.02416366,0.26959492
-4.77538769,2.48981852,0.41635974,1.35314863,0.23597347,0.73608357,0.00774391,0.06667134,0.02526955,0.26765477
-4.76938469,2.47850851,0.41227764,1.34297918,0.23663020,0.73538001,0.00738796,0.06810190,0.02629963,0.26497126
-4.76338169,2.46721455,0.40757152,1.33354805,0.23685297,0.73511663,0.00701402,0.06926533,0.02722876,0.26154312
-4.75737869,2.45513360,0.40213578,1.32432699,0.23660639,0.73510109,0.00662839,0.07012003,0.02803356,0.25738637
-4.75137569,2.44155639,0.39589230,1.31483906,0.23587024,0.73515060,0.00623726,0.07063247,0.02869326,0.25253381
-4.74537269,2.42588583,0.38879283,1.30467133,0.23463935,0.73509640,0.00584656,0.07077812,0.02919032,0.24703397
-4.73936968,2.40764854,0.38081997,1.29348343,0.23292285,0.73478651,0.00546181,0.07054212,0.02951111,0.24094939
-4.73336668,2.38649905,0.37198682,1.28101168,0.23074271,0.73408714,0.00508793,0.06991961,0.02964633,0.23435446
-4.72736368,2.36221737,0.36233533,1.26706914,0.22813190,0.73288248,0.00472918,0.06891564,0.02959137,0.22733274
-4.72136068,2.33470040,0.35193358,1.25154187,0.22513194,0.73107342,0.00438907,0.06754482,0.02934643,0.21997403
-4.71535768,2.30394844,0.34087213,1.23438200,0.22179026,0.72857519,0.00407029,0.06583050,0.02891656,0.21237129
-4.70935468,2.27004785,0.32925981,1.21559833,0.21815739,0.72531447,0.00377474,0.06380388,0.02831142,0.20461749
-4.70335168,2.23315162,0.31721907,1.19524525,0.21428413,0.72122631,0.00350354,0.06150264,0.02754499,0.19680267
-4.69734867,2.19345902,0.30488132,1.17341092,0.21021886,0.71625114,0.00325707,0.05896962,0.02663505,0.18901120
-4.69134567,2.15119611,0.29238239,1.15020549,0.20600517,0.71033237,0.00303505,0.05625126,0.02560260,0.18131948
-4.68534267,2.10659824,0.27985840,1.12575022,0.20167990,0.70341485,0.00283665,0.05339602,0.02447113,0.17379413
-4.67933967,2.05989568,0.26744218,1.10016807,0.19727170,0.69544432,0.00266059,0.05045286,0.02326591,0.16649075
-4.67333667,2.01130328,0.25526045,1.07357640,0.19280018,0.68636807,0.00250524,0.04746978,0.02201315,0.15945329
-4.66733367,1.96101453,0.24343172,1.04608213,0.18827571,0.67613684,0.00236876,0.04449250,0.02073928,0.15271402
-4.66133067,1.90920016,0.23206498,1.01777939,0.18369979,0.66470776,0.00224921,0.04156333,0.01947014,0.14629412
-4.65532766,1.85601108,0.22125913,0.98874968,0.17906603,0.65204823,0.00214465,0.03872025,0.01823034,0.14020477
-4.64932466,1.80158512,0.21110311,0.95906443,0.17436168,0.63814045,0.00205324,0.03599620,0.01704264,0.13444866
-4.64332166,1.74605661,0.20167639,0.92878934,0.16956947,0.62298615,0.00197332,0.03341863,0.01592746,0.12902186
