energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-2.96248124,2.72489404,1.15896047,0.64993202,0.00108026,0.05318594,0.04930327,2.05501834,0.25338785,0.05635081
-2.95647824,2.42041414,1.03761759,0.57851811,0.00094048,0.04511217,0.04335797,1.82906307,0.21717167,0.04946461
-2.95047524,2.13899608,0.92361808,0.51185537,0.00082161,0.03811945,0.03787819,1.61930191,0.18576468,0.04348828
-2.94447224,1.88132804,0.81752408,0.45019571,0.00072296,0.03211956,0.03287419,1.42639249,0.15887631,0.03840254
-2.93846923,1.64769985,0.71972142,0.39368098,0.00064386,0.02702529,0.02834634,1.25068407,0.13620663,0.03418561
-2.93246623,1.43804413,0.63042912,0.34235248,0.00058372,0.02275207,0.02428646,1.09224570,0.11745563,0.03081457
-2.92646323,1.25198248,0.54971294,0.29616223,0.00054200,0.01921926,0.02067934,0.95089894,0.10233104,0.02826651
-2.92046023,1.08887422,0.47750166,0.25498541,0.00051829,0.01635118,0.01750415,0.82625336,0.09055433,0.02651936
-2.91445723,0.94786559,0.41360542,0.21863342,0.00051234,0.01407783,0.01473594,0.71774312,0.08186502,0.02555246
-2.90845423,0.82793728,0.35773503,0.18686686,0.00052403,0.01233529,0.01234704,0.62466306,0.07602318,0.02534672
-2.90245123,0.72794858,0.30952134,0.15940813,0.00055340,0.01106590,0.01030828,0.54620293,0.07281028,0.02588441
-2.89644822,0.64667696,0.26853397,0.13595309,0.00060062,0.01021814,0.00859020,0.48147868,0.07202851,0.02714876
-2.89044522,0.58285199,0.23429878,0.11618166,0.00066604,0.00974633,0.00716398,0.42955999,0.07349874,0.02912308
-2.88444222,0.53518324,0.20631350,0.09976698,0.00075010,0.00961017,0.00600226,0.38949353,0.07705742,0.03178978
-2.87843922,0.50238189,0.18406129,0.08638312,0.00085333,0.00977415,0.00507978,0.36032176,0.08255262,0.03512913
-2.87243622,0.48317648,0.16702209,0.07571133,0.00097635,0.01020686,0.00437387,0.34109730,0.08983954,0.03911790
-2.86643322,0.47632321,0.15468163,0.06744477,0.00111979,0.01088032,0.00386473,0.33089315,0.09877571,0.04372805
-2.86043022,0.48061165,0.14653845,0.06129197,0.00128429,0.01176926,0.00353561,0.32880939,0.10921635,0.04892543
-2.85442721,0.49486691,0.14210881,0.05697909,0.00147045,0.01285051,0.00337283,0.33397674,0.12100993,0.05466866
-2.84842421,0.51794924,0.14093015,0.05425115,0.00167878,0.01410243,0.00336568,0.34555806,0.13399439,0.06090831
-2.84242121,0.54875223,0.14256312,0.05287251,0.00190967,0.01550443,0.00350621,0.36274813,0.14799417,0.06758634
-2.83641821,0.58620067,0.14659278,0.05262675,0.00216335,0.01703668,0.00378891,0.38477287,0.16281826,0.07463607
-2.83041521,0.62924893,0.15262911,0.05331614,0.00243984,0.01867989,0.00421035,0.41088837,0.17825940,0.08198252
-2.82441221,0.67688063,0.16030725,0.05476089,0.00273894,0.02041528,0.00476869,0.44038030,0.19409460,0.08954329
-2.81840920,0.72811019,0.16928765,0.05679832,0.00306014,0.02222465,0.00546320,0.47256435,0.21008681,0.09722994
-2.81240620,0.78198636,0.17925638,0.05928205,0.00340264,0.02409061,0.00629367,0.50678760,0.22598802,0.10494975
-2.80640320,0.83759788,0.18992559,0.06208128,0.00376529,0.02599685,0.00725985,0.54243112,0.24154329,0.11260802
-2.80040020,0.89408099,0.20103425,0.06508025,0.00414657,0.02792854,0.00836089,0.57891366,0.25649593,0.12011054
-2.79439720,0.95062824,0.21234902,0.06817772,0.00454458,0.02987267,0.00959469,0.61569608,0.27059331,0.12736629
-2.78839420,1.00649806,0.22366529,0.07128673,0.00495700,0.03181853,0.01095744,0.65228623,0.28359316,0.13429024
-2.78239120,1.06102423,0.23480808,0.07433428,0.00538107,0.03375796,0.01244309,0.68824388,0.29527006,0.14080597
-2.77638819,1.11362446,0.24563268,0.07726106,0.00581365,0.03568564,0.01404289,0.72318496,0.30542179,0.14684808
-2.77038519,1.16380723,0.25602489,0.08002115,0.00625116,0.03759919,0.01574515,0.75678491,0.31387517,0.15236421
-2.76438219,1.21117623,0.26590063,0.08258155,0.00668963,0.03949915,0.01753494,0.78878051,0.32049120,0.15731650
-2.75837919,1.25543162,0.27520482,0.08492148,0.00712473,0.04138877,0.01939408,0.81896978,0.32516911,0.16168243
-2.75237619,1.29636803,0.28390934,0.08703155,0.00755180,0.04327360,0.02130115,0.84720998,0.32784932,0.16545498
-2.74637319,1.33386888,0.29201023,0.08891254,0.00796592,0.04516096,0.02323174,0.87341333,0.32851490,0.16864205
-2.74037019,1.36789731,0.29952394,0.09057401,0.00836200,0.04705916,0.02515880,0.89754075,0.32719175,0.17126515
-2.73436718,1.39848410,0.30648298,0.09203265,0.00873484,0.04897672,0.02705316,0.91959385,0.32394730,0.17335747
-2.72836418,1.42571319,0.31293091,0.09331042,0.00907923,0.05092141,0.02888418,0.93960554,0.31888795,0.17496142
-2.72236118,1.44970568,0.31891712,0.09443264,0.00939011,0.05289936,0.03062053,0.95762983,0.31215529,0.17612573
-2.71635818,1.47060332,0.32449155,0.09542599,0.00966262,0.05491409,0.03223103,0.97373149,0.30392150,0.17690237
-2.71035518,1.48855252,0.32969969,0.09631659,0.00989231,0.05696578,0.03368555,0.98797627,0.29438389,0.17734336
-2.70435218,1.50369002,0.33457814,0.09712833,0.01007518,0.05905063,0.03495596,1.00042227,0.28375917,0.17749780
-2.69834917,1.51613118,0.33915111,0.09788132,0.01020788,0.06116045,0.03601700,1.01111314,0.27227746,0.17740919
-2.69234617,1.52596164,0.34342794,0.09859088,0.01028777,0.06328252,0.03684711,1.02007360,0.26017648,0.17711325
-2.68634317,1.53323307,0.34740190,0.09926678,0.01031306,0.06539978,0.03742917,1.02730764,0.24769607,0.17663638
-2.68034017,1.53796316,0.35105045,0.09991301,0.01028283,0.06749128,0.03775109,1.03279952,0.23507324,0.17599483
-2.67433717,1.54013997,0.35433669,0.10052800,0.01019716,0.06953291,0.03780621,1.03651751,0.22253787,0.17519461
-2.66833417,1.53973021,0.35721229,0.10110529,0.01005710,0.07149849,0.03759355,1.03842018,0.21030919,0.17423216
-2.66233117,1.53669082,0.35962132,0.10163456,0.00986468,0.07336095,0.03711781,1.03846472,0.19859301,0.17309570
-2.65632816,1.53098303,0.36150501,0.10210297,0.00962289,0.07509372,0.03638923,1.03661661,0.18757963,0.17176718
-2.65032516,1.52258755,0.36280698,0.10249673,0.00933558,0.07667219,0.03542320,1.03286004,0.17744243,0.17022462
-2.64432216,1.51151995,0.36347858,0.10280273,0.00900741,0.07807513,0.03423971,1.02720801,0.16833692,0.16844477
-2.63831916,1.49784469,0.36348392,0.10301014,0.00864369,0.07928594,0.03286272,1.01971145,0.16040020,0.16640580
-2.63231616,1.48168662,0.36280437,0.10311181,0.00825028,0.08029375,0.03131927,1.01046643,0.15375054,0.16408992
-2.62631316,1.46323900,0.36144190,0.10310549,0.00783339,0.08109423,0.02963869,0.99961874,0.14848709,0.16148564
-2.62031016,1.44276693,0.35942124,0.10299454,0.00739945,0.08168999,0.02785161,0.98736536,0.14468942,0.15858964
-2.61430715,1.42060582,0.35679058,0.10278832,0.00695490,0.08209061,0.02598907,0.97395237,0.14241698,0.15540802
-2.60830415,1.39715459,0.35362058,0.10250200,0.00650610,0.08231230,0.02408168,0.95966931,0.14170819,0.15195693
-2.60230115,1.37286369,0.35000192,0.10215594,0.00605908,0.08237705,0.02215877,0.94483994,0.14257941,0.14826245
-2.59629815,1.34821856,0.34604128,0.10177461,0.00561948,0.08231150,0.02024770,0.92980995,0.14502363,0.14435986
-2.59029515,1.32371923,0.34185616,0.10138507,0.00519238,0.08214546,0.01837332,0.91493218,0.14900907,0.14029217
-2.58429215,1.29985733,0.33756868,0.10101520,0.00478223,0.08191020,0.01655750,0.90055009,0.15447779,0.13610827
-2.57828914,1.27709175,0.33329884,0.10069171,0.00439275,0.08163656,0.01481885,0.88698051,0.16134450,0.13186056
-2.57228614,1.25582447,0.32915760,0.10043814,0.00402694,0.08135315,0.01317254,0.87449671,0.16949573,0.12760239
-2.56628314,1.23637813,0.32524029,0.10027288,0.00368697,0.08108450,0.01163032,0.86331272,0.17878954,0.12338545
-2.56028014,1.21897669,0.32162064,0.10020750,0.00337426,0.08084953,0.01020060,0.85357015,0.18905605,0.11925721
-2.55427714,1.20373054,0.31834597,0.10024534,0.00308951,0.08066022,0.00888867,0.84532811,0.20009874,0.11525867
-2.54827414,1.19062715,0.31543372,0.10038066,0.00283268,0.08052073,0.00769695,0.83855714,0.21169690,0.11142248
-2.54227114,1.17952784,0.31286974,0.10059821,0.00260314,0.08042688,0.00662542,0.83313767,0.22360907,0.10777156
-2.53626813,1.17017125,0.31060821,0.10087350,0.00239968,0.08036621,0.00567194,0.82886305,0.23557759,0.10431829
-2.53026513,1.16218336,0.30857348,0.10117360,0.00222067,0.08031841,0.00483270,0.82544729,0.24733409,0.10106440
-2.52426213,1.15509369,0.30666361,0.10145853,0.00206409,0.08025624,0.00410268,0.82253721,0.25860598,0.09800132
-2.51825913,1.14835691,0.30475545,0.10168322,0.00192768,0.08014685,0.00347598,0.81972829,0.26912345,0.09511126
-2.51225613,1.14137892,0.30271104,0.10179987,0.00180899,0.07995345,0.00294626,0.81658364,0.27862698,0.09236868
-2.50625313,1.13354582,0.30038485,0.10176070,0.00170553,0.07963716,0.00250707,0.81265497,0.28687490,0.08974216
-2.50025013,1.12425465,0.29763173,0.10152090,0.00161478,0.07915903,0.00215215,0.80750462,0.29365074,0.08719661
-2.49424712,1.11294406,0.29431487,0.10104174,0.00153436,0.07848206,0.00187568,0.80072757,0.29877000,0.08469554
-2.48824412,1.09912357,0.29031353,0.10029359,0.00146200,0.07757309,0.00167247,0.79197222,0.30208607,0.08220337
-2.48224112,1.08240005,0.28553021,0.09925890,0.00139565,0.07640459,0.00153811,0.78095911,0.30349496,0.07968763
-2.47623812,1.06250007,0.27989674,0.09793491,0.00133352,0.07495602,0.00146906,0.76749659,0.30293859,0.07712087
-2.47023512,1.03928743,0.27337924,0.09633605,0.00127406,0.07321502,0.00146268,0.75149292,0.30040658,0.07448232
-2.46423212,1.01277499,0.26598161,0.09449604,0.00121604,0.07117799,0.00151722,0.73296424,0.29593629,0.07175910
-2.45822911,0.98313064,0.25774763,0.09246955,0.00115848,0.06885042,0.00163177,0.71203826,0.28961121,0.06894695
-2.45222611,0.95067749,0.24876142,0.09033349,0.00110070,0.06624674,0.00180614,0.68895369,0.28155780,0.06605062
-2.44622311,0.91588837,0.23914664,0.08818789,0.00104229,0.06338969,0.00204072,0.66405563,0.27194081,0.06308374
-2.44022011,0.87937550,0.22906425,0.08615644,0.00098304,0.06030950,0.00233630,0.63778741,0.26095741,0.06006827
-2.43421711,0.84187583,0.21870928,0.08438659,0.00092298,0.05704265,0.00269390,0.61067933,0.24883043,0.05703366
-2.42821411,0.80423319,0.20830670,0.08304938,0.00086229,0.05363045,0.00311446,0.58333515,0.23580093,0.05401571
-2.42221111,0.76737806,0.19810665,0.08233886,0.00080128,0.05011758,0.00359869,0.55641689,0.22212051,0.05105520
-2.41620810,0.73230599,0.18837926,0.08247120,0.00074037,0.04655041,0.00414676,0.53062872,0.20804378,0.04819647
-2.41020510,0.70005547,0.17940932,0.08368328,0.00068004,0.04297552,0.00475803,0.50670063,0.19382106,0.04548586
-2.40420210,0.67168604,0.17149083,0.08623091,0.00062078,0.03943823,0.00543088,0.48537232,0.17969197,0.04297036
-2.39819910,0.64825721,0.16492175,0.09038642,0.00056310,0.03598135,0.00616243,0.46737794,0.16587980,0.04069615
-2.39219610,0.63080852,0.15999884,0.09643554,0.00050746,0.03264409,0.00694841,0.45343177,0.15258705,0.03870750
-2.38619310,0.62034093,0.15701272,0.10467351,0.00045430,0.02946127,0.00778296,0.44421520,0.13999227,0.03704569
-2.38019010,0.61779957,0.15624306,0.11540022,0.00040398,0.02646277,0.00865861,0.44036486,0.12824808,0.03574830
-2.37418709,0.62405766,0.15795393,0.12891435,0.00035679,0.02367326,0.00956623,0.44246200,0.11748056,0.03484862
-2.36818409,0.63990146,0.16238910,0.14550633,0.00031296,0.02111218,0.01049510,0.45102275,0.10778984,0.03437533
-2.36218109,0.66601580,0.16976741,0.16545027,0.00027261,0.01879394,0.01143300,0.46648930,0.09925172,0.03435236
-2.35617809,0.70297016,0.18027790,0.18899467,0.00023580,0.01672832,0.01236646,0.48922157,0.09192036,0.03479899
-2.35017509,0.75120488,0.19407490,0.21635226,0.00020254,0.01492106,0.01328099,0.51948939,0.08583156,0.03573005
-2.34417209,0.81101763,0.21127303,0.24768904,0.00017275,0.01337455,0.01416147,0.55746498,0.08100668,0.03715630
-2.33816908,0.88255016,0.23194205,0.28311287,0.00014630,0.01208855,0.01499247,0.60321575,0.07745680,0.03908484
-2.33216608,0.96577567,0.25610196,0.32266206,0.00012303,0.01106101,0.01575874,0.65669770,0.07518700,0.04151968
-2.32616308,1.06048725,0.28371832,0.36629439,0.00010273,0.01028885,0.01644568,0.71774948,0.07420049,0.04446228
-2.32016008,1.16628814,0.31469818,0.41387717,0.00008517,0.00976865,0.01703972,0.78608763,0.07450242,0.04791209
-2.31415708,1.28258453,0.34888685,0.46517889,0.00007011,0.00949735,0.01752883,0.86130337,0.07610321,0.05186713
-2.30815408,1.40858192,0.38606595,0.51986320,0.00005731,0.00947274,0.01790294,0.94286166,0.07902116,0.05632451
-2.30215108,1.54328584,0.42595286,0.57748563,0.00004653,0.00969391,0.01815422,1.03010280,0.08328435,0.06128086
-2.29614807,1.68550792,0.46820207,0.63749376,0.00003751,0.01016155,0.01827742,1.12224743,0.08893168,0.06673277
-2.29014507,1.83387785,0.51240860,0.69923117,0.00003005,0.01087806,0.01827004,1.21840509,0.09601295,0.07267708
-2.28414207,1.98686194,0.55811355,0.76194548,0.00002392,0.01184756,0.01813244,1.31758675,0.10458805,0.07911107
-2.27813907,2.14278820,0.60481201,0.82480051,0.00001894,0.01307576,0.01786779,1.41872150,0.11472529,0.08603262
-2.27213607,2.29987802,0.65196314,0.88689258,0.00001493,0.01456967,0.01748204,1.52067711,0.12649876,0.09344013
-2.26613307,2.45628365,0.69900224,0.94727054,0.00001175,0.01633722,0.01698366,1.62228426,0.13998501,0.10133240
-2.26013007,2.61013070,0.74535457,1.00495896,0.00000926,0.01838677,0.01638337,1.72236369,0.15525913,0.10970836
-2.25412706,2.75956417,0.79045029,1.05898388,0.00000735,0.02072652,0.01569379,1.81975547,0.17239017,0.11856656
-2.24812406,2.90279638,0.83374011,1.10839998,0.00000594,0.02336391,0.01492904,1.91334934,0.19143640,0.12790468
-2.24212106,3.03815492,0.87471092,1.15231829,0.00000495,0.02630491,0.01410428,2.00211482,0.21244034,0.13771877
-2.23611806,3.16412838,0.91290073,1.18993324,0.00000433,0.02955336,0.01323523,2.08512969,0.23542388,0.14800239
-2.23011506,3.27940788,0.94791215,1.22054784,0.00000406,0.03311028,0.01233777,2.16160562,0.26038361,0.15874573
-2.22411206,3.38292234,0.97942382,1.24359588,0.00000413,0.03697327,0.01142745,2.23090954,0.28728665,0.16993453
-2.21810905,3.47386557,1.00719912,1.25866023,0.00000454,0.04113589,0.01051915,2.29257956,0.31606710,0.18154900
-2.21210605,3.55171387,1.03109166,1.26548620,0.00000534,0.04558720,0.00962671,2.34633454,0.34662328,0.19356280
-2.20610305,3.61623294,1.05104723,1.26398954,0.00000659,0.05031129,0.00876268,2.39207665,0.37881586,0.20594194
-2.20010005,3.66747371,1.06710209,1.25425850,0.00000841,0.05528708,0.00793811,2.42988664,0.41246709,0.21864385
-2.19409705,3.70575717,1.07937750,1.23655003,0.00001093,0.06048807,0.00716243,2.46001178,0.44736101,0.23161657
-2.18809405,3.73164867,1.08807080,1.21128023,0.00001436,0.06588233,0.00644342,2.48284704,0.48324486,0.24479806
-2.18209105,3.74592316,1.09344346,1.17900944,0.00001896,0.07143258,0.00578720,2.49891036,0.51983153,0.25811592
-2.17608804,3.74952283,1.09580656,1.14042291,0.00002508,0.07709642,0.00519831,2.50881307,0.55680307,0.27148715
-2.17008504,3.74350953,1.09550459,1.09630767,0.00003317,0.08282670,0.00467992,2.51322707,0.59381519,0.28481850
-2.16408204,3.72901411,1.09289820,1.04752695,0.00004380,0.08857200,0.00423393,2.51285035,0.63050259,0.29800696
-2.15807904,3.70718563,1.08834696,0.99499307,0.00005768,0.09427726,0.00386127,2.50837264,0.66648514,0.31094085
-2.15207604,3.67914269,1.08219288,0.93964016,0.00007571,0.09988458,0.00356213,2.50044308,0.70137464,0.32350117
-2.14607304,3.64592968,1.07474557,0.88239769,0.00009899,0.10533400,0.00333623,2.48964147,0.73478208,0.33556346
-2.14007004,3.60847989,1.06626985,0.82416598,0.00012888,0.11056459,0.00318311,2.47645475,0.76632536,0.34700009
-2.13406703,3.56758754,1.05697637,0.76579443,0.00016701,0.11551545,0.00310241,2.46125990,0.79563720,0.35768294
-2.12806403,3.52388979,1.04701566,0.70806330,0.00021534,0.12012693,0.00309415,2.44431411,0.82237321,0.36748643
-2.12206103,3.47785966,1.03647598,0.65166940,0.00027618,0.12434185,0.00315898,2.42575275,0.84621992,0.37629092
-2.11605803,3.42980974,1.02538488,0.59721605,0.00035227,0.12810681,0.00329837,2.40559518,0.86690265,0.38398628
-2.11005503,3.37990642,1.01371441,0.54520723,0.00044676,0.13137348,0.00351486,2.38375787,0.88419306,0.39047564
-2.10405203,3.32819320,1.00138960,0.49604586,0.00056325,0.13409991,0.00381217,2.36007416,0.89791611,0.39567915
-2.09804902,3.27462169,0.98829950,0.45003572,0.00070584,0.13625174,0.00419529,2.33431926,0.90795638,0.39953757
-2.09204602,3.21908801,0.97431042,0.40738670,0.00087910,0.13780341,0.00467058,2.30623906,0.91426337,0.40201560
-2.08604302,3.16147228,0.95928018,0.36822257,0.00108804,0.13873906,0.00524569,2.27558101,0.91685560,0.40310477
-2.08004002,3.10167861,0.94307282,0.33259075,0.00133812,0.13905340,0.00592949,2.24212506,0.91582329,0.40282562
-2.07403702,3.03967290,0.92557272,0.30047332,0.00163515,0.13875225,0.00673196,2.20571289,0.91132929,0.40122916
-2.06803402,2.97551617,0.90669743,0.27179864,0.00198522,0.13785277,0.00766390,2.16627366,0.90360811,0.39839730
-2.06203102,2.90939110,0.88640836,0.24645289,0.00239459,0.13638344,0.00873667,2.12384463,0.89296288,0.39444228
-2.05602801,2.84162009,0.86471883,0.22429106,0.00286952,0.13438362,0.00996183,2.07858544,0.87976002,0.38950487
-2.05002501,2.77267369,0.84169899,0.20514688,0.00341612,0.13190279,0.01135070,2.03078517,0.86442169,0.38375140
-2.04402201,2.70316862,0.81747749,0.18884146,0.00404011,0.12899942,0.01291387,1.98086179,0.84741604,0.37736963
-2.03801901,2.63385547,0.79223958,0.17519023,0.00474665,0.12573954,0.01466074,1.92935391,0.82924540,0.37056349
-2.03201601,2.56559674,0.76622220,0.16400827,0.00554003,0.12219497,0.01659898,1.87690536,0.81043271,0.36354692
-2.02601301,2.49933637,0.73970602,0.15511396,0.00642344,0.11844136,0.01873400,1.82424353,0.79150664,0.35653693
-2.02001001,2.43606251,0.71300516,0.14833105,0.00739872,0.11455607,0.02106846,1.77215266,0.77298572,0.34974626
-2.01400700,2.37676564,0.68645516,0.14348929,0.00846606,0.11061595,0.02360183,1.72144352,0.75536226,0.34337575
-2.00800400,2.32239444,0.66039983,0.14042399,0.00962384,0.10669515,0.02633004,1.67292136,0.73908656,0.33760705
-2.00200100,2.27381191,0.63517778,0.13897470,0.01086834,0.10286306,0.02924517,1.62735375,0.72455205,0.33259572
-1.99599800,2.23175422,0.61110937,0.13898328,0.01219365,0.09918238,0.03233534,1.58544000,0.71208210,0.32846526
-1.98999500,2.19679456,0.58848468,0.14029185,0.01359154,0.09570753,0.03558460,1.54778392,0.70191905,0.32530234
-1.98399200,2.16931399,0.56755315,0.14274071,0.01505143,0.09248333,0.03897311,1.51487100,0.69421588,0.32315341
-1.97798899,2.14948073,0.54851526,0.14616659,0.01656044,0.08954410,0.04247733,1.48705129,0.68903112,0.32202309
-1.97198599,2.13723918,0.53151672,0.15040152,0.01810347,0.08691314,0.04607041,1.46452852,0.68632714,0.32187420
-1.96598299,2.13230883,0.51664514,0.15527229,0.01966348,0.08460267,0.04972271,1.44735575,0.68597189,0.32262971
-1.95997999,2.13419325,0.50392933,0.16060081,0.02122168,0.08261408,0.05340238,1.43543761,0.68774424,0.32417646
-1.95397699,2.14219843,0.49334112,0.16620526,0.02275798,0.08093867,0.05707609,1.42853858,0.69134250,0.32637041
-1.94797399,2.15545935,0.48479930,0.17190205,0.02425134,0.07955859,0.06070976,1.42629666,0.69639587,0.32904337
-1.94197099,2.17297338,0.47817554,0.17750855,0.02568032,0.07844814,0.06426940,1.42824139,0.70247834,0.33201074
-1.93596798,2.19363859,0.47330169,0.18284636,0.02702354,0.07757520,0.06772183,1.43381525,0.70912442,0.33507994
-1.92996498,2.21629506,0.46997809,0.18774505,0.02826026,0.07690279,0.07103550,1.44239704,0.71584600,0.33805917
-1.92396198,2.23976710,0.46798245,0.19204610,0.02937092,0.07639070,0.07418118,1.45332607,0.72214977,0.34076601
-1.91795898,2.26290443,0.46707877,0.19560679,0.03033764,0.07599706,0.07713254,1.46592599,0.72755429,0.34303539
-1.91195598,2.28462038,0.46702594,0.19830392,0.03114472,0.07567989,0.07986670,1.47952728,0.73160627,0.34472675
-1.90595298,2.30392557,0.46758563,0.20003710,0.03177908,0.07539841,0.08236459,1.49348720,0.73389528,0.34572979
-1.89994997,2.31995579,0.46852927,0.20073138,0.03223059,0.07511429,0.08461116,1.50720690,0.73406650,0.34596870
-1.89394697,2.33199309,0.46964374,0.20033917,0.03249236,0.07479265,0.08659555,1.52014479,0.73183110,0.34540476
-1.88794397,2.33947963,0.47073587,0.19884129,0.03256091,0.07440281,0.08831099,1.53182621,0.72697390,0.34403701
-1.88194097,2.34202412,0.47163551,0.19624712,0.03243626,0.07391885,0.08975462,1.54184911,0.71935833,0.34190122
-1.87593797,2.33940104,0.47219729,0.19259378,0.03212190,0.07332000,0.09092723,1.54988597,0.70892854,0.33906725
-1.86993497,2.33154331,0.47230112,0.18794459,0.03162466,0.07259071,0.09183282,1.55568224,0.69570889,0.33563489
-1.86393197,2.31852922,0.47185158,0.18238659,0.03095454,0.07172067,0.09247809,1.55905176,0.67980102,0.33172860
-1.85792896,2.30056473,0.47077634,0.17602756,0.03012439,0.07070458,0.09287190,1.55986961,0.66137877,0.32749147
-1.85192596,2.27796242,0.46902385,0.16899248,0.02914960,0.06954182,0.09302467,1.55806319,0.64068137,0.32307879
-1.84592296,2.25111842,0.46656050,0.16141973,0.02804765,0.06823603,0.09294777,1.55360206,0.61800538,0.31865156
-1.83991996,2.22048870,0.46336747,0.15345715,0.02683772,0.06679464,0.09265290,1.54648727,0.59369564,0.31437044
-1.83391696,2.18656600,0.45943746,0.14525814,0.02554023,0.06522824,0.09215161,1.53674092,0.56813589,0.31039046
-1.82791396,2.14985861,0.45477157,0.13697800,0.02417636,0.06355012,0.09145476,1.52439641,0.54173918,0.30685667
-1.82191096,2.11087196,0.44937645,0.12877059,0.02276765,0.06177567,0.09057217,1.50949019,0.51493875,0.30390121
-1.81590795,2.07009388,0.44326188,0.12078541,0.02133550,0.05992182,0.08951234,1.49205514,0.48817931,0.30164157
-1.80990495,2.02798392,0.43643894,0.11316528,0.01990090,0.05800660,0.08828233,1.47211622,0.46190921,0.30018042
-1.80390195,1.98496701,0.42891877,0.10604443,0.01848397,0.05604870,0.08688773,1.44968834,0.43657345,0.29960672
-1.79789895,1.94143150,0.42071201,0.09954719,0.01710375,0.05406706,0.08533277,1.42477666,0.41260774,0.29999798
-1.79189595,1.89773100,0.41182889,0.09378717,0.01577791,0.05208058,0.08362058,1.39737919,0.39043349,0.30142350
-1.78589295,1.85418971,0.40227993,0.08886679,0.01452258,0.05010786,0.08175354,1.36749135,0.37045362,0.30394819
-1.77988994,1.81111017,0.39207709,0.08487720,0.01335218,0.04816704,0.07973373,1.33511230,0.35304919,0.30763658
-1.77388694,1.76878272,0.38123535,0.08189833,0.01227936,0.04627561,0.07756340,1.30025231,0.33857659,0.31255681
-1.76788394,1.72749541,0.36977445,0.07999913,0.01131495,0.04445034,0.07524553,1.26294088,0.32736515,0.31878390
-1.76188094,1.68754346,0.35772074,0.07923779,0.01046788,0.04270719,0.07278432,1.22323474,0.31971486,0.32640232
-1.75587794,1.64923720,0.34510886,0.07966190,0.00974529,0.04106127,0.07018571,1.18122530,0.31589424,0.33550721
-1.74987494,1.61290753,0.33198317,0.08130845,0.00915249,0.03952673,0.06745774,1.13704486,0.31613802,0.34620432
-1.74387194,1.57890847,0.31839871,0.08420372,0.00869307,0.03811675,0.06461087,1.09087106,0.32064461,0.35860833
-1.73786893,1.54761604,0.30442173,0.08836296,0.00836893,0.03684338,0.06165816,1.04292931,0.32957334,0.37283965
-1.73186593,1.51942354,0.29012943,0.09378994,0.00818042,0.03571747,0.05861528,0.99349264,0.34304139,0.38901979
-1.72586293,1.49473325,0.27560924,0.10047646,0.00812637,0.03474847,0.05550041,0.94287925,0.36112063,0.40726543
-1.71985993,1.47394499,0.26095736,0.10840176,0.00820421,0.03394427,0.05233396,0.89144744,0.38383432,0.42768154
-1.71385693,1.45744217,0.24627674,0.11753209,0.00841010,0.03331100,0.04913821,0.83958837,0.41115397,0.45035387
-1.70785393,1.44557619,0.23167464,0.12782046,0.00873898,0.03285280,0.04593674,0.78771685,0.44299659,0.47534136
-1.70185093,1.43865020,0.21725977,0.13920666,0.00918471,0.03257159,0.04275392,0.73626078,0.47922250,0.50266873
-1.69584792,1.43690334,0.20313933,0.15161765,0.00974019,0.03246689,0.03961417,0.68564958,0.51963390,0.53231992
-1.68984492,1.44049647,0.18941594,0.16496846,0.01039746,0.03253562,0.03654139,0.63630241,0.56397464,0.56423265
-1.68384192,1.44950034,0.17618476,0.17916350,0.01114786,0.03277200,0.03355823,0.58861661,0.61193113,0.59829458
-1.67783892,1.46388719,0.16353092,0.19409845,0.01198214,0.03316746,0.03068552,0.54295703,0.66313475,0.63434134
-1.67183592,1.48352628,0.15152729,0.20966257,0.01289060,0.03371068,0.02794175,0.49964671,0.71716573,0.67215670
-1.66583292,1.50818377,0.14023291,0.22574142,0.01386329,0.03438767,0.02534264,0.45895927,0.77355870,0.71147486
-1.65982991,1.53752714,0.12969192,0.24221982,0.01489009,0.03518198,0.02290081,0.42111334,0.83180967,0.75198512
-1.65382691,1.57113395,0.11993312,0.25898503,0.01596089,0.03607497,0.02062562,0.38626920,0.89138462,0.79333860
-1.64782391,1.60850470,0.11097023,0.27592984,0.01706573,0.03704620,0.01852312,0.35452764,0.95172935,0.83515702
-1.64182091,1.64907901,0.10280270,0.29295543,0.01819491,0.03807391,0.01659606,0.32593091,1.01228058,0.87704320
-1.63581791,1.69225468,0.09541697,0.30997393,0.01933910,0.03913555,0.01484414,0.30046573,1.07247794,0.91859306
-1.62981491,1.73740864,0.08878831,0.32691036,0.02048945,0.04020842,0.01326423,0.27806790,1.13177680,0.95940873
-1.62381191,1.78391892,0.08288282,0.34370391,0.02163758,0.04127035,0.01185076,0.25862837,1.18966155,0.99911243
-1.61780890,1.83118704,0.07765979,0.36030844,0.02277568,0.04230040,0.01059607,0.24200030,1.24565916,1.03736085
-1.61180590,1.87865982,0.07307403,0.37669221,0.02389644,0.04327962,0.00949090,0.22800676,1.29935285,1.07385956
-1.60580290,1.92585015,0.06907829,0.39283677,0.02499309,0.04419181,0.00852480,0.21644877,1.35039551,1.10837723
-1.59979990,1.97235616,0.06562552,0.40873515,0.02605928,0.04502423,0.00768660,0.20711331,1.39852281,1.14075932
