energy_ev,total_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.57378689,4.95079627,0.01148404,0.60869838,1.94230666,2.24846853,0.05426003,1.45842736,0.84166321,0.29951166
-5.56778389,4.91329918,0.01162019,0.60376035,1.93877062,2.23152490,0.05290673,1.44451897,0.83442857,0.30015619
-5.56178089,4.87462415,0.01177994,0.59877187,1.93563216,2.21328091,0.05142083,1.43073071,0.82813948,0.30099953
-5.55577789,4.83460355,0.01196177,0.59368797,1.93262129,2.19370114,0.04981968,1.41702862,0.82278289,0.30198058
-5.54977489,4.79316896,0.01216395,0.58846950,1.92947350,2.17281530,0.04812325,1.40340024,0.81833319,0.30304340
-5.54377189,4.75036556,0.01238455,0.58308539,1.92593910,2.15072462,0.04635374,1.38985809,0.81475330,0.30413888
-5.53776888,4.70636172,0.01262158,0.57751463,1.92179149,2.12760564,0.04453528,1.37644192,0.81199581,0.30522596
-5.53176588,4.66145311,0.01287295,0.57174765,1.91683406,2.10371091,0.04269351,1.36321951,0.81000420,0.30627232
-5.52576288,4.61606115,0.01313664,0.56578735,1.91090565,2.07936635,0.04085519,1.35028611,0.80871409,0.30725458
-5.51975988,4.57072560,0.01341071,0.55964947,1.90388446,2.05496547,0.03904782,1.33776225,0.80805458,0.30815792
-5.51375688,4.52609165,0.01369339,0.55336259,1.89569035,2.03096039,0.03729927,1.32579029,0.80794962,0.30897529
-5.50775388,4.48289216,0.01398318,0.54696763,1.88628565,2.00785026,0.03563739,1.31452961,0.80831943,0.30970612
-5.50175088,4.44192577,0.01427893,0.54051688,1.87567454,1.98616737,0.03408967,1.30415092,0.80908201,0.31035485
-5.49574787,4.40403198,0.01457984,0.53407275,1.86390114,1.96646172,0.03268289,1.29482969,0.81015469,0.31092925
-5.48974487,4.37006428,0.01488557,0.52770622,1.85104645,1.94928461,0.03144286,1.28673932,0.81145572,0.31143863
-5.48374187,4.34086262,0.01519624,0.52149508,1.83722431,1.93517214,0.03039402,1.28004410,0.81290594,0.31189222
-5.47773887,4.31722613,0.01551242,0.51552195,1.82257653,1.92462903,0.02955922,1.27489248,0.81443029,0.31229771
-5.47173587,4.29988737,0.01583512,0.50987230,1.80726737,1.91811368,0.02895934,1.27141077,0.81595941,0.31266004
-5.46573287,4.28948881,0.01616570,0.50463233,1.79147747,1.91602478,0.02861302,1.26969763,0.81743104,0.31298055
-5.45972986,4.28656233,0.01650581,0.49988688,1.77539742,1.91868997,0.02853627,1.26981947,0.81879122,0.31325660
-5.45372686,4.29151212,0.01685721,0.49571732,1.75922102,1.92635682,0.02874219,1.27180689,0.81999524,0.31348149
-5.44772386,4.30460143,0.01722171,0.49219953,1.74313850,1.93918624,0.02924053,1.27565223,0.82100834,0.31364477
-5.44172086,4.32594304,0.01760090,0.48940184,1.72732971,1.95724831,0.03003735,1.28130821,0.82180596,0.31373298
-5.43571786,4.35549356,0.01799605,0.48738314,1.71195751,1.98052053,0.03113461,1.28868764,0.82237364,0.31373056
-5.42971486,4.39305133,0.01840793,0.48619104,1.69716154,2.00888814,0.03252983,1.29766405,0.82270647,0.31362099
-5.42371186,4.43825775,0.01883660,0.48586014,1.68305251,2.04214653,0.03421572,1.30807322,0.82280816,0.31338805
-5.41770885,4.49060169,0.01928133,0.48641056,1.66970729,2.08000527,0.03617989,1.31971545,0.82268972,0.31301704
-5.41170585,4.54942685,0.01974047,0.48784659,1.65716490,2.12209366,0.03840463,1.33235847,0.82236775,0.31249598
-5.40570285,4.61394193,0.02021142,0.49015563,1.64542384,2.16796761,0.04086680,1.34574085,0.82186253,0.31181664
-5.39969985,4.68323329,0.02069059,0.49330756,1.63444060,2.21711764,0.04353781,1.35957600,0.82119594,0.31097534
-5.39369685,4.75628033,0.02117352,0.49725437,1.62412985,2.26897788,0.04638377,1.37355647,0.82038925,0.30997358
-5.38769385,4.83197322,0.02165493,0.50193032,1.61436622,2.32293612,0.04936582,1.38735884,0.81946102,0.30881825
-5.38169085,4.90913314,0.02212895,0.50725267,1.60498780,2.37834472,0.05244058,1.40064892,0.81842516,0.30752174
-5.37568784,4.98653481,0.02258929,0.51312279,1.59580122,2.43453237,0.05556086,1.41308741,0.81728914,0.30610158
-5.36968484,5.06293118,0.02302953,0.51942799,1.58658831,2.49081673,0.05867644,1.42433600,0.81605266,0.30457999
-5.36368184,5.13707979,0.02344337,0.52604380,1.57711413,2.54651769,0.06173516,1.43406385,0.81470666,0.30298306
-5.35767884,5.20777046,0.02382494,0.53283671,1.56713586,2.60097105,0.06468397,1.44195446,0.81323275,0.30133985
-5.35167584,5.27385345,0.02416904,0.53966747,1.55641250,2.65354242,0.06747028,1.44771264,0.81160319,0.29968127
-5.34567284,5.33426732,0.02447141,0.54639455,1.54471468,2.70364088,0.07004322,1.45107175,0.80978120,0.29803886
-5.33966983,5.38806536,0.02472890,0.55287785,1.53183429,2.75073188,0.07235500,1.45180059,0.80772171,0.29644354
-5.33366683,5.43443955,0.02493964,0.55898246,1.51759329,2.79434895,0.07436220,1.44971012,0.80537253,0.29492425
-5.32766383,5.47274075,0.02510307,0.56458226,1.50185142,2.83410351,0.07602706,1.44465941,0.80267563,0.29350669
-5.32166083,5.50249415,0.02521996,0.56956319,1.48451229,2.86969230,0.07731849,1.43656062,0.79956869,0.29221206
-5.31565783,5.52340884,0.02529230,0.57382611,1.46552753,2.90090186,0.07821302,1.42538287,0.79598675,0.29105590
-5.30965483,5.53538080,0.02532313,0.57728905,1.44489888,2.92760979,0.07869547,1.41115444,0.79186377,0.29004704
-5.30365183,5.53848897,0.02531634,0.57988874,1.42267793,2.94978232,0.07875935,1.39396343,0.78713419,0.28918676
-5.29764882,5.53298414,0.02527636,0.58158140,1.39896374,2.96746837,0.07840703,1.37395644,0.78173432,0.28846808
-5.29164582,5.51927115,0.02520788,0.58234270,1.37389839,2.98079013,0.07764958,1.35133543,0.77560356,0.28787538
-5.28564282,5.49788514,0.02511548,0.58216701,1.34766070,2.98993068,0.07650637,1.32635266,0.76868551,0.28738421
-5.27963982,5.46946302,0.02500335,0.58106594,1.32045868,2.99511918,0.07500433,1.29930404,0.76092881,0.28696150
-5.27363682,5.43471169,0.02487496,0.57906629,1.29252095,2.99661448,0.07317713,1.27052085,0.75228799,0.28656602
-5.26763382,5.39437470,0.02473285,0.57620759,1.26408794,2.99468814,0.07106399,1.24036057,0.74272410,0.28614925
-5.26163082,5.34919942,0.02457842,0.57253949,1.23540304,2.98960786,0.06870850,1.20919675,0.73220542,0.28565658
-5.25562781,5.29990645,0.02441188,0.56811894,1.20670467,2.98162242,0.06615725,1.17740884,0.72070824,0.28502886
-5.24962481,5.24716322,0.02423218,0.56300767,1.17821924,2.97094903,0.06345852,1.14537204,0.70821757,0.28420423
-5.24362181,5.19156319,0.02403713,0.55726990,1.15015587,2.95776404,0.06066090,1.11344791,0.69472822,0.28312021
-5.23761881,5.13361195,0.02382356,0.55097053,1.12270269,2.94219747,0.05781205,1.08197599,0.68024584,0.28171604
-5.23161581,5.07372079,0.02358754,0.54417390,1.09602520,2.92433198,0.05495758,1.05126685,0.66478825,0.27993504
-5.22561281,5.01220812,0.02332471,0.53694313,1.07026651,2.90420604,0.05214000,1.02159681,0.64838683,0.27772704
-5.21960980,4.94930827,0.02303064,0.52934016,1.04554937,2.88182137,0.04939796,0.99320445,0.63108799,0.27505074
-5.21360680,4.88518695,0.02270119,0.52142625,1.02197975,2.85715393,0.04676561,0.96628902,0.61295470,0.27187579
-5.20760380,4.81996209,0.02233291,0.51326309,0.99965171,2.83016769,0.04427220,0.94101071,0.59406780,0.26818468
-5.20160080,4.75372839,0.02192343,0.50491418,0.97865295,2.80083039,0.04194181,0.91749253,0.57452723,0.26397420
-5.19559780,4.68658385,0.02147173,0.49644641,0.95907077,2.76912983,0.03979337,0.89582364,0.55445280,0.25925646
-5.18959480,4.61865615,0.02097850,0.48793170,0.94099787,2.73508986,0.03784074,0.87606381,0.53398462,0.25405937
-5.18359180,4.55012713,0.02044625,0.47944839,0.92453756,2.69878468,0.03609298,0.85824871,0.51328288,0.24842664
-5.17758879,4.48125346,0.01987949,0.47108242,0.90980800,2.66035050,0.03455475,0.84239553,0.49252710,0.24241713
-5.17158579,4.41238203,0.01928470,0.46292787,0.89694506,2.61999366,0.03322672,0.82850869,0.47191456,0.23610376
-5.16558279,4.34395901,0.01867028,0.45508703,0.88610372,2.57799462,0.03210612,0.81658527,0.45165815,0.22957186
-5.15957979,4.27653176,0.01804640,0.44766972,0.87745769,2.53470737,0.03118726,0.80661975,0.43198330,0.22291714
-5.15357679,4.21074331,0.01742469,0.44079187,0.87119728,2.49055428,0.03046210,0.79860804,0.41312441,0.21624321
-5.14757379,4.14731987,0.01681798,0.43457349,0.86752561,2.44601652,0.02992077,0.79255025,0.39532049,0.20965894
-5.14157079,4.08705163,0.01623987,0.42913589,0.86665324,2.40162067,0.02955207,0.78845250,0.37881033,0.20327556
-5.13556778,4.03076827,0.01570433,0.42459843,0.86879151,2.35792209,0.02934393,0.78632738,0.36382725,0.19720376
-5.12956478,3.97931014,0.01522520,0.42107481,0.87414478,2.31548611,0.02928387,0.78619319,0.35059354,0.19155073
-5.12356178,3.93349694,0.01481581,0.41866913,0.88290197,2.27486792,0.02935927,0.78807214,0.33931476,0.18641745
-5.11755878,3.89409538,0.01448847,0.41747189,0.89522776,2.23659248,0.02955774,0.79198742,0.33017418,0.18189605
-5.11155578,3.86178750,0.01425405,0.41755608,0.91125372,2.20113520,0.02986732,0.79795951,0.32332731,0.17806754
-5.10555278,3.83714134,0.01412166,0.41897364,0.93106995,2.16890475,0.03027665,0.80600186,0.31889692,0.17499987
-5.09954977,3.82058533,0.01409825,0.42175239,0.95471730,2.14022859,0.03077507,0.81611613,0.31696864,0.17274637
-5.09354677,3.81238763,0.01418842,0.42589365,0.98218080,2.11534203,0.03135269,0.82828733,0.31758725,0.17134460
-5.08754377,3.81264148,0.01439424,0.43137066,1.01338441,2.09438141,0.03200039,0.84247911,0.32075397,0.17081574
-5.08154077,3.82125713,0.01471511,0.43812793,1.04818745,2.07738146,0.03270975,0.85862944,0.32642470,0.17116437
-5.07553777,3.83796072,0.01514776,0.44608167,1.08638295,2.06427704,0.03347294,0.87664695,0.33450950,0.17237873
-5.06953477,3.86230029,0.01568635,0.45512111,1.12769802,2.05490905,0.03428264,0.89640817,0.34487330,0.17443149
-5.06353177,3.89365840,0.01632257,0.46511102,1.17179648,2.04903403,0.03513183,0.91775592,0.35733793,0.17728088
-5.05752876,3.93127115,0.01704590,0.47589511,1.21828367,2.04633703,0.03601364,0.94049900,0.37168542,0.18087226
-5.05152576,3.97425252,0.01784383,0.48730035,1.26671356,2.04644700,0.03692115,0.96441336,0.38766266,0.18514003
-5.04552276,4.02162334,0.01870230,0.49914202,1.31659796,2.04895382,0.03784725,0.98924475,0.40498726,0.19000982
-5.03951976,4.07234356,0.01960601,0.51122940,1.36741772,2.05342641,0.03878449,1.01471302,0.42335442,0.19540091
-5.03351676,4.12534668,0.02053888,0.52337180,1.41863567,2.05943071,0.03972493,1.04051786,0.44244479,0.20122872
-5.02751376,4.17957516,0.02148448,0.53538477,1.46971098,2.06654710,0.04066012,1.06634608,0.46193296,0.20740749
-5.02151076,4.23401542,0.02242651,0.54709626,1.52011452,2.07438633,0.04158109,1.09187999,0.48149641,0.21385274
-5.01550775,4.28773121,0.02334924,0.55835251,1.56934480,2.08260340,0.04247839,1.11680693,0.50082450,0.22048375
-5.00950475,4.33989444,0.02423792,0.56902341,1.61694400,2.09090892,0.04334223,1.14082937,0.51962740,0.22722575
-5.00350175,4.38981215,0.02507922,0.57900718,1.66251352,2.09907767,0.04416269,1.16367543,0.53764438,0.23401180
-4.99749875,4.43694919,0.02586154,0.58823418,1.70572864,2.10695413,0.04492997,1.18510930,0.55465147,0.24078434
-4.99149575,4.48094561,0.02657536,0.59666971,1.74635156,2.11445494,0.04563474,1.20494122,0.57046789,0.24749632
-4.98549275,4.52162859,0.02721343,0.60431571,1.78424262,2.12156849,0.04626846,1.22303654,0.58496122,0.25411186
-4.97948974,4.55901859,0.02777102,0.61121132,1.81936891,2.12835188,0.04682384,1.23932349,0.59805115,0.26060645
-4.97348674,4.59332967,0.02824595,0.61743225,1.85181027,2.13492547,0.04729517,1.25379934,0.60971147,0.26696676
-4.96748374,4.62496412,0.02863871,0.62308908,1.88176200,2.14146559,0.04767881,1.26653450,0.61997044,0.27318992
-4.96148074,4.65450176,0.02895237,0.62832447,1.90953439,2.14819574,0.04797349,1.27767443,0.62890958,0.27928257
-4.95547774,4.68268424,0.02919254,0.63330940,1.93554863,2.15537689,0.04818062,1.28743908,0.63666069,0.28525951
-4.94947474,4.71039488,0.02936721,0.63823863,1.96032938,2.16329702,0.04830457,1.29611986,0.64340154,0.29114215
-4.94347174,4.73863457,0.02948656,0.64332544,1.98449367,2.17226069,0.04835280,1.30407399,0.64935028,0.29695689
-4.93746873,4.76849436,0.02956270,0.64879584,2.00873665,2.18257854,0.04833589,1.31171642,0.65475871,0.30273332
-4.93146573,4.80112525,0.02960943,0.65488239,2.03381404,2.19455729,0.04826746,1.31950946,0.65990484,0.30850255
-4.92546273,4.83770585,0.02964189,0.66181774,2.06052186,2.20849017,0.04816400,1.32795020,0.66508482,0.31429560
-4.91945973,4.87940833,0.02967630,0.66982814,2.08967368,2.22464798,0.04804448,1.33755627,0.67060464,0.32014187
-4.91345673,4.92736343,0.02972953,0.67912684,2.12207588,2.24327084,0.04792998,1.34885014,0.67677163,0.32606788
-4.90745373,4.98262489,0.02981881,0.68990782,2.15850152,2.26456042,0.04784304,1.36234241,0.68388624,0.33209617
-4.90145073,5.04613414,0.02996133,0.70233959,2.19966339,2.28867292,0.04780703,1.37851462,0.69223399,0.33824438
-4.89544772,5.11868581,0.03017386,0.71655945,2.24618708,2.31571249,0.04784541,1.39780211,0.70207797,0.34452458
-4.88944472,5.20089491,0.03047240,0.73266831,2.29858471,2.34572528,0.04798087,1.42057736,0.71365187,0.35094270
-4.88344172,5.29316652,0.03087184,0.75072593,2.35723042,2.37869421,0.04823456,1.44713452,0.72715373,0.35749823
-4.87743872,5.39566904,0.03138555,0.77074713,2.42233834,2.41453450,0.04862515,1.47767556,0.74274034,0.36418391
-4.87143572,5.50831199,0.03202508,0.79269862,2.49394406,2.45309012,0.04916811,1.51229872,0.76052258,0.37098562
-4.86543272,5.63072955,0.03279987,0.81649704,2.57189058,2.49413171,0.04987491,1.55098961,0.78056157,0.37788234
-4.85942971,5.76227089,0.03371696,0.84200801,2.65581950,2.53735585,0.05075238,1.59361559,0.80286577,0.38484612
-4.85342671,5.90199830,0.03478075,0.86904644,2.74516827,2.58238639,0.05180224,1.63992363,0.82738910,0.39184221
-4.84742371,6.04869413,0.03599289,0.89737828,2.83917410,2.62877789,0.05302071,1.68954213,0.85403020,0.39882923
-4.84142071,6.20087696,0.03735212,0.92672361,2.93688484,2.67602154,0.05439838,1.74198658,0.88263280,0.40575948
-4.83541771,6.35682745,0.03885426,0.95676128,3.03717695,2.72355361,0.05592024,1.79666941,0.91298736,0.41257936
-4.82941471,6.51462375,0.04049227,0.98713496,3.13878047,2.77076664,0.05756596,1.85291355,0.94483405,0.41922994
-4.82341171,6.67218585,0.04225639,1.01746063,3.24031033,2.81702300,0.05931033,1.90996959,0.97786699,0.42564779
-4.81740870,6.82732793,0.04413431,1.04733522,3.34030332,2.86167072,0.06112399,1.96703609,1.01173994,0.43176596
-4.81140570,6.97781715,0.04611153,1.07634644,3.43725937,2.90406112,0.06297421,2.02328218,1.04607323,0.43751518
-4.80540270,7.12143697,0.04817166,1.10408322,3.52968597,2.94356752,0.06482598,2.07787199,1.08046191,0.44282533
-4.79939970,7.25605267,0.05029687,1.13014672,3.61614390,2.97960446,0.06664311,2.12998981,1.11448491,0.44762701
-4.79339670,7.37967654,0.05246834,1.15416131,3.69529246,3.01164643,0.06838942,2.17886507,1.14771511,0.45185341
-4.78739370,7.49053003,0.05466672,1.17578528,3.76593250,3.03924546,0.07002997,2.22379630,1.17972986,0.45544213
-4.78139070,7.58710017,0.05687263,1.19472078,3.82704529,3.06204653,0.07153223,2.26417288,1.21012175,0.45833716
-4.77538769,7.66818770,0.05906709,1.21072251,3.87782550,3.07980009,0.07286719,2.29949387,1.23850918,0.46049077
-4.76938469,7.73294476,0.06123195,1.22360500,3.91770694,3.09237114,0.07401033,2.32938302,1.26454642,0.46186527
-4.76338169,7.78090026,0.06335021,1.23324791,3.94637974,3.09974415,0.07494240,2.35359934,1.28793259,0.46243461
-4.75737869,7.81197174,0.06540629,1.23959926,3.96379822,3.10202369,0.07564997,2.37204276,1.30841937,0.46218567
-4.75137569,7.82646311,0.06738627,1.24267632,3.97017903,3.09943068,0.07612578,2.38475465,1.32581698,0.46111916
-4.74537269,7.82504816,0.06927788,1.24256419,3.96598959,3.09229424,0.07636882,2.39191310,1.33999809,0.45925013
-4.73936968,7.80874082,0.07107063,1.23941198,3.95192735,3.08103975,0.07638416,2.39382325,1.35089965,0.45660805
-4.73336668,7.77885314,0.07275560,1.23342683,3.92889067,3.06617344,0.07618251,2.39090300,1.35852228,0.45323629
-4.72736368,7.73694316,0.07432540,1.22486595,3.89794266,3.04826443,0.07577964,2.38366473,1.36292742,0.44919126
-4.72136068,7.68475483,0.07577388,1.21402707,3.86026956,3.02792483,0.07519552,2.37269384,1.36423224,0.44454090
-4.71535768,7.62415273,0.07709597,1.20123757,3.81713537,3.00578907,0.07445344,2.35862495,1.36260258,0.43936294
-4.70935468,7.55705442,0.07828737,1.18684286,3.76983478,2.98249315,0.07357892,2.34211691,1.35824412,0.43374256
-4.70335168,7.48536340,0.07934434,1.17119456,3.71964628,2.95865489,0.07259867,2.32382747,1.35139240,0.42776999
-4.69734867,7.41090545,0.08026347,1.15463875,3.66778752,2.93485588,0.07153954,2.30438889,1.34230196,0.42153771
-4.69134567,7.33537105,0.08104155,1.13750503,3.61537460,2.91162593,0.07042755,2.28438530,1.33123522,0.41513773
-4.68534267,7.26026615,0.08167544,1.12009672,3.56338708,2.88943062,0.06928698,2.26433286,1.31845167,0.40865880
-4.67933967,7.18687312,0.08216207,1.10268263,3.51263986,2.86866216,0.06813966,2.24466349,1.30419778,0.40218379
-4.67333667,7.11622336,0.08249847,1.08549071,3.46376307,2.84963410,0.06700441,2.22571276,1.28869828,0.39578736
-4.66733367,7.04908213,0.08268186,1.06870386,3.41719060,2.83257963,0.06589667,2.20771244,1.27214917,0.38953399
-4.66133067,6.98594612,0.08270990,1.05245799,3.37315747,2.81765350,0.06482832,2.19078785,1.25471269,0.38347641
-4.65532766,6.92705298,0.08258082,1.03684235,3.33170597,2.80493719,0.06380771,2.17496016,1.23651472,0.37765466
-4.64932466,6.87240226,0.08229376,1.02190208,3.29270002,2.79444682,0.06283981,2.16015327,1.21764443,0.37209566
-4.64332166,6.82178586,0.08184899,1.00764274,3.25584684,2.78614332,0.06192656,2.14620499,1.19815640,0.36681340
