energy_ev,total_up,C_s_up,C_p_up,Os_p_up,Os_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.72986493,6.22002179,0.02553949,0.43279503,3.28839658,1.60618768,0.04545376,2.57401779,1.03138837,0.43938713
-5.72386193,5.94375056,0.02365291,0.41042734,3.04050233,1.53804891,0.04413522,2.48011995,1.00637056,0.42320928
-5.71785893,5.68250557,0.02181205,0.38892856,2.80291740,1.47482886,0.04263973,2.39231258,0.98402858,0.40765086
-5.71185593,5.43989740,0.02003051,0.36865335,2.57794021,1.41738093,0.04099048,2.31203761,0.96481832,0.39299196
-5.70585293,5.21910411,0.01832004,0.34993022,2.36748019,1.36642799,0.03921398,2.24057880,0.94912224,0.37949825
-5.69984992,5.02283345,0.01669059,0.33305716,2.17305259,1.32255578,0.03733918,2.17904271,0.93724041,0.36741706
-5.69384692,4.85329836,0.01515036,0.31829845,1.99578395,1.28621048,0.03539658,2.12834409,0.92938334,0.35697383
-5.68784392,4.71220581,0.01370601,0.30588243,1.83642684,1.25770070,0.03341724,2.08919601,0.92566691,0.34836931
-5.68184092,4.60075827,0.01236270,0.29600056,1.69538233,1.23720317,0.03143188,2.06210471,0.92610973,0.34177723
-5.67583792,4.51966709,0.01112427,0.28880720,1.57272871,1.22477204,0.02946998,2.04736913,0.93063293,0.33734273
-5.66983492,4.46917661,0.00999341,0.28442041,1.46825478,1.22035101,0.02755903,2.04508518,0.93906266,0.33518134
-5.66383192,4.44909768,0.00897176,0.28292332,1.38149619,1.22378777,0.02572389,2.05515417,0.95113533,0.33537866
-5.65782891,4.45884877,0.00806010,0.28436602,1.31177355,1.23484997,0.02398621,2.07729538,0.96650546,0.33799051
-5.65182591,4.49750295,0.00725847,0.28876780,1.25823083,1.25324185,0.02236409,2.11106192,0.98475603,0.34304363
-5.64582291,4.56383866,0.00656626,0.29611963,1.21987317,1.27862088,0.02087187,2.15585962,1.00541120,0.35053682
-5.63981991,4.65639220,0.00598238,0.30638652,1.19560302,1.31061346,0.01951999,2.21096786,1.02795087,0.36044230
-5.63381691,4.77351001,0.00550533,0.31950992,1.18425404,1.34882900,0.01831511,2.27556205,1.05182678,0.37270740
-5.62781391,4.91339887,0.00513328,0.33540987,1.18462203,1.39287180,0.01726026,2.34873657,1.07647963,0.38725635
-5.62181091,5.07417222,0.00486418,0.35398689,1.19549276,1.44235014,0.01635513,2.42952781,1.10135663,0.40399207
-5.61580790,5.25389166,0.00469575,0.37512358,1.21566624,1.49688242,0.01559645,2.51693636,1.12592899,0.42279804
-5.60980490,5.45060234,0.00462559,0.39868606,1.24397757,1.55610002,0.01497842,2.60994800,1.14970860,0.44354007
-5.60380190,5.66236198,0.00465117,0.42452506,1.27931428,1.61964727,0.01449321,2.70755288,1.17226356,0.46606801
-5.59779890,5.88726351,0.00476984,0.45247697,1.32063033,1.68717859,0.01413137,2.80876268,1.19323183,0.49021743
-5.59179590,6.12345154,0.00497884,0.48236489,1.36695700,1.75835336,0.01388241,2.91262551,1.21233266,0.51581126
-5.58579290,6.36913349,0.00527530,0.51399967,1.41741086,1.83282932,0.01373518,3.01823852,1.22937538,0.54266144
-5.57978989,6.62258645,0.00565620,0.54718124,1.47119917,1.91025501,0.01367832,3.12475827,1.24426528,0.57057067
-5.57378689,6.88216082,0.00611840,0.58170020,1.52762288,1.99026224,0.01370066,3.23140902,1.25700635,0.59933425
-5.56778389,7.14628204,0.00665856,0.61733980,1.58607765,2.07245937,0.01379149,3.33748909,1.26770087,0.62874213
-5.56178089,7.41345153,0.00727317,0.65387835,1.64605289,2.15642608,0.01394084,3.44237559,1.27654580,0.65858116
-5.55577789,7.68224794,0.00795853,0.69109201,1.70712939,2.24171032,0.01413967,3.54552754,1.28382618,0.68863750
-5.54977489,7.95132923,0.00871075,0.72875798,1.76897526,2.32782780,0.01438000,3.64648777,1.28990572,0.71869931
-5.54377189,8.21943615,0.00952572,0.76665800,1.83134079,2.41426440,0.01465496,3.74488346,1.29521495,0.74855946
-5.53776888,8.48539701,0.01039918,0.80458189,1.89405193,2.50048131,0.01495881,3.84042552,1.30023731,0.77801841
-5.53176588,8.74813347,0.01132666,0.84233112,1.95700275,2.58592294,0.01528693,3.93290667,1.30549358,0.80688697
-5.52576288,9.00666661,0.01230359,0.87972204,2.02014672,2.67002686,0.01563566,4.02219811,1.31152527,0.83498888
-5.51975988,9.26012241,0.01332525,0.91658872,2.08348702,2.75223551,0.01600228,4.10824476,1.31887745,0.86216316
-5.51375688,9.50773562,0.01438685,0.95278494,2.14706591,2.83200859,0.01638478,4.19105878,1.32808150,0.88826588
-5.50775388,9.74885086,0.01548354,0.98818546,2.21095316,2.90883562,0.01678171,4.27071138,1.33963846,0.91317151
-5.50175088,9.98292003,0.01661040,1.02268606,2.27523374,2.98224765,0.01719203,4.34732283,1.35400325,0.93677353
-5.49574787,10.20949535,0.01776250,1.05620258,2.33999501,3.05182746,0.01761491,4.42105071,1.37157053,0.95898438
-5.48974487,10.42821744,0.01893488,1.08866869,2.40531347,3.11721752,0.01804950,4.49207663,1.39266225,0.97973464
-5.48374187,10.63879863,0.02012254,1.12003264,2.47124155,3.17812532,0.01849486,4.56059154,1.41751753,0.99897150
-5.47773887,10.84100165,0.02132046,1.15025303,2.53779467,3.23432567,0.01894972,4.62678026,1.44628482,1.01665670
-5.47173587,11.03461478,0.02252353,1.17929378,2.60493899,3.28565997,0.01941238,4.69080556,1.47901675,1.03276382
-5.46573287,11.21942441,0.02372656,1.20711877,2.67258037,3.33203260,0.01988064,4.75279247,1.51566754,1.04727532
-5.45972986,11.39518682,0.02492421,1.23368628,2.74055486,3.37340466,0.02035170,4.81281350,1.55609297,1.06017938
-5.45372686,11.56160054,0.02611097,1.25894377,2.80862119,3.40978577,0.02082217,4.87087538,1.60005286,1.07146672
-5.44772386,11.71828141,0.02728115,1.28282329,2.87645574,3.44122428,0.02128804,4.92690800,1.64721581,1.08112765
-5.44172086,11.86474184,0.02842877,1.30523790,2.94365027,3.46779695,0.02174477,4.98075616,1.69716594,1.08914953
-5.43571786,12.00037598,0.02954764,1.32607943,3.00971256,3.48959855,0.02218736,5.03217445,1.74941130,1.09551477
-5.42971486,12.12445201,0.03063128,1.34521782,3.07407039,3.50673218,0.02261046,5.08082581,1.80339372,1.10019947
-5.42371186,12.23611240,0.03167293,1.36250216,3.13607859,3.51930102,0.02300854,5.12628376,1.85849967,1.10317293
-5.41770885,12.33438280,0.03266565,1.37776358,3.19502932,3.52740193,0.02337604,5.16803852,1.91407176,1.10439785
-5.41170585,12.41818942,0.03360227,1.39081976,3.25016522,3.53112125,0.02370759,5.20550667,1.96942078,1.10383145
-5.40570285,12.48638469,0.03447557,1.40148111,3.30069521,3.53053313,0.02399822,5.23804439,2.02383771,1.10142731
-5.39969985,12.53778023,0.03527829,1.40955818,3.34581247,3.52570039,0.02424352,5.26496367,2.07660580,1.09713797
-5.39369685,12.57118615,0.03600337,1.41487001,3.38471409,3.51667781,0.02443994,5.28555115,2.12701230,1.09091814
-5.38769385,12.58545528,0.03664400,1.41725306,3.41662187,3.50351757,0.02458494,5.29908903,2.17435989,1.08272832
-5.38169085,12.57953055,0.03719390,1.41657018,3.44080352,3.48627662,0.02467719,5.30487749,2.21797758,1.07253886
-5.37568784,12.55249397,0.03764746,1.41271913,3.45659381,3.46502540,0.02471679,5.30225796,2.25723118,1.06033416
-5.36968484,12.50361529,0.03799999,1.40564033,3.46341480,3.43985741,0.02470539,5.29063668,2.29153324,1.04611688
-5.36368184,12.43239852,0.03824793,1.39532319,3.46079474,3.41089916,0.02464638,5.26950775,2.32035230,1.02991206
-5.35767884,12.33862452,0.03838909,1.38181093,3.44838485,3.37831975,0.02454491,5.23847516,2.34322159,1.01177093
-5.35167584,12.22238796,0.03842285,1.36520334,3.42597360,3.34233965,0.02440806,5.19727302,2.35974698,0.99177419
-5.34567284,12.08412695,0.03835034,1.34565750,3.39349789,3.30323801,0.02424477,5.14578327,2.36961405,0.97003479
-5.33966983,11.92464400,0.03817461,1.32338629,3.35105082,3.26135805,0.02406589,5.08405029,2.37259406,0.94669987
-5.33366683,11.74511697,0.03790071,1.29865474,3.29888564,3.21711003,0.02388407,5.01229165,2.36854880,0.92195178
-5.32766383,11.54709898,0.03753573,1.27177439,3.23741582,3.17097153,0.02371363,4.93090440,2.35743389,0.89600812
-5.32166083,11.33250665,0.03708881,1.24309584,3.16721095,3.12348459,0.02357038,4.84046640,2.33930038,0.86912061
-5.31565783,11.10359618,0.03657097,1.21299992,3.08898869,3.07524987,0.02347133,4.74173222,2.31429444,0.84157273
-5.30965483,10.86292746,0.03599499,1.18188774,3.00360273,3.02691746,0.02343438,4.63562337,2.28265506,0.81367614
-5.30365183,10.61331658,0.03537509,1.15017019,2.91202721,2.97917488,0.02347787,4.52321276,2.24470939,0.78576579
-5.29764882,10.35777787,0.03472663,1.11825733,2.81533785,2.93273218,0.02362017,4.40570360,2.20086604,0.75819384
-5.29164582,10.09945689,0.03406569,1.08654805,2.71469047,2.88830495,0.02387909,4.28440316,2.15160619,0.73132251
-5.28564282,9.84155641,0.03340857,1.05542057,2.61129739,2.84659547,0.02427133,4.16069201,2.09747279,0.70551589
-5.27963982,9.58725778,0.03277136,1.02522408,2.50640255,2.80827301,0.02481185,4.03598977,2.03905817,0.68113114
-5.27363682,9.33964053,0.03216937,0.99627194,2.40125612,2.77395387,0.02551325,3.91171848,1.97699044,0.65850916
-5.26763382,9.10160310,0.03161665,0.96883659,2.29708926,2.74418208,0.02638515,3.78926500,1.91191919,0.63796519
-5.26163082,8.87578803,0.03112549,0.94314641,2.19509019,2.71941161,0.02743361,3.66994385,1.84450093,0.61977962
-5.25562781,8.66451441,0.03070604,0.91938451,2.09638194,2.69999087,0.02866061,3.55496211,1.77538499,0.60418945
-5.24962481,8.46972059,0.03036591,0.89768948,2.00200271,2.68615032,0.03006367,3.44538777,1.70520021,0.59138073
-5.24362181,8.29291955,0.03010995,0.87815786,1.91288941,2.67799373,0.03163554,3.34212296,1.63454309,0.58148237
-5.23761881,8.13516880,0.02994010,0.86084815,1.82986462,2.67549355,0.03336409,3.24588318,1.56396764,0.57456160
-5.23161581,7.99705598,0.02985535,0.84578610,1.75362744,2.67849067,0.03523234,3.15718351,1.49397734,0.57062146
-5.22561281,7.87870082,0.02985185,0.83297070,1.68474813,2.68669866,0.03721868,3.07633214,1.42501935,0.56960029
-5.21960980,7.77977296,0.02992313,0.82238079,1.62366651,2.69971217,0.03929730,3.00343169,1.35748091,0.57137351
-5.21360680,7.69952469,0.03006039,0.81398158,1.57069378,2.71701931,0.04143882,2.93838790,1.29168812,0.57575758
-5.20760380,7.63683682,0.03025293,0.80773081,1.52601740,2.73801733,0.04361101,2.88092524,1.22790661,0.58251602
-5.20160080,7.59027515,0.03048864,0.80358420,1.48970832,2.76203093,0.04577976,2.83060849,1.16634404,0.59136724
-5.19559780,7.55815479,0.03075450,0.80149975,1.46173001,2.78833235,0.04791009,2.78686918,1.10715401,0.60199390
-5.18959480,7.53860903,0.03103716,0.80144074,1.44194859,2.81616234,0.04996720,2.74903535,1.05044101,0.61405340
-5.18359180,7.52965935,0.03132348,0.80337714,1.43014327,2.84475120,0.05191764,2.71636330,0.99626607,0.62718895
-5.17758879,7.52928349,0.03160098,0.80728544,1.42601649,2.87333887,0.05373033,2.68806953,0.94465267,0.64104076
-5.17158579,7.53547823,0.03185836,0.81314684,1.42920330,2.90119344,0.05537756,2.66336155,0.89559267,0.65525687
-5.16558279,7.54631455,0.03208579,0.82094385,1.43927929,2.92762735,0.05683581,2.64146601,0.84905195,0.66950311
-5.15957979,7.55998291,0.03227519,0.83065564,1.45576708,2.95201075,0.05808643,2.62165309,0.80497552,0.68347166
-5.15357679,7.57482739,0.03242040,0.84225221,1.47814108,2.97378187,0.05911606,2.60325612,0.76329212,0.69688805
-5.14757379,7.58936797,0.03251719,0.85568795,1.50583059,2.99245414,0.05991685,2.58568599,0.72391802,0.70951611
-5.14157079,7.60231118,0.03256316,0.87089482,1.53822164,3.00762016,0.06048644,2.56843994,0.68676025,0.72116092
-5.13556778,7.61254984,0.03255765,0.88777571,1.57465785,3.01895291,0.06082771,2.55110494,0.65171915,0.73166963
-5.12956478,7.61915362,0.03250139,0.90619843,1.61444090,3.02620445,0.06094826,2.53335609,0.61869042,0.74093032
-5.12356178,7.62135234,0.03239625,0.92599081,1.65683125,3.02920280,0.06085980,2.51495060,0.58756671,0.74886911
-5.11755878,7.61851448,0.03224484,0.94693736,1.70104980,3.02784745,0.06057738,2.49571854,0.55823894,0.75544585
-5.11155578,7.61012371,0.03205018,0.96877788,1.74628109,3.02210429,0.06011846,2.47555111,0.53059745,0.76064875
-5.10555278,7.59575581,0.03181534,0.99120835,1.79167867,3.01200045,0.05950208,2.45438794,0.50453296,0.76448850
-5.09954977,7.57505874,0.03154313,1.01388425,1.83637305,2.99761966,0.05874795,2.43220430,0.47993766,0.76699222
-5.09354677,7.54773762,0.03123584,1.03642645,1.87948256,2.97909843,0.05787569,2.40899933,0.45670623,0.76819780
-5.08754377,7.51354631,0.03089510,1.05842952,1.92012711,2.95662344,0.05690412,2.38478625,0.43473696,0.76814889
-5.08154077,7.47228620,0.03052175,1.07947237,1.95744468,2.93043010,0.05585075,2.35958505,0.41393299,0.76689093
-5.07553777,7.42381238,0.03011585,1.09913060,1.99061006,2.90080216,0.05473145,2.33341806,0.39420346,0.76446837
-5.06953477,7.36804630,0.02967680,1.11699033,2.01885527,2.86807209,0.05356025,2.30630852,0.37546479,0.76092324
-5.06353177,7.30499360,0.02920343,1.13266262,2.04149060,2.83262174,0.05234934,2.27828178,0.35764179,0.75629492
-5.05752876,7.23476479,0.02869430,1.14579793,2.05792533,2.79488264,0.05110922,2.24936875,0.34066863,0.75062101
-5.05152576,7.15759650,0.02814788,1.15609963,2.06768696,2.75533526,0.04984898,2.21961078,0.32448970,0.74393914
-5.04552276,7.07387031,0.02756287,1.16333610,2.07043769,2.71450658,0.04857660,2.18906523,0.30906007,0.73628921
-5.03951976,6.98412655,0.02693846,1.16735031,2.06598722,2.67296526,0.04729939,2.15781067,0.29434568,0.72771596
-5.03351676,6.88907037,0.02627456,1.16806650,2.05430071,2.63131396,0.04602434,2.12595095,0.28032322,0.71827123
-5.02751376,6.78956832,0.02557202,1.16549347,2.03550128,2.59017846,0.04475845,2.09361719,0.26697952,0.70801578
-5.02151076,6.68663390,0.02483274,1.15972398,2.00986664,2.55019352,0.04350902,2.06096732,0.25431066,0.69702030
-5.01550775,6.58140173,0.02405976,1.15093037,1.97781954,2.51198567,0.04228377,2.02818257,0.24232067,0.68536537
-5.00950475,6.47509079,0.02325721,1.13935649,1.93991254,2.47615353,0.04109088,1.99546107,0.23101996,0.67314033
-5.00350175,6.36895819,0.02243026,1.12530620,1.89680746,2.44324629,0.03993888,1.96300868,0.22042351,0.66044112
-4.99749875,6.26424584,0.02158492,1.10912923,1.84925057,2.41374157,0.03883644,1.93102758,0.21054888,0.64736701
-4.99149575,6.16212302,0.02072785,1.09120487,1.79804465,2.38802382,0.03779208,1.89970348,0.20141421,0.63401670
-4.98549275,6.06362851,0.01986609,1.07192468,1.74401933,2.36636465,0.03681368,1.86919237,0.19303620,0.62048387
-4.97948974,5.96961618,0.01900678,1.05167491,1.68800116,2.34890637,0.03590815,1.83960783,0.18542832,0.60685271
-4.97348674,5.88070779,0.01815686,1.03081981,1.63078506,2.33565017,0.03508091,1.81101010,0.17859915,0.59319361
-4.96748374,5.79725667,0.01732280,1.00968657,1.57310837,2.32644999,0.03433548,1.78339781,0.17255112,0.57955958
-4.96148074,5.71932501,0.01651037,0.98855290,1.51562896,2.32101272,0.03367318,1.75670330,0.16727958,0.56598365
-4.95547774,5.64667691,0.01572441,0.96763762,1.45890827,2.31890544,0.03309283,1.73079203,0.16277230,0.55247739
-4.94947474,5.57878817,0.01496872,0.94709503,1.40340000,2.31956945,0.03259062,1.70546649,0.15900938,0.53903091
-4.94347174,5.51487272,0.01424597,0.92701294,1.34944481,2.32234083,0.03216018,1.68047452,0.15596362,0.52561432
-4.93746873,5.45392438,0.01355771,0.90741455,1.29727099,2.32647657,0.03179265,1.65552167,0.15360123,0.51218050
-4.93146573,5.39477175,0.01290439,0.88826383,1.24700061,2.33118502,0.03147704,1.63028707,0.15188287,0.49866925
-4.92546273,5.33614293,0.01228550,0.86947390,1.19866072,2.33565913,0.03120061,1.60444173,0.15076500,0.48501234
-4.91945973,5.27673632,0.01169973,0.85091786,1.15219833,2.33911056,0.03094935,1.57766838,0.15020133,0.47113934
-4.91345673,5.21529316,0.01114514,0.83244123,1.10749832,2.34080298,0.03070865,1.54968149,0.15014441,0.45698371
-4.90745373,5.15066778,0.01061939,0.81387527,1.06440296,2.34008254,0.03046384,1.52024646,0.15054724,0.44248895
-4.90145073,5.08189125,0.01011999,0.79505027,1.02273177,2.33640389,0.03020088,1.48919678,0.15136482,0.42761420
-4.89544772,5.00822522,0.00964449,0.77580814,0.98230072,2.32935051,0.02990691,1.45644830,0.15255563,0.41233931
-4.88944472,4.92920324,0.00919066,0.75601363,0.94293966,2.31864812,0.02957082,1.42200993,0.15408293,0.39666873
-4.88344172,4.84465779,0.00875674,0.73556356,0.90450716,2.30417090,0.02918371,1.38599031,0.15591599,0.38063431
-4.87743872,4.75473236,0.00834148,0.71439391,0.86690235,2.28594031,0.02873920,1.34860045,0.15803121,0.36429691
-4.87143572,4.65987917,0.00794432,0.69248437,0.83007330,2.26411709,0.02823368,1.31015248,0.16041311,0.34774655
-4.86543272,4.56084374,0.00756541,0.66986053,0.79402194,2.23898729,0.02766639,1.27105487,0.16305539,0.33110156
-4.85942971,4.45863853,0.00720563,0.64659377,0.75880577,2.21094356,0.02703944,1.23180502,0.16596191,0.31450653
-4.85342671,4.35450860,0.00686658,0.62279914,0.72453663,2.18046341,0.02635764,1.19297968,0.16914783,0.29812951
-4.84742371,4.24989230,0.00655052,0.59863173,0.69137710,2.14808595,0.02562831,1.15522437,0.17264084,0.28215855
-4.84142071,4.14638026,0.00626029,0.57428177,0.65953513,2.11438890,0.02486095,1.11924240,0.17648252,0.26679790
-4.83541771,4.04567561,0.00599922,0.54996901,0.62925756,2.07996746,0.02406692,1.08578430,0.18072983,0.25226406
-4.82941471,3.94955800,0.00577101,0.52593692,0.60082303,2.04541632,0.02325904,1.05563820,0.18545664,0.23878189
-4.82341171,3.85985319,0.00557962,0.50244678,0.57453489,2.01131583,0.02245119,1.02962141,0.19075526,0.22658096
-4.81740870,3.77840924,0.00542914,0.47977221,0.55071458,1.97822290,0.02165798,1.00857341,0.19673786,0.21589219
-4.81140570,3.70707938,0.00532368,0.45819420,0.52969546,1.94666678,0.02089433,0.99334986,0.20353753,0.20694484
-4.80540270,3.64771093,0.00526725,0.43799663,0.51181755,1.91714940,0.02017523,0.98481732,0.21130884,0.19996374
-4.79939970,3.60213851,0.00526366,0.41946246,0.49742290,1.89014948,0.01951539,0.98384797,0.22022777,0.19516688
-4.79339670,3.57217962,0.00531641,0.40287022,0.48685140,1.86612940,0.01892905,0.99131358,0.23049066,0.19276290
-4.78739370,3.55962971,0.00542860,0.38849083,0.48043687,1.84554349,0.01842982,1.00807780,0.24231206,0.19294863
-4.78139070,3.56625433,0.00560286,0.37658436,0.47850302,1.82884628,0.01803044,1.03498595,0.25592134,0.19590636
-4.77538769,3.59377521,0.00584124,0.36739666,0.48135876,1.81649910,0.01774272,1.07285158,0.27155784,0.20180065
-4.76938469,3.64384848,0.00614515,0.36115550,0.48929273,1.80897392,0.01757739,1.12243916,0.28946460,0.21077475
-4.76338169,3.71803282,0.00651529,0.35806617,0.50256659,1.80675301,0.01754397,1.18444274,0.30988063,0.22294629
-4.75737869,3.81774703,0.00695158,0.35830638,0.52140693,1.81032377,0.01765069,1.25946049,0.33303179,0.23840250
-4.75137569,3.94421681,0.00745309,0.36202051,0.54599576,1.82016825,0.01790429,1.34796554,0.35912058,0.25719481
-4.74537269,4.09841195,0.00801800,0.36931329,0.57645969,1.83674736,0.01830990,1.45027398,0.38831506,0.27933316
-4.73936968,4.28097601,0.00864356,0.38024306,0.61285813,1.86048027,0.01887090,1.56651118,0.42073719,0.30478013
-4.73336668,4.49215158,0.00932605,0.39481496,0.65517084,1.89171988,0.01958866,1.69657780,0.45645133,0.33344516
-4.72736368,4.73170507,0.01006080,0.41297436,0.70328557,1.93072568,0.02046240,1.84011748,0.49545307,0.36517936
-4.72136068,4.99885545,0.01084217,0.43460099,0.75698645,1.97763550,0.02148901,1.99648805,0.53765929,0.39977113
-4.71535768,5.29221184,0.01166360,0.45950419,0.81594386,2.03243809,0.02266282,2.16473838,0.58289978,0.43694310
-4.70935468,5.60972495,0.01251769,0.48741968,0.87970674,2.09494823,0.02397553,2.34359276,0.63091110,0.47635069
-4.70335168,5.94865677,0.01339625,0.51800836,0.94769798,2.16478635,0.02541606,2.53144491,0.68133327,0.51758270
-4.69734867,6.30557271,0.01429044,0.55085737,1.01921377,2.24136416,0.02697052,2.72636287,0.73370957,0.56016425
-4.69134567,6.67635920,0.01519090,0.58548382,1.09342726,2.32387791,0.02862229,2.92610609,0.78748982,0.60356204
-4.68534267,7.05626880,0.01608789,0.62134110,1.16939713,2.41131013,0.03035207,3.12815527,0.84203744,0.64719235
-4.67933967,7.43999335,0.01697149,0.65782806,1.24608109,2.50244040,0.03213812,3.32975489,0.89664015,0.69043140
-4.67333667,7.82176442,0.01783174,0.69430061,1.32235423,2.59586551,0.03395655,3.52796791,0.95052423,0.73262811
-4.66733367,8.19547866,0.01865885,0.73008582,1.39703187,2.69002819,0.03578168,3.71974121,1.00287196,0.77311884
-4.66133067,8.55484436,0.01944336,0.76449770,1.46889624,2.78325396,0.03758651,3.90197992,1.05284182,0.81124366
-4.65532766,8.89354430,0.02017631,0.79685447,1.53672620,2.87379433,0.03934323,4.07162818,1.09959059,0.84636376
-4.64932466,9.20540858,0.02084937,0.82649652,1.59932882,2.95987504,0.04102381,4.22575333,1.14229676,0.87787914
-4.64332166,9.48459100,0.02145502,0.85280431,1.65557165,3.03974710,0.04260058,4.36163036,1.18018419,0.90524607
