energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up,Zn_p_up,Zn_d_up
-6.00000000,0.88951352,0.03790486,0.00494721,0.07771240,0.37900311,0.13040237,0.04588878,0.05008736,0.10590369
-5.99399700,0.92036377,0.04061426,0.00513369,0.07925712,0.39420060,0.13520519,0.04720129,0.05990455,0.10853870
-5.98799400,0.96241009,0.04332504,0.00540084,0.08138101,0.41456507,0.14156427,0.04899556,0.07209009,0.11249847
-5.98199100,1.01448772,0.04598740,0.00574473,0.08392235,0.43970886,0.14930886,0.05120011,0.08696226,0.11758934
-5.97598799,1.07562468,0.04855220,0.00616253,0.08673011,0.46932760,0.15829525,0.05375135,0.10486822,0.12364602
-5.96998499,1.14504479,0.05097223,0.00665254,0.08966577,0.50320097,0.16840746,0.05659423,0.12617877,0.13053089
-5.96398199,1.22216510,0.05320360,0.00721408,0.09260490,0.54119047,0.17955730,0.05968263,0.15128107,0.13813316
-5.95797899,1.30658747,0.05520699,0.00784740,0.09543855,0.58323412,0.19168351,0.06297946,0.18056928,0.14636742
-5.95197599,1.39808356,0.05694889,0.00855344,0.09807423,0.62933797,0.20474998,0.06645648,0.21443320,0.15517183
-5.94597299,1.49657326,0.05840260,0.00933367,0.10043671,0.67956422,0.21874307,0.07009385,0.25324488,0.16450570
-5.93996998,1.60209637,0.05954906,0.01018971,0.10246832,0.73401613,0.23366796,0.07387935,0.29734361,0.17434652
-5.93396698,1.71477791,0.06037741,0.01112306,0.10412888,0.79281989,0.24954400,0.07780723,0.34701951,0.18468643
-5.92796398,1.83478789,0.06088527,0.01213472,0.10539521,0.85610400,0.26639935,0.08187686,0.40249642,0.19552811
-5.92196098,1.96229655,0.06107870,0.01322476,0.10626016,0.92397664,0.28426489,0.08609110,0.46391447,0.20688026
-5.91595798,2.09742681,0.06097189,0.01439199,0.10673125,0.99650206,0.30316765,0.09045443,0.53131338,0.21875272
-5.90995498,2.24020587,0.06058650,0.01563354,0.10682890,1.07367684,0.32312410,0.09497106,0.60461700,0.23115150
-5.90395198,2.39051812,0.05995078,0.01694451,0.10658433,1.15540729,0.34413351,0.09964289,0.68362019,0.24407384
-5.89794897,2.54806199,0.05909845,0.01831770,0.10603728,1.24148919,0.36617182,0.10446766,0.76797878,0.25750355
-5.89194597,2.71231309,0.05806741,0.01974341,0.10523350,1.33159100,0.38918626,0.10943716,0.85720338,0.27140695
-5.88594297,2.88249603,0.05689836,0.02120929,0.10422226,1.42524178,0.41309110,0.11453582,0.95065779,0.28572953
-5.87993997,3.05756692,0.05563331,0.02270039,0.10305389,1.52182472,0.43776481,0.11973957,1.04756242,0.30039368
-5.87393697,3.23620819,0.05431422,0.02419924,0.10177747,1.62057700,0.46304885,0.12501518,1.14700310,0.31529748
-5.86793397,3.41683653,0.05298159,0.02568612,0.10043886,1.72059635,0.48874813,0.13032012,1.24794520,0.33031484
-5.86193097,3.59762439,0.05167325,0.02713945,0.09907892,1.82085445,0.51463341,0.13560285,1.34925289,0.34529693
-5.85592796,3.77653438,0.05042334,0.02853626,0.09773230,1.92021666,0.54044527,0.14080372,1.44971297,0.36007486
-5.84992496,3.95136529,0.04926141,0.02985284,0.09642643,2.01746755,0.56589974,0.14585632,1.54806253,0.37446359
-5.84392196,4.11980786,0.04821183,0.03106536,0.09518113,2.11134105,0.59069520,0.15068919,1.64301929,0.38826683
-5.83791896,4.27950758,0.04729333,0.03215067,0.09400851,2.20055385,0.61452023,0.15522795,1.73331356,0.40128264
-5.83191596,4.42813157,0.04651883,0.03308699,0.09291324,2.28384061,0.63706206,0.15939756,1.81772043,0.41330956
-5.82591296,4.56343635,0.04589543,0.03385469,0.09189317,2.35998926,0.65801511,0.16312480,1.89509084,0.42415293
-5.81990995,4.68333302,0.04542462,0.03443696,0.09094018,2.42787466,0.67708937,0.16634062,1.96438024,0.43363093
-5.81390695,4.78594700,0.04510254,0.03482040,0.09004117,2.48648922,0.69401796,0.16898239,2.02467368,0.44158032
-5.80790395,4.86966944,0.04492051,0.03499553,0.08917918,2.53496907,0.70856379,0.17099592,2.07520637,0.44786126
-5.80190095,4.93319820,0.04486548,0.03495710,0.08833450,2.57261466,0.72052495,0.17233711,2.11537892,0.45236133
-5.79589795,4.97556693,0.04492070,0.03470431,0.08748578,2.59890527,0.72973856,0.17297320,2.14476698,0.45499836
-5.78989495,4.99616159,0.04506629,0.03424084,0.08661101,2.61350695,0.73608324,0.17288356,2.16312503,0.45572204
-5.78389195,4.99472429,0.04527994,0.03357470,0.08568842,2.61627400,0.73948002,0.17206005,2.17038464,0.45451436
-5.77788894,4.97134533,0.04553753,0.03271791,0.08469721,2.60724450,0.73989188,0.17050688,2.16664758,0.45138894
-5.77188594,4.92644475,0.04581379,0.03168613,0.08361815,2.58663050,0.73732211,0.16824013,2.15217459,0.44638922
-5.76588294,4.86074520,0.04608290,0.03049807,0.08243402,2.55480384,0.73181178,0.16528684,2.12737054,0.43958591
-5.75987994,4.77523824,0.04631918,0.02917485,0.08112994,2.51227875,0.72343643,0.16168385,2.09276708,0.43107376
-5.75387694,4.67114638,0.04649757,0.02773933,0.07969359,2.45969231,0.71230242,0.15747650,2.04900371,0.42096784
-5.74787394,4.54988297,0.04659430,0.02621539,0.07811533,2.39778388,0.69854313,0.15271709,1.99680821,0.40939973
-5.74187094,4.41301201,0.04658736,0.02462720,0.07638828,2.32737453,0.68231519,0.14746342,1.93697717,0.39651355
-5.73586793,4.26220950,0.04645703,0.02299859,0.07450833,2.24934724,0.66379490,0.14177724,1.87035752,0.38246232
-5.72986493,4.09922757,0.04618633,0.02135240,0.07247419,2.16462849,0.64317504,0.13572287,1.79782934,0.36740447
-5.72386193,3.92586230,0.04576144,0.01970999,0.07028732,2.07417164,0.62066196,0.12936585,1.72029034,0.35150082
-5.71785893,3.74392554,0.04517200,0.01809077,0.06795194,1.97894227,0.59647306,0.12277183,1.63864220,0.33491197
-5.71185593,3.55522070,0.04441140,0.01651193,0.06547498,1.87990544,0.57083452,0.11600552,1.55377864,0.31779613
-5.70585293,3.36152230,0.04347696,0.01498821,0.06286598,1.77801469,0.54397923,0.10912985,1.46657522,0.30030736
-5.69984992,3.16455870,0.04236995,0.01353177,0.06013705,1.67420252,0.51614479,0.10220523,1.37788046,0.28259418
-5.69384692,2.96599728,0.04109556,0.01215218,0.05730267,1.56937209,0.48757148,0.09528899,1.28850826,0.26479845
-5.68784392,2.76743161,0.03966279,0.01085654,0.05437952,1.46438969,0.45850011,0.08843483,1.19923115,0.24705448
-5.68184092,2.57036980,0.03808412,0.00964958,0.05138621,1.36007786,0.42916968,0.08169251,1.11077430,0.22948834
-5.67583792,2.37622381,0.03637517,0.00853385,0.04834295,1.25720885,0.39981485,0.07510743,1.02381011,0.21221716
-5.66983492,2.18629926,0.03455425,0.00751000,0.04527118,1.15649850,0.37066320,0.06872042,0.93895329,0.19534860
-5.66383192,2.00178586,0.03264177,0.00657703,0.04219315,1.05860030,0.34193237,0.06256750,0.85675647,0.17898027
-5.65782891,1.82374845,0.03065971,0.00573254,0.03913139,0.96409999,0.31382712,0.05667973,0.77770633,0.16319920
-5.65182591,1.65311903,0.02863091,0.00497304,0.03610830,0.87351075,0.28653645,0.05108308,0.70222052,0.14808137
-5.64582291,1.49069003,0.02657852,0.00429416,0.03314554,0.78726921,0.26023097,0.04579840,0.63064541,0.13369130
-5.63981991,1.33710941,0.02452530,0.00369094,0.03026364,0.70573250,0.23506048,0.04084139,0.56325486,0.12008168
-5.63381691,1.19287789,0.02249309,0.00315801,0.02748148,0.62917669,0.21115206,0.03622273,0.50025019,0.10729325
-5.62781391,1.05834867,0.02050228,0.00268981,0.02481596,0.55779663,0.18860866,0.03194822,0.44176139,0.09535470
-5.62181091,0.93373002,0.01857135,0.00228070,0.02228160,0.49170743,0.16750835,0.02801897,0.38784970,0.08428294
-5.61580790,0.81909058,0.01671653,0.00192513,0.01989035,0.43094752,0.14790412,0.02443180,0.33851142,0.07408342
-5.60980490,0.71436763,0.01495154,0.00161773,0.01765145,0.37548337,0.12982447,0.02117954,0.29368304,0.06475077
-5.60380190,0.61937784,0.01328747,0.00135339,0.01557134,0.32521555,0.11327446,0.01825155,0.25324734,0.05626960
-5.59779890,0.53383045,0.01173267,0.00112731,0.01365372,0.27998612,0.09823750,0.01563415,0.21704046,0.04861556
-5.59179590,0.45734210,0.01029285,0.00093505,0.01189963,0.23958695,0.08467749,0.01331120,0.18485951,0.04175643
-5.58579290,0.38945312,0.00897115,0.00077253,0.01030773,0.20376872,0.07254139,0.01126465,0.15647061,0.03565350
-5.57978989,0.32964444,0.00776840,0.00063609,0.00887446,0.17225023,0.06176207,0.00947508,0.13161698,0.03026286
-5.57378689,0.27735467,0.00668327,0.00052245,0.00759443,0.14472782,0.05226123,0.00792224,0.11002698,0.02553687
-5.56778389,0.23199687,0.00571267,0.00042872,0.00646070,0.12088447,0.04395245,0.00658561,0.09142159,0.02142550
-5.56178089,0.19297438,0.00485198,0.00035242,0.00546518,0.10039839,0.03674406,0.00544482,0.07552151,0.01787769
-5.55577789,0.15969544,0.00409539,0.00029142,0.00459897,0.08295092,0.03054195,0.00448012,0.06205334,0.01484259
-5.54977489,0.13158633,0.00343626,0.00024401,0.00385271,0.06823355,0.02525207,0.00367274,0.05075511,0.01227071
-5.54377189,0.10810267,0.00286737,0.00020882,0.00321695,0.05595391,0.02078263,0.00300521,0.04138079,0.01011491
-5.53776888,0.08873902,0.00238126,0.00018486,0.00268241,0.04584082,0.01704610,0.00246160,0.03370398,0.00833125
-5.53176588,0.07303657,0.00197044,0.00017151,0.00224030,0.03764833,0.01396073,0.00202774,0.02752077,0.00687971
-5.52576288,0.06058914,0.00162761,0.00016851,0.00188255,0.03115878,0.01145185,0.00169137,0.02265171,0.00572477
-5.51975988,0.05104754,0.00134589,0.00017598,0.00160198,0.02618496,0.00945281,0.00144223,0.01894317,0.00483579
-5.51375688,0.04412240,0.00111892,0.00019439,0.00139251,0.02257157,0.00790564,0.00127210,0.01626798,0.00418736
-5.50775388,0.03958580,0.00094099,0.00022462,0.00124927,0.02019587,0.00676148,0.00117486,0.01452565,0.00375942
-5.50175088,0.03727170,0.00080713,0.00026791,0.00116867,0.01896785,0.00598076,0.00114647,0.01364204,0.00353740
-5.49574787,0.03707541,0.00071312,0.00032588,0.00114849,0.01882987,0.00553324,0.00118492,0.01356876,0.00351218
-5.48974487,0.03895229,0.00065556,0.00040057,0.00118785,0.01975585,0.00539785,0.00129020,0.01428229,0.00367998
-5.48374187,0.04291564,0.00063180,0.00049433,0.00128725,0.02175016,0.00556246,0.00146421,0.01578276,0.00404223
-5.47773887,0.04903389,0.00063997,0.00060993,0.00144850,0.02484611,0.00602354,0.00171065,0.01809265,0.00460530
-5.47173587,0.05742725,0.00067890,0.00075041,0.00167464,0.02910424,0.00678574,0.00203496,0.02125523,0.00538022
-5.46573287,0.06826361,0.00074804,0.00091915,0.00196983,0.03461018,0.00786143,0.00244413,0.02533284,0.00638231
-5.45972986,0.08175385,0.00084741,0.00111972,0.00233925,0.04147231,0.00927019,0.00294660,0.03040495,0.00763073
-5.45372686,0.09814642,0.00097748,0.00135586,0.00278888,0.04981911,0.01103821,0.00355204,0.03656606,0.00914799
-5.44772386,0.11772138,0.00113910,0.00163141,0.00332533,0.05979613,0.01319779,0.00427120,0.04392336,0.01095936
-5.44172086,0.14078359,0.00133331,0.00195015,0.00395560,0.07156268,0.01578663,0.00511567,0.05259421,0.01309227
-5.43571786,0.16765545,0.00156133,0.00231572,0.00468684,0.08528828,0.01884727,0.00609769,0.06270335,0.01557556
-5.42971486,0.19866904,0.00182434,0.00273145,0.00552607,0.10114877,0.02242637,0.00722985,0.07438001,0.01843880
-5.42371186,0.23415785,0.00212340,0.00320027,0.00647989,0.11932228,0.02657406,0.00852489,0.08775484,0.02171143
-5.41770885,0.27444832,0.00245933,0.00372449,0.00755420,0.13998510,0.03134323,0.00999540,0.10295674,0.02542204
-5.41170585,0.31985134,0.00283261,0.00430571,0.00875388,0.16330746,0.03678890,0.01165364,0.12010969,0.02959751
-5.40570285,0.37065403,0.00324325,0.00494460,0.01008255,0.18944947,0.04296750,0.01351121,0.13932965,0.03426225
-5.39969985,0.42711193,0.00369072,0.00564083,0.01154230,0.21855725,0.04993620,0.01557895,0.16072159,0.03943752
-5.39369685,0.48944203,0.00417391,0.00639291,0.01313345,0.25075940,0.05775231,0.01786666,0.18437684,0.04514074
-5.38769385,0.55781669,0.00469109,0.00719811,0.01485444,0.28616388,0.06647260,0.02038301,0.21037063,0.05138495
-5.38169085,0.63235878,0.00523990,0.00805240,0.01670166,0.32485547,0.07615272,0.02313540,0.23876018,0.05817844
-5.37568784,0.71313807,0.00581740,0.00895043,0.01866944,0.36689368,0.08684655,0.02612992,0.26958317,0.06552435
-5.36968484,0.80016896,0.00642011,0.00988553,0.02075010,0.41231138,0.09860553,0.02937126,0.30285661,0.07342057
-5.36368184,0.89340941,0.00704415,0.01084982,0.02293400,0.46111385,0.11147792,0.03286273,0.33857631,0.08185965
-5.35767884,0.99276102,0.00768536,0.01183431,0.02520975,0.51327833,0.12550803,0.03660624,0.37671661,0.09082881
-5.35167584,1.09806992,0.00833942,0.01282901,0.02756441,0.56875395,0.14073519,0.04060229,0.41723054,0.10031011
-5.34567284,1.20912820,0.00900210,0.01382323,0.02998383,0.62746179,0.15719264,0.04484992,0.46005020,0.11028055
-5.33966983,1.32567551,0.00966940,0.01480574,0.03245290,0.68929490,0.17490620,0.04934664,0.50508717,0.12071222
-5.33366683,1.44740034,0.01033774,0.01576508,0.03495597,0.75411827,0.19389263,0.05408828,0.55223300,0.13157242
-5.32766383,1.57394075,0.01100417,0.01668982,0.03747713,0.82176832,0.21415781,0.05906881,0.60135951,0.14282366
-5.32166083,1.70488416,0.01166648,0.01756888,0.04000059,0.89205198,0.23569469,0.06428001,0.65231884,0.15442360
-5.31565783,1.83976593,0.01232335,0.01839181,0.04251091,0.96474521,0.25848099,0.06971109,0.70494319,0.16632478
-5.30965483,1.97806678,0.01297442,0.01914907,0.04499328,1.03959099,0.28247680,0.07534826,0.75904421,0.17847431
-5.30365183,2.11920910,0.01362026,0.01983230,0.04743367,1.11629677,0.30762212,0.08117418,0.81441209,0.19081335
-5.29764882,2.26255230,0.01426238,0.02043450,0.04981889,1.19453165,0.33383445,0.08716741,0.87081435,0.20327655
-5.29164582,2.40738783,0.01490305,0.02095024,0.05213663,1.27392356,0.36100668,0.09330190,0.92799456,0.21579144
-5.28564282,2.55293434,0.01554518,0.02137577,0.05437534,1.35405658,0.38900524,0.09954642,0.98567113,0.22827784
-5.27963982,2.69833372,0.01619201,0.02170910,0.05652413,1.43446907,0.41766887,0.10586420,1.04353638,0.24064739
-5.27363682,2.84264885,0.01684687,0.02194999,0.05857252,1.51465270,0.44680810,0.11221263,1.10125611,0.25280327
-5.26763382,2.98486380,0.01751281,0.02209995,0.06051024,1.59405312,0.47620557,0.11854321,1.15847000,0.26464025
-5.26163082,3.12388732,0.01819226,0.02216212,0.06232696,1.67207229,0.50561734,0.12480173,1.21479297,0.27604508
-5.25562781,3.25856006,0.01888667,0.02214114,0.06401205,1.74807302,0.53477530,0.13092870,1.26981764,0.28689736
-5.24962481,3.38766620,0.01959617,0.02204295,0.06555440,1.82138578,0.56339069,0.13686009,1.32311816,0.29707091
-5.24362181,3.50994938,0.02031928,0.02187462,0.06694225,1.89131781,0.59115867,0.14252836,1.37425524,0.30643568
-5.23761881,3.62413298,0.02105267,0.02164407,0.06816317,1.95716447,0.61776400,0.14786381,1.42278251,0.31486015
-5.23161581,3.72894429,0.02179100,0.02135981,0.06920409,2.01822250,0.64288747,0.15279609,1.46825388,0.32221425
-5.22561281,3.82314183,0.02252688,0.02103071,0.07005147,2.07380486,0.66621308,0.15725604,1.51023179,0.32837267
-5.21960980,3.90554478,0.02325091,0.02066570,0.07069152,2.12325647,0.68743557,0.16117748,1.54829599,0.33321837
-5.21360680,3.97506342,0.02395184,0.02027352,0.07111065,2.16597030,0.70626813,0.16449923,1.58205248,0.33664635
-5.20760380,4.03072908,0.02461685,0.01986249,0.07129585,2.20140309,0.72244983,0.16716693,1.61114215,0.33856734
-5.20160080,4.07172233,0.02523190,0.01944027,0.07123527,2.22908982,0.73575261,0.16913485,1.63524890,0.33891122
-5.19559780,4.09739786,0.02578221,0.01901369,0.07091876,2.24865648,0.74598741,0.17036736,1.65410659,0.33763018
-5.18959480,4.10730497,0.02625278,0.01858856,0.07033851,2.25983030,0.75300918,0.17084021,1.66750478,0.33470124
-5.18359180,4.10120252,0.02662896,0.01816961,0.06948954,2.26244710,0.75672069,0.17054132,1.67529278,0.33012812
-5.17758879,4.07906761,0.02689704,0.01776033,0.06837026,2.25645533,0.75707475,0.16947133,1.67738208,0.32394226
-5.17158579,4.04109763,0.02704483,0.01736300,0.06698286,2.24191672,0.75407499,0.16764351,1.67374693,0.31620300
-5.16558279,3.98770554,0.02706216,0.01697867,0.06533364,2.21900359,0.74777505,0.16508343,1.66442327,0.30699678
-5.15957979,3.91950873,0.02694140,0.01660719,0.06343317,2.18799292,0.73827627,0.16182812,1.64950612,0.29643548
-5.15357679,3.83731213,0.02667776,0.01624734,0.06129628,2.14925771,0.72572414,0.15792486,1.62914570,0.28465380
-5.14757379,3.74208641,0.02626959,0.01589691,0.05894194,2.10325610,0.71030355,0.15342975,1.60354255,0.27180604
-5.14157079,3.63494244,0.02571851,0.01555290,0.05639296,2.05051879,0.69223319,0.14840598,1.57294204,0.25806208
-5.13556778,3.51710322,0.02502941,0.01521167,0.05367550,1.99163548,0.67175936,0.14292203,1.53762854,0.24360305
-5.12956478,3.38987468,0.02421029,0.01486916,0.05081855,1.92724095,0.64914942,0.13704974,1.49791966,0.22861661
-5.12356178,3.25461644,0.02327204,0.01452113,0.04785319,1.85800137,0.62468528,0.13086250,1.45416066,0.21329222
-5.11755878,3.11271375,0.02222808,0.01416332,0.04481187,1.78460136,0.59865700,0.12443348,1.40671941,0.19781650
-5.11155578,2.96555156,0.02109389,0.01379173,0.04172757,1.70773223,0.57135686,0.11783408,1.35598191,0.18236887
-5.10555278,2.81449141,0.01988652,0.01340277,0.03863302,1.62808162,0.54307403,0.11113256,1.30234833,0.16711759
-5.09954977,2.66085154,0.01862403,0.01299346,0.03555992,1.54632467,0.51408993,0.10439292,1.24622969,0.15221643
-5.09354677,2.50589065,0.01732489,0.01256159,0.03253818,1.46311689,0.48467431,0.09767410,1.18804492,0.13780198
-5.08754377,2.35079497,0.01600749,0.01210579,0.02959531,1.37908839,0.45508216,0.09102935,1.12821821,0.12399164
-5.08154077,2.19666881,0.01468956,0.01162565,0.02675588,1.29483944,0.42555137,0.08450596,1.06717646,0.11088238
-5.07553777,2.04452796,0.01338772,0.01112170,0.02404111,1.21093720,0.39630100,0.07814506,1.00534658,0.09855027
-5.06953477,1.89529559,0.01211714,0.01059546,0.02146858,1.12791309,0.36753021,0.07198177,0.94315265,0.08705058
-5.06353177,1.74980025,0.01089114,0.01004931,0.01905208,1.04626090,0.33941768,0.06604537,0.88101259,0.07641861
-5.05752876,1.60877527,0.00972105,0.00948646,0.01680160,0.96643510,0.31212138,0.06035964,0.81933451,0.06667094
-5.05152576,1.47285946,0.00861605,0.00891083,0.01472343,0.88884941,0.28577871,0.05494325,0.75851259,0.05780719
-5.04552276,1.34259835,0.00758313,0.00832684,0.01282037,0.81387540,0.26050678,0.04981020,0.69892258,0.04981203
-5.03951976,1.21844613,0.00662712,0.00773933,0.01109199,0.74184112,0.23640291,0.04497025,0.64091721,0.04265738
-5.03351676,1.10076781,0.00575082,0.00715332,0.00953505,0.67302983,0.21354524,0.04042936,0.58482143,0.03630475
-5.02751376,0.98984171,0.00495514,0.00657387,0.00814382,0.60767883,0.19199336,0.03619009,0.53092791,0.03070755
-5.02151076,0.88586225,0.00423934,0.00600593,0.00691058,0.54597854,0.17178910,0.03225196,0.47949295,0.02581330
-5.01550775,0.78894309,0.00360124,0.00545416,0.00582603,0.48807200,0.15295735,0.02861183,0.43073298,0.02156572
-5.00950475,0.69912078,0.00303746,0.00492280,0.00487973,0.43405488,0.13550701,0.02526415,0.38482191,0.01790661
-5.00350175,0.61635898,0.00254373,0.00441557,0.00406047,0.38397613,0.11943195,0.02220130,0.34188949,0.01477745
-4.99749875,0.54055332,0.00211510,0.00393563,0.00335668,0.33783939,0.10471223,0.01941380,0.30202069,0.01212081
-4.99149575,0.47153701,0.00174617,0.00348543,0.00275673,0.29560519,0.09131530,0.01689060,0.26525627,0.00988143
-4.98549275,0.40908715,0.00143131,0.00306682,0.00224918,0.25719389,0.07919741,0.01461929,0.23159442,0.00800709
-4.97948974,0.35293173,0.00116486,0.00268093,0.00182307,0.22248938,0.06830504,0.01258636,0.20099351,0.00644926
-4.97348674,0.30275714,0.00094123,0.00232828,0.00146802,0.19134345,0.05857650,0.01077742,0.17337561,0.00516343
-4.96748374,0.25821613,0.00075511,0.00200878,0.00117441,0.16358063,0.04994354,0.00917747,0.14863095,0.00410936
-4.96148074,0.21893595,0.00060146,0.00172186,0.00093342,0.13900339,0.04233296,0.00777108,0.12662274,0.00325112
-4.95547774,0.18452653,0.00047565,0.00146645,0.00073710,0.11739749,0.03566825,0.00654268,0.10719243,0.00255700
-4.94947474,0.15458837,0.00037346,0.00124117,0.00057838,0.09853741,0.02987115,0.00547676,0.09016508,0.00199934
-4.94347174,0.12872009,0.00029113,0.00104433,0.00045103,0.08219147,0.02486306,0.00455809,0.07535464,0.00155423
-4.93746873,0.10652533,0.00022533,0.00087411,0.00034965,0.06812674,0.02056645,0.00377189,0.06256894,0.00120127
-4.93146573,0.08761888,0.00017314,0.00072856,0.00026960,0.05611345,0.01690595,0.00310406,0.05161440,0.00092315
-4.92546273,0.07163197,0.00013210,0.00060576,0.00020695,0.04592881,0.01380941,0.00254128,0.04230004,0.00070541
-4.91945973,0.05821662,0.00010006,0.00050385,0.00015841,0.03736029,0.01120869,0.00207117,0.03444103,0.00053600
-4.91345673,0.04704901,0.00007525,0.00042113,0.00012125,0.03020818,0.00904025,0.00168237,0.02786159,0.00040500
-4.90745373,0.03783189,0.00005618,0.00035611,0.00009325,0.02428755,0.00724563,0.00136464,0.02239712,0.00030433
-4.90145073,0.03029619,0.00004165,0.00030757,0.00007263,0.01942959,0.00577166,0.00110890,0.01789590,0.00022744
-4.89544772,0.02420170,0.00003066,0.00027461,0.00005799,0.01548236,0.00457060,0.00090726,0.01422002,0.00016906
-4.88944472,0.01933716,0.00002241,0.00025672,0.00004825,0.01231107,0.00360007,0.00075301,0.01124589,0.00012501
-4.88344172,0.01551968,0.00001626,0.00025376,0.00004261,0.00979789,0.00282293,0.00064067,0.00886433,0.00009197
-4.87743872,0.01259374,0.00001173,0.00026605,0.00004052,0.00784151,0.00220702,0.00056590,0.00698019,0.00006736
-4.87143572,0.01042984,0.00000841,0.00029435,0.00004163,0.00635632,0.00172486,0.00052553,0.00551180,0.00004915
-4.86543272,0.00892288,0.00000600,0.00033990,0.00004577,0.00527151,0.00135336,0.00051748,0.00439016,0.00003579
-4.85942971,0.00799042,0.00000427,0.00040444,0.00005291,0.00453000,0.00107341,0.00054073,0.00355802,0.00002609
-4.85342671,0.00757090,0.00000306,0.00049019,0.00006316,0.00408741,0.00086956,0.00059531,0.00296888,0.00001918
-4.84742371,0.00762184,0.00000223,0.00059982,0.00007676,0.00391092,0.00072974,0.00068218,0.00258604,0.00001441
-4.84142071,0.00811817,0.00000169,0.00073650,0.00009403,0.00397834,0.00064492,0.00080321,0.00238164,0.00001130
-4.83541771,0.00905066,0.00000137,0.00090377,0.00011539,0.00427713,0.00060898,0.00096115,0.00233582,0.00000956
-4.82941471,0.01042451,0.00000125,0.00110554,0.00014134,0.00480374,0.00061852,0.00115954,0.00243603,0.00000901
-4.82341171,0.01225820,0.00000129,0.00134603,0.00017243,0.00556294,0.00067282,0.00140265,0.00267645,0.00000961
-4.81740870,0.01458254,0.00000151,0.00162959,0.00020929,0.00656756,0.00077393,0.00169545,0.00305762,0.00001142
-4.81140570,0.01744012,0.00000192,0.00196071,0.00025256,0.00783832,0.00092687,0.00204356,0.00358636,0.00001462
-4.80540270,0.02088504,0.00000255,0.00234375,0.00030295,0.00940403,0.00113990,0.00245320,0.00427579,0.00001953
-4.79939970,0.02498314,0.00000346,0.00278291,0.00036117,0.01130218,0.00142507,0.00293118,0.00514574,0.00002662
-4.79339670,0.02981272,0.00000474,0.00328199,0.00042793,0.01357979,0.00179886,0.00348491,0.00622346,0.00003652
-4.78739370,0.03546594,0.00000648,0.00384422,0.00050397,0.01629488,0.00228300,0.00412244,0.00754459,0.00005011
-4.78139070,0.04205088,0.00000882,0.00447215,0.00059002,0.01951829,0.00290560,0.00485254,0.00915460,0.00006850
-4.77538769,0.04969448,0.00001194,0.00516740,0.00068681,0.02333617,0.00370238,0.00568486,0.01111054,0.00009313
-4.76938469,0.05854633,0.00001607,0.00593059,0.00079508,0.02785304,0.00471820,0.00663013,0.01348321,0.00012582
-4.76338169,0.06878357,0.00002147,0.00676119,0.00091557,0.03319541,0.00600878,0.00770046,0.01635983,0.00016885
-4.75737869,0.08061662,0.00002849,0.00765745,0.00104907,0.03951618,0.00764265,0.00890974,0.01984699,0.00022505
-4.75137569,0.09429610,0.00003754,0.00861635,0.00119646,0.04699944,0.00970328,0.01027406,0.02407402,0.00029785
-4.74537269,0.11012044,0.00004910,0.00963371,0.00135869,0.05586586,0.01229126,0.01181229,0.02919667,0.00039144
-4.73936968,0.12844435,0.00006378,0.01070420,0.00153690,0.06637844,0.01552662,0.01354670,0.03540090,0.00051081
-4.73336668,0.14968755,0.00008225,0.01182157,0.00173242,0.07884827,0.01955108,0.01550366,0.04290677,0.00066190
-4.72736368,0.17434358,0.00010532,0.01297885,0.00194688,0.09364026,0.02453005,0.01771431,0.05197208,0.00085163
-4.72136068,0.20298791,0.00013389,0.01416869,0.00218224,0.11117817,0.03065439,0.02021527,0.06289564,0.00108804
-4.71535768,0.23628497,0.00016900,0.01538366,0.00244088,0.13194878,0.03814163,0.02304926,0.07601975,0.00138032
-4.70935468,0.27499304,0.00021180,0.01661667,0.00272566,0.15650449,0.04723643,0.02626559,0.09173168,0.00173883
-4.70335168,0.31996640,0.00026355,0.01786135,0.00303997,0.18546387,0.05821019,0.02992049,0.11046365,0.00217513
-4.69734867,0.37215363,0.00032561,0.01911248,0.00338777,0.21950957,0.07135949,0.03407711,0.13269110,0.00270190
