energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,S_s_up,S_p_up,W_p_up,W_d_up
-5.84392196,7.56371209,0.02007417,1.81296676,0.76359639,0.18431855,0.10931367,2.16847007,4.28534663,2.14245257
-5.83791896,7.62016115,0.02119371,1.77807220,0.78692706,0.19501365,0.11107653,2.23749132,4.28967997,2.12345480
-5.83191596,7.68410291,0.02229898,1.74394919,0.81181217,0.20665689,0.11268794,2.31075894,4.29317687,2.10720370
-5.82591296,7.75423948,0.02338148,1.71019369,0.83807405,0.21922210,0.11414349,2.38790605,4.29555517,2.09326350
-5.81990995,7.82946732,0.02443255,1.67649557,0.86553260,0.23267028,0.11544071,2.46855541,4.29670595,2.08128748
-5.81390695,7.90885703,0.02544344,1.64263806,0.89400375,0.24694826,0.11657821,2.55231099,4.29668420,2.07101354
-5.80790395,7.99162114,0.02640538,1.60849216,0.92329776,0.26198768,0.11755486,2.63874890,4.29569213,2.06225413
-5.80190095,8.07707431,0.02730973,1.57400713,0.95321763,0.27770434,0.11836892,2.72740906,4.29405695,2.05488190
-5.79589795,8.16459055,0.02814808,1.53919812,0.98355806,0.29399798,0.11901732,2.81778870,4.29220520,2.04881293
-5.78989495,8.25356201,0.02891246,1.50413225,1.01410539,0.31075269,0.11949505,2.90933878,4.29063576,2.04398878
-5.78389195,8.34336319,0.02959553,1.46891427,1.04463860,0.32783800,0.11979477,3.00146396,4.28989325,2.04035918
-5.77788894,8.43332394,0.03019084,1.43367293,1.07493154,0.34511052,0.11990666,3.09352682,4.29054360,2.03786648
-5.77188594,8.52271336,0.03069299,1.39854875,1.10475651,0.36241632,0.11981854,3.18485622,4.29315281,2.03643309
-5.76588294,8.61073572,0.03109793,1.36368404,1.13388880,0.37959388,0.11951620,3.27475962,4.29826962,2.03595244
-5.75987994,8.69653826,0.03140314,1.32921533,1.16211224,0.39647748,0.11898407,3.36253876,4.30641222,2.03628415
-5.75387694,8.77922967,0.03160781,1.29526859,1.18922509,0.41290098,0.11820598,3.44750759,4.31805876,2.03725306
-5.74787394,8.85790708,0.03171295,1.26195689,1.21504601,0.42870174,0.11716616,3.52901138,4.33364079,2.03865226
-5.74187094,8.93168865,0.03172144,1.22938035,1.23941958,0.44372460,0.11585032,3.60644563,4.35353885,2.04024922
-5.73586793,8.99974845,0.03163804,1.19762794,1.26222090,0.45782558,0.11424670,3.67927330,4.37807877,2.04179450
-5.72986493,9.06135017,0.03146927,1.16678040,1.28335877,0.47087529,0.11234710,3.74703923,4.40752772,2.04303199
-5.72386193,9.11587639,0.03122322,1.13691389,1.30277725,0.48276173,0.11014783,3.80938046,4.44208881,2.04370983
-5.71785893,9.16285069,0.03090931,1.10810362,1.32045525,0.49339252,0.10765040,3.86603188,4.48189363,2.04359116
-5.71185593,9.20195058,0.03053789,1.08042698,1.33640418,0.50269624,0.10486205,3.91682661,4.52699211,2.04246367
-5.70585293,9.23301002,0.03011990,1.05396578,1.35066362,0.51062313,0.10179597,3.96169108,4.57733989,2.04014768
-5.69984992,9.25601149,0.02966643,1.02880716,1.36329543,0.51714485,0.09847129,4.00063544,4.63278370,2.03650189
-5.69384692,9.27106838,0.02918823,1.00504327,1.37437647,0.52225368,0.09491275,4.03373970,4.69304555,2.03142698
-5.68784392,9.27839938,0.02869531,0.98276943,1.38399056,0.52596089,0.09115012,4.06113707,4.75770714,2.02486675
-5.68184092,9.27829738,0.02819651,0.96208114,1.39222013,0.52829482,0.08721742,4.08299566,4.82619613,2.01680722
-5.67583792,9.27109576,0.02769915,0.94307013,1.39913821,0.52929847,0.08315195,4.09949992,4.89777585,2.00727393
-5.66983492,9.25713531,0.02720875,0.92581978,1.40480130,0.52902707,0.07899317,4.11083360,4.97154027,1.99632799
-5.66383192,9.23673488,0.02672890,0.91040044,1.40924362,0.52754558,0.07478154,4.11716526,5.04641583,1.98406148
-5.65782891,9.21016857,0.02626113,0.89686491,1.41247314,0.52492649,0.07055733,4.11863779,5.12117130,1.97059266
-5.65182591,9.17765186,0.02580499,0.88524473,1.41446974,0.52124785,0.06635956,4.11536257,5.19443641,1.95606160
-5.64582291,9.13933800,0.02535819,0.87554741,1.41518555,0.51659183,0.06222490,4.10741894,5.26472974,1.94062662
-5.63981991,9.09532550,0.02491686,0.86775505,1.41454756,0.51104377,0.05818684,4.09485900,5.33049525,1.92446177
-5.63381691,9.04567631,0.02447588,0.86182436,1.41246227,0.50469174,0.05427500,4.07771732,5.39014664,1.90775558
-5.62781391,8.99044347,0.02402930,0.85768830,1.40882215,0.49762662,0.05051461,4.05602513,5.44211788,1.89071095
-5.62181091,8.92970612,0.02357079,0.85525900,1.40351344,0.48994255,0.04692622,4.02982754,5.48491785,1.87354596
-5.61580790,8.86360922,0.02309410,0.85443197,1.39642490,0.48173780,0.04352562,3.99920294,5.51718654,1.85649528
-5.60980490,8.79240457,0.02259354,0.85509117,1.38745696,0.47311568,0.04032394,3.96428276,5.53774997,1.83981170
-5.60380190,8.71648974,0.02206438,0.85711453,1.37653068,0.46418557,0.03732787,3.92527032,5.54567106,1.82376722
-5.59779890,8.63644133,0.02150327,0.86037955,1.36359611,0.45506374,0.03454015,3.88245712,5.54029351,1.80865310
-5.59179590,8.55303949,0.02090848,0.86476843,1.34863954,0.44587384,0.03195999,3.83623537,5.52127623,1.79477846
-5.58579290,8.46728078,0.02028017,0.87017242,1.33168926,0.43674706,0.02958372,3.78710565,5.48861613,1.78246685
-5.57978989,8.38037762,0.01962046,0.87649487,1.31281961,0.42782158,0.02740536,3.73567880,5.44265786,1.77205060
-5.57378689,8.29374305,0.01893348,0.88365288,1.29215308,0.41924156,0.02541729,3.68267179,5.38408945,1.76386272
-5.56778389,8.20896080,0.01822524,0.89157719,1.26986045,0.41115537,0.02361080,3.62889733,5.31392399,1.75822655
-5.56178089,8.12774148,0.01750352,0.90021054,1.24615897,0.40371330,0.02197671,3.57524770,5.23346777,1.75544326
-5.55577789,8.05186681,0.01677758,0.90950438,1.22130880,0.39706467,0.02050579,3.52267337,5.14427652,1.75577788
-5.54977489,7.98312456,0.01605783,0.91941432,1.19560786,0.39135454,0.01918916,3.47215749,5.04810172,1.75944434
-5.54377189,7.92323767,0.01535556,0.92989471,1.16938531,0.38672013,0.01801865,3.42468741,4.94682953,1.76659057
-5.53776888,7.87379152,0.01468247,0.94089268,1.14299424,0.38328715,0.01698696,3.38122474,4.84241556,1.77728431
-5.53176588,7.83616327,0.01405033,0.95234240,1.11680355,0.38116621,0.01608782,3.34267534,4.73681852,1.79150094
-5.52576288,7.81145778,0.01347057,0.96415985,1.09118966,0.38044942,0.01531597,3.30986070,4.63193601,1.80911390
-5.51975988,7.80045349,0.01295395,0.97623884,1.06652821,0.38120751,0.01466716,3.28349225,4.52954560,1.82988893
-5.51375688,7.80356179,0.01251024,0.98844859,1.04318608,0.38348744,0.01413799,3.26414944,4.43125372,1.85348251
-5.50775388,7.82080221,0.01214789,1.00063335,1.02151390,0.38731078,0.01372578,3.25226291,4.33845464,1.87944512
-5.50175088,7.85179493,0.01187386,1.01261417,1.00183933,0.39267278,0.01342830,3.24810296,4.25230096,1.90722962
-5.49574787,7.89577105,0.01169338,1.02419288,0.98446103,0.39954219,0.01324356,3.25177395,4.17368643,1.93620439
-5.48974487,7.95160006,0.01160989,1.03515828,0.96964354,0.40786199,0.01316954,3.26321423,4.10324116,1.96567112
-5.48374187,8.01783262,0.01162490,1.04529413,0.95761301,0.41755063,0.01320394,3.28220157,4.04133838,1.99488643
-5.47773887,8.09275628,0.01173799,1.05438850,0.94855358,0.42850407,0.01334389,3.30836320,3.98811163,2.02308631
-5.47173587,8.17446073,0.01194681,1.06224400,0.94260460,0.44059820,0.01358575,3.34118961,3.94348027,2.04951242
-5.46573287,8.26090866,0.01224715,1.06868820,0.93985833,0.45369169,0.01392491,3.38005140,3.90718122,2.07343874
-5.45972986,8.35000847,0.01263302,1.07358351,0.94035824,0.46762906,0.01435562,3.42421781,3.87880433,2.09419739
-5.45372686,8.43968465,0.01309673,1.07683582,0.94409773,0.48224391,0.01487088,3.47287617,3.85782900,2.11120209
-5.44772386,8.52794237,0.01362911,1.07840142,0.95101934,0.49736210,0.01546238,3.52515136,3.84365960,2.12396838
-5.44172086,8.61292331,0.01421964,1.07829144,0.96101438,0.51280493,0.01612050,3.58012456,3.83565769,2.13212913
-5.43571786,8.69295041,0.01485665,1.07657368,0.97392315,0.52839220,0.01683437,3.63685082,3.83316948,2.13544505
-5.42971486,8.76656034,0.01552756,1.07337145,0.98953578,0.54394506,0.01759198,3.69437519,3.83554742,2.13380940
-5.42371186,8.83252324,0.01621916,1.06885949,1.00759396,0.55928883,0.01838033,3.75174743,3.84216541,2.12724696
-5.41770885,8.88985037,0.01691781,1.06325716,1.02779357,0.57425557,0.01918573,3.80803546,3.85242770,2.11590748
-5.41170585,8.93779089,0.01760983,1.05681923,1.04978850,0.58868669,0.01999398,3.86233777,3.86577204,2.10005411
-5.40570285,8.97581986,0.01828170,1.04982488,1.07319578,0.60243536,0.02079078,3.91379529,3.88166814,2.08004766
-5.39969985,9.00361986,0.01892047,1.04256535,1.09760202,0.61536893,0.02156201,3.96160296,3.89961257,2.05632772
-5.39369685,9.02105875,0.01951401,1.03533125,1.12257133,0.62737124,0.02229411,4.00502145,3.91912172,2.02939187
-5.38769385,9.02816622,0.02005135,1.02840002,1.14765442,0.63834491,0.02297449,4.04338895,3.93972430,1.99977415
-5.38169085,9.02511125,0.02052294,1.02202444,1.17239901,0.64821336,0.02359183,4.07613331,3.96095453,1.96802403
-5.37568784,9.01218258,0.02092092,1.01642274,1.19636093,0.65692273,0.02413643,4.10278400,3.98234755,1.93468708
-5.36968484,8.98977316,0.02123932,1.01177091,1.21911582,0.66444335,0.02460052,4.12298374,4.00343751,1.90028814
-5.36368184,8.95836953,0.02147423,1.00819762,1.24027086,0.67077088,0.02497844,4.13649901,4.02375905,1.86531790
-5.35767884,8.91854594,0.02162388,1.00578202,1.25947600,0.67592683,0.02526687,4.14322887,4.04285224,1.83022327
-5.35167584,8.87096288,0.02168867,1.00455439,1.27643428,0.67995851,0.02546486,4.14321133,4.06027061,1.79540177
-5.34567284,8.81636900,0.02167112,1.00449972,1.29091063,0.68293822,0.02557386,4.13662654,4.07559186,1.76120002
-5.33966983,8.75560516,0.02157578,1.00556377,1.30273884,0.68496181,0.02559763,4.12379626,4.08843033,1.72791586
-5.33366683,8.68960934,0.02140901,1.00766140,1.31182614,0.68614645,0.02554209,4.10517925,4.09845043,1.69580382
-5.32766383,8.61942088,0.02117874,1.01068651,1.31815532,0.68662787,0.02541508,4.08136235,4.10537985,1.66508314
-5.32166083,8.54618297,0.02089419,1.01452315,1.32178421,0.68655699,0.02522603,4.05304752,4.10902185,1.63594773
-5.31565783,8.47114231,0.02056552,1.01905700,1.32284250,0.68609632,0.02498563,4.02103517,4.10926557,1.60857704
-5.30965483,8.39564532,0.02020347,1.02418674,1.32152615,0.68541607,0.02470547,3.98620438,4.10609388,1.58314727
-5.30365183,8.32113038,0.01981903,1.02983455,1.31808956,0.68469036,0.02439756,3.94949110,4.09958806,1.55984183
-5.29764882,8.24911609,0.01942304,1.03595525,1.31283606,0.68409360,0.02407399,3.91186503,4.08992931,1.53886054
-5.29164582,8.18118564,0.01902589,1.04254346,1.30610699,0.68379723,0.02374652,3.87430643,4.07739677,1.52042674
-5.28564282,8.11896738,0.01863723,1.04963848,1.29827004,0.68396694,0.02342624,3.83778365,4.06236216,1.50479189
-5.27963982,8.06411196,0.01826575,1.05732638,1.28970727,0.68476044,0.02312323,3.80323229,4.04528125,1.49223718
-5.27363682,8.01826627,0.01791896,1.06573932,1.28080320,0.68632570,0.02284636,3.77153663,4.02668242,1.48307193
-5.26763382,7.98304425,0.01760305,1.07505181,1.27193362,0.68879971,0.02260305,3.74351350,4.00715250,1.47762864
-5.26163082,7.95999473,0.01732290,1.08547407,1.26345511,0.69230751,0.02239922,3.71989883,3.98732017,1.47625471
-5.25562781,7.95056627,0.01708199,1.09724260,1.25569575,0.69696139,0.02223914,3.70133660,3.96783737,1.47930102
-5.24962481,7.95606901,0.01688245,1.11060830,1.24894707,0.70286009,0.02212552,3.68836976,3.94935881,1.48710768
-5.24362181,7.97763362,0.01672517,1.12582254,1.24345716,0.71008766,0.02205948,3.68143261,3.93251994,1.49998744
-5.23761881,8.01616760,0.01660987,1.14312175,1.23942516,0.71871200,0.02204073,3.68084401,3.91791384,1.51820730
-5.23161581,8.07230972,0.01653523,1.16271108,1.23699671,0.72878272,0.02206762,3.68680082,3.90606733,1.54196915
-5.22561281,8.14638346,0.01649904,1.18474798,1.23626069,0.74032856,0.02213735,3.69937123,3.89741701,1.57139009
-5.21960980,8.23835102,0.01649835,1.20932640,1.23724669,0.75335404,0.02224609,3.71848770,3.89228582,1.60648363
-5.21360680,8.34777000,0.01652955,1.23646238,1.23992360,0.76783575,0.02238924,3.74393966,3.89086103,1.64714240
-5.20760380,8.47375527,0.01658860,1.26608197,1.24419901,0.78371845,0.02256155,3.77536634,3.89317474,1.69312366
-5.20160080,8.61494875,0.01667105,1.29801205,1.24991952,0.80091108,0.02275734,3.81225053,3.89908792,1.74403846
-5.19559780,8.76950044,0.01677223,1.33197486,1.25687225,0.81928340,0.02297072,3.85391413,3.90827916,1.79934524
-5.18959480,8.93506351,0.01688734,1.36758675,1.26478744,0.83866334,0.02319579,3.89951677,3.92023935,1.85834889
-5.18359180,9.10880651,0.01701152,1.40436142,1.27334247,0.85883576,0.02342683,3.94805863,3.93427321,1.92020556
-5.17758879,9.28744485,0.01714002,1.44171798,1.28216738,0.87954282,0.02365858,3.99838881,3.94950864,1.98393380
-5.17158579,9.46729310,0.01726827,1.47899367,1.29085211,0.90048642,0.02388643,4.04922003,3.96491417,2.04843195
-5.16558279,9.64433857,0.01739201,1.51546092,1.29895542,0.92133284,0.02410669,4.09915067,3.97932474,2.11250160
-5.15957979,9.81433545,0.01750741,1.55034841,1.30601550,0.94171981,0.02431685,4.14669400,3.99147554,2.17487665
-5.15357679,9.97291747,0.01761122,1.58286508,1.31156217,0.96126581,0.02451584,4.19031479,4.00004280,2.23425689
-5.14757379,10.11572571,0.01770091,1.61222645,1.31513036,0.97958141,0.02470430,4.22847217,4.00369047,2.28934516
-5.14157079,10.23854702,0.01777478,1.63768194,1.31627441,0.99628244,0.02488477,4.25966759,4.00112086,2.33888655
-5.13556778,10.33745743,0.01783215,1.65854204,1.31458285,1.01100413,0.02506196,4.28249594,3.99112713,2.38170803
-5.12956478,10.40896406,0.01787340,1.67420414,1.30969293,1.02341590,0.02524287,4.29569758,3.97264518,2.41675692
-5.12356178,10.45013898,0.01790015,1.68417573,1.30130426,1.03323583,0.02543692,4.29820874,3.94480251,2.44313623
-5.11755878,10.45873791,0.01791528,1.68809396,1.28919093,1.04024408,0.02565591,4.28920753,3.90696137,2.46013557
-5.11155578,10.43329754,0.01792292,1.68574040,1.27321148,1.04429450,0.02591403,4.26815302,3.85875404,2.46725572
-5.10555278,10.37320581,0.01792847,1.67705053,1.25331607,1.04532368,0.02622757,4.23481490,3.80010805,2.46422598
-5.09954977,10.27874072,0.01793850,1.66211726,1.22955040,1.04335678,0.02661470,4.18929163,3.73125994,2.45101319
-5.09354677,10.15107475,0.01796058,1.64118837,1.20205624,1.03850967,0.02709496,4.13201574,3.65275641,2.42782204
-5.08754377,9.99224367,0.01800306,1.61465796,1.17106811,1.03098713,0.02768873,4.06374530,3.56544263,2.39508643
-5.08154077,9.80508035,0.01807485,1.58305231,1.13690648,1.02107691,0.02841658,3.98554154,3.47043789,2.35345245
-5.07553777,9.59311594,0.01818504,1.54701088,1.09996757,1.00913995,0.02929842,3.89873322,3.36909959,2.30375356
-5.06953477,9.36045266,0.01834256,1.50726320,1.06071020,0.99559690,0.03035271,3.80486913,3.26297710,2.24697919
-5.06353177,9.11161365,0.01855579,1.46460286,1.01964024,0.98091162,0.03159548,3.70566086,3.15375749,2.18423826
-5.05752876,8.85137691,0.01883213,1.41985978,0.97729348,0.96557242,0.03303947,3.60291825,3.04320560,2.11671926
-5.05152576,8.58460069,0.01917758,1.37387197,0.93421758,0.95007181,0.03469313,3.49848068,2.93310124,2.04564874
-5.04552276,8.31604851,0.01959637,1.32745804,0.89095393,0.93488572,0.03655982,3.39414742,2.82517616,1.97225013
-5.03951976,8.05022165,0.02009058,1.28139165,0.84802034,0.92045327,0.03863707,3.29161019,2.72105375,1.89770453
-5.03351676,7.79120669,0.02065987,1.23637884,0.80589522,0.90715807,0.04091596,3.19239129,2.62219395,1.82311540
-5.02751376,7.54254459,0.02130121,1.19303926,0.76500392,0.89531186,0.04338070,3.09779003,2.52984575,1.74947829
-5.02151076,7.30712698,0.02200881,1.15189173,0.72570781,0.88514137,0.04600848,3.00883998,2.44500920,1.67765679
-5.01550775,7.08712347,0.02277402,1.11334472,0.68829643,0.87677912,0.04876953,2.92627883,2.36840825,1.60836567
-5.00950475,6.88394262,0.02358543,1.07769180,0.65298299,0.87025847,0.05162739,2.85053216,2.30047544,1.54216118
-5.00350175,6.69822732,0.02442908,1.04511213,0.61990320,0.86551324,0.05453962,2.78171155,2.24134872,1.47943900
-4.99749875,6.52988378,0.02528868,1.01567552,0.58911733,0.86238200,0.05745856,2.71962694,2.19088021,1.42043912
-4.99149575,6.37814187,0.02614609,0.98935188,0.56061533,0.86061671,0.06033255,2.66381240,2.14865621,1.36525727
-4.98549275,6.24164306,0.02698172,0.96602418,0.53432444,0.85989538,0.06310719,2.61356378,2.11402743,1.31386183
-4.97948974,6.11855126,0.02777515,0.94550440,0.51011902,0.85983815,0.06572689,2.56798637,2.08614773,1.26611521
-4.97348674,6.00668100,0.02850572,0.92755155,0.48783186,0.86002614,0.06813647,2.52605021,2.06401973,1.22179843
-4.96748374,5.90363675,0.02915317,0.91189101,0.46726655,0.86002200,0.07028287,2.48665041,2.04654521,1.18063760
-4.96148074,5.80695706,0.02969831,0.89823428,0.44821012,0.85939153,0.07211681,2.44866975,2.03257816,1.14233099
-4.95547774,5.71425722,0.03012364,0.88629837,0.43044566,0.85772516,0.07359440,2.41104079,2.02097834,1.10657549
-4.94947474,5.62336443,0.03041392,0.87582405,0.41376416,0.85465858,0.07467856,2.37280482,2.01066330,1.07309129
-4.94347174,5.53244019,0.03055674,0.86659227,0.39797520,0.84989142,0.07534031,2.33316541,2.00065671,1.04164381
-4.93746873,5.44008502,0.03054288,0.85843818,0.38291624,0.84320342,0.07555971,2.29153420,1.99013142,1.01206212
-4.93146573,5.34542195,0.03036668,0.85126230,0.36846005,0.83446728,0.07532659,2.24756753,1.97844558,0.98425315
-4.92546273,5.24815589,0.03002622,0.84503830,0.35452027,0.82365777,0.07464086,2.20119242,1.96517055,0.95821146
-4.91945973,5.14860717,0.02952339,0.83981739,0.34105488,0.81085673,0.07351257,2.15262126,1.95010975,0.93402413
-4.91345673,5.04771849,0.02886384,0.83572897,0.32806768,0.79625378,0.07196151,2.10235478,1.93330784,0.91187102
-4.90745373,4.94703561,0.02805678,0.83297767,0.31560780,0.78014284,0.07001660,2.05117344,1.91504987,0.89202029
-4.90145073,4.84866294,0.02711469,0.83183677,0.30376733,0.76291446,0.06771495,2.00011775,1.89585070,0.87481978
-4.89544772,4.75519613,0.02605292,0.83263840,0.29267738,0.74504450,0.06510060,1.95045840,1.87643494,0.86068438
-4.88944472,4.66963428,0.02488919,0.83576067,0.28250269,0.72707938,0.06222316,1.90365731,1.85770835,0.85008026
-4.88344172,4.59527521,0.02364306,0.84161225,0.27343501,0.70961866,0.05913626,1.86132116,1.84072160,0.84350629
-4.87743872,4.53559736,0.02233534,0.85061492,0.26568564,0.69329540,0.05589592,1.82514878,1.82662777,0.84147349
-4.87143572,4.49413264,0.02098749,0.86318469,0.25947726,0.67875517,0.05255897,1.79687433,1.81663512,0.84448328
-4.86543272,4.47433408,0.01962103,0.87971201,0.25503539,0.66663431,0.04918142,1.77820801,1.81195674,0.85300504
-4.85942971,4.47944300,0.01825699,0.90054191,0.25257966,0.65753811,0.04581703,1.77077600,1.81375888,0.86745402
-4.85342671,4.51235952,0.01691536,0.92595462,0.25231523,0.65201984,0.04251601,1.77606162,1.82310979,0.88817002
-4.84742371,4.57552082,0.01561472,0.95614743,0.25442447,0.65056104,0.03932382,1.79534937,1.84093079,0.91539773
-4.84142071,4.67079086,0.01437180,0.99121836,0.25905925,0.65355382,0.03628037,1.82967354,1.86795156,0.94926937
-4.83541771,4.79936517,0.01320122,1.03115239,0.26633386,0.66128578,0.03341925,1.87977300,1.90467094,0.98979011
-4.82941471,4.96169390,0.01211529,1.07581061,0.27631900,0.67392784,0.03076737,1.94605362,1.95132497,1.03682695
-4.82341171,5.15742583,0.01112391,1.12492288,0.28903674,0.69152562,0.02834471,2.02855961,2.00786331,1.09010140
-4.81740870,5.38537571,0.01023448,1.17808440,0.30445685,0.71399441,0.02616438,2.12695490,2.07393499,1.14918650
-4.81140570,5.64351643,0.00945200,1.23475629,0.32249446,0.74111815,0.02423286,2.24051545,2.14888430,1.21350829
-4.80540270,5.92899713,0.00877913,1.29427056,0.34300928,0.77255242,0.02255034,2.36813306,2.23175698,1.28235197
-4.79939970,6.23818751,0.00821637,1.35583928,0.36580648,0.80783138,0.02111136,2.50833112,2.32131694,1.35487282
-4.79339670,6.56674791,0.00776221,1.41856797,0.39063907,0.84637858,0.01990543,2.65929208,2.41607308,1.43011172
-4.78739370,6.90972374,0.00741341,1.48147300,0.41721215,0.88752142,0.01891778,2.81889643,2.51431537,1.50701494
-4.78139070,7.26166220,0.00716519,1.54350248,0.44518854,0.93050877,0.01813023,2.98477219,2.61415946,1.58445803
-4.77538769,7.61674813,0.00701151,1.60356027,0.47419602,0.97453132,0.01752196,3.15435376,2.71359799,1.66127285
-4.76938469,7.96895522,0.00694531,1.66053245,0.50383587,1.01874405,0.01707041,3.32494837,2.81055737,1.73627733
-4.76338169,8.31220777,0.00695873,1.71331541,0.53369236,1.06229005,0.01675202,3.49380814,2.90295765,1.80830689
-4.75737869,8.64054790,0.00704338,1.76084478,0.56334310,1.10432498,0.01654305,3.65820524,2.98877377,1.87624652
-4.75137569,8.94830217,0.00719052,1.80212434,0.59236974,1.14404126,0.01642026,3.81550754,3.06609562,1.93906253
-4.74537269,9.23024178,0.00739124,1.83625369,0.62036866,1.18069111,0.01636153,3.96325190,3.13318485,1.99583264
-4.73936968,9.48173008,0.00763669,1.86245400,0.64696128,1.21360765,0.01634637,4.09921213,3.18852622,2.04577335
-4.73336668,9.69885167,0.00791815,1.88009061,0.67180349,1.24222322,0.01635640,4.22145904,3.23087140,2.08826352
-4.72736368,9.87851774,0.00822723,1.88869172,0.69459393,1.26608411,0.01637565,4.32840981,3.25927360,2.12286302
-4.72136068,10.01854331,0.00855598,1.88796238,0.71508066,1.28486129,0.01639084,4.41886474,3.27311161,2.14932569
-4.71535768,10.11769283,0.00889692,1.87779309,0.73306596,1.29835651,0.01639146,4.49202978,3.27210224,2.16760600
-4.70935468,10.17569240,0.00924322,1.85826266,0.74840908,1.30650375,0.01636989,4.54752368,3.25630082,2.17785886
-4.70335168,10.19320775,0.00958869,1.82963507,0.76102685,1.30936575,0.01632131,4.58536973,3.22608986,2.18043272
-4.69734867,10.17178929,0.00992786,1.79235048,0.77089215,1.30712602,0.01624365,4.60597250,3.18215636,2.17585589
-4.69134567,10.11378659,0.01025606,1.74701056,0.77803026,1.30007662,0.01613737,4.61008076,3.12545909,2.16481685
-4.68534267,10.02223639,0.01056936,1.69435886,0.78251353,1.28860227,0.01600526,4.59873864,3.05718730,2.14813902
-4.67933967,9.90072943,0.01086469,1.63525685,0.78445444,1.27316173,0.01585224,4.57322752,2.97871292,2.12675133
-4.67333667,9.75326228,0.01113975,1.57065673,0.78399765,1.25426716,0.01568498,4.53500155,2.89153849,2.10165550
-4.66733367,9.58408117,0.01139308,1.50157218,0.78131135,1.23246252,0.01551173,4.48562034,2.79724316,2.07389164
-4.66133067,9.39752497,0.01162397,1.42904806,0.77657844,1.20830209,0.01534195,4.42668189,2.69742933,2.04450339
-4.65532766,9.19787431,0.01183250,1.35413053,0.76998806,1.18232994,0.01518606,4.35975941,2.59367208,2.01450409
-4.64932466,8.98921351,0.01201941,1.27783862,0.76172773,1.15506141,0.01505521,4.28634475,2.48747356,1.98484524
-4.64332166,8.77531079,0.01218613,1.20113850,0.75197676,1.12696739,0.01496102,4.20780125,2.38022409,1.95638845
