energy_ev,total_up,C_s_up,C_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up,V_p_up,V_d_up
-6.00000000,1.22909800,0.01556246,0.01931381,0.00851844,0.80635147,0.52709366,0.08977859,0.49310397,0.17810952
-5.99399700,1.27421061,0.01430295,0.01926873,0.00842273,0.83779045,0.54430966,0.09322106,0.50462389,0.19105605
-5.98799400,1.32775852,0.01313610,0.01930968,0.00840133,0.87483274,0.56490886,0.09742163,0.51941003,0.20522016
-5.98199100,1.38957955,0.01206920,0.01943797,0.00845196,0.91737558,0.58884262,0.10239770,0.53750681,0.22051949
-5.97598799,1.45928342,0.01110687,0.01965206,0.00857107,0.96516551,0.61596431,0.10814984,0.55886909,0.23683693
-5.96998499,1.53625519,0.01025131,0.01994761,0.00875386,1.01780033,0.64603136,0.11466103,0.58336235,0.25402140
-5.96398199,1.61966622,0.00950263,0.02031770,0.00899444,1.07473596,0.67871038,0.12189640,0.61076554,0.27188983
-5.95797899,1.70849235,0.00885916,0.02075308,0.00928598,1.13529795,0.71358532,0.12980351,0.64077642,0.29023049
-5.95197599,1.80153866,0.00831788,0.02124256,0.00962101,1.19869749,0.75016819,0.13831305,0.67301917,0.30880731
-5.94597299,1.89747008,0.00787484,0.02177343,0.00999163,1.26405117,0.78791209,0.14734011,0.70705404,0.32736529
-5.93996998,1.99484669,0.00752557,0.02233194,0.01038992,1.33040399,0.82622608,0.15678588,0.74238859,0.34563676
-5.93396698,2.09216266,0.00726551,0.02290379,0.01080824,1.39675479,0.86449128,0.16653980,0.77849031,0.36334828
-5.92796398,2.18788740,0.00709036,0.02347459,0.01123955,1.46208324,0.90207779,0.17648207,0.81480008,0.38022787
-5.92196098,2.28050753,0.00699640,0.02403039,0.01167784,1.52537751,0.93836178,0.18648651,0.85074607,0.39601251
-5.91595798,2.36856829,0.00698077,0.02455803,0.01211834,1.58566167,0.97274216,0.19642358,0.88575782,0.41045536
-5.90995498,2.45071287,0.00704167,0.02504554,0.01255787,1.64202186,1.00465640,0.20616371,0.91927999,0.42333265
-5.90395198,2.52571832,0.00717848,0.02548248,0.01299498,1.69363035,1.03359488,0.21558046,0.95078534,0.43444991
-5.89794897,2.59252689,0.00739175,0.02586009,0.01343007,1.73976666,1.05911336,0.22455381,0.97978683,0.44364726
-5.89194597,2.65027150,0.00768322,0.02617149,0.01386545,1.77983494,1.08084321,0.23297318,1.00584821,0.45080356
-5.88594297,2.69829468,0.00805565,0.02641172,0.01430525,1.81337714,1.09849904,0.24074017,1.02859314,0.45583937
-5.87993997,2.73616016,0.00851259,0.02657776,0.01475521,1.84008135,1.11188359,0.24777092,1.04771231,0.45871845
-5.87393697,2.76365679,0.00905815,0.02666844,0.01522246,1.85978515,1.12088968,0.25399795,1.06296864,0.45944790
-5.86793397,2.78079476,0.00969661,0.02668430,0.01571508,1.87247379,1.12549928,0.25937142,1.07420025,0.45807678
-5.86193097,2.78779415,0.01043200,0.02662740,0.01624167,1.87827340,1.12577971,0.26385977,1.08132120,0.45469348
-5.85592796,2.78506661,0.01126775,0.02650110,0.01681081,1.87743943,1.12187729,0.26744961,1.08432006,0.44942172
-5.84992496,2.77319067,0.01220616,0.02630981,0.01743051,1.87034090,1.11400855,0.27014500,1.08325636,0.44241558
-5.84392196,2.75288195,0.01324799,0.02605870,0.01810758,1.85744113,1.10244954,0.27196600,1.07825498,0.43385362
-5.83791896,2.72495954,0.01439206,0.02575346,0.01884706,1.83927575,1.08752361,0.27294670,1.06949890,0.42393237
-5.83191596,2.69030993,0.01563485,0.02540001,0.01965171,1.81642902,1.06958817,0.27313269,1.05722047,0.41285954
-5.82591296,2.64985020,0.01697024,0.02500422,0.02052151,1.78950942,1.04902098,0.27257821,1.04169160,0.40084711
-5.81990995,2.60449198,0.01838928,0.02457177,0.02145330,1.75912570,1.02620664,0.27134304,1.02321327,0.38810466
-5.81390695,2.55510784,0.01988010,0.02410784,0.02244058,1.72586433,1.00152365,0.26948940,1.00210484,0.37483323
-5.80790395,2.50250162,0.02142793,0.02361708,0.02347333,1.69026945,0.97533271,0.26707888,0.97869355,0.36121978
-5.80190095,2.44738380,0.02301526,0.02310338,0.02453817,1.65282611,0.94796669,0.26416973,0.95330465,0.34743272
-5.79589795,2.39035313,0.02462211,0.02256989,0.02561850,1.61394760,0.91972263,0.26081450,0.92625263,0.33361843
-5.78989495,2.33188510,0.02622645,0.02201895,0.02669494,1.57396719,0.89085602,0.25705830,0.89783378,0.31989888
-5.78389195,2.27232757,0.02780470,0.02145213,0.02774587,1.53313471,0.86157760,0.25293764,0.86832040,0.30637064
-5.77788894,2.21190352,0.02933236,0.02087028,0.02874805,1.49161784,0.83205265,0.24847996,0.83795686,0.29310486
-5.77188594,2.15072054,0.03078467,0.02027364,0.02967742,1.44950787,0.80240259,0.24370384,0.80695751,0.28014850
-5.76588294,2.08878615,0.03213736,0.01966198,0.03050996,1.40682948,0.77270890,0.23861983,0.77550639,0.26752651
-5.75987994,2.02602798,0.03336737,0.01903472,0.03122248,1.36355374,0.74301876,0.23323190,0.74375869,0.25524478
-5.75387694,1.96231736,0.03445355,0.01839116,0.03179358,1.31961352,0.71335215,0.22753924,0.71184364,0.24329373
-5.74787394,1.89749492,0.03537733,0.01773058,0.03220437,1.27492028,0.68370990,0.22153845,0.67986851,0.23165223
-5.74187094,1.83139662,0.03612325,0.01705246,0.03243927,1.22938126,0.65408216,0.21522576,0.64792344,0.22029179
-5.73586793,1.76387866,0.03667944,0.01635663,0.03248653,1.18291603,0.62445674,0.20859938,0.61608666,0.20918051
-5.72986493,1.69483992,0.03703793,0.01564338,0.03233876,1.13547138,0.59482693,0.20166155,0.58442975,0.19828689
-5.72386193,1.62424073,0.03719477,0.01491362,0.03199315,1.08703395,0.56519830,0.19442033,0.55302247,0.18758315
-5.71785893,1.55211710,0.03715007,0.01416887,0.03145159,1.03763976,0.53559420,0.18689100,0.52193707,0.17704788
