energy_ev,total_up,Co_p_up,Co_d_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.90395198,2.53126972,0.60852339,0.37594146,0.65576131,0.96352514,0.00215238,0.23549883,1.00709423,0.00000000
-5.89794897,2.54419558,0.60903072,0.37230236,0.65463705,0.96555766,0.00223558,0.24119722,1.02342307,0.00000000
-5.89194597,2.56219780,0.61126053,0.36907431,0.65436555,0.97026463,0.00234688,0.24711139,1.04179445,0.00000000
-5.88594297,2.58554540,0.61537815,0.36631775,0.65508053,0.97783263,0.00248727,0.25318367,1.06219656,0.00000000
-5.87993997,2.61434721,0.62149606,0.36408181,0.65686949,0.98837689,0.00265785,0.25934242,1.08455284,0.00000000
-5.87393697,2.64853889,0.62966652,0.36240090,0.65976864,1.00193646,0.00285972,0.26550268,1.10871751,0.00000000
-5.86793397,2.68787691,0.63987660,0.36129213,0.66376022,1.01847204,0.00309392,0.27156752,1.13447399,0.00000000
-5.86193097,2.73193929,0.65204561,0.36075348,0.66877204,1.03786619,0.00336132,0.27743006,1.16153648,0.00000000
-5.85592796,2.78013307,0.66602512,0.36076290,0.67467942,1.05992580,0.00366249,0.28297603,1.18955421,0.00000000
-5.84992496,2.83170766,0.68160147,0.36127821,0.68130915,1.08438653,0.00399762,0.28808675,1.21811857,0.00000000
-5.84392196,2.88577359,0.69850066,0.36223793,0.68844545,1.11091896,0.00436636,0.29264256,1.24677252,0.00000000
-5.83791896,2.94132564,0.71639545,0.36356291,0.69583753,1.13913626,0.00476777,0.29652632,1.27502211,0.00000000
-5.83191596,2.99726959,0.73491439,0.36515865,0.70320850,1.16860292,0.00520019,0.29962701,1.30234950,0.00000000
-5.82591296,3.05245155,0.75365241,0.36691832,0.71026507,1.19884454,0.00566114,0.30184322,1.32822719,0.00000000
-5.81990995,3.10568903,0.77218273,0.36872628,0.71670791,1.22935831,0.00614729,0.30308641,1.35213283,0.00000000
-5.81390695,3.15580286,0.79006951,0.37046196,0.72224212,1.25962409,0.00665442,0.30328377,1.37356428,0.00000000
-5.80790395,3.20164914,0.80688100,0.37200409,0.72658736,1.28911599,0.00717742,0.30238068,1.39205427,0.00000000
-5.80190095,3.24215045,0.82220261,0.37323499,0.72948761,1.31731423,0.00771029,0.30034252,1.40718446,0.00000000
-5.79589795,3.27632575,0.83564959,0.37404489,0.73071982,1.34371718,0.00824627,0.29715600,1.41859825,0.00000000
-5.78989495,3.30331799,0.84687884,0.37433603,0.73010157,1.36785344,0.00877789,0.29282969,1.42601212,0.00000000
-5.78389195,3.32241917,0.85559948,0.37402655,0.72749726,1.38929373,0.00929715,0.28739401,1.42922514,0.00000000
-5.77788894,3.33309187,0.86158183,0.37305385,0.72282279,1.40766233,0.00979567,0.28090054,1.42812633,0.00000000
-5.77188594,3.33498683,0.86466448,0.37137743,0.71604854,1.42264775,0.01026496,0.27342070,1.42269963,0.00000000
-5.76588294,3.32795592,0.86475931,0.36898103,0.70720064,1.43401227,0.01069656,0.26504392,1.41302625,0.00000000
-5.75987994,3.31205980,0.86185399,0.36587395,0.69636042,1.44159994,0.01108238,0.25587531,1.39928433,0.00000000
-5.75387694,3.28756999,0.85601222,0.36209155,0.68366214,1.44534254,0.01141487,0.24603294,1.38174570,0.00000000
-5.74787394,3.25496462,0.84737135,0.35769469,0.66928900,1.44526328,0.01168730,0.23564483,1.36076983,0.00000000
-5.74187094,3.21491781,0.83613756,0.35276832,0.65346765,1.44147750,0.01189400,0.22484569,1.33679493,0.00000000
-5.73586793,3.16828242,0.82257877,0.34741903,0.63646124,1.43419046,0.01203053,0.21377364,1.31032645,0.00000000
-5.72986493,3.11606644,0.80701539,0.34177169,0.61856126,1.42369173,0.01209383,0.20256685,1.28192309,0.00000000
-5.72386193,3.05940325,0.78980923,0.33596524,0.60007845,1.41034626,0.01208237,0.19136028,1.25218077,0.00000000
-5.71785893,2.99951654,0.77135102,0.33014777,0.58133303,1.39458227,0.01199619,0.18028269,1.22171496,0.00000000
-5.71185593,2.93768095,0.75204688,0.32447108,0.56264454,1.37687623,0.01183690,0.16945376,1.19114188,0.00000000
-5.70585293,2.87517955,0.73230432,0.31908481,0.54432168,1.35773539,0.01160764,0.15898170,1.16105923,0.00000000
-5.69984992,2.81325990,0.71251818,0.31413051,0.52665245,1.33767867,0.01131298,0.14896112,1.13202717,0.00000000
-5.69384692,2.75309034,0.69305726,0.30973585,0.50989498,1.31721658,0.01095876,0.13947143,1.10455021,0.00000000
-5.68784392,2.69571844,0.67425195,0.30600914,0.49426939,1.29683122,0.01055188,0.13057571,1.07906077,0.00000000
-5.68184092,2.64203353,0.65638351,0.30303461,0.47995096,1.27695727,0.01010008,0.12231998,1.05590523,0.00000000
-5.67583792,2.59273511,0.63967539,0.30086845,0.46706497,1.25796507,0.00961172,0.11473311,1.03533300,0.00000000
-5.66983492,2.54830893,0.62428706,0.29953606,0.45568338,1.24014658,0.00909545,0.10782711,1.01748918,0.00000000
-5.66383192,2.50901186,0.61031044,0.29903052,0.44582348,1.22370515,0.00855999,0.10159792,1.00241136,0.00000000
-5.65782891,2.47486677,0.59776924,0.29931241,0.43744869,1.20874964,0.00801387,0.09602669,0.99003067,0.00000000
-5.65182591,2.44566775,0.58662119,0.30031110,0.43047137,1.19529336,0.00746520,0.09108133,0.98017712,0.00000000
-5.64582291,2.42099561,0.57676298,0.30192743,0.42475769,1.18325782,0.00692143,0.08671845,0.97258921,0.00000000
-5.63981991,2.40024317,0.56803779,0.30403774,0.42013420,1.17248130,0.00638927,0.08288555,0.96692735,0.00000000
-5.63381691,2.38264910,0.56024486,0.30649893,0.41639596,1.16273160,0.00587447,0.07952332,0.96279048,0.00000000
-5.62781391,2.36733872,0.55315090,0.30915459,0.41331577,1.15372255,0.00538182,0.07656810,0.95973522,0.00000000
-5.62181091,2.35336972,0.54650244,0.31184166,0.41065418,1.14513296,0.00491507,0.07395425,0.95729669,0.00000000
-5.61580790,2.33978048,0.54003884,0.31439742,0.40816977,1.13662740,0.00447694,0.07161648,0.95500988,0.00000000
-5.60980490,2.32563847,0.53350506,0.31666646,0.40562920,1.12787717,0.00406917,0.06949202,0.95243064,0.00000000
-5.60380190,2.31008612,0.52666379,0.31850728,0.40281672,1.11858056,0.00369262,0.06752251,0.94915525,0.00000000
-5.59779890,2.29238200,0.51930616,0.31979812,0.39954245,1.10848110,0.00334730,0.06565561,0.94483763,0.00000000
-5.59179590,2.27193497,0.51126078,0.32044182,0.39564937,1.09738281,0.00303257,0.06384626,0.93920329,0.00000000
-5.58579290,2.24832967,0.50240045,0.32036945,0.39101847,1.08516158,0.00274719,0.06205757,0.93205948,0.00000000
-5.57978989,2.22134225,0.49264647,0.31954245,0.38557202,1.07177209,0.00248950,0.06026126,0.92330107,0.00000000
-5.57378689,2.19094556,0.48197041,0.31795333,0.37927474,1.05725000,0.00225754,0.05843781,0.91291183,0.00000000
-5.56778389,2.15730390,0.47039326,0.31562479,0.37213304,1.04170929,0.00204914,0.05657613,0.90096145,0.00000000
-5.56178089,2.12075794,0.45798214,0.31260745,0.36419227,1.02533513,0.00186207,0.05467300,0.88759822,0.00000000
-5.55577789,2.08180085,0.44484499,0.30897626,0.35553232,1.00837280,0.00169408,0.05273213,0.87303824,0.00000000
-5.54977489,2.04104741,0.43112343,0.30482589,0.34626180,0.99111337,0.00154304,0.05076305,0.85755162,0.00000000
-5.54377189,1.99919800,0.41698431,0.30026533,0.33651127,0.97387717,0.00140693,0.04877986,0.84144661,0.00000000
-5.53776888,1.95699975,0.40261063,0.29541207,0.32642573,0.95699618,0.00128391,0.04679985,0.82505260,0.00000000
-5.53176588,1.91520714,0.38819204,0.29038615,0.31615696,0.94079629,0.00117237,0.04484211,0.80870292,0.00000000
-5.52576288,1.87454433,0.37391576,0.28530446,0.30585607,0.92558061,0.00107086,0.04292621,0.79271845,0.00000000
-5.51975988,1.83567126,0.35995814,0.28027555,0.29566662,0.91161484,0.00097819,0.04107102,0.77739274,0.00000000
-5.51375688,1.79915523,0.34647741,0.27539523,0.28571859,0.89911543,0.00089333,0.03929358,0.76297951,0.00000000
-5.50775388,1.76544944,0.33360781,0.27074323,0.27612358,0.88824115,0.00081543,0.03760831,0.74968305,0.00000000
-5.50175088,1.73487909,0.32145545,0.26638086,0.26697124,0.87908858,0.00074380,0.03602631,0.73765171,0.00000000
-5.49574787,1.70763555,0.31009584,0.26235001,0.25832720,0.87169135,0.00067787,0.03455499,0.72697484,0.00000000
-5.48974487,1.68377845,0.29957311,0.25867318,0.25023233,0.86602333,0.00061717,0.03319788,0.71768298,0.00000000
-5.48374187,1.66324488,0.28990096,0.25535466,0.24270335,0.86200506,0.00056131,0.03195466,0.70975105,0.00000000
-5.47773887,1.64586476,0.28106495,0.25238264,0.23573460,0.85951316,0.00050996,0.03082141,0.70310412,0.00000000
-5.47173587,1.63138101,0.27302591,0.24973199,0.22930077,0.85839173,0.00046281,0.02979099,0.69762529,0.00000000
-5.46573287,1.61947290,0.26572433,0.24736754,0.22336033,0.85846504,0.00041961,0.02885357,0.69316493,0.00000000
-5.45972986,1.60978085,0.25908516,0.24524765,0.21785942,0.85955061,0.00038008,0.02799724,0.68955068,0.00000000
-5.45372686,1.60193112,0.25302287,0.24332766,0.21273589,0.86147170,0.00034398,0.02720864,0.68659760,0.00000000
-5.44772386,1.59555869,0.24744642,0.24156321,0.20792332,0.86406859,0.00031107,0.02647367,0.68411768,0.00000000
-5.44172086,1.59032700,0.24226381,0.23991305,0.20335466,0.86720773,0.00028111,0.02577808,0.68192849,0.00000000
-5.43571786,1.58594361,0.23738612,0.23834121,0.19896548,0.87078833,0.00025385,0.02510811,0.67986020,0.00000000
-5.42971486,1.58217080,0.23273078,0.23681856,0.19469656,0.87474602,0.00022908,0.02445094,0.67776098,0.00000000
-5.42371186,1.57883090,0.22822398,0.23532354,0.19049582,0.87905326,0.00020656,0.02379517,0.67550049,0.00000000
-5.41770885,1.57580621,0.22380227,0.23384216,0.18631955,0.88371670,0.00018609,0.02313108,0.67297143,0.00000000
-5.41170585,1.57303389,0.21941331,0.23236729,0.18213293,0.88877152,0.00016747,0.02245088,0.67008944,0.00000000
-5.40570285,1.57049638,0.21501588,0.23089736,0.17790998,0.89427328,0.00015052,0.02174880,0.66679127,0.00000000
-5.39969985,1.56820826,0.21057921,0.22943458,0.17363294,0.90028766,0.00013507,0.02102111,0.66303182,0.00000000
-5.39369685,1.56620055,0.20608184,0.22798289,0.16929130,0.90687889,0.00012098,0.02026604,0.65878027,0.00000000
-5.38769385,1.56450371,0.20151017,0.22654572,0.16488051,0.91409746,0.00010813,0.01948367,0.65401561,0.00000000
-5.38169085,1.56313046,0.19685676,0.22512383,0.16040065,0.92196805,0.00009639,0.01867567,0.64872215,0.00000000
-5.37568784,1.56205969,0.19211862,0.22371335,0.15585497,0.93047828,0.00008567,0.01784514,0.64288520,0.00000000
-5.36968484,1.56122258,0.18729562,0.22230412,0.15124866,0.93956914,0.00007590,0.01699627,0.63648737,0.00000000
-5.36368184,1.56049177,0.18238911,0.22087857,0.14658768,0.94912771,0.00006700,0.01613412,0.62950564,0.00000000
-5.35767884,1.55967451,0.17740073,0.21941107,0.14187796,0.95898270,0.00005890,0.01526432,0.62190948,0.00000000
-5.35167584,1.55851019,0.17233169,0.21786792,0.13712479,0.96890327,0.00005156,0.01439280,0.61366008,0.00000000
-5.34567284,1.55667253,0.16718230,0.21620792,0.13233258,0.97860128,0.00004493,0.01352557,0.60471072,0.00000000
-5.33966983,1.55377649,0.16195187,0.21438351,0.12750483,0.98773707,0.00003896,0.01266851,0.59500830,0.00000000
-5.33366683,1.54938963,0.15663890,0.21234244,0.12264437,0.99592859,0.00003360,0.01182715,0.58449579,0.00000000
-5.32766383,1.54304731,0.15124159,0.21002985,0.11775386,1.00276364,0.00002883,0.01100655,0.57311553,0.00000000
-5.32166083,1.53427119,0.14575847,0.20739070,0.11283630,1.00781460,0.00002459,0.01021121,0.56081318,0.00000000
-5.31565783,1.52258988,0.14018915,0.20437225,0.10789575,1.01065511,0.00002086,0.00944495,0.54754194,0.00000000
-5.30965483,1.50756090,0.13453520,0.20092677,0.10293794,1.01087785,0.00001758,0.00871089,0.53326691,0.00000000
-5.30365183,1.48879278,0.12880088,0.19701400,0.09797094,1.00811267,0.00001473,0.00801143,0.51796928,0.00000000
-5.29764882,1.46596610,0.12299391,0.19260345,0.09300566,1.00204406,0.00001226,0.00734830,0.50165002,0.00000000
-5.29164582,1.43885247,0.11712597,0.18767633,0.08805626,0.99242725,0.00001014,0.00672255,0.48433305,0.00000000
-5.28564282,1.40733041,0.11121312,0.18222705,0.08314036,0.97910192,0.00000834,0.00613461,0.46606744,0.00000000
-5.27963982,1.37139731,0.10527597,0.17626418,0.07827912,0.96200304,0.00000681,0.00558441,0.44692871,0.00000000
-5.27363682,1.33117684,0.09933960,0.16981085,0.07349709,0.94116808,0.00000552,0.00507137,0.42701908,0.00000000
-5.26763382,1.28692139,0.09343333,0.16290459,0.06882191,0.91674029,0.00000445,0.00459458,0.40646660,0.00000000
-5.26163082,1.23900936,0.08759020,0.15559655,0.06428389,0.88896781,0.00000356,0.00415279,0.38542321,0.00000000
-5.25562781,1.18793737,0.08184637,0.14795023,0.05991536,0.85819863,0.00000283,0.00374456,0.36406185,0.00000000
-5.24962481,1.13430776,0.07624023,0.14003971,0.05575001,0.82487154,0.00000223,0.00336826,0.34257267,0.00000000
-5.24362181,1.07881180,0.07081154,0.13194753,0.05182208,0.78950351,0.00000175,0.00302220,0.32115849,0.00000000
-5.23761881,1.02220951,0.06560040,0.12376222,0.04816550,0.75267397,0.00000136,0.00270464,0.30002980,0.00000000
-5.23161581,0.96530670,0.06064619,0.11557572,0.04481307,0.71500676,0.00000105,0.00241384,0.27939932,0.00000000
-5.22561281,0.90893039,0.05598656,0.10748066,0.04179551,0.67715040,0.00000081,0.00214811,0.25947652,0.00000000
-5.21960980,0.85390346,0.05165640,0.09956773,0.03914068,0.63975750,0.00000061,0.00190580,0.24046212,0.00000000
-5.21360680,0.80101957,0.04768689,0.09192316,0.03687269,0.60346422,0.00000046,0.00168536,0.22254288,0.00000000
-5.20760380,0.75101924,0.04410466,0.08462639,0.03501117,0.56887046,0.00000035,0.00148530,0.20588677,0.00000000
-5.20160080,0.70456799,0.04093103,0.07774813,0.03357055,0.53652155,0.00000026,0.00130421,0.19063872,0.00000000
-5.19559780,0.66223715,0.03818138,0.07134862,0.03255944,0.50689209,0.00000019,0.00114079,0.17691699,0.00000000
-5.18959480,0.62448802,0.03586466,0.06547642,0.03198006,0.48037239,0.00000014,0.00099378,0.16481037,0.00000000
-5.18359180,0.59165982,0.03398307,0.06016754,0.03182790,0.45725800,0.00000010,0.00086199,0.15437604,0.00000000
-5.17758879,0.56396159,0.03253183,0.05544494,0.03209132,0.43774256,0.00000007,0.00074432,0.14563842,0.00000000
-5.17158579,0.54146834,0.03149917,0.05131851,0.03275145,0.42191404,0.00000005,0.00063968,0.13858875,0.00000000
-5.16558279,0.52412129,0.03086638,0.04778537,0.03378212,0.40975449,0.00000004,0.00054705,0.13318554,0.00000000
-5.15957979,0.51173219,0.03060815,0.04483048,0.03515006,0.40114320,0.00000003,0.00046545,0.12935581,0.00000000
-5.15357679,0.50399137,0.03069289,0.04242761,0.03681521,0.39586289,0.00000002,0.00039393,0.12699709,0.00000000
-5.14757379,0.50047925,0.03108338,0.04054055,0.03873124,0.39360889,0.00000001,0.00033158,0.12598012,0.00000000
-5.14157079,0.50068082,0.03173741,0.03912447,0.04084627,0.39400074,0.00000001,0.00027753,0.12615213,0.00000000
-5.13556778,0.50400264,0.03260862,0.03812746,0.04310383,0.39659586,0.00000001,0.00023096,0.12734079,0.00000000
-5.12956478,0.50979175,0.03364750,0.03749223,0.04544387,0.40090477,0.00000001,0.00019107,0.12935845,0.00000000
-5.12356178,0.51735593,0.03480241,0.03715782,0.04780413,0.40640739,0.00000001,0.00015713,0.13200695,0.00000000
-5.11755878,0.52598465,0.03602074,0.03706127,0.05012148,0.41256984,0.00000001,0.00012843,0.13508247,0.00000000
-5.11155578,0.53497005,0.03725009,0.03713939,0.05233344,0.41886108,0.00000001,0.00010432,0.13838066,0.00000000
-5.10555278,0.54362733,0.03843951,0.03733037,0.05437975,0.42476916,0.00000002,0.00008423,0.14170171,0.00000000
-5.09954977,0.55131396,0.03954070,0.03757529,0.05620392,0.42981614,0.00000003,0.00006759,0.14485522,0.00000000
-5.09354677,0.55744699,0.04050915,0.03781954,0.05775472,0.43357163,0.00000005,0.00005392,0.14766491,0.00000000
-5.08754377,0.56151807,0.04130521,0.03801401,0.05898757,0.43566416,0.00000007,0.00004278,0.14997274,0.00000000
-5.08154077,0.56310569,0.04189501,0.03811613,0.05986574,0.43579036,0.00000010,0.00003380,0.15164262,0.00000000
-5.07553777,0.56188419,0.04225125,0.03809067,0.06036131,0.43372145,0.00000014,0.00002664,0.15256330,0.00000000
-5.06953477,0.55762958,0.04235373,0.03791034,0.06045589,0.42930710,0.00000021,0.00002101,0.15265064,0.00000000
-5.06353177,0.55022171,0.04218972,0.03755614,0.06014100,0.42247640,0.00000030,0.00001670,0.15184887,0.00000000
-5.05752876,0.53964317,0.04175406,0.03701747,0.05941818,0.41323627,0.00000042,0.00001350,0.15013111,0.00000000
-5.05152576,0.52597489,0.04104907,0.03629206,0.05829867,0.40166726,0.00000060,0.00001129,0.14749893,0.00000000
-5.04552276,0.50938883,0.04008414,0.03538565,0.05680292,0.38791717,0.00000084,0.00000997,0.14398112,0.00000000
-5.03951976,0.49013811,0.03887524,0.03431155,0.05495968,0.37219275,0.00000117,0.00000951,0.13963164,0.00000000
-5.03351676,0.46854529,0.03744410,0.03309000,0.05280496,0.35474998,0.00000162,0.00000990,0.13452692,0.00000000
-5.02751376,0.44498906,0.03581737,0.03174745,0.05038069,0.33588341,0.00000222,0.00001123,0.12876267,0.00000000
-5.02151076,0.41989029,0.03402558,0.03031582,0.04773331,0.31591500,0.00000303,0.00001360,0.12245023,0.00000000
-5.01550775,0.39369786,0.03210206,0.02883162,0.04491234,0.29518294,0.00000410,0.00001722,0.11571278,0.00000000
-5.00950475,0.36687486,0.03008190,0.02733518,0.04196879,0.27403097,0.00000551,0.00002235,0.10868141,0.00000000
-5.00350175,0.33988584,0.02800086,0.02586988,0.03895384,0.25279858,0.00000735,0.00002937,0.10149138,0.00000000
-4.99749875,0.31318539,0.02589437,0.02448143,0.03591747,0.23181234,0.00000974,0.00003875,0.09427854,0.00000000
-4.99149575,0.28720844,0.02379671,0.02321730,0.03290733,0.21137872,0.00001280,0.00005107,0.08717616,0.00000000
-4.98549275,0.26236258,0.02174021,0.02212614,0.02996783,0.19177850,0.00001672,0.00006709,0.08031222,0.00000000
-4.97948974,0.23902240,0.01975469,0.02125741,0.02713943,0.17326280,0.00002167,0.00008771,0.07380721,0.00000000
-4.97348674,0.21752588,0.01786705,0.02066101,0.02445816,0.15605076,0.00002788,0.00011405,0.06777241,0.00000000
-4.96748374,0.19817268,0.01610100,0.02038703,0.02195543,0.14032872,0.00003562,0.00014743,0.06230884,0.00000000
-4.96148074,0.18122417,0.01447700,0.02048553,0.01965803,0.12625071,0.00004519,0.00018944,0.05750661,0.00000000
-4.95547774,0.16690475,0.01301226,0.02100630,0.01758834,0.11394013,0.00005690,0.00024194,0.05344473,0.00000000
-4.94947474,0.15540436,0.01172099,0.02199864,0.01576477,0.10349208,0.00007115,0.00030711,0.05019138,0.00000000
-4.94347174,0.14688155,0.01061465,0.02351106,0.01420225,0.09497647,0.00008831,0.00038749,0.04780435,0.00000000
-4.93746873,0.14146690,0.00970235,0.02559092,0.01291294,0.08844117,0.00010884,0.00048597,0.04633180,0.00000000
-4.93146573,0.13926639,0.00899120,0.02828392,0.01190690,0.08391532,0.00013316,0.00060586,0.04581301,0.00000000
-4.92546273,0.14036442,0.00848683,0.03163352,0.01119283,0.08141234,0.00016176,0.00075090,0.04627931,0.00000000
-4.91945973,0.14482619,0.00819373,0.03568013,0.01077881,0.08093252,0.00019509,0.00092524,0.04775477,0.00000000
-4.91345673,0.15269935,0.00811573,0.04046028,0.01067299,0.08246502,0.00023359,0.00113352,0.05025699,0.00000000
-4.90745373,0.16401468,0.00825634,0.04600559,0.01088414,0.08598925,0.00027769,0.00138080,0.05379761,0.00000000
-4.90145073,0.17878590,0.00861901,0.05234168,0.01142216,0.09147555,0.00032774,0.00167258,0.05838274,0.00000000
-4.89544772,0.19700864,0.00920746,0.05948703,0.01229845,0.09888521,0.00038403,0.00201481,0.06401316,0.00000000
-4.88944472,0.21865855,0.01002579,0.06745179,0.01352609,0.10816986,0.00044675,0.00241379,0.07068445,0.00000000
-4.88344172,0.24368897,0.01107863,0.07623675,0.01511994,0.11927041,0.00051599,0.00287616,0.07838689,0.00000000
-4.87743872,0.27202813,0.01237116,0.08583224,0.01709647,0.13211566,0.00059169,0.00340882,0.08710528,0.00000000
-4.87143572,0.30357638,0.01390916,0.09621735,0.01947352,0.14662074,0.00067361,0.00401888,0.09681873,0.00000000
-4.86543272,0.33820342,0.01569893,0.10735927,0.02226982,0.16268553,0.00076137,0.00471352,0.10750026,0.00000000
-4.85942971,0.37574613,0.01774728,0.11921292,0.02550439,0.18019331,0.00085439,0.00549990,0.11911653,0.00000000
-4.85342671,0.41600698,0.02006142,0.13172090,0.02919576,0.19900985,0.00095188,0.00638505,0.13162745,0.00000000
-4.84742371,0.45875339,0.02264896,0.14481373,0.03336109,0.21898289,0.00105288,0.00737573,0.14498590,0.00000000
-4.84142071,0.50371814,0.02551784,0.15841047,0.03801510,0.23994241,0.00115624,0.00847830,0.15913738,0.00000000
-4.83541771,0.55060099,0.02867640,0.17241967,0.04316904,0.26170159,0.00126062,0.00969862,0.17401985,0.00000000
-4.82941471,0.59907165,0.03213343,0.18674067,0.04882954,0.28405863,0.00136456,0.01104186,0.18956351,0.00000000
-4.82341171,0.64877397,0.03589836,0.20126515,0.05499746,0.30679933,0.00146646,0.01251248,0.20569078,0.00000000
-4.81740870,0.69933149,0.03998148,0.21587905,0.06166686,0.32970057,0.00156466,0.01411410,0.22231629,0.00000000
-4.81140570,0.75035411,0.04439430,0.23046464,0.06882403,0.35253443,0.00165745,0.01584947,0.23934712,0.00000000
-4.80540270,0.80144585,0.04914996,0.24490280,0.07644676,0.37507300,0.00174314,0.01772046,0.25668310,0.00000000
-4.79939970,0.85221349,0.05426378,0.25907542,0.08450383,0.39709361,0.00182009,0.01972814,0.27421743,0.00000000
-4.79339670,0.90227582,0.05975380,0.27286783,0.09295480,0.41838445,0.00188681,0.02187282,0.29183753,0.00000000
-4.78739370,0.95127333,0.06564143,0.28617130,0.10175019,0.43875025,0.00194193,0.02415425,0.30942616,0.00000000
-4.78139070,0.99887802,0.07195207,0.29888545,0.11083210,0.45801793,0.00198432,0.02657182,0.32686296,0.00000000
-4.77538769,1.04480300,0.07871576,0.31092052,0.12013519,0.47604192,0.00201310,0.02912479,0.34402636,0.00000000
-4.76938469,1.08881166,0.08596764,0.32219954,0.12958819,0.49270901,0.00202765,0.03181264,0.36079582,0.00000000
-4.76338169,1.13072591,0.09374836,0.33266026,0.13911581,0.50794252,0.00202767,0.03463535,0.37705458,0.00000000
-4.75737869,1.17043338,0.10210419,0.34225677,0.14864103,0.52170551,0.00201316,0.03759374,0.39269261,0.00000000
-4.75137569,1.20789297,0.11108690,0.35096089,0.15808772,0.53400305,0.00198445,0.04068976,0.40760999,0.00000000
-4.74537269,1.24313872,0.12075322,0.35876306,0.16738346,0.54488320,0.00194217,0.04392676,0.42172028,0.00000000
-4.73936968,1.27628137,0.13116394,0.36567292,0.17646249,0.55443677,0.00188722,0.04730967,0.43495403,0.00000000
-4.73336668,1.30750761,0.14238239,0.37171936,0.18526856,0.56279565,0.00182076,0.05084503,0.44726211,0.00000000
-4.72736368,1.33707665,0.15447260,0.37695002,0.19375760,0.57012978,0.00174415,0.05454092,0.45861857,0.00000000
-4.72136068,1.36531398,0.16749673,0.38143030,0.20190000,0.57664270,0.00165892,0.05840673,0.46902312,0.00000000
-4.71535768,1.39260227,0.18151209,0.38524174,0.20968237,0.58256580,0.00156673,0.06245270,0.47850270,0.00000000
-4.70935468,1.41936955,0.19656772,0.38847988,0.21710861,0.58815137,0.00146927,0.06668934,0.48711215,0.00000000
-4.70335168,1.44607468,0.21270054,0.39125152,0.22420023,0.59366453,0.00136828,0.07112659,0.49493381,0.00000000
-4.69734867,1.47319061,0.22993131,0.39367146,0.23099573,0.59937442,0.00126544,0.07577289,0.50207583,0.00000000
-4.69134567,1.50118578,0.24826048,0.39585886,0.23754918,0.60554479,0.00116236,0.08063406,0.50866938,0.00000000
-4.68534267,1.53050431,0.26766422,0.39793324,0.24392779,0.61242428,0.00106054,0.08571208,0.51486444,0.00000000
-4.67933967,1.56154578,0.28809077,0.40001024,0.25020876,0.62023690,0.00096131,0.09100397,0.52082467,0.00000000
-4.67333667,1.59464523,0.30945732,0.40219743,0.25647532,0.62917287,0.00086586,0.09650050,0.52672116,0.00000000
-4.66733367,1.63005450,0.33164782,0.40459014,0.26281230,0.63938033,0.00077516,0.10218522,0.53272558,0.00000000
-4.66133067,1.66792574,0.35451166,0.40726770,0.26930136,0.65095828,0.00069000,0.10803356,0.53900284,0.00000000
-4.65532766,1.70829792,0.37786373,0.41029011,0.27601601,0.66395099,0.00061097,0.11401225,0.54570373,0.00000000
-4.64932466,1.75108722,0.40148566,0.41369542,0.28301692,0.67834434,0.00053848,0.12007904,0.55295774,0.00000000
-4.64332166,1.79608199,0.42512866,0.41749791,0.29034750,0.69406421,0.00047274,0.12618287,0.56086671,0.00000000
