energy_ev,total_up,Mo_p_up,Mo_d_up,S_s_up,S_p_up,Sn_p_up,Sn_d_up
-6.00000000,1.79520923,0.77523075,0.76978692,0.00281268,0.92527262,0.05684618,0.00018510
-5.99399700,1.74643110,0.76713925,0.74387643,0.00315799,0.91227187,0.05926635,0.00017642
-5.98799400,1.70842383,0.76774680,0.72291347,0.00355527,0.90544021,0.06204183,0.00016809
-5.98199100,1.68213201,0.77739100,0.70711637,0.00400977,0.90517662,0.06521844,0.00016027
-5.97598799,1.66843260,0.79629753,0.69672051,0.00452640,0.91188562,0.06883678,0.00015310
-5.96998499,1.66810219,0.82456759,0.69196374,0.00510950,0.92595523,0.07293023,0.00014670
-5.96398199,1.68178281,0.86216609,0.69306931,0.00576271,0.94773246,0.07752316,0.00014119
-5.95797899,1.70994775,0.90891141,0.70022718,0.00648871,0.97749754,0.08262920,0.00013665
-5.95197599,1.75286929,0.96446715,0.71357491,0.00728905,1.01543827,0.08824989,0.00013317
-5.94597299,1.81058960,1.02833657,0.73317898,0.00816401,1.06162574,0.09437361,0.00013081
-5.93996998,1.88289661,1.09986036,0.75901767,0.00911240,1.11599277,0.10097491,0.00012959
-5.93396698,1.96930594,1.17821824,0.79096647,0.01013149,1.17831600,0.10801432,0.00012954
-5.92796398,2.06905018,1.26243478,0.82878665,0.01121690,1.24820291,0.11543852,0.00013064
-5.92196098,2.18107638,1.35138980,0.87211786,0.01236262,1.32508423,0.12318115,0.00013287
-5.91595798,2.30405218,1.44383348,0.92047505,0.01356103,1.40821254,0.13116392,0.00013617
-5.90995498,2.43638107,1.53840602,0.97325027,0.01480295,1.49666727,0.13929821,0.00014048
-5.90395198,2.57622656,1.63366178,1.02971922,0.01607781,1.58936630,0.14748708,0.00014570
-5.89794897,2.72154489,1.72809735,1.08905275,0.01737385,1.68508384,0.15562751,0.00015174
-5.89194597,2.87012574,1.82018292,1.15033285,0.01867834,1.78247438,0.16361295,0.00015847
-5.88594297,3.01963977,1.90839628,1.21257288,0.01997784,1.88010205,0.17133598,0.00016576
-5.87993997,3.16769189,1.99125836,1.27474134,0.02125857,1.97647448,0.17869099,0.00017346
-5.87393697,3.31187878,2.06736942,1.33578857,0.02250667,2.07008038,0.18557694,0.00018143
-5.86793397,3.44984914,2.13544470,1.39467551,0.02370860,2.15942952,0.19189989,0.00018953
-5.86193097,3.57936482,2.19434852,1.45040352,0.02485141,2.24309415,0.19757541,0.00019760
-5.85592796,3.69836125,2.24312559,1.50204449,0.02592313,2.31975031,0.20253072,0.00020551
-5.84992496,3.80500528,2.28102872,1.54877014,0.02691300,2.38821795,0.20670654,0.00021311
-5.84392196,3.89774891,2.30754188,1.58987950,0.02781180,2.44749856,0.21005858,0.00022029
-5.83791896,3.97537711,2.32239790,1.62482381,0.02861200,2.49680908,0.21255864,0.00022693
-5.83191596,4.03704860,2.32559029,1.65322788,0.02930799,2.53561091,0.21419544,0.00023297
-5.82591296,4.08232802,2.31737870,1.67490724,0.02989618,2.56363332,0.21497495,0.00023833
-5.81990995,4.11120875,2.29828781,1.68988044,0.03037508,2.58089009,0.21492043,0.00024297
-5.81390695,4.12412536,2.26909983,1.69837601,0.03074537,2.58768902,0.21407209,0.00024689
-5.80790395,4.12195520,2.23084040,1.70083384,0.03100983,2.58463376,0.21248644,0.00025011
-5.80190095,4.10600880,2.18475863,1.69790055,0.03117330,2.57261757,0.21023527,0.00025267
-5.79589795,4.07800879,2.13230145,1.69041914,0.03124261,2.55280921,0.20740445,0.00025465
-5.78989495,4.04005771,2.07508299,1.67941261,0.03122643,2.52663069,0.20409232,0.00025615
-5.78389195,3.99459466,2.01484960,1.66606213,0.03113509,2.49572758,0.20040787,0.00025732
-5.77788894,3.94434168,1.95344137,1.65167973,0.03098037,2.46193196,0.19646870,0.00025831
-5.77188594,3.89224039,1.89275077,1.63767637,0.03077529,2.42721900,0.19239868,0.00025928
-5.76588294,3.84137992,1.83467950,1.62552556,0.03053380,2.39365765,0.18832539,0.00026045
-5.75987994,3.79491754,1.78109422,1.61672364,0.03027048,2.36335681,0.18437735,0.00026200
-5.75387694,3.75599342,1.73378223,1.61274728,0.03000021,2.33840775,0.18068107,0.00026414
-5.74787394,3.72764134,1.69440808,1.61500937,0.02973777,2.32082458,0.17735793,0.00026707
-5.74187094,3.71269775,1.66447201,1.62481432,0.02949745,2.31248384,0.17452095,0.00027098
-5.73586793,3.71371139,1.64527134,1.64331416,0.02929259,2.31506538,0.17227154,0.00027602
-5.72986493,3.73285635,1.63786586,1.67146672,0.02913519,2.32999593,0.17069628,0.00028235
-5.72386193,3.77185163,1.64304829,1.70999742,0.02903542,2.35839771,0.16986388,0.00029007
-5.71785893,3.83189016,1.66132092,1.75936623,0.02900122,2.40104369,0.16982236,0.00029924
-5.71185593,3.91358051,1.69287927,1.81974119,0.02903792,2.45832180,0.17059667,0.00030987
-5.70585293,4.01690433,1.73760386,1.89098013,0.02914792,2.53020963,0.17218674,0.00032193
-5.69984992,4.14119215,1.79506066,1.97262159,0.02933040,2.61626147,0.17456630,0.00033533
-5.69384692,4.28511977,1.86451077,2.06388623,0.02958119,2.71560875,0.17768234,0.00034991
-5.68784392,4.44672691,1.94492947,2.16368906,0.02989275,2.82697489,0.18145546,0.00036549
-5.68184092,4.62345868,2.03503449,2.27066303,0.03025423,2.94870463,0.18578115,0.00038180
-5.67583792,4.81222956,2.13332299,2.38319344,0.03065168,3.07880763,0.19053199,0.00039855
-5.66983492,5.00950873,2.23811606,2.49946251,0.03106846,3.21501515,0.19556075,0.00041541
-5.66383192,5.21142404,2.34760957,2.61750255,0.03148568,3.35484815,0.20070443,0.00043200
-5.65782891,5.41388105,2.45992926,2.73525604,0.03188282,3.49569430,0.20578895,0.00044794
-5.65182591,5.61269286,2.57318822,2.85064009,0.03223841,3.63489094,0.21063453,0.00046286
-5.64582291,5.80371508,2.68554412,2.96161259,0.03253082,3.76981055,0.21506142,0.00047636
-5.63981991,5.98298038,2.79525385,3.06623713,0.03273905,3.89794498,0.21889588,0.00048809
-5.63381691,6.14682657,2.90072307,3.16274371,0.03284348,4.01698457,0.22197607,0.00049771
-5.62781391,6.29201235,3.00054847,3.24958234,0.03282671,4.12488867,0.22415762,0.00050495
-5.62181091,6.41581548,3.09355079,3.32546704,0.03267415,4.21994422,0.22531874,0.00050957
-5.61580790,6.51610897,3.17879714,3.38940815,0.03237467,4.30080981,0.22536452,0.00051141
-5.60980490,6.59141200,3.25561207,3.44073160,0.03192101,4.36654332,0.22423029,0.00051037
-5.60380190,6.64091380,3.32357690,3.47908438,0.03131005,4.41661231,0.22188399,0.00050642
-5.59779890,6.66447019,3.38251836,3.50442645,0.03054297,4.45088727,0.21832728,0.00049960
-5.59179590,6.66257402,3.43248744,3.51700992,0.02962518,4.46961877,0.21359553,0.00049004
-5.58579290,6.63630217,3.47373069,3.51734733,0.02856612,4.47340062,0.20775672,0.00047790
-5.57978989,6.58724338,3.50665606,3.50617111,0.02737888,4.46312187,0.20090917,0.00046343
-5.57378689,6.51741165,3.53179636,3.48438730,0.02607976,4.43991105,0.19317847,0.00044692
-5.56778389,6.42915103,3.54977271,3.45302628,0.02468762,4.40507650,0.18471364,0.00042869
-5.56178089,6.32503772,3.56126110,3.41319388,0.02322327,4.36004655,0.17568275,0.00040910
-5.55577789,6.20778496,3.56696415,3.36602563,0.02170874,4.30631318,0.16626827,0.00038852
-5.54977489,6.08015614,3.56759010,3.31264680,0.02016662,4.24538248,0.15666230,0.00036735
-5.54377189,5.94489004,3.56384011,3.25414029,0.01861935,4.17873409,0.14706196,0.00034595
-5.53776888,5.80464132,3.55640442,3.19152361,0.01708863,4.10779155,0.13766501,0.00032469
-5.53176588,5.66193782,3.54596690,3.12573564,0.01559488,4.03390395,0.12866593,0.00030391
-5.52576288,5.51915502,3.53321691,3.05763296,0.01415677,3.95833879,0.12025257,0.00028395
-5.51975988,5.37850634,3.51886652,2.98799482,0.01279092,3.88228471,0.11260332,0.00026507
-5.51375688,5.24204715,3.50367078,2.91753535,0.01151168,3.80686220,0.10588492,0.00024754
-5.50775388,5.11168907,3.48844838,2.84692085,0.01033095,3.73313979,0.10025077,0.00023158
-5.50175088,4.98922102,3.47409968,2.77679007,0.00925823,3.66215276,0.09583982,0.00021736
-5.49574787,4.87633256,3.46161959,2.70777495,0.00830067,3.59492157,0.09277576,0.00020504
-5.48974487,4.77463591,3.45210287,2.64051968,0.00746324,3.53246717,0.09116663,0.00019474
-5.48374187,4.68568297,3.44674002,2.57569594,0.00674888,3.47582086,0.09110453,0.00018655
-5.47773887,4.61097452,3.44680282,2.51401289,0.00615887,3.42602702,0.09266542,0.00018054
-5.47173587,4.55195993,3.45361917,2.45622074,0.00569299,3.38413764,0.09590896,0.00017675
-5.46573287,4.51002639,3.46853793,2.40310756,0.00534990,3.35119846,0.10087822,0.00017520
-5.45972986,4.48647817,3.49288518,2.35548928,0.00512741,3.32822735,0.10759936,0.00017593
-5.45372686,4.48250697,3.52791409,2.31419384,0.00502272,3.31618615,0.11608105,0.00017892
-5.44772386,4.49915564,3.57475119,2.28004030,0.00503272,3.31594800,0.12631395,0.00018417
-5.44172086,4.53727802,3.63434217,2.25381471,0.00515416,3.32826235,0.13826992,0.00019166
-5.43571786,4.59749789,3.70740052,2.23624415,0.00538384,3.35372031,0.15190143,0.00020139
-5.42971486,4.68017044,3.79436229,2.22797095,0.00571875,3.39272281,0.16714088,0.00021331
-5.42371186,4.78534911,3.89534974,2.22952855,0.00615615,3.44545390,0.18390020,0.00022739
-5.41770885,4.91276046,4.01014657,2.24132062,0.00669358,3.51186126,0.20207059,0.00024359
-5.41170585,5.06178901,4.13818614,2.26360444,0.00732892,3.59164518,0.22152268,0.00026187
-5.40570285,5.23147340,4.27855396,2.29647959,0.00806030,3.68425711,0.24210701,0.00028215
-5.39969985,5.42051405,4.43000443,2.33988208,0.00888603,3.78890760,0.26365498,0.00030436
-5.39369685,5.62729221,4.59099122,2.39358413,0.00980450,3.90458363,0.28598023,0.00032842
-5.38769385,5.84989920,4.75970983,2.45719922,0.01081405,4.03007388,0.30888045,0.00035421
-5.38169085,6.08617421,4.93415034,2.53019177,0.01191279,4.16400084,0.33213966,0.00038161
-5.37568784,6.33374866,5.11215773,2.61189065,0.01309846,4.30485770,0.35553086,0.00041046
-5.36968484,6.59009477,5.29149686,2.70150558,0.01436823,4.45104825,0.37881890,0.00044060
-5.36368184,6.85257622,5.46991928,2.79814550,0.01571855,4.60092768,0.40176374,0.00047183
-5.35767884,7.11849854,5.64522856,2.90083775,0.01714501,4.75284241,0.42412373,0.00050392
