energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,S_s_up,S_p_up
-5.75387694,7.56977018,1.55481920,3.92901911,0.17140801,0.11020049,0.97685547,0.73875097,0.08424326,1.47214433
-5.74787394,7.38631243,1.49891101,3.83167395,0.16226975,0.11648412,0.97220050,0.71605869,0.08418332,1.43715691
-5.74187094,7.19900438,1.44053501,3.73523671,0.15295126,0.12287428,0.96708496,0.69239307,0.08408822,1.40011785
-5.73586793,7.01103825,1.38049550,3.64139084,0.14361455,0.12932596,0.96184292,0.66809139,0.08396758,1.36158664
-5.72986493,6.82562192,1.31960598,3.55181480,0.13442168,0.13579175,0.95678686,0.64349753,0.08382896,1.32213836
-5.72386193,6.64585038,1.25866260,3.46810689,0.12553135,0.14222173,0.95219372,0.61895238,0.08367739,1.28234007
-5.71785893,6.47458369,1.19841949,3.39171326,0.11709580,0.14856342,0.94829269,0.59478477,0.08351493,1.24272879
-5.71185593,6.31433614,1.13956688,3.32386173,0.10925802,0.15476182,0.94525509,0.57130332,0.08334042,1.20379168
-5.70585293,6.16718091,1.08271262,3.26550449,0.10214939,0.16075939,0.94318693,0.54878949,0.08314934,1.16594944
-5.69984992,6.03467385,1.02836778,3.21727189,0.09588768,0.16649632,0.94212429,0.52749175,0.08293389,1.12954311
-5.69384692,5.91779907,0.97693657,3.17943953,0.09057534,0.17191082,0.94203178,0.50762117,0.08268312,1.09482495
-5.68784392,5.81693836,0.92871069,3.15190986,0.08629821,0.17693974,0.94280427,0.48934827,0.08238333,1.06195341
-5.68184092,5.73186508,0.88386823,3.13420924,0.08312438,0.18151936,0.94427149,0.47280127,0.08201856,1.03099238
-5.67583792,5.66176253,0.84247664,3.12550062,0.08110341,0.18558651,0.94620570,0.45806545,0.08157116,1.00191442
-5.66983492,5.60526547,0.80449962,3.12461122,0.08026558,0.18907987,0.94833172,0.44518361,0.08102255,0.97460775
-5.66383192,5.56052269,0.76980729,3.13007414,0.08062143,0.19194155,0.95033918,0.43415749,0.08035397,0.94888658
-5.65782891,5.52527771,0.73818901,3.14018204,0.08216135,0.19411890,0.95189622,0.42494994,0.07954730,0.92450411
-5.65182591,5.49696374,0.70936827,3.15305065,0.08485535,0.19556638,0.95266424,0.41748768,0.07858586,0.90116758
-5.64582291,5.47280884,0.68301885,3.16668933,0.08865300,0.19624754,0.95231288,0.41166453,0.07745517,0.87855470
-5.63981991,5.44994676,0.65878154,3.17907564,0.09348353,0.19613690,0.95053476,0.40734502,0.07614365,0.85633054
-5.63381691,5.42552853,0.63628077,3.18823081,0.09925624,0.19522172,0.94705917,0.40436819,0.07464324,0.83416437
-5.62781391,5.39683063,0.61514048,3.19229291,0.10586123,0.19350351,0.94166424,0.40255155,0.07294985,0.81174548
-5.62181091,5.36135511,0.59499870,3.18958462,0.11317048,0.19099912,0.93418708,0.40169524,0.07106370,0.78879755
-5.61580790,5.31691810,0.57552038,3.17867301,0.12103943,0.18774147,0.92453145,0.40158624,0.06898946,0.76509092
-5.60980490,5.26172360,0.55640808,3.15841890,0.12930905,0.18377966,0.91267260,0.40200263,0.06673636,0.74045236
-5.60380190,5.19442002,0.53741042,3.12801411,0.13780836,0.17917859,0.89865934,0.40271805,0.06431794,0.71477213
-5.59779890,5.11413832,0.51832796,3.08700536,0.14635763,0.17401789,0.88261299,0.40350612,0.06175190,0.68800808
-5.59179590,5.02051090,0.49901683,3.03530433,0.15477192,0.16839040,0.86472365,0.40414510,0.05905964,0.66018691
-5.58579290,4.91367174,0.47938989,2.97318407,0.16286511,0.16239997,0.84524376,0.40442241,0.05626582,0.63140268
-5.57978989,4.79423883,0.45941589,2.90126247,0.17045427,0.15615887,0.82447946,0.40413932,0.05339781,0.60181283
-5.57378689,4.66328094,0.43911678,2.82047410,0.17736421,0.14978481,0.80278009,0.40311544,0.05048513,0.57163221
-5.56778389,4.52227099,0.41856350,2.73203233,0.18343198,0.14339768,0.78052638,0.40119304,0.04755887,0.54112534
-5.56178089,4.37302912,0.39787070,2.63738385,0.18851136,0.13711624,0.75811788,0.39824113,0.04465111,0.51059768
-5.55577789,4.21765859,0.37719068,2.53815802,0.19247691,0.13105469,0.73596016,0.39415902,0.04179446,0.48038618
-5.54977489,4.05847761,0.35670693,2.43611352,0.19522753,0.12531955,0.71445233,0.38887929,0.03902158,0.45084974
-5.54377189,3.89795043,0.33662766,2.33308477,0.19668936,0.12000675,0.69397545,0.38237004,0.03636486,0.42236004
-5.53776888,3.73862040,0.31717943,2.23093036,0.19681781,0.11519915,0.67488218,0.37463626,0.03385612,0.39529302
-5.53176588,3.58304747,0.29860136,2.13148548,0.19559871,0.11096457,0.65748818,0.36572026,0.03152644,0.37002137
-5.52576288,3.43375204,0.28113974,2.03651988,0.19304840,0.10735441,0.64206537,0.35570097,0.02940601,0.34690822
-5.51975988,3.29316654,0.26504343,1.94770247,0.18921286,0.10440291,0.62883735,0.34469229,0.02752413,0.32630205
-5.51375688,3.16359523,0.25055977,1.86657318,0.18416585,0.10212705,0.61797697,0.33284028,0.02590915,0.30853285
-5.50775388,3.04718251,0.23793112,1.79452214,0.17800614,0.10052707,0.60960602,0.32031938,0.02458847,0.29390923
-5.50175088,2.94588904,0.22739183,1.73277590,0.17085394,0.09958759,0.60379686,0.30732784,0.02358855,0.28271649
-5.49574787,2.86147467,0.21916551,1.68238978,0.16284682,0.09927920,0.60057570,0.29408223,0.02293480,0.27521516
-5.48974487,2.79548685,0.21346228,1.64424538,0.15413508,0.09956051,0.59992725,0.28081153,0.02265152,0.27163970
-5.48374187,2.74925269,0.21047609,1.61905175,0.14487697,0.10038045,0.60180031,0.26775077,0.02276163,0.27219716
-5.47773887,2.72387309,0.21038160,1.60734893,0.13523391,0.10168078,0.60611378,0.25513454,0.02328635,0.27706530
-5.47173587,2.72021707,0.21333076,1.60951224,0.12536582,0.10339863,0.61276277,0.24319058,0.02424480,0.28639006
-5.46573287,2.73891500,0.21944878,1.62575618,0.11542690,0.10546892,0.62162433,0.23213355,0.02565342,0.30028205
-5.45972986,2.78034947,0.22882969,1.65613672,0.10556181,0.10782666,0.63256237,0.22215933,0.02752534,0.31881215
-5.45372686,2.84464336,0.24153134,1.70055135,0.09590258,0.11040891,0.64543152,0.21343992,0.02986965,0.34200620
-5.44772386,2.93164492,0.25757011,1.75873653,0.08656615,0.11315638,0.66007978,0.20611913,0.03269063,0.36983889
-5.44172086,3.04091071,0.27691551,1.83026266,0.07765270,0.11601465,0.67634977,0.20030910,0.03598702,0.40222724
-5.43571786,3.17168733,0.29948501,1.91452723,0.06924469,0.11893491,0.69407865,0.19608789,0.03975127,0.43902417
-5.42971486,3.32289409,0.32513935,2.01074700,0.06140663,0.12187437,0.71309699,0.19349807,0.04396899,0.48001251
-5.42371186,3.49310858,0.35367886,2.11795074,0.05418547,0.12479615,0.73322667,0.19254634,0.04861852,0.52490013
-5.41770885,3.68055787,0.38484110,2.23497405,0.04761158,0.12766903,0.75427836,0.19320429,0.05367071,0.57331689
-5.41170585,3.88311795,0.41830026,2.36045804,0.04170012,0.13046679,0.77604891,0.19541018,0.05908906,0.62481381
-5.40570285,4.09832384,0.45366866,2.49285351,0.03645281,0.13316749,0.79831917,0.19907165,0.06483008,0.67886516
-5.39969985,4.32339262,0.49050060,2.63043230,0.03185985,0.13575269,0.82085265,0.20406945,0.07084410,0.73487373
-5.39369685,4.55526081,0.52829874,2.77130684,0.02790203,0.13820667,0.84339544,0.21026180,0.07707628,0.79217958
-5.38769385,4.79063684,0.56652300,2.91345877,0.02455274,0.14051574,0.86567766,0.21748951,0.08346811,0.85007232
-5.38169085,5.02606827,0.60460191,3.05477660,0.02177997,0.14266778,0.88741668,0.22558147,0.08995909,0.90780666
-5.37568784,5.25802255,0.64194603,3.19310203,0.01954809,0.14465193,0.90832204,0.23436047,0.09648862,0.96462086
-5.36968484,5.48297864,0.67796313,3.32628353,0.01781946,0.14645850,0.92810198,0.24364902,0.10299812,1.01975736
-5.36368184,5.69752627,0.71207442,3.45223546,0.01655574,0.14807907,0.94647129,0.25327499,0.10943308,1.07248476
-5.35767884,5.89846836,0.74373132,3.56900010,0.01571893,0.14950680,0.96316002,0.26307679,0.11574508,1.12212022
-5.35167584,6.08292166,0.77243172,3.67480973,0.01527214,0.15073676,0.97792242,0.27290796,0.12189355,1.16805095
-5.34567284,6.24841028,0.79773535,3.76814561,0.01518002,0.15176637,0.99054569,0.28264081,0.12784725,1.20975380
-5.33966983,6.39294690,0.81927705,3.84779042,0.01540905,0.15259570,1.00085762,0.29216905,0.13358530,1.24681179
-5.33366683,6.51509670,0.83677756,3.91287119,0.01592747,0.15322778,1.00873279,0.30140921,0.13909762,1.27892656
-5.32766383,6.61401986,0.85005112,3.96288991,0.01670514,0.15366856,1.01409651,0.31030082,0.14438490,1.30592594
-5.32166083,6.68948953,0.85900943,3.99773964,0.01771320,0.15392679,1.01692644,0.31880529,0.14945780,1.32776610
-5.31565783,6.74188359,0.86366180,4.01770473,0.01892363,0.15401352,1.01725144,0.32690359,0.15433564,1.34452801
-5.30965483,6.77214993,0.86411142,4.02344464,0.02030883,0.15394142,1.01514764,0.33459284,0.15904449,1.35640837
-5.30365183,6.78174653,0.86054799,4.01596185,0.02184111,0.15372386,1.01073213,0.34188206,0.16361477,1.36370531
-5.29764882,6.77255940,0.85323706,3.99655512,0.02349234,0.15337380,1.00415436,0.34878722,0.16807848,1.36679968
-5.29164582,6.74680255,0.84250671,3.96676056,0.02523355,0.15290260,0.99558606,0.35532606,0.17246620,1.36613291
-5.28564282,6.70690542,0.82873229,3.92828341,0.02703482,0.15231882,0.98521016,0.36151291,0.17680411,1.36218274
-5.27963982,6.65539413,0.81232002,3.88292429,0.02886511,0.15162714,0.97320961,0.36735381,0.18111105,1.35543799
-5.27363682,6.59477306,0.79369036,3.83250378,0.03069244,0.15082745,0.95975677,0.37284234,0.18539593,1.34637401
-5.26763382,6.52741346,0.77326199,3.77878956,0.03248407,0.14991426,0.94500411,0.37795648,0.18965565,1.33543003
-5.26163082,6.45545527,0.75143716,3.72342994,0.03420695,0.14887645,0.92907696,0.38265652,0.19387358,1.32298966
-5.25562781,6.38072733,0.72858922,3.66789725,0.03582824,0.14769739,0.91206861,0.38688443,0.19801878,1.30936562
-5.24962481,6.30469029,0.70505264,3.61344417,0.03731596,0.14635557,0.89403821,0.39056455,0.20204604,1.29478936
-5.24362181,6.22840469,0.68111604,3.56107488,0.03863974,0.14482550,0.87501148,0.39360576,0.20589668,1.27940612
-5.23761881,6.15252542,0.65701833,3.51153229,0.03977161,0.14307912,0.85498413,0.39590481,0.20950026,1.26327541
-5.23161581,6.07732193,0.63294784,3.46530146,0.04068675,0.14108738,0.83392775,0.39735084,0.21277683,1.24637672
-5.22561281,6.00272194,0.60904434,3.42262831,0.04136425,0.13882207,0.81179757,0.39783064,0.21564001,1.22861993
-5.21960980,5.92837531,0.58540344,3.38355196,0.04178776,0.13625767,0.78854157,0.39723451,0.21800032,1.20985960
-5.21360680,5.85373304,0.56208294,3.34794801,0.04194605,0.13337326,0.76411028,0.39546216,0.21976895,1.18991212
-5.20760380,5.77813613,0.53911054,3.31557956,0.04183335,0.13015417,0.73846646,0.39242856,0.22086159,1.16857446
-5.20160080,5.70090799,0.51649227,3.28615232,0.04144958,0.12659340,0.71159407,0.38806916,0.22120213,1.14564361
-5.19559780,5.62144462,0.49422103,3.25937003,0.04080038,0.12269272,0.68350586,0.38234438,0.22072612,1.12093522
-5.18959480,5.53929636,0.47228470,3.23498626,0.03989690,0.11846328,0.65424917,0.37524293,0.21938380,1.09430051
-5.18359180,5.45423644,0.45067330,3.21284920,0.03875544,0.11392583,0.62390946,0.36678396,0.21714248,1.06564055
-5.17758879,5.36631180,0.42938486,3.19293629,0.03739694,0.10911040,0.59261152,0.35701780,0.21398828,1.03491719
-5.17158579,5.27587320,0.40842968,3.17537639,0.03584627,0.10405561,0.56051828,0.34602537,0.20992711,1.00216002
-5.16558279,5.18358302,0.38783287,3.16045781,0.03413142,0.09880747,0.52782736,0.33391624,0.20498481,0.96746939
-5.15957979,5.09040011,0.36763528,3.14862162,0.03228270,0.09341791,0.49476565,0.32082546,0.19920654,0.93101526
-5.15357679,4.99754302,0.34789262,3.14044042,0.03033179,0.08794305,0.46158231,0.30690942,0.19265546,0.89303236
-5.14757379,4.90643361,0.32867336,3.13658371,0.02831083,0.08244133,0.42854071,0.29234093,0.18541077,0.85381192
-5.14157079,4.81862475,0.31005533,3.13777182,0.02625164,0.07697149,0.39590967,0.27730378,0.17756517,0.81369075
-5.13556778,4.73571618,0.29212163,3.14472129,0.02418493,0.07159071,0.36395476,0.26198700,0.16922203,0.77303837
-5.12956478,4.65926373,0.27495598,3.15808471,0.02213961,0.06635284,0.33292989,0.24657932,0.16049222,0.73224294
-5.12356178,4.59068717,0.25863804,3.17838901,0.02014236,0.06130680,0.30306977,0.23126374,0.15149092,0.69169684
-5.11755878,4.53118204,0.24323890,3.20597587,0.01821719,0.05649533,0.27458363,0.21621280,0.14233445,0.65178272
-5.11155578,4.48164075,0.22881715,3.24094809,0.01638527,0.05195402,0.24765028,0.20158448,0.13313729,0.61286071
-5.10555278,4.44258757,0.21541567,3.28312562,0.01466487,0.04771070,0.22241482,0.18751904,0.12400943,0.57525736
-5.09954977,4.41413136,0.20305944,3.33201414,0.01307144,0.04378518,0.19898706,0.17413675,0.11505407,0.53925684
-5.09354677,4.39593908,0.19175433,3.38678886,0.01161782,0.04018935,0.17744148,0.16153674,0.10636589,0.50509469
-5.08754377,4.38723184,0.18148713,3.44629497,0.01031462,0.03692757,0.15781880,0.14979671,0.09802972,0.47295435
-5.08154077,4.38680408,0.17222656,3.50906558,0.00917059,0.03399741,0.14012883,0.13897374,0.09011982,0.44296636
-5.07553777,4.39306525,0.16392541,3.57335695,0.00819312,0.03139053,0.12435449,0.12910580,0.08269961,0.41521025
-5.06953477,4.40410223,0.15652349,3.63719970,0.00738874,0.02909379,0.11045663,0.12021406,0.07582195,0.38971877
-5.06353177,4.41775942,0.14995140,3.69846396,0.00676368,0.02709054,0.09837955,0.11230573,0.06952973,0.36648417
-5.05752876,4.43173271,0.14413480,3.75493555,0.00632428,0.02536186,0.08805677,0.10537726,0.06385691,0.34546602
-5.05152576,4.44367261,0.13899894,3.80439957,0.00607750,0.02388789,0.07941692,0.09941771,0.05882967,0.32660013
-5.04552276,4.45129162,0.13447346,3.84472740,0.00603124,0.02264915,0.07238949,0.09441218,0.05446784,0.30980805
-5.03951976,4.45247018,0.13049690,3.87396286,0.00619459,0.02162768,0.06691026,0.09034498,0.05078622,0.29500657
-5.03351676,4.44535636,0.12702105,3.89040324,0.00657797,0.02080814,0.06292619,0.08720249,0.04779598,0.28211682
-5.02751376,4.42845404,0.12401479,3.89267128,0.00719312,0.02017877,0.06039969,0.08497553,0.04550579,0.27107245
-5.02151076,4.40069552,0.12146719,3.87977441,0.00805295,0.01973210,0.05931222,0.08366108,0.04392276,0.26182655
-5.01550775,4.36149495,0.11939008,3.85114853,0.00917119,0.01946556,0.05966693,0.08326330,0.04305305,0.25435698
-5.00950475,4.31078030,0.11781958,3.80668416,0.01056196,0.01938182,0.06149061,0.08379384,0.04290212,0.24866992
-5.00350175,4.24900237,0.11681686,3.74673396,0.01223910,0.01948901,0.06483467,0.08527132,0.04347466,0.24480151
-4.99749875,4.17712085,0.11646799,3.67210138,0.01421545,0.01980065,0.06977514,0.08772003,0.04477401,0.24281757
-4.99149575,4.09656837,0.11688283,3.58401128,0.01650192,0.02033545,0.07641192,0.09116807,0.04680135,0.24281139
-4.98549275,4.00919464,0.11819311,3.48406442,0.01910656,0.02111691,0.08486696,0.09564468,0.04955447,0.24489988
-4.97948974,3.91719374,0.12054961,3.37417814,0.02203354,0.02217273,0.09528164,0.10117730,0.05302636,0.24921808
-4.97348674,3.82301838,0.12411862,3.25651660,0.02528213,0.02353408,0.10781317,0.10778813,0.05720357,0.25591252
-4.96748374,3.72928539,0.12907768,3.13341408,0.02884570,0.02523468,0.12263018,0.11549066,0.06206460,0.26513352
-4.96148074,3.63867711,0.13561068,3.00729521,0.03271088,0.02730979,0.13990747,0.12428615,0.06757822,0.27702693
-4.95547774,3.55384326,0.14390240,2.88059597,0.03685683,0.02979504,0.15981988,0.13416037,0.07370210,0.29172558
-4.94947474,3.47730779,0.15413267,2.75568908,0.04125472,0.03272520,0.18253556,0.14508073,0.08038158,0.30934070
-4.94347174,3.41138450,0.16647006,2.63481694,0.04586750,0.03613280,0.20820852,0.15699397,0.08754897,0.32995381
-4.93746873,3.35810496,0.18106547,2.52003486,0.05064993,0.04004678,0.23697069,0.16982458,0.09512325,0.35360919
-4.93146573,3.31916105,0.19804544,2.41316633,0.05554896,0.04449099,0.26892363,0.18347407,0.10301033,0.38030729
-4.92546273,3.29586391,0.21750564,2.31577169,0.06050448,0.04948282,0.30413012,0.19782113,0.11110396,0.40999926
-4.91945973,3.28911988,0.23950445,2.22913032,0.06545037,0.05503174,0.34260582,0.21272276,0.11928722,0.44258276
-4.91345673,3.29942328,0.26405693,2.15423606,0.07031589,0.06113804,0.38431131,0.22801631,0.12743460,0.47789926
-4.90745373,3.32686496,0.29112943,2.09180457,0.07502741,0.06779155,0.42914479,0.24352246,0.13541464,0.51573276
-4.90145073,3.37115469,0.32063488,2.04229082,0.07951027,0.07497069,0.47693589,0.25904888,0.14309303,0.55581013
-4.89544772,3.43165505,0.35242928,2.00591445,0.08369090,0.08264160,0.52744077,0.27439461,0.15033600,0.59780293
-4.88944472,3.50742395,0.38630931,1.98269038,0.08749898,0.09075770,0.58033899,0.28935489,0.15701399,0.64133080
-4.88344172,3.59726265,0.42201153,1.97246184,0.09086959,0.09925941,0.63523247,0.30372619,0.16300528,0.68596629
-4.87743872,3.69976624,0.45921326,1.97493330,0.09374520,0.10807444,0.69164672,0.31731142,0.16819957,0.73124095
-4.87143572,3.81337357,0.49753527,1.98970052,0.09607756,0.11711830,0.74903471,0.32992480,0.17250125,0.77665275
-4.86543272,3.93641402,0.53654648,2.01627600,0.09782922,0.12629538,0.80678337,0.34139657,0.17583227,0.82167444
-4.85942971,4.06714915,0.57577061,2.05410790,0.09897466,0.13550042,0.86422282,0.35157702,0.17813442,0.86576293
-4.85342671,4.20380740,0.61469474,2.10259176,0.09950113,0.14462037,0.92063824,0.36033992,0.17937095,0.90836916
-4.84742371,4.34461140,0.65277972,2.16107454,0.09940886,0.15353675,0.97528414,0.36758508,0.17952753,0.94894865
-4.84142071,4.48779741,0.68947203,2.22885149,0.09871095,0.16212819,1.02740064,0.37324010,0.17861237,0.98697210
-4.83541771,4.63162760,0.72421692,2.30515687,0.09743269,0.17027345,1.07623135,0.37726123,0.17665563,1.02193603
-4.82941471,4.77439623,0.75647233,2.38915020,0.09561054,0.17785443,1.12104226,0.37963335,0.17370807,1.05337317
-4.82341171,4.91443135,0.78572309,2.47989996,0.09329072,0.18475936,1.16114093,0.38036910,0.16983917,1.08086220
-4.81740870,5.05009400,0.81149504,2.57636737,0.09052746,0.19088594,1.19589528,0.37950740,0.16513461,1.10403684
-4.81140570,5.17977706,0.83336829,2.67739251,0.08738112,0.19614436,1.22475133,0.37711124,0.15969339,1.12259371
-4.80540270,5.30190576,0.85098930,2.78168533,0.08391615,0.20045996,1.24724903,0.37326517,0.15362471,1.13629907
-4.79939970,5.41494196,0.86408122,2.88782362,0.08019900,0.20377558,1.26303563,0.36807234,0.14704469,1.14499407
-4.79339670,5.51739359,0.87245201,2.99425978,0.07629622,0.20605350,1.27187607,0.36165147,0.14007318,1.14859829
-4.78739370,5.60783049,0.87600010,3.09933736,0.07227256,0.20727665,1.27365986,0.35413373,0.13283060,1.14711175
-4.78139070,5.68490688,0.87471734,3.20131792,0.06818940,0.20744941,1.26840418,0.34565976,0.12543518,1.14061493
-4.77538769,5.74739041,0.86868904,3.29841771,0.06410341,0.20659765,1.25625326,0.33637676,0.11800043,1.12926720
-4.76938469,5.79419671,0.85809126,3.38885322,0.06006557,0.20476817,1.23747389,0.32643598,0.11063311,1.11330344
-4.76338169,5.82442792,0.84318541,3.47089357,0.05612042,0.20202746,1.21244739,0.31599032,0.10343156,1.09302899
-4.75737869,5.83741294,0.82431037,3.54291732,0.05230569,0.19845999,1.18165844,0.30519234,0.09648457,1.06881322
-4.75137569,5.83274695,0.80187261,3.60347072,0.04865230,0.19416588,1.14568123,0.29419249,0.08987057,1.04108171
-4.74537269,5.81032723,0.77633456,3.65132408,0.04518445,0.18925815,1.10516352,0.28313762,0.08365736,1.01030743
-4.73936968,5.77038256,0.74820183,3.68552304,0.04192014,0.18385967,1.06080935,0.27216965,0.07790206,0.97700108
-4.73336668,5.71349342,0.71800973,3.70543139,0.03887170,0.17809989,1.01336094,0.26142451,0.07265145,0.94170082
-4.72736368,5.64060085,0.68630960,3.71076290,0.03604657,0.17211133,0.96358056,0.25103105,0.06794244,0.90496177
-4.72136068,5.55300225,0.65365538,3.70159960,0.03344803,0.16602625,0.91223305,0.24111018,0.06380282,0.86734551
-4.71535768,5.45233314,0.62059095,3.67839552,0.03107608,0.15997320,0.86006937,0.23177396,0.06025199,0.82940981
-4.70935468,5.34053505,0.58763854,3.64196482,0.02892820,0.15407398,0.80781180,0.22312479,0.05730179,0.79169889
-4.70335168,5.21981006,0.55528849,3.59345505,0.02700009,0.14844071,0.75614114,0.21525461,0.05495738,0.75473447
-4.69734867,5.09256399,0.52399075,3.53430642,0.02528634,0.14317340,0.70568612,0.20824421,0.05321799,0.71900780
-4.69134567,4.96134054,0.49414810,3.46619942,0.02378100,0.13835793,0.65701524,0.20216262,0.05207775,0.68497281
-4.68534267,4.82874945,0.46611124,3.39099328,0.02247801,0.13406449,0.61063096,0.19706663,0.05152635,0.65304068
-4.67933967,4.69739239,0.44017581,3.31065869,0.02137158,0.13034661,0.56696639,0.19300060,0.05154969,0.62357572
-4.67333667,4.56978996,0.41658119,3.22720820,0.02045642,0.12724072,0.52638416,0.18999640,0.05213051,0.59689285
-4.66733367,4.44831374,0.39551099,3.14262785,0.01972789,0.12476633,0.48917737,0.18807372,0.05324893,0.57325647
-4.66133067,4.33512642,0.37709509,3.05881353,0.01918210,0.12292670,0.45557235,0.18724062,0.05488290,0.55288085
-4.65532766,4.23213287,0.36141299,2.97751494,0.01881592,0.12171008,0.42573293,0.18749449,0.05700874,0.53593176
-4.64932466,4.14094412,0.34849818,2.90028952,0.01862692,0.12109138,0.39976586,0.18882319,0.05960150,0.52252937
-4.64332166,4.06285547,0.33834338,2.82846818,0.01861334,0.12103433,0.37772719,0.19120652,0.06263535,0.51275200
