energy_ev,total_up,N_s_up,N_p_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-5.56178089,7.42637159,0.03008282,0.67955348,1.60273463,2.88781977,0.13267993,3.03253958
-5.55577789,7.25655602,0.02944327,0.67381390,1.55724198,2.82825658,0.13059987,2.95456429
-5.54977489,7.07041426,0.02873688,0.66586255,1.50983316,2.76169148,0.12823179,2.87004951
-5.54377189,6.86910795,0.02796952,0.65566490,1.46075343,2.68856799,0.12558358,2.77961582
-5.53776888,6.65394321,0.02714723,0.64321804,1.41025836,2.60939049,0.12266608,2.68394222
-5.53176588,6.42637326,0.02627618,0.62855475,1.35861888,2.52472285,0.11949345,2.58376394
-5.52576288,6.18799671,0.02536260,0.61174637,1.30612561,2.43518537,0.11608345,2.47986888
-5.51975988,5.94055096,0.02441268,0.59290430,1.25309203,2.34145020,0.11245756,2.37309243
-5.51375688,5.68590041,0.02343260,0.57217993,1.19985615,2.24423514,0.10864103,2.26431060
-5.50775388,5.42601937,0.02242846,0.54976307,1.14678064,2.14429594,0.10466267,2.15443149
-5.50175088,5.16297023,0.02140624,0.52587873,1.09425113,2.04241736,0.10055465,2.04438536
-5.49574787,4.89887753,0.02037183,0.50078263,1.04267291,1.93940330,0.09635211,1.93511342
-5.48974487,4.63589878,0.01933100,0.47475532,0.99246605,1.83606628,0.09209264,1.82755585
-5.48374187,4.37619333,0.01828938,0.44809544,0.94405925,1.73321682,0.08781575,1.72263933
-5.47773887,4.12189042,0.01725248,0.42111225,0.89788276,1.63165299,0.08356227,1.62126459
-5.47173587,3.87505762,0.01622571,0.39411779,0.85436059,1.53215046,0.07937373,1.52429443
-5.46573287,3.63767093,0.01521432,0.36741902,0.81390251,1.43545352,0.07529166,1.43254254
-5.45972986,3.41158740,0.01422347,0.34131030,0.77689618,1.34226723,0.07135707,1.34676358
-5.45372686,3.19852122,0.01325817,0.31606632,0.74369960,1.25325075,0.06760977,1.26764461
-5.44772386,3.00002379,0.01232333,0.29193604,0.71463444,1.16901213,0.06408789,1.19579829
-5.44172086,2.81746804,0.01142367,0.26913756,0.68998008,1.09010429,0.06082736,1.13175768
-5.43571786,2.65203711,0.01056380,0.24785419,0.66996898,1.01702232,0.05786142,1.07597279
-5.42971486,2.50471721,0.00974812,0.22823180,0.65478300,0.95020169,0.05522026,1.02880875
-5.42371186,2.37629427,0.00898084,0.21037748,0.64455107,0.89001733,0.05293061,0.99054535
-5.41770885,2.26735390,0.00826595,0.19435934,0.63934794,0.83678327,0.05101542,0.96137788
-5.41170585,2.17828408,0.00760720,0.18020758,0.63919402,0.79075257,0.04949354,0.94141886
-5.40570285,2.10928005,0.00700805,0.16791655,0.64405623,0.75211749,0.04837947,0.93070055
-5.39969985,2.06035070,0.00647167,0.15744758,0.65384964,0.72100954,0.04768310,0.92917797
-5.39369685,2.03132622,0.00600092,0.14873266,0.66843985,0.69749950,0.04740948,0.93673221
-5.38769385,2.02186648,0.00559832,0.14167846,0.68764597,0.68159737,0.04755874,0.95317397
-5.38169085,2.03147001,0.00526606,0.13617077,0.71124399,0.67325226,0.04812589,0.97824721
-5.37568784,2.05948365,0.00500599,0.13207903,0.73897060,0.67235242,0.04910089,1.01163290
-5.36968484,2.10511272,0.00481961,0.12926087,0.77052729,0.67872557,0.05046862,1.05295295
-5.36368184,2.16743215,0.00470809,0.12756646,0.80558466,0.69213986,0.05220909,1.10177445
-5.35767884,2.24539868,0.00467232,0.12684266,0.84378705,0.71230555,0.05429767,1.15761427
-5.35167584,2.33786437,0.00471285,0.12693675,0.88475726,0.73887781,0.05670548,1.21994419
-5.34567284,2.44359185,0.00483002,0.12769983,0.92810158,0.77146073,0.05939986,1.28819676
-5.33966983,2.56127123,0.00502389,0.12898972,0.97341491,0.80961271,0.06234497,1.36177184
-5.33366683,2.68953883,0.00529434,0.13067346,1.02028607,0.85285333,0.06550249,1.44004399
-5.32766383,2.82699755,0.00564104,0.13262926,1.06830316,0.90067155,0.06883238,1.52237054
-5.32166083,2.97223855,0.00606351,0.13474812,1.11705899,0.95253509,0.07229370,1.60810034
-5.31565783,3.12386361,0.00656111,0.13693491,1.16615636,1.00790087,0.07584549,1.69658281
-5.30965483,3.28050767,0.00713306,0.13910913,1.21521314,1.06622590,0.07944756,1.78717724
-5.30365183,3.44086053,0.00777843,0.14120523,1.26386694,1.12697833,0.08306129,1.87926169
-5.29764882,3.60368693,0.00849612,0.14317264,1.31177928,1.18964822,0.08665039,1.97224136
-5.29164582,3.76784389,0.00928483,0.14497547,1.35863896,1.25375727,0.09018144,2.06555586
-5.28564282,3.93229476,0.01014306,0.14659188,1.40416471,1.31886730,0.09362440,2.15868508
-5.27963982,4.09611878,0.01106903,0.14801326,1.44810670,1.38458682,0.09695288,2.25115334
-5.27363682,4.25851612,0.01206067,0.14924312,1.49024714,1.45057544,0.10014435,2.34253160
-5.26763382,4.41880770,0.01311553,0.15029583,1.53039976,1.51654593,0.10318003,2.43243766
-5.26163082,4.57643009,0.01423076,0.15119518,1.56840830,1.58226375,0.10604480,2.52053435
-5.25562781,4.73092585,0.01540304,0.15197275,1.60414410,1.64754420,0.10872684,2.60652598
-5.24962481,4.88192987,0.01662857,0.15266631,1.63750300,1.71224741,0.11121720,2.69015343
-5.24362181,5.02915292,0.01790301,0.15331799,1.66840182,1.77627165,0.11350934,2.77118823
-5.23761881,5.17236351,0.01922145,0.15397263,1.69677464,1.83954530,0.11559859,2.84942635
-5.23161581,5.31136946,0.02057844,0.15467603,1.72256922,1.90201835,0.11748159,2.92468232
-5.22561281,5.44600084,0.02196796,0.15547332,1.74574388,1.96365381,0.11915585,2.99678419
-5.21960980,5.57609537,0.02338346,0.15640750,1.76626517,2.02442000,0.12061936,3.06557012
-5.21360680,5.70148785,0.02481786,0.15751808,1.78410640,2.08428413,0.12187029,3.13088700
-5.20760380,5.82200452,0.02626366,0.15884002,1.79924742,2.14320777,0.12290684,3.19259142
-5.20160080,5.93746286,0.02771292,0.16040286,1.81167557,2.20114463,0.12372728,3.25055329
-5.19559780,6.04767745,0.02915739,0.16223013,1.82138791,2.25804087,0.12433008,3.30466196
-5.18959480,6.15247129,0.03058854,0.16433907,1.82839446,2.31383783,0.12471422,3.35483469
-5.18359180,6.25169239,0.03199769,0.16674061,1.83272245,2.36847726,0.12487961,3.40102698
-5.17758879,6.34523421,0.03337608,0.16943969,1.83442117,2.42190839,0.12482764,3.44324413
-5.17158579,6.43305891,0.03471495,0.17243574,1.83356706,2.47409652,0.12456172,3.48155322
-5.16558279,6.51522152,0.03600569,0.17572350,1.83026881,2.52503225,0.12408794,3.51609476
-5.15957979,6.59189329,0.03723994,0.17929397,1.82467188,2.57474073,0.12341567,3.54709284
-5.15357679,6.66338247,0.03840972,0.18313546,1.81696213,2.62329002,0.12255808,3.57486319
-5.14757379,6.73015055,0.03950755,0.18723483,1.80736829,2.67079774,0.12153262,3.59981806
-5.14157079,6.79282255,0.04052663,0.19157860,1.79616288,2.71743532,0.12036138,3.62246739
-5.13556778,6.85218991,0.04146097,0.19615410,1.78366130,2.76342926,0.11907123,3.64341571
-5.12956478,6.90920524,0.04230555,0.20095051,1.77021921,2.80905897,0.11769388,3.66335451
-5.12356178,6.96496838,0.04305649,0.20595967,1.75622792,2.85465092,0.11626573,3.68305008
-5.11755878,7.02070381,0.04371120,0.21117673,1.74210792,2.90056925,0.11482746,3.70332689
-5.11155578,7.07772998,0.04426849,0.21660050,1.72830089,2.94720291,0.11342359,3.72504710
-5.10555278,7.13742147,0.04472871,0.22223353,1.71526011,2.99494999,0.11210172,3.74908686
-5.09954977,7.20116534,0.04509378,0.22808189,1.70343992,3.04419979,0.11091173,3.77631002
-5.09354677,7.27031340,0.04536724,0.23415464,1.69328429,3.09531348,0.10990477,3.80754051
-5.08754377,7.34613239,0.04555421,0.24046306,1.68521512,3.14860432,0.10913218,3.84353420
-5.08154077,7.42975387,0.04566128,0.24701956,1.67962057,3.20431832,0.10864435,3.88495143
-5.07553777,7.52212620,0.04569631,0.25383646,1.67684377,3.26261642,0.10848947,3.93233124
-5.06953477,7.62397034,0.04566825,0.26092457,1.67717252,3.32355902,0.10871237,3.98606826
-5.06353177,7.73574143,0.04558676,0.26829175,1.68083002,3.38709361,0.10935326,4.04639310
-5.05752876,7.85759759,0.04546188,0.27594136,1.68796727,3.45304618,0.11044659,4.11335708
-5.05152576,7.98937721,0.04530358,0.28387088,1.69865715,3.52111679,0.11201999,4.18682164
-5.04552276,8.13058568,0.04512134,0.29207058,1.71289058,3.59087955,0.11409329,4.26645313
-5.03951976,8.28039194,0.04492367,0.30052245,1.73057483,3.66178697,0.11667768,4.35172278
-5.03351676,8.43763506,0.04471769,0.30919929,1.75153404,3.73317857,0.11977508,4.44191230
-5.02751376,8.60084070,0.04450870,0.31806421,1.77551215,3.80429332,0.12337760,4.53612459
-5.02151076,8.76824675,0.04429989,0.32707039,1.80217793,3.87428539,0.12746730,4.63329955
-5.01550775,8.93783753,0.04409204,0.33616121,1.83113232,3.94224267,0.13201608,4.73223437
-5.00950475,9.10738530,0.04388343,0.34527072,1.86191770,4.00720733,0.13698588,4.83160793
-5.00350175,9.27449810,0.04366982,0.35432449,1.89402887,4.06819769,0.14232902,4.93000848
-4.99749875,9.43667225,0.04344453,0.36324071,1.92692561,4.12423068,0.14798882,5.02596407
-4.99149575,9.59134830,0.04319874,0.37193166,1.96004626,4.17434434,0.15390045,5.11797488
-4.98549275,9.73596890,0.04292182,0.38030533,1.99282208,4.21761956,0.15999196,5.20454657
-4.97948974,9.86803690,0.04260179,0.38826727,2.02469186,4.25320066,0.16618548,5.28422399
-4.97348674,9.98517251,0.04222595,0.39572255,2.05511635,4.28031443,0.17239866,5.35562418
-4.96748374,10.08516800,0.04178143,0.40257780,2.08359209,4.29828706,0.17854619,5.41746807
-4.96148074,10.16603857,0.04125587,0.40874323,2.10966405,4.30655896,0.18454142,5.46860992
-4.95547774,10.22606851,0.04063807,0.41413465,2.13293688,4.30469713,0.19029815,5.50806388
-4.94947474,10.26385139,0.03991858,0.41867537,2.15308416,4.29240505,0.19573236,5.53502690
-4.94347174,10.27832371,0.03909022,0.42229797,2.16985558,4.26953004,0.20076398,5.54889764
-4.93746873,10.26879107,0.03814855,0.42494597,2.18308163,4.23606802,0.20531863,5.54929070
-4.93146573,10.23494676,0.03709214,0.42657526,2.19267589,4.19216584,0.20932928,5.53604597
-4.92546273,10.17688211,0.03592277,0.42715534,2.19863471,4.13812106,0.21273781,5.50923296
-4.91945973,10.09508874,0.03464550,0.42667042,2.20103452,4.07437938,0.21549639,5.46914987
-4.91345673,9.99045248,0.03326850,0.42512021,2.20002680,4.00152963,0.21756864,5.41631757
-4.90745373,9.86423927,0.03180283,0.42252055,2.19583106,3.92029644,0.21893064,5.35146862
-4.90145073,9.71807318,0.03026213,0.41890379,2.18872596,3.83153065,0.21957156,5.27553151
-4.89544772,9.55390677,0.02866210,0.41431890,2.17903915,3.73619739,0.21949405,5.18961058
-4.88944472,9.37398444,0.02701999,0.40883135,2.16713588,3.63536199,0.21871428,5.09496183
-4.88344172,9.18079902,0.02535406,0.40252269,2.15340692,3.53017362,0.21726161,4.99296535
-4.87743872,8.97704234,0.02368292,0.39548986,2.13825615,3.42184705,0.21517791,4.88509464
-4.87143572,8.76555054,0.02202502,0.38784406,2.12208794,3.31164231,0.21251644,4.77288360
-4.86543272,8.54924491,0.02039805,0.37970947,2.10529482,3.20084282,0.20934051,4.65789183
-4.85942971,8.33106944,0.01881848,0.37122137,2.08824567,3.09073214,0.20572165,4.54166887
-4.85342671,8.11392638,0.01730115,0.36252413,2.07127456,2.98256979,0.20173759,4.42571838
-4.84742371,7.90061122,0.01585892,0.35376863,2.05467071,2.87756672,0.19747001,4.31146302
-4.84142071,7.69374898,0.01450246,0.34510948,2.03866965,2.77686103,0.19300207,4.20021110
-4.83541771,7.49573353,0.01324013,0.33670190,2.02344591,2.68149464,0.18841598,4.09312593
-4.82941471,7.30867212,0.01207791,0.32869830,2.00910751,2.59239169,0.18379049,3.99119906
-4.82341171,7.13433714,0.01101948,0.32124485,1.99569245,2.51033957,0.17919862,3.89522828
-4.81740870,6.97412703,0.01006634,0.31447782,1.98316744,2.43597308,0.17470550,3.80580153
-4.81140570,6.82903830,0.00921799,0.30852012,1.97142916,2.36976280,0.17036667,3.72328728
-4.80540270,6.69964997,0.00847225,0.30347791,1.96030801,2.31200792,0.16622663,3.64783231
-4.79939970,6.58612159,0.00782548,0.29943760,1.94957462,2.26283415,0.16231798,3.57936697
-4.79339670,6.48820539,0.00727294,0.29646323,1.93894884,2.22219685,0.15866094,3.51761817
-4.78739370,6.40527216,0.00680909,0.29459439,1.92811125,2.18988940,0.15526351,3.46212970
-4.78139070,6.33635040,0.00642795,0.29384486,1.91671675,2.16555647,0.15212195,3.41228914
-4.77538769,6.28017695,0.00612341,0.29420190,1.90440979,2.14871185,0.14922189,3.36736059
-4.76938469,6.23525719,0.00588946,0.29562633,1.89084069,2.13875992,0.14653970,3.32652152
-4.76338169,6.19993212,0.00572050,0.29805347,1.87568239,2.13501997,0.14404426,3.28890241
-4.75737869,6.17244923,0.00561150,0.30139479,1.85864680,2.13675230,0.14169887,3.25362729
-4.75137569,6.15103413,0.00555818,0.30554033,1.83949999,2.14318495,0.13946333,3.21985327
-4.74537269,6.13395952,0.00555708,0.31036182,1.81807545,2.15353993,0.13729603,3.18680732
-4.73936968,6.11960852,0.00560560,0.31571626,1.79428468,2.16705784,0.13515591,3.15381852
-4.73336668,6.10652959,0.00570202,0.32145002,1.76812457,2.18302004,0.13300430,3.12034444
-4.72736368,6.09348095,0.00584534,0.32740312,1.73968106,2.20076732,0.13080652,3.08599038
-4.72136068,6.07946284,0.00603524,0.33341373,1.70912885,2.21971475,0.12853316,3.05052096
-4.71535768,6.06373669,0.00627185,0.33932251,1.67672721,2.23936218,0.12616110,3.01386360
-4.70935468,6.04583132,0.00655554,0.34497684,1.64281196,2.25930024,0.12367417,2.97610412
-4.70335168,6.02553644,0.00688671,0.35023464,1.60778405,2.27921216,0.12106350,2.93747505
-4.69734867,6.00288487,0.00726548,0.35496772,1.57209537,2.29887142,0.11832759,2.89833755
-4.69134567,5.97812511,0.00769145,0.35906460,1.53623239,2.31813595,0.11547215,2.85915814
-4.68534267,5.95168624,0.00816348,0.36243264,1.50069856,2.33693936,0.11250967,2.82048176
-4.67933967,5.92413769,0.00867938,0.36499944,1.46599624,2.35527990,0.10945886,2.78290252
-4.67333667,5.89614595,0.00923577,0.36671365,1.43260898,2.37320792,0.10634398,2.74703388
-4.66733367,5.86843069,0.00982795,0.36754492,1.40098504,2.39081242,0.10319404,2.71347941
-4.66133067,5.84172222,0.01044976,0.36748333,1.37152270,2.40820743,0.10004196,2.68280568
-4.65532766,5.81672204,0.01109361,0.36653814,1.34455796,2.42551872,0.09692372,2.65551817
-4.64932466,5.79406787,0.01175053,0.36473607,1.32035501,2.44287137,0.09387740,2.63204095
-4.64332166,5.77430399,0.01241027,0.36211915,1.29909956,2.46037846,0.09094229,2.61270074
-4.63731866,5.75785758,0.01306158,0.35874220,1.28089531,2.47813123,0.08815797,2.59771555
-4.63131566,5.74502110,0.01369241,0.35467020,1.26576311,2.49619078,0.08556331,2.58718781
-4.62531266,5.73594064,0.01429034,0.34997541,1.25364292,2.51458145,0.08319551,2.58110184
-4.61930965,5.73060986,0.01484286,0.34473456,1.24439804,2.53328586,0.08108912,2.57932538
-4.61330665,5.72886898,0.01533789,0.33902610,1.23782119,2.55224146,0.07927504,2.58161442
-4.60730365,5.73040828,0.01576415,0.33292757,1.23364229,2.57133880,0.07777952,2.58762109
-4.60130065,5.73477539,0.01611162,0.32651324,1.23153718,2.59042107,0.07662326,2.59690388
-4.59529765,5.74138592,0.01637192,0.31985198,1.23113725,2.60928517,0.07582052,2.60893977
-4.58929465,5.74953696,0.01653873,0.31300553,1.23203941,2.62768398,0.07537838,2.62313766
-4.58329165,5.75842294,0.01660806,0.30602715,1.23381627,2.64532998,0.07529617,2.63885293
-4.57728864,5.76715380,0.01657854,0.29896064,1.23602634,2.66189997,0.07556509,2.65540260
-4.57128564,5.77477510,0.01645157,0.29183986,1.23822404,2.67704103,0.07616811,2.67208100
-4.56528264,5.78029008,0.01623142,0.28468869,1.23996943,2.69037753,0.07708017,2.68817560
-4.55927964,5.78268350,0.01592524,0.27752142,1.24083772,2.70151914,0.07826870,2.70298305
-4.55327664,5.78094700,0.01554302,0.27034363,1.24042833,2.71006984,0.07969451,2.71582503
-4.54727364,5.77410604,0.01509743,0.26315347,1.23837357,2.71563771,0.08131298,2.72606402
-4.54127064,5.76124767,0.01460361,0.25594326,1.23434686,2.71784533,0.08307568,2.73311861
-4.53526763,5.74154906,0.01407893,0.24870146,1.22807025,2.71634063,0.08493214,2.73647823
-4.52926463,5.71430576,0.01354268,0.24141487,1.21932138,2.71080793,0.08683198,2.73571695
-4.52326163,5.67895917,0.01301574,0.23407088,1.20793938,2.70097873,0.08872712,2.73050617
-4.51725863,5.63512212,0.01252020,0.22665986,1.19382978,2.68664212,0.09057400,2.72062569
-4.51125563,5.58260159,0.01207902,0.21917740,1.17696807,2.66765426,0.09233589,2.70597274
-4.50525263,5.52141734,0.01171562,0.21162635,1.15740178,2.64394658,0.09398487,2.68656873
-4.49924962,5.45181558,0.01145349,0.20401856,1.13525081,2.61553236,0.09550363,2.66256308
-4.49324662,5.37427631,0.01131583,0.19637618,1.11070597,2.58251129,0.09688682,2.63423395
-4.48724362,5.28951365,0.01132508,0.18873252,1.08402542,2.54507157,0.09814198,2.60198529
-4.48124062,5.19846836,0.01150255,0.18113222,1.05552926,2.50348953,0.09928980,2.56634027
-4.47523762,5.10229197,0.01186798,0.17363086,1.02559199,2.45812618,0.10036384,2.52793062
-4.46923462,5.00232250,0.01243909,0.16629402,0.99463321,2.40942099,0.10140958,2.48748212
-4.46323162,4.90005177,0.01323109,0.15919555,0.96310662,2.35788261,0.10248276,2.44579617
-4.45722861,4.79708495,0.01425626,0.15241543,0.93148764,2.30407671,0.10364721,2.40372787
-4.45122561,4.69509328,0.01552337,0.14603709,0.90025997,2.24861128,0.10497204,2.36216093
-4.44522261,4.59576111,0.01703727,0.14014435,0.86990155,2.19211968,0.10652844,2.32198004
-4.43921961,4.50072904,0.01879837,0.13481810,0.84087024,2.13524199,0.10838616,2.28404158
-4.43321661,4.41153505,0.02080220,0.13013293,0.81358989,2.07860520,0.11060977,2.24914333
-4.42721361,4.32955576,0.02303904,0.12615372,0.78843698,2.02280306,0.11325502,2.21799447
-4.42121061,4.25595025,0.02549365,0.12293245,0.76572853,1.96837633,0.11636520,2.19118678
-4.41520760,4.19160871,0.02814504,0.12050543,0.74571167,1.91579419,0.11996803,2.16916829
-4.40920460,4.13710837,0.03096646,0.11889086,0.72855507,1.86543778,0.12407289,2.15222050
-4.40320160,4.09267900,0.03392552,0.11808711,0.71434281,1.81758653,0.12866877,2.14044035
-4.39719860,4.05817963,0.03698451,0.11807156,0.70307076,1.77240800,0.13372302,2.13372786
-4.39119560,4.03308841,0.04010092,0.11880034,0.69464572,1.72995189,0.13918087,2.13178032
-4.38519260,4.01650640,0.04322810,0.12020868,0.68888748,1.69014856,0.14496593,2.13409368
-4.37918959,4.00717594,0.04631623,0.12221217,0.68553354,1.65281229,0.15098160,2.13997144
-4.37318659,4.00351340,0.04931339,0.12470869,0.68424680,1.61764933,0.15711338,2.14854114
-4.36718359,4.00365563,0.05216678,0.12758109,0.68462556,1.58427046,0.16323197,2.15877809
-4.36118059,4.00551856,0.05482409,0.13070044,0.68621593,1.55220764,0.16919715,2.16953586
-4.35517759,4.00686595,0.05723492,0.13392976,0.68852594,1.52093408,0.17486214,2.17958230
-4.34917459,4.00538572,0.05935221,0.13712806,0.69104118,1.48988690,0.18007842,2.18764008
-4.34317159,3.99877081,0.06113360,0.14015471,0.69324118,1.45849132,0.18470070,2.19243009
-4.33716858,3.98480119,0.06254277,0.14287364,0.69461609,1.42618542,0.18859189,2.19271587
-4.33116558,3.96142378,0.06355049,0.14515756,0.69468306,1.39244423,0.19162783,2.18734750
-4.32516258,3.92682661,0.06413561,0.14689186,0.69300164,1.35680214,0.19370161,2.17530280
-4.31915958,3.87950434,0.06428563,0.14797799,0.68918770,1.31887268,0.19472721,2.15572432
-4.31315658,3.81831220,0.06399716,0.14833641,0.68292530,1.27836467,0.19464249,2.12795041
-4.30715358,3.74250627,0.06327593,0.14790874,0.67397615,1.23509423,0.19341121,2.09153898
