energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,5.86464842,-5.86464840,0.07535849,-0.07535849,0.59064118,-0.59064118,1.73386258,-1.73386257,1.17289295,-1.17289294,3.03152565,-3.03152565,0.00000000,-0.00000000
-5.99399700,5.63953916,-5.63953914,0.07138980,-0.07138980,0.56097951,-0.56097951,1.64649733,-1.64649732,1.12823053,-1.12823052,2.92303757,-2.92303756,0.00000000,-0.00000000
-5.98799400,5.40265052,-5.40265050,0.06731186,-0.06731186,0.53207529,-0.53207529,1.55748854,-1.55748853,1.08299924,-1.08299924,2.80496406,-2.80496406,0.00000000,-0.00000000
-5.98199100,5.15859949,-5.15859947,0.06318063,-0.06318063,0.50459936,-0.50459936,1.46842056,-1.46842056,1.03828676,-1.03828675,2.67932519,-2.67932518,0.00000000,-0.00000000
-5.97598799,4.91203981,-4.91203979,0.05904947,-0.05904947,0.47919222,-0.47919222,1.38082929,-1.38082929,0.99516809,-0.99516808,2.54821429,-2.54821428,0.00000000,-0.00000000
-5.96998499,4.66756505,-4.66756503,0.05496824,-0.05496824,0.45645182,-0.45645182,1.29617266,-1.29617266,0.95468436,-0.95468436,2.41375337,-2.41375336,0.00000000,-0.00000000
-5.96398199,4.42961569,-4.42961567,0.05098268,-0.05098268,0.43692269,-0.43692269,1.21580451,-1.21580450,0.91782287,-0.91782286,2.27804900,-2.27804899,0.00000000,-0.00000000
-5.95797899,4.20239200,-4.20239198,0.04713385,-0.04713385,0.42108657,-0.42108657,1.14095199,-1.14095198,0.88549855,-0.88549855,2.14314999,-2.14314998,0.00000000,-0.00000000
-5.95197599,3.98977424,-3.98977423,0.04345786,-0.04345786,0.40935455,-0.40935455,1.07269677,-1.07269676,0.85853733,-0.85853733,2.01100751,-2.01100750,0.00000000,-0.00000000
-5.94597299,3.79525136,-3.79525134,0.03998561,-0.03998561,0.40206065,-0.40206065,1.01195994,-1.01195994,0.83766128,-0.83766128,1.88343868,-1.88343867,0.00000000,-0.00000000
-5.93996998,3.62185933,-3.62185932,0.03674276,-0.03674276,0.39945682,-0.39945682,0.95949059,-0.95949059,0.82347598,-0.82347598,1.76209425,-1.76209424,0.00000000,-0.00000000
-5.93396698,3.47213003,-3.47213002,0.03374977,-0.03374977,0.40170939,-0.40170939,0.91585783,-0.91585782,0.81646017,-0.81646017,1.64843098,-1.64843097,0.00000000,-0.00000000
-5.92796398,3.34805132,-3.34805131,0.03102211,-0.03102211,0.40889683,-0.40889683,0.88144619,-0.88144618,0.81695777,-0.81695778,1.54368926,-1.54368925,0.00000000,-0.00000000
-5.92196098,3.25103906,-3.25103906,0.02857050,-0.02857050,0.42100889,-0.42100889,0.85645423,-0.85645423,0.82517266,-0.82517266,1.44887620,-1.44887619,0.00000000,-0.00000000
-5.91595798,3.18192150,-3.18192149,0.02640127,-0.02640127,0.43794713,-0.43794713,0.84089617,-0.84089617,0.84116608,-0.84116609,1.36475458,-1.36475457,0.00000000,-0.00000000
-5.90995498,3.14093639,-3.14093639,0.02451673,-0.02451672,0.45952685,-0.45952685,0.83460652,-0.83460652,0.86485709,-0.86485709,1.29183772,-1.29183771,0.00000000,-0.00000000
-5.90395198,3.12774113,-3.12774113,0.02291566,-0.02291566,0.48548054,-0.48548054,0.83724764,-0.83724764,0.89602594,-0.89602594,1.23039026,-1.23039026,0.00000000,-0.00000000
-5.89794897,3.14143588,-3.14143588,0.02159379,-0.02159379,0.51546285,-0.51546286,0.84832026,-0.84832026,0.93432067,-0.93432068,1.18043485,-1.18043485,0.00000000,-0.00000000
-5.89194597,3.18059956,-3.18059956,0.02054429,-0.02054429,0.54905723,-0.54905724,0.86717695,-0.86717695,0.97926676,-0.97926677,1.14176444,-1.14176443,0.00000000,-0.00000000
-5.88594297,3.24333837,-3.24333837,0.01975828,-0.01975828,0.58578415,-0.58578415,0.89303850,-0.89303850,1.03027980,-1.03027981,1.11395999,-1.11395999,0.00000000,-0.00000000
-5.87993997,3.32734595,-3.32734596,0.01922536,-0.01922536,0.62511100,-0.62511100,0.92501325,-0.92501325,1.08668111,-1.08668111,1.09641318,-1.09641318,0.00000000,-0.00000000
-5.87393697,3.42997438,-3.42997439,0.01893404,-0.01893404,0.66646360,-0.66646361,0.96211920,-0.96211920,1.14771588,-1.14771589,1.08835345,-1.08835345,0.00000000,-0.00000000
-5.86793397,3.54831432,-3.54831433,0.01887223,-0.01887223,0.70923904,-0.70923904,1.00330869,-1.00330869,1.21257359,-1.21257360,1.08887901,-1.08887901,0.00000000,-0.00000000
-5.86193097,3.67928278,-3.67928279,0.01902764,-0.01902764,0.75281973,-0.75281974,1.04749534,-1.04749534,1.28040996,-1.28040997,1.09699091,-1.09699091,0.00000000,-0.00000000
-5.85592796,3.81971614,-3.81971615,0.01938810,-0.01938810,0.79658841,-0.79658842,1.09358275,-1.09358275,1.35037008,-1.35037009,1.11162938,-1.11162938,0.00000000,-0.00000000
-5.84992496,3.96646591,-3.96646593,0.01994189,-0.01994189,0.83994346,-0.83994347,1.14049433,-1.14049433,1.42161174,-1.42161175,1.13171155,-1.13171156,0.00000000,-0.00000000
-5.84392196,4.11649451,-4.11649452,0.02067794,-0.02067794,0.88231431,-0.88231431,1.18720346,-1.18720347,1.49332830,-1.49332831,1.15616946,-1.15616947,0.00000000,-0.00000000
-5.83791896,4.26696781,-4.26696782,0.02158596,-0.02158596,0.92317625,-0.92317626,1.23276321,-1.23276321,1.56477018,-1.56477019,1.18398728,-1.18398729,0.00000000,-0.00000000
-5.83191596,4.41534142,-4.41534143,0.02265654,-0.02265654,0.96206415,-0.96206415,1.27633441,-1.27633441,1.63526420,-1.63526420,1.21423660,-1.21423660,0.00000000,-0.00000000
-5.82591296,4.55943738,-4.55943740,0.02388112,-0.02388112,0.99858443,-0.99858444,1.31721124,-1.31721124,1.70422986,-1.70422986,1.24610851,-1.24610851,0.00000000,-0.00000000
-5.81990995,4.69750828,-4.69750829,0.02525193,-0.02525193,1.03242495,-1.03242495,1.35484319,-1.35484319,1.77119192,-1.77119193,1.27894143,-1.27894143,0.00000000,-0.00000000
-5.81390695,4.82828588,-4.82828590,0.02676183,-0.02676183,1.06336203,-1.06336203,1.38885241,-1.38885241,1.83578862,-1.83578863,1.31224341,-1.31224341,0.00000000,-0.00000000
-5.80790395,4.95101207,-4.95101208,0.02840408,-0.02840408,1.09126458,-1.09126459,1.41904552,-1.41904552,1.89777511,-1.89777511,1.34570795,-1.34570795,0.00000000,-0.00000000
-5.80190095,5.06545011,-5.06545012,0.03017215,-0.03017215,1.11609479,-1.11609479,1.44541931,-1.44541932,1.95702181,-1.95702182,1.37922245,-1.37922246,0.00000000,-0.00000000
-5.79589795,5.17187526,-5.17187527,0.03205932,-0.03205932,1.13790537,-1.13790537,1.46815959,-1.46815960,2.01350779,-2.01350780,1.41286870,-1.41286870,0.00000000,-0.00000000
-5.78989495,5.27104432,-5.27104433,0.03405847,-0.03405847,1.15683344,-1.15683344,1.48763311,-1.48763312,2.06730912,-2.06730913,1.44691480,-1.44691480,0.00000000,-0.00000000
-5.78389195,5.36414469,-5.36414470,0.03616165,-0.03616165,1.17309113,-1.17309114,1.50437251,-1.50437252,2.11858288,-2.11858289,1.48179869,-1.48179870,0.00000000,-0.00000000
-5.77788894,5.45272436,-5.45272437,0.03835979,-0.03835979,1.18695334,-1.18695334,1.51905459,-1.51905459,2.16754730,-2.16754731,1.51810332,-1.51810332,0.00000000,-0.00000000
-5.77188594,5.53860505,-5.53860506,0.04064238,-0.04064238,1.19874301,-1.19874301,1.53247251,-1.53247251,2.21445893,-2.21445893,1.55652410,-1.55652410,0.00000000,-0.00000000
-5.76588294,5.62378175,-5.62378176,0.04299717,-0.04299717,1.20881469,-1.20881469,1.54550287,-1.54550288,2.25958785,-2.25958786,1.59782971,-1.59782972,0.00000000,-0.00000000
-5.75987994,5.71031236,-5.71031238,0.04540993,-0.04540993,1.21753693,-1.21753694,1.55906874,-1.55906874,2.30319206,-2.30319207,1.64281750,-1.64281750,0.00000000,-0.00000000
-5.75387694,5.80020194,-5.80020195,0.04786429,-0.04786429,1.22527435,-1.22527435,1.57409991,-1.57409991,2.34549219,-2.34549220,1.69226508,-1.69226509,0.00000000,-0.00000000
-5.74787394,5.89528625,-5.89528626,0.05034158,-0.05034158,1.23237003,-1.23237003,1.59149201,-1.59149201,2.38664782,-2.38664783,1.74688024,-1.74688024,0.00000000,-0.00000000
-5.74187094,5.99711979,-5.99711980,0.05282082,-0.05282082,1.23912914,-1.23912914,1.61206597,-1.61206597,2.42673657,-2.42673658,1.80725105,-1.80725105,0.00000000,-0.00000000
-5.73586793,6.10687313,-6.10687314,0.05527877,-0.05527878,1.24580436,-1.24580436,1.63652937,-1.63652937,2.46573695,-2.46573696,1.87379864,-1.87379864,0.00000000,-0.00000000
-5.72986493,6.22524448,-6.22524449,0.05769009,-0.05769009,1.25258381,-1.25258381,1.66544133,-1.66544133,2.50351604,-2.50351604,1.94673475,-1.94673476,0.00000000,-0.00000000
-5.72386193,6.35238952,-6.35238953,0.06002753,-0.06002753,1.25958188,-1.25958188,1.69918233,-1.69918233,2.53982258,-2.53982258,2.02602629,-2.02602630,0.00000000,-0.00000000
-5.71785893,6.48787335,-6.48787337,0.06226235,-0.06226235,1.26683340,-1.26683340,1.73793020,-1.73793021,2.57428607,-2.57428607,2.11136886,-2.11136887,0.00000000,-0.00000000
-5.71185593,6.63064703,-6.63064704,0.06436472,-0.06436472,1.27429138,-1.27429138,1.78164340,-1.78164341,2.60642197,-2.60642197,2.20217086,-2.20217087,0.00000000,-0.00000000
-5.70585293,6.77905043,-6.77905044,0.06630426,-0.06630426,1.28182827,-1.28182827,1.83005222,-1.83005223,2.63564303,-2.63564304,2.29754944,-2.29754944,0.00000000,-0.00000000
-5.69984992,6.93084209,-6.93084210,0.06805068,-0.06805068,1.28924079,-1.28924079,1.88265851,-1.88265852,2.66127639,-2.66127640,2.39633898,-2.39633899,0.00000000,-0.00000000
-5.69384692,7.08325510,-7.08325512,0.06957446,-0.06957446,1.29625792,-1.29625792,1.93874402,-1.93874403,2.68258568,-2.68258568,2.49711237,-2.49711237,0.00000000,-0.00000000
-5.68784392,7.23307753,-7.23307754,0.07084761,-0.07084761,1.30255184,-1.30255184,1.99738710,-1.99738711,2.69879740,-2.69879740,2.59821444,-2.59821445,0.00000000,-0.00000000
-5.68184092,7.37675403,-7.37675404,0.07184440,-0.07184440,1.30775115,-1.30775115,2.05748733,-2.05748734,2.70913042,-2.70913042,2.69780684,-2.69780685,0.00000000,-0.00000000
-5.67583792,7.51050496,-7.51050497,0.07254220,-0.07254220,1.31145601,-1.31145601,2.11779719,-2.11779720,2.71282725,-2.71282725,2.79392241,-2.79392242,0.00000000,-0.00000000
-5.66983492,7.63045795,-7.63045795,0.07292219,-0.07292219,1.31325427,-1.31325427,2.17695967,-2.17695967,2.70918584,-2.70918584,2.88452723,-2.88452724,0.00000000,-0.00000000
-5.66383192,7.73278650,-7.73278650,0.07297006,-0.07297006,1.31273829,-1.31273829,2.23355042,-2.23355042,2.69759040,-2.69759040,2.96758765,-2.96758766,0.00000000,-0.00000000
-5.65782891,7.81384987,-7.81384987,0.07267665,-0.07267665,1.30952134,-1.30952134,2.28612302,-2.28612302,2.67753989,-2.67753988,3.04113949,-3.04113950,0.00000000,-0.00000000
-5.65182591,7.87032813,-7.87032813,0.07203844,-0.07203844,1.30325334,-1.30325334,2.33325551,-2.33325551,2.64867294,-2.64867293,3.10335649,-3.10335649,0.00000000,-0.00000000
-5.64582291,7.89934680,-7.89934680,0.07105788,-0.07105788,1.29363509,-1.29363509,2.37359663,-2.37359663,2.61078799,-2.61078798,3.15261492,-3.15261492,0.00000000,-0.00000000
-5.63981991,7.89858568,-7.89858567,0.06974364,-0.06974364,1.28043048,-1.28043048,2.40590991,-2.40590991,2.56385782,-2.56385781,3.18755157,-3.18755157,0.00000000,-0.00000000
-5.63381691,7.86636735,-7.86636734,0.06811057,-0.06811057,1.26347643,-1.26347642,2.42911406,-2.42911406,2.50803776,-2.50803776,3.20711247,-3.20711247,0.00000000,-0.00000000
-5.62781391,7.80172179,-7.80172178,0.06617957,-0.06617957,1.24268999,-1.24268998,2.44231803,-2.44231803,2.44366731,-2.44366730,3.21059028,-3.21059028,0.00000000,-0.00000000
-5.62181091,7.70442449,-7.70442448,0.06397722,-0.06397722,1.21807262,-1.21807261,2.44484970,-2.44484970,2.37126502,-2.37126501,3.19764875,-3.19764875,0.00000000,-0.00000000
-5.61580790,7.57500701,-7.57500699,0.06153522,-0.06153522,1.18971140,-1.18971139,2.43627683,-2.43627683,2.29151711,-2.29151710,3.16833318,-3.16833318,0.00000000,-0.00000000
-5.60980490,7.41473978,-7.41473976,0.05888971,-0.05888971,1.15777735,-1.15777735,2.41641990,-2.41641990,2.20526008,-2.20526007,3.12306679,-3.12306678,0.00000000,-0.00000000
-5.60380190,7.22558871,-7.22558869,0.05608040,-0.05608040,1.12252091,-1.12252091,2.38535632,-2.38535632,2.11345849,-2.11345848,3.06263312,-3.06263311,0.00000000,-0.00000000
-5.59779890,7.01014780,-7.01014778,0.05314960,-0.05314960,1.08426493,-1.08426493,2.34341596,-2.34341595,2.01717870,-2.01717869,2.98814577,-2.98814576,0.00000000,-0.00000000
-5.59179590,6.77155154,-6.77155152,0.05014118,-0.05014118,1.04339551,-1.04339551,2.29116849,-2.29116848,1.91755982,-1.91755981,2.90100690,-2.90100690,0.00000000,-0.00000000
-5.58579290,6.51337119,-6.51337116,0.04709948,-0.04709948,1.00035107,-1.00035107,2.22940314,-2.22940313,1.81578331,-1.81578329,2.80285666,-2.80285665,0.00000000,-0.00000000
-5.57978989,6.23950002,-6.23949999,0.04406819,-0.04406819,0.95561026,-0.95561026,2.15910188,-2.15910187,1.71304230,-1.71304229,2.69551605,-2.69551604,0.00000000,-0.00000000
-5.57378689,5.95403266,-5.95403263,0.04108934,-0.04108934,0.90967911,-0.90967911,2.08140726,-2.08140726,1.61051215,-1.61051214,2.58092586,-2.58092585,0.00000000,-0.00000000
-5.56778389,5.66114387,-5.66114384,0.03820223,-0.03820223,0.86307800,-0.86307799,1.99758635,-1.99758634,1.50932320,-1.50932319,2.46108448,-2.46108447,0.00000000,-0.00000000
-5.56178089,5.36497171,-5.36497168,0.03544258,-0.03544258,0.81632895,-0.81632895,1.90899225,-1.90899224,1.41053685,-1.41053684,2.33798724,-2.33798723,0.00000000,-0.00000000
-5.55577789,5.06950978,-5.06950975,0.03284177,-0.03284177,0.76994370,-0.76994370,1.81702483,-1.81702482,1.31512571,-1.31512570,2.21356975,-2.21356974,0.00000000,-0.00000000
-5.54977489,4.77851222,-4.77851220,0.03042618,-0.03042617,0.72441295,-0.72441295,1.72309215,-1.72309214,1.22395840,-1.22395839,2.08965737,-2.08965736,0.00000000,-0.00000000
-5.54377189,4.49541466,-4.49541463,0.02821676,-0.02821676,0.68019709,-0.68019709,1.62857393,-1.62857392,1.13778920,-1.13778919,1.96792259,-1.96792258,0.00000000,-0.00000000
-5.53776888,4.22327292,-4.22327289,0.02622873,-0.02622873,0.63771868,-0.63771867,1.53478835,-1.53478834,1.05725274,-1.05725274,1.84985135,-1.84985134,0.00000000,-0.00000000
-5.53176588,3.96472072,-3.96472070,0.02447149,-0.02447149,0.59735671,-0.59735671,1.44296309,-1.44296308,0.98286340,-0.98286339,1.73671927,-1.73671926,0.00000000,-0.00000000
-5.52576288,3.72194617,-3.72194615,0.02294860,-0.02294860,0.55944283,-0.55944283,1.35421140,-1.35421140,0.91501894,-0.91501893,1.62957760,-1.62957759,0.00000000,-0.00000000
-5.51975988,3.49668615,-3.49668614,0.02165809,-0.02165809,0.52425926,-0.52425926,1.26951355,-1.26951354,0.85400790,-0.85400789,1.52924888,-1.52924888,0.00000000,-0.00000000
