energy_ev,total_up,C_s_up,C_p_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-5.87993997,6.95906176,0.02008080,0.37049843,1.86337089,4.17576327,2.18935276,0.00000000,0.99057651,0.67000001
-5.87393697,6.94950062,0.02005487,0.37411377,1.84614079,4.18848056,2.16979179,0.00000000,0.97592086,0.66077487
-5.86793397,6.93807583,0.02006445,0.37782268,1.82873217,4.20001893,2.14963556,0.00000000,0.96213127,0.65103199
-5.86193097,6.92504789,0.02010692,0.38164120,1.81127991,4.21040754,2.12902771,0.00000000,0.94930172,0.64081961
-5.85592796,6.91061545,0.02017904,0.38557919,1.79389411,4.21964575,2.10808914,0.00000000,0.93748803,0.63018612
-5.84992496,6.89490679,0.02027699,0.38963853,1.77665507,4.22769970,2.08691672,0.00000000,0.92670691,0.61918011
-5.84392196,6.87797338,0.02039652,0.39381150,1.75960983,4.23449930,2.06558287,0.00000000,0.91693658,0.60785031
-5.83791896,6.85978584,0.02053301,0.39807956,1.74277039,4.23993614,2.04413577,0.00000000,0.90811881,0.59624550
-5.83191596,6.84023246,0.02068161,0.40241249,1.72611363,4.24386244,2.02260034,0.00000000,0.90016230,0.58441429
-5.82591296,6.81912058,0.02083737,0.40676806,1.70958303,4.24609116,2.00097978,0.00000000,0.89294714,0.57240498
-5.81990995,6.79618071,0.02099535,0.41109214,1.69309187,4.24639769,1.97925760,0.00000000,0.88633021,0.56026520
-5.81390695,6.77107359,0.02115070,0.41531937,1.67652790,4.24452292,1.95740018,0.00000000,0.88015103,0.54804172
-5.80790395,6.74339981,0.02129883,0.41937432,1.65975898,4.24017807,1.93535951,0.00000000,0.87423800,0.53578006
-5.80190095,6.71271193,0.02143539,0.42317312,1.64263953,4.23305106,1.91307624,0.00000000,0.86841461,0.52352424
-5.79589795,6.67852879,0.02155642,0.42662556,1.62501747,4.22281447,1.89048285,0.00000000,0.86250534,0.51131645
-5.78989495,6.64035159,0.02165832,0.42963750,1.60674103,4.20913498,1.86750691,0.00000000,0.85634111,0.49919676
-5.78389195,6.59768147,0.02173789,0.43211361,1.58766558,4.19168393,1.84407433,0.00000000,0.84976414,0.48720296
-5.77788894,6.55003811,0.02179232,0.43396027,1.56765975,4.17014916,1.82011264,0.00000000,0.84263190,0.47537029
-5.77188594,6.49697901,0.02181919,0.43508860,1.54661099,4.14424740,1.79555434,0.00000000,0.83482037,0.46373136
-5.76588294,6.43811904,0.02181643,0.43541740,1.52443019,4.11373731,1.77034010,0.00000000,0.82622643,0.45231615
-5.75987994,6.37314983,0.02178229,0.43487609,1.50105548,4.07843264,1.74442214,0.00000000,0.81676940,0.44115201
-5.75387694,6.30185861,0.02171532,0.43340734,1.47645499,4.03821518,1.71776747,0.00000000,0.80639201,0.43026386
-5.74787394,6.22414613,0.02161437,0.43096947,1.45062883,3.99304722,1.69036130,0.00000000,0.79506071,0.41967446
-5.74187094,6.14004305,0.02147856,0.42753841,1.42361015,3.94298302,1.66221024,0.00000000,0.78276552,0.40940476
-5.73586793,6.04972452,0.02130730,0.42310926,1.39546554,3.88817893,1.63334547,0.00000000,0.76951955,0.39947446
-5.72986493,5.95352220,0.02110033,0.41769731,1.36629470,3.82890179,1.60382573,0.00000000,0.75535827,0.38990251
-5.72386193,5.85193331,0.02085774,0.41133847,1.33622965,3.76553499,1.57373982,0.00000000,0.74033863,0.38070782
-5.71785893,5.74562598,0.02058002,0.40408916,1.30543336,3.69858198,1.54320865,0.00000000,0.72453805,0.37190990
-5.71185593,5.63544042,0.02026814,0.39602560,1.27409793,3.62866666,1.51238650,0.00000000,0.70805335,0.36352955
-5.70585293,5.52238523,0.01992358,0.38724242,1.24244235,3.55653033,1.48146129,0.00000000,0.69099951,0.35558945
-5.69984992,5.40762842,0.01954842,0.37785082,1.21070974,3.48302494,1.45065372,0.00000000,0.67350839,0.34811465
-5.69384692,5.29248284,0.01914536,0.36797605,1.17916408,3.40910236,1.42021510,0.00000000,0.65572717,0.34113291
-5.68784392,5.17838569,0.01871776,0.35775454,1.14808644,3.33579971,1.39042368,0.00000000,0.63781657,0.33467477
-5.68184092,5.06687244,0.01826963,0.34733052,1.11777059,3.26422072,1.36157959,0.00000000,0.61994874,0.32877345
-5.67583792,4.95954528,0.01780564,0.33685242,1.08851806,3.19551353,1.33399827,0.00000000,0.60230485,0.32346439
-5.66983492,4.85803681,0.01733105,0.32646898,1.06063276,3.13084518,1.30800265,0.00000000,0.58507224,0.31878453
-5.66383192,4.76396996,0.01685162,0.31632541,1.03441499,3.07137370,1.28391430,0.00000000,0.56844127,0.31477137
-5.65782891,4.67891541,0.01637354,0.30655946,1.01015534,3.01821836,1.26204379,0.00000000,0.55260180,0.31146171
-5.65182591,4.60434777,0.01590328,0.29729782,0.98812832,2.97242922,1.24268084,0.00000000,0.53773952,0.30889028
-5.64582291,4.54160250,0.01544747,0.28865274,0.96858618,2.93495697,1.22608450,0.00000000,0.52403211,0.30708819
-5.63981991,4.49183501,0.01501272,0.28071917,0.95175308,2.90662436,1.21247406,0.00000000,0.51164547,0.30608141
-5.63381691,4.45598393,0.01460547,0.27357244,0.93781985,2.88810010,1.20202107,0.00000000,0.50073015,0.30588933
-5.62781391,4.43474012,0.01423182,0.26726658,0.92693973,2.87987667,1.19484289,0.00000000,0.49141813,0.30652339
-5.62181091,4.42852290,0.01389745,0.26183339,0.91922513,2.88225269,1.19099827,0.00000000,0.48382010,0.30798607
-5.61580790,4.43746470,0.01360741,0.25728226,0.91474586,2.89532100,1.19048509,0.00000000,0.47802342,0.31027013
-5.60980490,4.46140484,0.01336606,0.25360072,0.91352866,2.91896269,1.19324055,0.00000000,0.47409087,0.31335827
-5.60380190,4.49989301,0.01317699,0.25075581,0.91555831,2.95284771,1.19914375,0.00000000,0.47206010,0.31722318
-5.59779890,4.55220214,0.01304297,0.24869606,0.92078017,2.99644186,1.20802063,0.00000000,0.47194407,0.32182803
-5.59179590,4.61735027,0.01296593,0.24735402,0.92910403,3.04902009,1.21965089,0.00000000,0.47373220,0.32712735
-5.58579290,4.69413039,0.01294694,0.24664938,0.94040903,3.10968552,1.23377665,0.00000000,0.47739223,0.33306827
-5.57978989,4.78114695,0.01298628,0.24649230,0.95454944,3.17739338,1.25011228,0.00000000,0.48287270,0.33959201
-5.57378689,4.87685729,0.01308344,0.24678699,0.97136080,3.25097901,1.26835493,0.00000000,0.49010583,0.34663562
-5.56778389,4.97961634,0.01323725,0.24743527,0.99066626,3.32918875,1.28819512,0.00000000,0.49901060,0.35413377
-5.56178089,5.08772251,0.01344589,0.24834007,1.01228254,3.41071256,1.30932688,0.00000000,0.50949587,0.36202053
-5.55577789,5.19946309,0.01370698,0.24940861,1.03602522,3.49421726,1.33145687,0.00000000,0.52146327,0.37023112
-5.54977489,5.31315722,0.01401770,0.25055516,1.06171307,3.57837913,1.35431211,0.00000000,0.53480972,0.37870336
-5.54377189,5.42719518,0.01437483,0.25170339,1.08917123,3.66191490,1.37764588,0.00000000,0.54942945,0.38737902
-5.53776888,5.54007261,0.01477482,0.25278812,1.11823289,3.74361039,1.40124163,0.00000000,0.56521527,0.39620473
-5.53176588,5.65041906,0.01521388,0.25375643,1.14873969,3.82234588,1.42491490,0.00000000,0.58205922,0.40513269
-5.52576288,5.75702025,0.01568802,0.25456822,1.18054073,3.89711789,1.44851318,0.00000000,0.59985246,0.41412104
-5.51975988,5.85883407,0.01619311,0.25519616,1.21349035,3.96705711,1.47191398,0.00000000,0.61848446,0.42313401
-5.51375688,5.95500059,0.01672490,0.25562513,1.24744508,4.03144220,1.49502145,0.00000000,0.63784171,0.43214175
-5.50775388,6.04484663,0.01727912,0.25585113,1.28225995,4.08970973,1.51776187,0.00000000,0.65780601,0.44112016
-5.50175088,6.12788552,0.01785146,0.25587993,1.31778459,4.14146028,1.54007853,0.00000000,0.67825248,0.45005054
-5.49574787,6.20381303,0.01843765,0.25572543,1.35385955,4.18646101,1.56192644,0.00000000,0.69904781,0.45891922
-5.48974487,6.27250029,0.01903350,0.25540780,1.39031323,4.22464500,1.58326721,0.00000000,0.72004853,0.46771730
-5.48374187,6.33398447,0.01963493,0.25495170,1.42695969,4.25610760,1.60406478,0.00000000,0.74109997,0.47644044
-5.47773887,6.38845796,0.02023805,0.25438448,1.46359777,4.28110005,1.62428202,0.00000000,0.76203587,0.48508870
-5.47173587,6.43625660,0.02083920,0.25373457,1.50001164,4.30002070,1.64387860,0.00000000,0.78267877,0.49366657
-5.46573287,6.47784718,0.02143497,0.25303007,1.53597286,4.31340373,1.66281019,0.00000000,0.80284148,0.50218300
-5.45972986,6.51381451,0.02202233,0.25229759,1.57124402,4.32190580,1.68102909,0.00000000,0.82232957,0.51065150
-5.45372686,6.54484789,0.02259860,0.25156142,1.60558373,4.32629048,1.69848598,0.00000000,0.84094475,0.51909015
-5.44772386,6.57172688,0.02316152,0.25084298,1.63875285,4.32741064,1.71513280,0.00000000,0.85848935,0.52752156
-5.44172086,6.59530609,0.02370929,0.25016051,1.67052157,4.32618894,1.73092638,0.00000000,0.87477137,0.53597259
-5.43571786,6.61649889,0.02424054,0.24952907,1.70067697,4.32359660,1.74583242,0.00000000,0.88961022,0.54447382
-5.42971486,6.63625964,0.02475437,0.24896077,1.72903064,4.32063071,1.75982960,0.00000000,0.90284265,0.55305874
-5.42371186,6.65556454,0.02525027,0.24846506,1.75542592,4.31829047,1.77291335,0.00000000,0.91432872,0.56176258
-5.41770885,6.67539106,0.02572813,0.24804926,1.77974442,4.31755299,1.78509902,0.00000000,0.92395740,0.57062079
-5.41170585,6.69669633,0.02618810,0.24771905,1.80191126,4.31934910,1.79642403,0.00000000,0.93165156,0.57966717
-5.40570285,6.72039487,0.02663056,0.24747902,1.82189889,4.32454007,1.80694906,0.00000000,0.93737203,0.58893180
-5.39969985,6.74733628,0.02705601,0.24733322,1.83972923,4.33389589,1.81675780,0.00000000,0.94112045,0.59843878
-5.39369685,6.77828371,0.02746491,0.24728558,1.85547392,4.34807607,1.82595554,0.00000000,0.94294081,0.60820387
-5.38769385,6.81389398,0.02785761,0.24734032,1.86925267,4.36761362,1.83466643,0.00000000,0.94291937,0.61823221
-5.38169085,6.85470012,0.02823423,0.24750224,1.88122990,4.39290282,1.84302962,0.00000000,0.94118315,0.62851633
-5.37568784,6.90109722,0.02859450,0.24777694,1.89160958,4.42419156,1.85119449,0.00000000,0.93789667,0.63903442
-5.36968484,6.95333235,0.02893774,0.24817094,1.90062876,4.46157830,1.85931514,0.00000000,0.93325744,0.64974913
-5.36368184,7.01149889,0.02926272,0.24869173,1.90854989,4.50501393,1.86754449,0.00000000,0.92748994,0.66060696
-5.35767884,7.07553563,0.02956763,0.24934771,1.91565229,4.55430829,1.87602819,0.00000000,0.92083864,0.67153834
-5.35167584,7.14523072,0.02985009,0.25014816,1.92222314,4.60914102,1.88489872,0.00000000,0.91356019,0.68245838
-5.34567284,7.22022995,0.03010713,0.25110305,1.92854831,4.66907606,1.89426981,0.00000000,0.90591501,0.69326841
-5.33966983,7.30004909,0.03033528,0.25222286,1.93490329,4.73357887,1.90423152,0.00000000,0.89815886,0.70385814
-5.33366683,7.38408924,0.03053060,0.25351833,1.94154460,4.80203565,1.91484607,0.00000000,0.89053447,0.71410843
-5.32766383,7.47165455,0.03068886,0.25500016,1.94870170,4.87377319,1.92614456,0.00000000,0.88326368,0.72389458
-5.32166083,7.56197100,0.03080567,0.25667859,1.95656995,4.94807848,1.93812470,0.00000000,0.87654041,0.73308988
-5.31565783,7.65420541,0.03087662,0.25856300,1.96530434,5.02421707,1.95074955,0.00000000,0.87052463,0.74156941
-5.30965483,7.74748359,0.03089750,0.26066133,1.97501447,5.10144926,1.96394723,0.00000000,0.86533769,0.74921380
-5.30365183,7.84090703,0.03086450,0.26297947,1.98576064,5.17904350,1.97761169,0.00000000,0.86105905,0.75591279
-5.29764882,7.93356726,0.03077436,0.26552062,1.99755125,5.25628666,1.99160439,0.00000000,0.85772464,0.76156851
-5.29164582,8.02455787,0.03062461,0.26828449,2.01034145,5.33249102,2.00575690,0.00000000,0.85532675,0.76609828
-5.28564282,8.11298411,0.03041371,0.27126655,2.02403317,5.40699810,2.01987435,0.00000000,0.85381566,0.76943686
-5.27963982,8.19797016,0.03014119,0.27445726,2.03847661,5.47917987,2.03373972,0.00000000,0.85310278,0.77153809
-5.27363682,8.27866493,0.02980780,0.27784139,2.05347313,5.54843784,2.04711886,0.00000000,0.85306524,0.77237586
-5.26763382,8.35424680,0.02941553,0.28139734,2.06877968,5.61420102,2.05976626,0.00000000,0.85355184,0.77194456
-5.26163082,8.42392836,0.02896771,0.28509678,2.08411468,5.67592349,2.07143157,0.00000000,0.85438997,0.77025880
-5.25562781,8.48696189,0.02846896,0.28890438,2.09916547,5.73308251,2.08186660,0.00000000,0.85539351,0.76735284
-5.24962481,8.54264626,0.02792519,0.29277785,2.11359710,5.78517815,2.09083293,0.00000000,0.85637117,0.76327943
-5.24362181,8.59033613,0.02734348,0.29666837,2.12706253,5.83173484,2.09810988,0.00000000,0.85713516,0.75810850
-5.23761881,8.62945337,0.02673201,0.30052123,2.13921381,5.87230547,2.10350261,0.00000000,0.85750977,0.75192558
-5.23161581,8.65950106,0.02609984,0.30427695,2.14971410,5.90647821,2.10685021,0.00000000,0.85733950,0.74483017
-5.22561281,8.68007950,0.02545678,0.30787262,2.15825017,5.93388578,2.10803342,0.00000000,0.85649655,0.73693399
-5.21960980,8.69090362,0.02481317,0.31124369,2.16454485,5.95421695,2.10698165,0.00000000,0.85488720,0.72835932
-5.21360680,8.69182077,0.02417966,0.31432584,2.16836889,5.96722944,2.10367897,0.00000000,0.85245688,0.71923731
-5.20760380,8.68282757,0.02356694,0.31705717,2.16955191,5.97276345,2.09816865,0.00000000,0.84919368,0.70970629
-5.20160080,8.66408454,0.02298556,0.31938035,2.16799148,5.97075468,2.09055593,0.00000000,0.84513010,0.69991014
-5.19559780,8.63592681,0.02244565,0.32124481,2.16366023,5.96124583,2.08100866,0.00000000,0.84034292,0.68999649
-5.18959480,8.59886990,0.02195667,0.32260872,2.15661014,5.94439547,2.06975565,0.00000000,0.83495111,0.68011484
-5.18359180,8.55360899,0.02152726,0.32344075,2.14697384,5.92048336,2.05708237,0.00000000,0.82911186,0.67041462
-5.17758879,8.50101126,0.02116496,0.32372145,2.13496259,5.88991149,2.04332430,0.00000000,0.82301485,0.66104288
-5.17158579,8.44210060,0.02087608,0.32344415,2.12086086,5.85320031,2.02885768,0.00000000,0.81687488,0.65214187
-5.16558279,8.37803488,0.02066553,0.32261536,2.10501757,5.81098006,2.01408816,0.00000000,0.81092323,0.64384648
-5.15957979,8.31007634,0.02053674,0.32125464,2.08783428,5.76397730,1.99943758,0.00000000,0.80539808,0.63628139
-5.15357679,8.23955612,0.02049152,0.31939382,2.06975071,5.71299722,1.98532955,0.00000000,0.80053434,0.62955824
-5.14757379,8.16783450,0.02053008,0.31707578,2.05122832,5.65890240,1.97217417,0.00000000,0.79655341,0.62377285
-5.14157079,8.09625850,0.02065100,0.31435265,2.03273254,5.60258912,1.96035289,0.00000000,0.79365320,0.61900252
-5.13556778,8.02611914,0.02085127,0.31128371,2.01471453,5.54496239,1.95020397,0.00000000,0.79199903,0.61530372
-5.12956478,7.95861022,0.02112637,0.30793287,1.99759335,5.48691090,1.94200937,0.00000000,0.79171570,0.61271009
-5.12356178,7.89479087,0.02147042,0.30436614,1.98173940,5.42928314,1.93598365,0.00000000,0.79288108,0.61123118
-5.11755878,7.83555356,0.02187630,0.30064891,1.96745987,5.37286584,1.93226543,0.00000000,0.79552165,0.61085167
-5.11155578,7.78159925,0.02233583,0.29684341,1.95498694,5.31836565,1.93091184,0.00000000,0.79961001,0.61153152
-5.10555278,7.73342052,0.02284001,0.29300640,1.94446924,5.26639462,1.93189618,0.00000000,0.80506468,0.61320673
-5.09954977,7.69129343,0.02337924,0.28918711,1.93596693,5.21746017,1.93510888,0.00000000,0.81175197,0.61579101
-5.09354677,7.65527801,0.02394352,0.28542573,1.92945055,5.17195930,1.94036167,0.00000000,0.81949001,0.61917808
-5.08754377,7.62522692,0.02452273,0.28175221,1.92480350,5.13017710,1.94739456,0.00000000,0.82805458,0.62324457
-5.08154077,7.60080130,0.02510684,0.27818572,1.92182807,5.09228902,1.95588540,0.00000000,0.83718660,0.62785343
-5.07553777,7.58149250,0.02568613,0.27473454,1.92025443,5.05836628,1.96546131,0.00000000,0.84660079,0.63285765
-5.06953477,7.56664814,0.02625139,0.27139646,1.91975204,5.02838356,1.97571141,0.00000000,0.85599517,0.63810403
-5.06353177,7.55550064,0.02679407,0.26815955,1.91994292,5.00222834,1.98620022,0.00000000,0.86506094,0.64343703
-5.05752876,7.54719674,0.02730644,0.26500344,1.92041591,4.97971083,1.99648100,0.00000000,0.87349230,0.64870223
-5.05152576,7.54082631,0.02778170,0.26190070,1.92074139,4.96057405,2.00610857,0.00000000,0.88099578,0.65374967
-5.04552276,7.53544923,0.02821402,0.25881854,1.92048562,4.94450327,2.01465092,0.00000000,0.88729876,0.65843648
-5.03951976,7.53011934,0.02859859,0.25572054,1.91922425,4.93113459,2.02169946,0.00000000,0.89215681,0.66262925
-5.03351676,7.52390497,0.02893167,0.25256844,1.91655454,4.92006253,2.02687744,0.00000000,0.89535965,0.66620572
-5.02751376,7.51590584,0.02921050,0.24932378,1.91210592,4.91084653,2.02984665,0.00000000,0.89673556,0.66905602
-5.02151076,7.50526647,0.02943334,0.24594958,1.90554871,4.90301675,2.03031223,0.00000000,0.89615427,0.67108357
-5.01550775,7.49118671,0.02959938,0.24241165,1.89660104,4.89607952,2.02802593,0.00000000,0.89352822,0.67220556
-5.00950475,7.47293007,0.02970872,0.23867990,1.88503394,4.88952279,2.02278800,0.00000000,0.88881244,0.67235334
-5.00350175,7.44983060,0.02976228,0.23472934,1.87067486,4.88282215,2.01444791,0.00000000,0.88200313,0.67147260
-4.99749875,7.42129925,0.02976177,0.23054086,1.85340977,4.87544786,2.00290440,0.00000000,0.87313521,0.66952369
-4.99149575,7.38683043,0.02970967,0.22610191,1.83318410,4.86687305,1.98810503,0.00000000,0.86227907,0.66648193
-4.98549275,7.34600913,0.02960917,0.22140690,1.81000275,4.85658344,1.97004551,0.00000000,0.84953675,0.66233816
-4.97948974,7.29851909,0.02946410,0.21645750,1.78392940,4.84408844,1.94876902,0.00000000,0.83503786,0.65709935
-4.97348674,7.24415176,0.02927900,0.21126272,1.75508520,4.82893341,1.92436554,0.00000000,0.81893543,0.65078934
-4.96748374,7.18281575,0.02905899,0.20583896,1.72364690,4.81071272,1.89697123,0.00000000,0.80140176,0.64344958
-4.96148074,7.11454617,0.02880980,0.20020977,1.68984440,4.78908295,1.86676766,0.00000000,0.78262457,0.63513982
-4.95547774,7.03951293,0.02853769,0.19440559,1.65395766,4.76377568,1.83398078,0.00000000,0.76280337,0.62593845
-4.94947474,6.95802696,0.02824937,0.18846327,1.61631290,4.73460890,1.79887938,0.00000000,0.74214616,0.61594260
-4.94347174,6.87054342,0.02795195,0.18242549,1.57727769,4.70149646,1.76177265,0.00000000,0.72086635,0.60526754
-4.93746873,6.77766087,0.02765278,0.17633995,1.53725515,4.66445481,1.72300682,0.00000000,0.69917992,0.59404552
-4.93146573,6.68011552,0.02735929,0.17025845,1.49667684,4.62360629,1.68296038,0.00000000,0.67730269,0.58242389
-4.92546273,6.57877017,0.02707885,0.16423573,1.45599446,4.57917884,1.64203799,0.00000000,0.65544758,0.57056230
-4.91945973,6.47459757,0.02681852,0.15832824,1.41567035,4.53150159,1.60066300,0.00000000,0.63382191,0.55862928
-4.91345673,6.36865827,0.02658487,0.15259270,1.37616696,4.48099658,1.55926855,0.00000000,0.61262453,0.54679800
-4.90745373,6.26207374,0.02638367,0.14708455,1.33793549,4.42816669,1.51828763,0.00000000,0.59204286,0.53524158
-4.90145073,6.15599546,0.02621976,0.14185642,1.30140413,4.37358028,1.47814231,0.00000000,0.57224986,0.52412787
-4.89544772,6.05157128,0.02609671,0.13695650,1.26696627,4.31785321,1.43923271,0.00000000,0.55340099,0.51361423
-4.88944472,5.94991062,0.02601674,0.13242702,1.23496922,4.26162892,1.40192596,0.00000000,0.53563121,0.50384227
-4.88344172,5.85205006,0.02598046,0.12830283,1.20570391,4.20555752,1.36654607,0.00000000,0.51905228,0.49493306
-4.87743872,5.75892090,0.02598683,0.12461020,1.17939626,4.15027483,1.33336487,0.00000000,0.50375038,0.48698287
-4.87143572,5.67132057,0.02603311,0.12136586,1.15620042,4.09638232,1.30259483,0.00000000,0.48978441,0.48005983
-4.86543272,5.58988907,0.02611485,0.11857629,1.13619467,4.04442865,1.27438397,0.00000000,0.47718492,0.47420163
-4.85942971,5.51509185,0.02622604,0.11623751,1.11937986,3.99489393,1.24881344,0.00000000,0.46595402,0.46941437
-4.85342671,5.44720981,0.02635924,0.11433508,1.10568098,3.94817696,1.22589765,0.00000000,0.45606617,0.46567277
-4.84742371,5.38633719,0.02650584,0.11284461,1.09495154,3.90458618,1.20558731,0.00000000,0.44747012,0.46292163
-4.84142071,5.33238711,0.02665636,0.11173260,1.08698084,3.86433457,1.18777507,0.00000000,0.44009180,0.46107856
-4.83541771,5.28510475,0.02680081,0.11095763,1.08150378,3.82753853,1.17230355,0.00000000,0.43383820,0.46003778
-4.82941471,5.24408731,0.02692907,0.11047190,1.07821280,3.79422068,1.15897546,0.00000000,0.42860207,0.45967498
-4.82341171,5.20880965,0.02703133,0.11022297,1.07677138,3.76431641,1.14756513,0.00000000,0.42426729,0.45985277
-4.81740870,5.17865451,0.02709846,0.11015574,1.07682858,3.73768355,1.13783102,0.00000000,0.42071455,0.46042670
-4.81140570,5.15294556,0.02712243,0.11021447,1.07803392,3.71411481,1.12952853,0.00000000,0.41782723,0.46125140
-4.80540270,5.13098175,0.02709667,0.11034486,1.08005182,3.69335213,1.12242240,0.00000000,0.41549709,0.46218662
-4.79939970,5.11207129,0.02701638,0.11049602,1.08257517,3.67510235,1.11629817,0.00000000,0.41362941,0.46310294
-4.79339670,5.09556364,0.02687874,0.11062238,1.08533718,3.65905325,1.11097216,0.00000000,0.41214751,0.46388686
-4.78739370,5.08087801,0.02668310,0.11068530,1.08812123,3.64488940,1.10629945,0.00000000,0.41099620,0.46444497
-4.78139070,5.06752715,0.02643104,0.11065443,1.09076819,3.63230686,1.10217954,0.00000000,0.41014410,0.46470731
-4.77538769,5.05513546,0.02612636,0.11050876,1.09318101,3.62102613,1.09855955,0.00000000,0.40958464,0.46462949
-4.76938469,5.04345066,0.02577495,0.11023733,1.09532644,3.61080290,1.09543484,0.00000000,0.40933577,0.46419375
-4.76338169,5.03234873,0.02538463,0.10983950,1.09723391,3.60143597,1.09284709,0.00000000,0.40943826,0.46340894
-4.75737869,5.02183207,0.02496483,0.10932494,1.09899166,3.59277211,1.09088010,0.00000000,0.40995285,0.46230929
-4.75137569,5.01202126,0.02452629,0.10871313,1.10074050,3.58470778,1.08965362,0.00000000,0.41095626,0.46095242
-4.74537269,5.00314084,0.02408067,0.10803267,1.10266543,3.57718761,1.08931547,0.00000000,0.41253635,0.45941633
-4.73936968,4.99550013,0.02364011,0.10732013,1.10498563,3.57019995,1.09003258,0.00000000,0.41478670,0.45779585
-4.73336668,4.98947009,0.02321680,0.10661872,1.10794326,3.56376967,1.09198124,0.00000000,0.41780076,0.45619857
-4.72736368,4.98545728,0.02282257,0.10597676,1.11179158,3.55794877,1.09533714,0.00000000,0.42166609,0.45474049
-4.72136068,4.98387635,0.02246844,0.10544593,1.11678293,3.55280532,1.10026565,0.00000000,0.42645870,0.45354149
-4.71535768,4.98512223,0.02216424,0.10507944,1.12315684,3.54841136,1.10691262,0.00000000,0.43223794,0.45272090
-4.70935468,4.98954316,0.02191834,0.10493017,1.13112901,3.54483040,1.11539615,0.00000000,0.43904212,0.45239317
-4.70335168,4.99741590,0.02173730,0.10504884,1.14088113,3.54210530,1.12579954,0.00000000,0.44688499,0.45266391
-4.69734867,5.00892384,0.02162574,0.10548215,1.15255212,3.54024702,1.13816561,0.00000000,0.45575320,0.45362624
-4.69134567,5.02413904,0.02158619,0.10627114,1.16623086,3.53922504,1.15249245,0.00000000,0.46560496,0.45535762
-4.68534267,5.04300863,0.02161906,0.10744970,1.18195062,3.53895972,1.16873067,0.00000000,0.47636962,0.45791718
-4.67933967,5.06534619,0.02172266,0.10904317,1.19968511,3.53931724,1.18678212,0.00000000,0.48794848,0.46134350
-4.67333667,5.09082814,0.02189330,0.11106737,1.21934647,3.54010724,1.20650000,0.00000000,0.50021645,0.46565305
-4.66733367,5.11899535,0.02212547,0.11352772,1.24078483,3.54108343,1.22769027,0.00000000,0.51302467,0.47083907
-4.66133067,5.14925973,0.02241209,0.11641879,1.26378974,3.54194702,1.25011420,0.00000000,0.52620377,0.47687103
-4.65532766,5.18091560,0.02274471,0.11972409,1.28809304,3.54235311,1.27349207,0.00000000,0.53956777,0.48369464
-4.64932466,5.21315542,0.02311389,0.12341622,1.31337344,3.54191959,1.29750775,0.00000000,0.55291832,0.49123247
-4.64332166,5.24508936,0.02350949,0.12745735,1.33926241,3.54023833,1.32181417,0.00000000,0.56604928,0.49938508
