energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-6.00000000,3.13793569,0.00287739,0.22858330,1.05806754,0.00000000,1.32472198,2.16606554,0.76496858,0.00000000
-5.99399700,3.19419889,0.00313953,0.23277892,1.08992858,0.00000000,1.35761683,2.18676757,0.79906521,0.00000000
-5.98799400,3.24569976,0.00343667,0.23644726,1.12073170,0.00000000,1.38782413,2.20304397,0.83250037,0.00000000
-5.98199100,3.29208312,0.00376721,0.23953670,1.15005370,0.00000000,1.41505617,2.21502319,0.86493890,0.00000000
-5.97598799,3.33311042,0.00412941,0.24201270,1.17750941,0.00000000,1.43909487,2.22291832,0.89605347,0.00000000
-5.96998499,3.36864980,0.00452145,0.24385791,1.20275643,0.00000000,1.45978907,2.22701014,0.92552854,0.00000000
-5.96398199,3.39866317,0.00494143,0.24507159,1.22549831,0.00000000,1.47704948,2.22762830,0.95306434,0.00000000
-5.95797899,3.42319144,0.00538741,0.24566859,1.24548651,0.00000000,1.49084216,2.22513206,0.97838101,0.00000000
-5.95197599,3.44233953,0.00585746,0.24567784,1.26252126,0.00000000,1.50118102,2.21989171,1.00122297,0.00000000
-5.94597299,3.45626212,0.00634966,0.24514049,1.27645163,0.00000000,1.50811981,2.21227189,1.02136344,0.00000000
-5.93996998,3.46515121,0.00686217,0.24410788,1.28717499,0.00000000,1.51174443,2.20261749,1.03860902,0.00000000
-5.93396698,3.46922599,0.00739321,0.24263939,1.29463602,0.00000000,1.51216570,2.19124297,1.05280427,0.00000000
-5.92796398,3.46872542,0.00794113,0.24080020,1.29882539,0.00000000,1.50951310,2.17842514,1.06383597,0.00000000
-5.92196098,3.46390328,0.00850437,0.23865913,1.29977807,0.00000000,1.50392966,2.16439951,1.07163686,0.00000000
-5.91595798,3.45502555,0.00908151,0.23628659,1.29757134,0.00000000,1.49556795,2.14935992,1.07618867,0.00000000
-5.90995498,3.44236932,0.00967118,0.23375260,1.29232244,0.00000000,1.48458734,2.13346079,1.07752402,0.00000000
-5.90395198,3.42622264,0.01027210,0.23112507,1.28418574,0.00000000,1.47115225,2.11682147,1.07572705,0.00000000
-5.89794897,3.40688452,0.01088295,0.22846812,1.27334937,0.00000000,1.45543117,2.09953183,1.07093263,0.00000000
-5.89194597,3.38466431,0.01150236,0.22584072,1.26003126,0.00000000,1.43759633,2.08165829,1.06332386,0.00000000
-5.88594297,3.35987991,0.01212878,0.22329536,1.24447456,0.00000000,1.41782368,2.06324961,1.05312814,0.00000000
-5.87993997,3.33285446,0.01276043,0.22087703,1.22694243,0.00000000,1.39629288,2.04434196,1.04061153,0.00000000
-5.87393697,3.30391126,0.01339517,0.21862223,1.20771235,0.00000000,1.37318729,2.02496265,1.02607192,0.00000000
-5.86793397,3.27336717,0.01403042,0.21655827,1.18706993,0.00000000,1.34869358,2.00513261,1.00983097,0.00000000
-5.86193097,3.24152470,0.01466307,0.21470267,1.16530257,0.00000000,1.32300107,1.98486728,0.99222542,0.00000000
-5.85592796,3.20866349,0.01528944,0.21306283,1.14269308,0.00000000,1.29630069,1.96417649,0.97359794,0.00000000
-5.84992496,3.17503170,0.01590519,0.21163579,1.11951349,0.00000000,1.26878354,1.94306325,0.95428807,0.00000000
-5.84392196,3.14083820,0.01650538,0.21040837,1.09601936,0.00000000,1.24063927,1.92152219,0.93462360,0.00000000
-5.83791896,3.10624612,0.01708445,0.20935740,1.07244476,0.00000000,1.21205429,1.89953793,0.91491273,0.00000000
-5.83191596,3.07136855,0.01763632,0.20845029,1.04899816,0.00000000,1.18320986,1.87708385,0.89543737,0.00000000
-5.82591296,3.03626665,0.01815449,0.20764587,1.02585934,0.00000000,1.15428036,1.85412164,0.87644771,0.00000000
-5.81990995,3.00095052,0.01863220,0.20689540,1.00317739,0.00000000,1.12543159,1.83060190,0.85815834,0.00000000
-5.81390695,2.96538283,0.01906261,0.20614393,0.98106992,0.00000000,1.09681932,1.80646583,0.84074577,0.00000000
-5.80790395,2.92948484,0.01943903,0.20533178,0.95962332,0.00000000,1.06858804,1.78164803,0.82434745,0.00000000
-5.80190095,2.89314456,0.01975514,0.20439627,0.93889405,0.00000000,1.04086986,1.75608022,0.80906210,0.00000000
-5.79589795,2.85622629,0.02000524,0.20327360,0.91891075,0.00000000,1.01378362,1.72969563,0.79495109,0.00000000
-5.78989495,2.81858089,0.02018450,0.20190071,0.89967705,0.00000000,0.98743402,1.70243364,0.78204081,0.00000000
-5.78389195,2.78005612,0.02028915,0.20021732,0.88117484,0.00000000,0.96191079,1.67424435,0.77032556,0.00000000
-5.77788894,2.74050625,0.02031672,0.19816781,0.86336781,0.00000000,0.93728783,1.64509261,0.75977092,0.00000000
-5.77188594,2.69980049,0.02026613,0.19570304,0.84620509,0.00000000,0.91362235,1.61496129,0.75031733,0.00000000
-5.76588294,2.65782977,0.02013786,0.19278205,0.82962482,0.00000000,0.89095384,1.58385352,0.74188366,0.00000000
-5.75987994,2.61451165,0.01993399,0.18937345,0.81355749,0.00000000,0.86930320,1.55179371,0.73437080,0.00000000
-5.75387694,2.56979334,0.01965814,0.18545663,0.79792911,0.00000000,0.84867184,1.51882748,0.72766503,0.00000000
-5.74787394,2.52365303,0.01931551,0.18102263,0.78266397,0.00000000,0.82904109,1.48502047,0.72164145,0.00000000
-5.74187094,2.47609980,0.01891267,0.17607463,0.76768717,0.00000000,0.81037189,1.45045642,0.71616717,0.00000000
-5.73586793,2.42717253,0.01845748,0.17062816,0.75292683,0.00000000,0.79260501,1.41523459,0.71110466,0.00000000
-5.72986493,2.37693826,0.01795882,0.16471089,0.73831607,0.00000000,0.77566201,1.37946710,0.70631505,0.00000000
-5.72386193,2.32549054,0.01742642,0.15836215,0.72379476,0.00000000,0.75944676,1.34327621,0.70166159,0.00000000
-5.71785893,2.27294797,0.01687057,0.15163197,0.70931115,0.00000000,0.74384799,1.30679213,0.69701328,0.00000000
-5.71185593,2.21945333,0.01630185,0.14458003,0.69482328,0.00000000,0.72874247,1.27015125,0.69224855,0.00000000
-5.70585293,2.16517339,0.01573087,0.13727419,0.68030026,0.00000000,0.71399908,1.23349511,0.68725899,0.00000000
-5.69984992,2.11029921,0.01516802,0.12978888,0.66572338,0.00000000,0.69948341,1.19697007,0.68195297,0.00000000
-5.69384692,2.05504686,0.01462321,0.12220334,0.65108685,0.00000000,0.68506282,1.16072742,0.67625899,0.00000000
-5.68784392,1.99965812,0.01410562,0.11459977,0.63639838,0.00000000,0.67061167,1.12492391,0.67012848,0.00000000
-5.68184092,1.94440070,0.01362351,0.10706142,0.62167914,0.00000000,0.65601639,1.08972230,0.66353794,0.00000000
-5.67583792,1.88956760,0.01318403,0.09967076,0.60696337,0.00000000,0.64118022,1.05529167,0.65649008,0.00000000
-5.66983492,1.83547502,0.01279310,0.09250770,0.59229734,0.00000000,0.62602715,1.02180717,0.64901386,0.00000000
-5.66383192,1.78245852,0.01245521,0.08564793,0.57773771,0.00000000,0.61050504,0.98944888,0.64116323,0.00000000
-5.65782891,1.73086719,0.01217340,0.07916149,0.56334931,0.00000000,0.59458743,0.95839963,0.63301460,0.00000000
-5.65182591,1.68105572,0.01194918,0.07311149,0.54920232,0.00000000,0.57827426,0.92884168,0.62466298,0.00000000
-5.64582291,1.63337458,0.01178246,0.06755317,0.53536899,0.00000000,0.56159115,0.90095220,0.61621697,0.00000000
-5.63981991,1.58815856,0.01167163,0.06253306,0.52192009,0.00000000,0.54458752,0.87489778,0.60779279,0.00000000
-5.63381691,1.54571435,0.01161352,0.05808859,0.50892118,0.00000000,0.52733351,0.85082816,0.59950772,0.00000000
-5.62781391,1.50630772,0.01160356,0.05424780,0.49642896,0.00000000,0.50991615,0.82886955,0.59147319,0.00000000
-5.62181091,1.47015115,0.01163583,0.05102937,0.48448793,0.00000000,0.49243477,0.80911807,0.58378809,0.00000000
-5.61580790,1.43739286,0.01170325,0.04844293,0.47312764,0.00000000,0.47499618,0.79163364,0.57653258,0.00000000
-5.60980490,1.40810794,0.01179776,0.04648947,0.46236059,0.00000000,0.45770988,0.77643501,0.56976292,0.00000000
