energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up
-6.00000000,2.17654919,0.03288037,0.38007886,0.00609909,0.00000000,1.41911272,0.64282960,0.86278076,0.00000000
-5.99399700,2.28224670,0.03316567,0.40160121,0.00671263,0.00000000,1.42416563,0.69695734,0.89214197,0.00000000
-5.98799400,2.39201063,0.03328374,0.42374645,0.00736695,0.00000000,1.42626818,0.75486741,0.92234194,0.00000000
-5.98199100,2.50632026,0.03324312,0.44645099,0.00806113,0.00000000,1.42602941,0.81669308,0.95377757,0.00000000
-5.97598799,2.62565306,0.03305608,0.46963764,0.00879423,0.00000000,1.42410713,0.88254685,0.98686893,0.00000000
-5.96998499,2.75046366,0.03273825,0.49321513,0.00956532,0.00000000,1.42118367,0.95251551,1.02204587,0.00000000
-5.96398199,2.88116274,0.03230800,0.51707840,0.01037356,0.00000000,1.41794212,1.02665473,1.05973379,0.00000000
-5.95797899,3.01809569,0.03178581,0.54110949,0.01121819,0.00000000,1.41504394,1.10498304,1.10033867,0.00000000
-5.95197599,3.16152112,0.03119356,0.56517893,0.01209857,0.00000000,1.41310835,1.18747510,1.14423166,0.00000000
-5.94597299,3.31158917,0.03055376,0.58914741,0.01301417,0.00000000,1.41269410,1.27405403,1.19173347,0.00000000
-5.93996998,3.46831963,0.02988876,0.61286774,0.01396450,0.00000000,1.41428362,1.36458292,1.24309864,0.00000000
-5.93396698,3.63157998,0.02922004,0.63618676,0.01494905,0.00000000,1.41826988,1.45885559,1.29850019,0.00000000
-5.92796398,3.80106378,0.02856751,0.65894717,0.01596716,0.00000000,1.42494579,1.55658681,1.35801490,0.00000000
-5.92196098,3.97627000,0.02794887,0.68098916,0.01701788,0.00000000,1.43449631,1.65740257,1.42160966,0.00000000
-5.91595798,4.15648431,0.02737911,0.70215179,0.01809973,0.00000000,1.44699301,1.76083087,1.48912945,0.00000000
-5.90995498,4.34076338,0.02687013,0.72227412,0.01921055,0.00000000,1.46239116,1.86629390,1.56028762,0.00000000
-5.90395198,4.52792387,0.02643040,0.74119624,0.02034727,0.00000000,1.48052932,1.97310241,1.63465899,0.00000000
-5.89794897,4.71653754,0.02606488,0.75876019,0.02150569,0.00000000,1.50113149,2.08045320,1.71167662,0.00000000
-5.89194597,4.90493436,0.02577499,0.77481107,0.02268032,0.00000000,1.52381185,2.18743066,1.79063287,0.00000000
-5.88594297,5.09121498,0.02555873,0.78919840,0.02386422,0.00000000,1.54808242,2.29301312,1.87068530,0.00000000
-5.87993997,5.27327392,0.02541094,0.80177796,0.02504895,0.00000000,1.57336347,2.39608462,1.95086806,0.00000000
-5.87393697,5.44883443,0.02532368,0.81241424,0.02622457,0.00000000,1.59899702,2.49545256,2.03010881,0.00000000
-5.86793397,5.61549508,0.02528666,0.82098354,0.02737974,0.00000000,1.62426338,2.58987111,2.10725134,0.00000000
-5.86193097,5.77078771,0.02528779,0.82737784,0.02850189,0.00000000,1.64840041,2.67807024,2.18108363,0.00000000
-5.85592796,5.91224551,0.02531382,0.83150913,0.02957755,0.00000000,1.67062557,2.75878943,2.25037060,0.00000000
-5.84992496,6.03747912,0.02535088,0.83331435,0.03059266,0.00000000,1.69015988,2.83081512,2.31389084,0.00000000
-5.84392196,6.14425798,0.02538520,0.83276033,0.03153309,0.00000000,1.70625348,2.89302039,2.37047578,0.00000000
-5.83791896,6.23059340,0.02540368,0.82984876,0.03238512,0.00000000,1.71821165,2.94440508,2.41905020,0.00000000
-5.83191596,6.29481963,0.02539450,0.82462044,0.03313599,0.00000000,1.72542050,2.98413448,2.45867190,0.00000000
-5.82591296,6.33566850,0.02534758,0.81715875,0.03377447,0.00000000,1.72737114,3.01157448,2.48856917,0.00000000
-5.81990995,6.35233384,0.02525507,0.80759169,0.03429136,0.00000000,1.72368118,3.02632140,2.50817397,0.00000000
-5.81390695,6.34452153,0.02511162,0.79609223,0.03467999,0.00000000,1.71411255,3.02822450,2.51714916,0.00000000
-5.80790395,6.31248212,0.02491462,0.78287684,0.03493660,0.00000000,1.69858455,3.01739988,2.51540836,0.00000000
-5.80190095,6.25702352,0.02466427,0.76820173,0.03506059,0.00000000,1.67718150,2.99423452,2.50312725,0.00000000
-5.79589795,6.17950217,0.02436352,0.75235710,0.03505471,0.00000000,1.65015423,2.95938014,2.48074548,0.00000000
-5.78989495,6.08179253,0.02401795,0.73565929,0.03492502,0.00000000,1.61791539,2.91373649,2.44895881,0.00000000
-5.78389195,5.96623557,0.02363544,0.71844114,0.03468076,0.00000000,1.58102844,2.85842499,2.40870187,0.00000000
-5.77788894,5.83556839,0.02322583,0.70104102,0.03433408,0.00000000,1.54019098,2.79475343,2.36112194,0.00000000
-5.77188594,5.69283787,0.02280041,0.68379089,0.03389959,0.00000000,1.49621286,2.72417361,2.30754493,0.00000000
-5.76588294,5.54130245,0.02237144,0.66700409,0.03339386,0.00000000,1.44999027,2.64823360,2.24943515,0.00000000
-5.75987994,5.38432653,0.02195157,0.65096341,0.03283479,0.00000000,1.40247686,2.56852702,2.18835051,0.00000000
-5.75387694,5.22527252,0.02155325,0.63591020,0.03224096,0.00000000,1.35465341,2.48664165,2.12589525,0.00000000
-5.74787394,5.06739556,0.02118825,0.62203493,0.03163098,0.00000000,1.30749715,2.40410980,2.06367220,0.00000000
-5.74187094,4.91374571,0.02086706,0.60946998,0.03102280,0.00000000,1.26195245,2.32236272,2.00323672,0.00000000
-5.73586793,4.76708206,0.02059855,0.59828486,0.03043314,0.00000000,1.21890381,2.24269102,1.94605403,0.00000000
-5.72986493,4.62980229,0.02038954,0.58848444,0.02987692,0.00000000,1.17915249,2.16621275,1.89346179,0.00000000
-5.72386193,4.50389039,0.02024461,0.58000997,0.02936694,0.00000000,1.14339742,2.09385044,1.84663899,0.00000000
-5.71785893,4.39088416,0.02016592,0.57274329,0.02891349,0.00000000,1.11222116,2.02631771,1.80658231,0.00000000
-5.71185593,4.29186302,0.02015321,0.56651373,0.02852423,0.00000000,1.08608108,1.96411555,1.77409026,0.00000000
-5.70585293,4.20745566,0.02020385,0.56110751,0.02820419,0.00000000,1.06530573,1.90753819,1.74975531,0.00000000
-5.69984992,4.13786589,0.02031309,0.55627919,0.02795581,0.00000000,1.05009638,1.85668746,1.73396365,0.00000000
-5.69384692,4.08291425,0.02047427,0.55176453,0.02777918,0.00000000,1.04053282,1.81149461,1.72690194,0.00000000
-5.68784392,4.04209244,0.02067921,0.54729419,0.02767232,0.00000000,1.03658325,1.77174797,1.72857006,0.00000000
-5.68184092,4.01462674,0.02091859,0.54260755,0.02763157,0.00000000,1.03811692,1.73712477,1.73879887,0.00000000
-5.67583792,3.99954692,0.02118240,0.53746596,0.02765198,0.00000000,1.04491908,1.70722517,1.75727147,0.00000000
-5.66983492,3.99575652,0.02146037,0.53166480,0.02772773,0.00000000,1.05670706,1.68160671,1.78354695,0.00000000
-5.66383192,4.00210109,0.02174237,0.52504376,0.02785260,0.00000000,1.07314664,1.65981739,1.81708503,0.00000000
-5.65782891,4.01743092,0.02201887,0.51749490,0.02802027,0.00000000,1.09386805,1.64142581,1.85727070,0.00000000
-5.65182591,4.04065576,0.02228119,0.50896803,0.02822472,0.00000000,1.11848073,1.62604699,1.90343764,0.00000000
-5.64582291,4.07078923,0.02252185,0.49947340,0.02846049,0.00000000,1.14658643,1.61336298,1.95488959,0.00000000
-5.63981991,4.10698150,0.02273475,0.48908130,0.02872283,0.00000000,1.17779012,1.60313736,2.01091910,0.00000000
-5.63381691,4.14853959,0.02291526,0.47791903,0.02900786,0.00000000,1.21170854,1.59522353,2.07082319,0.00000000
-5.62781391,4.19493514,0.02306030,0.46616505,0.02931256,0.00000000,1.24797624,1.58956658,2.13391558,0.00000000
-5.62181091,4.24580028,0.02316832,0.45404094,0.02963477,0.00000000,1.28624906,1.58619908,2.19953565,0.00000000
-5.61580790,4.30091259,0.02323913,0.44180142,0.02997305,0.00000000,1.32620532,1.58523146,2.26705406,0.00000000
-5.60980490,4.36017086,0.02327382,0.42972293,0.03032654,0.00000000,1.36754477,1.58683759,2.33587540,0.00000000
-5.60380190,4.42356343,0.02327449,0.41809143,0.03069474,0.00000000,1.40998584,1.59123660,2.40543832,0.00000000
-5.59779890,4.49113131,0.02324403,0.40718983,0.03107738,0.00000000,1.45326134,1.59867210,2.47521345,0.00000000
-5.59179590,4.56292849,0.02318584,0.39728578,0.03147414,0.00000000,1.49711333,1.60938971,2.54469991,0.00000000
-5.58579290,4.63898153,0.02310357,0.38862019,0.03188449,0.00000000,1.54128739,1.62361433,2.61342089,0.00000000
-5.57978989,4.71925113,0.02300087,0.38139708,0.03230756,0.00000000,1.58552701,1.64152811,2.68091887,0.00000000
-5.57378689,4.80359749,0.02288109,0.37577515,0.03274202,0.00000000,1.62956844,1.66325022,2.74675143,0.00000000
-5.56778389,4.89175173,0.02274712,0.37186135,0.03318604,0.00000000,1.67313663,1.68881955,2.81048785,0.00000000
-5.56178089,4.98329498,0.02260121,0.36970673,0.03363732,0.00000000,1.71594265,1.71818099,2.87170747,0.00000000
-5.55577789,5.07764650,0.02244479,0.36930470,0.03409315,0.00000000,1.75768303,1.75117613,2.92999998,0.00000000
-5.54977489,5.17406185,0.02227844,0.37059171,0.03455060,0.00000000,1.79804117,1.78753893,2.98496810,0.00000000
-5.54377189,5.27164161,0.02210185,0.37345032,0.03500672,0.00000000,1.83669131,1.82689661,3.03623295,0.00000000
-5.53776888,5.36935056,0.02191383,0.37771440,0.03545874,0.00000000,1.87330468,1.86877589,3.08344183,0.00000000
-5.53176588,5.46604702,0.02171241,0.38317638,0.03590445,0.00000000,1.90755814,1.91261460,3.12627845,0.00000000
-5.52576288,5.56052090,0.02149493,0.38959605,0.03634237,0.00000000,1.93914466,1.95777817,3.16447505,0.00000000
-5.51975988,5.65153926,0.02125823,0.39671064,0.03677211,0.00000000,1.96778541,2.00358050,3.19782571,0.00000000
-5.51375688,5.73789700,0.02099883,0.40424574,0.03719461,0.00000000,1.99324273,2.04930844,3.22620009,0.00000000
-5.50775388,5.81847032,0.02071314,0.41192658,0.03761224,0.00000000,2.01533318,2.09424886,3.24955658,0.00000000
-5.50175088,5.89227016,0.02039772,0.41948923,0.03802899,0.00000000,2.03393997,2.13771717,3.26795365,0.00000000
-5.49574787,5.95849277,0.02004946,0.42669125,0.03845041,0.00000000,2.04902367,2.17908604,3.28155839,0.00000000
-5.48974487,6.01656430,0.01966588,0.43332144,0.03888354,0.00000000,2.06063049,2.21781291,3.29065118,0.00000000
-5.48374187,6.06617689,0.01924527,0.43920814,0.03933664,0.00000000,2.06889717,2.25346507,3.29562550,0.00000000
-5.47773887,6.10731375,0.01878692,0.44422598,0.03981891,0.00000000,2.07405197,2.28574080,3.29698231,0.00000000
-5.47173587,6.14026130,0.01829123,0.44830061,0.04033997,0.00000000,2.07641117,2.31448571,3.29531858,0.00000000
-5.46573287,6.16560730,0.01775981,0.45141135,0.04090939,0.00000000,2.07637087,2.33970305,3.29130999,0.00000000
-5.45972986,6.18422422,0.01719556,0.45359170,0.04153604,0.00000000,2.07439429,2.36155740,3.28568828,0.00000000
-5.45372686,6.19723838,0.01660264,0.45492751,0.04222748,0.00000000,2.07099475,2.38037131,3.27921388,0.00000000
-5.44772386,6.20598576,0.01598641,0.45555319,0.04298934,0.00000000,2.06671517,2.39661476,3.27264518,0.00000000
-5.44172086,6.21195637,0.01535333,0.45564581,0.04382468,0.00000000,2.06210474,2.41088770,3.26670570,0.00000000
-5.43571786,6.21672971,0.01471081,0.45541761,0.04473352,0.00000000,2.05769419,2.42389624,3.26205095,0.00000000
-5.42971486,6.22190427,0.01406696,0.45510706,0.04571245,0.00000000,2.05397063,2.43642340,3.25923672,0.00000000
-5.42371186,6.22902436,0.01343041,0.45496884,0.04675432,0.00000000,2.05135350,2.44929550,3.25869055,0.00000000
-5.41770885,6.23950782,0.01281001,0.45526324,0.04784824,0.00000000,2.05017273,2.46334564,3.26068799,0.00000000
-5.41170585,6.25457799,0.01221453,0.45624532,0.04897962,0.00000000,2.05065053,2.47937583,3.26533505,0.00000000
-5.40570285,6.27520313,0.01165240,0.45815424,0.05013048,0.00000000,2.05288765,2.49811921,3.27255786,0.00000000
-5.39969985,6.30204603,0.01113144,0.46120324,0.05127994,0.00000000,2.05685495,2.52020418,3.28210023,0.00000000
-5.39369685,6.33542609,0.01065853,0.46557054,0.05240483,0.00000000,2.06239083,2.54612184,3.29352920,0.00000000
-5.38769385,6.37529541,0.01023947,0.47139164,0.05348048,0.00000000,2.06920455,2.57619828,3.30624842,0.00000000
-5.38169085,6.42122978,0.00987870,0.47875310,0.05448157,0.00000000,2.07688544,2.61057280,3.31951856,0.00000000
-5.37568784,6.47243474,0.00957921,0.48768826,0.05538304,0.00000000,2.08491741,2.64918321,3.33248380,0.00000000
-5.36968484,6.52776630,0.00934244,0.49817472,0.05616102,0.00000000,2.09269810,2.69175876,3.34420294,0.00000000
-5.36368184,6.58576511,0.00916824,0.51013401,0.05679374,0.00000000,2.09956168,2.73782123,3.35368369,0.00000000
-5.35767884,6.64470259,0.00905491,0.52343305,0.05726226,0.00000000,2.10480427,2.78669411,3.35991845,0.00000000
-5.35167584,6.70263691,0.00899936,0.53788766,0.05755122,0.00000000,2.10771064,2.83751973,3.36191991,0.00000000
-5.34567284,6.75747655,0.00899721,0.55326763,0.05764928,0.00000000,2.10758111,2.88928369,3.35875513,0.00000000
-5.33966983,6.80704904,0.00904307,0.56930346,0.05754951,0.00000000,2.10375751,2.94084579,3.34957664,0.00000000
-5.33366683,6.84917220,0.00913079,0.58569420,0.05724951,0.00000000,2.09564699,2.99097627,3.33364949,0.00000000
-5.32766383,6.88172549,0.00925388,0.60211631,0.05675135,0.00000000,2.08274304,3.03839608,3.31037361,0.00000000
-5.32166083,6.90271905,0.00940578,0.61823306,0.05606138,0.00000000,2.06464280,3.08181964,3.27930086,0.00000000
-5.31565783,6.91035820,0.00958034,0.63370425,0.05518980,0.00000000,2.04106035,3.11999844,3.24014665,0.00000000
-5.30965483,6.90310154,0.00977217,0.64819581,0.05415016,0.00000000,2.01183566,3.15176401,3.19279615,0.00000000
-5.30365183,6.87971095,0.00997710,0.66138905,0.05295874,0.00000000,1.97693908,3.17606833,3.13730545,0.00000000
-5.29764882,6.83929214,0.01019250,0.67298922,0.05163386,0.00000000,1.93647170,3.19202052,3.07389808,0.00000000
-5.29164582,6.78132488,0.01041768,0.68273318,0.05019518,0.00000000,1.89066165,3.19891816,3.00295752,0.00000000
-5.28564282,6.70568213,0.01065417,0.69039589,0.04866298,0.00000000,1.83985702,3.19627234,2.92501631,0.00000000
-5.27963982,6.61263810,0.01090594,0.69579576,0.04705754,0.00000000,1.78451574,3.18382541,2.84074253,0.00000000
-5.27363682,6.50286506,0.01117957,0.69879848,0.04539856,0.00000000,1.72519310,3.16156114,2.75092421,0.00000000
-5.26763382,6.37741968,0.01148429,0.69931956,0.04370465,0.00000000,1.66252759,3.12970688,2.65645241,0.00000000
-5.26163082,6.23771957,0.01183202,0.69732544,0.04199300,0.00000000,1.59722556,3.08872810,2.55830357,0.00000000
-5.25562781,6.08551124,0.01223717,0.69283324,0.04027908,0.00000000,1.53004539,3.03931564,2.45752155,0.00000000
-5.24962481,5.92283076,0.01271646,0.68590928,0.03857654,0.00000000,1.46178164,2.98236658,2.35519991,0.00000000
-5.24362181,5.75195890,0.01328857,0.67666644,0.03689718,0.00000000,1.39324973,2.91895980,2.25246479,0.00000000
-5.23761881,5.57537224,0.01397376,0.66526058,0.03525099,0.00000000,1.32527143,2.85032729,2.15045875,0.00000000
-5.23161581,5.39569215,0.01479334,0.65188607,0.03364635,0.00000000,1.25866155,2.77782277,2.05032575,0.00000000
-5.22561281,5.21563329,0.01576910,0.63677071,0.03209021,0.00000000,1.19421605,2.70288881,1.95319761,0.00000000
-5.21960980,5.03795326,0.01692270,0.62017016,0.03058838,0.00000000,1.13270163,2.62702385,1.86018194,0.00000000
-5.21360680,4.86540477,0.01827496,0.60236206,0.02914578,0.00000000,1.07484685,2.55175027,1.77235184,0.00000000
-5.20760380,4.70069156,0.01984518,0.58363996,0.02776677,0.00000000,1.02133484,2.47858459,1.69073713,0.00000000
-5.20160080,4.54642882,0.02165044,0.56430727,0.02645539,0.00000000,0.97279740,2.40901045,1.61631733,0.00000000
-5.19559780,4.40510878,0.02370491,0.54467137,0.02521559,0.00000000,0.92981034,2.34445507,1.55001613,0.00000000
-5.18959480,4.27907151,0.02601919,0.52503795,0.02405147,0.00000000,0.89288999,2.28626934,1.49269714,0.00000000
-5.18359180,4.17048102,0.02859974,0.50570569,0.02296737,0.00000000,0.86249047,2.23571150,1.44516087,0.00000000
-5.17758879,4.08130605,0.03144832,0.48696149,0.02196799,0.00000000,0.83900167,2.19393433,1.40814235,0.00000000
-5.17158579,4.01330503,0.03456161,0.46907616,0.02105841,0.00000000,0.82274765,2.16197532,1.38230929,0.00000000
-5.16558279,3.96801446,0.03793090,0.45230075,0.02024406,0.00000000,0.81398521,2.14074925,1.36826032,0.00000000
-5.15957979,3.94673971,0.04154187,0.43686357,0.01953063,0.00000000,0.81290255,2.13104261,1.36652282,0.00000000
-5.15357679,3.95054747,0.04537454,0.42296785,0.01892392,0.00000000,0.81961792,2.13350918,1.37755021,0.00000000
-5.14757379,3.98025893,0.04940339,0.41079012,0.01842971,0.00000000,0.83417810,2.14866612,1.40171815,0.00000000
-5.14157079,4.03644314,0.05359755,0.40047925,0.01805352,0.00000000,0.85655682,2.17689008,1.43931961,0.00000000
-5.13556778,4.11940991,0.05792118,0.39215627,0.01780043,0.00000000,0.88665307,2.21841298,1.49055859,0.00000000
-5.12956478,4.22920222,0.06233401,0.38591464,0.01767481,0.00000000,0.92428957,2.27331722,1.55554247,0.00000000
-5.12356178,4.36558806,0.06679193,0.38182119,0.01768013,0.00000000,0.96921146,2.34153030,1.63427322,0.00000000
-5.11755878,4.52805206,0.07124782,0.37991753,0.01781874,0.00000000,1.02108542,2.42281924,1.72663759,0.00000000
-5.11155578,4.71578760,0.07565237,0.38022177,0.01809172,0.00000000,1.07949961,2.51678486,1.83239693,0.00000000
-5.10555278,4.92769011,0.07995505,0.38273055,0.01849868,0.00000000,1.14396444,2.62285688,1.95117690,0.00000000
-5.09954977,5.16235265,0.08410516,0.38742120,0.01903769,0.00000000,1.21391464,2.74029018,2.08245800,0.00000000
-5.09354677,5.41806487,0.08805287,0.39425388,0.01970520,0.00000000,1.28871273,2.86816326,2.22556744,0.00000000
-5.08754377,5.69281648,0.09175032,0.40317367,0.02049603,0.00000000,1.36765403,3.00537951,2.37967314,0.00000000
-5.08154077,5.98430623,0.09515270,0.41411239,0.02140340,0.00000000,1.44997339,3.15067217,2.54378073,0.00000000
-5.07553777,6.28995735,0.09821931,0.42699009,0.02241898,0.00000000,1.53485354,3.30261344,2.71673395,0.00000000
-5.06953477,6.60694006,0.10091446,0.44171617,0.02353306,0.00000000,1.62143521,3.45962843,2.89721924,0.00000000
-5.06353177,6.93220143,0.10320840,0.45818997,0.02473463,0.00000000,1.70882850,3.62001401,3.08377472,0.00000000
-5.05752876,7.26250254,0.10507803,0.47630089,0.02601162,0.00000000,1.79612568,3.78196258,3.27480384,0.00000000
-5.05152576,7.59446244,0.10650750,0.49592796,0.02735106,0.00000000,1.88241470,3.94359056,3.46859353,0.00000000
-5.04552276,7.92460792,0.10748858,0.51693898,0.02873929,0.00000000,1.96679333,4.10297088,3.66333671,0.00000000
-5.03951976,8.24942806,0.10802092,0.53918916,0.03016218,0.00000000,2.04838325,4.25816865,3.85715847,0.00000000
-5.03351676,8.56543150,0.10811197,0.56251957,0.03160532,0.00000000,2.12634383,4.40727895,4.04814526,0.00000000
-5.02751376,8.86920505,0.10777683,0.58675527,0.03305419,0.00000000,2.19988495,4.54846538,4.23437613,0.00000000
-5.02151076,9.15747123,0.10703781,0.61170348,0.03449434,0.00000000,2.26827863,4.67999795,4.41395502,0.00000000
-5.01550775,9.42714296,0.10592374,0.63715192,0.03591149,0.00000000,2.33086892,4.80028890,4.58504290,0.00000000
-5.00950475,9.67537333,0.10446921,0.66286744,0.03729167,0.00000000,2.38707990,4.90792501,4.74588864,0.00000000
-5.00350175,9.89959880,0.10271354,0.68859523,0.03862129,0.00000000,2.43642146,5.00169505,4.89485766,0.00000000
-4.99749875,10.09757451,0.10069968,0.71405874,0.03988717,0.00000000,2.47849292,5.08061136,5.03045731,0.00000000
-4.99149575,10.26740051,0.09847305,0.73896052,0.04107664,0.00000000,2.51298433,5.14392467,5.15135825,0.00000000
-4.98549275,10.40753876,0.09608019,0.76298412,0.04217750,0.00000000,2.53967572,5.19113168,5.25641142,0.00000000
-4.97948974,10.51682052,0.09356761,0.78579717,0.04317813,0.00000000,2.55843445,5.22197524,5.34466020,0.00000000
-4.97348674,10.59444489,0.09098048,0.80705561,0.04406746,0.00000000,2.56921092,5.23643738,5.41534783,0.00000000
-4.96748374,10.63996921,0.08836156,0.82640920,0.04483505,0.00000000,2.57203314,5.23472558,5.46792028,0.00000000
-4.96148074,10.65329267,0.08575012,0.84350812,0.04547120,0.00000000,2.56700032,5.21725337,5.50202504,0.00000000
-4.95547774,10.63463461,0.08318111,0.85801061,0.04596701,0.00000000,2.55427611,5.18461618,5.51750638,0.00000000
-4.94947474,10.58450909,0.08068444,0.86959132,0.04631449,0.00000000,2.53408168,5.13756380,5.51439788,0.00000000
-4.94347174,10.50369743,0.07828447,0.87795021,0.04650679,0.00000000,2.50668907,5.07697092,5.49291286,0.00000000
-4.93746873,10.39322034,0.07599969,0.88282161,0.04653830,0.00000000,2.47241500,5.00380703,5.45343362,0.00000000
-4.93146573,10.25431089,0.07384264,0.88398304,0.04640486,0.00000000,2.43161538,4.91910732,5.39649995,0.00000000
-4.92546273,10.08838948,0.07181995,0.88126344,0.04610394,0.00000000,2.38468061,4.82394549,5.32279769,0.00000000
-4.91945973,9.89704151,0.06993260,0.87455043,0.04563486,0.00000000,2.33203162,4.71940990,5.23314755,0.00000000
-4.91345673,9.68199828,0.06817635,0.86379609,0.04499887,0.00000000,2.27411667,4.60658362,5.12849456,0.00000000
-4.90745373,9.44512106,0.06654225,0.84902110,0.04419934,0.00000000,2.21140875,4.48652904,5.00989808,0.00000000
-4.90145073,9.18838804,0.06501731,0.83031687,0.04324179,0.00000000,2.14440338,4.36027733,4.87852248,0.00000000
-4.89544772,8.91388380,0.06358521,0.80784543,0.04213393,0.00000000,2.07361662,4.22882268,4.73562794,0.00000000
-4.88944472,8.62379040,0.06222707,0.78183716,0.04088562,0.00000000,1.99958301,4.09312100,4.58256142,0.00000000
-4.88344172,8.32037928,0.06092228,0.75258617,0.03950875,0.00000000,1.92285335,3.95409264,4.42074714,0.00000000
-4.87743872,8.00600317,0.05964929,0.72044363,0.03801704,0.00000000,1.84399200,3.81262822,4.25167622,0.00000000
-4.87143572,7.68308685,0.05838638,0.68580921,0.03642586,0.00000000,1.76357351,3.66959687,4.07689526,0.00000000
-4.86543272,7.35411630,0.05711241,0.64912091,0.03475186,0.00000000,1.68217871,3.52585569,3.89799342,0.00000000
-4.85942971,7.02162529,0.05580754,0.61084387,0.03301271,0.00000000,1.60038992,3.38225952,3.71658780,0.00000000
-4.85342671,6.68817902,0.05445379,0.57145830,0.03122668,0.00000000,1.51878543,3.23966992,3.53430715,0.00000000
-4.84742371,6.35635462,0.05303562,0.53144740,0.02941225,0.00000000,1.43793339,3.09896243,3.35277378,0.00000000
-4.84142071,6.02871823,0.05154035,0.49128537,0.02758773,0.00000000,1.35838501,2.96103124,3.17358407,0.00000000
-4.83541771,5.70779893,0.04995851,0.45142631,0.02577090,0.00000000,1.28066748,2.82679066,2.99828759,0.00000000
-4.82941471,5.39605989,0.04828403,0.41229411,0.02397861,0.00000000,1.20527657,2.69717281,2.82836559,0.00000000
