energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up
-4.82341171,5.09586717,0.04651441,0.37427396,0.02222650,0.00000000,1.13266938,2.57312136,2.66520903,0.00000000
-4.81740870,4.80945701,0.04465073,0.33770550,0.02052871,0.00000000,1.06325732,2.45558127,2.51009706,0.00000000
-4.81140570,4.53890239,0.04269749,0.30287792,0.01889767,0.00000000,0.99739962,2.34548475,2.36417635,0.00000000
-4.80540270,4.28607994,0.04066245,0.27002694,0.01734394,0.00000000,0.93539774,2.24373391,2.22844211,0.00000000
-4.79939970,4.05263823,0.03855635,0.23933383,0.01587612,0.00000000,0.87749083,2.15118078,2.10372143,0.00000000
-4.79339670,3.83996859,0.03639246,0.21092619,0.01450080,0.00000000,0.82385251,2.06860554,1.99065956,0.00000000
-4.78739370,3.64917973,0.03418618,0.18488033,0.01322259,0.00000000,0.77458924,1.99669402,1.88970987,0.00000000
-4.78139070,3.48107717,0.03195451,0.16122515,0.01204418,0.00000000,0.72974041,1.93601545,1.80112785,0.00000000
-4.77538769,3.33614856,0.02971553,0.13994705,0.01096646,0.00000000,0.68928038,1.88700168,1.72496974,0.00000000
-4.76938469,3.21455598,0.02748782,0.12099570,0.00998870,0.00000000,0.65312234,1.84992891,1.66109603,0.00000000
-4.76338169,3.11613569,0.02528997,0.10429039,0.00910871,0.00000000,0.62112431,1.82490306,1.60917990,0.00000000
-4.75737869,3.04040610,0.02314002,0.08972653,0.00832304,0.00000000,0.59309693,1.81184948,1.56872080,0.00000000
-4.75137569,2.98658398,0.02105504,0.07718225,0.00762722,0.00000000,0.56881304,1.81050782,1.53906272,0.00000000
-4.74537269,2.95360897,0.01905069,0.06652468,0.00701601,0.00000000,0.54801888,1.82043254,1.51941691,0.00000000
-4.73936968,2.94017587,0.01714096,0.05761585,0.00648358,0.00000000,0.53044637,1.84099917,1.50888843,0.00000000
-4.73336668,2.94477392,0.01533789,0.05031802,0.00602378,0.00000000,0.51582634,1.87141634,1.50650570,0.00000000
-4.72736368,2.96573200,0.01365144,0.04449834,0.00563033,0.00000000,0.50390206,1.91074317,1.51125229,0.00000000
-4.72136068,3.00126827,0.01208944,0.04003277,0.00529704,0.00000000,0.49444266,1.95791163,1.52209960,0.00000000
-4.71535768,3.04954260,0.01065763,0.03680922,0.00501795,0.00000000,0.48725580,2.01175270,1.53803963,0.00000000
-4.70935468,3.10870979,0.00935975,0.03472996,0.00478752,0.00000000,0.48219914,2.07102578,1.55811625,0.00000000
-4.70335168,3.17697175,0.00819772,0.03371314,0.00460074,0.00000000,0.47918990,2.13444982,1.58145415,0.00000000
-4.69734867,3.25262638,0.00717190,0.03369371,0.00445325,0.00000000,0.47821208,2.20073525,1.60728394,0.00000000
-4.69134567,3.33411133,0.00628133,0.03462356,0.00434138,0.00000000,0.47932091,2.26861529,1.63496266,0.00000000
-4.68534267,3.42004076,0.00552403,0.03647094,0.00426222,0.00000000,0.48264400,2.33687555,1.66398863,0.00000000
-4.67933967,3.50923355,0.00489733,0.03921934,0.00421365,0.00000000,0.48837910,2.40438088,1.69401000,0.00000000
-4.67333667,3.60073166,0.00439818,0.04286577,0.00419428,0.00000000,0.49678822,2.47009832,1.72482661,0.00000000
-4.66733367,3.69380798,0.00402341,0.04741844,0.00420346,0.00000000,0.50818816,2.53311562,1.75638493,0.00000000
-4.66133067,3.78796312,0.00377004,0.05289406,0.00424121,0.00000000,0.52293757,2.59265469,1.78876628,0.00000000
-4.65532766,3.88291135,0.00363551,0.05931471,0.00430812,0.00000000,0.54142091,2.64807961,1.82216867,0.00000000
-4.64932466,3.97855642,0.00361788,0.06670431,0.00440527,0.00000000,0.56402980,2.69889929,1.85688300,0.00000000
-4.64332166,4.07495813,0.00371601,0.07508498,0.00453411,0.00000000,0.59114234,2.74476480,1.89326465,0.00000000
