energy_ev,total_up,total_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,Si_p_up,Si_p_down,Si_d_up,Si_d_down
-6.00000000,2.47744810,-5.21344593,0.61477052,-1.19506240,0.99036657,-1.00232262,0.09256837,-0.13790423,0.44823950,-1.63064054,0.84291244,-1.54212306,0.00000000,-0.00000000
-5.99399700,2.63048382,-4.93672609,0.65598931,-1.12097604,1.04963217,-0.94887761,0.09897150,-0.13247457,0.47525752,-1.54723229,0.89568409,-1.45631225,0.00000000,-0.00000000
-5.98799400,2.78260819,-4.64942235,0.69807378,-1.04560351,1.10803932,-0.89355052,0.10527601,-0.12659374,0.50215827,-1.45998040,0.94824495,-1.36797695,0.00000000,-0.00000000
-5.98199100,2.93264059,-4.35523873,0.74088184,-0.96982691,1.16505311,-0.83705513,0.11140039,-0.12035295,0.52877003,-1.37003374,1.00018628,-1.27822761,0.00000000,-0.00000000
-5.97598799,3.07935177,-4.05778622,0.78425333,-0.89447506,1.22011925,-0.78008353,0.11725977,-0.11384604,0.55491797,-1.27852621,1.05107784,-1.18813072,0.00000000,-0.00000000
-5.96998499,3.22148361,-3.76051231,0.82800981,-0.82031069,1.27267355,-0.72329275,0.12276786,-0.10716699,0.58042728,-1.18655355,1.10047389,-1.09868919,0.00000000,-0.00000000
-5.96398199,3.35777234,-3.46663750,0.87195491,-0.74802003,1.32215310,-0.66729272,0.12783906,-0.10040765,0.60512689,-1.09515199,1.14792050,-1.01082529,0.00000000,-0.00000000
-5.95797899,3.48697467,-3.17910061,0.91587547,-0.67820498,1.36800856,-0.61263613,0.13239081,-0.09365548,0.62885357,-1.00527939,1.19296389,-0.92536652,0.00000000,-0.00000000
-5.95197599,3.60789587,-2.90051413,0.95954329,-0.61137786,1.40971741,-0.55981018,0.13634595,-0.08699155,0.65145617,-0.91779936,1.23515953,-0.84303459,0.00000000,-0.00000000
-5.94597299,3.71941873,-2.63313066,1.00271761,-0.54795877,1.44679756,-0.50923063,0.13963504,-0.08048885,0.67280003,-0.83346878,1.27408183,-0.76443783,0.00000000,-0.00000000
-5.93996998,3.82053206,-2.37882098,1.04514809,-0.48827537,1.47882059,-0.46123798,0.14219864,-0.07421093,0.69277110,-0.75292896,1.30933369,-0.69006707,0.00000000,-0.00000000
-5.93396698,3.91035741,-2.13906389,1.08657823,-0.43256499,1.50542427,-0.41609611,0.14398926,-0.06821092,0.71127974,-0.67670056,1.34055582,-0.62029481,0.00000000,-0.00000000
