energy_ev,total_up,In_p_up,In_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.50175088,1.66439776,0.08170544,0.00033709,0.11017644,0.56536093,0.33750193,0.34526881
-5.49574787,1.64812787,0.07806089,0.00032925,0.11530899,0.55900142,0.33099138,0.34058411
-5.48974487,1.62652543,0.07408252,0.00031993,0.12073436,0.55043271,0.32304153,0.33455815
-5.48374187,1.60022621,0.06984246,0.00030929,0.12652428,0.53982891,0.31383996,0.32730956
-5.47773887,1.56993382,0.06541389,0.00029752,0.13275020,0.52739572,0.30359187,0.31897604
-5.47173587,1.53639479,0.06086901,0.00028481,0.13948008,0.51336340,0.29251312,0.30970969
-5.46573287,1.50037270,0.05627713,0.00027137,0.14677530,0.49797903,0.28082318,0.29967192
-5.45972986,1.46262262,0.05170298,0.00025738,0.15468777,0.48149859,0.26873827,0.28902829
-5.45372686,1.42386706,0.04720535,0.00024305,0.16325755,0.46417908,0.25646487,0.27794336
-5.44772386,1.38477440,0.04283607,0.00022856,0.17251104,0.44627102,0.24419395,0.26657592
-5.44172086,1.34594085,0.03863925,0.00021409,0.18246012,0.42801173,0.23209613,0.25507469
-5.43571786,1.30787653,0.03465094,0.00019978,0.19310212,0.40961954,0.22031785,0.24357469
-5.42971486,1.27099626,0.03089904,0.00018578,0.20442087,0.39128919,0.20897884,0.23219441
-5.42371186,1.23561535,0.02740349,0.00017221,0.21638871,0.37318846,0.19817067,0.22103378
-5.41770885,1.20195030,0.02417679,0.00015915,0.22896952,0.35545626,0.18795665,0.21017315
-5.41170585,1.17012411,0.02122456,0.00014670,0.24212242,0.33820199,0.17837279,0.19967304
-5.40570285,1.14017591,0.01854639,0.00013491,0.25580614,0.32150625,0.16942991,0.18957478
-5.39969985,1.11207395,0.01613671,0.00012381,0.26998363,0.30542262,0.16111646,0.17990191
-5.39369685,1.08573128,0.01398570,0.00011344,0.28462650,0.28998053,0.15340222,0.17066214
-5.38769385,1.06102301,0.01208026,0.00010380,0.29971922,0.27518886,0.14624237,0.16184988
-5.38169085,1.03780413,0.01040489,0.00009490,0.31526231,0.26104010,0.13958184,0.15344902
-5.37568784,1.01592698,0.00894254,0.00008671,0.33127448,0.24751480,0.13335978,0.14543598
-5.36968484,0.99525710,0.00767540,0.00007921,0.34779325,0.23458614,0.12751379,0.13778265
-5.36368184,0.97568691,0.00658557,0.00007240,0.36487388,0.22222431,0.12198390,0.13045937
-5.35767884,0.95714626,0.00565565,0.00006624,0.38258647,0.21040051,0.11671606,0.12343746
-5.35167584,0.93960953,0.00486923,0.00006070,0.40101117,0.19909051,0.11166499,0.11669158
-5.34567284,0.92309891,0.00421132,0.00005576,0.42023177,0.18827748,0.10679645,0.11020151
-5.33966983,0.90768395,0.00366868,0.00005141,0.44032768,0.17795412,0.10208873,0.10395354
-5.33366683,0.89347750,0.00323009,0.00004763,0.46136492,0.16812410,0.09753350,0.09794126
-5.32766383,0.88062871,0.00288661,0.00004441,0.48338649,0.15880262,0.09313598,0.09216596
-5.32166083,0.86931363,0.00263181,0.00004177,0.50640269,0.15001643,0.08891455,0.08663650
-5.31565783,0.85972426,0.00246196,0.00003970,0.53038209,0.14180315,0.08489987,0.08136881
-5.30965483,0.85205722,0.00237629,0.00003825,0.55524381,0.13421018,0.08113364,0.07638504
-5.30365183,0.84650273,0.00237724,0.00003746,0.58085160,0.12729326,0.07766712,0.07171254
-5.29764882,0.84323523,0.00247075,0.00003739,0.60701049,0.12111488,0.07455955,0.06738262
-5.29164582,0.84240617,0.00266667,0.00003811,0.63346626,0.11574264,0.07187664,0.06342937
-5.28564282,0.84414015,0.00297910,0.00003974,0.65990819,0.11124779,0.06968914,0.05988842
-5.27963982,0.84853450,0.00342692,0.00004241,0.68597506,0.10770396,0.06807166,0.05679595
-5.27363682,0.85566295,0.00403428,0.00004627,0.71126454,0.10518633,0.06710184,0.05418778
-5.26763382,0.86558328,0.00483112,0.00005152,0.73534546,0.10377113,0.06685981,0.05209878
-5.26163082,0.87834855,0.00585374,0.00005839,0.75777273,0.10353558,0.06742797,0.05056254
-5.25562781,0.89402163,0.00714532,0.00006714,0.77810422,0.10455834,0.06889119,0.04961121
-5.24962481,0.91269196,0.00875636,0.00007808,0.79591878,0.10692017,0.07133714,0.04927571
-5.24362181,0.93449354,0.01074500,0.00009158,0.81083467,0.11070492,0.07485685,0.04958607
-5.23761881,0.95962301,0.01317717,0.00010802,0.82252733,0.11600066,0.07954527,0.05057188
-5.23161581,0.98835628,0.01612652,0.00012787,0.83074582,0.12290065,0.08550179,0.05226290
-5.22561281,1.02106244,0.01967396,0.00015159,0.83532681,0.13150416,0.09283035,0.05468953
-5.21960980,1.05821344,0.02390694,0.00017974,0.83620560,0.14191675,0.10163932,0.05788324
-5.21360680,1.10038826,0.02891819,0.00021285,0.83342338,0.15425001,0.11204063,0.06187680
-5.20760380,1.14827053,0.03480402,0.00025151,0.82713040,0.16862040,0.12414830,0.06670415
-5.20160080,1.20263862,0.04166212,0.00029630,0.81758469,0.18514715,0.13807610,0.07239993
-5.19559780,1.26434774,0.04958871,0.00034781,0.80514642,0.20394908,0.15393428,0.07899864
-5.18959480,1.33430383,0.05867528,0.00040658,0.79026796,0.22514028,0.17182549,0.08653329
-5.18359180,1.41342952,0.06900480,0.00047310,0.77348000,0.24882466,0.19183969,0.09503357
-5.17758879,1.50262289,0.08064746,0.00054778,0.75537431,0.27508948,0.21404836,0.10452361
-5.17158579,1.60271016,0.09365619,0.00063095,0.73658380,0.30399798,0.23849808,0.11501941
-5.16558279,1.71439388,0.10806198,0.00072277,0.71776065,0.33558134,0.26520368,0.12652587
-5.15957979,1.83819864,0.12386928,0.00082326,0.69955337,0.36983039,0.29414129,0.13903372
-5.15357679,1.97441670,0.14105165,0.00093224,0.68258374,0.40668722,0.32524169,0.15251640
-5.14757379,2.12305597,0.15954786,0.00104933,0.66742441,0.44603739,0.35838415,0.16692711
-5.14157079,2.28379317,0.17925880,0.00117391,0.65457822,0.48770296,0.39339135,0.18219613
-5.13556778,2.45593496,0.20004534,0.00130510,0.64445976,0.53143699,0.43002571,0.19822869
-5.12956478,2.63838946,0.22172740,0.00144181,0.63738015,0.57691985,0.46798740,0.21490350
-5.12356178,2.82965074,0.24408448,0.00158266,0.63353533,0.62375775,0.50691452,0.23207217
-5.11755878,3.02779803,0.26685767,0.00172607,0.63299858,0.67148403,0.54638555,0.24955958
-5.11155578,3.23051115,0.28975334,0.00187021,0.63571722,0.71956313,0.58592437,0.26716538
-5.10555278,3.43510272,0.31244845,0.00201309,0.64151397,0.76739771,0.62500772,0.28466659
-5.09954977,3.63856734,0.33459746,0.00215258,0.65009258,0.81433870,0.66307522,0.30182137
-5.09354677,3.83764657,0.35584053,0.00228645,0.66104780,0.85969821,0.69954157,0.31837389
-5.08754377,4.02890826,0.37581298,0.00241245,0.67387915,0.90276505,0.73381070,0.33406012
-5.08154077,4.20883770,0.39415547,0.00252835,0.68800805,0.94282225,0.76529137,0.34861443
-5.07553777,4.37393723,0.41052469,0.00263201,0.70279767,0.97916622,0.79341371,0.36177681
-5.06953477,4.52083086,0.42460399,0.00272146,0.71757479,1.01112669,0.81764596,0.37330027
-5.06353177,4.64636942,0.43611356,0.00279494,0.73165277,1.03808670,0.83751088,0.38295839
-5.05752876,4.74773211,0.44481971,0.00285097,0.74435489,1.05950188,0.85260095,0.39055239
-5.05152576,4.82251995,0.45054280,0.00288841,0.75503701,1.07491814,0.86259194,0.39591776
-5.04552276,4.86883718,0.45316347,0.00290647,0.76310892,1.08398697,0.86725390,0.39892982
-5.03951976,4.88535684,0.45262689,0.00290479,0.76805339,1.08647776,0.86645946,0.39950819
-5.03351676,4.87136780,0.44894478,0.00288338,0.76944226,1.08228646,0.86018869,0.39761987
-5.02751376,4.82680100,0.44219513,0.00284268,0.76694918,1.07144025,0.84853056,0.39328076
-5.02151076,4.75223388,0.43251972,0.00278353,0.76035825,1.05409787,0.83168071,0.38655561
-5.01550775,4.64887294,0.42011941,0.00270714,0.74956868,1.03054571,0.80993588,0.37755634
-5.00950475,4.51851532,0.40524764,0.00261506,0.73459513,1.00118972,0.78368494,0.36643880
-5.00350175,4.36349132,0.38820219,0.00250911,0.71556396,0.96654352,0.75339728,0.35339819
-4.99749875,4.18659079,0.36931598,0.00239135,0.69270580,0.92721320,0.71960877,0.33866323
-4.99149575,3.99097657,0.34894691,0.00226401,0.66634463,0.88387950,0.68290619,0.32248945
-4.98549275,3.78008927,0.32746759,0.00212945,0.63688422,0.83727816,0.64391056,0.30515177
-4.97948974,3.55754731,0.30525515,0.00199004,0.60479253,0.78817911,0.60326035,0.28693680
-4.97348674,3.32704664,0.28268169,0.00184818,0.57058470,0.73736556,0.56159494,0.26813513
-4.96748374,3.09226417,0.26010568,0.00170617,0.53480557,0.68561361,0.51953930,0.24903385
-4.96148074,2.85676836,0.23786462,0.00156623,0.49801239,0.63367325,0.47769015,0.22990968
-4.95547774,2.62394035,0.21626921,0.00143043,0.46075834,0.58225134,0.43660419,0.21102284
-4.94947474,2.39690771,0.19559911,0.00130067,0.42357759,0.53199706,0.39678871,0.19261196
-4.94347174,2.17849248,0.17610031,0.00117866,0.38697225,0.48349026,0.35869467,0.17488997
-4.93746873,1.97117437,0.15798413,0.00106592,0.35140170,0.43723293,0.32271243,0.15804126
-4.93146573,1.77706886,0.14142762,0.00096378,0.31727431,0.39364373,0.28916988,0.14221992
-4.92546273,1.59791968,0.12657522,0.00087339,0.28494183,0.35305571,0.25833291,0.12754915
-4.91945973,1.43510409,0.11354138,0.00079571,0.25469625,0.31571678,0.23040780,0.11412161
-4.91345673,1.28964915,0.10241392,0.00073160,0.22676904,0.28179280,0.20554529,0.10200080
-4.90745373,1.16225670,0.09325768,0.00068174,0.20133244,0.25137283,0.18384576,0.09122298
-4.90145073,1.05333459,0.08611838,0.00064672,0.17850252,0.22447607,0.16536527,0.08179985
-4.89544772,0.96303164,0.08102609,0.00062707,0.15834360,0.20106011,0.15012177,0.07372145
-4.88944472,0.89127391,0.07799840,0.00062319,0.14087367,0.18102998,0.13810134,0.06695931
-4.88344172,0.83780010,0.07704272,0.00063546,0.12607042,0.16424761,0.12926395,0.06146970
-4.87743872,0.80219413,0.07815788,0.00066416,0.11387746,0.15054125,0.12354841,0.05719668
-4.87143572,0.78391355,0.08133465,0.00070952,0.10421054,0.13971460,0.12087646,0.05407500
-4.86543272,0.78231259,0.08655532,0.00077169,0.09696340,0.13155538,0.12115571,0.05203266
-4.85942971,0.79665948,0.09379233,0.00085069,0.09201310,0.12584304,0.12428145,0.05099313
-4.85342671,0.82614789,0.10300600,0.00094643,0.08922475,0.12235566,0.13013739,0.05087713
-4.84742371,0.86990276,0.11414164,0.00105865,0.08845541,0.12087581,0.13859537,0.05160409
-4.84142071,0.92698161,0.12712609,0.00118690,0.08955736,0.12119544,0.14951442,0.05309318
-4.83541771,0.99637213,0.14186413,0.00133049,0.09238055,0.12311989,0.16273912,0.05526401
-4.82941471,1.07698757,0.15823494,0.00148848,0.09677451,0.12647090,0.17809788,0.05803718
-4.82341171,1.16766140,0.17608898,0.00165962,0.10258957,0.13108893,0.19540114,0.06133444
-4.81740870,1.26714287,0.19524553,0.00184237,0.10967768,0.13683479,0.21444008,0.06507896
-4.81140570,1.37409475,0.21549133,0.00203484,0.11789285,0.14359067,0.23498589,0.06919535
-4.80540270,1.48709488,0.23658038,0.00223485,0.12709129,0.15126072,0.25679005,0.07360988
-4.79939970,1.60464233,0.25823525,0.00243987,0.13713138,0.15977123,0.27958564,0.07825066
-4.79339670,1.72516911,0.28015000,0.00264712,0.14787350,0.16907053,0.30308992,0.08304801
-4.78739370,1.84705767,0.30199469,0.00285357,0.15917979,0.17912862,0.32700824,0.08793497
-4.78139070,1.96866415,0.32342148,0.00305604,0.17091390,0.18993657,0.35103912,0.09284797
-4.77538769,2.08834687,0.34407223,0.00325120,0.18294075,0.20150569,0.37488039,0.09772766
-4.76938469,2.20449915,0.36358720,0.00343573,0.19512629,0.21386650,0.39823630,0.10251985
-4.76338169,2.31558505,0.38161473,0.00360637,0.20733733,0.22706731,0.42082509,0.10717648
-4.75737869,2.42017665,0.39782135,0.00376003,0.21944148,0.24117264,0.44238682,0.11165671
-4.75137569,2.51699073,0.41190195,0.00389385,0.23130710,0.25626116,0.46269095,0.11592783
-4.74537269,2.60492326,0.42358951,0.00400534,0.24280348,0.27242320,0.48154332,0.11996611
-4.73936968,2.68307955,0.43266395,0.00409244,0.25380113,0.28975785,0.49879213,0.12375738
-4.73336668,2.75079858,0.43895961,0.00415358,0.26417228,0.30836948,0.51433243,0.12729743
-4.72736368,2.80766968,0.44237102,0.00418774,0.27379164,0.32836377,0.52810901,0.13059198
-4.72136068,2.85354078,0.44285664,0.00419449,0.28253745,0.34984319,0.54011720,0.13365627
-4.71535768,2.88851726,0.44044035,0.00417399,0.29029280,0.37290205,0.55040177,0.13651437
-4.70935468,2.91295136,0.43521061,0.00412701,0.29694728,0.39762104,0.55905354,0.13919795
-4.70335168,2.92742230,0.42731733,0.00405486,0.30239893,0.42406155,0.56620419,0.14174477
-4.69734867,2.93270812,0.41696652,0.00395936,0.30655640,0.45225981,0.57201909,0.14419679
-4.69134567,2.92975021,0.40441313,0.00384281,0.30934133,0.48222101,0.57668877,0.14659806
-4.68534267,2.91961238,0.38995223,0.00370785,0.31069083,0.51391373,0.58041932,0.14899241
-4.67933967,2.90343637,0.37390918,0.00355739,0.31055994,0.54726476,0.58342208,0.15142110
-4.67333667,2.88239588,0.35662899,0.00339454,0.30892386,0.58215478,0.58590329,0.15392048
-4.66733367,2.85765127,0.33846570,0.00322249,0.30578005,0.61841498,0.58805415,0.15651981
-4.66133067,2.83030727,0.31977185,0.00304443,0.30114973,0.65582499,0.59004175,0.15923937
-4.65532766,2.80137546,0.30088894,0.00286343,0.29507901,0.69411239,0.59200140,0.16208896
-4.64932466,2.77174340,0.28213888,0.00268241,0.28763920,0.73295402,0.59403073,0.16506679
-4.64332166,2.74215173,0.26381696,0.00250404,0.27892654,0.77197921,0.59618585,0.16815900
-4.63731866,2.71318019,0.24618656,0.00233074,0.26906107,0.81077509,0.59847974,0.17133970
-4.63131566,2.68524307,0.22947555,0.00216457,0.25818478,0.84889409,0.60088309,0.17457165
-4.62531266,2.65859405,0.21387467,0.00200730,0.24645907,0.88586345,0.60332735,0.17780753
-4.61930965,2.63334014,0.19953755,0.00186036,0.23406150,0.92119660,0.60571003,0.18099176
-4.61330665,2.60946353,0.18658247,0.00172486,0.22118210,0.95440627,0.60790190,0.18406283
-4.60730365,2.58685034,0.17509538,0.00160161,0.20801925,0.98501882,0.60975572,0.18695606
-4.60130065,2.56532446,0.16513420,0.00149119,0.19477536,1.01258938,0.61111613,0.18960659
-4.59529765,2.54468462,0.15673373,0.00139396,0.18165248,1.03671727,0.61183017,0.19195253
-4.58929465,2.52474274,0.14991122,0.00131008,0.16884802,1.05706102,0.61175793,0.19393823
-4.58329165,2.50536126,0.14467193,0.00123963,0.15655074,1.07335240,0.61078272,0.19551723
-4.57728864,2.48648766,0.14101463,0.00118257,0.14493707,1.08540873,0.60882040,0.19665507
-4.57128564,2.46818392,0.13893650,0.00113885,0.13416794,1.09314292,0.60582724,0.19733158
-4.56528264,2.45064955,0.13843749,0.00110838,0.12438614,1.09657050,0.60180601,0.19754265
-4.55927964,2.43423650,0.13952360,0.00109112,0.11571425,1.09581342,0.59680986,0.19730130
-4.55327664,2.41945515,0.14220926,0.00108702,0.10825314,1.09109996,0.59094394,0.19663811
-4.54727364,2.40697074,0.14651843,0.00109613,0.10208109,1.08276083,0.58436443,0.19560076
-4.54127064,2.39759001,0.15248472,0.00111849,0.09725332,1.07122131,0.57727514,0.19425288
-4.53526763,2.39223867,0.16015017,0.00115422,0.09380210,1.05698951,0.56992175,0.19267209
-4.52926463,2.39193021,0.16956314,0.00120342,0.09173717,1.04064133,0.56258384,0.19094746
-4.52326163,2.39772754,0.18077516,0.00126621,0.09104652,1.02280242,0.55556516,0.18917631
-4.51725863,2.41069888,0.19383704,0.00134269,0.09169748,1.00412788,0.54918246,0.18746056
-4.51125563,2.43186992,0.20879435,0.00143288,0.09363795,0.98528054,0.54375334,0.18590289
-4.50525263,2.46217433,0.22568259,0.00153672,0.09679788,0.96690861,0.53958374,0.18460264
-4.49924962,2.50240483,0.24452208,0.00165402,0.10109084,0.94962367,0.53695553,0.18365188
-4.49324662,2.55316699,0.26531298,0.00178446,0.10641574,0.93397989,0.53611470,0.18313158
-4.48724362,2.61483800,0.28803061,0.00192752,0.11265867,0.92045530,0.53726078,0.18310826
-4.48124062,2.68753220,0.31262117,0.00208247,0.11969484,0.90943597,0.54053777,0.18363109
-4.47523762,2.77107520,0.33899822,0.00224839,0.12739065,0.90120366,0.54602716,0.18472968
-4.46923462,2.86498764,0.36704000,0.00242411,0.13560587,0.89592745,0.55374314,0.18641260
-4.46323162,2.96847975,0.39658764,0.00260823,0.14419599,0.89365975,0.56363034,0.18866664
-4.45722861,3.08045694,0.42744462,0.00279913,0.15301465,0.89433662,0.57556408,0.19145694
-4.45122561,3.19953653,0.45937722,0.00299497,0.16191617,0.89778259,0.58935323,0.19472796
-4.44522261,3.32407507,0.49211624,0.00319373,0.17075827,0.90371949,0.60474539,0.19840508
-4.43921961,3.45220545,0.52535988,0.00339322,0.17940471,0.91177906,0.62143437,0.20239705
-4.43321661,3.58188246,0.55877768,0.00359112,0.18772809,0.92151866,0.63906950,0.20659892
-4.42721361,3.71093522,0.59201551,0.00378503,0.19561258,0.93243951,0.65726645,0.21089545
-4.42121061,3.83712458,0.62470150,0.00397252,0.20295651,0.94400663,0.67561918,0.21516492
-4.41520760,3.95820363,0.65645259,0.00415116,0.20967492,0.95566963,0.69371246,0.21928304
-4.40920460,4.07197893,0.68688177,0.00431859,0.21570179,0.96688368,0.71113460,0.22312697
-4.40320160,4.17637052,0.71560562,0.00447255,0.22099208,0.97712973,0.72748978,0.22657914
-4.39719860,4.26946869,0.74225197,0.00461095,0.22552329,0.98593326,0.74240975,0.22953093
-4.39119560,4.34958538,0.76646761,0.00473191,0.22929672,0.99288087,0.75556421,0.23188590
-4.38519260,4.41529874,0.78792560,0.00483380,0.23233808,0.99763421,0.76666987,0.23356256
-4.37918959,4.46548937,0.80633222,0.00491526,0.23469764,0.99994074,0.77549759,0.23449664
-4.37318659,4.49936717,0.82143321,0.00497526,0.23644974,0.99964097,0.78187767,0.23464262
-4.36718359,4.51648796,0.83301919,0.00501309,0.23769163,0.99667217,0.78570305,0.23397471
-4.36118059,4.51675981,0.84093014,0.00502841,0.23854163,0.99106835,0.78693036,0.23248710
-4.35517759,4.50043880,0.84505878,0.00502118,0.23913668,0.98295671,0.78557902,0.23019359
-4.34917459,4.46811488,0.84535280,0.00499177,0.23962919,0.97255087,0.78172838,0.22712658
-4.34317159,4.42068838,0.84181594,0.00494082,0.24018332,0.96014117,0.77551315,0.22333549
-4.33716858,4.35933846,0.83450772,0.00486932,0.24097071,0.94608256,0.76711736,0.21888480
-4.33116558,4.28548462,0.82354214,0.00477853,0.24216579,0.93078066,0.75676723,0.21385154
-4.32516258,4.20074296,0.80908508,0.00466997,0.24394080,0.91467654,0.74472307,0.20832268
-4.31915958,4.10687877,0.79135070,0.00454537,0.24646061,0.89823097,0.73127083,0.20239227
-4.31315658,4.00575731,0.77059689,0.00440663,0.24987752,0.88190865,0.71671336,0.19615847
-4.30715358,3.89929436,0.74711979,0.00425580,0.25432626,0.86616322,0.70136195,0.18972077
