energy_ev,total_up,Ge_p_up,Ge_d_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-6.00000000,0.37710664,0.02179202,0.00000000,0.01347815,0.18785079,0.15237890,0.11415716
-5.99399700,0.37236723,0.02241334,0.00000000,0.01372530,0.18543741,0.14808425,0.11337001
-5.98799400,0.36866081,0.02300476,0.00000000,0.01396633,0.18355182,0.14442419,0.11283744
-5.98199100,0.36566278,0.02354565,0.00000000,0.01418849,0.18203244,0.14126999,0.11246085
-5.97598799,0.36304910,0.02401646,0.00000000,0.01437948,0.18071848,0.13848935,0.11214298
-5.96998499,0.36051057,0.02439948,0.00000000,0.01452797,0.17945714,0.13595225,0.11179213
-5.96398199,0.35776633,0.02467958,0.00000000,0.01462400,0.17811036,0.13353658,0.11132633
-5.95797899,0.35457607,0.02484479,0.00000000,0.01465942,0.17656091,0.13113313,0.11067698
-5.95197599,0.35075042,0.02488685,0.00000000,0.01462822,0.17471770,0.12864993,0.10979199
-5.94597299,0.34615915,0.02480161,0.00000000,0.01452674,0.17251995,0.12601572,0.10863833
-5.93996998,0.34073714,0.02458926,0.00000000,0.01435390,0.16994026,0.12318245,0.10720378
-5.93396698,0.33448770,0.02425446,0.00000000,0.01411127,0.16698640,0.12012686,0.10549795
-5.92796398,0.32748346,0.02380627,0.00000000,0.01380306,0.16370189,0.11685104,0.10355255
-5.92196098,0.31986478,0.02325798,0.00000000,0.01343600,0.16016532,0.11338209,0.10142087
-5.91595798,0.31183595,0.02262676,0.00000000,0.01301924,0.15648857,0.10977085,0.09917657
-5.90995498,0.30365929,0.02193321,0.00000000,0.01256403,0.15281399,0.10608996,0.09691186
-5.90395198,0.29564758,0.02120084,0.00000000,0.01208348,0.14931072,0.10243121,0.09473507
-5.89794897,0.28815505,0.02045542,0.00000000,0.01159220,0.14617018,0.09890241,0.09276781
-5.89194597,0.28156726,0.01972432,0.00000000,0.01110588,0.14360104,0.09562386,0.09114176
-5.88594297,0.27629024,0.01903580,0.00000000,0.01064096,0.14182372,0.09272452,0.08999518
-5.87993997,0.27273915,0.01841829,0.00000000,0.01021418,0.14106453,0.09033807,0.08946921
-5.87393697,0.27132675,0.01789971,0.00000000,0.00984217,0.14154969,0.08859888,0.08970417
-5.86793397,0.27245190,0.01750678,0.00000000,0.00954104,0.14349919,0.08763801,0.09083569
-5.86193097,0.27648826,0.01726438,0.00000000,0.00932605,0.14712067,0.08757934,0.09299099
-5.85592796,0.28377348,0.01719498,0.00000000,0.00921117,0.15260341,0.08853580,0.09628520
-5.84992496,0.29459882,0.01731811,0.00000000,0.00920876,0.16011245,0.09060580,0.10081780
-5.84392196,0.30919961,0.01764985,0.00000000,0.00932925,0.16978294,0.09386998,0.10666924
-5.83791896,0.32774637,0.01820248,0.00000000,0.00958087,0.18171483,0.09838816,0.11389790
-5.83191596,0.35033710,0.01898412,0.00000000,0.00996930,0.19596803,0.10419672,0.12253715
-5.82591296,0.37699056,0.01999846,0.00000000,0.01049754,0.21255799,0.11130631,0.13259301
-5.81990995,0.40764105,0.02124453,0.00000000,0.01116563,0.23145212,0.11970009,0.14404206
-5.81390695,0.44213473,0.02271665,0.00000000,0.01197056,0.25256700,0.12933254,0.15682999
-5.80790395,0.48022775,0.02440437,0.00000000,0.01290615,0.27576655,0.14012885,0.17087075
-5.80190095,0.52158660,0.02629251,0.00000000,0.01396305,0.30086160,0.15198516,0.18604646
-5.79589795,0.56579069,0.02836137,0.00000000,0.01512875,0.32761068,0.16476955,0.20220812
-5.78989495,0.61233765,0.03058703,0.00000000,0.01638775,0.35572252,0.17832399,0.21917724
-5.78389195,0.66065128,0.03294169,0.00000000,0.01772178,0.38486021,0.19246726,0.23674852
-5.77788894,0.71009245,0.03539428,0.00000000,0.01911014,0.41464714,0.20699890,0.25469345
-5.77188594,0.75997275,0.03791107,0.00000000,0.02053010,0.44467481,0.22170414,0.27276506
-5.76588294,0.80957094,0.04045648,0.00000000,0.02195746,0.47451235,0.23635981,0.29070352
-5.75987994,0.85815182,0.04299397,0.00000000,0.02336717,0.50371770,0.25074108,0.30824279
-5.75387694,0.90498707,0.04548704,0.00000000,0.02473402,0.53185018,0.26462895,0.32511785
-5.74787394,0.94937768,0.04790027,0.00000000,0.02603344,0.55848404,0.27781820,0.34107264
-5.74187094,0.99067709,0.05020047,0.00000000,0.02724226,0.58322278,0.29012561,0.35586824
-5.73586793,1.02831443,0.05235778,0.00000000,0.02833957,0.60571357,0.30139822,0.36929106
-5.72986493,1.06181686,0.05434673,0.00000000,0.02930749,0.62566131,0.31152121,0.38116088
-5.72386193,1.09083028,0.05614725,0.00000000,0.03013194,0.64284185,0.32042513,0.39133821
-5.71785893,1.11513735,0.05774557,0.00000000,0.03080328,0.65711364,0.32809225,0.39973080
-5.71185593,1.13467224,0.05913495,0.00000000,0.03131687,0.66842751,0.33456165,0.40629903
-5.70585293,1.14953111,0.06031615,0.00000000,0.03167351,0.67683386,0.33993280,0.41105980
-5.69984992,1.15997801,0.06129778,0.00000000,0.03187960,0.68248712,0.34436751,0.41408882
-5.69384692,1.16644560,0.06209635,0.00000000,0.03194731,0.68564695,0.34808994,0.41552113
-5.68784392,1.16953063,0.06273600,0.00000000,0.03189439,0.68667622,0.35138481,0.41554979
-5.68184092,1.16998401,0.06324807,0.00000000,0.03174387,0.68603560,0.35459360,0.41442267
-5.67583792,1.16869587,0.06367034,0.00000000,0.03152359,0.68427486,0.35810886,0.41243751
-5.66983492,1.16667585,0.06404608,0.00000000,0.03126553,0.68202117,0.36236682,0.40993534
-5.66383192,1.16502935,0.06442285,0.00000000,0.03100500,0.67996467,0.36783835,0.40729250
-5.65782891,1.16493031,0.06485117,0.00000000,0.03077972,0.67884172,0.37501860,0.40491141
-5.65182591,1.16759161,0.06538307,0.00000000,0.03062884,0.67941644,0.38441553,0.40321059
-5.64582291,1.17423375,0.06607053,0.00000000,0.03059182,0.68246103,0.39653767,0.40261406
-5.63981991,1.18605303,0.06696400,0.00000000,0.03070739,0.68873555,0.41188136,0.40354055
-5.63381691,1.20419010,0.06811082,0.00000000,0.03101246,0.69896775,0.43091790,0.40639288
-5.62781391,1.22969986,0.06955388,0.00000000,0.03154107,0.71383357,0.45408087,0.41154774
-5.62181091,1.26352360,0.07133031,0.00000000,0.03232349,0.73393899,0.48175397,0.41934631
-5.61580790,1.30646425,0.07347045,0.00000000,0.03338530,0.75980366,0.51425972,0.43008587
-5.60980490,1.35916547,0.07599699,0.00000000,0.03474671,0.79184702,0.55184941,0.44401268
-5.60380190,1.42209507,0.07892440,0.00000000,0.03642197,0.83037703,0.59469441,0.46131639
-5.59779890,1.49553341,0.08225866,0.00000000,0.03841890,0.87558222,0.64287939,0.48212604
-5.59179590,1.57956700,0.08599724,0.00000000,0.04073869,0.92752700,0.69639745,0.50650778
-5.58579290,1.67408749,0.09012945,0.00000000,0.04337571,0.98615061,0.75514763,0.53446440
-5.57978989,1.77879615,0.09463697,0.00000000,0.04631767,1.05126959,0.81893472,0.56593659
-5.57378689,1.89321354,0.09949481,0.00000000,0.04954579,1.12258382,0.88747172,0.60080602
-5.56778389,2.01669430,0.10467233,0.00000000,0.05303524,1.19968580,0.96038487,0.63889988
-5.56178089,2.14844631,0.11013456,0.00000000,0.05675567,1.28207303,1.03722123,0.67999703
-5.55577789,2.28755372,0.11584365,0.00000000,0.06067188,1.36916286,1.11745871,0.72383526
-5.54977489,2.43300306,0.12176035,0.00000000,0.06474463,1.46030937,1.20051831,0.77011954
-5.54377189,2.58371134,0.12784554,0.00000000,0.06893155,1.55482168,1.28577818,0.81853097
-5.53776888,2.73855524,0.13406164,0.00000000,0.07318806,1.65198283,1.37258907,0.86873590
-5.53176588,2.89640008,0.14037402,0.00000000,0.07746843,1.75106863,1.46029062,0.92039515
-5.52576288,3.05612755,0.14675203,0.00000000,0.08172680,1.85136558,1.54822786,0.97317262
-5.51975988,3.21666100,0.15316992,0.00000000,0.08591814,1.95218718,1.63576716,1.02674315
-5.51375688,3.37698715,0.15960736,0.00000000,0.08999928,2.05288793,1.72231093,1.08079927
-5.50775388,3.53617338,0.16604969,0.00000000,0.09392973,2.15287435,1.80731042,1.13505638
-5.50175088,3.69337982,0.17248771,0.00000000,0.09767251,2.25161270,1.89027580,1.18925632
-5.49574787,3.84786577,0.17891723,0.00000000,0.10119473,2.34863302,1.97078313,1.24316912
-5.48974487,3.99899023,0.18533813,0.00000000,0.10446811,2.44352935,2.04847773,1.29659280
-5.48374187,4.14620672,0.19175326,0.00000000,0.10746924,2.53595646,2.12307368,1.34935137
-5.47773887,4.28905271,0.19816697,0.00000000,0.11017978,2.62562312,2.19434957,1.40129121
-5.47173587,4.42713462,0.20458354,0.00000000,0.11258633,2.71228268,2.26214056,1.45227591
-5.46573287,4.56010929,0.21100548,0.00000000,0.11468027,2.79572152,2.32632737,1.50218021
-5.45972986,4.68766330,0.21743182,0.00000000,0.11645733,2.87574624,2.38682279,1.55088317
-5.45372686,4.80949160,0.22385654,0.00000000,0.11791716,2.95217058,2.44355666,1.59826130
-5.44772386,4.92527702,0.23026718,0.00000000,0.11906270,3.02480291,2.49646029,1.64418205
-5.44172086,5.03467230,0.23664368,0.00000000,0.11989956,3.09343546,2.54545158,1.68849812
-5.43571786,5.13728594,0.24295765,0.00000000,0.12043534,3.15783596,2.59042179,1.73104328
-5.42971486,5.23267346,0.24917202,0.00000000,0.12067906,3.21774259,2.63122536,1.77162986
-5.42371186,5.32033474,0.25524113,0.00000000,0.12064060,3.27286276,2.66767340,1.81004839
-5.41770885,5.39971838,0.26111137,0.00000000,0.12033023,3.32287607,2.69953191,1.84606959
-5.41170585,5.47023320,0.26672217,0.00000000,0.11975834,3.36744162,2.72652502,1.87944874
-5.40570285,5.53126664,0.27200754,0.00000000,0.11893525,3.40620932,2.74834356,1.90993236
-5.39969985,5.58220965,0.27689798,0.00000000,0.11787124,3.43883504,2.76465870,1.93726702
-5.39369685,5.62248666,0.28132261,0.00000000,0.11657668,3.46499864,2.77514016,1.96120985
-5.38769385,5.65158949,0.28521168,0.00000000,0.11506234,3.48442417,2.77947818,1.98154034
-5.38169085,5.66911329,0.28849911,0.00000000,0.11333975,3.49690105,2.77740809,1.99807275
-5.37568784,5.67479251,0.29112503,0.00000000,0.11142173,3.50230510,2.76873609,2.01066858
-5.36968484,5.66853491,0.29303833,0.00000000,0.10932286,3.50061818,2.75336475,2.01924824
-5.36368184,5.65045145,0.29419887,0.00000000,0.10705996,3.49194513,2.73131662,2.02380132
-5.35767884,5.62088012,0.29457950,0.00000000,0.10465255,3.47652695,2.70275458,2.02439480
-5.35167584,5.58040203,0.29416762,0.00000000,0.10212314,3.45474922,2.66799724,2.02117855
-5.34567284,5.52984832,0.29296625,0.00000000,0.09949741,3.42714499,2.62752855,2.01438766
-5.33966983,5.47029698,0.29099462,0.00000000,0.09680423,3.39439151,2.58200044,2.00434133
-5.33366683,5.40305916,0.28828814,0.00000000,0.09407540,3.35730077,2.53222819,1.99143808
-5.32766383,5.32965487,0.28489784,0.00000000,0.09134530,3.31680378,2.47917828,1.97614737
-5.32166083,5.25177891,0.28088920,0.00000000,0.08865025,3.27392904,2.42394892,1.95899775
-5.31565783,5.17125791,0.27634046,0.00000000,0.08602770,3.22977588,2.36774405,1.94056201
-5.30965483,5.09000008,0.27134052,0.00000000,0.08351533,3.18548372,2.31184160,1.92143983
-5.30365183,5.00993973,0.26598635,0.00000000,0.08114995,3.14219827,2.25755736,1.90223862
-5.29764882,4.93297865,0.26038018,0.00000000,0.07896639,3.10103624,2.20620605,1.88355332
-5.29164582,4.86092684,0.25462650,0.00000000,0.07699635,3.06304985,2.15906100,1.86594613
-5.28564282,4.79544509,0.24882895,0.00000000,0.07526734,3.02919274,2.11731432,1.84992689
-5.27963982,4.73799186,0.24308732,0.00000000,0.07380167,3.00028875,2.08203916,1.83593521
-5.27363682,4.68977665,0.23749476,0.00000000,0.07261559,2.97700484,2.05415558,1.82432493
-5.26763382,4.65172207,0.23213518,0.00000000,0.07171870,2.95982949,2.03440148,1.81535185
-5.26163082,4.62443600,0.22708117,0.00000000,0.07111349,2.94905738,2.02330969,1.80916517
-5.25562781,4.60819529,0.22239235,0.00000000,0.07079520,2.94478121,2.02119205,1.80580317
-5.24962481,4.60294149,0.21811427,0.00000000,0.07075192,2.94689085,2.02813111,1.80519325
-5.24362181,4.60828897,0.21427795,0.00000000,0.07096499,2.95508011,2.04397950,1.80715649
-5.23761881,4.62354481,0.21089997,0.00000000,0.07140956,2.96886064,2.06836705,1.81141644
-5.23161581,4.64773986,0.20798314,0.00000000,0.07205551,2.98758247,2.10071499,1.81761183
-5.22561281,4.67966925,0.20551776,0.00000000,0.07286843,3.01046029,2.14025673,1.82531267
-5.21960980,4.71794086,0.20348326,0.00000000,0.07381084,3.03660436,2.18606412,1.83403892
-5.21360680,4.76102934,0.20185031,0.00000000,0.07484339,3.06505457,2.23707804,1.84328100
-5.20760380,4.80733342,0.20058300,0.00000000,0.07592624,3.09481636,2.29214218,1.85252117
-5.20160080,4.85523405,0.19964132,0.00000000,0.07702029,3.12489676,2.35003839,1.86125473
-5.19559780,4.90315081,0.19898350,0.00000000,0.07808840,3.15433919,2.40952257,1.86901032
-5.18959480,4.94959414,0.19856819,0.00000000,0.07909651,3.18225537,2.46935946,1.87536808
-5.18359180,4.99321151,0.19835641,0.00000000,0.08001448,3.20785323,2.52835537,1.87997522
-5.17758879,5.03282537,0.19831314,0.00000000,0.08081691,3.23045952,2.58538765,1.88255806
-5.17158579,5.06746189,0.19840833,0.00000000,0.08148358,3.24953651,2.63943010,1.88293025
-5.16558279,5.09636933,0.19861753,0.00000000,0.08199974,3.26469209,2.68957366,1.88099685
-5.15957979,5.11902588,0.19892195,0.00000000,0.08235614,3.27568328,2.73504193,1.87675408
-5.15357679,5.13513710,0.19930795,0.00000000,0.08254888,3.28241307,2.77520144,1.87028515
-5.14757379,5.14462365,0.19976621,0.00000000,0.08257898,3.28492129,2.80956657,1.86175225
-5.14157079,5.14760053,0.20029036,0.00000000,0.08245188,3.28337014,2.83779955,1.85138545
-5.13556778,5.14434947,0.20087551,0.00000000,0.08217673,3.27802550,2.85970583,1.83946907
-5.12956478,5.13528615,0.20151651,0.00000000,0.08176562,3.26923505,2.87522550,1.82632646
-5.12356178,5.12092448,0.20220624,0.00000000,0.08123274,3.25740473,2.88442137,1.81230388
-5.11755878,5.10183992,0.20293408,0.00000000,0.08059359,3.24297462,2.88746464,1.79775447
-5.11155578,5.07863397,0.20368453,0.00000000,0.07986411,3.22639578,2.88461865,1.78302315
-5.10555278,5.05190157,0.20443629,0.00000000,0.07906003,3.20810901,2.87622177,1.76843314
-5.09954977,5.02220308,0.20516168,0.00000000,0.07819617,3.18852669,2.86266996,1.75427470
-5.09354677,4.99004199,0.20582664,0.00000000,0.07728597,3.16801831,2.84439973,1.74079666
-5.08754377,4.95584909,0.20639119,0.00000000,0.07634110,3.14690037,2.82187205,1.72820080
-5.08154077,4.91997357,0.20681042,0.00000000,0.07537121,3.12543056,2.79555754,1.71663944
-5.07553777,4.88268069,0.20703589,0.00000000,0.07438384,3.10380640,2.76592336,1.70621577
-5.06953477,4.84415565,0.20701745,0.00000000,0.07338446,3.08216780,2.73342205,1.69698688
-5.06353177,4.80451259,0.20670526,0.00000000,0.07237660,3.06060295,2.69848219,1.68896897
-5.05752876,4.76380765,0.20605197,0.00000000,0.07136210,3.03915679,2.66150110,1.68214405
-5.05152576,4.72205444,0.20501495,0.00000000,0.07034139,3.01784111,2.62283942,1.67646762
-5.04552276,4.67924078,0.20355830,0.00000000,0.06931385,2.99664525,2.58281738,1.67187658
