energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up
-5.84992496,2.48764288,0.52811106,1.06641891,0.00134977,0.33514865,1.59387908,0.60540564,0.30190648,0.00000000
-5.84392196,2.44025752,0.52788825,1.03370830,0.00123964,0.33172089,1.58747021,0.59552331,0.30272938,0.00000000
-5.83791896,2.39030246,0.52721438,1.00047487,0.00114118,0.32703117,1.57404976,0.58620322,0.30281325,0.00000000
-5.83191596,2.33850880,0.52610058,0.96695994,0.00105489,0.32120813,1.55401014,0.57778068,0.30217871,0.00000000
-5.82591296,2.28578975,0.52458225,0.93346494,0.00098132,0.31440954,1.52790128,0.57064296,0.30087720,0.00000000
-5.81990995,2.23321290,0.52271652,0.90034461,0.00092110,0.30681636,1.49641074,0.56521745,0.29898851,0.00000000
-5.81390695,2.18196707,0.52057885,0.86799839,0.00087486,0.29862611,1.46033989,0.56195824,0.29661736,0.00000000
-5.80790395,2.13332512,0.51825931,0.83686026,0.00084332,0.29004582,1.42057663,0.56133143,0.29388923,0.00000000
-5.80190095,2.08860396,0.51585834,0.80738735,0.00082720,0.28128485,1.37806621,0.56379974,0.29094563,0.00000000
-5.79589795,2.04912327,0.51348264,0.78004776,0.00082732,0.27254784,1.33378093,0.56980675,0.28793899,0.00000000
-5.78989495,2.01616425,0.51124102,0.75530783,0.00084453,0.26402822,1.28869012,0.57976140,0.28502739,0.00000000
-5.78389195,1.99092971,0.50924067,0.73361946,0.00087978,0.25590228,1.24373135,0.59402302,0.28236932,0.00000000
-5.77788894,1.97450679,0.50758381,0.71540757,0.00093416,0.24832430,1.19978400,0.61288747,0.28011870,0.00000000
-5.77188594,1.96783332,0.50636482,0.70105822,0.00100886,0.24142258,1.15764594,0.63657483,0.27842013,0.00000000
-5.76588294,1.97166872,0.50566798,0.69090755,0.00110528,0.23529676,1.11801414,0.66521885,0.27740481,0.00000000
-5.75987994,1.98657007,0.50556568,0.68523182,0.00122498,0.23001624,1.08146962,0.69885871,0.27718693,0.00000000
-5.75387694,2.01287391,0.50611710,0.68423868,0.00136978,0.22561988,1.04846707,0.73743316,0.27786071,0.00000000
-5.74787394,2.05068388,0.50736728,0.68805990,0.00154175,0.22211670,1.01932929,0.78077734,0.27949816,0.00000000
-5.74187094,2.09986439,0.50934643,0.69674562,0.00174322,0.21948770,0.99424622,0.82862239,0.28214743,0.00000000
-5.73586793,2.16004017,0.51206942,0.71026014,0.00197683,0.21768846,0.97327839,0.88059777,0.28583188,0.00000000
-5.72986493,2.23060138,0.51553528,0.72847944,0.00224551,0.21665244,0.95636424,0.93623642,0.29054959,0.00000000
-5.72386193,2.31071403,0.51972671,0.75119035,0.00255245,0.21629481,0.94333083,0.99498247,0.29627354,0.00000000
-5.71785893,2.39933512,0.52460946,0.77809151,0.00290112,0.21651651,0.93390721,1.05620139,0.30295212,0.00000000
-5.71185593,2.49523214,0.53013176,0.80879606,0.00329519,0.21720845,0.92773980,1.11919223,0.31051006,0.00000000
-5.70585293,2.59700627,0.53622358,0.84283608,0.00373846,0.21825564,0.92440902,1.18320162,0.31884975,0.00000000
-5.69984992,2.70311874,0.54279605,0.87966893,0.00423476,0.21954101,0.92344644,1.24743923,0.32785281,0.00000000
-5.69384692,2.81191987,0.54974106,0.91868522,0.00478786,0.22094896,0.92435185,1.31109407,0.33738190,0.00000000
-5.68784392,2.92168002,0.55693116,0.95921859,0.00540129,0.22236836,0.92660967,1.37335131,0.34728292,0.00000000
-5.68184092,3.03062213,0.56421997,1.00055710,0.00607818,0.22369506,0.92970415,1.43340908,0.35738735,0.00000000
-5.67583792,3.13695501,0.57144323,1.04195605,0.00682105,0.22483384,0.93313300,1.49049479,0.36751492,0.00000000
-5.66983492,3.23890692,0.57842055,1.08265212,0.00763162,0.22569977,0.93641919,1.54388052,0.37747659,0.00000000
-5.66383192,3.33475877,0.58495808,1.12187848,0.00851055,0.22621908,0.93912075,1.59289700,0.38707775,0.00000000
-5.65782891,3.42287635,0.59085200,1.15888058,0.00945724,0.22632951,0.94083848,1.63694595,0.39612176,0.00000000
-5.65182591,3.50174082,0.59589279,1.19293212,0.01046961,0.22598031,0.94122162,1.67551031,0.40441368,0.00000000
-5.64582291,3.56997691,0.59987032,1.22335095,0.01154387,0.22513183,0.93997150,1.70816227,0.41176426,0.00000000
-5.63981991,3.62637821,0.60257947,1.24951419,0.01267436,0.22375502,0.93684351,1.73456881,0.41799396,0.00000000
-5.63381691,3.66992875,0.60382610,1.27087221,0.01385343,0.22183059,0.93164739,1.75449491,0.42293703,0.00000000
-5.62781391,3.69982069,0.60343317,1.28696098,0.01507139,0.21934826,0.92424619,1.76780423,0.42644551,0.00000000
-5.62181091,3.71546726,0.60124666,1.29741237,0.01631647,0.21630586,0.91455418,1.77445754,0.42839295,0.00000000
-5.61580790,3.71651101,0.59714106,1.30196192,0.01757490,0.21270863,0.90253382,1.77450907,0.42867775,0.00000000
-5.60980490,3.70282689,0.59102414,1.30045392,0.01883113,0.20856837,0.88819217,1.76810107,0.42722599,0.00000000
-5.60380190,3.67452043,0.58284074,1.29284362,0.02006802,0.20390294,0.87157689,1.75545684,0.42399361,0.00000000
-5.59779890,3.63192086,0.57257547,1.27919633,0.02126719,0.19873562,0.85277196,1.73687273,0.41896783,0.00000000
-5.59179590,3.57556974,0.56025404,1.25968378,0.02240945,0.19309473,0.83189343,1.71270936,0.41216772,0.00000000
-5.58579290,3.50620544,0.54594335,1.23457759,0.02347530,0.18701320,0.80908516,1.68338250,0.40364393,0.00000000
-5.57978989,3.42474403,0.52975015,1.20424040,0.02444540,0.18052828,0.78451466,1.64935389,0.39347749,0.00000000
-5.57378689,3.33225731,0.51181854,1.16911486,0.02530123,0.17368119,0.75836926,1.61112239,0.38177783,0.00000000
-5.56778389,3.22994866,0.49232631,1.12971101,0.02602559,0.16651682,0.73085236,1.56921553,0.36867994,0.00000000
-5.56178089,3.11912751,0.47148034,1.08659255,0.02660320,0.15908337,0.70218000,1.52418175,0.35434099,0.00000000
-5.55577789,3.00118309,0.44951133,1.04036240,0.02702125,0.15143195,0.67257758,1.47658326,0.33893635,0.00000000
-5.54977489,2.87755813,0.42666814,0.99164820,0.02726979,0.14361609,0.64227679,1.42698965,0.32265530,0.00000000
-5.54377189,2.74972321,0.40321187,0.94108807,0.02734216,0.13569126,0.61151270,1.37597197,0.30569651,0.00000000
-5.53776888,2.61915213,0.37941007,0.88931711,0.02723525,0.12771426,0.58052087,1.32409746,0.28826362,0.00000000
-5.53176588,2.48729875,0.35553126,0.83695495,0.02694961,0.11974257,0.54953465,1.27192437,0.27056079,0.00000000
-5.52576288,2.35557575,0.33183994,0.78459474,0.02648951,0.11183373,0.51878244,1.21999714,0.25278879,0.00000000
-5.51975988,2.22533527,0.30859230,0.73279352,0.02586277,0.10404459,0.48848503,1.16884143,0.23514126,0.00000000
-5.51375688,2.09785188,0.28603267,0.68206441,0.02508059,0.09643069,0.45885302,1.11895915,0.21780177,0.00000000
-5.50775388,1.97430778,0.26439089,0.63287039,0.02415712,0.08904559,0.43008429,1.07082330,0.20094124,0.00000000
-5.50175088,1.85578045,0.24388055,0.58561989,0.02310910,0.08194025,0.40236170,1.02487272,0.18471617,0.00000000
-5.49574787,1.74323265,0.22469808,0.54066398,0.02195522,0.07516255,0.37585092,0.98150678,0.16926745,0.00000000
-5.48974487,1.63750498,0.20702265,0.49829511,0.02071562,0.06875678,0.35069863,0.94108030,0.15471977,0.00000000
-5.48374187,1.53931093,0.19101686,0.45874734,0.01941126,0.06276331,0.32703110,0.90389867,0.14118170,0.00000000
-5.47773887,1.44923442,0.17682797,0.42219777,0.01806329,0.05721832,0.30495322,0.87021371,0.12874621,0.00000000
-5.47173587,1.36772983,0.16458967,0.38876923,0.01669250,0.05215362,0.28454818,0.84022034,0.11749163,0.00000000
-5.46573287,1.29512452,0.15442417,0.35853381,0.01531875,0.04759658,0.26587763,0.81405427,0.10748303,0.00000000
-5.45972986,1.23162364,0.14644448,0.33151726,0.01396051,0.04357011,0.24898265,0.79179116,0.09877370,0.00000000
-5.45372686,1.17731708,0.14075673,0.30770394,0.01263451,0.04009272,0.23388529,0.77344705,0.09140690,0.00000000
-5.44772386,1.13218829,0.13746232,0.28704228,0.01135538,0.03717864,0.22059068,0.75898035,0.08541756,0.00000000
-5.44172086,1.09612474,0.13665987,0.26945037,0.01013551,0.03483797,0.20908984,0.74829530,0.08083389,0.00000000
-5.43571786,1.06892932,0.13844667,0.25482178,0.00898490,0.03307683,0.19936270,0.74124664,0.07767884,0.00000000
-5.42971486,1.05033260,0.14291961,0.24303109,0.00791118,0.03189753,0.19138161,0.73764545,0.07597137,0.00000000
-5.42371186,1.04000504,0.15017541,0.23393931,0.00691966,0.03129873,0.18511475,0.73726572,0.07572723,0.00000000
-5.41770885,1.03756896,0.16031011,0.22739878,0.00601345,0.03127556,0.18052951,0.73985136,0.07695956,0.00000000
-5.41170585,1.04260949,0.17341762,0.22325750,0.00519369,0.03181974,0.17759561,0.74512335,0.07967884,0.00000000
-5.40570285,1.05468435,0.18958745,0.22136284,0.00445977,0.03291966,0.17628753,0.75278657,0.08389263,0.00000000
-5.39969985,1.07333181,0.20890142,0.22156445,0.00380955,0.03456040,0.17658639,0.76253613,0.08960463,0.00000000
-5.39369685,1.09807692,0.23142950,0.22371634,0.00323970,0.03672377,0.17848088,0.77406289,0.09681355,0.00000000
-5.38769385,1.12843570,0.25722474,0.22767821,0.00274594,0.03938833,0.18196726,0.78705814,0.10551138,0.00000000
-5.38169085,1.16391758,0.28631751,0.23331589,0.00232327,0.04252936,0.18704831,0.80121726,0.11568156,0.00000000
-5.37568784,1.20402616,0.31870910,0.24050121,0.00196627,0.04611892,0.19373130,0.81624266,0.12729679,0.00000000
-5.36968484,1.24825884,0.35436489,0.24911113,0.00166928,0.05012588,0.20202505,0.83184593,0.14031683,0.00000000
-5.36368184,1.29610570,0.39320753,0.25902644,0.00142658,0.05451603,0.21193618,0.84774965,0.15468628,0.00000000
-5.35767884,1.34704835,0.43511016,0.27013025,0.00123256,0.05925225,0.22346487,0.86368907,0.17033258,0.00000000
-5.35167584,1.40055920,0.47989030,0.28230627,0.00108184,0.06429474,0.23660023,0.87941397,0.18716434,0.00000000
-5.34567284,1.45610197,0.52730464,0.29543722,0.00096934,0.06960141,0.25131575,0.89469104,0.20507010,0.00000000
-5.33966983,1.51313376,0.57704513,0.30940345,0.00089036,0.07512827,0.26756511,0.90930699,0.22391776,0.00000000
-5.33366683,1.57110931,0.62873694,0.32408212,0.00084063,0.08083005,0.28527856,0.92307258,0.24355479,0.00000000
-5.32766383,1.62948752,0.68193837,0.33934674,0.00081629,0.08666086,0.30436044,0.93582760,0.26380920,0.00000000
-5.32166083,1.68774053,0.73614334,0.35506760,0.00081393,0.09257494,0.32468780,0.94744666,0.28449153,0.00000000
-5.31565783,1.74536499,0.79078649,0.37111271,0.00083055,0.09852757,0.34611065,0.95784572,0.30539773,0.00000000
-5.30965483,1.80189533,0.84525106,0.38734960,0.00086357,0.10447599,0.36845369,0.96698888,0.32631299,0.00000000
-5.30365183,1.85691846,0.89887961,0.40364768,0.00091079,0.11038035,0.39151983,0.97489506,0.34701640,0.00000000
-5.29764882,1.91008906,0.95098743,0.41988122,0.00097039,0.11620473,0.41509514,0.98164402,0.36728633,0.00000000
-5.29164582,1.96114464,1.00087828,0.43593265,0.00104085,0.12191803,0.43895535,0.98738116,0.38690636,0.00000000
-5.28564282,2.00991936,1.04786204,0.45169613,0.00112099,0.12749482,0.46287344,0.99232055,0.40567151,0.00000000
-5.27963982,2.05635557,1.09127373,0.46708097,0.00120991,0.13291607,0.48662798,0.99674560,0.42339450,0.00000000
-5.27363682,2.10051214,1.13049313,0.48201491,0.00130695,0.13816958,0.51001188,1.00100698,0.43991178,0.00000000
-5.26763382,2.14256852,1.16496413,0.49644674,0.00141170,0.14325031,0.53284091,1.00551742,0.45508900,0.00000000
-5.26163082,2.18282396,1.19421312,0.51034828,0.00152398,0.14816031,0.55496171,1.01074324,0.46882568,0.00000000
-5.25562781,2.22169128,1.21786533,0.52371532,0.00164376,0.15290840,0.57625848,1.01719263,0.48105868,0.00000000
-5.24962481,2.25968498,1.23565849,0.53656753,0.00177121,0.15750951,0.59665826,1.02540081,0.49176444,0.00000000
-5.24362181,2.29740369,1.24745301,0.54894713,0.00190661,0.16198368,0.61613415,1.03591254,0.50095969,0.00000000
-5.23761881,2.33550747,1.25323808,0.56091644,0.00205035,0.16635478,0.63470639,1.04926242,0.50870054,0.00000000
-5.23161581,2.37469056,1.25313337,0.57255417,0.00220287,0.17064893,0.65244105,1.06595390,0.51508001,0.00000000
-5.22561281,2.41565060,1.24738606,0.58395078,0.00236467,0.17489276,0.66944640,1.08643754,0.52022403,0.00000000
-5.21960980,2.45905571,1.23636342,0.59520297,0.00253624,0.17911155,0.68586703,1.11108984,0.52428605,0.00000000
-5.21360680,2.50551068,1.22054107,0.60640767,0.00271802,0.18332724,0.70187608,1.14019317,0.52744057,0.00000000
-5.20760380,2.55552409,1.20048749,0.61765566,0.00291039,0.18755664,0.71766588,1.17391819,0.52987576,0.00000000
-5.20160080,2.60947773,1.17684552,0.62902536,0.00311361,0.19180976,0.73343749,1.21230921,0.53178569,0.00000000
-5.19559780,2.66760010,1.15031161,0.64057698,0.00332781,0.19608834,0.74938973,1.25527367,0.53336234,0.00000000
-5.18959480,2.72994515,1.12161385,0.65234734,0.00355297,0.20038485,0.76570821,1.30257604,0.53478792,0.00000000
-5.18359180,2.79637766,1.09148960,0.66434579,0.00378886,0.20468185,0.78255490,1.35383673,0.53622784,0.00000000
-5.17758879,2.86656583,1.06066382,0.67655120,0.00403506,0.20895183,0.80005876,1.40853618,0.53782452,0.00000000
-5.17158579,2.93998175,1.02982888,0.68891045,0.00429094,0.21315758,0.81830789,1.46602410,0.53969247,0.00000000
-5.16558279,3.01590979,0.99962660,0.70133834,0.00455566,0.21725303,0.83734343,1.52553352,0.54191471,0.00000000
-5.15957979,3.09346245,0.97063315,0.71371888,0.00482812,0.22118452,0.85715551,1.58619934,0.54454068,0.00000000
-5.15357679,3.17160320,0.94334709,0.72590801,0.00510704,0.22489249,0.87768136,1.64708045,0.54758566,0.00000000
-5.14757379,3.24917502,0.91818098,0.73773750,0.00539088,0.22831350,0.89880543,1.70718484,0.55103160,0.00000000
-5.14157079,3.32493356,0.89545633,0.74901983,0.00567791,0.23138239,0.92036156,1.76549642,0.55482940,0.00000000
-5.13556778,3.39758324,0.87540194,0.75955378,0.00596617,0.23403460,0.94213689,1.82100280,0.55890216,0.00000000
-5.12956478,3.46581490,0.85815523,0.76913054,0.00625349,0.23620845,0.96387727,1.87272274,0.56314944,0.00000000
-5.12356178,3.52834319,0.84376626,0.77753989,0.00653751,0.23784734,0.98529391,1.91973229,0.56745219,0.00000000
-5.11755878,3.58394250,0.83220388,0.78457635,0.00681567,0.23890165,1.00607094,1.96118877,0.57167798,0.00000000
-5.11155578,3.63147982,0.82336360,0.79004495,0.00708525,0.23933056,1.02587351,1.99635163,0.57568643,0.00000000
-5.10555278,3.66994371,0.81707665,0.79376650,0.00734336,0.23910331,1.04435632,2.02459964,0.57933451,0.00000000
-5.09954977,3.69846843,0.81311981,0.79558218,0.00758698,0.23820035,1.06117219,2.04544386,0.58248154,0.00000000
-5.09354677,3.71635276,0.81122560,0.79535733,0.00781300,0.23661399,1.07598059,2.05853624,0.58499372,0.00000000
-5.08754377,3.72307339,0.81109242,0.79298458,0.00801826,0.23434882,1.08845595,2.06367370,0.58674809,0.00000000
-5.08154077,3.71829281,0.81239453,0.78838604,0.00819959,0.23142180,1.09829557,2.06079790,0.58763577,0.00000000
-5.07553777,3.70186220,0.81479162,0.78151485,0.00835389,0.22786218,1.10522719,2.04999097,0.58756461,0.00000000
-5.06953477,3.67381963,0.81793776,0.77235609,0.00847820,0.22371116,1.10901598,2.03146770,0.58646109,0.00000000
-5.06353177,3.63438434,0.82148981,0.76092707,0.00856981,0.21902155,1.10947093,2.00556479,0.58427154,0.00000000
-5.05752876,3.58394767,0.82511513,0.74727717,0.00862628,0.21385718,1.10645056,1.97272772,0.58096278,0.00000000
-5.05152576,3.52306143,0.82849871,0.73148720,0.00864560,0.20829243,1.09986785,1.93349597,0.57652228,0.00000000
-5.04552276,3.45242435,0.83134953,0.71366851,0.00862625,0.20241163,1.08969417,1.88848725,0.57095773,0.00000000
-5.03951976,3.37286711,0.83340634,0.69396171,0.00856730,0.19630841,1.07596214,1.83838139,0.56429631,0.00000000
-5.03351676,3.28533653,0.83444269,0.67253509,0.00846843,0.19008508,1.05876729,1.78390437,0.55658360,0.00000000
-5.02751376,3.19087928,0.83427124,0.64958278,0.00833006,0.18385187,1.03826832,1.72581306,0.54788222,0.00000000
-5.02151076,3.09062524,0.83274734,0.62532259,0.00815334,0.17772605,1.01468586,1.66488088,0.53827036,0.00000000
-5.01550775,2.98577086,0.82977171,0.59999346,0.00794015,0.17183085,0.98829964,1.60188489,0.52784000,0.00000000
-5.00950475,2.87756239,0.82529221,0.57385257,0.00769316,0.16629426,0.95944406,1.53759415,0.51669521,0.00000000
-5.00350175,2.76727909,0.81930474,0.54717211,0.00741571,0.16124743,0.92850220,1.47275961,0.50495027,0.00000000
-4.99749875,2.65621642,0.81185293,0.52023558,0.00711180,0.15682288,0.89589822,1.40810546,0.49272775,0.00000000
-4.99149575,2.54566899,0.80302693,0.49333376,0.00678601,0.15315233,0.86208858,1.34432174,0.48015668,0.00000000
-4.98549275,2.43691349,0.79296092,0.46676035,0.00644336,0.15036422,0.82755196,1.28205812,0.46737057,0.00000000
-4.97948974,2.33119130,0.78182962,0.44080725,0.00608923,0.14858096,0.79277847,1.22191867,0.45450556,0.00000000
-4.97348674,2.22969102,0.76984365,0.41575967,0.00572924,0.14791587,0.75825822,1.16445726,0.44169845,0.00000000
-4.96748374,2.13353096,0.75724387,0.39189110,0.00536908,0.14846997,0.72446976,1.11017361,0.42908483,0.00000000
-4.96148074,2.04374157,0.74429475,0.36945824,0.00501439,0.15032864,0.69186868,1.05950960,0.41679711,0.00000000
-4.95547774,1.96124822,0.73127693,0.34869597,0.00467068,0.15355827,0.66087665,1.01284582,0.40496254,0.00000000
-4.94947474,1.88685442,0.71847908,0.32981260,0.00434316,0.15820299,0.63187141,0.97049814,0.39370121,0.00000000
-4.94347174,1.82122595,0.70618926,0.31298538,0.00403669,0.16428167,0.60517775,0.93271440,0.38312395,0.00000000
-4.93746873,1.76487609,0.69468602,0.29835640,0.00375567,0.17178529,0.58106006,0.89967116,0.37333023,0.00000000
-4.93146573,1.71815250,0.68422933,0.28602917,0.00350403,0.18067476,0.55971629,0.87147060,0.36440599,0.00000000
-4.92546273,1.68122629,0.67505182,0.27606567,0.00328513,0.19087938,0.54127381,0.84813775,0.35642151,0.00000000
-4.91945973,1.65408358,0.66735039,0.26848432,0.00310183,0.20229612,0.52578703,0.82961828,0.34942935,0.00000000
-4.91345673,1.63652019,0.66127858,0.26325868,0.00295646,0.21478963,0.51323703,0.81577705,0.34346238,0.00000000
-4.90745373,1.62814006,0.65693994,0.26031711,0.00285083,0.22819324,0.50353299,0.80639776,0.33853214,0.00000000
-4.90145073,1.62835760,0.65438273,0.25954340,0.00278634,0.24231094,0.49651563,0.80118396,0.33462742,0.00000000
-4.89544772,1.63640459,0.65359603,0.26077849,0.00276402,0.25692028,0.49196228,0.79976173,0.33171340,0.00000000
-4.88944472,1.65134188,0.65450776,0.26382316,0.00278459,0.27177632,0.48959378,0.80168415,0.32973130,0.00000000
-4.88344172,1.67207594,0.65698454,0.26844186,0.00284853,0.28661642,0.48908267,0.80643797,0.32859876,0.00000000
-4.87743872,1.69738032,0.66083361,0.27436758,0.00295620,0.30116587,0.49006282,0.81345230,0.32821092,0.00000000
-4.87143572,1.72592175,0.66580690,0.28130760,0.00310788,0.31514414,0.49213998,0.82210949,0.32844233,0.00000000
-4.86543272,1.75629050,0.67160716,0.28895029,0.00330386,0.32827169,0.49490306,0.83175804,0.32914977,0.00000000
-4.85942971,1.78703428,0.67789610,0.29697246,0.00354445,0.34027697,0.49793588,0.84172721,0.33017572,0.00000000
-4.85342671,1.81669476,0.68430427,0.30504737,0.00383004,0.35090353,0.50082892,0.85134312,0.33135274,0.00000000
-4.84742371,1.84384576,0.69044252,0.31285309,0.00416109,0.35991691,0.50319090,0.85994571,0.33250832,0.00000000
-4.84142071,1.86713177,0.69591456,0.32008092,0.00453811,0.36711105,0.50465962,0.86690607,0.33347023,0.00000000
-4.83541771,1.88530555,0.70033030,0.32644362,0.00496161,0.37231405,0.50491190,0.87164364,0.33407216,0.00000000
-4.82941471,1.89726331,0.70331945,0.33168328,0.00543201,0.37539297,0.50367221,0.87364233,0.33415927,0.00000000
-4.82341171,1.90207638,0.70454487,0.33557838,0.00594956,0.37625752,0.50071978,0.87246529,0.33359362,0.00000000
-4.81740870,1.89901781,0.70371527,0.33794991,0.00651415,0.37486254,0.49589383,0.86776736,0.33225913,0.00000000
-4.81140570,1.88758322,0.70059659,0.33866635,0.00712523,0.37120902,0.48909698,0.85930498,0.33006581,0.00000000
-4.80540270,1.86750468,0.69502191,0.33764718,0.00778156,0.36534378,0.48029661,0.84694294,0.32695320,0.00000000
-4.79939970,1.83875745,0.68689918,0.33486494,0.00848114,0.35735776,0.46952414,0.83065777,0.32289278,0.00000000
-4.79339670,1.80155916,0.67621685,0.33034571,0.00922094,0.34738291,0.45687251,0.81053761,0.31788928,0.00000000
-4.78739370,1.75636160,0.66304692,0.32416806,0.00999683,0.33558799,0.44249184,0.78677863,0.31198088,0.00000000
-4.78139070,1.70383561,0.64754561,0.31646043,0.01080345,0.32217330,0.42658352,0.75967814,0.30523831,0.00000000
-4.77538769,1.64484975,0.62995143,0.30739720,0.01163409,0.30736464,0.40939316,0.72962471,0.29776290,0.00000000
-4.76938469,1.58044386,0.61058108,0.29719360,0.01248072,0.29140672,0.39120257,0.69708581,0.28968376,0.00000000
-4.76338169,1.51179858,0.58982323,0.28609955,0.01333400,0.27455628,0.37232119,0.66259348,0.28115427,0.00000000
-4.75737869,1.44020217,0.56813051,0.27439294,0.01418340,0.25707527,0.35307730,0.62672866,0.27234794,0.00000000
-4.75137569,1.36701607,0.54601028,0.26237234,0.01501735,0.23922417,0.33380941,0.59010474,0.26345406,0.00000000
-4.74537269,1.29364034,0.52401427,0.25034960,0.01582350,0.22125588,0.31485803,0.55335116,0.25467308,0.00000000
-4.73936968,1.22148040,0.50272777,0.23864252,0.01658902,0.20341022,0.29655813,0.51709738,0.24621221,0.00000000
-4.73336668,1.15191586,0.48275854,0.22756776,0.01730098,0.18590932,0.27923248,0.48195795,0.23828107,0.00000000
-4.72736368,1.08627251,0.46472596,0.21743422,0.01794674,0.16895386,0.26318603,0.44851902,0.23108775,0.00000000
-4.72136068,1.02579789,0.44925045,0.20853713,0.01851438,0.15272043,0.24870130,0.41732658,0.22483528,0.00000000
-4.71535768,0.97164088,0.43694359,0.20115268,0.01899316,0.13735980,0.23603493,0.38887671,0.21971847,0.00000000
-4.70935468,0.92483530,0.42839890,0.19553348,0.01937396,0.12299616,0.22541515,0.36360781,0.21592127,0.00000000
-4.70335168,0.88628764,0.42418334,0.19190477,0.01964962,0.10972737,0.21704024,0.34189500,0.21361445,0.00000000
-4.69734867,0.85676828,0.42482950,0.19046135,0.01981537,0.09762584,0.21107773,0.32404633,0.21295367,0.00000000
-4.69134567,0.83690612,0.43082843,0.19136511,0.01986904,0.08674016,0.20766422,0.31030086,0.21407776,0.00000000
-4.68534267,0.82718584,0.44262289,0.19474326,0.01981129,0.07709718,0.20690560,0.30082825,0.21710720,0.00000000
-4.67933967,0.82794741,0.46060087,0.20068700,0.01964566,0.06870450,0.20887762,0.29572967,0.22214266,0.00000000
-4.67333667,0.83938715,0.48508932,0.20925065,0.01937861,0.06155303,0.21362644,0.29503976,0.22926352,0.00000000
-4.66733367,0.86156009,0.51634774,0.22045115,0.01901937,0.05561965,0.22116927,0.29872943,0.23852646,0.00000000
-4.66133067,0.89438288,0.55456181,0.23426792,0.01857973,0.05086982,0.23149485,0.30670921,0.24996390,0.00000000
-4.65532766,0.93763728,0.59983673,0.25064288,0.01807374,0.04725986,0.24456364,0.31883301,0.26358241,0.00000000
-4.64932466,0.99097385,0.65219053,0.26948088,0.01751726,0.04473910,0.26030793,0.33490224,0.27936118,0.00000000
-4.64332166,1.05391578,0.71154728,0.29065026,0.01692757,0.04325148,0.27863164,0.35466994,0.29725043,0.00000000
