energy_ev,total_up,Bi_p_up,Bi_d_up,Hf_p_up,Hf_d_up,S_s_up,S_p_up
-5.71785893,1.15654431,0.09367323,0.00180549,0.73907722,0.53348075,0.00549645,0.82423957
-5.71185593,1.15135812,0.09291814,0.00183525,0.73799101,0.52683323,0.00576340,0.82221763
-5.70585293,1.14755945,0.09280328,0.00187002,0.73805908,0.51991652,0.00608230,0.82029828
-5.69984992,1.14502211,0.09328947,0.00190917,0.73945360,0.51264199,0.00645236,0.81842073
-5.69384692,1.14367191,0.09433486,0.00195209,0.74237905,0.50495749,0.00687252,0.81657131
-5.68784392,1.14348211,0.09589612,0.00199814,0.74706059,0.49684628,0.00734136,0.81477830
-5.68184092,1.14446615,0.09792947,0.00204671,0.75373063,0.48832432,0.00785705,0.81310494
-5.67583792,1.14666796,0.10039133,0.00209724,0.76261426,0.47943657,0.00841723,0.81164084
-5.66983492,1.15015057,0.10323880,0.00214919,0.77391406,0.47025223,0.00901894,0.81049242
-5.66383192,1.15498353,0.10642980,0.00220206,0.78779512,0.46085929,0.00965850,0.80977269
-5.65782891,1.16122983,0.10992307,0.00225539,0.80437079,0.45135861,0.01033147,0.80959090
-5.65182591,1.16893291,0.11367782,0.00230878,0.82368993,0.44185795,0.01103253,0.81004260
-5.64582291,1.17810464,0.11765340,0.00236183,0.84572629,0.43246593,0.01175551,0.81120051
-5.63981991,1.18871457,0.12180872,0.00241419,0.87037048,0.42328648,0.01249337,0.81310662
-5.63381691,1.20068138,0.12610173,0.00246552,0.89742507,0.41441375,0.01323826,0.81576594
-5.62781391,1.21386680,0.13048890,0.00251546,0.92660322,0.40592781,0.01398163,0.81914216
-5.62181091,1.22807256,0.13492484,0.00256368,0.95753084,0.39789128,0.01471435,0.82315554
-5.61580790,1.24304057,0.13936210,0.00260979,0.98975270,0.39034700,0.01542697,0.82768307
-5.60980490,1.25845669,0.14375122,0.00265339,1.02274210,0.38331680,0.01610994,0.83256110
-5.60380190,1.27395785,0.14804111,0.00269405,1.05591408,0.37680146,0.01675390,0.83759024
-5.59779890,1.28914267,0.15217983,0.00273129,1.08864175,0.37078186,0.01735002,0.84254253
-5.59179590,1.30358508,0.15611563,0.00276458,1.12027509,0.36522117,0.01789032,0.84717054
-5.58579290,1.31685052,0.15979850,0.00279340,1.15016182,0.36006810,0.01836799,0.85121808
-5.57978989,1.32851421,0.16318191,0.00281719,1.17766921,0.35526099,0.01877775,0.85443208
-5.57378689,1.33818051,0.16622494,0.00283544,1.20220636,0.35073248,0.01911608,0.85657512
-5.56778389,1.34550274,0.16889453,0.00284764,1.22324566,0.34641471,0.01938148,0.85743804
-5.56178089,1.35020224,0.17116776,0.00285338,1.24034282,0.34224457,0.01957463,0.85685197
-5.55577789,1.35208593,0.17303413,0.00285236,1.25315430,0.33816891,0.01969841,0.85469932
-5.54977489,1.35106131,0.17449760,0.00284442,1.26145162,0.33414928,0.01975796,0.85092297
-5.54377189,1.34714791,0.17557827,0.00282959,1.26513148,0.33016605,0.01976051,0.84553325
-5.53776888,1.34048465,0.17631355,0.00280811,1.26422153,0.32622156,0.01971516,0.83861227
-5.53176588,1.33133234,0.17675876,0.00278044,1.25888110,0.32234221,0.01963261,0.83031520
-5.52576288,1.32007100,0.17698699,0.00274732,1.24939702,0.31857920,0.01952473,0.82086841
-5.51975988,1.30719196,0.17708819,0.00270974,1.23617443,0.31500802,0.01940411,0.81056440
-5.51375688,1.29328467,0.17716745,0.00266897,1.21972305,0.31172642,0.01928354,0.79975366
-5.50775388,1.27901895,0.17734255,0.00262650,1.20063936,0.30885119,0.01917550,0.78883366
-5.50175088,1.26512290,0.17774070,0.00258407,1.17958556,0.30651370,0.01909156,0.77823556
-5.49574787,1.25235782,0.17849471,0.00254356,1.15726606,0.30485440,0.01904191,0.76840901
-5.48974487,1.24149078,0.17973866,0.00250702,1.13440277,0.30401669,0.01903485,0.75980591
-5.48374187,1.23326633,0.18160322,0.00247655,1.11171006,0.30414028,0.01907642,0.75286365
-5.47773887,1.22837847,0.18421086,0.00245426,1.08987067,0.30535452,0.01917007,0.74798868
-5.47173587,1.22744421,0.18767108,0.00244220,1.06951360,0.30777190,0.01931646,0.74554129
-5.46573287,1.23097984,0.19207597,0.00244228,1.05119486,0.31148224,0.01951341,0.74582199
-5.45972986,1.23938114,0.19749610,0.00245621,1.03538196,0.31654775,0.01975588,0.74906054
-5.45372686,1.25290829,0.20397722,0.00248541,1.02244281,0.32299930,0.02003626,0.75540770
-5.44772386,1.27167631,0.21153759,0.00253099,1.01263916,0.33083404,0.02034454,0.76493045
-5.44172086,1.29565125,0.22016635,0.00259363,1.00612508,0.34001466,0.02066882,0.77761060
-5.43571786,1.32465252,0.22982279,0.00267363,1.00294997,0.35047019,0.02099573,0.79334703
-5.42971486,1.35836097,0.24043672,0.00277079,1.00306614,0.36209844,0.02131103,0.81196134
-5.42371186,1.39633251,0.25190985,0.00288447,1.00634003,0.37476991,0.02160022,0.83320656
-5.41770885,1.43801644,0.26411815,0.00301355,1.01256666,0.38833302,0.02184914,0.85677859
-5.41170585,1.48277765,0.27691516,0.00315647,1.02148621,0.40262035,0.02204460,0.88232973
-5.40570285,1.52992177,0.29013602,0.00331124,1.03280191,0.41745568,0.02217492,0.90948364
-5.39969985,1.57872175,0.30360211,0.00347553,1.04619821,0.43266137,0.02223046,0.93785105
-5.39369685,1.62844509,0.31712619,0.00364669,1.06135834,0.44806570,0.02220402,0.96704532
-5.38769385,1.67838008,0.33051771,0.00382183,1.07798027,0.46350994,0.02209116,0.99669737
-5.38169085,1.72786013,0.34358814,0.00399794,1.09579042,0.47885452,0.02189040,1.02646901
-5.37568784,1.77628508,0.35615614,0.00417192,1.11455450,0.49398425,0.02160330,1.05606429
-5.36968484,1.82313855,0.36805227,0.00434072,1.13408500,0.50881212,0.02123441,1.08523819
-5.36368184,1.86800077,0.37912322,0.00450141,1.15424507,0.52328152,0.02079112,1.11380247
-5.35767884,1.91055632,0.38923523,0.00465128,1.17494893,0.53736689,0.02028340,1.14162832
-5.35167584,1.95059669,0.39827666,0.00478790,1.19615870,0.55107259,0.01972349,1.16864586
-5.34567284,1.98801775,0.40615970,0.00490921,1.21787820,0.56443010,0.01912543,1.19484056
-5.33966983,2.02281235,0.41282106,0.00501359,1.24014409,0.57749385,0.01850463,1.22024682
-5.33366683,2.05505868,0.41822173,0.00509987,1.26301496,0.59033569,0.01787740,1.24493925
-5.32766383,2.08490519,0.42234591,0.00516741,1.28655911,0.60303844,0.01726042,1.26902197
-5.32166083,2.11255281,0.42519908,0.00521604,1.31084165,0.61568889,0.01667028,1.29261663
-5.31565783,2.13823562,0.42680549,0.00524614,1.33591183,0.62837054,0.01612301,1.31584990
-5.30965483,2.16220095,0.42720517,0.00525852,1.36179107,0.64115650,0.01563371,1.33884088
-5.30365183,2.18468997,0.42645069,0.00525448,1.38846260,0.65410301,0.01521612,1.36168931
-5.29764882,2.20591969,0.42460370,0.00523567,1.41586303,0.66724387,0.01488237,1.38446501
-5.29164582,2.22606733,0.42173173,0.00520405,1.44387646,0.68058603,0.01464274,1.40719920
-5.28564282,2.24525769,0.41790515,0.00516183,1.47233125,0.69410662,0.01450541,1.42987801
-5.27963982,2.26355403,0.41319454,0.00511136,1.50099985,0.70775162,0.01447642,1.45243855
-5.27363682,2.28095286,0.40766858,0.00505507,1.52960133,0.72143607,0.01455951,1.47476764
-5.26763382,2.29738263,0.40139257,0.00499532,1.55780689,0.73504596,0.01475615,1.49670328
-5.26163082,2.31270637,0.39442745,0.00493440,1.58524778,0.74844163,0.01506547,1.51803866
-5.25562781,2.32672789,0.38682956,0.00487440,1.61152537,0.76146238,0.01548435,1.53852860
-5.24962481,2.33920114,0.37865078,0.00481713,1.63622304,0.77393235,0.01600747,1.55789802
-5.24362181,2.34984232,0.36993929,0.00476411,1.65891917,0.78566708,0.01662736,1.57585207
-5.23761881,2.35834390,0.36074056,0.00471651,1.67920101,0.79648064,0.01733457,1.59208758
-5.23161581,2.36439017,0.35109868,0.00467509,1.69667865,0.80619304,0.01811775,1.60630518
-5.22561281,2.36767349,0.34105773,0.00464026,1.71099877,0.81463750,0.01896386,1.61822187
-5.21960980,2.36791072,0.33066317,0.00461203,1.72185768,0.82166748,0.01985833,1.62758346
-5.21360680,2.36485932,0.31996321,0.00459006,1.72901333,0.82716322,0.02078533,1.63417659
-5.20760380,2.35833249,0.30900984,0.00457371,1.73229586,0.83103744,0.02172799,1.63783984
-5.20160080,2.34821316,0.29785978,0.00456207,1.73161655,0.83324032,0.02266876,1.63847388
-5.19559780,2.33446624,0.28657500,0.00455405,1.72697490,0.83376350,0.02358972,1.63605006
-5.18959480,2.31714900,0.27522307,0.00454844,1.71846371,0.83264297,0.02447297,1.63061756
-5.18359180,2.29641925,0.26387716,0.00454398,1.70627208,0.82996102,0.02530104,1.62230864
-5.17758879,2.27254105,0.25261576,0.00453949,1.69068612,0.82584693,0.02605733,1.61134187
-5.17158579,2.24588772,0.24152218,0.00453389,1.67208742,0.82047659,0.02672655,1.59802323
-5.16558279,2.21694194,0.23068393,0.00452631,1.65094915,0.81407088,0.02729511,1.58274481
-5.15957979,2.18629259,0.22019183,0.00451616,1.62782970,0.80689286,0.02775159,1.56598099
-5.15357679,2.15462828,0.21013904,0.00450316,1.60336384,0.79924363,0.02808702,1.54828191
-5.14757379,2.12272718,0.20062005,0.00448741,1.57825132,0.79145696,0.02829524,1.53026422
-5.14157079,2.09144324,0.19172949,0.00446938,1.55324309,0.78389257,0.02837310,1.51259895
-5.13556778,2.06168854,0.18356093,0.00444993,1.52912495,0.77692815,0.02832058,1.49599659
-5.12956478,2.03441217,0.17620565,0.00443031,1.50669910,0.77095021,0.02814084,1.48118957
-5.12356178,2.01057569,0.16975120,0.00441209,1.48676364,0.76634374,0.02784012,1.46891235
-5.11755878,1.99112582,0.16428009,0.00439713,1.47009057,0.76348110,0.02742758,1.45987955
-5.11155578,1.97696498,0.15986825,0.00438749,1.45740276,0.76271026,0.02691499,1.45476276
-5.10555278,1.96892064,0.15658356,0.00438538,1.44935060,0.76434273,0.02631641,1.45416676
-5.09954977,1.96771459,0.15448425,0.00439302,1.44648912,0.76864177,0.02564768,1.45860594
-5.09354677,1.97393329,0.15361745,0.00441258,1.44925650,0.77581116,0.02492599,1.46848201
-5.08754377,1.98800082,0.15401762,0.00444607,1.45795480,0.78598513,0.02416930,1.48406398
-5.08154077,2.01015567,0.15570525,0.00449523,1.47273415,0.79922006,0.02339584,1.50547144
-5.07553777,2.04043276,0.15868560,0.00456146,1.49358096,0.81548832,0.02262360,1.53266227
-5.06953477,2.07865188,0.16294772,0.00464571,1.52031133,0.83467473,0.02186984,1.56542548
-5.06353177,2.12441350,0.16846377,0.00474847,1.55257003,0.85657612,0.02115070,1.60338003
-5.05752876,2.17710263,0.17518863,0.00486969,1.58983564,0.88090403,0.02048085,1.64598005
-5.05152576,2.23590100,0.18305989,0.00500880,1.63143202,0.90729086,0.01987330,1.69252655
-5.04552276,2.29980748,0.19199831,0.00516464,1.67654591,0.93529915,0.01933920,1.74218568
-5.03951976,2.36766617,0.20190856,0.00533556,1.72425022,0.96443401,0.01888782,1.79401274
-5.03351676,2.43820116,0.21268048,0.00551944,1.77353231,0.99415808,0.01852660,1.84698145
-5.02751376,2.51005672,0.22419061,0.00571370,1.82332622,1.02390854,0.01826125,1.90001711
-5.02151076,2.58184106,0.23630407,0.00591548,1.87254747,1.05311545,0.01809590,1.95203241
-5.01550775,2.65217184,0.24887673,0.00612162,1.92012899,1.08122064,0.01803337,2.00196429
-5.00950475,2.71972144,0.26175747,0.00632884,1.96505675,1.10769628,0.01807535,2.04881014
-5.00350175,2.78325970,0.27479061,0.00653380,2.00640327,1.13206232,0.01822265,2.09166180
-4.99749875,2.84169231,0.28781832,0.00673320,2.04335764,1.15390189,0.01847538,2.12973562
-4.99149575,2.89409302,0.30068304,0.00692387,2.07525067,1.17287411,0.01883313,2.16239727
-4.98549275,2.93972824,0.31322971,0.00710288,2.10157398,1.18872355,0.01929504,2.18918012
-4.97948974,2.97807296,0.32530786,0.00726758,2.12199233,1.20128612,0.01985985,2.20979635
-4.97348674,3.00881739,0.33677354,0.00741565,2.13634864,1.21049095,0.02052581,2.22414045
-4.96748374,3.03186427,0.34749093,0.00754519,2.14466156,1.21635850,0.02129060,2.23228489
-4.96148074,3.04731732,0.35733383,0.00765467,2.14711613,1.21899480,0.02215113,2.23446853
-4.95547774,3.05546147,0.36618685,0.00774299,2.14404785,1.21858252,0.02310330,2.23107838
-4.94947474,3.05673655,0.37394642,0.00780946,2.13592135,1.21536913,0.02414174,2.22262576
-4.94347174,3.05170560,0.38052162,0.00785375,2.12330489,1.20965302,0.02525953,2.20971841
-4.93746873,3.04101999,0.38583490,0.00787588,2.10684186,1.20176822,0.02644793,2.19302972
-4.93146573,3.02538317,0.38982265,0.00787618,2.08722107,1.19206861,0.02769622,2.17326708
-4.92546273,3.00551490,0.39243566,0.00785520,2.06514710,1.18091236,0.02899147,2.15114061
-4.91945973,2.98211793,0.39363957,0.00781373,2.04131216,1.16864737,0.03031855,2.12733401
-4.91345673,2.95584872,0.39341521,0.00775267,2.01637081,1.15559837,0.03166015,2.10247882
-4.90745373,2.92729342,0.39175887,0.00767307,1.99091848,1.14205621,0.03299695,2.07713307
-4.90145073,2.89695015,0.38868254,0.00757601,1.96547459,1.12826969,0.03430791,2.05176532
-4.89544772,2.86521807,0.38421394,0.00746262,1.94047078,1.11444029,0.03557070,2.02674442
-4.88944472,2.83239348,0.37839655,0.00733402,1.91624440,1.10071963,0.03676224,2.00233519
-4.88344172,2.79867250,0.37128929,0.00719136,1.89303712,1.08720985,0.03785928,1.97869987
-4.87743872,2.76415992,0.36296614,0.00703574,1.87099839,1.07396642,0.03883912,1.95590485
-4.87143572,2.72888310,0.35351543,0.00686829,1.85019302,1.06100326,0.03968036,1.93393190
-4.86543272,2.69280982,0.34303880,0.00669012,1.83061215,1.04829949,0.04036360,1.91269306
-4.85942971,2.65586879,0.33164997,0.00650237,1.81218676,1.03580755,0.04087218,1.89204811
-4.85342671,2.61797126,0.31947313,0.00630620,1.79480267,1.02346195,0.04119281,1.87182339
-4.84742371,2.57903246,0.30664103,0.00610284,1.77831611,1.01118823,0.04131611,1.85183096
-4.84142071,2.53899149,0.29329284,0.00589358,1.76256895,0.99891162,0.04123701,1.83188692
-4.83541771,2.49782846,0.27957176,0.00567980,1.74740271,0.98656490,0.04095506,1.81182791
-4.82941471,2.45557802,0.26562251,0.00546296,1.73267079,0.97409505,0.04047447,1.79152507
-4.82341171,2.41233849,0.25158865,0.00524463,1.71824819,0.96146855,0.03980402,1.77089459
-4.81740870,2.36827622,0.23761003,0.00502645,1.70403861,0.94867492,0.03895685,1.74990474
-4.81140570,2.32362513,0.22382017,0.00481015,1.68997850,0.93572852,0.03794998,1.72857890
-4.80540270,2.27868144,0.21034397,0.00459749,1.67603832,0.92266864,0.03680377,1.70699475
-4.79939970,2.23379417,0.19729557,0.00439028,1.66222105,0.90955783,0.03554120,1.68527980
-4.79339670,2.18935195,0.18477664,0.00419030,1.64855822,0.89647875,0.03418711,1.66360371
-4.78739370,2.14576713,0.17287501,0.00399930,1.63510406,0.88352980,0.03276734,1.64216788
-4.78139070,2.10345794,0.16166381,0.00381893,1.62192811,0.87081966,0.03130788,1.62119312
-4.77538769,2.06283003,0.15120111,0.00365073,1.60910705,0.85846133,0.02983404,1.60090607
-4.76938469,2.02425818,0.14153001,0.00349608,1.59671611,0.84656576,0.02836970,1.58152521
-4.76338169,1.98806937,0.13267924,0.00335617,1.58482089,0.83523569,0.02693655,1.56324733
-4.75737869,1.95452812,0.12466426,0.00323198,1.57346987,0.82455978,0.02555359,1.54623503
-4.75137569,1.92382480,0.11748873,0.00312426,1.56268830,0.81460763,0.02423662,1.53060618
-4.74537269,1.89606757,0.11114628,0.00303352,1.55247359,0.80542568,0.02299800,1.51642566
-4.73936968,1.87127839,0.10562258,0.00296002,1.54279263,0.79703443,0.02184647,1.50370001
-4.73336668,1.84939320,0.10089757,0.00290382,1.53358119,0.78942704,0.02078718,1.49237507
-4.72736368,1.83026627,0.09694773,0.00286475,1.52474523,0.78256933,0.01982181,1.48233685
-4.72136068,1.81367840,0.09374825,0.00284246,1.51616419,0.77640133,0.01894886,1.47341551
-4.71535768,1.79934862,0.09127514,0.00283645,1.50769606,0.77084006,0.01816402,1.46539227
-4.70935468,1.78694862,0.08950701,0.00284611,1.49918382,0.76578374,0.01746064,1.45800876
-4.70335168,1.77611919,0.08842660,0.00287073,1.49046297,0.76111680,0.01683022,1.45097855
-4.69734867,1.76648789,0.08802176,0.00290957,1.48136977,0.75671583,0.01626298,1.44400001
-4.69134567,1.75768687,0.08828614,0.00296185,1.47174967,0.75245583,0.01574839,1.43677014
-4.68534267,1.74937008,0.08921921,0.00302682,1.46146549,0.74821671,0.01527573,1.42899843
-4.67933967,1.74122895,0.09082586,0.00310375,1.45040503,0.74388943,0.01483453,1.42042025
-4.67333667,1.73300576,0.09311539,0.00319195,1.43848761,0.73938175,0.01441506,1.41080914
-4.66733367,1.72450406,0.09610011,0.00329075,1.42566930,0.73462305,0.01400859,1.39998730
-4.66133067,1.71559571,0.09979336,0.00339953,1.41194648,0.72956810,0.01360778,1.38783396
-4.65532766,1.70622413,0.10420724,0.00351767,1.39735770,0.72419953,0.01320676,1.37429114
-4.64932466,1.69640374,0.10935006,0.00364456,1.38198363,0.71852888,0.01280129,1.35936663
-4.64332166,1.68621566,0.11522359,0.00377953,1.36594520,0.71259618,0.01238873,1.34313409
-4.63731866,1.67579991,0.12182024,0.00392183,1.34939989,0.70646805,0.01196801,1.32573024
-4.63131566,1.66534453,0.12912044,0.00407060,1.33253655,0.70023438,0.01153948,1.30734934
-4.62531266,1.65507228,0.13709018,0.00422484,1.31556869,0.69400380,0.01110474,1.28823517
-4.61930965,1.64522563,0.14567897,0.00438336,1.29872686,0.68789812,0.01066637,1.26867103
-4.61330665,1.63605064,0.15481835,0.00454478,1.28225015,0.68204599,0.01022773,1.24896806
-4.60730365,1.62778085,0.16442100,0.00470749,1.26637741,0.67657613,0.00979267,1.22945240
-4.60130065,1.62062169,0.17438069,0.00486967,1.25133836,0.67161036,0.00936526,1.21045191
-4.59529765,1.61473636,0.18457297,0.00502929,1.23734507,0.66725687,0.00894954,1.19228281
-4.58929465,1.61023379,0.19485676,0.00518412,1.22458404,0.66360398,0.00854932,1.17523692
-4.58329165,1.60715932,0.20507679,0.00533178,1.21320929,0.66071466,0.00816794,1.15956989
-4.57728864,1.60548838,0.21506682,0.00546981,1.20333657,0.65862218,0.00780814,1.14549105
-4.57128564,1.60512366,0.22465365,0.00559568,1.19503895,0.65732695,0.00747194,1.13315507
-4.56528264,1.60589562,0.23366160,0.00570689,1.18834391,0.65679483,0.00716060,1.12265578
-4.55927964,1.60756653,0.24191756,0.00580106,1.18323201,0.65695686,0.00687453,1.11402251
-4.55327664,1.60983760,0.24925614,0.00587596,1.17963710,0.65771053,0.00661339,1.10721871
-4.54727364,1.61235898,0.25552492,0.00592965,1.17744811,0.65892251,0.00637609,1.10214324
-4.54127064,1.61474209,0.26058946,0.00596048,1.17651217,0.66043262,0.00616089,1.09863389
-4.53526763,1.61657369,0.26433790,0.00596723,1.17663917,0.66205905,0.00596555,1.09647317
-4.52926463,1.61743109,0.26668493,0.00594911,1.17760738,0.66360438,0.00578742,1.09539606
-4.52326163,1.61689780,0.26757496,0.00590581,1.17917004,0.66486235,0.00562364,1.09509927
-4.51725863,1.61457904,0.26698431,0.00583756,1.18106266,0.66562494,0.00547126,1.09525187
-4.51125563,1.61011637,0.26492242,0.00574510,1.18301095,0.66568954,0.00532740,1.09550667
-4.50525263,1.60320099,0.26143189,0.00562968,1.18473892,0.66486595,0.00518942,1.09551205
-4.49924962,1.59358524,0.25658746,0.00549308,1.18597715,0.66298282,0.00505501,1.09492376
-4.49324662,1.58109178,0.25049392,0.00533749,1.18647085,0.65989346,0.00492234,1.09341638
-4.48724362,1.56562034,0.24328308,0.00516554,1.18598756,0.65548067,0.00479013,1.09069387
-4.48124062,1.54715181,0.23510992,0.00498017,1.18432417,0.64966057,0.00465771,1.08649901
-4.47523762,1.52574956,0.22614808,0.00478462,1.18131317,0.64238511,0.00452507,1.08062144
-4.46923462,1.50155811,0.21658491,0.00458231,1.17682776,0.63364349,0.00439287,1.07290391
-4.46323162,1.47479912,0.20661628,0.00437675,1.17078571,0.62346228,0.00426241,1.06324661
-4.45722861,1.44576511,0.19644128,0.00417151,1.16315181,0.61190423,0.00413560,1.05160957
-4.45122561,1.41481090,0.18625715,0.00397009,1.15393868,0.59906613,0.00401491,1.03801282
-4.44522261,1.38234331,0.17625445,0.00377586,1.14320590,0.58507547,0.00390326,1.02253457
-4.43921961,1.34880925,0.16661277,0.00359202,1.13105741,0.57008634,0.00380396,1.00530731
-4.43321661,1.31468271,0.15749696,0.00342147,1.11763721,0.55427458,0.00372056,0.98651202
-4.42721361,1.28045102,0.14905409,0.00326685,1.10312342,0.53783237,0.00365680,0.96637080
-4.42121061,1.24660064,0.14141111,0.00313039,1.08772090,0.52096252,0.00361644,0.94513805
-4.41520760,1.21360317,0.13467320,0.00301397,1.07165272,0.50387260,0.00360315,0.92309058
-4.40920460,1.18190163,0.12892295,0.00291902,1.05515068,0.48676905,0.00362042,0.90051711
-4.40320160,1.15189774,0.12422007,0.00284653,1.03844546,0.46985157,0.00367144,0.87770741
-4.39719860,1.12394041,0.12060183,0.00279704,1.02175667,0.45330783,0.00375901,0.85494165
-4.39119560,1.09831579,0.11808392,0.00277063,1.00528334,0.43730876,0.00388543,0.83248028
-4.38519260,1.07523928,0.11666181,0.00276693,0.98919525,0.42200441,0.00405242,0.81055488
-4.37918959,1.05484967,0.11631238,0.00278512,0.97362561,0.40752066,0.00426111,0.78936033
-4.37318659,1.03720571,0.11699575,0.00282396,0.95866533,0.39395664,0.00451190,0.76904866
-4.36718359,1.02228512,0.11865732,0.00288184,0.94435935,0.38138310,0.00480450,0.74972475
-4.36118059,1.00998611,0.12122973,0.00295675,0.93070500,0.36984168,0.00513785,0.73144403
-4.35517759,1.00013139,0.12463484,0.00304639,0.91765265,0.35934496,0.00551016,0.71421234
-4.34917459,0.99247450,0.12878563,0.00314818,0.90510851,0.34987743,0.00591883,0.69798775
-4.34317159,0.98670811,0.13358790,0.00325932,0.89293946,0.34139722,0.00636057,0.68268438
-4.33716858,0.98247420,0.13894186,0.00337684,0.88097958,0.33383845,0.00683133,0.66817789
-4.33116558,0.97937556,0.14474353,0.00349768,0.86903813,0.32711425,0.00732640,0.65431239
-4.32516258,0.97698818,0.15088603,0.00361873,0.85690841,0.32112012,0.00784044,0.64090834
-4.31915958,0.97487423,0.15726069,0.00373693,0.84437721,0.31573777,0.00836754,0.62777126
-4.31315658,0.97259508,0.16375814,0.00384929,0.83123421,0.31083899,0.00890128,0.61470051
-4.30715358,0.96972385,0.17026935,0.00395299,0.81728099,0.30628978,0.00943488,0.60149814
