energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-6.00000000,9.20131254,0.03085625,0.68381631,0.06596006,0.00000000,1.91607650,5.91543553,2.61249674,0.00000000
-5.99399700,9.24175772,0.03186479,0.68265038,0.06663963,0.00000000,1.92547323,5.94754248,2.61629758,0.00000000
-5.98799400,9.26053012,0.03280290,0.67952022,0.06705224,0.00000000,1.92863184,5.96748515,2.61346650,0.00000000
-5.98199100,9.25807221,0.03366278,0.67447183,0.06720137,0.00000000,1.92561998,5.97544932,2.60422433,0.00000000
-5.97598799,9.23529126,0.03443831,0.66758439,0.06709523,0.00000000,1.91663907,5.97189309,2.58894410,0.00000000
-5.96998499,9.19350807,0.03512503,0.65896401,0.06674631,0.00000000,1.90201201,5.95751760,2.56813768,0.00000000
-5.96398199,9.13439368,0.03572018,0.64873731,0.06617088,0.00000000,1.88216780,5.93322979,2.54243822,0.00000000
-5.95797899,9.05989730,0.03622267,0.63704504,0.06538822,0.00000000,1.85762368,5.90009952,2.51257925,0.00000000
-5.95197599,8.97216888,0.03663295,0.62403619,0.06442004,0.00000000,1.82896592,5.85931271,2.47937122,0.00000000
-5.94597299,8.87347983,0.03695297,0.60986275,0.06328961,0.00000000,1.79682985,5.81212308,2.44367638,0.00000000
-5.93996998,8.76614506,0.03718598,0.59467528,0.06202112,0.00000000,1.76188003,5.75980430,2.40638297,0.00000000
-5.93396698,8.65244950,0.03733647,0.57861948,0.06063889,0.00000000,1.72479129,5.70360477,2.36837952,0.00000000
-5.92796398,8.53458143,0.03740995,0.56183379,0.05916675,0.00000000,1.68623124,5.64470647,2.33053009,0.00000000
-5.92196098,8.41457474,0.03741287,0.54444786,0.05762742,0.00000000,1.64684466,5.58418958,2.29365112,0.00000000
-5.91595798,8.29426127,0.03735244,0.52658196,0.05604206,0.00000000,1.60724010,5.52300366,2.25849046,0.00000000
-5.90995498,8.17523432,0.03723653,0.50834705,0.05442984,0.00000000,1.56797892,5.46194613,2.22570911,0.00000000
-5.90395198,8.05882320,0.03707350,0.48984544,0.05280768,0.00000000,1.52956673,5.40164836,2.19586585,0.00000000
-5.89794897,7.94607884,0.03687210,0.47117174,0.05119009,0.00000000,1.49244703,5.34256927,2.16940524,0.00000000
-5.89194597,7.83776962,0.03664132,0.45241402,0.04958911,0.00000000,1.45699723,5.28499620,2.14664892,0.00000000
-5.88594297,7.73438671,0.03639025,0.43365493,0.04801437,0.00000000,1.42352633,5.22905230,2.12779044,0.00000000
-5.87993997,7.63615759,0.03612790,0.41497264,0.04647324,0.00000000,1.39227451,5.17470997,2.11289358,0.00000000
-5.87393697,7.54306687,0.03586309,0.39644158,0.04497101,0.00000000,1.36341398,5.12180925,2.10189419,0.00000000
-5.86793397,7.45488306,0.03560421,0.37813278,0.04351123,0.00000000,1.33705121,5.07008043,2.09460542,0.00000000
-5.86193097,7.37119035,0.03535908,0.36011391,0.04209596,0.00000000,1.31323007,5.01916992,2.09072639,0.00000000
-5.85592796,7.29142421,0.03513475,0.34244898,0.04072617,0.00000000,1.29193609,4.96866833,2.08985395,0.00000000
-5.84992496,7.21491002,0.03493734,0.32519777,0.03940207,0.00000000,1.27310149,4.91813992,2.09149755,0.00000000
-5.84392196,7.14090366,0.03477185,0.30841508,0.03812346,0.00000000,1.25661112,4.86715248,2.09509680,0.00000000
-5.83791896,7.06863323,0.03464209,0.29214990,0.03689006,0.00000000,1.24230920,4.81530653,2.10004142,0.00000000
-5.83191596,6.99734077,0.03455053,0.27644464,0.03570178,0.00000000,1.23000692,4.76226312,2.10569310,0.00000000
-5.82591296,6.92632306,0.03449828,0.26133438,0.03455899,0.00000000,1.21949076,4.70776905,2.11140872,0.00000000
-5.81990995,6.85497022,0.03448510,0.24684650,0.03346269,0.00000000,1.21053149,4.65167867,2.11656425,0.00000000
-5.81390695,6.78280085,0.03450945,0.23300043,0.03241470,0.00000000,1.20289363,4.59397123,2.12057841,0.00000000
-5.80790395,6.70949244,0.03456864,0.21980783,0.03141768,0.00000000,1.19634525,4.53476306,2.12293554,0.00000000
-5.80190095,6.63490559,0.03465893,0.20727307,0.03047522,0.00000000,1.19066763,4.47431371,2.12320640,0.00000000
-5.79589795,6.55910090,0.03477580,0.19539403,0.02959174,0.00000000,1.18566463,4.41302552,2.12106632,0.00000000
-5.78989495,6.48234744,0.03491416,0.18416314,0.02877252,0.00000000,1.18117124,4.35143645,2.11630972,0.00000000
-5.78389195,6.40512196,0.03506858,0.17356870,0.02802347,0.00000000,1.17706096,4.29020590,2.10886025,0.00000000
-5.77788894,6.32809853,0.03523359,0.16359629,0.02735104,0.00000000,1.17325165,4.23009411,2.09877603,0.00000000
-5.77188594,6.25212871,0.03540387,0.15423019,0.02676201,0.00000000,1.16970954,4.17193568,2.08624965,0.00000000
-5.76588294,6.17821275,0.03557450,0.14545481,0.02626328,0.00000000,1.16645115,4.11660836,2.07160276,0.00000000
-5.75987994,6.10746319,0.03574111,0.13725597,0.02586167,0.00000000,1.16354290,4.06499851,2.05527541,0.00000000
-5.75387694,6.04106232,0.03590003,0.12962196,0.02556365,0.00000000,1.16109862,4.01796485,2.03781059,0.00000000
-5.74787394,5.98021576,0.03604835,0.12254435,0.02537520,0.00000000,1.15927485,3.97630254,2.01983464,0.00000000
-5.74187094,5.92610454,0.03618396,0.11601855,0.02530152,0.00000000,1.15826429,3.94070945,2.00203437,0.00000000
-5.73586793,5.87983831,0.03630555,0.11004397,0.02534693,0.00000000,1.15828775,3.91175662,1.98513204,0.00000000
-5.72986493,5.84241220,0.03641251,0.10462392,0.02551467,0.00000000,1.15958498,3.88986470,1.96985933,0.00000000
-5.72386193,5.81466998,0.03650492,0.09976529,0.02580681,0.00000000,1.16240491,3.87528788,1.95693147,0.00000000
-5.71785893,5.79727534,0.03658336,0.09547783,0.02622418,0.00000000,1.16699573,3.86810635,1.94702285,0.00000000
-5.71185593,5.79069298,0.03664887,0.09177335,0.02676628,0.00000000,1.17359543,3.86822796,1.94074503,0.00000000
-5.70585293,5.79518055,0.03670283,0.08866472,0.02743135,0.00000000,1.18242306,3.87539916,1.93862811,0.00000000
-5.69984992,5.81079141,0.03674684,0.08616482,0.02821633,0.00000000,1.19367120,3.88922455,1.94110611,0.00000000
-5.69384692,5.83738793,0.03678267,0.08428536,0.02911696,0.00000000,1.20749983,3.90919415,1.94850688,0.00000000
-5.68784392,5.87466412,0.03681222,0.08303585,0.03012784,0.00000000,1.22403175,3.93471666,1.96104648,0.00000000
-5.68184092,5.92217552,0.03683746,0.08242254,0.03124254,0.00000000,1.24334957,3.96515680,1.97882808,0.00000000
-5.67583792,5.97937443,0.03686044,0.08244752,0.03245372,0.00000000,1.26549426,3.99987440,2.00184494,0.00000000
-5.66983492,6.04564738,0.03688334,0.08310795,0.03375323,0.00000000,1.29046501,4.03826283,2.02998690,0.00000000
-5.66383192,6.12035245,0.03690843,0.08439541,0.03513222,0.00000000,1.31822024,4.07978419,2.06304964,0.00000000
-5.65782891,6.20285347,0.03693815,0.08629549,0.03658128,0.00000000,1.34867952,4.12399922,2.10074590,0.00000000
-5.65182591,6.29254860,0.03697513,0.08878751,0.03809048,0.00000000,1.38172599,4.17058972,2.14271784,0.00000000
-5.64582291,6.38889147,0.03702216,0.09184442,0.03964951,0.00000000,1.41720921,4.21937195,2.18854967,0.00000000
-5.63981991,6.49140305,0.03708226,0.09543291,0.04124772,0.00000000,1.45494808,4.27030019,2.23777993,0.00000000
