energy_ev,total_up,total_down,In_p_up,In_p_down,In_d_up,In_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.90995498,1.49866402,-1.49866299,0.13087697,-0.13087691,0.00291839,-0.00291839,0.81552455,-0.81552402,0.43562615,-0.43562580,0.01131589,-0.01131588,0.72378516,-0.72378462
-5.90395198,1.39468446,-1.39468351,0.12360142,-0.12360136,0.00275925,-0.00275925,0.75907857,-0.75907807,0.40265876,-0.40265844,0.01024363,-0.01024362,0.67212411,-0.67212362
-5.89794897,1.29753862,-1.29753775,0.11613919,-0.11613913,0.00261250,-0.00261250,0.70570874,-0.70570828,0.37292477,-0.37292448,0.00921374,-0.00921373,0.62486047,-0.62486003
-5.89194597,1.20825220,-1.20825143,0.10859088,-0.10859082,0.00248056,-0.00248056,0.65592072,-0.65592031,0.34674042,-0.34674018,0.00823521,-0.00823520,0.58246438,-0.58246400
-5.88594297,1.12782118,-1.12782051,0.10105743,-0.10105737,0.00236589,-0.00236589,0.61020620,-0.61020583,0.32441088,-0.32441069,0.00731521,-0.00731519,0.54539114,-0.54539082
-5.87993997,1.05720398,-1.05720342,0.09363779,-0.09363773,0.00227088,-0.00227088,0.56903770,-0.56903738,0.30623055,-0.30623040,0.00645911,-0.00645910,0.51408011,-0.51407986
-5.87393697,0.99731213,-0.99731169,0.08642679,-0.08642673,0.00219786,-0.00219786,0.53286265,-0.53286238,0.29248267,-0.29248258,0.00567058,-0.00567057,0.48895228,-0.48895209
-5.86793397,0.94899934,-0.94899903,0.07951311,-0.07951305,0.00214906,-0.00214906,0.50209694,-0.50209673,0.28343808,-0.28343805,0.00495169,-0.00495169,0.47040631,-0.47040620
-5.86193097,0.91304892,-0.91304874,0.07297760,-0.07297755,0.00212648,-0.00212648,0.47711793,-0.47711778,0.27935272,-0.27935275,0.00430312,-0.00430311,0.45881304,-0.45881300
-5.85592796,0.89015948,-0.89015945,0.06689185,-0.06689180,0.00213192,-0.00213192,0.45825710,-0.45825701,0.28046396,-0.28046405,0.00372429,-0.00372428,0.45450829,-0.45450834
-5.84992496,0.88092922,-0.88092934,0.06131709,-0.06131704,0.00216686,-0.00216686,0.44579248,-0.44579246,0.28698556,-0.28698571,0.00321360,-0.00321360,0.45778419,-0.45778432
-5.84392196,0.88583889,-0.88583916,0.05630342,-0.05630338,0.00223241,-0.00223241,0.43994107,-0.43994111,0.29910132,-0.29910154,0.00276864,-0.00276864,0.46887915,-0.46887936
-5.83791896,0.90523394,-0.90523437,0.05188941,-0.05188938,0.00232924,-0.00232924,0.44085130,-0.44085141,0.31695753,-0.31695782,0.00238635,-0.00238634,0.48796676,-0.48796706
-5.83191596,0.93930633,-0.93930691,0.04810195,-0.04810192,0.00245754,-0.00245755,0.44859596,-0.44859613,0.34065445,-0.34065481,0.00206322,-0.00206322,0.51514413,-0.51514451
-5.82591296,0.98807660,-0.98807734,0.04495638,-0.04495636,0.00261697,-0.00261698,0.46316561,-0.46316585,0.37023708,-0.37023751,0.00179547,-0.00179547,0.55041990,-0.55042038
-5.81990995,1.05137712,-1.05137801,0.04245693,-0.04245692,0.00280660,-0.00280660,0.48446298,-0.48446329,0.40568570,-0.40568620,0.00157917,-0.00157917,0.59370281,-0.59370337
-5.81390695,1.12883719,-1.12883823,0.04059727,-0.04059726,0.00302486,-0.00302486,0.51229840,-0.51229877,0.44690652,-0.44690709,0.00141034,-0.00141034,0.64479115,-0.64479180
-5.80790395,1.21987120,-1.21987238,0.03936125,-0.03936125,0.00326960,-0.00326960,0.54638679,-0.54638722,0.49372314,-0.49372378,0.00128507,-0.00128507,0.70336395,-0.70336468
-5.80190095,1.32367058,-1.32367190,0.03872380,-0.03872380,0.00353801,-0.00353802,0.58634632,-0.58634680,0.54586932,-0.54587002,0.00119953,-0.00119953,0.76897453,-0.76897533
-5.79589795,1.43920066,-1.43920210,0.03865184,-0.03865185,0.00382671,-0.00382671,0.63169921,-0.63169975,0.60298355,-0.60298431,0.00115007,-0.00115007,0.84104695,-0.84104782
-5.78989495,1.56520325,-1.56520480,0.03910526,-0.03910527,0.00413171,-0.00413172,0.68187478,-0.68187536,0.66460616,-0.66460697,0.00113318,-0.00113318,0.91887611,-0.91887705
-5.78389195,1.70020565,-1.70020729,0.04003796,-0.04003798,0.00444857,-0.00444858,0.73621497,-0.73621559,0.73017930,-0.73018015,0.00114550,-0.00114550,1.00163178,-1.00163276
-5.77788894,1.84253657,-1.84253829,0.04139886,-0.04139888,0.00477240,-0.00477240,0.79398254,-0.79398320,0.79905030,-0.79905120,0.00118382,-0.00118382,1.08836691,-1.08836794
-5.77188594,1.99034928,-1.99035105,0.04313287,-0.04313289,0.00509798,-0.00509798,0.85437184,-0.85437253,0.87047862,-0.87047954,0.00124503,-0.00124503,1.17803055,-1.17803160
-5.76588294,2.14165173,-2.14165353,0.04518193,-0.04518195,0.00541990,-0.00541991,0.91652216,-0.91652286,0.94364647,-0.94364742,0.00132610,-0.00132611,1.26948492,-1.26948599
-5.75987994,2.29434333,-2.29434515,0.04748592,-0.04748595,0.00573267,-0.00573268,0.97953332,-0.97953403,1.01767316,-1.01767411,0.00142407,-0.00142407,1.36152677,-1.36152785
-5.75387694,2.44625755,-2.44625935,0.04998362,-0.04998365,0.00603085,-0.00603085,1.04248334,-1.04248404,1.09163270,-1.09163365,0.00153596,-0.00153596,1.45291221,-1.45291328
-5.74787394,2.59520912,-2.59521088,0.05261358,-0.05261361,0.00630916,-0.00630917,1.10444751,-1.10444820,1.16457449,-1.16457543,0.00165882,-0.00165882,1.54238440,-1.54238545
-5.74187094,2.73904447,-2.73904617,0.05531500,-0.05531503,0.00656270,-0.00656271,1.16451847,-1.16451914,1.23554618,-1.23554709,0.00178965,-0.00178965,1.62870325,-1.62870426
-5.73586793,2.87569364,-2.87569525,0.05802855,-0.05802857,0.00678699,-0.00678699,1.22182661,-1.22182724,1.30361810,-1.30361897,0.00192545,-0.00192545,1.71067601,-1.71067696
-5.72986493,3.00322187,-3.00322337,0.06069712,-0.06069715,0.00697812,-0.00697812,1.27556000,-1.27556060,1.36790829,-1.36790911,0.00206320,-0.00206321,1.78718761,-1.78718850
-5.72386193,3.11987878,-3.11988016,0.06326661,-0.06326663,0.00713285,-0.00713285,1.32498335,-1.32498390,1.42760715,-1.42760792,0.00219989,-0.00219990,1.85722971,-1.85723053
-5.71785893,3.22414344,-3.22414468,0.06568657,-0.06568659,0.00724871,-0.00724871,1.36945510,-1.36945560,1.48200073,-1.48200143,0.00233255,-0.00233255,1.91992709,-1.91992783
-5.71185593,3.31476337,-3.31476445,0.06791086,-0.06791088,0.00732399,-0.00732399,1.40844218,-1.40844262,1.53049160,-1.53049223,0.00245829,-0.00245829,1.97456057,-1.97456122
-5.70585293,3.39078608,-3.39078699,0.06989819,-0.06989821,0.00735785,-0.00735785,1.44153186,-1.44153223,1.57261656,-1.57261711,0.00257436,-0.00257436,2.02058537,-2.02058591
-5.69984992,3.45158184,-3.45158258,0.07161265,-0.07161267,0.00735024,-0.00735024,1.46844023,-1.46844054,1.60806022,-1.60806069,0.00267819,-0.00267819,2.05764429,-2.05764474
-5.69384692,3.49685696,-3.49685754,0.07302414,-0.07302415,0.00730195,-0.00730195,1.48901723,-1.48901747,1.63666409,-1.63666447,0.00276748,-0.00276748,2.08557532,-2.08557566
-5.68784392,3.52665712,-3.52665752,0.07410870,-0.07410870,0.00721450,-0.00721450,1.50324788,-1.50324806,1.65843065,-1.65843095,0.00284021,-0.00284021,2.10441323,-2.10441347
-5.68184092,3.54136080,-3.54136104,0.07484878,-0.07484878,0.00709013,-0.00709013,1.51125001,-1.51125012,1.67352236,-1.67352259,0.00289474,-0.00289474,2.11438551,-2.11438566
-5.67583792,3.54166340,-3.54166349,0.07523346,-0.07523346,0.00693167,-0.00693167,1.51326854,-1.51326859,1.68225568,-1.68225583,0.00292982,-0.00292982,2.11590272,-2.11590279
-5.66983492,3.52855286,-3.52855280,0.07525852,-0.07525852,0.00674245,-0.00674245,1.50966671,-1.50966670,1.68509037,-1.68509046,0.00294464,-0.00294464,2.10954398,-2.10954396
-5.66383192,3.50327797,-3.50327778,0.07492643,-0.07492643,0.00652625,-0.00652625,1.50091468,-1.50091462,1.68261475,-1.68261479,0.00293888,-0.00293888,2.09603814,-2.09603805
-5.65782891,3.46731087,-3.46731058,0.07424630,-0.07424628,0.00628711,-0.00628711,1.48757610,-1.48757599,1.67552748,-1.67552746,0.00291264,-0.00291264,2.07624174,-2.07624159
-5.65182591,3.42230540,-3.42230502,0.07323363,-0.07323362,0.00602929,-0.00602929,1.47029299,-1.47029285,1.66461663,-1.66461658,0.00286653,-0.00286653,2.05111451,-2.05111431
-5.64582291,3.37005274,-3.37005229,0.07191010,-0.07191009,0.00575715,-0.00575715,1.44976980,-1.44976963,1.65073717,-1.65073709,0.00280157,-0.00280157,2.02169348,-2.02169323
-5.63981991,3.31243616,-3.31243567,0.07030314,-0.07030312,0.00547504,-0.00547503,1.42675687,-1.42675668,1.63478735,-1.63478726,0.00271921,-0.00271921,1.98906657,-1.98906630
-5.63381691,3.25138610,-3.25138559,0.06844543,-0.06844540,0.00518724,-0.00518724,1.40203394,-1.40203374,1.61768523,-1.61768513,0.00262123,-0.00262123,1.95434664,-1.95434635
-5.62781391,3.18883699,-3.18883648,0.06637436,-0.06637434,0.00489791,-0.00489790,1.37639402,-1.37639381,1.60034573,-1.60034564,0.00250974,-0.00250973,1.91864642,-1.91864614
-5.62181091,3.12668653,-3.12668604,0.06413134,-0.06413132,0.00461096,-0.00461096,1.35062787,-1.35062767,1.58365901,-1.58365894,0.00238704,-0.00238704,1.88305521,-1.88305493
-5.61580790,3.06675828,-3.06675784,0.06176102,-0.06176099,0.00433011,-0.00433010,1.32550938,-1.32550919,1.56847061,-1.56847056,0.00225564,-0.00225563,1.84861735,-1.84861711
-5.60980490,3.01076776,-3.01076738,0.05931041,-0.05931039,0.00405874,-0.00405874,1.30178169,-1.30178152,1.55556350,-1.55556349,0.00211808,-0.00211807,1.81631303,-1.81631282
-5.60380190,2.96029222,-2.96029192,0.05682803,-0.05682801,0.00379998,-0.00379997,1.28014438,-1.28014424,1.54564234,-1.54564238,0.00197694,-0.00197694,1.78704105,-1.78704088
-5.59779890,2.91674391,-2.91674371,0.05436284,-0.05436282,0.00355657,-0.00355657,1.26124128,-1.26124118,1.53931985,-1.53931995,0.00183474,-0.00183474,1.76160381,-1.76160370
-5.59179590,2.88134661,-2.88134651,0.05196325,-0.05196322,0.00333097,-0.00333097,1.24564922,-1.24564916,1.53710517,-1.53710532,0.00169386,-0.00169386,1.74069416,-1.74069410
-5.58579290,2.85511502,-2.85511505,0.04967602,-0.04967600,0.00312526,-0.00312526,1.23386719,-1.23386717,1.53939411,-1.53939432,0.00155651,-0.00155651,1.72488390,-1.72488391
-5.57978989,2.83883688,-2.83883703,0.04754525,-0.04754523,0.00294116,-0.00294116,1.22630626,-1.22630629,1.54646115,-1.54646142,0.00142467,-0.00142467,1.71461386,-1.71461394
-5.57378689,2.83305734,-2.83305761,0.04561126,-0.04561124,0.00278005,-0.00278005,1.22327997,-1.22328005,1.55845295,-1.55845329,0.00130006,-0.00130006,1.71018533,-1.71018548
-5.56778389,2.83806583,-2.83806623,0.04390966,-0.04390965,0.00264292,-0.00264291,1.22499547,-1.22499561,1.57538340,-1.57538380,0.00118410,-0.00118410,1.71175287,-1.71175309
-5.56178089,2.85388549,-2.85388601,0.04247038,-0.04247036,0.00253039,-0.00253038,1.23154553,-1.23154572,1.59713029,-1.59713075,0.00107792,-0.00107792,1.71931862,-1.71931890
-5.55577789,2.88026558,-2.88026622,0.04131683,-0.04131682,0.00244270,-0.00244270,1.24290172,-1.24290196,1.62343369,-1.62343420,0.00098233,-0.00098233,1.73272832,-1.73272866
-5.54977489,2.91667759,-2.91667834,0.04046529,-0.04046528,0.00237971,-0.00237971,1.25890929,-1.25890958,1.65389639,-1.65389694,0.00089786,-0.00089786,1.75166951,-1.75166991
-5.54377189,2.96231590,-2.96231673,0.03992429,-0.03992429,0.00234087,-0.00234087,1.27928403,-1.27928435,1.68798681,-1.68798740,0.00082470,-0.00082470,1.77567231,-1.77567276
-5.53776888,3.01610386,-3.01610477,0.03969433,-0.03969433,0.00232525,-0.00232525,1.30361183,-1.30361219,1.72504481,-1.72504542,0.00076283,-0.00076283,1.80411336,-1.80411384
-5.53176588,3.07670646,-3.07670742,0.03976770,-0.03976771,0.00233151,-0.00233151,1.33135140,-1.33135178,1.76429080,-1.76429142,0.00071192,-0.00071192,1.83622349,-1.83622400
-5.52576288,3.14255023,-3.14255123,0.04012861,-0.04012862,0.00235796,-0.00235796,1.36184053,-1.36184093,1.80483872,-1.80483935,0.00067147,-0.00067147,1.87109971,-1.87110024
-5.51975988,3.21185132,-3.21185232,0.04075346,-0.04075347,0.00240252,-0.00240252,1.39430643,-1.39430684,1.84571309,-1.84571370,0.00064076,-0.00064076,1.90772171,-1.90772224
-5.51375688,3.28265186,-3.28265284,0.04161141,-0.04161143,0.00246278,-0.00246279,1.42788026,-1.42788067,1.88587019,-1.88587077,0.00061892,-0.00061892,1.94497324,-1.94497375
-5.50775388,3.35286480,-3.35286574,0.04266518,-0.04266519,0.00253605,-0.00253605,1.46161580,-1.46161619,1.92422349,-1.92422403,0.00060496,-0.00060496,1.98166817,-1.98166865
-5.50175088,3.42032645,-3.42032731,0.04387199,-0.04387201,0.00261937,-0.00261937,1.49451225,-1.49451261,1.95967273,-1.95967321,0.00059781,-0.00059781,2.01658102,-2.01658145
-5.49574787,3.48285575,-3.48285651,0.04518482,-0.04518484,0.00270960,-0.00270960,1.52554045,-1.52554077,1.99113616,-1.99113656,0.00059631,-0.00059631,2.04848116,-2.04848153
-5.48974487,3.53831869,-3.53831932,0.04655371,-0.04655373,0.00280347,-0.00280347,1.55367200,-1.55367227,2.01758487,-2.01758519,0.00059930,-0.00059930,2.07616981,-2.07617010
-5.48374187,3.58469559,-3.58469607,0.04792723,-0.04792725,0.00289767,-0.00289767,1.57791023,-1.57791044,2.03807821,-2.03807844,0.00060562,-0.00060562,2.09851858,-2.09851879
-5.47773887,3.62014901,-3.62014932,0.04925404,-0.04925406,0.00298893,-0.00298893,1.59732185,-1.59732199,2.05179870,-2.05179882,0.00061412,-0.00061412,2.11450808,-2.11450819
-5.47173587,3.64308921,-3.64308934,0.05048442,-0.05048444,0.00307409,-0.00307409,1.61106814,-1.61106819,2.05808506,-2.05808507,0.00062372,-0.00062372,2.12326493,-2.12326493
-5.46573287,3.65223450,-3.65223443,0.05157184,-0.05157185,0.00315019,-0.00315019,1.61843418,-1.61843414,2.05646169,-2.05646159,0.00063341,-0.00063342,2.12409563,-2.12409551
-5.45972986,3.64666343,-3.64666316,0.05247435,-0.05247436,0.00321458,-0.00321458,1.61885491,-1.61885478,2.04666323,-2.04666302,0.00064229,-0.00064229,2.11651549,-2.11651526
-5.45372686,3.62585634,-3.62585587,0.05315590,-0.05315591,0.00326497,-0.00326497,1.61193673,-1.61193650,2.02865260,-2.02865227,0.00064955,-0.00064955,2.10027123,-2.10027088
-5.44772386,3.58972390,-3.58972324,0.05358743,-0.05358744,0.00329947,-0.00329947,1.59747348,-1.59747316,2.00263160,-2.00263117,0.00065451,-0.00065451,2.07535595,-2.07535549
-5.44172086,3.53862097,-3.53862013,0.05374772,-0.05374773,0.00331673,-0.00331673,1.57545617,-1.57545577,1.96904316,-1.96904263,0.00065665,-0.00065665,2.04201554,-2.04201498
-5.43571786,3.47334486,-3.47334384,0.05362400,-0.05362400,0.00331589,-0.00331589,1.54607573,-1.54607524,1.92856478,-1.92856417,0.00065557,-0.00065557,2.00074594,-2.00074528
-5.42971486,3.39511742,-3.39511627,0.05321225,-0.05321224,0.00329666,-0.00329666,1.50971864,-1.50971806,1.88209320,-1.88209253,0.00065101,-0.00065101,1.95228120,-1.95228046
-5.42371186,3.30555182,-3.30555055,0.05251719,-0.05251719,0.00325930,-0.00325930,1.46695561,-1.46695497,1.83072063,-1.83071991,0.00064289,-0.00064289,1.89757264,-1.89757184
-5.41770885,3.20660486,-3.20660350,0.05155207,-0.05155206,0.00320463,-0.00320463,1.41852385,-1.41852315,1.77570336,-1.77570261,0.00063124,-0.00063123,1.83775980,-1.83775896
-5.41170585,3.10051698,-3.10051557,0.05033806,-0.05033805,0.00313398,-0.00313398,1.36530351,-1.36530277,1.71842400,-1.71842324,0.00061623,-0.00061623,1.77413444,-1.77413357
-5.40570285,2.98974247,-2.98974105,0.04890353,-0.04890352,0.00304918,-0.00304918,1.30828969,-1.30828892,1.66034870,-1.66034796,0.00059818,-0.00059818,1.70809898,-1.70809810
-5.39969985,2.87687272,-2.87687132,0.04728306,-0.04728304,0.00295246,-0.00295246,1.24856104,-1.24856025,1.60298123,-1.60298052,0.00057751,-0.00057751,1.64112119,-1.64112033
-5.39369685,2.76455588,-2.76455453,0.04551634,-0.04551632,0.00284642,-0.00284642,1.18724647,-1.18724567,1.54781559,-1.54781495,0.00055474,-0.00055474,1.57468700,-1.57468617
-5.38769385,2.65541627,-2.65541501,0.04364700,-0.04364698,0.00273396,-0.00273395,1.12549149,-1.12549071,1.49628926,-1.49628869,0.00053051,-0.00053051,1.51025333,-1.51025256
-5.38169085,2.55197687,-2.55197573,0.04172139,-0.04172137,0.00261816,-0.00261815,1.06442551,-1.06442476,1.44973873,-1.44973826,0.00050550,-0.00050550,1.44920293,-1.44920223
-5.37568784,2.45658787,-2.45658688,0.03978741,-0.03978740,0.00250224,-0.00250224,1.00513148,-1.00513077,1.40935926,-1.40935890,0.00048049,-0.00048049,1.39280296,-1.39280235
-5.36968484,2.37136408,-2.37136327,0.03789340,-0.03789338,0.00238949,-0.00238949,0.94861905,-0.94861838,1.37617015,-1.37616990,0.00045630,-0.00045630,1.34216887,-1.34216836
-5.36368184,2.29813340,-2.29813278,0.03608714,-0.03608713,0.00228315,-0.00228315,0.89580210,-0.89580150,1.35098692,-1.35098680,0.00043377,-0.00043377,1.29823489,-1.29823448
-5.35767884,2.23839776,-2.23839734,0.03441507,-0.03441505,0.00218640,-0.00218640,0.84748148,-0.84748094,1.33440122,-1.33440124,0.00041381,-0.00041381,1.26173193,-1.26173164
-5.35167584,2.19330768,-2.19330747,0.03292158,-0.03292157,0.00210228,-0.00210228,0.80433299,-0.80433253,1.32676901,-1.32676916,0.00039731,-0.00039731,1.23317371,-1.23317354
-5.34567284,2.16365056,-2.16365057,0.03164860,-0.03164859,0.00203362,-0.00203362,0.76690106,-0.76690067,1.32820721,-1.32820750,0.00038520,-0.00038520,1.21285098,-1.21285093
-5.33966983,2.14985237,-2.14985259,0.03063523,-0.03063523,0.00198305,-0.00198305,0.73559764,-0.73559734,1.33859864,-1.33859905,0.00037839,-0.00037839,1.20083391,-1.20083397
-5.33366683,2.15199160,-2.15199202,0.02991764,-0.02991764,0.00195293,-0.00195294,0.71070597,-0.71070575,1.35760460,-1.35760512,0.00037780,-0.00037780,1.19698200,-1.19698217
-5.32766383,2.16982409,-2.16982471,0.02952901,-0.02952901,0.00194538,-0.00194538,0.69238842,-0.69238828,1.38468444,-1.38468507,0.00038434,-0.00038434,1.20096069,-1.20096095
-5.32166083,2.20281662,-2.20281741,0.02949962,-0.02949962,0.00196220,-0.00196220,0.68069774,-0.68069767,1.41912083,-1.41912154,0.00039887,-0.00039887,1.21226355,-1.21226390
-5.31565783,2.25018693,-2.25018787,0.02985692,-0.02985693,0.00200491,-0.00200491,0.67559053,-0.67559054,1.46004947,-1.46005026,0.00042224,-0.00042224,1.23023888,-1.23023931
-5.30965483,2.31094781,-2.31094888,0.03062566,-0.03062567,0.00207472,-0.00207472,0.67694212,-0.67694219,1.50649189,-1.50649272,0.00045523,-0.00045523,1.25411918,-1.25411967
-5.30365183,2.38395261,-2.38395379,0.03182794,-0.03182795,0.00217253,-0.00217253,0.68456163,-0.68456177,1.55738962,-1.55739049,0.00049859,-0.00049859,1.28305208,-1.28305261
-5.29764882,2.46793982,-2.46794109,0.03348316,-0.03348318,0.00229892,-0.00229892,0.69820653,-0.69820672,1.61163848,-1.61163936,0.00055295,-0.00055295,1.31613136,-1.31613192
-5.29164582,2.56157440,-2.56157573,0.03560793,-0.03560796,0.00245414,-0.00245414,0.71759559,-0.71759583,1.66812131,-1.66812219,0.00061886,-0.00061886,1.35242661,-1.35242718
-5.28564282,2.66348416,-2.66348551,0.03821573,-0.03821576,0.00263808,-0.00263809,0.74241969,-0.74241997,1.72573807,-1.72573892,0.00069675,-0.00069675,1.39101041,-1.39101097
-5.27963982,2.77228955,-2.77229092,0.04131652,-0.04131655,0.00285029,-0.00285030,0.77235006,-0.77235038,1.78343200,-1.78343282,0.00078688,-0.00078688,1.43098200,-1.43098255
-5.27363682,2.88662624,-2.88662760,0.04491618,-0.04491621,0.00308991,-0.00308992,0.80704350,-0.80704386,1.84021137,-1.84021213,0.00088936,-0.00088936,1.47148675,-1.47148727
-5.26763382,3.00515976,-3.00516109,0.04901579,-0.04901583,0.00335568,-0.00335568,0.84614466,-0.84614504,1.89516584,-1.89516654,0.00100409,-0.00100409,1.51173086,-1.51173134
-5.26163082,3.12659276,-3.12659405,0.05361091,-0.05361095,0.00364590,-0.00364590,0.88928548,-0.88928588,1.94747770,-1.94747832,0.00113076,-0.00113076,1.55099126,-1.55099168
-5.25562781,3.24966537,-3.24966659,0.05869069,-0.05869073,0.00395842,-0.00395842,0.93608225,-0.93608267,1.99642764,-1.99642817,0.00126880,-0.00126880,1.58862074,-1.58862110
-5.24962481,3.37315002,-3.37315116,0.06423707,-0.06423712,0.00429064,-0.00429065,0.98613072,-0.98613115,2.04139584,-2.04139627,0.00141741,-0.00141741,1.62404871,-1.62404900
-5.24362181,3.49584222,-3.49584327,0.07022404,-0.07022410,0.00463948,-0.00463948,1.03900002,-1.03900045,2.08185871,-2.08185905,0.00157551,-0.00157551,1.65677826,-1.65677849
-5.23761881,3.61654931,-3.61655027,0.07661698,-0.07661704,0.00500140,-0.00500141,1.09422619,-1.09422662,2.11738244,-2.11738268,0.00174175,-0.00174175,1.68638032,-1.68638047
-5.23161581,3.73407904,-3.73407989,0.08337220,-0.08337226,0.00537244,-0.00537244,1.15130609,-1.15130652,2.14761412,-2.14761425,0.00191453,-0.00191453,1.71248580,-1.71248587
-5.22561281,3.84723005,-3.84723078,0.09043674,-0.09043679,0.00574821,-0.00574821,1.20969262,-1.20969305,2.17227175,-2.17227178,0.00209200,-0.00209201,1.73477684,-1.73477685
-5.21960980,3.95478611,-3.95478671,0.09774841,-0.09774847,0.00612402,-0.00612402,1.26879185,-1.26879226,2.19113405,-2.19113397,0.00227210,-0.00227210,1.75297810,-1.75297803
-5.21360680,4.05551564,-4.05551612,0.10523625,-0.10523631,0.00649489,-0.00649489,1.32796283,-1.32796322,2.20403122,-2.20403105,0.00245257,-0.00245257,1.76684893,-1.76684878
-5.20760380,4.14817775,-4.14817808,0.11282119,-0.11282125,0.00685568,-0.00685568,1.38652059,-1.38652096,2.21083744,-2.21083718,0.00263101,-0.00263101,1.77617736,-1.77617714
-5.20160080,4.23153521,-4.23153540,0.12041721,-0.12041727,0.00720120,-0.00720120,1.44374243,-1.44374277,2.21146577,-2.21146542,0.00280494,-0.00280494,1.78077642,-1.78077613
-5.19559780,4.30437480,-4.30437485,0.12793273,-0.12793279,0.00752631,-0.00752631,1.49887783,-1.49887813,2.20586589,-2.20586545,0.00297183,-0.00297184,1.78048304,-1.78048269
-5.18959480,4.36553425,-4.36553415,0.13527236,-0.13527242,0.00782607,-0.00782607,1.55116166,-1.55116193,2.19402480,-2.19402427,0.00312920,-0.00312920,1.77515987,-1.77515945
-5.18359180,4.41393492,-4.41393467,0.14233894,-0.14233899,0.00809588,-0.00809589,1.59983037,-1.59983060,2.17597034,-2.17596974,0.00327464,-0.00327464,1.76469959,-1.76469911
-5.17758879,4.44861867,-4.44861827,0.14903572,-0.14903576,0.00833161,-0.00833161,1.64414066,-1.64414084,2.15177717,-2.15177650,0.00340589,-0.00340590,1.74903159,-1.74903105
-5.17158579,4.46878706,-4.46878650,0.15526875,-0.15526879,0.00852971,-0.00852972,1.68338975,-1.68338987,2.12157451,-2.12157378,0.00352094,-0.00352094,1.72813029,-1.72812970
-5.16558279,4.47384057,-4.47383986,0.16094931,-0.16094935,0.00868737,-0.00868737,1.71693649,-1.71693656,2.08555495,-2.08555416,0.00361801,-0.00361801,1.70202435,-1.70202371
