energy_ev,total_up,Bi_p_up,Bi_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.79589795,3.77637525,0.37741673,0.00438480,0.05618304,2.19609977,2.14726788,1.09708183
-5.78989495,3.93616153,0.39256407,0.00457794,0.05902645,2.29046285,2.18810582,1.16295642
-5.78389195,4.09815355,0.40770043,0.00476932,0.06212737,2.38621033,2.22677940,1.23122690
-5.77788894,4.25994807,0.42259453,0.00495620,0.06544358,2.48193583,2.26237549,1.30106025
-5.77188594,4.41906001,0.43702522,0.00513583,0.06892773,2.57617108,2.29402104,1.37154463
-5.76588294,4.57297977,0.45078926,0.00530553,0.07252834,2.66741741,2.32090732,1.44170709
-5.75987994,4.71923341,0.46370869,0.00546273,0.07619072,2.75417951,2.34231209,1.51053415
-5.75387694,4.85544389,0.47563738,0.00560513,0.07985818,2.83500053,2.35761901,1.57699485
-5.74787394,4.97939176,0.48646663,0.00573068,0.08347313,2.90849778,2.36633372,1.64006573
-5.74187094,5.08907337,0.49612934,0.00583773,0.08697840,2.97339779,2.36809617,1.69875704
-5.73586793,5.18275503,0.50460294,0.00592504,0.09031843,3.02856986,2.36268902,1.75213934
-5.72986493,5.25902120,0.51191057,0.00599184,0.09344055,3.07305703,2.35004193,1.79936968
-5.72386193,5.31681522,0.51812073,0.00603789,0.09629620,3.10610336,2.33023174,1.83971635
-5.71785893,5.35547107,0.52334538,0.00606348,0.09884202,3.12717663,2.30347888,1.87258132
-5.71185593,5.37473483,0.52773636,0.00606944,0.10104086,3.13598544,2.27013993,1.89751943
-5.70585293,5.37477503,0.53148054,0.00605716,0.10286265,3.13249007,2.23069703,1.91425341
-5.69984992,5.35618105,0.53479372,0.00602854,0.10428507,3.11690638,2.18574418,1.92268410
-5.69384692,5.31994944,0.53791363,0.00598600,0.10529402,3.08970242,2.13597118,1.92289520
-5.68784392,5.26745817,0.54109213,0.00593237,0.10588388,3.05158768,2.08214551,1.91515226
-5.68184092,5.20042952,0.54458719,0.00587085,0.10605751,3.00349490,2.02509277,1.89989563
-5.67583792,5.12088244,0.54865471,0.00580499,0.10582602,2.94655514,1.96567612,1.87772768
-5.66983492,5.03107603,0.55354056,0.00573851,0.10520834,2.88206656,1.90477550,1.84939445
-5.66383192,4.93344573,0.55947323,0.00567528,0.10423051,2.81145810,1.84326687,1.81576240
-5.65782891,4.83053456,0.56665718,0.00561921,0.10292483,2.73624908,1.78200239,1.77779126
-5.65182591,4.72492158,0.57526716,0.00557412,0.10132882,2.65800639,1.72179172,1.73650378
-5.64582291,4.61915027,0.58544371,0.00554369,0.09948406,2.57830050,1.66338525,1.69295375
-5.63981991,4.51565923,0.59728984,0.00553131,0.09743494,2.49866227,1.60745951,1.64819354
-5.63381691,4.41671769,0.61086895,0.00554004,0.09522738,2.42054192,1.55460517,1.60324248
-5.62781391,4.32436811,0.62620398,0.00557252,0.09290755,2.34527175,1.50531803,1.55905729
-5.62181091,4.24037775,0.64327768,0.00563085,0.09052065,2.27403408,1.45999302,1.51650593
-5.61580790,4.16620077,0.66203384,0.00571660,0.08810977,2.20783540,1.41892144,1.47634567
-5.60980490,4.10295199,0.68237941,0.00583073,0.08571489,2.14748769,1.38229130,1.43920637
-5.60380190,4.05139277,0.70418715,0.00597355,0.08337200,2.09359739,1.35019069,1.40557942
-5.59779890,4.01192907,0.72729886,0.00614471,0.08111249,2.04656212,1.32261382,1.37581260
-5.59179590,3.98462133,0.75152871,0.00634322,0.07896259,2.00657512,1.29946937,1.35011093
-5.58579290,3.96920505,0.77666677,0.00656745,0.07694316,1.97363669,1.28059081,1.32854309
-5.57978989,3.96512072,0.80248252,0.00681516,0.07506957,1.94757191,1.26574801,1.31105291
-5.57378689,3.97155159,0.82872813,0.00708355,0.07335179,1.92805352,1.25465966,1.29747503
-5.56778389,3.98746709,0.85514172,0.00736930,0.07179465,1.91462857,1.24700595,1.28755389
-5.56178089,4.01166998,0.88145037,0.00766869,0.07039826,1.90674764,1.24244099,1.28096479
-5.55577789,4.04284515,0.90737310,0.00797763,0.06915855,1.90379484,1.24060437,1.27733595
-5.54977489,4.07960803,0.93262374,0.00829179,0.06806781,1.90511756,1.24113163,1.27627040
-5.54377189,4.12055076,0.95691391,0.00860668,0.06711545,1.91005425,1.24366311,1.27736656
-5.53776888,4.16428452,0.97995613,0.00891776,0.06628861,1.91795944,1.24785115,1.28023661
-5.53176588,4.20947683,1.00146720,0.00922055,0.06557292,1.92822482,1.25336542,1.28452187
-5.52576288,4.25488268,1.02117181,0.00951073,0.06495312,1.94029584,1.25989646,1.28990448
-5.51975988,4.29936914,1.03880656,0.00978425,0.06441370,1.95368348,1.26715749,1.29611532
-5.51375688,4.34193311,1.05412426,0.01003741,0.06393944,1.96797102,1.27488476,1.30293774
-5.50775388,4.38171234,1.06689857,0.01026697,0.06351585,1.98281606,1.28283678,1.31020743
-5.50175088,4.41799024,1.07692874,0.01047018,0.06312957,1.99794827,1.29079261,1.31780884
-5.49574787,4.45019525,1.08404448,0.01064491,0.06276863,2.01316347,1.29854978,1.32566850
-5.48974487,4.47789549,1.08811075,0.01078962,0.06242264,2.02831489,1.30592214,1.33374602
-5.48374187,4.50079013,1.08903225,0.01090346,0.06208290,2.04330254,1.31273794,1.34202369
-5.47773887,4.51869820,1.08675746,0.01098621,0.06174237,2.05806169,1.31883865,1.35049519
-5.47173587,4.53154639,1.08128216,0.01103833,0.06139568,2.07255132,1.32407851,1.35915463
-5.46573287,4.53935662,1.07265203,0.01106090,0.06103901,2.08674353,1.32832519,1.36798631
-5.45972986,4.54223450,1.06096449,0.01105561,0.06066994,2.10061453,1.33146156,1.37695627
-5.45372686,4.54035927,1.04636942,0.01102469,0.06028735,2.11413797,1.33338842,1.38600577
-5.44772386,4.53397598,1.02906884,0.01097086,0.05989122,2.12728078,1.33402832,1.39504750
-5.44172086,4.52338984,1.00931539,0.01089726,0.05948249,2.14000182,1.33332992,1.40396442
-5.43571786,4.50896304,0.98740972,0.01080737,0.05906298,2.15225325,1.33127282,1.41261143
-5.42971486,4.49111358,0.96369666,0.01070494,0.05863521,2.16398444,1.32787241,1.42081977
-5.42371186,4.47031566,0.93856030,0.01059390,0.05820237,2.17514782,1.32318426,1.42840366
-5.41770885,4.44710090,0.91241799,0.01047830,0.05776821,2.18570622,1.31730771,1.43516906
-5.41170585,4.42205959,0.88571331,0.01036220,0.05733703,2.19564103,1.31038822,1.44092366
-5.40570285,4.39584099,0.85890815,0.01024963,0.05691359,2.20496033,1.30261816,1.44548786
-5.39969985,4.36915181,0.83247394,0.01014450,0.05650312,2.21370631,1.29423559,1.44870576
-5.39369685,4.34275207,0.80688218,0.01005054,0.05611117,2.22196127,1.28552109,1.45045577
-5.38769385,4.31744751,0.78259444,0.00997122,0.05574359,2.22985167,1.27679232,1.45066010
-5.38169085,4.29407836,0.76005199,0.00990971,0.05540638,2.23754960,1.26839651,1.44929263
-5.37568784,4.27350399,0.73966526,0.00986881,0.05510549,2.24527155,1.26070104,1.44638472
-5.36968484,4.25658385,0.72180343,0.00985088,0.05484667,2.25327423,1.25408229,1.44202861
-5.36368184,4.24415489,0.70678440,0.00985781,0.05463514,2.26184765,1.24891339,1.43637824
-5.35767884,4.23700645,0.69486545,0.00989097,0.05447540,2.27130560,1.24555120,1.42964735
-5.35167584,4.23585350,0.68623500,0.00995115,0.05437085,2.28197403,1.24432320,1.42210501
-5.34567284,4.24130954,0.68100569,0.01003857,0.05432353,2.29417798,1.24551486,1.41406871
-5.33966983,4.25386056,0.67920931,0.01015279,0.05433381,2.30822757,1.24935817,1.40589531
-5.33366683,4.27384149,0.68079372,0.01029278,0.05440016,2.32440394,1.25602178,1.39797027
-5.32766383,4.30141664,0.68562213,0.01045687,0.05451896,2.34294591,1.26560340,1.39069557
-5.32166083,4.33656524,0.69347497,0.01064281,0.05468435,2.36403786,1.27812477,1.38447686
-5.31565783,4.37907328,0.70405430,0.01084776,0.05488828,2.38779974,1.29352947,1.37971036
-5.30965483,4.42853232,0.71699100,0.01106841,0.05512054,2.41427953,1.31168373,1.37677005
-5.30365183,4.48434560,0.73185441,0.01130100,0.05536902,2.44344855,1.33238022,1.37599549
-5.29764882,4.54574149,0.74816433,0.01154146,0.05561998,2.47519986,1.35534453,1.37768096
-5.29164582,4.61179381,0.76540490,0.01178546,0.05585852,2.50934972,1.38024419,1.38206604
-5.28564282,4.68144811,0.78304000,0.01202858,0.05606905,2.54564197,1.40669959,1.38932809
-5.27963982,4.75355287,0.80052954,0.01226640,0.05623593,2.58375508,1.43429647,1.39957678
-5.27363682,4.82689406,0.81734594,0.01249461,0.05634401,2.62331130,1.46259914,1.41285069
-5.26763382,4.90023156,0.83299029,0.01270916,0.05637933,2.66388763,1.49116403,1.42911627
-5.26163082,4.97233556,0.84700737,0.01290635,0.05632967,2.70502775,1.51955278,1.44826880
-5.25562781,5.04202151,0.85899890,0.01308293,0.05618512,2.74625457,1.54734451,1.47013548
-5.24962481,5.10818179,0.86863455,0.01323616,0.05593853,2.78708274,1.57414650,1.49448030
-5.24362181,5.16981310,0.87566013,0.01336389,0.05558587,2.82703052,1.59960324,1.52101064
-5.23761881,5.22603826,0.87990272,0.01346458,0.05512642,2.86563082,1.62340331,1.54938514
-5.23161581,5.27612194,0.88127252,0.01353731,0.05456281,2.90244081,1.64528418,1.57922268
-5.22561281,5.31947991,0.87976137,0.01358175,0.05390102,2.93705008,1.66503476,1.61011218
-5.21960980,5.35568192,0.87543820,0.01359815,0.05315006,2.96908724,1.68249600,1.64162283
-5.21360680,5.38444877,0.86844164,0.01358727,0.05232168,2.99822481,1.69755965,1.67331456
-5.20760380,5.40564407,0.85897028,0.01355029,0.05142988,3.02418268,1.71016557,1.70474840
-5.20160080,5.41926195,0.84727109,0.01348877,0.05049038,3.04673026,1.72029791,1.73549655
-5.19559780,5.42541171,0.83362670,0.01340450,0.04952000,3.06568746,1.72798065,1.76515188
-5.18959480,5.42430083,0.81834220,0.01329948,0.04853606,3.08092491,1.73327285,1.79333669
-5.18359180,5.41621745,0.80173210,0.01317580,0.04755575,3.09236359,1.73626395,1.81971067
-5.17758879,5.40151367,0.78410811,0.01303554,0.04659562,3.09997418,1.73706960,1.84397783
-5.17158579,5.38059064,0.76576829,0.01288076,0.04567102,3.10377640,1.73582807,1.86589234
-5.16558279,5.35388628,0.74698807,0.01271342,0.04479575,3.10383844,1.73269767,1.88526338
-5.15957979,5.32186633,0.72801328,0.01253533,0.04398171,3.10027675,1.72785504,1.90195886
-5.15357679,5.28501900,0.70905570,0.01234817,0.04323878,3.09325625,1.72149447,1.91590807
-5.14757379,5.24385321,0.69029080,0.01215347,0.04257467,3.08299084,1.71382813,1.92710334
-5.14157079,5.19890029,0.67185787,0.01195262,0.04199499,3.06974443,1.70508697,1.93560077
-5.13556778,5.15071872,0.65386212,0.01174689,0.04150337,3.05383207,1.69552223,1.94151998
-5.12956478,5.09990093,0.63637852,0.01153750,0.04110161,3.03562128,1.68540709,1.94504306
-5.12356178,5.04708168,0.61945696,0.01132561,0.04078999,3.01553313,1.67503831,1.94641270
-5.11755878,4.99294670,0.60312829,0.01111240,0.04056751,2.99404288,1.66473751,1.94592946
-5.11155578,4.93824076,0.58741070,0.01089911,0.04043219,2.97167991,1.65485171,1.94394826
-5.10555278,4.88377401,0.57231614,0.01068705,0.04038133,2.94902648,1.64575297,1.94087392
-5.09954977,4.83042573,0.55785623,0.01047766,0.04041180,2.92671510,1.63783674,1.93715584
-5.09354677,4.77914455,0.54404738,0.01027252,0.04052022,2.90542412,1.63151888,1.93328164
-5.08754377,4.73094444,0.53091484,0.01007334,0.04070311,2.88587132,1.62723118,1.92976968
-5.08154077,4.68689617,0.51849554,0.00988199,0.04095702,2.86880531,1.62541526,1.92716048
-5.07553777,4.64811377,0.50683959,0.00970049,0.04127854,2.85499455,1.62651496,1.92600695
-5.06953477,4.61573627,0.49601040,0.00953094,0.04166432,2.84521405,1.63096735,1.92686346
-5.06353177,4.59090482,0.48608365,0.00937552,0.04211098,2.84022990,1.63919247,1.93027383
-5.05752876,4.57473593,0.47714508,0.00923645,0.04261506,2.84078174,1.65158208,1.93675846
-5.05152576,4.56829151,0.46928745,0.00911591,0.04317288,2.84756376,1.66848784,1.94680072
-5.04552276,4.57254684,0.46260671,0.00901599,0.04378041,2.86120458,1.69020911,1.96083310
-5.03951976,4.58835760,0.45719793,0.00893867,0.04443316,2.88224673,1.71698105,1.97922344
-5.03351676,4.61642738,0.45315084,0.00888568,0.04512608,2.91112657,1.74896329,2.00226177
-5.02751376,4.65727693,0.45054554,0.00885852,0.04585342,2.94815528,1.78622966,2.03014836
-5.02151076,4.71121681,0.44944845,0.00885834,0.04660872,2.99350198,1.82875962,2.06298354
-5.01550775,4.77832456,0.44990865,0.00888591,0.04738474,3.04717980,1.87643165,2.10075991
-5.00950475,4.85842772,0.45195478,0.00894160,0.04817350,3.10903564,1.92901912,2.14335744
-5.00350175,4.95109391,0.45559259,0.00902529,0.04896625,3.17874450,1.98618896,2.19054203
-4.99749875,5.05562851,0.46080330,0.00913638,0.04975364,3.25580880,2.04750345,2.24196782
-4.99149575,5.17108070,0.46754259,0.00927376,0.05052571,3.33956321,2.11242521,2.29718344
-4.98549275,5.29625787,0.47574041,0.00943582,0.05127211,3.42918508,2.18032544,2.35564224
-4.97948974,5.42974828,0.48530160,0.00962043,0.05198219,3.52371041,2.25049542,2.41671627
-4.97348674,5.56995135,0.49610707,0.00982499,0.05264521,3.62205488,2.32216083,2.47971362
-4.96748374,5.71511464,0.50801576,0.01004646,0.05325048,3.72303946,2.39449874,2.54389844
-4.96148074,5.86337603,0.52086713,0.01028137,0.05378758,3.82541947,2.46665646,2.60851277
-4.95547774,6.01280980,0.53448416,0.01052598,0.05424653,3.92791614,2.53777184,2.67279927
-4.94947474,6.16147434,0.54867683,0.01077624,0.05461804,4.02924918,2.60699408,2.73602371
-4.94347174,6.30745979,0.56324583,0.01102795,0.05489364,4.12816907,2.67350432,2.79749605
-4.93746873,6.44893344,0.57798661,0.01127682,0.05506591,4.22348754,2.73653513,2.85658898
-4.93146573,6.58418089,0.59269350,0.01151858,0.05512865,4.31410485,2.79538804,2.91275296
-4.92546273,6.71164134,0.60716386,0.01174905,0.05507704,4.39903267,2.84944837,2.96552690
-4.91945973,6.82993535,0.62120215,0.01196426,0.05490778,4.47741149,2.89819676,3.01454384
-4.91345673,6.93788429,0.63462377,0.01216053,0.05461925,4.54852191,2.94121685,3.05953135
-4.90745373,7.03452058,0.64725862,0.01233455,0.05421152,4.61178944,2.97819887,3.10030673
-4.90145073,7.11908904,0.65895429,0.01248343,0.05368650,4.66678276,3.00893906,3.13676723
-4.89544772,7.19103952,0.66957873,0.01260478,0.05304788,4.71320602,3.03333514,3.16887614
-4.88944472,7.25001204,0.67902244,0.01269675,0.05230115,4.75088587,3.05137814,3.19664557
-4.88344172,7.29581586,0.68720006,0.01275800,0.05145352,4.77975441,3.06314130,3.22011728
-4.87743872,7.32840416,0.69405149,0.01278780,0.05051378,4.79982932,3.06876678,3.23934278
-4.87143572,7.34784664,0.69954228,0.01278593,0.04949220,4.81119291,3.06845098,3.25436423
-4.86543272,7.35430192,0.70366364,0.01275270,0.04840028,4.81397146,3.06242965,3.26519749
-4.85942971,7.34799196,0.70643188,0.01268894,0.04725054,4.80831650,3.05096348,3.27181860
-4.85342671,7.32918042,0.70788740,0.01259590,0.04605630,4.79438943,3.03432534,3.27415477
-4.84742371,7.29815637,0.70809337,0.01247528,0.04483135,4.77235045,3.01278971,3.27208053
-4.84142071,7.25522461,0.70713402,0.01232910,0.04358973,4.74235281,2.98662509,3.26541963
-4.83541771,7.20070301,0.70511270,0.01215968,0.04234539,4.70454254,2.95608964,3.25395255
-4.82941471,7.13492715,0.70214969,0.01196964,0.04111200,4.65906380,2.92143032,3.23742944
-4.82341171,7.05826140,0.69837994,0.01176174,0.03990265,4.60606941,2.88288531,3.21558766
-4.81740870,6.97111579,0.69395048,0.01153897,0.03872970,4.54573574,2.84068956,3.18817302
-4.81140570,6.87396691,0.68901789,0.01130438,0.03760457,4.47828086,2.79508274,3.15496338
-4.80540270,6.76738123,0.68374550,0.01106115,0.03653762,4.40398464,2.74631907,3.11579328
-4.79939970,6.65203877,0.67830058,0.01081250,0.03553814,4.32320924,2.69467812,3.07057813
-4.79339670,6.52875525,0.67285139,0.01056167,0.03461424,4.23641855,2.64047572,3.01933638
-4.78739370,6.39850052,0.66756415,0.01031191,0.03377294,4.14419500,2.58407407,2.96220851
-4.78139070,6.26241177,0.66259996,0.01006641,0.03302020,4.04725252,2.52589038,2.89947154
-4.77538769,6.12180003,0.65811171,0.00982834,0.03236104,3.94644440,2.46640307,2.83154824
-4.76938469,5.97814875,0.65424099,0.00960075,0.03179963,3.84276532,2.40615523,2.75901040
-4.76338169,5.83310426,0.65111513,0.00938659,0.03133944,3.73734701,2.34575470,2.68257586
-4.75737869,5.68845755,0.64884438,0.00918863,0.03098341,3.63144744,2.28587080,2.60309946
-4.75137569,5.54611813,0.64751927,0.00900946,0.03073402,3.52643360,2.22722755,2.52155796
-4.74537269,5.40808044,0.64720842,0.00885145,0.03059344,3.42375848,2.17059364,2.43902993
-4.73936968,5.27638416,0.64795653,0.00871668,0.03056360,3.32493307,2.11676955,2.35667113
-4.73336668,5.15306969,0.64978300,0.00860694,0.03064620,3.23149418,2.06657225,2.27568651
-4.72736368,5.04013056,0.65268093,0.00852364,0.03084274,3.14496953,2.02081818,2.19730005
-4.72136068,4.93946451,0.65661667,0.00846786,0.03115446,3.06684122,1.98030518,2.12272337
-4.71535768,4.85282490,0.66152996,0.00844021,0.03158219,2.99850897,1.94579409,2.05312458
-4.70935468,4.78177450,0.66733457,0.00844092,0.03212623,2.94125450,1.91799082,1.98959828
-4.70335168,4.72764301,0.67391954,0.00846971,0.03278619,2.89620826,1.89752946,1.93313782
-4.69734867,4.69149011,0.68115089,0.00852589,0.03356068,2.86431974,1.88495731,1.88461076
-4.69134567,4.67407518,0.68887389,0.00860826,0.03444716,2.84633242,1.88072216,1.84473819
-4.68534267,4.67583493,0.69691576,0.00871519,0.03544164,2.84276416,1.88516240,1.81407871
-4.67933967,4.69686973,0.70508877,0.00884461,0.03653847,2.85389389,1.89850046,1.79301723
-4.67333667,4.73693944,0.71319377,0.00899405,0.03773014,2.87975500,1.92083956,1.78175908
-4.66733367,4.79546890,0.72102407,0.00916065,0.03900712,2.92013586,1.95216421,1.78032951
-4.66133067,4.87156333,0.72836952,0.00934128,0.04035778,2.97458758,1.99234434,1.78857836
-4.65532766,4.96403346,0.73502097,0.00953255,0.04176837,3.04243881,2.04114291,1.80618988
-4.64932466,5.07142986,0.74077484,0.00973088,0.04322312,3.12281751,2.09822708,1.83269723
-4.64332166,5.19208576,0.74543779,0.00993262,0.04470438,3.21467896,2.16318229,1.86750121
-4.63731866,5.32416724,0.74883148,0.01013412,0.04619290,3.31683937,2.23552906,1.90989260
-4.63131566,5.46572943,0.75079726,0.01033183,0.04766821,3.42801402,2.31474193,1.95907729
-4.62531266,5.61477698,0.75120066,0.01052240,0.04910904,3.54685890,2.40026974,2.01420351
-4.61930965,5.76932698,0.74993560,0.01070275,0.05049384,3.67201427,2.49155675,2.07439008
-4.61330665,5.92747194,0.74692813,0.01087022,0.05180137,3.80214870,2.58806359,2.13875465
-4.60730365,6.08744057,0.74213959,0.01102262,0.05301126,3.93600192,2.68928708,2.20644108
-4.60130065,6.24765391,0.73556903,0.01115830,0.05410464,4.07242462,2.79477823,2.27664474
-4.59529765,6.40677423,0.72725476,0.01127624,0.05506470,4.21041349,2.90415720,2.34863466
-4.58929465,6.56374446,0.71727483,0.01137606,0.05587721,4.34913987,3.01712436,2.42177185
-4.58329165,6.71781597,0.70574644,0.01145809,0.05653097,4.48797032,3.13346681,2.49552263
-4.57728864,6.86856294,0.69282423,0.01152330,0.05701820,4.62647803,3.25305940,2.56946663
-4.57128564,7.01588217,0.67869724,0.01157334,0.05733472,4.76444399,3.37585996,2.64329876
-4.56528264,7.15997749,0.66358487,0.01161042,0.05748012,4.90184744,3.50189837,2.71682517
-4.55927964,7.30132903,0.64773164,0.01163729,0.05745770,5.03884562,3.63125965,2.78995314
-4.55327664,7.44064799,0.63140105,0.01165709,0.05727437,5.17574332,3.76406137,2.86267536
-4.54727364,7.57881846,0.61486865,0.01167326,0.05694036,5.31295318,3.90042607,2.93504928
-4.54127064,7.71682881,0.59841462,0.01168936,0.05646888,5.45094855,4.04044996,3.00717243
-4.53526763,7.85569525,0.58231597,0.01170896,0.05587564,5.59021078,4.18416904,3.07915505
-4.52926463,7.99638148,0.56683885,0.01173546,0.05517839,5.73117359,4.33152456,3.15109123
-4.52326163,8.13971806,0.55223107,0.01177197,0.05439632,5.87416724,4.48232946,3.22303040
-4.51725863,8.28632572,0.53871524,0.01182111,0.05354956,6.01936547,4.63623803,3.29495042
-4.51125563,8.43654674,0.52648272,0.01188497,0.05265859,6.16673821,4.79272047,3.36673413
-4.50525263,8.59038812,0.51568872,0.01196495,0.05174382,6.31601274,4.95104447,3.43815064
-4.49924962,8.74747993,0.50644860,0.01206168,0.05082505,6.46664585,5.11026524,3.50884270
-4.49324662,8.90705159,0.49883565,0.01217506,0.04992118,6.61780897,5.26922540,3.57832097
-4.48724362,9.06792760,0.49288027,0.01230416,0.04904987,6.76838744,5.42656535,3.64596592
-4.48124062,9.22854383,0.48857071,0.01244732,0.04822733,6.91699476,5.58074454,3.71103751
-4.47523762,9.38698376,0.48585521,0.01260218,0.04746816,7.06200141,5.73007327,3.77269240
-4.46923462,9.54103351,0.48464540,0.01276578,0.04678529,7.20157747,5.87275402,3.83000807
-4.46323162,9.68825326,0.48482087,0.01293469,0.04618990,7.33374718,6.00693103,3.88201280
-4.45722861,9.82606169,0.48623457,0.01310515,0.04569148,7.45645317,6.13074598,3.92772018
-4.45122561,9.95182962,0.48871889,0.01327322,0.04529783,7.56762726,6.24239752,3.96616645
-4.44522261,10.06297833,0.49209200,0.01343494,0.04501508,7.66526489,6.34020198,3.99644891
-4.43921961,10.15707804,0.49616438,0.01358647,0.04484774,7.74749935,6.42265253,4.01776348
-4.43321661,10.23194190,0.50074499,0.01372427,0.04479871,7.81267268,6.48847419,4.02943975
-4.42721361,10.28571131,0.50564711,0.01384521,0.04486929,7.85940002,6.53667209,4.03097158
-4.42121061,10.31692894,0.51069348,0.01394670,0.04505917,7.88662444,6.56657089,4.02204216
-4.41520760,10.32459650,0.51572065,0.01402674,0.04536639,7.89366039,6.57784379,4.00254222
-4.40920460,10.30821533,0.52058243,0.01408404,0.04578730,7.88022382,6.57052999,3.97258079
-4.40320160,10.26780873,0.52515235,0.01411798,0.04631656,7.84644857,6.54503997,3.93248818
-4.39719860,10.20392608,0.52932523,0.01412868,0.04694711,7.79288856,6.50214905,3.88281143
-4.39119560,10.11762948,0.53301780,0.01411697,0.04767021,7.72050667,6.44297949,3.82430249
-4.38519260,10.01046466,0.53616860,0.01408430,0.04847549,7.63065136,6.36897275,3.75790026
-4.37918959,9.88441851,0.53873708,0.01403274,0.04935109,7.52502286,6.28185323,3.68470740
-4.37318659,9.74186573,0.54070221,0.01396489,0.05028383,7.40563080,6.18358547,3.60596325
-4.36718359,9.58550778,0.54206072,0.01388377,0.05125942,7.27474570,6.07632687,3.52301419
-4.36118059,9.41830687,0.54282495,0.01379277,0.05226283,7.13484642,5.96237784,3.43728280
-4.35517759,9.24341782,0.54302065,0.01369552,0.05327857,6.98856580,5.84413147,3.35023708
-4.34917459,9.06412026,0.54268465,0.01359585,0.05429111,6.83863629,5.72402418,3.26336071
-4.34317159,8.88375308,0.54186261,0.01349761,0.05528528,6.68783721,5.60448891,3.17812537
-4.33716858,8.70565253,0.54060678,0.01340468,0.05624671,6.53894477,5.48791187,3.09596556
-4.33116558,8.53309509,0.53897395,0.01332083,0.05716214,6.39468569,5.37659335,3.01825636
-4.32516258,8.36924541,0.53702353,0.01324965,0.05801988,6.25769476,5.27271311,2.94629421
-4.31915958,8.21710933,0.53481566,0.01319448,0.05881003,6.13047638,5.17830026,2.88128055
-4.31315658,8.07949184,0.53240963,0.01315835,0.05952474,6.01537007,5.09520728,2.82430811
-4.30715358,7.95895932,0.52986228,0.01314390,0.06015834,5.91451939,5.02508794,2.77634936
