energy_ev,total_up,C_s_up,C_p_up,Mo_p_up,Mo_d_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up
-6.00000000,3.49587604,0.02237518,0.34417565,0.82163891,0.91523355,0.86265365,0.86738230,0.01087375,1.73823696
-5.99399700,3.45493274,0.02239222,0.33660144,0.81204750,0.89727582,0.85469125,0.86532674,0.01099478,1.72083868
-5.98799400,3.40530457,0.02230700,0.32800130,0.80040224,0.87692956,0.84442322,0.86096827,0.01112056,1.69922561
-5.98199100,3.34714163,0.02211692,0.31845549,0.78678063,0.85435762,0.83183653,0.85427593,0.01124483,1.67340477
-5.97598799,3.28083116,0.02182113,0.30807493,0.77131188,0.82978806,0.81697150,0.84528017,0.01136225,1.64349353
-5.96998499,3.20698825,0.02142069,0.29699758,0.75417563,0.80350690,0.79992277,0.83407161,0.01146851,1.60971878
-5.96398199,3.12643735,0.02091860,0.28538396,0.73559858,0.77584877,0.78083804,0.82079749,0.01156021,1.57241151
-5.95797899,3.04018551,0.02031980,0.27341188,0.71584891,0.74718591,0.75991447,0.80565581,0.01163485,1.53199693
-5.95197599,2.94938846,0.01963109,0.26127068,0.69522878,0.71791597,0.73739299,0.78888771,0.01169073,1.48898063
-5.94597299,2.85531101,0.01886100,0.24915511,0.67406517,0.68844899,0.71355077,0.77076827,0.01172683,1.44393148
-5.93996998,2.75928358,0.01801955,0.23725907,0.65269944,0.65919426,0.68869228,0.75159632,0.01174264,1.39746196
-5.93396698,2.66265687,0.01711802,0.22576950,0.63147610,0.63054736,0.66313924,0.73168357,0.01173810,1.35020710
-5.92796398,2.56675659,0.01616867,0.21486055,0.61073122,0.60287797,0.63722026,0.71134378,0.01171341,1.30280281
-5.92196098,2.47284034,0.01518439,0.20468826,0.59078110,0.57651892,0.61126030,0.69088228,0.01166893,1.25586482
-5.91595798,2.38205838,0.01417837,0.19538593,0.57191164,0.55175683,0.58557083,0.67058637,0.01160510,1.20996900
-5.90995498,2.29542000,0.01316381,0.18706037,0.55436895,0.52882458,0.56044089,0.65071705,0.01152233,1.16563415
-5.90395198,2.21376663,0.01215353,0.17978903,0.53835164,0.50789602,0.53612945,0.63150222,0.01142096,1.12330772
-5.89794897,2.13775282,0.01115974,0.17361827,0.52400507,0.48908289,0.51285953,0.61313172,0.01130124,1.08335517
-5.89194597,2.06783535,0.01019376,0.16856267,0.51141782,0.47243408,0.49081404,0.59575432,0.01116332,1.04605316
-5.88594297,2.00427079,0.00926581,0.16460548,0.50062063,0.45793714,0.47013352,0.57947655,0.01100724,1.01158674
-5.87993997,1.94712112,0.00838485,0.16170012,0.49158767,0.44552193,0.45091583,0.56436337,0.01083299,0.98005040
-5.87393697,1.89626674,0.00755846,0.15977275,0.48424010,0.43506621,0.43321743,0.55044057,0.01064058,0.95145268
-5.86793397,1.85142595,0.00679274,0.15872572,0.47845182,0.42640283,0.41705631,0.53769852,0.01043005,0.92572390
-5.86193097,1.81217963,0.00609235,0.15844176,0.47405697,0.41932824,0.40241604,0.52609710,0.01020156,0.90272641
-5.85592796,1.77799982,0.00546049,0.15878887,0.47085883,0.41361192,0.38925086,0.51557136,0.00995547,0.88226675
-5.84992496,1.74828060,0.00489894,0.15962557,0.46863982,0.40900636,0.37749130,0.50603773,0.00969239,0.86410892
-5.84392196,1.72236995,0.00440817,0.16080640,0.46717195,0.40525721,0.36705003,0.49740028,0.00941324,0.84798817
-5.83791896,1.69960100,0.00398747,0.16218745,0.46622729,0.40211310,0.35782775,0.48955687,0.00911929,0.83362454
-5.83191596,1.67932145,0.00363500,0.16363164,0.46558809,0.39933497,0.34971866,0.48240479,0.00881223,0.82073570
-5.82591296,1.66092009,0.00334798,0.16501371,0.46505596,0.39670445,0.34261543,0.47584577,0.00849420,0.80904837
-5.81990995,1.64384940,0.00312282,0.16622457,0.46445982,0.39403099,0.33641343,0.46979015,0.00816780,0.79830821
-5.81390695,1.62764370,0.00295522,0.16717491,0.46366235,0.39115773,0.33101421,0.46416017,0.00783608,0.78828770
-5.80790395,1.61193244,0.00284035,0.16779807,0.46256458,0.38796576,0.32632801,0.45889223,0.00750262,0.77879202
-5.80190095,1.59644849,0.00277293,0.16805187,0.46110870,0.38437679,0.32227557,0.45393832,0.00717146,0.76966285
-5.79589795,1.58103164,0.00274741,0.16791958,0.45927890,0.38035435,0.31878906,0.44926648,0.00684710,0.76078023
-5.78989495,1.56562755,0.00275802,0.16740985,0.45710041,0.37590328,0.31581242,0.44486055,0.00653451,0.75206263
-5.78389195,1.55028276,0.00279892,0.16655583,0.45463695,0.37106800,0.31330115,0.44071935,0.00623908,0.74346556
-5.77788894,1.53513647,0.00286428,0.16541336,0.45198673,0.36592948,0.31122168,0.43685530,0.00596659,0.73497891
-5.77188594,1.52040964,0.00294837,0.16405857,0.44927738,0.36060121,0.30955060,0.43329278,0.00572320,0.72662339
-5.76588294,1.50639245,0.00304568,0.16258484,0.44666012,0.35522444,0.30827364,0.43006630,0.00551533,0.71844649
-5.75987994,1.49343066,0.00315096,0.16109944,0.44430361,0.34996283,0.30738478,0.42721862,0.00534966,0.71051797
