energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-5.74787394,3.14792624,0.05681550,0.37128846,0.09741609,0.02771270,1.03232661,1.08801230,0.01519638,1.51355114
-5.74187094,3.03246891,0.05695373,0.37525025,0.09251616,0.02749915,0.93295678,1.06584415,0.01438304,1.42050912
-5.73586793,2.93422867,0.05786719,0.37752042,0.08833451,0.02751384,0.84244903,1.04783660,0.01368988,1.34126964
-5.72986493,2.85208092,0.05948302,0.37805663,0.08488352,0.02774904,0.76055581,1.03346976,0.01311835,1.27520262
-5.72386193,2.78481692,0.06172163,0.37685944,0.08216398,0.02819430,0.68695622,1.02224010,0.01266828,1.22155908
-5.71785893,2.73117311,0.06449851,0.37397150,0.08016569,0.02883632,0.62127095,1.01367109,0.01233780,1.17949258
-5.71185593,2.68985395,0.06772602,0.36947489,0.07886812,0.02965895,0.56307556,1.00732000,0.01212333,1.14807893
-5.70585293,2.65954893,0.07131509,0.36348682,0.07824118,0.03064318,0.51191195,1.00278123,0.01201958,1.12633430
-5.69984992,2.63894471,0.07517691,0.35615407,0.07824604,0.03176726,0.46729831,0.99968657,0.01201954,1.11323187
-5.69384692,2.62673365,0.07922447,0.34764635,0.07883609,0.03300683,0.42873773,0.99770320,0.01211457,1.10771725
-5.68784392,2.62161989,0.08337398,0.33814903,0.07995792,0.03433526,0.39572558,0.99652987,0.01229452,1.10872303
-5.68184092,2.62232423,0.08754617,0.32785570,0.08155234,0.03572400,0.36775611,0.99589221,0.01254784,1.11518249
-5.67583792,2.62758904,0.09166732,0.31696089,0.08355550,0.03714310,0.34432839,0.99553767,0.01286185,1.12604269
-5.66983492,2.63618394,0.09567018,0.30565345,0.08590000,0.03856178,0.32495182,0.99523089,0.01322293,1.14027695
-5.66383192,2.64691311,0.09949454,0.29411076,0.08851601,0.03994914,0.30915144,0.99474981,0.01361688,1.15689681
-5.65782891,2.65862455,0.10308760,0.28249420,0.09133246,0.04127488,0.29647307,0.99388312,0.01402922,1.17496320
-5.65182591,2.67022154,0.10640411,0.27094601,0.09427811,0.04251013,0.28648837,0.99242911,0.01444556,1.19359704
-5.64582291,2.68067616,0.10940614,0.25958758,0.09728275,0.04362823,0.27879983,0.99019619,0.01485200,1.21198878
-5.63981991,2.68904452,0.11206282,0.24851924,0.10027824,0.04460557,0.27304568,0.98700490,0.01523552,1.22940709
-5.63381691,2.69448337,0.11434968,0.23782141,0.10319954,0.04542232,0.26890456,0.98269147,0.01558434,1.24520630
-5.62781391,2.69626717,0.11624805,0.22755693,0.10598579,0.04606319,0.26609987,0.97711240,0.01588828,1.25883272
-5.62181091,2.69380508,0.11774421,0.21777439,0.10858117,0.04651795,0.26440369,0.97014995,0.01613908,1.26982958
-5.61580790,2.68665700,0.11882869,0.20851210,0.11093583,0.04678199,0.26364009,0.96171811,0.01633069,1.27784068
-5.60980490,2.67454769,0.11949544,0.19980244,0.11300665,0.04685660,0.26368754,0.95176849,0.01645940,1.28261260
-5.60380190,2.65737838,0.11974123,0.19167619,0.11475797,0.04674913,0.26448053,0.94029591,0.01652406,1.28399547
-5.59779890,2.63523480,0.11956516,0.18416671,0.11616212,0.04647305,0.26600988,0.92734311,0.01652607,1.28194236
-5.59179590,2.60839119,0.11896830,0.17731335,0.11719989,0.04604768,0.26832194,0.91300431,0.01646935,1.27650706
-5.58579290,2.57730951,0.11795359,0.17116433,0.11786081,0.04549785,0.27151624,0.89742727,0.01636022,1.26784043
-5.57978989,2.54263343,0.11652584,0.16577838,0.11814327,0.04485331,0.27574175,0.88081353,0.01620721,1.25618506
-5.57378689,2.50517688,0.11469202,0.16122551,0.11805439,0.04414806,0.28119153,0.86341682,0.01602077,1.24186832
-5.56778389,2.46590681,0.11246156,0.15758649,0.11760974,0.04341938,0.28809585,0.84553935,0.01581288,1.22529370
-5.56178089,2.42592044,0.10984680,0.15495125,0.11683276,0.04270684,0.29671375,0.82752614,0.01559669,1.20693039
-5.55577789,2.38641722,0.10686349,0.15341628,0.11575401,0.04205117,0.30732328,0.80975745,0.01538602,1.18730115
-5.54977489,2.34866597,0.10353116,0.15308103,0.11441012,0.04149302,0.32021050,0.79263941,0.01519488,1.16696865
-5.54377189,2.31396812,0.09987354,0.15404364,0.11284261,0.04107169,0.33565748,0.77659328,0.01503701,1.14652018
-5.53776888,2.28361794,0.09591870,0.15639614,0.11109647,0.04082383,0.35392982,0.76204363,0.01492531,1.12655140
-5.53176588,2.25886122,0.09169909,0.16021947,0.10921864,0.04078222,0.37526382,0.74940579,0.01487143,1.10764914
-5.52576288,2.24085366,0.08725137,0.16557843,0.10725639,0.04097454,0.39985404,0.73907330,0.01488532,1.09037402
-5.51975988,2.23062078,0.08261598,0.17251697,0.10525575,0.04142230,0.42784161,0.73140559,0.01497485,1.07524326
-5.51375688,2.22902097,0.07783651,0.18105407,0.10325993,0.04213992,0.45930380,0.72671670,0.01514553,1.06271455
-5.50775388,2.23671345,0.07295892,0.19118041,0.10130799,0.04313397,0.49424554,0.72526529,0.01540030,1.05317148
-5.50175088,2.25413269,0.06803055,0.20285607,0.09943357,0.04440268,0.53259334,0.72724673,0.01573938,1.04691136
-5.49574787,2.28147088,0.06309907,0.21600941,0.09766414,0.04593566,0.57419194,0.73278736,0.01616031,1.04413607
-5.48974487,2.31866947,0.05821133,0.23053728,0.09602035,0.04771395,0.61880430,0.74194146,0.01665801,1.04494642
-5.48374187,2.36542067,0.05341227,0.24630665,0.09451600,0.04971031,0.66611495,0.75469096,0.01722499,1.04934055
-5.47773887,2.42117915,0.04874386,0.26315753,0.09315825,0.05188987,0.71573689,0.77094801,0.01785161,1.05721655
-5.47173587,2.48518385,0.04424416,0.28090728,0.09194836,0.05421104,0.76722195,0.79056032,0.01852653,1.06837936
-5.46573287,2.55648910,0.03994653,0.29935594,0.09088273,0.05662667,0.82007437,0.81331885,0.01923712,1.08255170
-5.45972986,2.63400390,0.03587902,0.31829269,0.08995438,0.05908546,0.87376701,0.83896769,0.01996998,1.09938872
-5.45372686,2.71653763,0.03206402,0.33750281,0.08915459,0.06153363,0.92775981,0.86721536,0.02071149,1.11849561
-5.44772386,2.80285006,0.02851801,0.35677512,0.08847486,0.06391654,0.98151952,0.89774718,0.02144842,1.13944746
-5.44172086,2.89170327,0.02525166,0.37590944,0.08790884,0.06618062,1.03453997,0.93023779,0.02216840,1.16181030
-5.43571786,2.98191299,0.02226999,0.39472374,0.08745433,0.06827507,1.08636184,0.96436331,0.02286052,1.18516231
-5.42971486,3.07239676,0.01957278,0.41306059,0.08711508,0.07015359,1.13659099,0.99981246,0.02351577,1.20911420
-5.42371186,3.16221647,0.01715511,0.43079269,0.08690241,0.07177597,1.18491453,1.03629608,0.02412742,1.23332758
-5.41770885,3.25061327,0.01500792,0.44782711,0.08683642,0.07310940,1.23111363,1.07355453,0.02469133,1.25753048
-5.41170585,3.33703300,0.01311877,0.46410805,0.08694685,0.07412952,1.27507248,1.11136280,0.02520612,1.28152916
-5.40570285,3.42114103,0.01147250,0.47961799,0.08727339,0.07482114,1.31678291,1.14953302,0.02567327,1.30521578
-5.39969985,3.50282595,0.01005195,0.49437713,0.08786546,0.07517864,1.35634423,1.18791446,0.02609708,1.32857135
-5.39369685,3.58219189,0.00883867,0.50844119,0.08878141,0.07520594,1.39395842,1.22639125,0.02648445,1.35166406
-5.38769385,3.65954030,0.00781354,0.52189756,0.09008720,0.07491612,1.42992060,1.26487803,0.02684467,1.37464302
-5.38169085,3.73534201,0.00695729,0.53486009,0.09185447,0.07433073,1.46460526,1.30331395,0.02718902,1.39772775
-5.37568784,3.81020138,0.00625102,0.54746270,0.09415820,0.07347876,1.49844888,1.34165566,0.02753032,1.42119408
-5.36968484,3.88481417,0.00567658,0.55985204,0.09707388,0.07239536,1.53192942,1.37986963,0.02788240,1.44535708
-5.36368184,3.95992143,0.00521683,0.57217966,0.10067441,0.07112035,1.56554379,1.41792441,0.02825952,1.47055187
-5.35767884,4.03626149,0.00485592,0.58459391,0.10502672,0.06969666,1.59978398,1.45578338,0.02867579,1.49711320
-5.35167584,4.11452215,0.00457938,0.59723187,0.11018836,0.06816862,1.63511297,1.49339820,0.02914459,1.52535469
-5.34567284,4.19529533,0.00437421,0.61021185,0.11620407,0.06658041,1.67194118,1.53070341,0.02967795,1.55554858
-5.33966983,4.27903563,0.00422889,0.62362646,0.12310254,0.06497443,1.71060444,1.56761232,0.03028605,1.58790678
-5.33366683,4.36602474,0.00413330,0.63753676,0.13089342,0.06338999,1.75134429,1.60401423,0.03097669,1.62256405
-5.32766383,4.45634262,0.00407872,0.65196755,0.13956485,0.06186203,1.79429126,1.63977313,0.03175494,1.65956373
-5.32166083,4.54984660,0.00405766,0.66690401,0.14908145,0.06042022,1.83945177,1.67472752,0.03262276,1.69884672
-5.31565783,4.64615884,0.00406374,0.68228985,0.15938302,0.05908822,1.88669911,1.70869155,0.03357883,1.74024391
-5.30965483,4.74466266,0.00409160,0.69802697,0.17038398,0.05788328,1.93576887,1.74145703,0.03461838,1.78347251
-5.30365183,4.84450780,0.00413673,0.71397666,0.18197367,0.05681606,1.98625905,1.77279637,0.03573323,1.82813633
-5.29764882,4.94462433,0.00419537,0.72996241,0.19401747,0.05589078,2.03763498,1.80246623,0.03691191,1.87373004
-5.29164582,5.04374511,0.00426436,0.74577411,0.20635880,0.05510553,2.08923891,1.83021178,0.03813987,1.91964756
-5.28564282,5.14043603,0.00434104,0.76117369,0.21882208,0.05445286,2.14030433,1.85577159,0.03939985,1.96519420
-5.27963982,5.23313355,0.00442318,0.77590192,0.23121636,0.05392052,2.18997452,1.87888310,0.04067236,2.00960243
-5.27363682,5.32018840,0.00450893,0.78968631,0.24333977,0.05349237,2.23732498,1.89928864,0.04193628,2.05205099
-5.26763382,5.39991452,0.00459671,0.80224986,0.25498453,0.05314933,2.28138927,1.91674213,0.04316948,2.09168669
-5.26163082,5.47064190,0.00468525,0.81332027,0.26594241,0.05287041,2.32118732,1.93101632,0.04434961,2.12764852
-5.25562781,5.53077174,0.00477353,0.82263965,0.27601042,0.05263381,2.35575560,1.94191070,0.04545490,2.15909328
-5.24962481,5.57883242,0.00486087,0.82997405,0.28499661,0.05241789,2.38417808,1.94925981,0.04646502,2.18522196
-5.24362181,5.61353436,0.00494685,0.83512282,0.29272567,0.05220215,2.40561696,1.95294183,0.04736191,2.20530610
-5.23761881,5.63382190,0.00503145,0.83792725,0.29904416,0.05196809,2.41934208,1.95288735,0.04813069,2.21871309
-5.23161581,5.63892029,0.00511505,0.83827831,0.30382524,0.05169996,2.42475789,1.94908769,0.04876037,2.22492963
-5.22561281,5.62837593,0.00519848,0.83612311,0.30697256,0.05138537,2.42142698,1.94160267,0.04924463,2.22358237
-5.21960980,5.60208816,0.00528310,0.83146984,0.30842327,0.05101572,2.40908908,1.93056725,0.04958243,2.21445492
-5.21360680,5.56033113,0.00537082,0.82439105,0.30815005,0.05058656,2.38767490,1.91619660,0.04977845,2.19750057
-5.20760380,5.50376468,0.00546413,0.81502500,0.30616196,0.05009766,2.35731396,1.89878929,0.04984343,2.17285015
-5.20160080,5.43343360,0.00556615,0.80357505,0.30250417,0.04955311,2.31833620,1.87872807,0.04979433,2.14081467
-5.19559780,5.35075505,0.00568060,0.79030713,0.29725669,0.04896114,2.27126722,1.85647820,0.04965424,2.10188266
-5.18959480,5.25749450,0.00581179,0.77554533,0.29053190,0.04833390,2.21681725,1.83258296,0.04945216,2.05671227
-5.18359180,5.15573110,0.00596456,0.75966578,0.28247131,0.04768716,2.15586435,1.80765650,0.04922252,2.00611858
-5.17758879,5.04781374,0.00614427,0.74308905,0.27324146,0.04703996,2.08943256,1.78237405,0.04900462,1.95105657
-5.17158579,4.93630965,0.00635664,0.72627139,0.26302925,0.04641417,2.01866589,1.75745982,0.04884176,1.89260053
-5.16558279,4.82394746,0.00660769,0.70969513,0.25203698,0.04583408,1.94479927,1.73367292,0.04878036,1.83192086
-5.15957979,4.71355708,0.00690362,0.69385858,0.24047706,0.04532602,1.86912763,1.71179191,0.04886887,1.77025910
-5.15357679,4.60800850,0.00725067,0.67926583,0.22856687,0.04491796,1.79297436,1.69259841,0.04915666,1.70890221
-5.14757379,4.51015194,0.00765497,0.66641677,0.21652376,0.04463915,1.71766043,1.67686041,0.04969287,1.64915708
-5.14157079,4.42276095,0.00812244,0.65579764,0.20456051,0.04451983,1.64447511,1.66531597,0.05052523,1.59232599
-5.13556778,4.34848044,0.00865864,0.64787239,0.19288114,0.04459090,1.57464941,1.65865765,0.05169890,1.53968375
-5.12956478,4.28978053,0.00926863,0.64307485,0.18167751,0.04488365,1.50933289,1.65751837,0.05325545,1.49245701
-5.12356178,4.24891706,0.00995690,0.64180213,0.17112638,0.04542949,1.44957424,1.66245882,0.05523186,1.45180591
-5.11755878,4.22789899,0.01072724,0.64440887,0.16138729,0.04625956,1.39630611,1.67395692,0.05765968,1.41880826
-5.11155578,4.22846235,0.01158270,0.65120261,0.15260099,0.04740445,1.35033394,1.69239924,0.06056427,1.39444598
-5.10555278,4.25205008,0.01252552,0.66243988,0.14488846,0.04889364,1.31232866,1.71807445,0.06396426,1.37959355
-5.09954977,4.29979679,0.01355709,0.67832297,0.13835043,0.05075498,1.28282287,1.75116866,0.06787100,1.37500799
-5.09354677,4.37251725,0.01467795,0.69899716,0.13306742,0.05301400,1.26220975,1.79176247,0.07228828,1.38131985
-5.08754377,4.47069716,0.01588773,0.72454810,0.12909989,0.05569305,1.25074430,1.83982940,0.07721206,1.39902472
-5.08154077,4.59448522,0.01718520,0.75499911,0.12648878,0.05881041,1.24854591,1.89523537,0.08263025,1.42847477
-5.07553777,4.74368522,0.01856822,0.79030845,0.12525603,0.06237919,1.25560183,1.95773895,0.08852271,1.46986995
-5.06953477,4.91774759,0.02003372,0.83036619,0.12540521,0.06640621,1.27177093,2.02699215,0.09486108,1.52324875
-5.06353177,5.11576005,0.02157773,0.87499088,0.12692208,0.07089081,1.29678720,2.10254142,0.10160884,1.58847839
-5.05752876,5.33643759,0.02319528,0.92392600,0.12977508,0.07582368,1.33026287,2.18382882,0.10872126,1.66524498
-5.05152576,5.57811235,0.02488037,0.97683651,0.13391579,0.08118578,1.37169109,2.27019344,0.11614548,1.75304386
-5.04552276,5.83872475,0.02662587,1.03330570,0.13927927,0.08694733,1.42044818,2.36087299,0.12382054,1.85117103
-5.03951976,6.11581740,0.02842348,1.09283286,0.14578440,0.09306712,1.47579589,2.45500599,0.13167758,1.95871654
-5.03351676,6.40653372,0.03026355,1.15483215,0.15333430,0.09949205,1.53688416,2.55163478,0.13964007,2.07456083
-5.02751376,6.70762352,0.03213508,1.21863324,0.16181675,0.10615701,1.60275490,2.64970983,0.14762423,2.19737520
-5.02151076,7.01545765,0.03402552,1.28348418,0.17110485,0.11298518,1.67234747,2.74809580,0.15553960,2.32562733
-5.01550775,7.32605377,0.03592079,1.34855702,0.18105788,0.11988885,1.74450657,2.84557982,0.16328986,2.45759296
-5.00950475,7.63511497,0.03780519,1.41295651,0.19152254,0.12677060,1.81799302,2.94088243,0.17077394,2.59137428
-5.00350175,7.93808234,0.03966143,1.47573210,0.20233440,0.13352502,1.89149801,3.03267154,0.17788735,2.72492561
-4.99749875,8.23020195,0.04147071,1.53589331,0.21331993,0.14004091,1.96366094,3.11957959,0.18452391,2.85608628
-4.99149575,8.50660591,0.04321290,1.59242843,0.22429874,0.14620379,2.03309099,3.20022399,0.19057770,2.98262058
-4.98549275,8.76240633,0.04486671,1.64432599,0.23508637,0.15189881,2.09839217,3.27323060,0.19594530,3.10226378
-4.97948974,8.99279990,0.04641006,1.69059864,0.24549726,0.15701386,2.15819130,3.33726007,0.20052825,3.21277320
-4.97348674,9.19318012,0.04782047,1.73030858,0.25534816,0.16144280,2.21116822,3.39103608,0.20423565,3.31198258
-4.96748374,9.35925358,0.04907555,1.76259353,0.26446160,0.16508867,2.25608717,3.43337512,0.20698677,3.39785808
-4.96148074,9.48715564,0.05015350,1.78669237,0.27266952,0.16786675,2.29182829,3.46321638,0.20871364,3.46855345
-4.95547774,9.57356121,0.05103378,1.80196914,0.27981684,0.16970734,2.31741773,3.47965096,0.20936338,3.52246243
-4.94947474,9.61578548,0.05169765,1.80793433,0.28576486,0.17055814,2.33205529,3.48194903,0.20890033,3.55826587
-4.94347174,9.61187029,0.05212884,1.80426248,0.29039441,0.17038607,2.33513807,3.46958380,0.20730764,3.57497168
-4.93746873,9.56065182,0.05231413,1.79080503,0.29360859,0.16917853,2.32627914,3.44225117,0.20458843,3.57194553
-4.93146573,9.46180623,0.05224387,1.76759789,0.29533500,0.16694395,2.30532008,3.39988397,0.20076626,3.54893107
-4.92546273,9.31587085,0.05191243,1.73486297,0.29552738,0.16371166,2.27233687,3.34266014,0.19588504,3.50605849
-4.91945973,9.12423938,0.05131858,1.69300383,0.29416662,0.15953103,2.22763860,3.27100421,0.19000820,3.44384104
-4.91345673,8.88913106,0.05046566,1.64259525,0.29126106,0.15446999,2.17175895,3.18558170,0.18321723,3.36315960
-4.90745373,8.61353478,0.04936166,1.58436730,0.28684610,0.14861289,2.10544087,3.08728685,0.17560956,3.26523592
-4.90145073,8.30113035,0.04801920,1.51918450,0.28098313,0.14205793,2.02961488,2.97722360,0.16729602,3.15159573
-4.89544772,7.95619012,0.04645525,1.44802102,0.27375783,0.13491417,1.94537209,2.85668087,0.15839776,3.02402340
-4.88944472,7.58346520,0.04469082,1.37193293,0.26527787,0.12729825,1.85393301,2.72710286,0.14904295,2.88451002
-4.88344172,7.18806082,0.04275043,1.29202883,0.25567018,0.11933108,1.75661347,2.59005557,0.13936330,2.73519718
-4.87743872,6.77530594,0.04066157,1.20943991,0.24507779,0.11113450,1.65478916,2.44719083,0.12949058,2.57831884
-4.87143572,6.35062240,0.03845401,1.12529078,0.23365642,0.10282811,1.54986017,2.30020926,0.11955331,2.41614352
-4.86543272,5.91939831,0.03615911,1.04067222,0.22157095,0.09452640,1.44321688,2.15082346,0.10967361,2.25091902
-4.85942971,5.48687043,0.03380905,0.95661669,0.20899179,0.08633625,1.33620859,2.00072273,0.09996457,2.08482168
-4.85342671,5.05801924,0.03143613,0.87407754,0.19609142,0.07835483,1.23011582,1.85154066,0.09052798,1.91991172
-4.84742371,4.63747973,0.02907210,0.79391232,0.18304101,0.07066813,1.12612718,1.70482633,0.08145261,1.75809598
-4.84142071,4.22947019,0.02674749,0.71687071,0.17000742,0.06334981,1.02532138,1.56202018,0.07281307,1.60109878
-4.83541771,3.83773999,0.02449112,0.64358704,0.15715045,0.05646076,0.92865475,1.42443482,0.06466918,1.45044138
-4.82941471,3.46553668,0.02232963,0.57457729,0.14462049,0.05004903,0.83695415,1.29324116,0.05706591,1.30742991
-4.82341171,3.11559178,0.02028715,0.51024032,0.13255665,0.04415023,0.75091533,1.16945990,0.05003376,1.17315142
-4.81740870,2.79012359,0.01838503,0.45086282,0.12108524,0.03878824,0.67110608,1.05395801,0.04358963,1.04847725
-4.81140570,2.49085532,0.01664173,0.39662738,0.11031874,0.03397632,0.59797375,0.94744982,0.03773796,0.93407281
-4.80540270,2.21904556,0.01507277,0.34762300,0.10035506,0.02971834,0.53185635,0.85050206,0.03247215,0.83041244
-4.79939970,1.97552851,0.01369074,0.30385746,0.09127726,0.02601015,0.47299639,0.76354206,0.02777620,0.73779819
-4.79339670,1.76076084,0.01250535,0.26527064,0.08315346,0.02284100,0.42155671,0.68686835,0.02362633,0.65638113
-4.78739370,1.57487214,0.01152360,0.23174830,0.07603704,0.02019497,0.37763724,0.62066264,0.01999274,0.58618391
-4.78139070,1.41771623,0.01074990,0.20313564,0.06996696,0.01805226,0.34129201,0.56500248,0.01684120,0.52712334
-4.77538769,1.28892067,0.01018617,0.17925016,0.06496821,0.01639038,0.31254558,0.51987365,0.01413463,0.47903196
-4.76938469,1.18793240,0.00983200,0.15989328,0.06105232,0.01518514,0.29140800,0.48518172,0.01183443,0.44167776
-4.76338169,1.11405774,0.00968473,0.14486055,0.05821777,0.01441150,0.27788788,0.46076216,0.00990175,0.41478121
-4.75737869,1.06649553,0.00973951,0.13395007,0.05645053,0.01404415,0.27200292,0.44638863,0.00829844,0.39802928
-4.75137569,1.04436277,0.00998936,0.12696911,0.05572440,0.01405798,0.27378741,0.44177921,0.00698789,0.39108612
-4.74537269,1.04671237,0.01042515,0.12373868,0.05600143,0.01442833,0.28329648,0.44660053,0.00593570,0.39360029
-4.73936968,1.07254343,0.01103559,0.12409633,0.05723220,0.01513108,0.30060683,0.46046991,0.00511007,0.40520872
-4.73336668,1.12080456,0.01180722,0.12789703,0.05935624,0.01614265,0.32581385,0.48295580,0.00448214,0.42553763
-4.72736368,1.19039128,0.01272437,0.13501236,0.06230236,0.01743993,0.35902508,0.51357689,0.00402611,0.45420082
-4.72136068,1.28013867,0.01376919,0.14532822,0.06598925,0.01900011,0.40035033,0.55180043,0.00371936,0.49079583
-4.71535768,1.38881077,0.01492171,0.15874122,0.07032610,0.02080055,0.44988848,0.59704020,0.00354234,0.53489852
-4.70935468,1.51508816,0.01615993,0.17515398,0.07521354,0.02281864,0.50771160,0.64865489,0.00347851,0.58605677
-4.70335168,1.65755531,0.01746001,0.19446965,0.08054480,0.02503174,0.57384673,0.70594726,0.00351421,0.64378373
-4.69734867,1.81468913,0.01879657,0.21658591,0.08620717,0.02741711,0.64825610,0.76816472,0.00363841,0.70755145
-4.69134567,1.98485004,0.02014301,0.24138873,0.09208380,0.02995202,0.73081649,0.83450170,0.00384258,0.77678521
-4.68534267,2.16627682,0.02147197,0.26874612,0.09805575,0.03261385,0.82129875,0.90410420,0.00412046,0.85085922
-4.67933967,2.35708605,0.02275589,0.29850234,0.10400431,0.03538026,0.91934830,0.97607660,0.00446782,0.92909406
-4.67333667,2.55527691,0.02396754,0.33047271,0.10981356,0.03822952,1.02446792,1.04949088,0.00488227,1.01075605
-4.66733367,2.75874184,0.02508071,0.36443932,0.11537301,0.04114076,1.13600364,1.12339818,0.00536302,1.09505911
-4.66133067,2.96528303,0.02607083,0.40014804,0.12058028,0.04409427,1.25313507,1.19684243,0.00591064,1.18116883
-4.65532766,3.17263492,0.02691567,0.43730688,0.12534367,0.04707184,1.37487097,1.26887576,0.00652684,1.26820917
-4.64932466,3.37849204,0.02759592,0.47558604,0.12958456,0.05005699,1.50005103,1.33857532,0.00721417,1.35527153
-4.64332166,3.58054197,0.02809576,0.51461975,0.13323945,0.05303517,1.62735448,1.40506096,0.00797578,1.44142606
