energy_ev,total_up,total_down,B_p_up,B_p_down,B_d_up,B_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-6.00000000,0.00894390,-0.00004649,0.00155509,-0.00000764,0.00000000,-0.00000000,0.00112078,-0.00000230,0.00209763,-0.00000750,0.00006222,-0.00000015,0.00258189,-0.00001694
-5.99399700,0.01117451,-0.00006578,0.00194252,-0.00001080,0.00000000,-0.00000000,0.00140359,-0.00000325,0.00262233,-0.00001061,0.00007788,-0.00000021,0.00322536,-0.00002397
-5.98799400,0.01386150,-0.00009241,0.00240912,-0.00001518,0.00000000,-0.00000000,0.00174519,-0.00000457,0.00325483,-0.00001491,0.00009678,-0.00000030,0.00400033,-0.00003368
-5.98199100,0.01707155,-0.00012889,0.00296642,-0.00002117,0.00000000,-0.00000000,0.00215440,-0.00000638,0.00401099,-0.00002079,0.00011940,-0.00000042,0.00492600,-0.00004697
-5.97598799,0.02087458,-0.00017848,0.00362652,-0.00002931,0.00000000,-0.00000000,0.00264054,-0.00000883,0.00490747,-0.00002879,0.00014626,-0.00000058,0.00602245,-0.00006504
-5.96998499,0.02534230,-0.00024537,0.00440182,-0.00004030,0.00000000,-0.00000000,0.00321324,-0.00001215,0.00596142,-0.00003958,0.00017789,-0.00000080,0.00731029,-0.00008942
-5.96398199,0.03054637,-0.00033491,0.00530470,-0.00005500,0.00000000,-0.00000000,0.00388220,-0.00001659,0.00719000,-0.00005402,0.00021481,-0.00000109,0.00881006,-0.00012205
-5.95797899,0.03655613,-0.00045385,0.00634715,-0.00007454,0.00000000,-0.00000000,0.00465693,-0.00002250,0.00860988,-0.00007321,0.00025754,-0.00000147,0.01054165,-0.00016540
-5.95197599,0.04343604,-0.00061063,0.00754029,-0.00010028,0.00000000,-0.00000000,0.00554637,-0.00003030,0.01023664,-0.00009850,0.00030658,-0.00000198,0.01252348,-0.00022253
-5.94597299,0.05124278,-0.00081568,0.00889392,-0.00013396,0.00000000,-0.00000000,0.00655856,-0.00004050,0.01208403,-0.00013158,0.00036236,-0.00000265,0.01477172,-0.00029726
-5.93996998,0.06002204,-0.00108178,0.01041593,-0.00017765,0.00000000,-0.00000000,0.00770017,-0.00005377,0.01416332,-0.00017451,0.00042525,-0.00000352,0.01729934,-0.00039423
-5.93396698,0.06980531,-0.00142443,0.01211174,-0.00023392,0.00000000,-0.00000000,0.00897609,-0.00007087,0.01648240,-0.00022979,0.00049552,-0.00000463,0.02011516,-0.00051909
-5.92796398,0.08060660,-0.00186217,0.01398380,-0.00030580,0.00000000,-0.00000000,0.01038897,-0.00009275,0.01904513,-0.00030041,0.00057332,-0.00000606,0.02322296,-0.00067861
-5.92196098,0.09241934,-0.00241703,0.01603101,-0.00039691,0.00000000,-0.00000000,0.01193879,-0.00012054,0.02185048,-0.00038994,0.00065865,-0.00000787,0.02662050,-0.00088080
-5.91595798,0.10521365,-0.00311479,0.01824827,-0.00051147,0.00000000,-0.00000000,0.01362245,-0.00015556,0.02489196,-0.00050253,0.00075136,-0.00001016,0.03029879,-0.00113506
-5.90995498,0.11893408,-0.00398529,0.02062612,-0.00065440,0.00000000,-0.00000000,0.01543344,-0.00019935,0.02815703,-0.00064300,0.00085111,-0.00001301,0.03424144,-0.00145227
-5.90395198,0.13349816,-0.00506265,0.02315047,-0.00083128,0.00000000,-0.00000000,0.01736160,-0.00025369,0.03162676,-0.00081686,0.00095737,-0.00001654,0.03842415,-0.00184484
-5.89794897,0.14879573,-0.00638537,0.02580256,-0.00104843,0.00000000,-0.00000000,0.01939296,-0.00032060,0.03527563,-0.00103034,0.00106943,-0.00002088,0.04281463,-0.00232680
-5.89194597,0.16468938,-0.00799624,0.02855898,-0.00131287,0.00000000,-0.00000000,0.02150975,-0.00040237,0.03907164,-0.00129035,0.00118636,-0.00002619,0.04737262,-0.00291374
-5.88594297,0.18101603,-0.00994214,0.03139205,-0.00163229,0.00000000,-0.00000000,0.02369052,-0.00050152,0.04297668,-0.00160447,0.00130705,-0.00003261,0.05205038,-0.00362273
-5.87993997,0.19758966,-0.01227358,0.03427021,-0.00201496,0.00000000,-0.00000000,0.02591047,-0.00062083,0.04694711,-0.00198088,0.00143025,-0.00004032,0.05679347,-0.00447217
-5.87393697,0.21420529,-0.01504402,0.03715884,-0.00246965,0.00000000,-0.00000000,0.02814189,-0.00076330,0.05093477,-0.00242822,0.00155453,-0.00004951,0.06154188,-0.00548150
-5.86793397,0.23064413,-0.01830886,0.04002105,-0.00300543,0.00000000,-0.00000000,0.03035482,-0.00093213,0.05488810,-0.00295549,0.00167839,-0.00006038,0.06623148,-0.00667089
-5.86193097,0.24667965,-0.02212420,0.04281886,-0.00363148,0.00000000,-0.00000000,0.03251775,-0.00113067,0.05875364,-0.00357177,0.00180027,-0.00007313,0.07079580,-0.00806076
-5.85592796,0.26208452,-0.02654533,0.04551429,-0.00435685,0.00000000,-0.00000000,0.03459859,-0.00136239,0.06247766,-0.00428606,0.00191858,-0.00008796,0.07516800,-0.00967120
-5.84992496,0.27663803,-0.03162485,0.04807075,-0.00519011,0.00000000,-0.00000000,0.03656560,-0.00163076,0.06600791,-0.00510693,0.00203180,-0.00010510,0.07928300,-0.01152132
-5.84392196,0.29013376,-0.03741060,0.05045430,-0.00613908,0.00000000,-0.00000000,0.03838842,-0.00193926,0.06929544,-0.00604220,0.00213850,-0.00012472,0.08307974,-0.01362849
-5.83791896,0.30238707,-0.04394345,0.05263493,-0.00721040,0.00000000,-0.00000000,0.04003912,-0.00229123,0.07229641,-0.00709859,0.00223740,-0.00014702,0.08650327,-0.01600751
-5.83191596,0.31324208,-0.05125484,0.05458778,-0.00840914,0.00000000,-0.00000000,0.04149319,-0.00268980,0.07497372,-0.00828134,0.00232743,-0.00017216,0.08950684,-0.01866972
-5.82591296,0.32257772,-0.05936440,0.05629408,-0.00973846,0.00000000,-0.00000000,0.04273039,-0.00313783,0.07729853,-0.00959379,0.00240777,-0.00020029,0.09205364,-0.02162214
-5.81990995,0.33031256,-0.06827762,0.05774202,-0.01119913,0.00000000,-0.00000000,0.04373555,-0.00363776,0.07925132,-0.01103708,0.00247788,-0.00023150,0.09411826,-0.02486661
-5.81390695,0.33640804,-0.07798365,0.05892718,-0.01278927,0.00000000,-0.00000000,0.04449910,-0.00419159,0.08082276,-0.01260971,0.00253754,-0.00026586,0.09568763,-0.02839896
-5.80790395,0.34087003,-0.08845355,0.05985273,-0.01450401,0.00000000,-0.00000000,0.04501747,-0.00480074,0.08201404,-0.01430734,0.00258683,-0.00030341,0.09676158,-0.03220842
-5.80190095,0.34374835,-0.09963889,0.06052930,-0.01633527,0.00000000,-0.00000000,0.04529312,-0.00546606,0.08283676,-0.01612254,0.00262614,-0.00034411,0.09735274,-0.03627705
-5.79589795,0.34513437,-0.11147105,0.06097443,-0.01827165,0.00000000,-0.00000000,0.04533446,-0.00618769,0.08331239,-0.01804465,0.00265617,-0.00038790,0.09748595,-0.04057952
-5.78989495,0.34515680,-0.12386111,0.06121178,-0.02029843,0.00000000,-0.00000000,0.04515544,-0.00696512,0.08347122,-0.02005984,0.00267785,-0.00043465,0.09719715,-0.04508302
-5.78389195,0.34397559,-0.13670065,0.06126993,-0.02239771,0.00000000,-0.00000000,0.04477492,-0.00779712,0.08335094,-0.02215116,0.00269234,-0.00048419,0.09653173,-0.04974760
-5.77788894,0.34177458,-0.14986328,0.06118104,-0.02454866,0.00000000,-0.00000000,0.04421584,-0.00868175,0.08299482,-0.02429886,0.00270093,-0.00053632,0.09554249,-0.05452667
-5.77188594,0.33875292,-0.16320710,0.06097924,-0.02672794,0.00000000,-0.00000000,0.04350422,-0.00961644,0.08244971,-0.02648073,0.00270501,-0.00059079,0.09428730,-0.05936793
-5.76588294,0.33511587,-0.17657797,0.06069901,-0.02891026,0.00000000,-0.00000000,0.04266809,-0.01059795,0.08176378,-0.02867269,0.00270598,-0.00064730,0.09282654,-0.06421453
-5.75987994,0.33106548,-0.18981354,0.06037342,-0.03106907,0.00000000,-0.00000000,0.04173627,-0.01162249,0.08098430,-0.03084938,0.00270516,-0.00070555,0.09122046,-0.06900654
-5.75387694,0.32679145,-0.20274791,0.06003260,-0.03317732,0.00000000,-0.00000000,0.04073727,-0.01268578,0.08015545,-0.03298495,0.00270375,-0.00076523,0.08952666,-0.07368266
-5.74787394,0.32246291,-0.21521674,0.05970220,-0.03520833,0.00000000,-0.00000000,0.03969816,-0.01378306,0.07931632,-0.03505385,0.00270277,-0.00082603,0.08779770,-0.07818204
-5.74187094,0.31822127,-0.22706260,0.05940224,-0.03713671,0.00000000,-0.00000000,0.03864361,-0.01490921,0.07849924,-0.03703173,0.00270297,-0.00088764,0.08607906,-0.08244627
-5.73586793,0.31417478,-0.23814042,0.05914617,-0.03893926,0.00000000,-0.00000000,0.03759510,-0.01605877,0.07772850,-0.03889629,0.00270485,-0.00094977,0.08440755,-0.08642134
-5.72986493,0.31039488,-0.24832265,0.05894034,-0.04059583,0.00000000,-0.00000000,0.03657030,-0.01722599,0.07701945,-0.04062806,0.00270856,-0.00101218,0.08281016,-0.09005950
-5.72386193,0.30691462,-0.25750394,0.05878379,-0.04209011,0.00000000,-0.00000000,0.03558272,-0.01840488,0.07637826,-0.04221122,0.00271399,-0.00107465,0.08130349,-0.09332104
-5.71785893,0.30372920,-0.26560517,0.05866855,-0.04341034,0.00000000,-0.00000000,0.03464164,-0.01958919,0.07580203,-0.04363421,0.00272069,-0.00113703,0.07989374,-0.09617570
-5.71185593,0.30079860,-0.27257646,0.05858020,-0.04454976,0.00000000,-0.00000000,0.03375221,-0.02077240,0.07527958,-0.04489014,0.00272796,-0.00119919,0.07857729,-0.09860379
-5.70585293,0.29805208,-0.27839918,0.05849888,-0.04550697,0.00000000,-0.00000000,0.03291588,-0.02194776,0.07479256,-0.04597720,0.00273491,-0.00126107,0.07734176,-0.10059699
-5.69984992,0.29539434,-0.28308668,0.05840054,-0.04628601,0.00000000,-0.00000000,0.03213099,-0.02310822,0.07431711,-0.04689865,0.00274044,-0.00132265,0.07616755,-0.10215857
-5.69384692,0.29271305,-0.28668367,0.05825845,-0.04689627,0.00000000,-0.00000000,0.03139356,-0.02424643,0.07382575,-0.04766277,0.00274341,-0.00138397,0.07502972,-0.10330324
-5.68784392,0.28988717,-0.28926442,0.05804485,-0.04735215,0.00000000,-0.00000000,0.03069825,-0.02535475,0.07328954,-0.04828250,0.00274266,-0.00144509,0.07390015,-0.10405653
-5.68184092,0.28679583,-0.29092963,0.05773271,-0.04767248,0.00000000,-0.00000000,0.03003932,-0.02642520,0.07268037,-0.04877488,0.00273710,-0.00150609,0.07274982,-0.10445369
-5.67583792,0.28332721,-0.29180219,0.05729737,-0.04787978,0.00000000,-0.00000000,0.02941177,-0.02744952,0.07197322,-0.04916039,0.00272582,-0.00156708,0.07155115,-0.10453818
-5.66983492,0.27938686,-0.29202202,0.05671822,-0.04799931,0.00000000,-0.00000000,0.02881233,-0.02841922,0.07114832,-0.04946200,0.00270814,-0.00162814,0.07028018,-0.10435989
-5.66383192,0.27490537,-0.29174012,0.05598004,-0.04805807,0.00000000,-0.00000000,0.02824042,-0.02932567,0.07019308,-0.04970422,0.00268368,-0.00168937,0.06891859,-0.10397302
-5.65782891,0.26984461,-0.29111219,0.05507421,-0.04808359,0.00000000,-0.00000000,0.02769908,-0.03016016,0.06910381,-0.04991198,0.00265245,-0.00175080,0.06745543,-0.10343382
-5.65182591,0.26420268,-0.29029204,0.05399959,-0.04810278,0.00000000,-0.00000000,0.02719563,-0.03091411,0.06788686,-0.05010955,0.00261486,-0.00181242,0.06588843,-0.10279830
-5.64582291,0.25801701,-0.28942506,0.05276297,-0.04814075,0.00000000,-0.00000000,0.02674220,-0.03157920,0.06655955,-0.05031940,0.00257175,-0.00187417,0.06422493,-0.10211990
-5.63981991,0.25136576,-0.28864204,0.05137931,-0.04821969,0.00000000,-0.00000000,0.02635604,-0.03214757,0.06515041,-0.05056116,0.00252442,-0.00193591,0.06248231,-0.10144729
-5.63381691,0.24436725,-0.28805364,0.04987153,-0.04835788,0.00000000,-0.00000000,0.02605959,-0.03261203,0.06369912,-0.05085074,0.00247460,-0.00199738,0.06068797,-0.10082249
-5.62781391,0.23717770,-0.28774569,0.04826995,-0.04856882,0.00000000,-0.00000000,0.02588032,-0.03296622,0.06225581,-0.05119946,0.00242443,-0.00205827,0.05887880,-0.10027915
-5.62181091,0.22998722,-0.28777552,0.04661145,-0.04886059,0.00000000,-0.00000000,0.02585027,-0.03320487,0.06087995,-0.05161348,0.00237640,-0.00211813,0.05710027,-0.09984128
-5.61580790,0.22301426,-0.28816954,0.04493836,-0.04923538,0.00000000,-0.00000000,0.02600542,-0.03332392,0.05963885,-0.05209343,0.00233331,-0.00217644,0.05540512,-0.09952237
-5.60980490,0.21649884,-0.28892208,0.04329709,-0.04968931,0.00000000,-0.00000000,0.02638475,-0.03332066,0.05860571,-0.05263416,0.00229820,-0.00223256,0.05385163,-0.09932497
-5.60380190,0.21069472,-0.28999555,0.04173659,-0.05021245,0.00000000,-0.00000000,0.02702917,-0.03319386,0.05785741,-0.05322491,0.00227421,-0.00228577,0.05250170,-0.09924070
-5.59779890,0.20586080,-0.29132198,0.04030676,-0.05078915,0.00000000,-0.00000000,0.02798017,-0.03294382,0.05747202,-0.05384950,0.00226455,-0.00233526,0.05141871,-0.09925076
-5.59179590,0.20225214,-0.29280576,0.03905673,-0.05139855,0.00000000,-0.00000000,0.02927836,-0.03257237,0.05752612,-0.05448695,0.00227234,-0.00238018,0.05066520,-0.09932684
-5.58579290,0.20011072,-0.29432764,0.03803319,-0.05201534,0.00000000,-0.00000000,0.03096189,-0.03208287,0.05809211,-0.05511219,0.00230053,-0.00241963,0.05030056,-0.09943239
-5.57978989,0.19965645,-0.29574959,0.03727876,-0.05261074,0.00000000,-0.00000000,0.03306477,-0.03148009,0.05923542,-0.05569698,0.00235181,-0.00245268,0.05037868,-0.09952431
-5.57378689,0.20107853,-0.29692052,0.03683053,-0.05315354,0.00000000,-0.00000000,0.03561519,-0.03077016,0.06101185,-0.05621096,0.00242844,-0.00247843,0.05094574,-0.09955478
-5.56778389,0.20452754,-0.29768254,0.03671866,-0.05361139,0.00000000,-0.00000000,0.03863382,-0.02996036,0.06346503,-0.05662288,0.00253223,-0.00249601,0.05203809,-0.09947342
-5.56178089,0.21010846,-0.29787748,0.03696527,-0.05395198,0.00000000,-0.00000000,0.04213229,-0.02905904,0.06662423,-0.05690175,0.00266441,-0.00250462,0.05368048,-0.09922938
-5.55577789,0.21787494,-0.29735349,0.03758353,-0.05414439,0.00000000,-0.00000000,0.04611172,-0.02807538,0.07050241,-0.05701814,0.00282555,-0.00250358,0.05588443,-0.09877359
-5.54977489,0.22782489,-0.29597132,0.03857703,-0.05416028,0.00000000,-0.00000000,0.05056164,-0.02701926,0.07509473,-0.05694531,0.00301552,-0.00249232,0.05864710,-0.09806078
-5.54377189,0.23989784,-0.29361014,0.03993946,-0.05397503,0.00000000,-0.00000000,0.05545903,-0.02590108,0.08037762,-0.05666034,0.00323347,-0.00247043,0.06195044,-0.09705149
-5.53776888,0.25397395,-0.29017261,0.04165453,-0.05356873,0.00000000,-0.00000000,0.06076793,-0.02473161,0.08630840,-0.05614507,0.00347779,-0.00243769,0.06576087,-0.09571369
-5.53176588,0.26987505,-0.28558901,0.04369637,-0.05292695,0.00000000,-0.00000000,0.06643933,-0.02352186,0.09282554,-0.05538686,0.00374612,-0.00239407,0.07002946,-0.09402418
-5.52576288,0.28736765,-0.27982025,0.04603008,-0.05204140,0.00000000,-0.00000000,0.07241166,-0.02228293,0.09984965,-0.05437918,0.00403542,-0.00233977,0.07469252,-0.09196959
-5.51975988,0.30616801,-0.27285974,0.04861279,-0.05091020,0.00000000,-0.00000000,0.07861171,-0.02102599,0.10728519,-0.05312192,0.00434204,-0.00227519,0.07967288,-0.08954701
-5.51375688,0.32594928,-0.26473395,0.05139492,-0.04953804,0.00000000,-0.00000000,0.08495618,-0.01976217,0.11502287,-0.05162150,0.00466178,-0.00220094,0.08488152,-0.08676421
-5.50775388,0.34635046,-0.25550184,0.05432181,-0.04793602,0.00000000,-0.00000000,0.09135370,-0.01850257,0.12294281,-0.04989075,0.00499010,-0.00211786,0.09021982,-0.08363948
-5.50175088,0.36698718,-0.24525306,0.05733553,-0.04612132,0.00000000,-0.00000000,0.09770738,-0.01725820,0.13091828,-0.04794850,0.00532218,-0.00202698,0.09558220,-0.08020106
-5.49574787,0.38746385,-0.23410519,0.06037705,-0.04411657,0.00000000,-0.00000000,0.10391771,-0.01604008,0.13882002,-0.04581909,0.00565317,-0.00192949,0.10085916,-0.07648628
-5.48974487,0.40738698,-0.22220012,0.06338838,-0.04194920,0.00000000,-0.00000000,0.10988598,-0.01485922,0.14652096,-0.04353162,0.00597836,-0.00182676,0.10594061,-0.07254041
-5.48374187,0.42637909,-0.20969982,0.06631498,-0.03965049,0.00000000,-0.00000000,0.11551770,-0.01372676,0.15390122,-0.04111911,0.00629338,-0.00172026,0.11071936,-0.06841531
-5.47773887,0.44409284,-0.19678168,0.06910806,-0.03725470,0.00000000,-0.00000000,0.12072636,-0.01265405,0.16085309,-0.03861761,0.00659442,-0.00161157,0.11509473,-0.06416798
-5.47173587,0.46022481,-0.18363375,0.07172683,-0.03479805,0.00000000,-0.00000000,0.12543694,-0.01165278,0.16728605,-0.03606524,0.00687840,-0.00150234,0.11897599,-0.05985900
-5.46573287,0.47452830,-0.17045001,0.07414062,-0.03231781,0.00000000,-0.00000000,0.12958935,-0.01073513,0.17313126,-0.03350128,0.00714322,-0.00139425,0.12228573,-0.05555107
-5.45972986,0.48682476,-0.15742599,0.07633068,-0.02985131,0.00000000,-0.00000000,0.13314148,-0.00991397,0.17834565,-0.03096530,0.00738787,-0.00128902,0.12496274,-0.05130762
-5.45372686,0.49701316,-0.14475478,0.07829171,-0.02743519,0.00000000,-0.00000000,0.13607170,-0.00920304,0.18291514,-0.02849640,0.00761259,-0.00118833,0.12696452,-0.04719151
-5.44772386,0.50507705,-0.13262375,0.08003296,-0.02510471,0.00000000,-0.00000000,0.13838080,-0.00861717,0.18685704,-0.02613255,0.00781897,-0.00109385,0.12826919,-0.04326404
-5.44172086,0.51108880,-0.12121187,0.08157884,-0.02289314,0.00000000,-0.00000000,0.14009318,-0.00817243,0.19022129,-0.02391009,0.00801002,-0.00100723,0.12887669,-0.03958411
-5.43571786,0.51521086,-0.11068784,0.08296904,-0.02083140,0.00000000,-0.00000000,0.14125720,-0.00788639,0.19309060,-0.02186335,0.00819016,-0.00093007,0.12880938,-0.03620761
-5.42971486,0.51769395,-0.10120888,0.08425816,-0.01894779,0.00000000,-0.00000000,0.14194474,-0.00777823,0.19557933,-0.02002443,0.00836519,-0.00086390,0.12811176,-0.03318704
-5.42371186,0.51887211,-0.09292012,0.08551476,-0.01726783,0.00000000,-0.00000000,0.14224989,-0.00786888,0.19783123,-0.01842309,0.00854225,-0.00081022,0.12684957,-0.03057136
-5.41770885,0.51915496,-0.08595454,0.08681992,-0.01581430,0.00000000,-0.00000000,0.14228691,-0.00818103,0.20001592,-0.01708671,0.00872964,-0.00077050,0.12510817,-0.02840592
-5.41170585,0.51901730,-0.08043323,0.08826540,-0.01460723,0.00000000,-0.00000000,0.14218740,-0.00873908,0.20232448,-0.01604040,0.00893670,-0.00074614,0.12299026,-0.02673258
-5.40570285,0.51898646,-0.07646586,0.08995135,-0.01366410,0.00000000,-0.00000000,0.14209694,-0.00956900,0.20496404,-0.01530702,0.00917358,-0.00073849,0.12061324,-0.02558976
-5.39969985,0.51962809,-0.07415104,0.09198373,-0.01299994,0.00000000,-0.00000000,0.14217121,-0.01069799,0.20815177,-0.01490727,0.00945105,-0.00074887,0.11810597,-0.02501256
-5.39369685,0.52153075,-0.07357655,0.09447155,-0.01262745,0.00000000,-0.00000000,0.14257189,-0.01215398,0.21210843,-0.01485973,0.00978025,-0.00077854,0.11560545,-0.02503277
-5.38769385,0.52528991,-0.07481916,0.09752393,-0.01255712,0.00000000,-0.00000000,0.14346232,-0.01396503,0.21705169,-0.01518081,0.01017244,-0.00082866,0.11325327,-0.02567867
-5.38169085,0.53149209,-0.07794395,0.10124722,-0.01279718,0.00000000,-0.00000000,0.14500326,-0.01615847,0.22318952,-0.01588452,0.01063872,-0.00090033,0.11119212,-0.02697472
-5.37568784,0.54069957,-0.08300296,0.10574212,-0.01335360,0.00000000,-0.00000000,0.14734878,-0.01875992,0.23071389,-0.01698227,0.01118986,-0.00099449,0.10956240,-0.02894103
-5.36968484,0.55343610,-0.09003332,0.11110105,-0.01422982,0.00000000,-0.00000000,0.15064251,-0.02179209,0.23979499,-0.01848238,0.01183596,-0.00111194,0.10849905,-0.03159254
-5.36368184,0.57017419,-0.09905465,0.11740572,-0.01542655,0.00000000,-0.00000000,0.15501426,-0.02527346,0.25057613,-0.02038956,0.01258631,-0.00125323,0.10812868,-0.03493806
-5.35767884,0.59132416,-0.11006596,0.12472502,-0.01694133,0.00000000,-0.00000000,0.16057721,-0.02921691,0.26316954,-0.02270422,0.01344918,-0.00141868,0.10856713,-0.03897907
-5.35167584,0.61722512,-0.12304220,0.13311327,-0.01876814,0.00000000,-0.00000000,0.16742562,-0.03362825,0.27765316,-0.02542179,0.01443159,-0.00160826,0.10991730,-0.04370841
-5.34567284,0.64813806,-0.13793056,0.14260880,-0.02089692,0.00000000,-0.00000000,0.17563317,-0.03850479,0.29406838,-0.02853189,0.01553917,-0.00182159,0.11226748,-0.04910896
-5.33966983,0.68424099,-0.15464697,0.15323301,-0.02331306,0.00000000,-0.00000000,0.18525185,-0.04383400,0.31241897,-0.03201763,0.01677604,-0.00205783,0.11568998,-0.05515226
-5.33366683,0.72562599,-0.17307288,0.16498970,-0.02599701,0.00000000,-0.00000000,0.19631140,-0.04959236,0.33267092,-0.03585490,0.01814461,-0.00231568,0.12024017,-0.06179742
-5.32766383,0.77229815,-0.19305278,0.17786484,-0.02892391,0.00000000,-0.00000000,0.20881931,-0.05574449,0.35475329,-0.04001189,0.01964554,-0.00259333,0.12595579,-0.06899011
-5.32166083,0.82417603,-0.21439274,0.19182663,-0.03206343,0.00000000,-0.00000000,0.22276115,-0.06224258,0.37856001,-0.04444876,0.02127757,-0.00288843,0.13285654,-0.07666212
