energy_ev,total_up,Ca_p_up,Ca_d_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.80190095,3.26749636,0.03469123,0.00000000,0.61634808,0.87045168,0.00540384,0.54785618,0.07551996,1.07669969
-5.79589795,3.21989723,0.03349963,0.00000000,0.61502962,0.85202121,0.00573448,0.53834600,0.07536623,1.06185105
-5.78989495,3.18085300,0.03243498,0.00000000,0.61491375,0.83646291,0.00612388,0.53072947,0.07562239,1.04921852
-5.78389195,3.15059468,0.03150662,0.00000000,0.61598358,0.82387860,0.00657149,0.52500424,0.07625937,1.03897473
-5.77788894,3.12922340,0.03072060,0.00000000,0.61820642,0.81432366,0.00707662,0.52113671,0.07724268,1.03126251
-5.77188594,3.11671570,0.03007972,0.00000000,0.62153627,0.80780959,0.00763842,0.51906401,0.07853326,1.02619438
-5.76588294,3.11293084,0.02958372,0.00000000,0.62591670,0.80430721,0.00825588,0.51869641,0.08008834,1.02385261
-5.75987994,3.11762023,0.02922947,0.00000000,0.63128397,0.80375024,0.00892771,0.51992032,0.08186231,1.02428962
-5.75387694,3.13043846,0.02901131,0.00000000,0.63757041,0.80603912,0.00965239,0.52260153,0.08380782,1.02752886
-5.74787394,3.15095588,0.02892129,0.00000000,0.64470784,0.81104504,0.01042808,0.52658890,0.08587679,1.03356603
-5.74187094,3.17867224,0.02894964,0.00000000,0.65263106,0.81861407,0.01125264,0.53171827,0.08802150,1.04237055
-5.73586793,3.21303122,0.02908514,0.00000000,0.66128124,0.82857131,0.01212353,0.53781664,0.09019569,1.05388742
-5.72986493,3.25343537,0.02931550,0.00000000,0.67060914,0.84072512,0.01303790,0.54470649,0.09235561,1.06803910
-5.72386193,3.29926134,0.02962787,0.00000000,0.68057808,0.85487125,0.01399250,0.55221022,0.09446103,1.08472772
-5.71785893,3.34987476,0.03000916,0.00000000,0.69116651,0.87079713,0.01498370,0.56015451,0.09647615,1.10383719
-5.71185593,3.40464472,0.03044653,0.00000000,0.70237011,0.88828608,0.01600750,0.56837477,0.09837042,1.12523551
-5.70585293,3.46295739,0.03092768,0.00000000,0.71420336,0.90712152,0.01705955,0.57671921,0.10011919,1.14877694
-5.69984992,3.52422846,0.03144123,0.00000000,0.72670043,0.92709126,0.01813512,0.58505282,0.10170417,1.17430416
-5.69384692,3.58791416,0.03197702,0.00000000,0.73991535,0.94799164,0.01922916,0.59326082,0.10311375,1.20165039
-5.68784392,3.65352056,0.03252626,0.00000000,0.75392129,0.96963160,0.02033630,0.60125165,0.10434305,1.23064124
-5.68184092,3.72061078,0.03308176,0.00000000,0.76880905,0.99183652,0.02145087,0.60895928,0.10539379,1.26109657
-5.67583792,3.78881004,0.03363802,0.00000000,0.78468456,1.01445169,0.02256697,0.61634482,0.10627397,1.29283202
-5.66983492,3.85780820,0.03419123,0.00000000,0.80166533,1.03734526,0.02367844,0.62339717,0.10699721,1.32566038
-5.66383192,3.92735963,0.03473924,0.00000000,0.81987612,1.06041054,0.02477897,0.63013278,0.10758208,1.35939270
-5.65782891,3.99728042,0.03528145,0.00000000,0.83944344,1.08356749,0.02586215,0.63659433,0.10805106,1.39383909
-5.65182591,4.06744280,0.03581866,0.00000000,0.86048941,1.10676316,0.02692148,0.64284840,0.10842952,1.42880929
-5.64582291,4.13776689,0.03635279,0.00000000,0.88312475,1.12997112,0.02795052,0.64898211,0.10874451,1.46411290
-5.63981991,4.20821008,0.03688663,0.00000000,0.90744139,1.15318968,0.02894292,0.65509872,0.10902348,1.49955932
-5.63381691,4.27875420,0.03742355,0.00000000,0.93350465,1.17643890,0.02989256,0.66131246,0.10929304,1.53495746
-5.62781391,4.34939115,0.03796712,0.00000000,0.96134561,1.19975653,0.03079362,0.66774269,0.10957773,1.57011524
-5.62181091,4.42010733,0.03852076,0.00000000,0.99095375,1.22319292,0.03164071,0.67450749,0.10989888,1.60483895
-5.61580790,4.49086790,0.03908746,0.00000000,1.02227034,1.24680508,0.03242900,0.68171716,0.11027359,1.63893258
-5.60980490,4.56160124,0.03966938,0.00000000,1.05518304,1.27065023,0.03315428,0.68946774,0.11071391,1.67219720
-5.60380190,4.63218479,0.04026765,0.00000000,1.08952191,1.29477898,0.03381314,0.69783496,0.11122623,1.70443054
-5.59779890,4.70243278,0.04088207,0.00000000,1.12505736,1.31922870,0.03440298,0.70686879,0.11181095,1.73542691
-5.59179590,4.77208675,0.04151097,0.00000000,1.16150019,1.34401719,0.03492217,0.71658905,0.11246228,1.76497741
-5.58579290,4.84080945,0.04215111,0.00000000,1.19850399,1.36913714,0.03537004,0.72698218,0.11316850,1.79287081
-5.57978989,4.90818259,0.04279768,0.00000000,1.23566999,1.39455162,0.03574694,0.73799937,0.11391228,1.81889483
-5.57378689,4.97370868,0.04344430,0.00000000,1.27255430,1.42019086,0.03605427,0.74955624,0.11467136,1.84283815
-5.56778389,5.03681717,0.04408320,0.00000000,1.30867745,1.44595051,0.03629440,0.76153412,0.11541943,1.86449289
-5.56178089,5.09687462,0.04470541,0.00000000,1.34353597,1.47169153,0.03647067,0.77378280,0.11612710,1.88365774
-5.55577789,5.15319859,0.04530103,0.00000000,1.37661552,1.49724165,0.03658728,0.78612476,0.11676309,1.90014146
-5.54977489,5.20507475,0.04585954,0.00000000,1.40740525,1.52239840,0.03664921,0.79836060,0.11729537,1.91376673
-5.54377189,5.25177641,0.04637019,0.00000000,1.43541264,1.54693361,0.03666208,0.81027547,0.11769248,1.92437426
-5.53776888,5.29258573,0.04682233,0.00000000,1.46017838,1.57059910,0.03663201,0.82164625,0.11792461,1.93182692
-5.53176588,5.32681573,0.04720585,0.00000000,1.48129063,1.59313330,0.03656549,0.83224901,0.11796479,1.93601378
-5.52576288,5.35383220,0.04751152,0.00000000,1.49839794,1.61426865,0.03646925,0.84186660,0.11778980,1.93685392
-5.51975988,5.37307463,0.04773134,0.00000000,1.51122049,1.63373929,0.03635010,0.85029586,0.11738102,1.93429997
-5.51375688,5.38407561,0.04785887,0.00000000,1.51955910,1.65128887,0.03621478,0.85735425,0.11672502,1.92834111
-5.50775388,5.38647776,0.04788947,0.00000000,1.52330163,1.66667811,0.03606992,0.86288561,0.11581399,1.91900565
-5.50175088,5.38004803,0.04782053,0.00000000,1.52242663,1.67969197,0.03592186,0.86676480,0.11464595,1.90636304
-5.49574787,5.36468883,0.04765156,0.00000000,1.51700418,1.69014605,0.03577666,0.86890111,0.11322477,1.89052535
-5.48974487,5.34044591,0.04738429,0.00000000,1.50719380,1.69789220,0.03564000,0.86924035,0.11156000,1.87164811
-5.48374187,5.30751283,0.04702266,0.00000000,1.49323985,1.70282318,0.03551720,0.86776561,0.10966648,1.84993067
-5.47773887,5.26623224,0.04657274,0.00000000,1.47546447,1.70487627,0.03541317,0.86449666,0.10756392,1.82561591
-5.47173587,5.21709387,0.04604266,0.00000000,1.45425851,1.70403583,0.03533246,0.85948824,0.10527626,1.79898943
-5.46573287,5.16072954,0.04544237,0.00000000,1.43007084,1.70033484,0.03527927,0.85282727,0.10283102,1.77037802
-5.45972986,5.09790541,0.04478343,0.00000000,1.40339649,1.69385540,0.03525749,0.84462919,0.10025854,1.74014750
-5.45372686,5.02951144,0.04407882,0.00000000,1.37476403,1.68472833,0.03527068,0.83503370,0.09759124,1.70869981
-5.44772386,4.95654856,0.04334256,0.00000000,1.34472261,1.67313182,0.03532213,0.82420003,0.09486282,1.67646916
-5.44172086,4.88011340,0.04258946,0.00000000,1.31382907,1.65928933,0.03541485,0.81230199,0.09210757,1.64391731
-5.43571786,4.80138094,0.04183479,0.00000000,1.28263542,1.64346667,0.03555150,0.79952305,0.08935961,1.61152780
-5.42971486,4.72158514,0.04109396,0.00000000,1.25167700,1.62596848,0.03573441,0.78605150,0.08665221,1.57979910
-5.42371186,4.64199780,0.04038218,0.00000000,1.22146155,1.60713401,0.03596541,0.77207598,0.08401721,1.54923664
-5.41770885,4.56390580,0.03971413,0.00000000,1.19245936,1.58733229,0.03624583,0.75778144,0.08148445,1.52034382
-5.41170585,4.48858709,0.03910368,0.00000000,1.16509458,1.56695688,0.03657625,0.74334555,0.07908128,1.49361208
-5.40570285,4.41728581,0.03856355,0.00000000,1.13973786,1.54642000,0.03695645,0.72893578,0.07683215,1.46951020
-5.39969985,4.35118695,0.03810508,0.00000000,1.11670039,1.52614626,0.03738517,0.71470697,0.07475824,1.44847316
-5.39369685,4.29139117,0.03773789,0.00000000,1.09622927,1.50656605,0.03786000,0.70079956,0.07287723,1.43089078
-5.38769385,4.23889049,0.03746974,0.00000000,1.07850442,1.48810851,0.03837720,0.68733838,0.07120303,1.41709670
-5.38169085,4.19454545,0.03730626,0.00000000,1.06363690,1.47119434,0.03893156,0.67443191,0.06974573,1.40735800
-5.37568784,4.15906459,0.03725084,0.00000000,1.05166877,1.45622843,0.03951638,0.66217209,0.06851149,1.40186600
-5.36968484,4.13298693,0.03730448,0.00000000,1.04257439,1.44359248,0.04012335,0.65063449,0.06750259,1.40072862
-5.36368184,4.11666825,0.03746572,0.00000000,1.03626324,1.43363775,0.04074263,0.63987881,0.06671750,1.40396486
-5.35767884,4.11027162,0.03773068,0.00000000,1.03258421,1.42667802,0.04136294,0.62994973,0.06615105,1.41150151
-5.35167584,4.11376286,0.03809304,0.00000000,1.03133113,1.42298302,0.04197171,0.62087787,0.06579466,1.42317262
-5.34567284,4.12691099,0.03854416,0.00000000,1.03224971,1.42277252,0.04255537,0.61268100,0.06563659,1.43872169
-5.33966983,4.14929410,0.03907325,0.00000000,1.03504543,1.42621111,0.04309963,0.60536526,0.06566228,1.45780659
-5.33366683,4.18031021,0.03966760,0.00000000,1.03939244,1.43340403,0.04358986,0.59892653,0.06585475,1.48000725
-5.32766383,4.21919312,0.04031279,0.00000000,1.04494305,1.44439424,0.04401156,0.59335177,0.06619493,1.50483575
-5.32166083,4.26503262,0.04099309,0.00000000,1.05133761,1.45916071,0.04435076,0.58862038,0.06666213,1.53174844
-5.31565783,4.31679850,0.04169172,0.00000000,1.05821448,1.47761836,0.04459453,0.58470560,0.06723443,1.56015975
-5.30965483,4.37336757,0.04239130,0.00000000,1.06521978,1.49961956,0.04473141,0.58157583,0.06788910,1.58945706
-5.30365183,4.43355294,0.04307424,0.00000000,1.07201656,1.52495751,0.04475186,0.57919607,0.06860301,1.61901606
-5.29764882,4.49613453,0.04372310,0.00000000,1.07829324,1.55337136,0.04464857,0.57752930,0.06935301,1.64821617
-5.29164582,4.55989021,0.04432106,0.00000000,1.08377091,1.58455322,0.04441683,0.57653793,0.07011631,1.67645531
-5.28564282,4.62362656,0.04485228,0.00000000,1.08820937,1.61815692,0.04405468,0.57618536,0.07087078,1.70316370
-5.27963982,4.68620852,0.04530227,0.00000000,1.09141185,1.65380849,0.04356305,0.57643757,0.07159530,1.72781611
-5.27363682,4.74658750,0.04565822,0.00000000,1.09322818,1.69111802,0.04294580,0.57726483,0.07226999,1.74994250
-5.26763382,4.80382706,0.04590930,0.00000000,1.09355655,1.72969272,0.04220956,0.57864344,0.07287653,1.76913665
-5.26163082,4.85712595,0.04604693,0.00000000,1.09234378,1.76915072,0.04136364,0.58055756,0.07339836,1.78506275
-5.25562781,4.90583794,0.04606495,0.00000000,1.08958441,1.80913521,0.04041971,0.58300098,0.07382091,1.79746006
-5.24962481,4.94948823,0.04595977,0.00000000,1.08531846,1.84932830,0.03939150,0.58597888,0.07413185,1.80614557
-5.24362181,4.98778591,0.04573049,0.00000000,1.07962841,1.88946412,0.03829443,0.58950929,0.07432124,1.81101493
-5.23761881,5.02063233,0.04537890,0.00000000,1.07263523,1.92934043,0.03714516,0.59362435,0.07438174,1.81204172
-5.23161581,5.04812509,0.04490949,0.00000000,1.06449398,1.96882823,0.03596118,0.59837110,0.07430875,1.80927543
-5.22561281,5.07055717,0.04432934,0.00000000,1.05538887,2.00787869,0.03476039,0.60381169,0.07410055,1.80283810
-5.21960980,5.08841116,0.04364801,0.00000000,1.04552816,2.04652695,0.03356064,0.61002293,0.07375839,1.79292007
-5.21360680,5.10234833,0.04287733,0.00000000,1.03513897,2.08489234,0.03237936,0.61709505,0.07328650,1.77977470
-5.20760380,5.11319230,0.04203120,0.00000000,1.02446198,2.12317481,0.03123318,0.62512953,0.07269203,1.76371240
-5.20160080,5.12190750,0.04112525,0.00000000,1.01374632,2.16164732,0.03013761,0.63423605,0.07198500,1.74509393
-5.19559780,5.12957248,0.04017655,0.00000000,1.00324450,2.20064450,0.02910675,0.64452854,0.07117801,1.72432301
-5.18959480,5.13734848,0.03920323,0.00000000,0.99320751,2.24054759,0.02815300,0.65612033,0.07028596,1.70183832
-5.18359180,5.14644386,0.03822406,0.00000000,0.98388009,2.28176643,0.02728693,0.66911859,0.06932566,1.67810490
-5.17758879,5.15807530,0.03725802,0.00000000,0.97549622,2.32471888,0.02651705,0.68361828,0.06831533,1.65360511
-5.17158579,5.17342674,0.03632388,0.00000000,0.96827479,2.36980871,0.02584968,0.69969567,0.06727401,1.62882899
-5.16558279,5.19360742,0.03543971,0.00000000,0.96241551,2.41740280,0.02528891,0.71740193,0.06622092,1.60426440
-5.15957979,5.21961047,0.03462248,0.00000000,0.95809518,2.46780870,0.02483650,0.73675693,0.06517482,1.58038700
-5.15357679,5.25227356,0.03388760,0.00000000,0.95546422,2.52125350,0.02449189,0.75774363,0.06415334,1.55765015
-5.14757379,5.29224320,0.03324852,0.00000000,0.95464369,2.57786520,0.02425220,0.78030345,0.06317225,1.53647519
-5.14157079,5.33994425,0.03271642,0.00000000,0.95572275,2.63765732,0.02411233,0.80433271,0.06224499,1.51724214
-5.13556778,5.39555591,0.03229984,0.00000000,0.95875670,2.70051759,0.02406506,0.82968067,0.06138207,1.50028128
-5.12956478,5.45899540,0.03200454,0.00000000,0.96376565,2.76620135,0.02410121,0.85614911,0.06059072,1.48586565
-5.12356178,5.52991020,0.03183326,0.00000000,0.97073393,2.83432993,0.02420985,0.88349379,0.05987465,1.47420501
-5.11755878,5.60767924,0.03178569,0.00000000,0.97961016,2.90439426,0.02437854,0.91142760,0.05923399,1.46544113
-5.11155578,5.69142334,0.03185846,0.00000000,0.99030821,2.97576356,0.02459365,0.93962567,0.05866529,1.45964489
-5.10555278,5.78002440,0.03204522,0.00000000,1.00270886,3.04769873,0.02484065,0.96773195,0.05816185,1.45681503
-5.09954977,5.87215288,0.03233685,0.00000000,1.01666228,3.11936997,0.02510452,0.99536742,0.05771404,1.45687884
-5.09354677,5.96630261,0.03272166,0.00000000,1.03199127,3.18987783,0.02537008,1.02213932,0.05730982,1.45969457
-5.08754377,6.06083141,0.03318574,0.00000000,1.04849521,3.25827693,0.02562239,1.04765135,0.05693541,1.46505559
-5.08154077,6.15400639,0.03371335,0.00000000,1.06595462,3.32360129,0.02584715,1.07151429,0.05657590,1.47269623
-5.07553777,6.24405208,0.03428732,0.00000000,1.08413634,3.38489045,0.02603103,1.09335671,0.05621604,1.48229900
-5.06953477,6.32919981,0.03488952,0.00000000,1.10279910,3.44121520,0.02616200,1.11283545,0.05584090,1.49350310
-5.06353177,6.40773670,0.03550138,0.00000000,1.12169960,3.49170231,0.02622964,1.12964530,0.05543660,1.50591398
-5.05752876,6.47805277,0.03610433,0.00000000,1.14059870,3.53555718,0.02622537,1.14352779,0.05499092,1.51911364
-5.05152576,6.53868469,0.03668035,0.00000000,1.15926791,3.57208399,0.02614260,1.15427860,0.05449378,1.53267159
-5.04552276,6.58835503,0.03721238,0.00000000,1.17749583,3.60070262,0.02597689,1.16175343,0.05393773,1.54615606
-5.03951976,6.62600614,0.03768478,0.00000000,1.19509451,3.62096215,0.02572594,1.16587219,0.05331817,1.55914535
-5.03351676,6.65082783,0.03808375,0.00000000,1.21190558,3.63255066,0.02538965,1.16662136,0.05263354,1.57123896
-5.02751376,6.66227839,0.03839763,0.00000000,1.22780596,3.63530125,0.02496998,1.16405445,0.05188540,1.58206847
-5.02151076,6.66009869,0.03861718,0.00000000,1.24271301,3.62919444,0.02447086,1.15829070,0.05107828,1.59130775
-5.01550775,6.64431940,0.03873582,0.00000000,1.25658894,3.61435695,0.02389805,1.14951198,0.05021957,1.59868233
-5.00950475,6.61526115,0.03874975,0.00000000,1.26944430,3.59105739,0.02325887,1.13795816,0.04931925,1.60397782
-5.00350175,6.57352811,0.03865802,0.00000000,1.28134030,3.55969883,0.02256204,1.12392096,0.04838957,1.60704696
-4.99749875,6.51999512,0.03846255,0.00000000,1.29238985,3.52080887,0.02181740,1.10773662,0.04744470,1.60781529
-4.99149575,6.45578883,0.03816797,0.00000000,1.30275714,3.47502737,0.02103568,1.08977756,0.04650036,1.60628498
-4.98549275,6.38226320,0.03778158,0.00000000,1.31265547,3.42309231,0.02022824,1.07044325,0.04557346,1.60253692
-4.97948974,6.30096990,0.03731304,0.00000000,1.32234342,3.36582394,0.01940682,1.05015053,0.04468165,1.59673056
-4.97348674,6.21362407,0.03677415,0.00000000,1.33211914,3.30410778,0.01858336,1.02932368,0.04384306,1.58910165
-4.96748374,6.12206609,0.03617847,0.00000000,1.34231272,3.23887649,0.01776972,1.00838440,0.04307586,1.57995754
-4.96148074,6.02821981,0.03554101,0.00000000,1.35327686,3.17109110,0.01697753,0.98774193,0.04239802,1.56967020
-4.95547774,5.93404828,0.03487777,0.00000000,1.36537588,3.10172183,0.01621797,0.96778363,0.04182694,1.55866692
-4.94947474,5.84150743,0.03420534,0.00000000,1.37897329,3.03172882,0.01550166,0.94886608,0.04137919,1.54741873
-4.94347174,5.75249897,0.03354043,0.00000000,1.39441831,2.96204306,0.01483847,0.93130704,0.04107019,1.53642696
-4.93746873,5.66882337,0.03289944,0.00000000,1.41203179,2.89354790,0.01423737,0.91537841,0.04091396,1.52620808
-4.93146573,5.59213420,0.03229805,0.00000000,1.43209195,2.82706160,0.01370636,0.90130027,0.04092281,1.51727729
-4.92546273,5.52389505,0.03175075,0.00000000,1.45482052,2.76332118,0.01325231,0.88923640,0.04110704,1.51013144
-4.91945973,5.46534036,0.03127055,0.00000000,1.48037007,2.70296815,0.01288090,0.87929119,0.04147466,1.50523168
-4.91345673,5.41744149,0.03086855,0.00000000,1.50881278,2.64653640,0.01259650,0.87150812,0.04203111,1.50298662
-4.90745373,5.38087939,0.03055377,0.00000000,1.54013170,2.59444278,0.01240210,0.86586995,0.04277896,1.50373660
-4.90145073,5.35602486,0.03033287,0.00000000,1.57421465,2.54698063,0.01229927,0.86230060,0.04371767,1.50773965
-4.89544772,5.34292756,0.03021002,0.00000000,1.61085143,2.50431662,0.01228809,0.86066867,0.04484336,1.51515989
-4.88944472,5.34131444,0.03018684,0.00000000,1.64973470,2.46649098,0.01236714,0.86079259,0.04614868,1.52605877
-4.88344172,5.35059792,0.03026244,0.00000000,1.69046447,2.43342141,0.01253351,0.86244718,0.04762267,1.54038974
-4.87743872,5.36989404,0.03043343,0.00000000,1.73255656,2.40491033,0.01278281,0.86537161,0.04925080,1.55799656
-4.87143572,5.39805006,0.03069414,0.00000000,1.77545453,2.38065561,0.01310922,0.86927824,0.05101500,1.57861556
-4.86543272,5.43368098,0.03103681,0.00000000,1.81854497,2.36026421,0.01350562,0.87386229,0.05289389,1.60188179
-4.85942971,5.47521380,0.03145189,0.00000000,1.86117556,2.34326843,0.01396365,0.87881196,0.05486307,1.62733898
-4.85342671,5.52093806,0.03192834,0.00000000,1.90267520,2.32914421,0.01447393,0.88381849,0.05689557,1.65445302
-4.84742371,5.56906111,0.03245402,0.00000000,1.94237558,2.31733085,0.01502623,0.88858606,0.05896231,1.68262849
-4.84142071,5.61776602,0.03301611,0.00000000,1.97963318,2.30725138,0.01560965,0.89284099,0.06103283,1.71122768
-4.83541771,5.66527034,0.03360147,0.00000000,2.01385100,2.29833310,0.01621295,0.89634003,0.06307594,1.73959150
-4.82941471,5.70988350,0.03419710,0.00000000,2.04449904,2.29002733,0.01682476,0.89887738,0.06506054,1.76706134
-4.82341171,5.75006109,0.03479054,0.00000000,2.07113280,2.28182801,0.01743390,0.90029034,0.06695649,1.79300131
-4.81740870,5.78445411,0.03537021,0.00000000,2.09340908,2.27328832,0.01802967,0.90046339,0.06873545,1.81681993
-4.81140570,5.81195166,0.03592585,0.00000000,2.11109853,2.26403510,0.01860216,0.89933058,0.07037176,1.83799043
-4.80540270,5.83171593,0.03644875,0.00000000,2.12409447,2.25378043,0.01914252,0.89687627,0.07184326,1.85606916
-4.79939970,5.84320839,0.03693206,0.00000000,2.13241782,2.24233038,0.01964326,0.89313433,0.07313209,1.87071128
-4.79339670,5.84620674,0.03737102,0.00000000,2.13621796,2.22959062,0.02009848,0.88818585,0.07422535,1.88168331
-4.78739370,5.84081229,0.03776309,0.00000000,2.13576960,2.21556892,0.02050409,0.88215558,0.07511566,1.88887214
-4.78139070,5.82744783,0.03810804,0.00000000,2.13146594,2.20037457,0.02085793,0.87520720,0.07580159,1.89229021
-4.77538769,5.80684646,0.03840804,0.00000000,2.12380834,2.18421493,0.02115996,0.86753789,0.07628794,1.89207683
-4.76938469,5.78003183,0.03866761,0.00000000,2.11339311,2.16738928,0.02141225,0.85937206,0.07658581,1.88849559
-4.76338169,5.74829068,0.03889356,0.00000000,2.10089566,2.15028016,0.02161900,0.85095484,0.07671251,1.88192798
-4.75737869,5.71313858,0.03909483,0.00000000,2.08705282,2.13334264,0.02178649,0.84254523,0.07669129,1.87286358
-4.75137569,5.67627996,0.03928237,0.00000000,2.07264367,2.11709168,0.02192294,0.83440925,0.07655085,1.86188712
-4.74537269,5.63956345,0.03946886,0.00000000,2.05846958,2.10208795,0.02203833,0.82681318,0.07632470,1.84966286
-4.73936968,5.60493376,0.03966847,0.00000000,2.04533391,2.08892251,0.02214417,0.82001699,0.07605034,1.83691672
-4.73336668,5.57438116,0.03989654,0.00000000,2.03402192,2.07820055,0.02225318,0.81426810,0.07576830,1.82441679
-4.72736368,5.54988973,0.04016926,0.00000000,2.02528128,2.07052461,0.02237903,0.80979554,0.07552103,1.81295276
-4.72136068,5.53338557,0.04050326,0.00000000,2.01980371,2.06647762,0.02253592,0.80680449,0.07535176,1.80331474
-4.71535768,5.52668600,0.04091530,0.00000000,2.01820807,2.06660611,0.02273822,0.80547136,0.07530320,1.79627211
-4.70935468,5.53145088,0.04142177,0.00000000,2.02102521,2.07140389,0.02300005,0.80593944,0.07541630,1.79255292
-4.70335168,5.54913719,0.04203839,0.00000000,2.02868499,2.08129678,0.02333490,0.80831515,0.07572899,1.79282426
-4.69734867,5.58095779,0.04277970,0.00000000,2.04150568,2.09662851,0.02375522,0.81266502,0.07627499,1.79767421
-4.69134567,5.62784558,0.04365875,0.00000000,2.05968600,2.11764842,0.02427199,0.81901342,0.07708263,1.80759562
-4.68534267,5.69042379,0.04468666,0.00000000,2.08329995,2.14450124,0.02489441,0.82734122,0.07817394,1.82297224
-4.67933967,5.76898346,0.04587230,0.00000000,2.11229468,2.17721926,0.02562954,0.83758540,0.07956377,1.84406743
-4.67333667,5.86346875,0.04722199,0.00000000,2.14649137,2.21571737,0.02648198,0.84963965,0.08125917,1.87101575
-4.66733367,5.97347074,0.04873917,0.00000000,2.18558925,2.25979104,0.02745368,0.86335614,0.08325895,1.90381765
-4.66133067,6.09823005,0.05042423,0.00000000,2.22917262,2.30911760,0.02854371,0.87854838,0.08555352,1.94233740
-4.65532766,6.23664852,0.05227436,0.00000000,2.27672075,2.36326074,0.02974816,0.89499513,0.08812490,1.98630430
-4.64932466,6.38730984,0.05428341,0.00000000,2.32762051,2.42167840,0.03106005,0.91244546,0.09094705,2.03531729
-4.64332166,6.54850877,0.05644192,0.00000000,2.38118126,2.48373369,0.03246942,0.93062466,0.09398635,2.08885272
