energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-3.44872436,1.22903890,0.16347995,0.28170081,0.00089080,0.00911248,0.07353904,0.77250034,0.00437486,0.10924629
-3.44272136,1.19097328,0.16670498,0.28441704,0.00095282,0.00918335,0.07123237,0.73185362,0.00452458,0.10213524
-3.43671836,1.15265704,0.16969887,0.28708282,0.00101304,0.00925921,0.06882416,0.69126020,0.00465854,0.09497024
-3.43071536,1.11458720,0.17245218,0.28970351,0.00107076,0.00933815,0.06634982,0.65119124,0.00477482,0.08784229
-3.42471236,1.07724188,0.17496486,0.29229562,0.00112534,0.00941841,0.06384438,0.61208309,0.00487171,0.08083668
-3.41870935,1.04108495,0.17724945,0.29489238,0.00117626,0.00949865,0.06134238,0.57433452,0.00494784,0.07403184
-3.41270635,1.00657309,0.17933419,0.29754921,0.00122311,0.00957823,0.05887778,0.53830607,0.00500221,0.06749841
-3.40670335,0.97416432,0.18126598,0.30034907,0.00126563,0.00965754,0.05648409,0.50432129,0.00503432,0.06129866
-3.40070035,0.94432713,0.18311282,0.30340690,0.00130375,0.00973820,0.05419453,0.47266941,0.00504417,0.05548633
-3.39469735,0.91754928,0.18496568,0.30687320,0.00133757,0.00982340,0.05204218,0.44360913,0.00503236,0.05010661
-3.38869435,0.89434534,0.18693959,0.31093605,0.00136737,0.00991802,0.05006021,0.41737294,0.00500009,0.04519654
-3.38269135,0.87526189,0.18917371,0.31582151,0.00139364,0.01002881,0.04828206,0.39417165,0.00494920,0.04078543
-3.37668834,0.86087990,0.19183027,0.32179201,0.00141701,0.01016443,0.04674145,0.37419852,0.00488216,0.03689560
-3.37068534,0.85181334,0.19509246,0.32914280,0.00143828,0.01033552,0.04547242,0.35763275,0.00480204,0.03354311
-3.36468234,0.84870382,0.19916099,0.33819613,0.00145838,0.01055452,0.04450910,0.34464187,0.00471245,0.03073851
-3.35867934,0.85221099,0.20424954,0.34929351,0.00147830,0.01083557,0.04388541,0.33538285,0.00461750,0.02848763
-3.35267634,0.86299880,0.21057918,0.36278603,0.00149911,0.01119424,0.04363456,0.33000178,0.00452167,0.02679225
-3.34667334,0.88171795,0.21837181,0.37902313,0.00152184,0.01164718,0.04378843,0.32863201,0.00442972,0.02565073
-3.34067034,0.90898504,0.22784297,0.39834012,0.00154750,0.01221173,0.04437672,0.33139086,0.00434660,0.02505836
-3.33466733,0.94535930,0.23919419,0.42104501,0.00157699,0.01290544,0.04542613,0.33837500,0.00427725,0.02500777
-3.32866433,0.99131788,0.25260525,0.44740509,0.00161108,0.01374553,0.04695935,0.34965484,0.00422653,0.02548895
-3.32266133,1.04723077,0.26822672,0.47763395,0.00165034,0.01474831,0.04899411,0.36526806,0.00419901,0.02648934
-3.31665833,1.11333667,0.28617299,0.51187945,0.00169515,0.01592859,0.05154219,0.38521282,0.00419891,0.02799358
-3.31065533,1.18972107,0.30651639,0.55021331,0.00174563,0.01729908,0.05460860,0.40944101,0.00422991,0.02998331
-3.30465233,1.27629769,0.32928241,0.59262281,0.00180165,0.01886975,0.05819084,0.43785196,0.00429507,0.03243685
-3.29864932,1.37279453,0.35444670,0.63900523,0.00186283,0.02064727,0.06227839,0.47028697,0.00439672,0.03532879
-3.29264632,1.47874549,0.38193366,0.68916523,0.00192854,0.02263450,0.06685246,0.50652523,0.00453636,0.03862968
-3.28664332,1.59348824,0.41161714,0.74281561,0.00199789,0.02483000,0.07188595,0.54628128,0.00471462,0.04230570
-3.28064032,1.71616892,0.44332306,0.79958150,0.00206981,0.02722769,0.07734384,0.58920448,0.00493123,0.04631855
-3.27463732,1.84575375,0.47683404,0.85900788,0.00214305,0.02981658,0.08318373,0.63488051,0.00518497,0.05062528
-3.26863432,1.98104744,0.51189575,0.92057041,0.00221624,0.03258061,0.08935678,0.68283515,0.00547374,0.05517851
-3.26263132,2.12071778,0.54822490,0.98368887,0.00228795,0.03549868,0.09580887,0.73254028,0.00579455,0.05992664
-3.25662831,2.26332564,0.58551827,1.04774300,0.00235671,0.03854479,0.10248196,0.78342193,0.00614358,0.06481440
-3.25062531,2.40735908,0.62346256,1.11208978,0.00242110,0.04168834,0.10931563,0.83487031,0.00651630,0.06978350
-3.24462231,2.55127023,0.66174430,1.17608151,0.00247979,0.04489459,0.11624864,0.88625139,0.00690754,0.07477351
-3.23861931,2.69351330,0.70005941,1.23908378,0.00253162,0.04812525,0.12322047,0.93691965,0.00731162,0.07972285
-3.23261631,2.83258196,0.73812184,1.30049241,0.00257558,0.05133926,0.13017281,0.98623166,0.00772248,0.08456998
-3.22661331,2.96704447,0.77567064,1.35974856,0.00261091,0.05449358,0.13705082,1.03355985,0.00813382,0.08925456
-3.22061031,3.09557495,0.81247517,1.41635132,0.00263712,0.05754422,0.14380405,1.07830613,0.00853922,0.09371878
-3.21460730,3.21697937,0.84833795,1.46986701,0.00265396,0.06044723,0.15038717,1.11991470,0.00893236,0.09790851
-3.20860430,3.33021533,0.88309500,1.51993490,0.00266150,0.06315977,0.15676021,1.15788379,0.00930706,0.10177457
-3.20260130,3.43440483,0.91661373,1.56626914,0.00266007,0.06564114,0.16288848,1.19177582,0.00965750,0.10527377
-3.19659830,3.52883987,0.94878832,1.60865687,0.00265027,0.06785389,0.16874210,1.22122565,0.00997830,0.10836983
-3.19059530,3.61298105,0.97953303,1.64695295,0.00263294,0.06976471,0.17429521,1.24594693,0.01026466,0.11103418
-3.18459230,3.68644994,1.00877396,1.68107166,0.00260913,0.07134534,0.17952490,1.26573614,0.01051240,0.11324649
-3.17858929,3.74901610,1.03643974,1.71097630,0.00258006,0.07257331,0.18441002,1.28047453,0.01071811,0.11499504
-3.17258629,3.80058034,1.06245198,1.73666745,0.00254706,0.07343251,0.18892988,1.29012803,0.01087917,0.11627685
-3.16658329,3.84115567,1.08671627,1.75817094,0.00251157,0.07391363,0.19306303,1.29474523,0.01099375,0.11709761
-3.16058029,3.87084780,1.10911439,1.77552650,0.00247502,0.07401441,0.19678628,1.29445365,0.01106093,0.11747145
-3.15457729,3.88983665,1.12949862,1.78877814,0.00243883,0.07373964,0.20007387,1.28945478,0.01108057,0.11742045
-3.14857429,3.89836073,1.14768859,1.79796695,0.00240433,0.07310114,0.20289718,1.28001794,0.01105343,0.11697414
-3.14257129,3.89670528,1.16347117,1.80312713,0.00237277,0.07211737,0.20522479,1.26647350,0.01098103,0.11616873
-3.13656828,3.88519529,1.17660375,1.80428546,0.00234521,0.07081303,0.20702305,1.24920554,0.01086568,0.11504639
-3.13056528,3.86419373,1.18682074,1.80146450,0.00232253,0.06921849,0.20825720,1.22864449,0.01071038,0.11365437
-3.12456228,3.83410491,1.19384311,1.79468922,0.00230541,0.06736906,0.20889286,1.20525962,0.01051882,0.11204413
-3.11855928,3.79538254,1.19739068,1.78399660,0.00229430,0.06530426,0.20889790,1.17955181,0.01029524,0.11027049
-3.11255628,3.74854131,1.19719622,1.76944754,0.00228941,0.06306691,0.20824471,1.15204665,0.01004441,0.10839071
-3.10655328,3.69417095,1.19302083,1.75114010,0.00229072,0.06070233,0.20691242,1.12328771,0.00977156,0.10646364
-3.10055028,3.63295091,1.18466946,1.72922295,0.00229799,0.05825739,0.20488930,1.09383024,0.00948226,0.10454892
-3.09454727,3.56566403,1.17200568,1.70390798,0.00231077,0.05577967,0.20217486,1.06423511,0.00918237,0.10270610
-3.08854427,3.49320754,1.15496488,1.67548091,0.00232842,0.05331657,0.19878171,1.03506289,0.00887797,0.10099394
-3.08254127,3.41659962,1.13356478,1.64430885,0.00235016,0.05091451,0.19473702,1.00686805,0.00857524,0.09946958
-3.07653827,3.33698033,1.10791278,1.61084408,0.00237509,0.04861814,0.19008327,0.98019308,0.00828038,0.09818785
-3.07053527,3.25560585,1.07820955,1.57562322,0.00240220,0.04646962,0.18487854,0.95556254,0.00799956,0.09720046
-3.06453227,3.17383534,1.04474850,1.53926183,0.00243047,0.04450797,0.17919596,0.93347695,0.00773876,0.09655529
-3.05852926,3.09311062,1.00791117,1.50244396,0.00245886,0.04276847,0.17312262,0.91440633,0.00750373,0.09629565
-3.05252626,3.01492865,0.96815871,1.46590740,0.00248637,0.04128210,0.16675765,0.89878361,0.00729986,0.09645945
-3.04652326,2.94080804,0.92601980,1.43042480,0.00251205,0.04007511,0.16020987,0.88699778,0.00713209,0.09707848
-3.04052026,2.87225059,0.88207565,1.39678172,0.00253508,0.03916858,0.15359489,0.87938692,0.00700485,0.09817760
-3.03451726,2.81069950,0.83694291,1.36575253,0.00255473,0.03857808,0.14703182,0.87623122,0.00692190,0.09977398
-3.02851426,2.75749613,0.79125517,1.33807530,0.00257045,0.03831347,0.14063982,0.87774620,0.00688630,0.10187638
-3.02251126,2.71383712,0.74564408,1.31442688,0.00258182,0.03837864,0.13453459,0.88407625,0.00690031,0.10448447
-3.01650825,2.68073403,0.70072087,1.29539931,0.00258860,0.03877148,0.12882493,0.89528881,0.00696535,0.10758829
-3.01050525,2.65897707,0.65705917,1.28147880,0.00259068,0.03948383,0.12360953,0.91136950,0.00708190,0.11116776
-3.00450225,2.64910491,0.61517973,1.27302803,0.00258813,0.04050162,0.11897414,0.93221831,0.00724954,0.11519246
-2.99849925,2.65138178,0.57553772,1.27027279,0.00258113,0.04180503,0.11498922,0.95764732,0.00746685,0.11962155
-2.99249625,2.66578299,0.53851288,1.27329333,0.00257000,0.04336883,0.11170811,0.98738011,0.00773150,0.12440396
-2.98649325,2.69198968,0.50440291,1.28202086,0.00255512,0.04516277,0.10916581,1.02105306,0.00804025,0.12947888
-2.98049025,2.72939288,0.47341998,1.29623928,0.00253694,0.04715216,0.10737842,1.05821885,0.00838899,0.13477651
-2.97448724,2.77710705,0.44569052,1.31559188,0.00251596,0.04929850,0.10634311,1.09835210,0.00877284,0.14021914
-2.96848424,2.83399238,0.42125773,1.33959284,0.00249265,0.05156017,0.10603882,1.14085735,0.00918624,0.14572255
-2.96248124,2.89868518,0.40008681,1.36764273,0.00246748,0.05389334,0.10642735,1.18507914,0.00962306,0.15119763
-2.95647824,2.96963511,0.38207219,1.39904758,0.00244089,0.05625280,0.10745505,1.23031422,0.01007676,0.15655238
-2.95047524,3.04514795,0.36704654,1.43304047,0.00241323,0.05859295,0.10905484,1.27582551,0.01054048,0.16169396
-2.94447224,3.12343224,0.35479082,1.46880491,0.00238480,0.06086875,0.11114850,1.32085743,0.01100723,0.16653098
-2.93846923,3.20264822,0.34504510,1.50549911,0.00235582,0.06303670,0.11364928,1.36465232,0.01147003,0.17097579
-2.93246623,3.28095734,0.33751948,1.54228018,0.00232641,0.06505578,0.11646449,1.40646737,0.01192203,0.17494680
-2.92646323,3.35657068,0.33190488,1.57832752,0.00229663,0.06688832,0.11949818,1.44559146,0.01235667,0.17837063
-2.92046023,3.42779472,0.32788318,1.61286470,0.00226647,0.06850086,0.12265376,1.48136158,0.01276781,0.18118409
-2.91445723,3.49307315,0.32513659,1.64517907,0.00223584,0.06986479,0.12583645,1.51317807,0.01314978,0.18333592
-2.90845423,3.55102361,0.32335585,1.67463878,0.00220465,0.07095694,0.12895556,1.54051841,0.01349753,0.18478813
-2.90245123,3.60046837,0.32224728,1.70070680,0.00217276,0.07176005,0.13192649,1.56294896,0.01380665,0.18551699
-2.89644822,3.64045853,0.32153858,1.72295161,0.00214003,0.07226299,0.13467245,1.58013453,0.01407343,0.18551358
-2.89044522,3.67029118,0.32098324,1.74105477,0.00210634,0.07246093,0.13712590,1.59184529,0.01429487,0.18478392
-2.88444222,3.68951983,0.32036379,1.75481517,0.00207161,0.07235532,0.13922961,1.59796118,0.01446869,0.18334865
-2.87843922,3.69795791,0.31949385,1.76415015,0.00203582,0.07195366,0.14093745,1.59847355,0.01459333,0.18124235
-2.87243622,3.69567608,0.31821906,1.76909395,0.00199901,0.07126926,0.14221484,1.59348417,0.01466791,0.17851246
-2.86643322,3.68299375,0.31641720,1.76979351,0.00196134,0.07032074,0.14303894,1.58320182,0.01469217,0.17521791
-2.86043022,3.66046540,0.31399739,1.76650209,0.00192304,0.06913154,0.14339853,1.56793654,0.01466649,0.17142756
-2.85442721,3.62886262,0.31089873,1.75957116,0.00188451,0.06772927,0.14329368,1.54809176,0.01459177,0.16721841
-2.84842421,3.58915233,0.30708834,1.74944058,0.00184624,0.06614505,0.14273524,1.52415473,0.01446945,0.16267373
-2.84242121,3.54247201,0.30255904,1.73662775,0.00180891,0.06441278,0.14174404,1.49668521,0.01430143,0.15788120
-2.83641821,3.49010243,0.29732676,1.72171568,0.00177333,0.06256836,0.14035010,1.46630288,0.01409002,0.15293098
-2.83041521,3.43343847,0.29142768,1.70534033,0.00174049,0.06064899,0.13859156,1.43367364,0.01383793,0.14791391
-2.82441221,3.37395840,0.28491532,1.68817741,0.00171155,0.05869235,0.13651364,1.39949494,0.01354822,0.14291977
-2.81840920,3.31319198,0.27785753,1.67092861,0.00168783,0.05673590,0.13416740,1.36448039,0.01322426,0.13803567
-2.81240620,3.25268777,0.27033350,1.65430757,0.00167084,0.05481618,0.13160857,1.32934383,0.01286970,0.13334452
-2.80640320,3.19397993,0.26243085,1.63902546,0.00166222,0.05296810,0.12889621,1.29478319,0.01248843,0.12892364
-2.80040020,3.13855486,0.25424272,1.62577647,0.00166378,0.05122430,0.12609145,1.26146418,0.01208454,0.12484353
-2.79439720,3.08781815,0.24586516,1.61522313,0.00167740,0.04961459,0.12325617,1.23000436,0.01166229,0.12116667
-2.78839420,3.04306232,0.23739450,1.60798185,0.00170509,0.04816541,0.12045170,1.20095773,0.01122604,0.11794654
-2.78239120,3.00543604,0.22892511,1.60460866,0.00174887,0.04689931,0.11773760,1.17480046,0.01078021,0.11522663
-2.77638819,2.97591551,0.22054732,1.60558567,0.00181072,0.04583457,0.11517046,1.15191798,0.01032922,0.11303972
-2.77038519,2.95527892,0.21234563,1.61130841,0.00189259,0.04498486,0.11280277,1.13259414,0.00987742,0.11140718
-2.76438219,2.94408494,0.20439731,1.62207459,0.00199623,0.04435898,0.11068201,1.11700273,0.00942904,0.11033851
-2.75837919,2.94265605,0.19677129,1.63807464,0.00212316,0.04396072,0.10884972,1.10520201,0.00898809,0.10983103
-2.75237619,2.95106788,0.18952743,1.65938456,0.00227462,0.04378881,0.10734088,1.09713249,0.00855834,0.10986988
-2.74637319,2.96914518,0.18271619,1.68596150,0.00245139,0.04383699,0.10618338,1.09261844,0.00814324,0.11042815
-2.74037019,2.99646514,0.17637867,1.71764254,0.00265380,0.04409421,0.10539774,1.09137313,0.00774585,0.11146747
-2.73436718,3.03236860,0.17054693,1.75414702,0.00288161,0.04454497,0.10499703,1.09300805,0.00736884,0.11293873
-2.72836418,3.07597920,0.16524473,1.79508260,0.00313395,0.04516973,0.10498699,1.09704582,0.00701441,0.11478331
-2.72236118,3.12623033,0.16048843,1.83995537,0.00340926,0.04594552,0.10536637,1.10293643,0.00668432,0.11693446
-2.71635818,3.18189926,0.15628813,1.88818371,0.00370529,0.04684660,0.10612748,1.11007650,0.00637983,0.11931909
-2.71035518,3.24164764,0.15264898,1.93911583,0.00401905,0.04784521,0.10725690,1.11783067,0.00610174,0.12185981
-2.70435218,3.30406696,0.14957244,1.99205059,0.00434686,0.04891245,0.10873631,1.12555438,0.00585041,0.12447711
-2.69834917,3.36772745,0.14705762,2.04626075,0.00468440,0.05001913,0.11054348,1.13261716,0.00562574,0.12709172
-2.69234617,3.43122836,0.14510247,2.10101814,0.00502677,0.05113665,0.11265324,1.13842537,0.00542726,0.12962707
-2.68634317,3.49324778,0.14370477,2.15561938,0.00536860,0.05223785,0.11503855,1.14244341,0.00525417,0.13201155
-2.68034017,3.55258954,0.14286292,2.20941138,0.00570420,0.05329783,0.11767148,1.14421250,0.00510533,0.13418083
-2.67433717,3.60822517,0.14257647,2.26181513,0.00602769,0.05429461,0.12052406,1.14336621,0.00497939,0.13607973
-2.66833417,3.65932884,0.14284625,2.31234663,0.00633317,0.05520971,0.12356914,1.13964189,0.00487477,0.13766393
-2.66233117,3.70530342,0.14367426,2.36063377,0.00661494,0.05602858,0.12678090,1.13288778,0.00478975,0.13890112
-2.65632816,3.74579623,0.14506317,2.40642810,0.00686762,0.05674079,0.13013529,1.12306526,0.00472252,0.13977182
-2.65032516,3.78070342,0.14701547,2.44961056,0.00708639,0.05734013,0.13361016,1.11024628,0.00467118,0.14026953
-2.64432216,3.81016255,0.14953242,2.49019049,0.00726712,0.05782443,0.13718525,1.09460629,0.00463381,0.14040044
-2.63831916,3.83453344,0.15261270,2.52829789,0.00740652,0.05819527,0.14084184,1.07641292,0.00460851,0.14018264
-2.63231616,3.85436802,0.15625092,2.56416865,0.00750224,0.05845749,0.14456230,1.05601102,0.00459339,0.13964475
-2.62631316,3.87037049,0.16043601,2.59812360,0.00755298,0.05861854,0.14832941,1.03380506,0.00458659,0.13882420
-2.62031016,3.88334963,0.16514966,2.63054200,0.00755850,0.05868782,0.15212557,1.01023954,0.00458635,0.13776516
-2.61430715,3.89416573,0.17036478,2.66183096,0.00751962,0.05867581,0.15593199,0.98577851,0.00459094,0.13651622
-2.60830415,3.90367474,0.17604423,2.69239220,0.00743819,0.05859330,0.15972779,0.96088525,0.00459873,0.13512797
-2.60230115,3.91267270,0.18213973,2.72258815,0.00731703,0.05845061,0.16348933,0.93600292,0.00460818,0.13365057
-2.59629815,3.92184348,0.18859131,2.75270930,0.00715977,0.05825683,0.16718953,0.91153720,0.00461784,0.13213147
-2.59029515,3.93171270,0.19532703,2.78294487,0.00697071,0.05801923,0.17079751,0.88784157,0.00462639,0.13061333
-2.58429215,3.94261065,0.20226334,2.81335870,0.00675472,0.05774277,0.17427846,0.86520591,0.00463261,0.12913231
-2.57828914,3.95464623,0.20930602,2.84387205,0.00651696,0.05742977,0.17759386,0.84384876,0.00463541,0.12771683
-2.57228614,3.96769384,0.21635161,2.87425468,0.00626280,0.05707982,0.18070203,0.82391343,0.00463389,0.12638667
-2.56628314,3.98139387,0.22328955,2.90412516,0.00599756,0.05668981,0.18355900,0.80546809,0.00462730,0.12515273
-2.56028014,3.99516731,0.23000470,2.93296063,0.00572640,0.05625416,0.18611975,0.78850941,0.00461508,0.12401721
-2.55427714,4.00824361,0.23638051,2.96011600,0.00545415,0.05576525,0.18833973,0.77296969,0.00459690,0.12297427
-2.54827414,4.01970058,0.24230239,2.98485168,0.00518518,0.05521396,0.19017659,0.75872667,0.00457265,0.12201116
-2.54227114,4.02851410,0.24766145,3.00636853,0.00492335,0.05459032,0.19159204,0.74561551,0.00454245,0.12110965
-2.53626813,4.03361510,0.25235820,3.02384823,0.00467190,0.05388425,0.19255385,0.73344228,0.00450668,0.12024772
-2.53026513,4.03395057,0.25630629,3.03649697,0.00443345,0.05308626,0.19303764,0.72199806,0.00446596,0.11940141
-2.52426213,4.02854526,0.25943587,3.04358981,0.00421000,0.05218826,0.19302862,0.71107302,0.00442115,0.11854667
-2.51825913,4.01656065,0.26169663,3.04451344,0.00400294,0.05118416,0.19252299,0.70046964,0.00437330,0.11766113
-2.51225613,3.99734781,0.26306010,3.03880470,0.00381313,0.05007049,0.19152901,0.69001460,0.00432367,0.11672572
-2.50625313,3.97049139,0.26352136,3.02618272,0.00364091,0.04884684,0.19006756,0.67956862,0.00427365,0.11572599
-2.50025013,3.93584216,0.26309979,3.00657272,0.00348623,0.04751616,0.18817222,0.66903399,0.00422472,0.11465307
-2.49424712,3.89353647,0.26183895,2.98012020,0.00334869,0.04608487,0.18588882,0.65835948,0.00417841,0.11350431
-2.48824412,3.84400152,0.25980554,2.94719455,0.00322766,0.04456289,0.18327439,0.64754249,0.00413622,0.11228348
-2.48224112,3.78794648,0.25708737,2.90838195,0.00312230,0.04296340,0.18039567,0.63662853,0.00409958,0.11100057
-2.47623812,3.72633988,0.25379054,2.86446788,0.00303167,0.04130253,0.17732703,0.62570821,0.00406978,0.10967123
-2.47023512,3.66037468,0.25003588,2.81641037,0.00295475,0.03959891,0.17414812,0.61491193,0.00404794,0.10831595
-2.46423212,3.59142320,0.24595479,2.76530529,0.00289051,0.03787310,0.17094120,0.60440276,0.00403491,0.10695891
-2.45822911,3.52098415,0.24168471,2.71234567,0.00283789,0.03614700,0.16778826,0.59436798,0.00403129,0.10562676
-2.45222611,3.45062486,0.23736437,2.65877724,0.00279586,0.03444316,0.16476814,0.58500961,0.00403737,0.10434721
-2.44622311,3.38192155,0.23312908,2.60585246,0.00276337,0.03278418,0.16195373,0.57653466,0.00405313,0.10314774
-2.44022011,3.31640065,0.22910624,2.55478536,0.00273939,0.03119208,0.15940938,0.56914535,0.00407824,0.10205431
-2.43421711,3.25548399,0.22541132,2.50670929,0.00272287,0.02968771,0.15718863,0.56302995,0.00411207,0.10109023
-2.42821411,3.20044021,0.22214435,2.46263962,0.00271271,0.02829027,0.15533235,0.55835448,0.00415373,0.10027528
-2.42221111,3.15234442,0.21938722,2.42344278,0.00270779,0.02701692,0.15386738,0.55525561,0.00420209,0.09962499
-2.41620810,3.11204746,0.21720179,2.38981288,0.00270691,0.02588246,0.15280573,0.55383504,0.00425584,0.09915022
-2.41020510,3.08015567,0.21562885,2.36225642,0.00270881,0.02489910,0.15214431,0.55415544,0.00431354,0.09885698
-2.40420210,3.05702140,0.21468803,2.34108550,0.00271218,0.02407636,0.15186525,0.55623799,0.00437365,0.09874649
-2.39819910,3.04274386,0.21437848,2.32641902,0.00271566,0.02342102,0.15193675,0.56006162,0.00443463,0.09881543
-2.39219610,3.03717976,0.21468042,2.31819147,0.00271786,0.02293717,0.15231441,0.56556374,0.00449497,0.09905635
-2.38619310,3.03996232,0.21555731,2.31616816,0.00271740,0.02262629,0.15294302,0.57264241,0.00455324,0.09945821
-2.38019010,3.05052737,0.21695861,2.31996581,0.00271292,0.02248736,0.15375865,0.58115976,0.00460811,0.10000701
-2.37418709,3.06814471,0.21882289,2.32907709,0.00270318,0.02251713,0.15469102,0.59094646,0.00465845,0.10068637
-2.36818409,3.09195319,0.22108119,2.34289768,0.00268702,0.02271018,0.15566601,0.60180712,0.00470327,0.10147818
-2.36218109,3.12099760,0.22366053,2.36075448,0.00266346,0.02305923,0.15660821,0.61352621,0.00474179,0.10236316
-2.35617809,3.15426579,0.22648722,2.38193368,0.00263175,0.02355528,0.15744351,0.62587455,0.00477345,0.10332130
-2.35017509,3.19072464,0.22949009,2.40570737,0.00259136,0.02418784,0.15810140,0.63861597,0.00479787,0.10433232
-2.34417209,3.22935345,0.23260330,2.43135789,0.00254202,0.02494509,0.15851725,0.65151402,0.00481488,0.10537593
-2.33816908,3.26917387,0.23576876,2.45819902,0.00248375,0.02581407,0.15863417,0.66433855,0.00482449,0.10643208
-2.33216608,3.30927543,0.23893805,2.48559348,0.00241688,0.02678084,0.15840460,0.67687200,0.00482688,0.10748111
-2.32616308,3.34883626,0.24207375,2.51296637,0.00234202,0.02783065,0.15779147,0.68891516,0.00482239,0.10850384
-2.32016008,3.38713863,0.24515018,2.53981449,0.00226003,0.02894810,0.15676903,0.70029235,0.00481148,0.10948167
-2.31415708,3.42357920,0.24815364,2.56571153,0.00217206,0.03011725,0.15532317,0.71085580,0.00479473,0.11039663
-2.30815408,3.45767415,0.25108196,2.59030941,0.00207946,0.03132182,0.15345143,0.72048911,0.00477285,0.11123146
-2.30215108,3.48905930,0.25394363,2.61333604,0.00198375,0.03254534,0.15116252,0.72910973,0.00474660,0.11196975
-2.29614807,3.51748587,0.25675637,2.63459007,0.00188659,0.03377126,0.14847556,0.73667036,0.00471686,0.11259607
-2.29014507,3.54281214,0.25954538,2.65393318,0.00178971,0.03498319,0.14541899,0.74315908,0.00468455,0.11309617
-2.28414207,3.56499179,0.26234125,2.67128038,0.00169487,0.03616503,0.14202914,0.74859843,0.00465069,0.11345728
-2.27813907,3.58405963,0.26517760,2.68658913,0.00160380,0.03730115,0.13834876,0.75304321,0.00461632,0.11366834
-2.27213607,3.60011536,0.26808872,2.69984789,0.00151817,0.03837661,0.13442529,0.75657726,0.00458257,0.11372041
-2.26613307,3.61330622,0.27110705,2.71106454,0.00143952,0.03937732,0.13030914,0.75930908,0.00455060,0.11360695
-2.26013007,3.62380934,0.27426088,2.72025561,0.00136921,0.04029028,0.12605196,0.76136674,0.00452159,0.11332422
-2.25412706,3.63181461,0.27757220,2.72743654,0.00130841,0.04110372,0.12170507,0.76289202,0.00449677,0.11287158
-2.24812406,3.63750872,0.28105485,2.73261366,0.00125808,0.04180736,0.11731793,0.76403410,0.00447738,0.11225180
-2.24212106,3.64106125,0.28471308,2.73577817,0.00121890,0.04239256,0.11293688,0.76494306,0.00446465,0.11147127
-2.23611806,3.64261339,0.28854061,2.73690253,0.00119131,0.04285252,0.10860414,0.76576352,0.00445979,0.11054020
-2.23011506,3.64226972,0.29252020,2.73593935,0.00117547,0.04318244,0.10435700,0.76662858,0.00446400,0.10947266
-2.22411206,3.64009364,0.29662385,2.73282286,0.00117128,0.04337966,0.10022740,0.76765444,0.00447839,0.10828658
-2.21810905,3.63610658,0.30081358,2.72747309,0.00117838,0.04344379,0.09624170,0.76893598,0.00450408,0.10700361
-2.21210605,3.63029103,0.30504294,2.71980231,0.00119619,0.04337683,0.09242080,0.77054337,0.00454207,0.10564896
-2.20610305,3.62259746,0.30925894,2.70972370,0.00122388,0.04318317,0.08878042,0.77252009,0.00459334,0.10425097
-2.20010005,3.61295463,0.31340467,2.69716172,0.00126049,0.04286967,0.08533169,0.77488233,0.00465879,0.10284081
-2.19409705,3.60128289,0.31742226,2.68206363,0.00130487,0.04244564,0.08208182,0.77761983,0.00473929,0.10145190
-2.18809405,3.58750982,0.32125617,2.66441177,0.00135579,0.04192270,0.07903487,0.78069814,0.00483567,0.10011938
-2.18209105,3.57158730,0.32485672,2.64423564,0.00141192,0.04131474,0.07619265,0.78406222,0.00494878,0.09887942
-2.17608804,3.55350906,0.32818349,2.62162332,0.00147194,0.04063771,0.07355554,0.78764108,0.00507948,0.09776860
-2.17008504,3.53332766,0.33120863,2.59673145,0.00153453,0.03990938,0.07112330,0.79135321,0.00522868,0.09682311
-2.16408204,3.51116976,0.33391974,2.56979300,0.00159843,0.03914907,0.06889573,0.79511264,0.00539737,0.09607802
-2.15807904,3.48724863,0.33632220,2.54112227,0.00166246,0.03837733,0.06687323,0.79883497,0.00558665,0.09556653
-2.15207604,3.46187281,0.33844078,2.51111656,0.00172559,0.03761550,0.06505718,0.80244322,0.00579772,0.09531918
-2.14607304,3.43545013,0.34032029,2.48025404,0.00178691,0.03688532,0.06345010,0.80587305,0.00603189,0.09536311
-2.14007004,3.40848628,0.34202530,2.44908766,0.00184567,0.03620844,0.06205563,0.80907696,0.00629060,0.09572131
-2.13406703,3.38157765,0.34363881,2.41823484,0.00190133,0.03560591,0.06087834,0.81202720,0.00657533,0.09641197
-2.12806403,3.35539821,0.34525978,2.38836320,0.00195346,0.03509771,0.05992332,0.81471722,0.00688763,0.09744780
-2.12206103,3.33068071,0.34699972,2.36017266,0.00200184,0.03470217,0.05919563,0.81716151,0.00722900,0.09883547
-2.11605803,3.30819263,0.34897831,2.33437424,0.00204635,0.03443555,0.05869969,0.81939376,0.00760085,0.10057515
-2.11005503,3.28870799,0.35131831,2.31166653,0.00208703,0.03431150,0.05843847,0.82146364,0.00800442,0.10266012
-2.10405203,3.27297599,0.35413991,2.29271058,0.00212396,0.03434074,0.05841278,0.82343220,0.00844069,0.10507647
-2.09804902,3.26168806,0.35755486,2.27810430,0.00215731,0.03453064,0.05862054,0.82536640,0.00891025,0.10780304
-2.09204602,3.25544499,0.36166058,2.26835742,0.00218725,0.03488505,0.05905609,0.82733304,0.00941328,0.11081138
-2.08604302,3.25472579,0.36653454,2.26386831,0.00221396,0.03540416,0.05970966,0.82939275,0.00994941,0.11406605
