energy_ev,total_up,total_down,Ca_p_up,Ca_p_down,Ca_d_up,Ca_d_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-2.43421711,2.43751353,-0.22767022,0.00465700,-0.00013628,0.00000000,-0.00000000,0.50027196,-0.04842617,1.85599846,-0.16064638,0.00100577,-0.00001490,0.06554824,-0.00529046,0.01537609,-0.00025169,0.40312461,-0.04687273
-2.42821411,2.40263864,-0.25976944,0.00448921,-0.00015657,0.00000000,-0.00000000,0.49954163,-0.05522977,1.83603653,-0.18329993,0.00099628,-0.00001707,0.06463389,-0.00602711,0.01508646,-0.00028921,0.39879002,-0.05350961
-2.42221111,2.36293466,-0.29474669,0.00431819,-0.00017897,0.00000000,-0.00000000,0.49765551,-0.06259375,1.81212001,-0.20795905,0.00098165,-0.00001950,0.06366177,-0.00681708,0.01475985,-0.00033091,0.39405580,-0.06065861
-2.41620810,2.31947482,-0.33243825,0.00414743,-0.00020342,0.00000000,-0.00000000,0.49472065,-0.07047817,1.78502703,-0.23451705,0.00096224,-0.00002217,0.06264632,-0.00765530,0.01440020,-0.00037670,0.38904639,-0.06828081
-2.41020510,2.27333151,-0.37260894,0.00398023,-0.00022977,0.00000000,-0.00000000,0.49085399,-0.07882752,1.75554320,-0.26281797,0.00093852,-0.00002508,0.06160114,-0.00853495,0.01401185,-0.00042635,0.38388025,-0.07632185
-2.40420210,2.22554241,-0.41494860,0.00381964,-0.00025787,0.00000000,-0.00000000,0.48617815,-0.08757017,1.72443543,-0.29265410,0.00091098,-0.00002820,0.06053861,-0.00944747,0.01359937,-0.00047957,0.37866648,-0.08471159
-2.39819910,2.17707951,-0.45907091,0.00366836,-0.00028749,0.00000000,-0.00000000,0.48081728,-0.09661853,1.69242750,-0.32376509,0.00088017,-0.00003150,0.05946960,-0.01038261,0.01316742,-0.00053599,0.37350205,-0.09336443
-2.39219610,2.12882214,-0.50451519,0.00352867,-0.00031834,0.00000000,-0.00000000,0.47489341,-0.10586979,1.66017827,-0.35583902,0.00084666,-0.00003498,0.05840337,-0.01132857,0.01272058,-0.00059511,0.36846994,-0.10218014
-2.38619310,2.08153501,-0.55075122,0.00340235,-0.00035007,0.00000000,-0.00000000,0.46852321,-0.11520730,1.62826335,-0.38851561,0.00081103,-0.00003858,0.05734751,-0.01227220,0.01226322,-0.00065637,0.36363793,-0.11104543
-2.38019010,2.03585156,-0.59718733,0.00329071,-0.00038232,0.00000000,-0.00000000,0.46181536,-0.12450271,1.59716072,-0.42139151,0.00077385,-0.00004227,0.05630804,-0.01319927,0.01179943,-0.00071911,0.35905825,-0.11983607
-2.37418709,1.99226316,-0.64318178,0.00319449,-0.00041465,0.00000000,-0.00000000,0.45486857,-0.13361866,1.56724073,-0.45402795,0.00073566,-0.00004601,0.05528954,-0.01409482,0.01133288,-0.00078261,0.35476793,-0.12841964
-2.36818409,1.95111422,-0.68805708,0.00311392,-0.00044659,0.00000000,-0.00000000,0.44777024,-0.14241218,1.53876066,-0.48596039,0.00069699,-0.00004976,0.05429540,-0.01494357,0.01086680,-0.00084612,0.35078967,-0.13665888
-2.36218109,1.91260282,-0.73111706,0.00304871,-0.00047765,0.00000000,-0.00000000,0.44059577,-0.15073849,1.51186374,-0.51671008,0.00065829,-0.00005347,0.05332812,-0.01573030,0.01040395,-0.00090884,0.34713331,-0.14441538
-2.35617809,1.87678678,-0.77166614,0.00299806,-0.00050735,0.00000000,-0.00000000,0.43340840,-0.15845523,1.48658269,-0.54579717,0.00061998,-0.00005710,0.05238951,-0.01644037,0.00994659,-0.00097002,0.34379755,-0.15155364
-2.35017509,1.84359433,-0.80903004,0.00296074,-0.00053518,0.00000000,-0.00000000,0.42625960,-0.16542688,1.46284717,-0.57275495,0.00058242,-0.00006061,0.05148105,-0.01706017,0.00949649,-0.00102891,0.34077190,-0.15794526
-2.34417209,1.81283891,-0.84257728,0.00293515,-0.00056069,0.00000000,-0.00000000,0.41918985,-0.17152918,1.44049482,-0.59714461,0.00054590,-0.00006395,0.05060412,-0.01757757,0.00905499,-0.00108486,0.33803877,-0.16347313
-2.33816908,1.78423706,-0.87174042,0.00291935,-0.00058343,0.00000000,-0.00000000,0.41222974,-0.17665346,1.41928532,-0.61857009,0.00051066,-0.00006711,0.04976016,-0.01798234,0.00862300,-0.00113733,0.33557543,-0.16803539
-2.33216608,1.75742869,-0.89603636,0.00291117,-0.00060303,0.00000000,-0.00000000,0.40540126,-0.18071059,1.39891668,-0.63669224,0.00047687,-0.00007006,0.04895087,-0.01826653,0.00820110,-0.00118593,0.33335587,-0.17154905
-2.32616308,1.73199878,-0.91508455,0.00290828,-0.00061917,0.00000000,-0.00000000,0.39871924,-0.18363433,1.37904317,-0.65124175,0.00044465,-0.00007279,0.04817822,-0.01842477,0.00778957,-0.00123044,0.33135243,-0.17395303
-2.32016008,1.70749955,-0.92862234,0.00290828,-0.00063162,0.00000000,-0.00000000,0.39219270,-0.18538410,1.35929398,-0.66203020,0.00041408,-0.00007530,0.04744452,-0.01845445,0.00738846,-0.00127085,0.32953712,-0.17521056
-2.31415708,1.68347223,-0.93651675,0.00290876,-0.00064026,0.00000000,-0.00000000,0.38582625,-0.18594681,1.33929203,-0.66895874,0.00038517,-0.00007761,0.04675227,-0.01835589,0.00699766,-0.00130739,0.32788254,-0.17531069
-2.30815408,1.65946772,-0.93877198,0.00290742,-0.00064503,0.00000000,-0.00000000,0.37962122,-0.18533783,1.31867207,-0.67202381,0.00035793,-0.00007975,0.04610411,-0.01813233,0.00661696,-0.00134051,0.32636255,-0.17426906
-2.30215108,1.63506532,-0.93553229,0.00290211,-0.00064601,0.00000000,-0.00000000,0.37357672,-0.18360090,1.29709747,-0.67131977,0.00033229,-0.00008176,0.04550256,-0.01778981,0.00624611,-0.00137094,0.32495248,-0.17212757
-2.29614807,1.60988906,-0.92707989,0.00289092,-0.00064337,0.00000000,-0.00000000,0.36769036,-0.18080707,1.27427514,-0.66703808,0.00030821,-0.00008370,0.04494984,-0.01733708,0.00588486,-0.00139962,0.32362903,-0.16895325
-2.29014507,1.58362112,-0.91382803,0.00287219,-0.00063741,0.00000000,-0.00000000,0.36195886,-0.17705268,1.24996816,-0.65946297,0.00028561,-0.00008564,0.04444759,-0.01678522,0.00553298,-0.00142775,0.32236991,-0.16483628
-2.28414207,1.55601210,-0.89630942,0.00284463,-0.00062850,0.00000000,-0.00000000,0.35637839,-0.17245645,1.22400568,-0.64896389,0.00026439,-0.00008767,0.04399664,-0.01614739,0.00519035,-0.00145674,0.32115321,-0.15988714
-2.27813907,1.52688813,-0.87516035,0.00280726,-0.00061712,0.00000000,-0.00000000,0.35094484,-0.16715579,1.19629007,-0.63598480,0.00024447,-0.00008987,0.04359675,-0.01543836,0.00485692,-0.00148816,0.31995666,-0.15423316
-2.27213607,1.49615471,-0.85110135,0.00275951,-0.00060383,0.00000000,-0.00000000,0.34565395,-0.16130254,1.16680125,-0.62103083,0.00022575,-0.00009233,0.04324642,-0.01467412,0.00453275,-0.00152372,0.31875682,-0.14801462
-2.26613307,1.46379780,-0.82491498,0.00270115,-0.00058925,0.00000000,-0.00000000,0.34050149,-0.15505826,1.13559819,-0.60465275,0.00020815,-0.00009515,0.04294271,-0.01387137,0.00421804,-0.00156522,0.31752832,-0.14138041
-2.26013007,1.42988236,-0.79742178,0.00263233,-0.00057405,0.00000000,-0.00000000,0.33548356,-0.14858930,1.10281811,-0.58743003,0.00019159,-0.00009842,0.04268121,-0.01304713,0.00391307,-0.00161449,0.31624336,-0.13448370
-2.25412706,1.39454885,-0.76945544,0.00255355,-0.00055895,0.00000000,-0.00000000,0.33059706,-0.14206190,1.06867353,-0.56995296,0.00017601,-0.00010223,0.04245597,-0.01221824,0.00361823,-0.00167335,0.31487133,-0.12747747
-2.24812406,1.35800850,-0.74183794,0.00246559,-0.00054469,0.00000000,-0.00000000,0.32584053,-0.13563738,1.03344775,-0.55280474,0.00016135,-0.00010665,0.04225967,-0.01140100,0.00333399,-0.00174350,0.31337897,-0.12051045
-2.24212106,1.32053774,-0.71535601,0.00236952,-0.00053199,0.00000000,-0.00000000,0.32121538,-0.12946781,0.99748924,-0.53654416,0.00014757,-0.00011175,0.04208377,-0.01061080,0.00306091,-0.00182655,0.31173088,-0.11372323
-2.23611806,1.28247254,-0.69073942,0.00226664,-0.00052158,0.00000000,-0.00000000,0.31672752,-0.12369204,0.96120553,-0.52168954,0.00013464,-0.00011756,0.04191883,-0.00986188,0.00279954,-0.00192387,0.30989062,-0.10724501
-2.23011506,1.24420320,-0.66864220,0.00215839,-0.00051416,0.00000000,-0.00000000,0.31238950,-0.11843255,0.92505699,-0.50870459,0.00012253,-0.00012411,0.04175492,-0.00916705,0.00255051,-0.00203663,0.30782227,-0.10119088
-2.22411206,1.20617004,-0.64962726,0.00204637,-0.00051039,0.00000000,-0.00000000,0.30822319,-0.11379292,0.88955102,-0.49798663,0.00011125,-0.00013138,0.04158210,-0.00853762,0.00231441,-0.00216571,0.30549262,-0.09565975
-2.21810905,1.16886020,-0.63415478,0.00193223,-0.00051089,0.00000000,-0.00000000,0.30426271,-0.10985615,0.85523695,-0.48985759,0.00010078,-0.00013936,0.04139099,-0.00798325,0.00209179,-0.00231168,0.30287373,-0.09073300
-2.21210605,1.13280580,-0.62257490,0.00181765,-0.00051623,0.00000000,-0.00000000,0.30055778,-0.10668372,0.82270171,-0.48455801,0.00009113,-0.00014796,0.04117337,-0.00751198,0.00188320,-0.00247478,0.29994590,-0.08647374
-2.20610305,1.09858315,-0.61512438,0.00170431,-0.00052690,0.00000000,-0.00000000,0.29717710,-0.10431557,0.79256644,-0.48224416,0.00008232,-0.00015712,0.04092283,-0.00713026,0.00168908,-0.00265495,0.29670088,-0.08292685
-2.20010005,1.06681293,-0.61192747,0.00159382,-0.00054336,0.00000000,-0.00000000,0.29421172,-0.10277063,0.76548376,-0.48298823,0.00007437,-0.00016671,0.04063537,-0.00684301,0.00150982,-0.00285178,0.29314512,-0.08011945
-2.19409705,1.03816065,-0.61300038,0.00148774,-0.00056598,0.00000000,-0.00000000,0.29177801,-0.10204816,0.74213538,-0.48678141,0.00006729,-0.00017660,0.04030998,-0.00665374,0.00134570,-0.00306455,0.28930282,-0.07806196
-2.18809405,1.01333680,-0.61825908,0.00138750,-0.00059507,0.00000000,-0.00000000,0.29002007,-0.10212953,0.72322961,-0.49353953,0.00006112,-0.00018664,0.03994913,-0.00656468,0.00119692,-0.00329227,0.28521869,-0.07674957
-2.18209105,0.99309597,-0.62752972,0.00129444,-0.00063088,0.00000000,-0.00000000,0.28911122,-0.10298039,0.70949822,-0.50311090,0.00005587,-0.00019664,0.03955913,-0.00657689,0.00106359,-0.00353367,0.28096005,-0.07616395
-2.17608804,0.97823392,-0.64056108,0.00120977,-0.00067358,0.00000000,-0.00000000,0.28925440,-0.10455320,0.70169185,-0.51528583,0.00005158,-0.00020644,0.03915039,-0.00669037,0.00094573,-0.00378728,0.27661816,-0.07627515
-2.17008504,0.96958199,-0.65703827,0.00113457,-0.00072329,0.00000000,-0.00000000,0.29068104,-0.10678985,0.70057357,-0.52980730,0.00004828,-0.00021585,0.03873745,-0.00690422,0.00084324,-0.00405143,0.27230850,-0.07704362
-2.16408204,0.96799796,-0.67659707,0.00106980,-0.00078003,0.00000000,-0.00000000,0.29364845,-0.10962423,0.70690967,-0.54638227,0.00004600,-0.00022467,0.03833883,-0.00721663,0.00075598,-0.00432430,0.26816999,-0.07842215
-2.15807904,0.97435284,-0.69883803,0.00101626,-0.00084377,0.00000000,-0.00000000,0.29843538,-0.11298476,0.72145742,-0.56469294,0.00004476,-0.00023274,0.03797670,-0.00762498,0.00068371,-0.00460395,0.26436293,-0.08035770
-2.15207604,0.98951308,-0.72333995,0.00097465,-0.00091441,0.00000000,-0.00000000,0.30533573,-0.11679670,0.74494936,-0.58440772,0.00004460,-0.00023989,0.03767636,-0.00812586,0.00062613,-0.00488834,0.26106565,-0.08279308
-2.14607304,1.01431833,-0.74967205,0.00094554,-0.00099174,0.00000000,-0.00000000,0.31465054,-0.12098410,0.77807399,-0.60519117,0.00004554,-0.00024599,0.03746544,-0.00871502,0.00058287,-0.00517537,0.25847000,-0.08566839
-2.14007004,1.04955478,-0.77740451,0.00092936,-0.00107549,0.00000000,-0.00000000,0.32667826,-0.12547146,0.82145309,-0.62671278,0.00004759,-0.00025090,0.03737305,-0.00938734,0.00055350,-0.00546287,0.25677560,-0.08892217
-2.13406703,1.09592461,-0.80611705,0.00092640,-0.00116529,0.00000000,-0.00000000,0.34170356,-0.13018499,0.87561597,-0.64865416,0.00005078,-0.00025456,0.03742869,-0.01013683,0.00053757,-0.00574863,0.25618323,-0.09249236
-2.12806403,1.15401268,-0.83540559,0.00093683,-0.00126068,0.00000000,-0.00000000,0.35998512,-0.13505350,0.94097149,-0.67071472,0.00005512,-0.00025689,0.03766107,-0.01095648,0.00053452,-0.00603035,0.25688744,-0.09631691
-2.12206103,1.22425136,-0.86488675,0.00096067,-0.00136110,0.00000000,-0.00000000,0.38174260,-0.14000895,1.01777882,-0.69261549,0.00006060,-0.00025788,0.03809691,-0.01183828,0.00054379,-0.00630572,0.25906865,-0.10033432
-2.11605803,1.30688526,-0.89420061,0.00099776,-0.00146589,0.00000000,-0.00000000,0.40714358,-0.14498665,1.10611819,-0.71410139,0.00006722,-0.00025754,0.03875970,-0.01277316,0.00056471,-0.00657231,0.26288521,-0.10448387
-2.11005503,1.40193744,-0.92301176,0.00104780,-0.00157431,0.00000000,-0.00000000,0.43629074,-0.14992526,1.20586306,-0.73494204,0.00007495,-0.00025592,0.03966850,-0.01375097,0.00059658,-0.00682766,0.26846567,-0.10870581
-2.10405203,1.50917893,-0.95100905,0.00111029,-0.00168549,0.00000000,-0.00000000,0.46921020,-0.15476666,1.31665538,-0.75493125,0.00008376,-0.00025308,0.04083684,-0.01476050,0.00063860,-0.00706922,0.27590152,-0.11294148
-2.09804902,1.62810355,-0.97790442,0.00118454,-0.00179850,0.00000000,-0.00000000,0.50584133,-0.15945562,1.43788549,-0.77388552,0.00009358,-0.00024913,0.04227180,-0.01578959,0.00068988,-0.00729435,0.28524097,-0.11713347
-2.09204602,1.75790973,-1.00343119,0.00126966,-0.00191232,0.00000000,-0.00000000,0.54602885,-0.16393962,1.56867834,-0.79164188,0.00010434,-0.00024421,0.04397322,-0.01682523,0.00074946,-0.00750038,0.29648393,-0.12122575
-2.08604302,1.89749097,-1.02734214,0.00136455,-0.00202585,0.00000000,-0.00000000,0.58951767,-0.16816860,1.70788731,-0.80805535,0.00011594,-0.00023844,0.04593324,-0.01785376,0.00081627,-0.00768461,0.30957851,-0.12516400
-2.08004002,2.04543638,-1.04940779,0.00146792,-0.00213796,0.00000000,-0.00000000,0.63595087,-0.17209495,1.85409700,-0.82299623,0.00012826,-0.00023200,0.04813605,-0.01886111,0.00088913,-0.00784434,0.32441921,-0.12889600
-2.07403702,2.20004204,-1.06941509,0.00157826,-0.00224747,0.00000000,-0.00000000,0.68487123,-0.17567361,2.00563560,-0.83634769,0.00014117,-0.00022504,0.05055792,-0.01983308,0.00096679,-0.00797696,0.34084712,-0.13237225
-2.06803402,2.35933380,-1.08716683,0.00169388,-0.00235318,0.00000000,-0.00000000,0.73572653,-0.17886240,2.16059749,-0.84800360,0.00015449,-0.00021772,0.05316756,-0.02075566,0.00104786,-0.00807995,0.35865198,-0.13554668
-2.06203102,2.52110139,-1.10248178,0.00181294,-0.00245393,0.00000000,-0.00000000,0.78787849,-0.18162260,2.31687576,-0.85786703,0.00016805,-0.00021021,0.05592680,-0.02161546,0.00113089,-0.00815105,0.37757619,-0.13837754
-2.05602801,2.68294314,-1.11519569,0.00193346,-0.00254857,0.00000000,-0.00000000,0.84061535,-0.18391962,2.47220417,-0.86584930,0.00018164,-0.00020265,0.05879145,-0.02240002,0.00121439,-0.00818827,0.39732067,-0.14082837
-2.05002501,2.84232021,-1.12516309,0.00205334,-0.00263599,0.00000000,-0.00000000,0.89316766,-0.18572400,2.62420748,-0.87186977,0.00019505,-0.00019517,0.06171247,-0.02309825,0.00129677,-0.00818999,0.41755238,-0.14286914
-2.04402201,2.99661836,-1.13225989,0.00217045,-0.00271520,0.00000000,-0.00000000,0.94472687,-0.18701239,2.77045843,-0.87585638,0.00020806,-0.00018790,0.06463738,-0.02370079,0.00137646,-0.00815508,0.43791311,-0.14447728
-2.03801901,3.14321540,-1.13638656,0.00228265,-0.00278528,0.00000000,-0.00000000,0.99446594,-0.18776870,2.90853951,-0.87774678,0.00022044,-0.00018092,0.06751166,-0.02420034,0.00145189,-0.00808292,0.45802941,-0.14563880
-2.03201601,3.27955137,-1.13747176,0.00238783,-0.00284545,0.00000000,-0.00000000,1.04156138,-0.18798526,3.03610706,-0.87749014,0.00023197,-0.00017431,0.07028041,-0.02459201,0.00152156,-0.00797355,0.47752303,-0.14634929
-2.02601301,3.40319894,-1.13547635,0.00248399,-0.00289507,0.00000000,-0.00000000,1.08521566,-0.18766385,3.15095515,-0.87504947,0.00024243,-0.00016812,0.07288992,-0.02487354,0.00158401,-0.00782762,0.49602161,-0.14661479
-2.02001001,3.51193102,-1.13039751,0.00256927,-0.00293366,0.00000000,-0.00000000,1.12467918,-0.18681675,3.25107683,-0.87040440,0.00025161,-0.00016236,0.07528922,-0.02504550,0.00163796,-0.00764652,0.51316915,-0.14645246
-2.01400700,3.60378276,-1.12227293,0.00264202,-0.00296093,0.00000000,-0.00000000,1.15927099,-0.18546754,3.33471983,-0.86355427,0.00025933,-0.00015705,0.07743151,-0.02511139,0.00168224,-0.00743232,0.52863580,-0.14589106
-2.00800400,3.67710545,-1.11118482,0.00270082,-0.00297676,0.00000000,-0.00000000,1.18839726,-0.18365176,3.40043473,-0.85452153,0.00026544,-0.00015216,0.07927545,-0.02507768,0.00171590,-0.00718780,0.54212659,-0.14497117
-2.00200100,3.73061002,-1.09726374,0.00274454,-0.00298126,0.00000000,-0.00000000,1.21156682,-0.18141729,3.44711343,-0.84335528,0.00026980,-0.00014766,0.08078617,-0.02495374,0.00173819,-0.00691640,0.55338875,-0.14374507
-1.99599800,3.76339846,-1.08069209,0.00277233,-0.00297474,0.00000000,-0.00000000,1.22840326,-0.17882454,3.47401632,-0.83013485,0.00027232,-0.00014351,0.08193610,-0.02475176,0.00174862,-0.00662220,0.56221747,-0.14227642
-1.98999500,3.77498211,-1.06170717,0.00278371,-0.00295774,0.00000000,-0.00000000,1.23865299,-0.17594629,3.48078741,-0.81497334,0.00027296,-0.00013966,0.08270546,-0.02448648,0.00174694,-0.00630979,0.56845974,-0.14063954
-1.98399200,3.76528618,-1.04060372,0.00277850,-0.00293104,0.00000000,-0.00000000,1.24218923,-0.17286728,3.46745667,-0.79802103,0.00027168,-0.00013604,0.08308248,-0.02417500,0.00173317,-0.00598423,0.57201631,-0.13891842
-1.97798899,3.73464086,-1.01773576,0.00275687,-0.00289564,0.00000000,-0.00000000,1.23901169,-0.16968357,3.43443014,-0.77946843,0.00026853,-0.00013260,0.08306332,-0.02383635,0.00170759,-0.00565098,0.57284181,-0.13720546
-1.97198599,3.68375966,-0.99351771,0.00271930,-0.00285280,0.00000000,-0.00000000,1.22924231,-0.16650153,3.38246826,-0.75954892,0.00026355,-0.00012928,0.08265176,-0.02349119,0.00167072,-0.00531572,0.57094305,-0.13559987
-1.96598299,3.61370657,-0.96842445,0.00266658,-0.00280402,0.00000000,-0.00000000,1.21311734,-0.16343664,3.31265398,-0.73854069,0.00025687,-0.00012604,0.08185860,-0.02316133,0.00162332,-0.00498434,0.56637569,-0.13420581
-1.95997999,3.52585367,-0.94299034,0.00259975,-0.00275105,0.00000000,-0.00000000,1.19097618,-0.16061193,3.22635224,-0.71676789,0.00024860,-0.00012284,0.08070094,-0.02286928,0.00156637,-0.00466279,0.55923965,-0.13313031
-1.95397699,3.42183153,-0.91780673,0.00252009,-0.00269584,0.00000000,-0.00000000,1.16324780,-0.15815630,3.12516284,-0.69460077,0.00023892,-0.00011966,0.07920120,-0.02263776,0.00150100,-0.00435700,0.54967348,-0.13248094
-1.94797399,3.30347486,-0.89351798,0.00242906,-0.00264060,0.00000000,-0.00000000,1.13043531,-0.15620246,3.01086901,-0.67245443,0.00022801,-0.00011651,0.07738620,-0.02248919,0.00142850,-0.00407282,0.53784798,-0.13236330
-1.94197099,3.17276570,-0.87081559,0.00232826,-0.00258772,0.00000000,-0.00000000,1.09309945,-0.15488470,2.88538395,-0.65078631,0.00021608,-0.00011339,0.07528609,-0.02244517,0.00135025,-0.00381590,0.52395958,-0.13287841
-1.93596798,3.03177671,-0.85043042,0.00221939,-0.00253979,0.00000000,-0.00000000,1.05184184,-0.15433650,2.75069746,-0.63009187,0.00020334,-0.00011035,0.07293329,-0.02252601,0.00126771,-0.00359167,0.50822359,-0.13411994
-1.92996498,2.88261678,-0.83312255,0.00210417,-0.00249952,0.00000000,-0.00000000,1.00728850,-0.15468787,2.60882475,-0.61089861,0.00019001,-0.00010746,0.07036160,-0.02275016,0.00118236,-0.00340529,0.49086780,-0.13617148
-1.92396198,2.72738064,-0.81966912,0.00198435,-0.00246975,0.00000000,-0.00000000,0.96007433,-0.15606255,2.46175923,-0.59375822,0.00017631,-0.00010479,0.06760524,-0.02313379,0.00109566,-0.00326155,0.47212656,-0.13910380
-1.91795898,2.56810424,-0.81084972,0.00186162,-0.00245334,0.00000000,-0.00000000,0.91082912,-0.15857520,2.31143054,-0.57923679,0.00016246,-0.00010245,0.06469816,-0.02369031,0.00100907,-0.00316487,0.45223558,-0.14297233
-1.91195598,2.40672684,-0.80742970,0.00173763,-0.00245317,0.00000000,-0.00000000,0.86016520,-0.16232836,2.15966890,-0.56790338,0.00014865,-0.00010056,0.06167340,-0.02442998,0.00092394,-0.00311921,0.43142750,-0.14781474
-1.90595298,2.24506045,-0.81014156,0.00161389,-0.00247203,0.00000000,-0.00000000,0.80866727,-0.16740960,2.00817637,-0.56031675,0.00013506,-0.00009928,0.05856259,-0.02535953,0.00084158,-0.00312808,0.40992838,-0.15364888
-1.89994997,2.08476695,-0.81966473,0.00149182,-0.00251256,0.00000000,-0.00000000,0.75688421,-0.17388861,1.85850533,-0.55701089,0.00012185,-0.00009875,0.05539564,-0.02648187,0.00076317,-0.00319442,0.38795502,-0.16047117
-1.89394697,1.92734256,-0.83660416,0.00137269,-0.00257718,0.00000000,-0.00000000,0.70532311,-0.18181451,1.71204381,-0.55847938,0.00010917,-0.00009915,0.05220053,-0.02779587,0.00068983,-0.00332060,0.36571305,-0.16825538
-1.88794397,1.77410937,-0.86146851,0.00125763,-0.00266797,0.00000000,-0.00000000,0.65444515,-0.19121339,1.57000755,-0.56515923,0.00009713,-0.00010066,0.04900317,-0.02929622,0.00062256,-0.00350830,0.34339579,-0.17695206
-1.88194097,1.62621303,-0.89464844,0.00114764,-0.00278661,0.00000000,-0.00000000,0.60466339,-0.20208620,1.43343786,-0.57741460,0.00008581,-0.00010347,0.04582743,-0.03097338,0.00056227,-0.00375844,0.32118356,-0.18648855
-1.87593797,1.48462578,-0.93639591,0.00104357,-0.00293432,0.00000000,-0.00000000,0.55634202,-0.21440708,1.30320462,-0.59552106,0.00007529,-0.00010778,0.04269513,-0.03281363,0.00050980,-0.00407113,0.29924358,-0.19676974
-1.86993497,1.35015379,-0.98680532,0.00094615,-0.00311171,0.00000000,-0.00000000,0.50979688,-0.22812216,1.18001338,-0.61965096,0.00006561,-0.00011375,0.03962617,-0.03479921,0.00046593,-0.00444555,0.27772998,-0.20767944
-1.86393197,1.22344775,-1.04579742,0.00085598,-0.00331878,0.00000000,-0.00000000,0.46529701,-0.24314897,1.06441570,-0.64986062,0.00005678,-0.00012158,0.03663863,-0.03690864,0.00043141,-0.00487990,0.25678412,-0.21908256
-1.85792896,1.10501572,-1.11310680,0.00077359,-0.00355484,0.00000000,-0.00000000,0.42306685,-0.25937656,0.95682170,-0.68607991,0.00004882,-0.00013141,0.03374882,-0.03911702,0.00040694,-0.00537128,0.23653485,-0.23082785
-1.85192596,0.99523731,-1.18827389,0.00069942,-0.00381842,0.00000000,-0.00000000,0.38328900,-0.27666626,0.85751396,-0.72810493,0.00004172,-0.00014340,0.03097141,-0.04139655,0.00039327,-0.00591569,0.21709881,-0.24275134
-1.84592296,0.89437839,-1.27064202,0.00063384,-0.00410735,0.00000000,-0.00000000,0.34610711,-0.29485322,0.76666203,-0.77559416,0.00003544,-0.00015766,0.02831952,-0.04371710,0.00039112,-0.00650792,0.19858061,-0.25468020
-1.83991996,0.80260558,-1.35936034,0.00057722,-0.00441863,0.00000000,-0.00000000,0.31162905,-0.31374865,0.68433679,-0.82806864,0.00002995,-0.00017427,0.02580468,-0.04604682,0.00040129,-0.00714163,0.18107289,-0.26643704
-1.83391696,0.72000007,-1.45339280,0.00052989,-0.00474858,0.00000000,-0.00000000,0.27992986,-0.33314277,0.61052419,-0.88491645,0.00002523,-0.00019328,0.02343692,-0.04835288,0.00042461,-0.00780928,0.16465628,-0.27784443
-1.82791396,0.64657025,-1.55153340,0.00049220,-0.00509279,0.00000000,-0.00000000,0.25105468,-0.35280852,0.54513790,-0.94540150,0.00002121,-0.00021468,0.02122471,-0.05060222,0.00046197,-0.00850226,0.14939923,-0.28872954
-1.82191096,0.58226298,-1.65242757,0.00046453,-0.00544625,0.00000000,-0.00000000,0.22502148,-0.37250571,0.48803055,-1.00867671,0.00001787,-0.00023844,0.01917496,-0.05276230,0.00051430,-0.00921096,0.13535780,-0.29892861
-1.81590795,0.52697323,-1.75459942,0.00044731,-0.00580342,0.00000000,-0.00000000,0.20182356,-0.39198577,0.43900343,-1.07380131,0.00001516,-0.00026443,0.01729299,-0.05480191,0.00058258,-0.00992494,0.12257538,-0.30829123
-1.80990495,0.48055203,-1.85648399,0.00044103,-0.00615837,0.00000000,-0.00000000,0.18143176,-0.41099681,0.39781450,-1.13976174,0.00001304,-0.00029251,0.01558247,-0.05669185,0.00066785,-0.01063310,0.11108248,-0.31668422
-1.80390195,0.44281284,-1.95646373,0.00044627,-0.00650490,0.00000000,-0.00000000,0.16379656,-0.42928890,0.36418472,-1.20549562,0.00001150,-0.00032245,0.01404542,-0.05840567,0.00077112,-0.01132391,0.10089650,-0.32399484
-1.79789895,0.41353628,-2.05290801,0.00046367,-0.00683672,0.00000000,-0.00000000,0.14884983,-0.44661941,0.33780286,-1.26991803,0.00001051,-0.00035398,0.01268220,-0.05992023,0.00089340,-0.01198570,0.09202164,-0.33013338
-1.79189595,0.39247345,-2.14421431,0.00049400,-0.00714758,0.00000000,-0.00000000,0.13650646,-0.46275826,0.31832877,-1.33194909,0.00001008,-0.00038675,0.01149151,-0.06121623,0.00103564,-0.01260690,0.08444894,-0.33503495
-1.78589295,0.37934794,-2.22884960,0.00053810,-0.00743148,0.00000000,-0.00000000,0.12666578,-0.47749284,0.30539554,-1.39054198,0.00001021,-0.00042036,0.01047040,-0.06227858,0.00119869,-0.01317638,0.07815641,-0.33866038
-1.77988994,0.37385691,-2.30539037,0.00059692,-0.00768280,0.00000000,-0.00000000,0.11921290,-0.49063257,0.29861061,-1.44471031,0.00001092,-0.00045438,0.00961437,-0.06309666,0.00138326,-0.01368373,0.07310937,-0.34099625
-1.77388694,0.37567122,-2.37255991,0.00067150,-0.00789648,0.00000000,-0.00000000,0.11401981,-0.50201285,0.29755631,-1.49355376,0.00001227,-0.00048832,0.00891744,-0.06366444,0.00158989,-0.01411959,0.06926092,-0.34205404
